# _root_ Still , the market had n't yet crossed into positive territory , and traders were glum .
#goldHeads=0,1,4,5,1,5,5,5,8,11,9,5,5,15,13,15,1,
#predictedHeads=5,5,4,5,0,5,5,5,8,11,9,5,5,15,13,15,5,
(2,1),(1,1),(1,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,9),-0.0641614 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,18),-0.176325 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,1),(1,2),(1,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,2),(1,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,2),(1,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,2),(1,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,2),(1,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,2),(1,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,2),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,2),(1,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,2),(1,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,1),(1,4),(1,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,4),(1,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,4),(1,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,4),(1,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,4),(1,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,4),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,4),(1,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,4),(1,18),-0.064237 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,5),(1,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,5),(1,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,5),(1,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,5),(1,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,5),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,5),(1,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,5),(1,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,6),(1,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,6),(1,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,6),(1,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,6),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,6),(1,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,6),(1,18),-0.0642258 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,7),(1,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,7),(1,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,7),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,7),(1,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,7),(1,18),-0.0642258 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,8),(1,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,8),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,8),(1,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,8),(1,18),-0.064786 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,9),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,9),(1,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,9),(1,18),-0.0641626 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,13),(1,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,13),(1,18),-0.0641459 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,17),(1,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,1),(1,-1),-0.142545 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,1),(1,1),(1,2),0.10152 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,1),(1,4),-0.0646162 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,1),(1,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,1),(1,6),-0.0650182 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,1),(1,7),-0.0650182 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,1),(1,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,1),(1,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,1),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,1),(1,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,1),(1,18),-0.1498 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,1),(1,2),(1,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,2),(1,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,2),(1,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,2),(1,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,2),(1,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,2),(1,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,2),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,2),(1,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,2),(1,18),-0.0655646 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,4),(1,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,4),(1,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,4),(1,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,4),(1,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,4),(1,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,4),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,4),(1,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,4),(1,18),-0.0654476 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,5),(1,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,5),(1,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,5),(1,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,5),(1,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,5),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,5),(1,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,5),(1,18),-0.0641469 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,6),(1,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,6),(1,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,6),(1,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,6),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,6),(1,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,6),(1,18),-0.0542847 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,7),(1,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,7),(1,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,7),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,7),(1,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,7),(1,18),-0.0542847 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,8),(1,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,8),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,8),(1,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,8),(1,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,9),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,9),(1,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,9),(1,18),-0.0523021 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,13),(1,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,13),(1,18),-0.064158 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,17),(1,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,1),(1,-1),-0.115308 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,2),(2,2),(2,18),-0.101052 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,2),(2,2),(2,1),-0.0421718 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,2),(2,-1),-0.0848377 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,2),(2,1),(2,-1),-0.0421718 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,5),(5,6),-0.0585318 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,7),-0.0590721 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,8),-0.0475873 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,9),-0.032138 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,10),-0.030013 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,11),-0.0133014 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,12),-0.0333072 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,13),-0.041872 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,14),-0.0552677 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,15),-0.0385462 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,16),-0.030013 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,18),-0.0600843 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,5),(5,6),(5,7),-0.0420571 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,8),-0.0406276 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,9),-0.0389098 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,10),-0.0438029 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,11),-0.0456514 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,12),-0.0421763 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,13),-0.042022 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,15),-0.0432439 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,16),-0.0438029 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,18),-0.0564093 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,7),(5,8),-0.0401569 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,9),-0.0388913 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,10),-0.0437788 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,11),-0.0440307 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,12),-0.0421763 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,13),-0.042022 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,15),-0.0426322 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,16),-0.0437788 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,18),-0.0564093 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,8),(5,9),-0.0420342 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,8),(5,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,8),(5,11),-0.0420197 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,8),(5,12),-0.0420323 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,8),(5,13),-0.0482826 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,8),(5,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,8),(5,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,8),(5,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,8),(5,17),-0.0420857 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,8),(5,18),-0.0365919 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,9),(5,10),-0.042035 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,9),(5,11),-0.0400126 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,9),(5,12),-0.0315232 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,9),(5,13),-0.0436031 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,9),(5,14),-0.0435879 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,9),(5,15),-0.042577 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,9),(5,16),-0.042035 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,9),(5,17),-0.0425832 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,9),(5,18),-0.0166313 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,10),(5,11),-0.0421187 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,10),(5,12),-0.0386628 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,10),(5,13),-0.0420557 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,10),(5,14),-0.0420124 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,10),(5,15),-0.0434801 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,10),(5,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,10),(5,17),-0.0421274 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,10),(5,18),-0.0332722 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,11),(5,12),-0.0355193 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,11),(5,13),-0.0474037 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,11),(5,14),-0.0420626 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,11),(5,15),-0.0420128 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,11),(5,16),-0.0420133 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,11),(5,17),-0.0420939 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,11),(5,18),-0.0136615 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,12),(5,13),-0.0474489 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,12),(5,14),-0.0420124 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,12),(5,15),-0.0302346 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,12),(5,16),-0.0420128 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,12),(5,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,12),(5,18),-0.0421491 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,13),(5,14),-0.0420424 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,13),(5,15),-0.0420152 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,13),(5,16),-0.0420162 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,13),(5,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,13),(5,18),-0.0704687 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,14),(5,15),-0.0420973 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,14),(5,16),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,14),(5,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,14),(5,18),-0.0487274 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,15),(5,16),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,15),(5,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,15),(5,18),-0.04121 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,16),(5,17),-0.0421274 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,16),(5,18),-0.0332722 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,17),(5,18),-0.0439987 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,5),(5,4),0.148017 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,3),0.0993369 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,5),(5,5),(5,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,1),-0.0641593 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,-1),-0.12263 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,5),(5,4),(5,3),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,4),(5,2),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,4),(5,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,4),(5,-1),-0.0393893 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,3),(5,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,3),(5,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,3),(5,-1),-0.0662146 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,5),(5,2),(5,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,2),(5,-1),-0.0648509 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,1),(5,-1),-0.0655229 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,1),(1,2),0.125745 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,1),(1,4),-0.0664601 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,1),(1,1),(1,5),-0.0651368 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,1),(1,6),-0.0684139 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,1),(1,7),-0.0684139 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,1),(1,8),-0.0641478 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,1),(1,9),-0.0642494 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,1),(1,13),-0.0652774 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,1),(1,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,1),(1,18),-0.151659 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,1),(1,2),(1,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,2),(1,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,2),(1,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,2),(1,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,2),(1,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,2),(1,9),-0.0643552 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,2),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,2),(1,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,2),(1,18),-0.0295449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,4),(1,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,4),(1,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,4),(1,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,4),(1,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,4),(1,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,4),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,4),(1,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,4),(1,18),-0.0555388 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,1),(1,5),(1,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,5),(1,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,5),(1,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,5),(1,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,5),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,5),(1,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,5),(1,18),-0.0510043 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,6),(1,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,6),(1,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,6),(1,9),-0.064234 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,6),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,6),(1,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,6),(1,18),-0.0735613 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,7),(1,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,7),(1,9),-0.064234 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,7),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,7),(1,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,7),(1,18),-0.0738688 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,8),(1,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,8),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,8),(1,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,8),(1,18),-0.0289061 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,9),(1,13),-0.0644991 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,9),(1,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,9),(1,18),-0.13892 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,13),(1,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,13),(1,18),-0.0570865 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,17),(1,18),-0.0642033 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,1),(1,-1),-0.00530008 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,2),(2,2),(2,18),-0.0516001 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,2),(2,2),(2,1),-0.0445477 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,2),(2,2),(2,-1),-0.035018 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,2),(2,1),(2,-1),-0.0426716 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,3),(3,5),-0.0748111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,18),0.233145 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,3),(3,5),(3,18),-0.0765215 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,3),(3,2),-0.0231001 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,1),-0.00310702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,-1),0.160618 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,3),(3,2),(3,1),-0.042888 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,2),(3,-1),-0.0493619 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,1),(3,-1),-0.000643292 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,5),(5,6),-0.069932 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,7),-0.0670359 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,8),-0.0635557 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,9),-0.0055734 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,10),-0.0829885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,11),-0.0344831 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
