# _root_ Among those sighing with relief was John H. Gutfreund , chairman of Salomon Brothers , who took to the firm 's trading floor to monitor yesterday 's events .
#goldHeads=6,1,2,3,4,0,9,9,6,9,9,11,14,12,9,17,9,17,20,23,20,23,18,17,24,28,26,25,6,
#predictedHeads=6,1,2,3,4,0,9,9,6,9,9,11,14,12,9,17,9,17,20,23,20,23,18,17,24,28,26,25,6,
(8,17),(17,16),1.29944 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),0.278533 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),0.0387174 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),0.251871 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.329623 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),0.156789 # DEPENDENCYPART_GRANDPAR
(8,17),(17,23),0.136689 # DEPENDENCYPART_GRANDPAR
(8,17),(17,24),0.00378562 # DEPENDENCYPART_GRANDPAR
(8,17),(17,25),-0.0936803 # DEPENDENCYPART_GRANDPAR
(8,17),(17,26),0.0272254 # DEPENDENCYPART_GRANDPAR
(8,17),(17,27),-0.422671 # DEPENDENCYPART_GRANDPAR
(8,17),(17,28),0.160724 # DEPENDENCYPART_GRANDPAR
(8,17),(17,29),-0.384947 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.0593573 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.00349735 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),0.159139 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.19521 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),0.175124 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),-0.235718 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-0.920941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,10),-0.0998519 # DEPENDENCYPART_GRANDPAR
(9,1),(1,11),-0.243619 # DEPENDENCYPART_GRANDPAR
(9,1),(1,15),0.075799 # DEPENDENCYPART_GRANDPAR
(9,1),(1,17),0.125001 # DEPENDENCYPART_GRANDPAR
(9,1),(1,29),-0.587598 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),0.0887765 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.0123598 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),0.204402 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.145362 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),0.115735 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),0.0619438 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.0156196 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),0.155383 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.131453 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),0.0960348 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),-0.151557 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-0.89466 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),-0.0833847 # DEPENDENCYPART_GRANDPAR
(9,3),(3,11),-0.197411 # DEPENDENCYPART_GRANDPAR
(9,3),(3,12),0.314462 # DEPENDENCYPART_GRANDPAR
(9,3),(3,15),0.0922662 # DEPENDENCYPART_GRANDPAR
(9,3),(3,17),0.197952 # DEPENDENCYPART_GRANDPAR
(9,3),(3,18),-0.106344 # DEPENDENCYPART_GRANDPAR
(9,3),(3,24),-0.309948 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),0.0179182 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),0.0235942 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.0180749 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.274749 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.1674 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.23086 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.26332 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-0.92341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.100823 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-0.248387 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.0118803 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),0.0852918 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.0717036 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.0199682 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),0.206058 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.239552 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.0377824 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-0.932576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,11),-0.224486 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),0.142899 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),0.0317871 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),0.0912128 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),0.267634 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.112181 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.0883579 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.126729 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-0.907585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.0128869 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.183734 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),0.289102 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),0.00392531 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),0.162764 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),0.739217 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),0.180878 # DEPENDENCYPART_GRANDPAR
(9,6),(6,18),-0.0976302 # DEPENDENCYPART_GRANDPAR
(9,6),(6,23),-0.248204 # DEPENDENCYPART_GRANDPAR
(9,6),(6,24),-0.301234 # DEPENDENCYPART_GRANDPAR
(9,6),(6,26),-0.416717 # DEPENDENCYPART_GRANDPAR
(9,6),(6,29),-0.451949 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.0943677 # DEPENDENCYPART_GRANDPAR
(9,7),(7,10),-0.187069 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.220498 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.0523726 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.0191261 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),0.149968 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.227014 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.12377 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.179686 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.953056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.187067 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.220497 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),0.267197 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.0415437 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.0114159 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),0.155418 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.358497 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.549517 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.437282 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.241965 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.693083 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.527705 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.55895 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.314998 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.443164 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.937609 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.491339 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.59961 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),0.656543 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),1.21931 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),0.702302 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),0.358296 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),0.392151 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),-0.318145 # DEPENDENCYPART_GRANDPAR
(9,11),(11,23),0.283879 # DEPENDENCYPART_GRANDPAR
(9,11),(11,24),0.154693 # DEPENDENCYPART_GRANDPAR
(9,11),(11,29),-0.0525332 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),0.810506 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.905348 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),0.756782 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),1.20577 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),0.631246 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),0.267189 # DEPENDENCYPART_GRANDPAR
(9,12),(12,28),0.241916 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.71485 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),0.70665 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),0.62221 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.274513 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-0.486837 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.686214 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.547543 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.578788 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.452787 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.411459 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.374622 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.358915 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.704019 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),1.19282 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),0.628389 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),0.34011 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),0.287539 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.266261 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),0.194848 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),0.178186 # DEPENDENCYPART_GRANDPAR
(9,14),(14,24),0.136506 # DEPENDENCYPART_GRANDPAR
(9,14),(14,27),-0.36704 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),0.381515 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),0.350441 # DEPENDENCYPART_GRANDPAR
(9,17),(17,1),-0.402799 # DEPENDENCYPART_GRANDPAR
(9,17),(17,3),-0.433443 # DEPENDENCYPART_GRANDPAR
(9,17),(17,4),-0.289594 # DEPENDENCYPART_GRANDPAR
(9,17),(17,5),-0.651638 # DEPENDENCYPART_GRANDPAR
(9,17),(17,6),-0.31567 # DEPENDENCYPART_GRANDPAR
(9,17),(17,8),-0.531261 # DEPENDENCYPART_GRANDPAR
(9,17),(17,9),-0.476589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,17),(17,10),0.244238 # DEPENDENCYPART_GRANDPAR
(9,17),(17,11),0.322014 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),0.330232 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),0.422245 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),0.419889 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),1.43372 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),0.468093 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),0.1082 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),0.423672 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.188132 # DEPENDENCYPART_GRANDPAR
(9,17),(17,22),0.310847 # DEPENDENCYPART_GRANDPAR
(9,17),(17,23),0.312244 # DEPENDENCYPART_GRANDPAR
(9,17),(17,24),0.264489 # DEPENDENCYPART_GRANDPAR
(9,17),(17,25),0.0124268 # DEPENDENCYPART_GRANDPAR
(9,17),(17,26),0.179203 # DEPENDENCYPART_GRANDPAR
(9,17),(17,27),-0.288911 # DEPENDENCYPART_GRANDPAR
(9,17),(17,28),0.25727 # DEPENDENCYPART_GRANDPAR
(9,17),(17,29),-0.164729 # DEPENDENCYPART_GRANDPAR
(9,20),(20,16),1.29053 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),0.358906 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),0.334021 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.339884 # DEPENDENCYPART_GRANDPAR
(9,20),(20,22),0.265854 # DEPENDENCYPART_GRANDPAR
(9,20),(20,23),0.256622 # DEPENDENCYPART_GRANDPAR
(9,20),(20,24),0.141778 # DEPENDENCYPART_GRANDPAR
(9,20),(20,27),-0.440663 # DEPENDENCYPART_GRANDPAR
(9,20),(20,28),0.196653 # DEPENDENCYPART_GRANDPAR
(9,20),(20,29),-0.0647974 # DEPENDENCYPART_GRANDPAR
(9,21),(21,22),0.136331 # DEPENDENCYPART_GRANDPAR
(9,23),(23,16),1.26992 # DEPENDENCYPART_GRANDPAR
(9,23),(23,18),0.338213 # DEPENDENCYPART_GRANDPAR
(9,23),(23,19),0.339794 # DEPENDENCYPART_GRANDPAR
(9,23),(23,20),0.566852 # DEPENDENCYPART_GRANDPAR
(9,23),(23,21),0.175934 # DEPENDENCYPART_GRANDPAR
(9,23),(23,22),0.45774 # DEPENDENCYPART_GRANDPAR
(9,23),(23,24),0.146616 # DEPENDENCYPART_GRANDPAR
(9,23),(23,25),-0.0525919 # DEPENDENCYPART_GRANDPAR
(9,23),(23,26),0.0845737 # DEPENDENCYPART_GRANDPAR
(9,23),(23,27),-0.43396 # DEPENDENCYPART_GRANDPAR
(9,23),(23,28),0.199775 # DEPENDENCYPART_GRANDPAR
(9,23),(23,29),-0.0613356 # DEPENDENCYPART_GRANDPAR
(9,27),(27,28),0.0783543 # DEPENDENCYPART_GRANDPAR
(9,29),(29,28),0.103412 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.0220302 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),0.0521649 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),0.285028 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.0496655 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),0.452222 # DEPENDENCYPART_GRANDPAR
(11,1),(1,8),0.319964 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),0.385239 # DEPENDENCYPART_GRANDPAR
(11,1),(1,10),0.887403 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-1.18442 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,1),(1,15),-0.384134 # DEPENDENCYPART_GRANDPAR
(11,1),(1,17),-0.182974 # DEPENDENCYPART_GRANDPAR
(11,1),(1,29),-1.03673 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),0.356902 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),0.0650596 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),0.37311 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),0.0483206 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),0.415875 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),0.286171 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),0.0249674 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),0.300422 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),0.0302915 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),0.372652 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),0.413634 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),0.478907 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),0.782675 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-1.15734 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,12),-0.194972 # DEPENDENCYPART_GRANDPAR
(11,3),(3,15),-0.383841 # DEPENDENCYPART_GRANDPAR
(11,3),(3,17),-0.124513 # DEPENDENCYPART_GRANDPAR
(11,3),(3,18),-0.407787 # DEPENDENCYPART_GRANDPAR
(11,3),(3,24),-0.29153 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),0.201555 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),0.0788715 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),0.119271 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.131215 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),0.443419 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),0.290663 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),0.290897 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),0.356172 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),0.829367 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-1.18856 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,14),-0.059375 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),0.358155 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.0442141 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),0.139851 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),0.444016 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),0.525466 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),0.530347 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),0.596136 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-1.17863 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,8),0.554626 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.918924 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.12946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,2),-0.0231548 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),0.123405 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),0.386525 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),0.137188 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),0.437014 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.66159 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.670322 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.922367 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.12946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.171872 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.0537933 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.440328 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.118606 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),0.295646 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.0256362 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),0.120922 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),0.379903 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),0.134148 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),0.434541 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.666872 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.688271 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.918895 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.12946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.171872 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.0101214 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.0537928 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.440328 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),0.187786 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.118606 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-0.759037 # DEPENDENCYPART_GRANDPAR
(11,9),(9,21),-0.709432 # DEPENDENCYPART_GRANDPAR
(11,9),(9,23),-0.601488 # DEPENDENCYPART_GRANDPAR
(11,9),(9,27),-0.817556 # DEPENDENCYPART_GRANDPAR
(11,9),(9,29),-1.0199 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),0.86858 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.785462 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),0.340616 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),0.636371 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),0.4288 # DEPENDENCYPART_GRANDPAR
(11,12),(12,22),0.140493 # DEPENDENCYPART_GRANDPAR
(11,12),(12,28),0.120908 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.696865 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.292412 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),0.361782 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.300477 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-0.448657 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.515838 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.0554024 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.0498155 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),0.0147677 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),0.357195 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.500826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,13),0.604104 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.267235 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),0.588248 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),0.35359 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),0.159004 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.128974 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),-0.306578 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),0.0417518 # DEPENDENCYPART_GRANDPAR
(11,14),(14,23),0.0542114 # DEPENDENCYPART_GRANDPAR
(11,14),(14,24),0.275261 # DEPENDENCYPART_GRANDPAR
(11,14),(14,27),-0.414702 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.398878 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),0.187829 # DEPENDENCYPART_GRANDPAR
(11,17),(17,1),-0.34405 # DEPENDENCYPART_GRANDPAR
(11,17),(17,3),-0.370516 # DEPENDENCYPART_GRANDPAR
(11,17),(17,4),-0.228751 # DEPENDENCYPART_GRANDPAR
(11,17),(17,5),-0.518175 # DEPENDENCYPART_GRANDPAR
(11,17),(17,6),-0.0806483 # DEPENDENCYPART_GRANDPAR
(11,17),(17,8),-0.050391 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),0.0141921 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),0.478837 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-0.551365 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,13),0.555912 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),0.495152 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.000352031 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),0.966132 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),0.201552 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),0.113576 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.0932839 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-0.315175 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),0.0602966 # DEPENDENCYPART_GRANDPAR
(11,17),(17,23),0.0904164 # DEPENDENCYPART_GRANDPAR
(11,17),(17,24),0.317809 # DEPENDENCYPART_GRANDPAR
(11,17),(17,25),-0.0109532 # DEPENDENCYPART_GRANDPAR
(11,17),(17,26),-0.19039 # DEPENDENCYPART_GRANDPAR
(11,17),(17,27),-0.423299 # DEPENDENCYPART_GRANDPAR
(11,17),(17,28),-0.0435018 # DEPENDENCYPART_GRANDPAR
(11,17),(17,29),-0.729694 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),0.619203 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),0.104008 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.198483 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.279986 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-0.0446845 # DEPENDENCYPART_GRANDPAR
(11,18),(18,23),-0.00793872 # DEPENDENCYPART_GRANDPAR
(11,18),(18,24),0.273737 # DEPENDENCYPART_GRANDPAR
(11,18),(18,25),0.0783842 # DEPENDENCYPART_GRANDPAR
(11,18),(18,26),-0.3806 # DEPENDENCYPART_GRANDPAR
(11,18),(18,28),-0.00885066 # DEPENDENCYPART_GRANDPAR
(11,18),(18,29),-0.647048 # DEPENDENCYPART_GRANDPAR
(11,20),(20,16),0.746359 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),0.016918 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),0.400501 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.362366 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),0.124169 # DEPENDENCYPART_GRANDPAR
(11,20),(20,23),0.142996 # DEPENDENCYPART_GRANDPAR
(11,20),(20,24),0.344008 # DEPENDENCYPART_GRANDPAR
(11,20),(20,27),-0.470489 # DEPENDENCYPART_GRANDPAR
(11,20),(20,28),0.0339517 # DEPENDENCYPART_GRANDPAR
(11,20),(20,29),-0.556617 # DEPENDENCYPART_GRANDPAR
(11,21),(21,22),-0.0040742 # DEPENDENCYPART_GRANDPAR
(11,23),(23,16),0.756651 # DEPENDENCYPART_GRANDPAR
(11,23),(23,18),0.0271119 # DEPENDENCYPART_GRANDPAR
(11,23),(23,19),0.448439 # DEPENDENCYPART_GRANDPAR
(11,23),(23,20),-0.0990596 # DEPENDENCYPART_GRANDPAR
(11,23),(23,21),0.264031 # DEPENDENCYPART_GRANDPAR
(11,23),(23,22),0.0465483 # DEPENDENCYPART_GRANDPAR
(11,23),(23,24),0.351577 # DEPENDENCYPART_GRANDPAR
(11,23),(23,25),0.0300592 # DEPENDENCYPART_GRANDPAR
(11,23),(23,26),-0.190614 # DEPENDENCYPART_GRANDPAR
(11,23),(23,27),-0.461082 # DEPENDENCYPART_GRANDPAR
(11,23),(23,28),0.0382109 # DEPENDENCYPART_GRANDPAR
(11,23),(23,29),-0.550419 # DEPENDENCYPART_GRANDPAR
(11,24),(24,20),-0.336521 # DEPENDENCYPART_GRANDPAR
(11,24),(24,22),-0.202828 # DEPENDENCYPART_GRANDPAR
(11,24),(24,23),-0.189192 # DEPENDENCYPART_GRANDPAR
