# _root_ In composite trading on the New York Stock Exchange , the company closed at $ 25.25 a share , down 25 cents .
#goldHeads=13,3,1,3,9,9,9,9,4,13,12,13,0,13,14,15,18,15,13,13,22,20,13,
#predictedHeads=13,3,1,3,9,9,9,9,4,13,12,13,0,13,14,15,18,15,13,13,22,20,13,
(3,9),(9,10),(9,24),-0.0533309 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,11),(9,12),-0.0420119 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,11),(9,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,11),(9,14),-0.0426924 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,11),(9,15),-0.0420117 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,11),(9,18),-0.0420119 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,11),(9,19),-0.0460135 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,11),(9,20),-0.048608 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,11),(9,22),-0.0420795 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,11),(9,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,11),(9,24),-0.0229653 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,12),(9,13),-0.04223 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,12),(9,14),-0.0433799 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,12),(9,15),-0.0420124 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,12),(9,18),-0.0434134 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,12),(9,19),-0.0679042 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,12),(9,20),-0.0421215 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,12),(9,22),-0.0423378 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,12),(9,23),-0.0421952 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,12),(9,24),-0.0281959 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,13),(9,14),-0.0420271 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,13),(9,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,13),(9,18),-0.0420267 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,13),(9,19),-0.0507687 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,13),(9,20),-0.0420144 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,13),(9,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,13),(9,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,13),(9,24),-0.0450524 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,14),(9,15),-0.0420161 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,14),(9,18),-0.0426121 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,14),(9,19),-0.0517302 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,14),(9,20),-0.0420332 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,14),(9,22),-0.0420156 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,14),(9,23),-0.0420453 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,14),(9,24),-0.00382357 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,15),(9,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,15),(9,19),-0.0421109 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,15),(9,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,15),(9,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,15),(9,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,15),(9,24),-0.0421077 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,18),(9,19),-0.0675297 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,18),(9,20),-0.0421215 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,18),(9,22),-0.0423378 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,18),(9,23),-0.0421952 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,18),(9,24),-0.0287519 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,19),(9,20),-0.0566704 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,19),(9,22),-0.0439 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,19),(9,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,19),(9,24),-0.0533309 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,20),(9,22),-0.0420185 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,20),(9,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,20),(9,24),-0.0971358 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,22),(9,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,22),(9,24),-0.055934 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,23),(9,24),-0.0226387 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,9),(9,8),0.0890957 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,7),0.0923379 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,6),0.0847308 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,5),0.115847 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,4),0.160469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,3),0.0876837 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,9),(9,9),(9,2),-0.0642257 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,1),-0.0643148 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,-1),0.00826455 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,9),(9,8),(9,7),0.117332 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,8),(9,6),0.116896 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,8),(9,5),0.114788 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,8),(9,4),0.098519 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,8),(9,3),0.0969723 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,8),(9,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,8),(9,1),-0.0641664 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,8),(9,-1),-0.0556471 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,7),(9,6),0.117629 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,7),(9,5),0.114789 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,7),(9,4),0.098519 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,7),(9,3),0.0969797 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,7),(9,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,7),(9,1),-0.0641664 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,7),(9,-1),-0.0541586 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,6),(9,5),0.114375 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,6),(9,4),0.0985151 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,6),(9,3),0.0969778 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,6),(9,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,6),(9,1),-0.0641664 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,6),(9,-1),-0.0608299 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,5),(9,4),0.105609 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,5),(9,3),0.103054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,5),(9,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,5),(9,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,5),(9,-1),-0.0932236 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,4),(9,3),0.102728 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,4),(9,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,4),(9,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,4),(9,-1),-0.0343073 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,3),(9,2),-0.0641714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,3),(9,1),-0.0642657 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,3),(9,-1),-0.106882 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,9),(9,2),(9,1),-0.0645965 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,2),(9,-1),-0.072083 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,1),(9,-1),-0.0349939 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,10),(10,24),-0.0311144 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,10),(10,10),(10,-1),-0.0481752 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,12),(12,12),(12,13),0.00372626 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,14),0.0516652 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,15),-0.0561772 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,18),-0.071869 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,20),-0.0513478 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,22),-0.0677439 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,24),0.0712657 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,12),(12,13),(12,14),-0.0422475 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,13),(12,15),-0.0420218 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,13),(12,18),-0.0398393 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,13),(12,20),-0.0420127 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,13),(12,22),-0.0420341 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,13),(12,24),-0.0153416 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,14),(12,15),-0.0432826 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,14),(12,18),-0.0478969 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,14),(12,20),-0.0420399 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,14),(12,22),-0.0436525 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,14),(12,24),-0.114846 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,15),(12,18),-0.0429096 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,15),(12,20),-0.0420124 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,15),(12,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,15),(12,24),-0.0327765 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,18),(12,20),-0.0420662 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,18),(12,22),-0.0395476 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,18),(12,24),0.0212634 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,20),(12,22),-0.0425388 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,20),(12,24),-0.116109 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,22),(12,24),0.0393248 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,12),(12,11),0.0752907 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,10),0.0773317 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,9),0.0711755 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,8),0.0761262 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,7),0.0777585 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,6),0.0777638 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,5),0.0752907 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,4),0.14398 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,-1),0.0510852 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,12),(12,11),(12,10),0.115683 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,11),(12,9),0.101129 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,11),(12,8),0.101129 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,11),(12,7),0.101129 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,11),(12,6),0.101129 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,11),(12,5),0.0973787 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,11),(12,4),0.110246 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,11),(12,-1),-0.0982446 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,10),(12,9),0.0923896 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,10),(12,8),0.0923692 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,10),(12,7),0.0923896 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,10),(12,6),0.0923881 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,10),(12,5),0.113273 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,10),(12,4),0.109168 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,10),(12,-1),-0.072775 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,9),(12,8),0.0989704 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,9),(12,7),0.0989674 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,9),(12,6),0.10481 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,9),(12,5),0.0839722 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,9),(12,4),0.108037 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,9),(12,-1),-0.101587 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,8),(12,7),0.098963 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,8),(12,6),0.104806 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,8),(12,5),0.0838252 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,8),(12,4),0.108037 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,8),(12,-1),-0.102906 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,7),(12,6),0.111387 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,7),(12,5),0.0839929 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,7),(12,4),0.108037 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,7),(12,-1),-0.101193 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,6),(12,5),0.0906263 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,6),(12,4),0.108037 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,6),(12,-1),-0.098306 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,5),(12,4),0.110246 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,5),(12,-1),-0.0982446 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,4),(12,-1),-0.0671058 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,13),(13,14),-0.00347042 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,15),-0.0521748 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,16),-0.0401348 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,18),-0.0382867 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,19),-0.0711917 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,20),-0.0813245 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,22),-0.0858176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,23),-0.0420187 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,24),0.0119965 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,13),(13,14),(13,15),-0.0433939 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,14),(13,16),-0.0422263 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,14),(13,18),-0.039011 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,14),(13,19),-0.0581829 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,14),(13,20),-0.053009 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,14),(13,22),-0.0444412 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,14),(13,23),-0.0434305 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,14),(13,24),0.0500492 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,15),(13,16),-0.0420959 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,15),(13,18),-0.0439576 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,15),(13,19),-0.0452796 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,15),(13,20),-0.0418181 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,15),(13,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,15),(13,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,15),(13,24),-0.057612 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,16),(13,18),-0.0421695 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,16),(13,19),-0.0432073 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,16),(13,20),-0.0421208 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,16),(13,22),-0.0420272 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,16),(13,23),-0.0420199 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,16),(13,24),-0.0242257 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,18),(13,19),-0.0408396 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,18),(13,20),-0.0258013 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,18),(13,22),-0.0431407 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,18),(13,23),-0.0428217 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,18),(13,24),-0.0893449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,19),(13,20),-0.0329079 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,19),(13,22),-0.0435325 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,19),(13,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,19),(13,24),-0.0400168 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,20),(13,22),-0.0434474 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,20),(13,23),-0.0429288 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,20),(13,24),-0.0702588 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,22),(13,23),-0.0420121 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,22),(13,24),-0.119955 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,23),(13,24),-0.0575832 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,13),(13,12),0.109793 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,11),0.0989885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,10),0.125466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,9),0.124036 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,8),0.123373 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,7),0.126565 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,6),0.124517 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,5),0.0989885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,4),0.0889227 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,3),0.107514 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,13),(13,13),(13,1),-0.0716329 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,-1),-0.118411 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,13),(13,12),(13,11),0.1019 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,12),(13,10),0.0898142 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,12),(13,9),0.100772 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,12),(13,8),0.100798 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,12),(13,7),0.100791 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,12),(13,6),0.100798 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,12),(13,5),0.1019 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,12),(13,4),0.132521 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,12),(13,3),0.100998 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,12),(13,1),-0.0643573 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,12),(13,-1),-0.10135 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,11),(13,10),0.102312 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,11),(13,9),0.102888 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,11),(13,8),0.102888 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,11),(13,7),0.102888 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,11),(13,6),0.102888 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,11),(13,5),0.103068 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,11),(13,4),0.102085 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,11),(13,3),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,11),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,11),(13,-1),-0.0708369 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,10),(13,9),0.105595 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,10),(13,8),0.105595 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,10),(13,7),0.105593 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,10),(13,6),0.105595 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,10),(13,5),0.103035 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,10),(13,4),0.101567 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,10),(13,3),0.100567 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,10),(13,1),-0.0699271 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,10),(13,-1),-0.108991 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,9),(13,8),0.0944819 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,9),(13,7),0.0942772 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,9),(13,6),0.0942573 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,9),(13,5),0.101753 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,9),(13,4),0.102794 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,9),(13,3),0.100763 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,9),(13,1),-0.06494 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,9),(13,-1),-0.0281562 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,8),(13,7),0.0944127 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,8),(13,6),0.0943928 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,8),(13,5),0.101743 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,8),(13,4),0.102842 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,8),(13,3),0.100804 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,8),(13,1),-0.06494 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,8),(13,-1),-0.0291193 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,7),(13,6),0.0943406 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,7),(13,5),0.101754 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,7),(13,4),0.105084 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,7),(13,3),0.100805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,7),(13,1),-0.06494 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,7),(13,-1),-0.0277897 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,6),(13,5),0.101751 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,6),(13,4),0.10287 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,6),(13,3),0.100805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,6),(13,1),-0.06494 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,6),(13,-1),-0.0275675 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,5),(13,4),0.102085 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,5),(13,3),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,5),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,5),(13,-1),-0.0708369 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,4),(13,3),0.094833 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,4),(13,1),-0.0649903 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,4),(13,-1),-0.00753975 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,3),(13,1),-0.0643569 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,3),(13,-1),-0.105558 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,13),(13,1),(13,-1),0.0068171 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,19),(19,19),(19,24),-0.0311144 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,19),(19,19),(19,-1),-0.0481752 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,20),(20,20),(20,21),-0.0586458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
