# _root_ The new expiration date is the date on which DIG 's financing commitments , which total about $ 240 million , are to expire .
#goldHeads=4,4,4,5,0,7,5,24,8,13,10,13,22,13,16,13,18,16,18,18,13,7,22,23,5,
#predictedHeads=4,4,4,5,0,7,5,24,8,13,10,13,22,13,16,13,18,16,18,18,13,7,22,23,5,
(24,17),(24,25),0.0803374 # DEPENDENCYPART_SIBL
(24,18),(24,20),-0.0163558 # DEPENDENCYPART_SIBL
(24,18),(24,21),-0.0129914 # DEPENDENCYPART_SIBL
(24,18),(24,23),-0.0302958 # DEPENDENCYPART_SIBL
(24,18),(24,25),-0.0104795 # DEPENDENCYPART_SIBL
(24,20),(24,21),-0.0290484 # DEPENDENCYPART_SIBL
(24,20),(24,23),0.0779628 # DEPENDENCYPART_SIBL
(24,20),(24,25),0.0249972 # DEPENDENCYPART_SIBL
(24,21),(24,23),-0.0443961 # DEPENDENCYPART_SIBL
(24,21),(24,25),0.147878 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.0225511 # DEPENDENCYPART_SIBL
(0,0),(0,4),-0.448544 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,5),0.0296248 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,16),-0.638341 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,22),-0.153082 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,26),-1.3016 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(0,4),(0,5),-1.10993 # DEPENDENCYPART_NEXTSIBL
(0,4),(0,16),-0.997282 # DEPENDENCYPART_NEXTSIBL
(0,4),(0,22),-1.03436 # DEPENDENCYPART_NEXTSIBL
(0,4),(0,26),-0.621813 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,5),(0,16),-1.03655 # DEPENDENCYPART_NEXTSIBL
(0,5),(0,22),-1.12903 # DEPENDENCYPART_NEXTSIBL
(0,5),(0,26),-0.64038 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,16),(0,22),-0.906618 # DEPENDENCYPART_NEXTSIBL
(0,16),(0,26),-0.752902 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,22),(0,26),-0.434385 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,0),(0,-1),-0.587342 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(1,1),(1,2),-0.797693 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(1,1),(1,26),-0.219601 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(1,2),(1,26),-1.09223 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(1,1),(1,-1),-0.288547 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(2,2),(2,3),-0.53222 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,26),-0.532956 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(2,3),(2,26),-0.928224 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,2),(2,1),-0.563021 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,-1),-0.53132 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(2,1),(2,-1),-0.672845 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,3),(3,4),-0.514979 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,7),-0.454169 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,8),-0.224925 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,12),0.0142197 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,14),-0.87604 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,26),-0.59687 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(3,4),(3,7),-1.07602 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,8),-0.951269 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,12),-1.10523 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,14),-0.68807 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,26),-0.547538 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,7),(3,8),-0.563413 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,12),-0.835094 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,14),-0.386755 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,26),-0.712076 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,8),(3,12),-0.754969 # DEPENDENCYPART_NEXTSIBL
(3,8),(3,14),-0.568618 # DEPENDENCYPART_NEXTSIBL
(3,8),(3,26),-0.41647 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,12),(3,14),-0.784727 # DEPENDENCYPART_NEXTSIBL
(3,12),(3,26),-0.725517 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,14),(3,26),-1.12136 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,3),(3,2),-0.342429 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,1),-0.799583 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,-1),-0.630384 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(3,2),(3,1),-0.413961 # DEPENDENCYPART_NEXTSIBL
(3,2),(3,-1),-0.996672 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,1),(3,-1),-0.38484 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,4),(4,5),-0.277756 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,7),-0.465763 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,8),-0.266486 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,14),-0.89597 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,26),-0.555381 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(4,5),(4,7),-0.769257 # DEPENDENCYPART_NEXTSIBL
(4,5),(4,8),-0.744096 # DEPENDENCYPART_NEXTSIBL
(4,5),(4,14),-0.364274 # DEPENDENCYPART_NEXTSIBL
(4,5),(4,26),-0.909732 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,7),(4,8),-0.594923 # DEPENDENCYPART_NEXTSIBL
(4,7),(4,14),-0.394769 # DEPENDENCYPART_NEXTSIBL
(4,7),(4,26),-0.726682 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,8),(4,14),-0.584903 # DEPENDENCYPART_NEXTSIBL
(4,8),(4,26),-0.456835 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,14),(4,26),-1.12252 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,4),(4,3),-0.413226 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,2),-0.339561 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,1),-0.792605 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,-1),-0.643622 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(4,3),(4,2),-0.116517 # DEPENDENCYPART_NEXTSIBL
(4,3),(4,1),-0.625991 # DEPENDENCYPART_NEXTSIBL
(4,3),(4,-1),-0.989795 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,2),(4,1),-0.417012 # DEPENDENCYPART_NEXTSIBL
(4,2),(4,-1),-0.993311 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,1),(4,-1),-0.386242 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,5),(5,6),-1.08455 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,7),-0.162422 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,8),-0.288539 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,9),-0.343485 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,10),-0.670525 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,11),-0.718587 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,12),0.0919823 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,13),-0.49535 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,14),-0.961478 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,15),-0.544673 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,16),-0.967786 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,17),-0.558644 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,18),-0.316737 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,21),-1.46061 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,22),-0.512244 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,23),-0.548803 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,25),-1.56657 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,26),-1.0038 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(5,6),(5,7),-1.00693 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,8),-1.19143 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,9),-1.3508 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,10),-1.44226 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,11),-1.3752 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,12),-1.24988 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,13),-1.2717 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,14),-1.21608 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,15),-1.35526 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,16),-1.37518 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,17),-1.31749 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,18),-1.27979 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,21),-1.19132 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,22),-1.34822 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,23),-1.34812 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,25),-1.50561 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,26),-1.5388 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,7),(5,8),-0.57943 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,9),-0.943895 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,10),-0.847997 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,11),-0.880759 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,12),-0.77687 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,13),-0.939036 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,14),-0.447644 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,15),-0.898801 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,16),-0.819866 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,17),-0.738746 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,18),-0.582995 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,21),-0.543121 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,22),-0.770626 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,23),-1.10982 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,25),-0.272048 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,26),-0.789867 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,8),(5,9),-0.838166 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,10),-0.951688 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,11),-0.993504 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,12),-0.763444 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,13),-1.08604 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,14),-0.590137 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,15),-0.914609 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,16),-0.668705 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,17),-0.685497 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,18),-0.870356 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,21),-0.823004 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,22),-0.783097 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,23),-1.27352 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,25),-0.443405 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,26),-0.491078 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,9),(5,10),-1.25116 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,11),-1.35256 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,12),-1.28472 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,13),-1.49767 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,14),-1.41662 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,15),-1.43883 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,16),-1.43019 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,17),-1.40752 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,18),-1.39317 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,21),-1.43963 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,22),-1.40454 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,23),-1.53665 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,25),-1.42125 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,26),-0.713262 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,10),(5,11),-1.17105 # DEPENDENCYPART_NEXTSIBL
(5,10),(5,12),-1.04879 # DEPENDENCYPART_NEXTSIBL
(5,10),(5,13),-1.25371 # DEPENDENCYPART_NEXTSIBL
(5,10),(5,14),-1.27775 # DEPENDENCYPART_NEXTSIBL
(5,10),(5,15),-1.2707 # DEPENDENCYPART_NEXTSIBL
(5,10),(5,16),-1.18998 # DEPENDENCYPART_NEXTSIBL
(5,10),(5,17),-1.20413 # DEPENDENCYPART_NEXTSIBL
(5,10),(5,18),-1.0743 # DEPENDENCYPART_NEXTSIBL
(5,10),(5,21),-1.34378 # DEPENDENCYPART_NEXTSIBL
(5,10),(5,22),-1.20189 # DEPENDENCYPART_NEXTSIBL
(5,10),(5,23),-1.29538 # DEPENDENCYPART_NEXTSIBL
(5,10),(5,25),-1.09533 # DEPENDENCYPART_NEXTSIBL
(5,10),(5,26),-0.51643 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,11),(5,12),-0.7399 # DEPENDENCYPART_NEXTSIBL
(5,11),(5,13),-1.05517 # DEPENDENCYPART_NEXTSIBL
(5,11),(5,14),-1.12761 # DEPENDENCYPART_NEXTSIBL
(5,11),(5,15),-1.11398 # DEPENDENCYPART_NEXTSIBL
(5,11),(5,16),-1.12816 # DEPENDENCYPART_NEXTSIBL
(5,11),(5,17),-1.07618 # DEPENDENCYPART_NEXTSIBL
(5,11),(5,18),-0.608631 # DEPENDENCYPART_NEXTSIBL
(5,11),(5,21),-1.24047 # DEPENDENCYPART_NEXTSIBL
(5,11),(5,22),-1.14175 # DEPENDENCYPART_NEXTSIBL
(5,11),(5,23),-1.2729 # DEPENDENCYPART_NEXTSIBL
(5,11),(5,25),-0.998667 # DEPENDENCYPART_NEXTSIBL
(5,11),(5,26),-0.99969 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,12),(5,13),-1.05153 # DEPENDENCYPART_NEXTSIBL
(5,12),(5,14),-0.826918 # DEPENDENCYPART_NEXTSIBL
(5,12),(5,15),-1.01788 # DEPENDENCYPART_NEXTSIBL
(5,12),(5,16),-1.07347 # DEPENDENCYPART_NEXTSIBL
(5,12),(5,17),-0.867683 # DEPENDENCYPART_NEXTSIBL
(5,12),(5,18),-0.953183 # DEPENDENCYPART_NEXTSIBL
(5,12),(5,21),-0.636195 # DEPENDENCYPART_NEXTSIBL
(5,12),(5,22),-1.08094 # DEPENDENCYPART_NEXTSIBL
(5,12),(5,23),-0.948883 # DEPENDENCYPART_NEXTSIBL
(5,12),(5,25),-0.354793 # DEPENDENCYPART_NEXTSIBL
(5,12),(5,26),-0.581337 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,13),(5,14),-0.992203 # DEPENDENCYPART_NEXTSIBL
(5,13),(5,15),-1.06782 # DEPENDENCYPART_NEXTSIBL
(5,13),(5,16),-0.907098 # DEPENDENCYPART_NEXTSIBL
(5,13),(5,17),-0.865398 # DEPENDENCYPART_NEXTSIBL
(5,13),(5,18),-0.831314 # DEPENDENCYPART_NEXTSIBL
(5,13),(5,21),-0.882615 # DEPENDENCYPART_NEXTSIBL
(5,13),(5,22),-0.905193 # DEPENDENCYPART_NEXTSIBL
(5,13),(5,23),-0.965949 # DEPENDENCYPART_NEXTSIBL
(5,13),(5,25),-0.548225 # DEPENDENCYPART_NEXTSIBL
(5,13),(5,26),-0.756749 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,14),(5,15),-0.868776 # DEPENDENCYPART_NEXTSIBL
(5,14),(5,16),0.0202111 # DEPENDENCYPART_NEXTSIBL
(5,14),(5,17),-0.548323 # DEPENDENCYPART_NEXTSIBL
(5,14),(5,18),-0.814588 # DEPENDENCYPART_NEXTSIBL
(5,14),(5,21),-1.08966 # DEPENDENCYPART_NEXTSIBL
(5,14),(5,22),-0.13005 # DEPENDENCYPART_NEXTSIBL
(5,14),(5,23),-0.744637 # DEPENDENCYPART_NEXTSIBL
(5,14),(5,25),-0.89622 # DEPENDENCYPART_NEXTSIBL
(5,14),(5,26),-1.18186 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,15),(5,16),-0.981535 # DEPENDENCYPART_NEXTSIBL
(5,15),(5,17),-1.06474 # DEPENDENCYPART_NEXTSIBL
(5,15),(5,18),-1.06783 # DEPENDENCYPART_NEXTSIBL
(5,15),(5,21),-1.12282 # DEPENDENCYPART_NEXTSIBL
(5,15),(5,22),-1.13679 # DEPENDENCYPART_NEXTSIBL
(5,15),(5,23),-1.18963 # DEPENDENCYPART_NEXTSIBL
(5,15),(5,25),-1.12023 # DEPENDENCYPART_NEXTSIBL
(5,15),(5,26),-0.547253 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,16),(5,17),-0.693515 # DEPENDENCYPART_NEXTSIBL
(5,16),(5,18),-0.759129 # DEPENDENCYPART_NEXTSIBL
(5,16),(5,21),-0.426125 # DEPENDENCYPART_NEXTSIBL
(5,16),(5,22),-1.01166 # DEPENDENCYPART_NEXTSIBL
(5,16),(5,23),-0.743189 # DEPENDENCYPART_NEXTSIBL
(5,16),(5,25),-0.40129 # DEPENDENCYPART_NEXTSIBL
(5,16),(5,26),-0.960198 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,17),(5,18),-0.873619 # DEPENDENCYPART_NEXTSIBL
(5,17),(5,21),-0.953989 # DEPENDENCYPART_NEXTSIBL
(5,17),(5,22),-1.03471 # DEPENDENCYPART_NEXTSIBL
(5,17),(5,23),-0.950538 # DEPENDENCYPART_NEXTSIBL
(5,17),(5,25),-0.922965 # DEPENDENCYPART_NEXTSIBL
(5,17),(5,26),-0.948104 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,18),(5,21),-0.84167 # DEPENDENCYPART_NEXTSIBL
(5,18),(5,22),-0.936556 # DEPENDENCYPART_NEXTSIBL
(5,18),(5,23),-0.67088 # DEPENDENCYPART_NEXTSIBL
(5,18),(5,25),-0.75785 # DEPENDENCYPART_NEXTSIBL
(5,18),(5,26),-1.28361 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,21),(5,22),-0.286417 # DEPENDENCYPART_NEXTSIBL
(5,21),(5,23),-0.701466 # DEPENDENCYPART_NEXTSIBL
(5,21),(5,25),-1.13259 # DEPENDENCYPART_NEXTSIBL
(5,21),(5,26),-0.833083 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,22),(5,23),-0.562142 # DEPENDENCYPART_NEXTSIBL
(5,22),(5,25),-0.326363 # DEPENDENCYPART_NEXTSIBL
(5,22),(5,26),-0.609484 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,23),(5,25),-0.667931 # DEPENDENCYPART_NEXTSIBL
(5,23),(5,26),-0.757851 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,25),(5,26),-1.81505 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,5),(5,4),-0.0977802 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,3),-0.206577 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,2),-0.556574 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,1),-0.699148 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,-1),-1.17714 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(5,4),(5,3),-0.575439 # DEPENDENCYPART_NEXTSIBL
(5,4),(5,2),-0.866148 # DEPENDENCYPART_NEXTSIBL
(5,4),(5,1),-1.19766 # DEPENDENCYPART_NEXTSIBL
(5,4),(5,-1),-0.664865 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,3),(5,2),-0.301058 # DEPENDENCYPART_NEXTSIBL
(5,3),(5,1),-0.867058 # DEPENDENCYPART_NEXTSIBL
(5,3),(5,-1),-1.03523 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,2),(5,1),-0.734614 # DEPENDENCYPART_NEXTSIBL
(5,2),(5,-1),-0.967303 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,1),(5,-1),-0.815856 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,6),(6,8),-0.374829 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,26),-0.219601 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(6,8),(6,26),-0.550797 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,6),(6,-1),-0.288547 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(7,7),(7,8),-0.266486 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,9),-0.274329 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,10),-0.893029 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,11),-0.488879 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,12),0.014153 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,13),-0.679984 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,14),-0.89597 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,16),-0.77744 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,17),-0.461524 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,18),-0.316782 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,21),-1.3951 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,22),-0.346469 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,23),-0.340385 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,25),-1.4121 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,26),-0.555381 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(7,8),(7,9),-0.803436 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,10),-0.915032 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,11),-0.945593 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,12),-0.777741 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,13),-1.07485 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,14),-0.584903 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,16),-0.617955 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,17),-0.686674 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,18),-0.824637 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,21),-0.817771 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,22),-0.765391 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,23),-1.16348 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,25),-0.418409 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,26),-0.456835 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,9),(7,10),-1.22365 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,11),-1.27126 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,12),-1.30026 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,13),-1.47552 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,14),-1.25323 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,16),-1.37597 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,17),-1.35604 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,18),-1.33441 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,21),-1.27624 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,22),-1.37511 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,23),-1.43387 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,25),-1.43354 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,26),-0.655219 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,10),(7,11),-1.11162 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,12),-1.09569 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,13),-1.25087 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,14),-1.03153 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,16),-1.16071 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,17),-1.16175 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,18),-1.04334 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,21),-1.09756 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,22),-1.20142 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,23),-1.1848 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,25),-1.19181 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,26),-0.482958 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,11),(7,12),-0.713897 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,13),-1.00409 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,14),-0.986021 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,16),-1.04605 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,17),-0.9867 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,18),-0.460935 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,21),-1.09888 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,22),-1.08654 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,23),-1.13949 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,25),-0.992518 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,26),-0.833007 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,12),(7,13),-1.09299 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,14),-0.786398 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,16),-1.07936 # DEPENDENCYPART_NEXTSIBL
