# _root_ Hertz Corp. of Park Ridge , N.J. , said it retained Merrill Lynch Capital Markets to sell its Hertz Equipment Rental Corp. unit .
#goldHeads=9,1,1,5,3,5,5,5,0,11,9,15,15,15,11,11,16,23,23,23,23,23,17,9,
#predictedHeads=9,1,1,5,3,5,5,5,0,11,9,15,15,15,11,15,16,23,23,23,23,23,17,9,
(5,11),(5,23),-1.02586 # DEPENDENCYPART_NEXTSIBL
(5,11),(5,25),-0.781838 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,12),(5,13),-1.40629 # DEPENDENCYPART_NEXTSIBL
(5,12),(5,14),-1.47134 # DEPENDENCYPART_NEXTSIBL
(5,12),(5,15),-1.43524 # DEPENDENCYPART_NEXTSIBL
(5,12),(5,16),-1.14295 # DEPENDENCYPART_NEXTSIBL
(5,12),(5,23),-1.73808 # DEPENDENCYPART_NEXTSIBL
(5,12),(5,25),-1.29526 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,13),(5,14),-1.37204 # DEPENDENCYPART_NEXTSIBL
(5,13),(5,15),-1.39737 # DEPENDENCYPART_NEXTSIBL
(5,13),(5,16),-1.0395 # DEPENDENCYPART_NEXTSIBL
(5,13),(5,23),-1.59767 # DEPENDENCYPART_NEXTSIBL
(5,13),(5,25),-1.26802 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,14),(5,15),-1.36094 # DEPENDENCYPART_NEXTSIBL
(5,14),(5,16),-0.973399 # DEPENDENCYPART_NEXTSIBL
(5,14),(5,23),-1.55833 # DEPENDENCYPART_NEXTSIBL
(5,14),(5,25),-1.18795 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,15),(5,16),-0.610783 # DEPENDENCYPART_NEXTSIBL
(5,15),(5,23),-1.19899 # DEPENDENCYPART_NEXTSIBL
(5,15),(5,25),-0.519014 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,16),(5,23),-0.910181 # DEPENDENCYPART_NEXTSIBL
(5,16),(5,25),-0.64766 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,23),(5,25),-0.58061 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,5),(5,4),-0.547097 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,3),-0.489153 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,2),-0.46309 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,1),-0.555894 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,-1),-0.609649 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(5,4),(5,3),-0.880679 # DEPENDENCYPART_NEXTSIBL
(5,4),(5,2),-1.13068 # DEPENDENCYPART_NEXTSIBL
(5,4),(5,1),-1.17682 # DEPENDENCYPART_NEXTSIBL
(5,4),(5,-1),-0.716302 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,3),(5,2),-0.449341 # DEPENDENCYPART_NEXTSIBL
(5,3),(5,1),-0.803215 # DEPENDENCYPART_NEXTSIBL
(5,3),(5,-1),-0.823962 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,2),(5,1),-0.804315 # DEPENDENCYPART_NEXTSIBL
(5,2),(5,-1),-0.685559 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,1),(5,-1),-0.614493 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,6),(6,25),-0.207337 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(6,6),(6,-1),-0.119407 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(7,7),(7,8),-1.18436 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,9),-0.324697 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,10),-0.364575 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,11),-0.511721 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,25),-0.531998 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(7,8),(7,9),-0.557328 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,10),-1.07267 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,11),-0.916566 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,25),-0.557432 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,9),(7,10),-0.712528 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,11),-1.03 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,25),-0.978476 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,10),(7,11),-1.09329 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,25),-1.05173 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,11),(7,25),-0.781883 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,7),(7,6),-0.796254 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,5),-0.417429 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,4),-0.532155 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,3),-0.489163 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,2),-0.448245 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,1),-0.540953 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,-1),-0.615092 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(7,6),(7,5),-0.655307 # DEPENDENCYPART_NEXTSIBL
(7,6),(7,4),-0.910525 # DEPENDENCYPART_NEXTSIBL
(7,6),(7,3),-0.993513 # DEPENDENCYPART_NEXTSIBL
(7,6),(7,2),-1.21328 # DEPENDENCYPART_NEXTSIBL
(7,6),(7,1),-1.15337 # DEPENDENCYPART_NEXTSIBL
(7,6),(7,-1),-1.47868 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,5),(7,4),-0.528901 # DEPENDENCYPART_NEXTSIBL
(7,5),(7,3),-0.588061 # DEPENDENCYPART_NEXTSIBL
(7,5),(7,2),-0.751716 # DEPENDENCYPART_NEXTSIBL
(7,5),(7,1),-0.775994 # DEPENDENCYPART_NEXTSIBL
(7,5),(7,-1),-0.45215 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,4),(7,3),-0.863946 # DEPENDENCYPART_NEXTSIBL
(7,4),(7,2),-1.08106 # DEPENDENCYPART_NEXTSIBL
(7,4),(7,1),-1.1271 # DEPENDENCYPART_NEXTSIBL
(7,4),(7,-1),-0.692481 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,3),(7,2),-0.432707 # DEPENDENCYPART_NEXTSIBL
(7,3),(7,1),-0.786485 # DEPENDENCYPART_NEXTSIBL
(7,3),(7,-1),-0.82397 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,2),(7,1),-0.754788 # DEPENDENCYPART_NEXTSIBL
(7,2),(7,-1),-0.661836 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,1),(7,-1),-0.590672 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,8),(8,25),-0.207337 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(8,8),(8,7),-0.949064 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,-1),-0.119407 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(8,7),(8,-1),-1.24247 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,9),(9,10),-0.506879 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,11),-0.0561006 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,12),-0.719 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,13),-1.08313 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,14),-0.357915 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,15),-0.66735 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,16),-0.76466 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,17),-0.7843 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,24),-0.912561 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,25),-1.15108 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(9,10),(9,11),-1.04156 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,12),-1.08521 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,13),-1.19704 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,14),-1.19669 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,15),-1.2012 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,16),-1.20876 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,17),-1.19897 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,24),-1.41843 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,25),-1.22525 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,11),(9,12),-0.79389 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,13),-0.895346 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,14),-0.864345 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,15),-0.867515 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,16),-0.695579 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,17),-0.876215 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,24),-0.16196 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,25),-0.472033 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,12),(9,13),-1.46062 # DEPENDENCYPART_NEXTSIBL
(9,12),(9,14),-1.52573 # DEPENDENCYPART_NEXTSIBL
(9,12),(9,15),-1.49659 # DEPENDENCYPART_NEXTSIBL
(9,12),(9,16),-1.16293 # DEPENDENCYPART_NEXTSIBL
(9,12),(9,17),-1.08526 # DEPENDENCYPART_NEXTSIBL
(9,12),(9,24),-0.553544 # DEPENDENCYPART_NEXTSIBL
(9,12),(9,25),-1.56875 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,13),(9,14),-1.42535 # DEPENDENCYPART_NEXTSIBL
(9,13),(9,15),-1.45764 # DEPENDENCYPART_NEXTSIBL
(9,13),(9,16),-1.0584 # DEPENDENCYPART_NEXTSIBL
(9,13),(9,17),-1.02239 # DEPENDENCYPART_NEXTSIBL
(9,13),(9,24),-0.610451 # DEPENDENCYPART_NEXTSIBL
(9,13),(9,25),-1.52746 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,14),(9,15),-1.42117 # DEPENDENCYPART_NEXTSIBL
(9,14),(9,16),-0.993429 # DEPENDENCYPART_NEXTSIBL
(9,14),(9,17),-1.02873 # DEPENDENCYPART_NEXTSIBL
(9,14),(9,24),-0.696344 # DEPENDENCYPART_NEXTSIBL
(9,14),(9,25),-1.45834 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,15),(9,16),-0.634058 # DEPENDENCYPART_NEXTSIBL
(9,15),(9,17),-0.674774 # DEPENDENCYPART_NEXTSIBL
(9,15),(9,24),-0.389257 # DEPENDENCYPART_NEXTSIBL
(9,15),(9,25),-0.815633 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,16),(9,17),-0.949942 # DEPENDENCYPART_NEXTSIBL
(9,16),(9,24),-0.41054 # DEPENDENCYPART_NEXTSIBL
(9,16),(9,25),-0.648007 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,17),(9,24),-0.563334 # DEPENDENCYPART_NEXTSIBL
(9,17),(9,25),-0.6296 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,24),(9,25),-2.05181 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,9),(9,8),-1.55993 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,7),-0.72196 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,6),-0.929598 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,5),-0.395461 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,4),-0.516053 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,3),-0.579983 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,2),-0.586097 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,1),-0.517501 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,-1),-1.08976 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(9,8),(9,7),-0.765731 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,6),-1.30204 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,5),-0.886769 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,4),-0.863068 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,3),-1.43281 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,2),-1.04317 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,1),-0.972548 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,-1),-0.976137 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,7),(9,6),-0.441105 # DEPENDENCYPART_NEXTSIBL
(9,7),(9,5),-1.5156 # DEPENDENCYPART_NEXTSIBL
(9,7),(9,4),-1.48048 # DEPENDENCYPART_NEXTSIBL
(9,7),(9,3),-0.687528 # DEPENDENCYPART_NEXTSIBL
(9,7),(9,2),-1.4502 # DEPENDENCYPART_NEXTSIBL
(9,7),(9,1),-1.51284 # DEPENDENCYPART_NEXTSIBL
(9,7),(9,-1),-1.16587 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,6),(9,5),-0.781621 # DEPENDENCYPART_NEXTSIBL
(9,6),(9,4),-1.04263 # DEPENDENCYPART_NEXTSIBL
(9,6),(9,3),-1.09099 # DEPENDENCYPART_NEXTSIBL
(9,6),(9,2),-1.35006 # DEPENDENCYPART_NEXTSIBL
(9,6),(9,1),-1.27967 # DEPENDENCYPART_NEXTSIBL
(9,6),(9,-1),-1.65639 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,5),(9,4),-0.927128 # DEPENDENCYPART_NEXTSIBL
(9,5),(9,3),-0.769199 # DEPENDENCYPART_NEXTSIBL
(9,5),(9,2),-1.21084 # DEPENDENCYPART_NEXTSIBL
(9,5),(9,1),-1.17067 # DEPENDENCYPART_NEXTSIBL
(9,5),(9,-1),-0.711902 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,4),(9,3),-1.04838 # DEPENDENCYPART_NEXTSIBL
(9,4),(9,2),-1.54828 # DEPENDENCYPART_NEXTSIBL
(9,4),(9,1),-1.52987 # DEPENDENCYPART_NEXTSIBL
(9,4),(9,-1),-0.949192 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,3),(9,2),-0.650233 # DEPENDENCYPART_NEXTSIBL
(9,3),(9,1),-0.953957 # DEPENDENCYPART_NEXTSIBL
(9,3),(9,-1),-0.981718 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,2),(9,1),-1.19197 # DEPENDENCYPART_NEXTSIBL
(9,2),(9,-1),-1.07419 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,1),(9,-1),-0.848329 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,10),(10,11),-0.420287 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,16),-0.511398 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,25),-0.536229 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(10,11),(10,16),-0.75463 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,25),-0.723969 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,16),(10,25),-0.595253 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,10),(10,-1),-0.517818 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(11,11),(11,12),-0.579744 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,13),-0.938297 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,14),-0.218659 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,15),-0.52797 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,16),-0.72956 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,17),-0.80837 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,19),-0.712599 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,20),-1.11148 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,21),-0.566244 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,23),0.147787 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,24),-1.02994 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,25),-0.947772 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(11,12),(11,13),-1.3543 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,14),-1.42219 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,15),-1.393 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,16),-1.07617 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,17),-1.03406 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,19),-1.37004 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,20),-1.44828 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,21),-1.42064 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,23),-1.62197 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,24),-0.592704 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,25),-1.42689 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,13),(11,14),-1.31903 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,15),-1.35126 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,16),-0.968856 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,17),-0.968402 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,19),-1.33302 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,20),-1.39652 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,21),-1.3906 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,23),-1.47769 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,24),-0.645933 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,25),-1.38158 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,14),(11,15),-1.31758 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,16),-0.906674 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,17),-0.977531 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,19),-1.33391 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,20),-1.42398 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,21),-1.41649 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,23),-1.44119 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,24),-0.735504 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,25),-1.31648 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,15),(11,16),-0.547241 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,17),-0.623515 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,19),-1.04875 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,20),-1.06713 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,21),-1.08623 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,23),-1.08906 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,24),-0.428354 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,25),-0.673711 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,16),(11,17),-0.912159 # DEPENDENCYPART_NEXTSIBL
(11,16),(11,19),-0.639332 # DEPENDENCYPART_NEXTSIBL
(11,16),(11,20),-0.657846 # DEPENDENCYPART_NEXTSIBL
(11,16),(11,21),-0.666427 # DEPENDENCYPART_NEXTSIBL
(11,16),(11,23),-0.819429 # DEPENDENCYPART_NEXTSIBL
(11,16),(11,24),-0.35239 # DEPENDENCYPART_NEXTSIBL
(11,16),(11,25),-0.66316 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,17),(11,19),-1.13097 # DEPENDENCYPART_NEXTSIBL
(11,17),(11,20),-1.03856 # DEPENDENCYPART_NEXTSIBL
(11,17),(11,21),-1.04852 # DEPENDENCYPART_NEXTSIBL
(11,17),(11,23),-0.969932 # DEPENDENCYPART_NEXTSIBL
(11,17),(11,24),-0.634619 # DEPENDENCYPART_NEXTSIBL
(11,17),(11,25),-0.629401 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,19),(11,20),-1.36368 # DEPENDENCYPART_NEXTSIBL
(11,19),(11,21),-1.43521 # DEPENDENCYPART_NEXTSIBL
(11,19),(11,23),-1.33111 # DEPENDENCYPART_NEXTSIBL
(11,19),(11,24),-0.822103 # DEPENDENCYPART_NEXTSIBL
(11,19),(11,25),-1.08188 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,20),(11,21),-1.33903 # DEPENDENCYPART_NEXTSIBL
(11,20),(11,23),-1.23518 # DEPENDENCYPART_NEXTSIBL
(11,20),(11,24),-0.706703 # DEPENDENCYPART_NEXTSIBL
(11,20),(11,25),-1.00707 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,21),(11,23),-1.0824 # DEPENDENCYPART_NEXTSIBL
(11,21),(11,24),-0.855186 # DEPENDENCYPART_NEXTSIBL
(11,21),(11,25),-1.27999 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,23),(11,24),-0.725441 # DEPENDENCYPART_NEXTSIBL
(11,23),(11,25),-0.596212 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,24),(11,25),-2.1974 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,11),(11,10),-0.315732 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,9),-0.651754 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,8),-1.6715 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,7),-0.760685 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,6),-1.04117 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,5),-0.434688 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,4),-0.553281 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,3),-0.562343 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,2),-0.599646 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,1),-0.556728 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,-1),-1.02501 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(11,10),(11,9),-0.711416 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,8),-1.3034 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,7),-1.14463 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,6),-1.39011 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,5),-1.19975 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,4),-1.28264 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,3),-0.848916 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,2),-1.30034 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,1),-1.2615 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,-1),-0.864561 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,9),(11,8),-1.0505 # DEPENDENCYPART_NEXTSIBL
(11,9),(11,7),-1.1346 # DEPENDENCYPART_NEXTSIBL
(11,9),(11,6),-1.48907 # DEPENDENCYPART_NEXTSIBL
(11,9),(11,5),-1.22994 # DEPENDENCYPART_NEXTSIBL
(11,9),(11,4),-1.21972 # DEPENDENCYPART_NEXTSIBL
(11,9),(11,3),-1.08527 # DEPENDENCYPART_NEXTSIBL
(11,9),(11,2),-1.28144 # DEPENDENCYPART_NEXTSIBL
(11,9),(11,1),-1.20722 # DEPENDENCYPART_NEXTSIBL
(11,9),(11,-1),-1.12063 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,8),(11,7),-0.80641 # DEPENDENCYPART_NEXTSIBL
(11,8),(11,6),-1.31157 # DEPENDENCYPART_NEXTSIBL
(11,8),(11,5),-0.928254 # DEPENDENCYPART_NEXTSIBL
(11,8),(11,4),-0.903548 # DEPENDENCYPART_NEXTSIBL
(11,8),(11,3),-1.34883 # DEPENDENCYPART_NEXTSIBL
(11,8),(11,2),-1.08454 # DEPENDENCYPART_NEXTSIBL
(11,8),(11,1),-1.01403 # DEPENDENCYPART_NEXTSIBL
(11,8),(11,-1),-1.12581 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,7),(11,6),-0.480051 # DEPENDENCYPART_NEXTSIBL
(11,7),(11,5),-1.50272 # DEPENDENCYPART_NEXTSIBL
(11,7),(11,4),-1.4666 # DEPENDENCYPART_NEXTSIBL
(11,7),(11,3),-0.648207 # DEPENDENCYPART_NEXTSIBL
(11,7),(11,2),-1.42872 # DEPENDENCYPART_NEXTSIBL
(11,7),(11,1),-1.49996 # DEPENDENCYPART_NEXTSIBL
(11,7),(11,-1),-1.16774 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,6),(11,5),-0.823105 # DEPENDENCYPART_NEXTSIBL
(11,6),(11,4),-1.08311 # DEPENDENCYPART_NEXTSIBL
(11,6),(11,3),-1.00701 # DEPENDENCYPART_NEXTSIBL
(11,6),(11,2),-1.39143 # DEPENDENCYPART_NEXTSIBL
(11,6),(11,1),-1.32116 # DEPENDENCYPART_NEXTSIBL
(11,6),(11,-1),-1.80606 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,5),(11,4),-0.913682 # DEPENDENCYPART_NEXTSIBL
(11,5),(11,3),-0.730363 # DEPENDENCYPART_NEXTSIBL
(11,5),(11,2),-1.1898 # DEPENDENCYPART_NEXTSIBL
(11,5),(11,1),-1.15822 # DEPENDENCYPART_NEXTSIBL
(11,5),(11,-1),-0.7142 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,4),(11,3),-1.00855 # DEPENDENCYPART_NEXTSIBL
(11,4),(11,2),-1.52624 # DEPENDENCYPART_NEXTSIBL
(11,4),(11,1),-1.51642 # DEPENDENCYPART_NEXTSIBL
(11,4),(11,-1),-0.949488 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,3),(11,2),-0.614877 # DEPENDENCYPART_NEXTSIBL
(11,3),(11,1),-0.9272 # DEPENDENCYPART_NEXTSIBL
(11,3),(11,-1),-0.957825 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,2),(11,1),-1.17081 # DEPENDENCYPART_NEXTSIBL
(11,2),(11,-1),-1.06206 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,1),(11,-1),-0.850627 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,12),(12,13),-1.19612 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,14),-0.480221 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,25),-0.53645 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(12,13),(12,14),-1.38024 # DEPENDENCYPART_NEXTSIBL
