# _root_ The FHA alone lost $ 4.2 billion in fiscal 1988 ; the government 's equity in the agency , essentially its reserve fund , fell to minus $ 2.9 billion .
#goldHeads=2,4,2,0,4,5,5,4,10,8,4,13,15,13,25,15,18,16,15,23,23,23,15,15,4,25,28,26,28,28,4,
#predictedHeads=2,4,4,0,4,5,5,5,10,8,4,13,15,13,25,15,18,16,15,23,23,23,25,15,4,25,28,26,28,28,4,
(15,2),(15,11),-0.0872777 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.490458 # DEPENDENCYPART_SIBL
(15,2),(15,13),0.0881017 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.02169 # DEPENDENCYPART_SIBL
(15,2),(15,16),-0.0916003 # DEPENDENCYPART_SIBL
(15,2),(15,18),-0.0260543 # DEPENDENCYPART_SIBL
(15,2),(15,19),-0.0351683 # DEPENDENCYPART_SIBL
(15,2),(15,20),-0.0589187 # DEPENDENCYPART_SIBL
(15,2),(15,22),-0.0103425 # DEPENDENCYPART_SIBL
(15,2),(15,23),-0.033806 # DEPENDENCYPART_SIBL
(15,2),(15,24),-0.0351683 # DEPENDENCYPART_SIBL
(15,2),(15,25),-0.043498 # DEPENDENCYPART_SIBL
(15,2),(15,27),-0.105788 # DEPENDENCYPART_SIBL
(15,2),(15,28),-0.0861219 # DEPENDENCYPART_SIBL
(15,2),(15,31),-0.0267897 # DEPENDENCYPART_SIBL
(15,3),(15,4),-0.00331667 # DEPENDENCYPART_SIBL
(15,3),(15,5),0.120071 # DEPENDENCYPART_SIBL
(15,3),(15,9),0.0121696 # DEPENDENCYPART_SIBL
(15,3),(15,10),0.0126106 # DEPENDENCYPART_SIBL
(15,3),(15,11),-0.062132 # DEPENDENCYPART_SIBL
(15,3),(15,12),-0.0970799 # DEPENDENCYPART_SIBL
(15,3),(15,13),0.0128295 # DEPENDENCYPART_SIBL
(15,3),(15,14),0.0625432 # DEPENDENCYPART_SIBL
(15,3),(15,16),-0.0541127 # DEPENDENCYPART_SIBL
(15,3),(15,18),-0.0531104 # DEPENDENCYPART_SIBL
(15,3),(15,19),-0.0759609 # DEPENDENCYPART_SIBL
(15,3),(15,20),-0.103224 # DEPENDENCYPART_SIBL
(15,3),(15,22),-0.0331173 # DEPENDENCYPART_SIBL
(15,3),(15,23),-0.0632378 # DEPENDENCYPART_SIBL
(15,3),(15,24),-0.0759609 # DEPENDENCYPART_SIBL
(15,3),(15,25),-0.0771691 # DEPENDENCYPART_SIBL
(15,3),(15,27),-0.0554732 # DEPENDENCYPART_SIBL
(15,3),(15,28),-0.0697629 # DEPENDENCYPART_SIBL
(15,3),(15,31),-0.0370311 # DEPENDENCYPART_SIBL
(15,4),(15,5),0.167702 # DEPENDENCYPART_SIBL
(15,4),(15,9),0.0604744 # DEPENDENCYPART_SIBL
(15,4),(15,10),0.0499963 # DEPENDENCYPART_SIBL
(15,4),(15,11),0.0379152 # DEPENDENCYPART_SIBL
(15,4),(15,12),-0.131325 # DEPENDENCYPART_SIBL
(15,4),(15,13),0.0311009 # DEPENDENCYPART_SIBL
(15,4),(15,14),0.0514338 # DEPENDENCYPART_SIBL
(15,4),(15,16),-0.00832468 # DEPENDENCYPART_SIBL
(15,4),(15,18),-0.0135013 # DEPENDENCYPART_SIBL
(15,4),(15,19),-0.0343803 # DEPENDENCYPART_SIBL
(15,4),(15,20),-0.0428438 # DEPENDENCYPART_SIBL
(15,4),(15,22),0.0180221 # DEPENDENCYPART_SIBL
(15,4),(15,23),-0.00893106 # DEPENDENCYPART_SIBL
(15,4),(15,24),-0.0343803 # DEPENDENCYPART_SIBL
(15,4),(15,25),-0.0482213 # DEPENDENCYPART_SIBL
(15,4),(15,27),0.0119553 # DEPENDENCYPART_SIBL
(15,4),(15,28),-0.0259983 # DEPENDENCYPART_SIBL
(15,4),(15,31),0.0822154 # DEPENDENCYPART_SIBL
(15,5),(15,9),0.00244042 # DEPENDENCYPART_SIBL
(15,5),(15,10),0.0120623 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.101929 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.492955 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.0731875 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.014023 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.145599 # DEPENDENCYPART_SIBL
(15,5),(15,18),0.0150675 # DEPENDENCYPART_SIBL
(15,5),(15,19),0.0508066 # DEPENDENCYPART_SIBL
(15,5),(15,20),-0.0378991 # DEPENDENCYPART_SIBL
(15,5),(15,22),0.0471396 # DEPENDENCYPART_SIBL
(15,5),(15,23),0.0210377 # DEPENDENCYPART_SIBL
(15,5),(15,24),0.0508066 # DEPENDENCYPART_SIBL
(15,5),(15,25),0.0129808 # DEPENDENCYPART_SIBL
(15,5),(15,27),-0.0395906 # DEPENDENCYPART_SIBL
(15,5),(15,28),-0.0616859 # DEPENDENCYPART_SIBL
(15,5),(15,31),-0.00346136 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.0170221 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.101573 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.624437 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.0239474 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.0594373 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.0648674 # DEPENDENCYPART_SIBL
(15,9),(15,18),0.0310644 # DEPENDENCYPART_SIBL
(15,9),(15,19),0.055778 # DEPENDENCYPART_SIBL
(15,9),(15,20),-0.0288558 # DEPENDENCYPART_SIBL
(15,9),(15,22),0.098581 # DEPENDENCYPART_SIBL
(15,9),(15,23),0.0478375 # DEPENDENCYPART_SIBL
(15,9),(15,24),0.055778 # DEPENDENCYPART_SIBL
(15,9),(15,25),-0.00675011 # DEPENDENCYPART_SIBL
(15,9),(15,27),-0.0704521 # DEPENDENCYPART_SIBL
(15,9),(15,28),0.0411244 # DEPENDENCYPART_SIBL
(15,9),(15,31),0.0212849 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.019903 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.404951 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.168031 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.010445 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.00866605 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.061154 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.0512198 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.094391 # DEPENDENCYPART_SIBL
(15,10),(15,22),-0.0251161 # DEPENDENCYPART_SIBL
(15,10),(15,23),-0.0557874 # DEPENDENCYPART_SIBL
(15,10),(15,24),-0.0512198 # DEPENDENCYPART_SIBL
(15,10),(15,25),-0.02816 # DEPENDENCYPART_SIBL
(15,10),(15,27),0.00833395 # DEPENDENCYPART_SIBL
(15,10),(15,28),0.0525219 # DEPENDENCYPART_SIBL
(15,10),(15,31),-0.017819 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.141405 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.0428336 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.00964505 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0645773 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.118687 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.0996101 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.0996038 # DEPENDENCYPART_SIBL
(15,11),(15,22),-0.0789469 # DEPENDENCYPART_SIBL
(15,11),(15,23),-0.113126 # DEPENDENCYPART_SIBL
(15,11),(15,24),-0.0996101 # DEPENDENCYPART_SIBL
(15,11),(15,25),-0.148728 # DEPENDENCYPART_SIBL
(15,11),(15,27),-0.0910731 # DEPENDENCYPART_SIBL
(15,11),(15,28),-0.04513 # DEPENDENCYPART_SIBL
(15,11),(15,31),0.0245533 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0924164 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.0133981 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.00936035 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.0123537 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.000880688 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.0807953 # DEPENDENCYPART_SIBL
(15,12),(15,22),0.0265007 # DEPENDENCYPART_SIBL
(15,12),(15,23),-0.0398956 # DEPENDENCYPART_SIBL
(15,12),(15,24),-0.000880688 # DEPENDENCYPART_SIBL
(15,12),(15,25),0.132487 # DEPENDENCYPART_SIBL
(15,12),(15,27),-0.0879679 # DEPENDENCYPART_SIBL
(15,12),(15,28),-0.193747 # DEPENDENCYPART_SIBL
(15,12),(15,31),-0.13777 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0100786 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0167319 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0153956 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.00337958 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.0109051 # DEPENDENCYPART_SIBL
(15,13),(15,22),0.0134214 # DEPENDENCYPART_SIBL
(15,13),(15,23),-0.00903697 # DEPENDENCYPART_SIBL
(15,13),(15,24),-0.00337958 # DEPENDENCYPART_SIBL
(15,13),(15,25),-0.013171 # DEPENDENCYPART_SIBL
(15,13),(15,27),-0.042961 # DEPENDENCYPART_SIBL
(15,13),(15,28),-0.0804848 # DEPENDENCYPART_SIBL
(15,13),(15,31),-0.0421876 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.057382 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0493897 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0641985 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.0208331 # DEPENDENCYPART_SIBL
(15,14),(15,22),-0.0173539 # DEPENDENCYPART_SIBL
(15,14),(15,23),-0.0440511 # DEPENDENCYPART_SIBL
(15,14),(15,24),-0.0641985 # DEPENDENCYPART_SIBL
(15,14),(15,25),-0.0616111 # DEPENDENCYPART_SIBL
(15,14),(15,27),-0.0159884 # DEPENDENCYPART_SIBL
(15,14),(15,28),-0.0189643 # DEPENDENCYPART_SIBL
(15,14),(15,31),0.208395 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.160694 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.188251 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.175996 # DEPENDENCYPART_SIBL
(15,16),(15,22),0.169402 # DEPENDENCYPART_SIBL
(15,16),(15,23),0.176379 # DEPENDENCYPART_SIBL
(15,16),(15,24),0.188251 # DEPENDENCYPART_SIBL
(15,16),(15,25),-0.0039246 # DEPENDENCYPART_SIBL
(15,16),(15,27),0.161111 # DEPENDENCYPART_SIBL
(15,16),(15,28),-0.00919084 # DEPENDENCYPART_SIBL
(15,16),(15,31),0.0481399 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.101576 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.0271875 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.0836487 # DEPENDENCYPART_SIBL
(15,18),(15,23),-0.0751473 # DEPENDENCYPART_SIBL
(15,18),(15,24),0.101576 # DEPENDENCYPART_SIBL
(15,18),(15,25),-0.0681902 # DEPENDENCYPART_SIBL
(15,18),(15,27),0.0103976 # DEPENDENCYPART_SIBL
(15,18),(15,28),-0.0225744 # DEPENDENCYPART_SIBL
(15,18),(15,31),0.0119806 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.438196 # DEPENDENCYPART_SIBL
(15,19),(15,22),0.814558 # DEPENDENCYPART_SIBL
(15,19),(15,23),0.871468 # DEPENDENCYPART_SIBL
(15,19),(15,24),0.269449 # DEPENDENCYPART_SIBL
(15,19),(15,25),0.578814 # DEPENDENCYPART_SIBL
(15,19),(15,27),0.412082 # DEPENDENCYPART_SIBL
(15,19),(15,28),0.235902 # DEPENDENCYPART_SIBL
(15,19),(15,31),0.05132 # DEPENDENCYPART_SIBL
(15,20),(15,22),0.0892345 # DEPENDENCYPART_SIBL
(15,20),(15,23),0.0863249 # DEPENDENCYPART_SIBL
(15,20),(15,24),0.133629 # DEPENDENCYPART_SIBL
(15,20),(15,25),-0.0275391 # DEPENDENCYPART_SIBL
(15,20),(15,27),0.0449011 # DEPENDENCYPART_SIBL
(15,20),(15,28),-0.0235781 # DEPENDENCYPART_SIBL
(15,20),(15,31),-0.0267318 # DEPENDENCYPART_SIBL
(15,22),(15,23),-0.0612306 # DEPENDENCYPART_SIBL
(15,22),(15,24),0.109123 # DEPENDENCYPART_SIBL
(15,22),(15,25),-0.0624108 # DEPENDENCYPART_SIBL
(15,22),(15,27),0.00981658 # DEPENDENCYPART_SIBL
(15,22),(15,28),-0.0118307 # DEPENDENCYPART_SIBL
(15,22),(15,31),0.00318575 # DEPENDENCYPART_SIBL
(15,23),(15,24),0.0628396 # DEPENDENCYPART_SIBL
(15,23),(15,25),-0.0603517 # DEPENDENCYPART_SIBL
(15,23),(15,27),-0.00280081 # DEPENDENCYPART_SIBL
(15,23),(15,28),-0.00731059 # DEPENDENCYPART_SIBL
(15,23),(15,31),0.0149872 # DEPENDENCYPART_SIBL
(15,24),(15,25),0.578814 # DEPENDENCYPART_SIBL
(15,24),(15,27),0.412082 # DEPENDENCYPART_SIBL
(15,24),(15,28),0.235902 # DEPENDENCYPART_SIBL
(15,24),(15,31),0.05132 # DEPENDENCYPART_SIBL
(15,25),(15,27),-0.0354416 # DEPENDENCYPART_SIBL
(15,25),(15,28),-0.031119 # DEPENDENCYPART_SIBL
(15,25),(15,31),0.0496823 # DEPENDENCYPART_SIBL
(15,27),(15,28),-0.0263255 # DEPENDENCYPART_SIBL
(15,27),(15,31),0.102063 # DEPENDENCYPART_SIBL
(15,28),(15,31),0.0644152 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.109022 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0214806 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0695345 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0699364 # DEPENDENCYPART_SIBL
(16,15),(16,23),0.0430681 # DEPENDENCYPART_SIBL
(16,15),(16,24),0.0695345 # DEPENDENCYPART_SIBL
(16,15),(16,25),-0.00394208 # DEPENDENCYPART_SIBL
(16,15),(16,28),-0.0763146 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.708538 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.115124 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.152556 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.703577 # DEPENDENCYPART_SIBL
(16,17),(16,24),-0.115124 # DEPENDENCYPART_SIBL
(16,17),(16,25),-0.411418 # DEPENDENCYPART_SIBL
(16,17),(16,28),-0.405434 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0939645 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.0868435 # DEPENDENCYPART_SIBL
(16,18),(16,23),-1.02705 # DEPENDENCYPART_SIBL
(16,18),(16,24),0.0939645 # DEPENDENCYPART_SIBL
(16,18),(16,25),-0.507954 # DEPENDENCYPART_SIBL
(16,18),(16,28),-0.426511 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.508795 # DEPENDENCYPART_SIBL
(16,19),(16,23),0.0231128 # DEPENDENCYPART_SIBL
(16,19),(16,24),-0.0166881 # DEPENDENCYPART_SIBL
(16,19),(16,25),0.409602 # DEPENDENCYPART_SIBL
(16,19),(16,28),0.00356853 # DEPENDENCYPART_SIBL
(16,20),(16,23),-0.52377 # DEPENDENCYPART_SIBL
(16,20),(16,24),-0.0149405 # DEPENDENCYPART_SIBL
(16,20),(16,25),-0.30721 # DEPENDENCYPART_SIBL
(16,20),(16,28),-0.308024 # DEPENDENCYPART_SIBL
(16,23),(16,24),0.0426036 # DEPENDENCYPART_SIBL
(16,23),(16,25),-0.501202 # DEPENDENCYPART_SIBL
(16,23),(16,28),-0.413005 # DEPENDENCYPART_SIBL
(16,24),(16,25),0.409602 # DEPENDENCYPART_SIBL
(16,24),(16,28),0.00356853 # DEPENDENCYPART_SIBL
(16,25),(16,28),-0.231967 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.127867 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.475888 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.0942236 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.0117219 # DEPENDENCYPART_SIBL
(18,13),(18,22),0.0478268 # DEPENDENCYPART_SIBL
(18,13),(18,23),0.0145462 # DEPENDENCYPART_SIBL
(18,13),(18,24),0.0942236 # DEPENDENCYPART_SIBL
(18,13),(18,25),-0.011389 # DEPENDENCYPART_SIBL
(18,13),(18,27),-0.0969489 # DEPENDENCYPART_SIBL
(18,13),(18,28),-0.0565434 # DEPENDENCYPART_SIBL
(18,13),(18,31),-0.0218771 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.482021 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.169176 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.00556351 # DEPENDENCYPART_SIBL
(18,15),(18,22),0.0693146 # DEPENDENCYPART_SIBL
(18,15),(18,23),0.0333794 # DEPENDENCYPART_SIBL
(18,15),(18,24),0.169176 # DEPENDENCYPART_SIBL
(18,15),(18,25),-0.0010951 # DEPENDENCYPART_SIBL
(18,15),(18,27),-0.06561 # DEPENDENCYPART_SIBL
(18,15),(18,28),-0.0272611 # DEPENDENCYPART_SIBL
(18,15),(18,31),0.00753874 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0903341 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.151239 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.00401627 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.0787576 # DEPENDENCYPART_SIBL
(18,17),(18,24),0.0903341 # DEPENDENCYPART_SIBL
(18,17),(18,25),0.0736628 # DEPENDENCYPART_SIBL
(18,17),(18,27),-0.278033 # DEPENDENCYPART_SIBL
(18,17),(18,28),-0.23235 # DEPENDENCYPART_SIBL
(18,17),(18,31),-0.180642 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.31973 # DEPENDENCYPART_SIBL
(18,19),(18,22),0.758577 # DEPENDENCYPART_SIBL
(18,19),(18,23),0.803904 # DEPENDENCYPART_SIBL
(18,19),(18,24),0.117128 # DEPENDENCYPART_SIBL
(18,19),(18,25),0.507451 # DEPENDENCYPART_SIBL
(18,19),(18,27),0.353527 # DEPENDENCYPART_SIBL
(18,19),(18,28),0.175458 # DEPENDENCYPART_SIBL
(18,19),(18,31),-0.0195326 # DEPENDENCYPART_SIBL
(18,20),(18,22),0.0594851 # DEPENDENCYPART_SIBL
(18,20),(18,23),0.0507842 # DEPENDENCYPART_SIBL
(18,20),(18,24),0.0494689 # DEPENDENCYPART_SIBL
(18,20),(18,25),-0.0498594 # DEPENDENCYPART_SIBL
(18,20),(18,27),0.036141 # DEPENDENCYPART_SIBL
(18,20),(18,28),-0.0385224 # DEPENDENCYPART_SIBL
(18,20),(18,31),-0.0494685 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.0650717 # DEPENDENCYPART_SIBL
(18,22),(18,24),0.0676716 # DEPENDENCYPART_SIBL
(18,22),(18,25),-0.0608442 # DEPENDENCYPART_SIBL
(18,22),(18,27),0.0254905 # DEPENDENCYPART_SIBL
(18,22),(18,28),-0.00267583 # DEPENDENCYPART_SIBL
(18,22),(18,31),0.00445939 # DEPENDENCYPART_SIBL
(18,23),(18,24),0.00975498 # DEPENDENCYPART_SIBL
(18,23),(18,25),-0.0646018 # DEPENDENCYPART_SIBL
(18,23),(18,27),0.00705636 # DEPENDENCYPART_SIBL
(18,23),(18,28),-0.00397252 # DEPENDENCYPART_SIBL
(18,23),(18,31),0.0104441 # DEPENDENCYPART_SIBL
(18,24),(18,25),0.507451 # DEPENDENCYPART_SIBL
(18,24),(18,27),0.353527 # DEPENDENCYPART_SIBL
(18,24),(18,28),0.175458 # DEPENDENCYPART_SIBL
(18,24),(18,31),-0.0195326 # DEPENDENCYPART_SIBL
(18,25),(18,27),-0.0302814 # DEPENDENCYPART_SIBL
(18,25),(18,28),-0.0317781 # DEPENDENCYPART_SIBL
(18,25),(18,31),0.0416351 # DEPENDENCYPART_SIBL
(18,27),(18,28),-0.0372698 # DEPENDENCYPART_SIBL
(18,27),(18,31),0.0840639 # DEPENDENCYPART_SIBL
(18,28),(18,31),0.0669136 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.00537398 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.17014 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.0384783 # DEPENDENCYPART_SIBL
(20,16),(20,22),0.06877 # DEPENDENCYPART_SIBL
(20,16),(20,23),0.0675832 # DEPENDENCYPART_SIBL
(20,16),(20,24),0.0269488 # DEPENDENCYPART_SIBL
(20,16),(20,25),-0.045511 # DEPENDENCYPART_SIBL
(20,16),(20,26),0.0150463 # DEPENDENCYPART_SIBL
(20,16),(20,27),-0.0313569 # DEPENDENCYPART_SIBL
(20,16),(20,28),0.0667843 # DEPENDENCYPART_SIBL
(20,16),(20,30),-0.00437943 # DEPENDENCYPART_SIBL
(20,16),(20,31),0.00583778 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0939869 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0499739 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0048817 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.00288272 # DEPENDENCYPART_SIBL
(20,18),(20,24),0.120161 # DEPENDENCYPART_SIBL
(20,18),(20,25),0.00390643 # DEPENDENCYPART_SIBL
(20,18),(20,26),-0.0368993 # DEPENDENCYPART_SIBL
(20,18),(20,27),-0.0131042 # DEPENDENCYPART_SIBL
(20,18),(20,28),0.0559569 # DEPENDENCYPART_SIBL
(20,18),(20,30),-0.0143753 # DEPENDENCYPART_SIBL
(20,18),(20,31),-0.0146902 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0449592 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.0563328 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.0493049 # DEPENDENCYPART_SIBL
(20,19),(20,24),0.483768 # DEPENDENCYPART_SIBL
(20,19),(20,25),-0.0209694 # DEPENDENCYPART_SIBL
(20,19),(20,26),-0.0281926 # DEPENDENCYPART_SIBL
(20,19),(20,27),-0.0524038 # DEPENDENCYPART_SIBL
(20,19),(20,28),0.0531399 # DEPENDENCYPART_SIBL
(20,19),(20,30),-0.039078 # DEPENDENCYPART_SIBL
(20,19),(20,31),0.000751688 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.0263241 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.0265848 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.068638 # DEPENDENCYPART_SIBL
(20,21),(20,25),-0.0316078 # DEPENDENCYPART_SIBL
(20,21),(20,26),0.0356571 # DEPENDENCYPART_SIBL
(20,21),(20,27),-0.0271586 # DEPENDENCYPART_SIBL
(20,21),(20,28),-0.0665965 # DEPENDENCYPART_SIBL
(20,21),(20,30),0.0212254 # DEPENDENCYPART_SIBL
(20,21),(20,31),-0.0768963 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.192927 # DEPENDENCYPART_SIBL
(20,22),(20,24),0.0336421 # DEPENDENCYPART_SIBL
(20,22),(20,25),-0.118374 # DEPENDENCYPART_SIBL
(20,22),(20,26),0.038649 # DEPENDENCYPART_SIBL
(20,22),(20,27),0.0117721 # DEPENDENCYPART_SIBL
(20,22),(20,28),-0.0679641 # DEPENDENCYPART_SIBL
(20,22),(20,30),-0.0457204 # DEPENDENCYPART_SIBL
(20,22),(20,31),-0.0701579 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.00942055 # DEPENDENCYPART_SIBL
(20,23),(20,25),-0.119824 # DEPENDENCYPART_SIBL
(20,23),(20,26),0.0381301 # DEPENDENCYPART_SIBL
(20,23),(20,27),-0.00217061 # DEPENDENCYPART_SIBL
(20,23),(20,28),-0.0669538 # DEPENDENCYPART_SIBL
(20,23),(20,30),-0.0457666 # DEPENDENCYPART_SIBL
(20,23),(20,31),-0.0620351 # DEPENDENCYPART_SIBL
(20,24),(20,25),0.466926 # DEPENDENCYPART_SIBL
(20,24),(20,26),0.128992 # DEPENDENCYPART_SIBL
(20,24),(20,27),0.229484 # DEPENDENCYPART_SIBL
(20,24),(20,28),0.0813606 # DEPENDENCYPART_SIBL
(20,24),(20,30),0.177738 # DEPENDENCYPART_SIBL
(20,24),(20,31),0.247879 # DEPENDENCYPART_SIBL
(20,25),(20,26),0.0859251 # DEPENDENCYPART_SIBL
(20,25),(20,27),0.0582148 # DEPENDENCYPART_SIBL
(20,25),(20,28),-0.0349769 # DEPENDENCYPART_SIBL
(20,25),(20,30),0.0480979 # DEPENDENCYPART_SIBL
(20,25),(20,31),0.256077 # DEPENDENCYPART_SIBL
(20,26),(20,27),0.059811 # DEPENDENCYPART_SIBL
(20,26),(20,28),0.0265479 # DEPENDENCYPART_SIBL
(20,26),(20,30),0.407518 # DEPENDENCYPART_SIBL
(20,26),(20,31),0.199506 # DEPENDENCYPART_SIBL
(20,27),(20,28),-0.0295149 # DEPENDENCYPART_SIBL
(20,27),(20,30),0.202283 # DEPENDENCYPART_SIBL
(20,27),(20,31),-0.00359278 # DEPENDENCYPART_SIBL
(20,28),(20,30),0.108735 # DEPENDENCYPART_SIBL
(20,28),(20,31),0.0763498 # DEPENDENCYPART_SIBL
(20,30),(20,31),-0.0511284 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.0528666 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.0851656 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.0115532 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.0306959 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.038694 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.00787069 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.0802768 # DEPENDENCYPART_SIBL
(22,20),(22,24),-0.0312786 # DEPENDENCYPART_SIBL
(22,20),(22,25),-0.0718804 # DEPENDENCYPART_SIBL
(22,21),(22,24),0.166874 # DEPENDENCYPART_SIBL
(22,21),(22,25),0.060177 # DEPENDENCYPART_SIBL
(22,24),(22,25),0.540116 # DEPENDENCYPART_SIBL
(23,4),(23,5),0.177146 # DEPENDENCYPART_SIBL
(23,4),(23,10),0.0497369 # DEPENDENCYPART_SIBL
(23,4),(23,13),0.053336 # DEPENDENCYPART_SIBL
(23,4),(23,16),-0.0717709 # DEPENDENCYPART_SIBL
(23,4),(23,17),-0.13993 # DEPENDENCYPART_SIBL
(23,4),(23,18),0.0603194 # DEPENDENCYPART_SIBL
(23,4),(23,19),0.385984 # DEPENDENCYPART_SIBL
(23,4),(23,20),-0.0228262 # DEPENDENCYPART_SIBL
(23,4),(23,21),-0.163383 # DEPENDENCYPART_SIBL
(23,4),(23,22),0.0529988 # DEPENDENCYPART_SIBL
(23,4),(23,24),0.0187824 # DEPENDENCYPART_SIBL
(23,4),(23,25),-0.0511721 # DEPENDENCYPART_SIBL
(23,4),(23,26),-0.0803067 # DEPENDENCYPART_SIBL
(23,4),(23,27),0.0435056 # DEPENDENCYPART_SIBL
(23,4),(23,28),-0.0262564 # DEPENDENCYPART_SIBL
(23,5),(23,10),0.0459412 # DEPENDENCYPART_SIBL
(23,5),(23,13),-0.0134561 # DEPENDENCYPART_SIBL
