# _root_ Boeing has declined to say how many employees are working at its giant Renton , Wash. , plant .
#goldHeads=2,0,2,3,4,8,6,9,5,9,10,18,18,16,16,18,16,11,2,
#predictedHeads=2,0,2,3,4,8,6,9,5,9,10,18,18,16,16,18,16,11,2,
(4,5),(4,9),-0.284607 # DEPENDENCYPART_SIBL
(4,5),(4,10),-0.517516 # DEPENDENCYPART_SIBL
(4,5),(4,14),-0.57373 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.133045 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.347832 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.0815787 # DEPENDENCYPART_SIBL
(4,6),(4,10),-0.230441 # DEPENDENCYPART_SIBL
(4,6),(4,14),-0.232064 # DEPENDENCYPART_SIBL
(4,7),(4,8),-0.463319 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.223892 # DEPENDENCYPART_SIBL
(4,7),(4,10),-0.34427 # DEPENDENCYPART_SIBL
(4,7),(4,14),-0.309017 # DEPENDENCYPART_SIBL
(4,8),(4,9),-0.230541 # DEPENDENCYPART_SIBL
(4,8),(4,10),-0.339463 # DEPENDENCYPART_SIBL
(4,8),(4,14),-0.39242 # DEPENDENCYPART_SIBL
(4,9),(4,10),-0.263931 # DEPENDENCYPART_SIBL
(4,9),(4,14),-0.244565 # DEPENDENCYPART_SIBL
(4,10),(4,14),-0.324923 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.0930685 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.0565814 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.114184 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.0783417 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.136301 # DEPENDENCYPART_SIBL
(5,1),(5,10),-0.0701306 # DEPENDENCYPART_SIBL
(5,1),(5,11),-0.0332656 # DEPENDENCYPART_SIBL
(5,1),(5,12),-0.042431 # DEPENDENCYPART_SIBL
(5,1),(5,13),-0.112972 # DEPENDENCYPART_SIBL
(5,1),(5,14),-0.0490155 # DEPENDENCYPART_SIBL
(5,1),(5,15),0.0307141 # DEPENDENCYPART_SIBL
(5,1),(5,16),-0.0542208 # DEPENDENCYPART_SIBL
(5,1),(5,17),0.0307141 # DEPENDENCYPART_SIBL
(5,1),(5,18),-0.0595363 # DEPENDENCYPART_SIBL
(5,1),(5,19),0.103177 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.0120857 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.0323102 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.0110717 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.106773 # DEPENDENCYPART_SIBL
(5,2),(5,10),-0.0159594 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.0113207 # DEPENDENCYPART_SIBL
(5,2),(5,12),0.0253325 # DEPENDENCYPART_SIBL
(5,2),(5,13),-0.0251352 # DEPENDENCYPART_SIBL
(5,2),(5,14),0.0500035 # DEPENDENCYPART_SIBL
(5,2),(5,15),0.0406246 # DEPENDENCYPART_SIBL
(5,2),(5,16),0.0499778 # DEPENDENCYPART_SIBL
(5,2),(5,17),0.0406246 # DEPENDENCYPART_SIBL
(5,2),(5,18),-0.0174408 # DEPENDENCYPART_SIBL
(5,2),(5,19),0.21711 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.135414 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.240872 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.148251 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.0627908 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.0656651 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.0918132 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.129338 # DEPENDENCYPART_SIBL
(5,6),(5,14),-0.134528 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.100166 # DEPENDENCYPART_SIBL
(5,6),(5,16),-0.134528 # DEPENDENCYPART_SIBL
(5,6),(5,17),-0.100166 # DEPENDENCYPART_SIBL
(5,6),(5,18),-0.212972 # DEPENDENCYPART_SIBL
(5,6),(5,19),-0.196 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.281584 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.243814 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.113026 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.0823771 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.119712 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.247656 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.145156 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.103442 # DEPENDENCYPART_SIBL
(5,7),(5,16),-0.145156 # DEPENDENCYPART_SIBL
(5,7),(5,17),-0.103442 # DEPENDENCYPART_SIBL
(5,7),(5,18),-0.257655 # DEPENDENCYPART_SIBL
(5,7),(5,19),-0.231043 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.174398 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0475741 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.0244649 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.100562 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.0612926 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.196326 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.0767016 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.196326 # DEPENDENCYPART_SIBL
(5,8),(5,17),-0.0767016 # DEPENDENCYPART_SIBL
(5,8),(5,18),-0.267823 # DEPENDENCYPART_SIBL
(5,8),(5,19),-0.218341 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.0203918 # DEPENDENCYPART_SIBL
(5,9),(5,11),0.0193885 # DEPENDENCYPART_SIBL
(5,9),(5,12),0.0154853 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.0568665 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.0235492 # DEPENDENCYPART_SIBL
(5,9),(5,15),0.0756611 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.0235493 # DEPENDENCYPART_SIBL
(5,9),(5,17),0.0756611 # DEPENDENCYPART_SIBL
(5,9),(5,18),-0.0679893 # DEPENDENCYPART_SIBL
(5,9),(5,19),0.213921 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.100407 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.101792 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.201309 # DEPENDENCYPART_SIBL
(5,10),(5,14),-0.164721 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.0666109 # DEPENDENCYPART_SIBL
(5,10),(5,16),-0.164721 # DEPENDENCYPART_SIBL
(5,10),(5,17),-0.0666109 # DEPENDENCYPART_SIBL
(5,10),(5,18),-0.263943 # DEPENDENCYPART_SIBL
(5,10),(5,19),-0.134965 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.0782292 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.096103 # DEPENDENCYPART_SIBL
(5,11),(5,14),-0.0958918 # DEPENDENCYPART_SIBL
(5,11),(5,15),0.159153 # DEPENDENCYPART_SIBL
(5,11),(5,16),-0.0966291 # DEPENDENCYPART_SIBL
(5,11),(5,17),0.159153 # DEPENDENCYPART_SIBL
(5,11),(5,18),-0.101343 # DEPENDENCYPART_SIBL
(5,11),(5,19),-0.12757 # DEPENDENCYPART_SIBL
(5,12),(5,13),-0.12711 # DEPENDENCYPART_SIBL
(5,12),(5,14),-0.119468 # DEPENDENCYPART_SIBL
(5,12),(5,15),-0.121531 # DEPENDENCYPART_SIBL
(5,12),(5,16),-0.119468 # DEPENDENCYPART_SIBL
(5,12),(5,17),-0.121531 # DEPENDENCYPART_SIBL
(5,12),(5,18),-0.117951 # DEPENDENCYPART_SIBL
(5,12),(5,19),-0.232295 # DEPENDENCYPART_SIBL
(5,13),(5,14),-0.139198 # DEPENDENCYPART_SIBL
(5,13),(5,15),-0.120984 # DEPENDENCYPART_SIBL
(5,13),(5,16),-0.139199 # DEPENDENCYPART_SIBL
(5,13),(5,17),-0.120984 # DEPENDENCYPART_SIBL
(5,13),(5,18),-0.23505 # DEPENDENCYPART_SIBL
(5,13),(5,19),-0.18204 # DEPENDENCYPART_SIBL
(5,14),(5,15),-0.114541 # DEPENDENCYPART_SIBL
(5,14),(5,16),-0.246476 # DEPENDENCYPART_SIBL
(5,14),(5,17),-0.114541 # DEPENDENCYPART_SIBL
(5,14),(5,18),-0.155311 # DEPENDENCYPART_SIBL
(5,14),(5,19),-0.214623 # DEPENDENCYPART_SIBL
(5,15),(5,16),0.108141 # DEPENDENCYPART_SIBL
(5,15),(5,17),-0.0980628 # DEPENDENCYPART_SIBL
(5,15),(5,18),0.110985 # DEPENDENCYPART_SIBL
(5,15),(5,19),-0.366238 # DEPENDENCYPART_SIBL
(5,16),(5,17),-0.10755 # DEPENDENCYPART_SIBL
(5,16),(5,18),-0.158781 # DEPENDENCYPART_SIBL
(5,16),(5,19),-0.216746 # DEPENDENCYPART_SIBL
(5,17),(5,18),0.110985 # DEPENDENCYPART_SIBL
(5,17),(5,19),-0.366238 # DEPENDENCYPART_SIBL
(5,18),(5,19),-0.284117 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0329161 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0293624 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.0599618 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0209586 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.0532735 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.0208273 # DEPENDENCYPART_SIBL
(6,2),(6,14),0.0473143 # DEPENDENCYPART_SIBL
(6,2),(6,16),0.0472886 # DEPENDENCYPART_SIBL
(6,2),(6,18),-0.0130561 # DEPENDENCYPART_SIBL
(6,2),(6,19),0.119409 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0102378 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0235158 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.012546 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.147956 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0358314 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.0359065 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.0359065 # DEPENDENCYPART_SIBL
(6,7),(6,18),0.153179 # DEPENDENCYPART_SIBL
(6,7),(6,19),0.0791001 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.101584 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0337437 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.0667164 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.00621365 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0996339 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0996339 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.0185873 # DEPENDENCYPART_SIBL
(6,8),(6,19),0.0234491 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0735298 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0189411 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0825673 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0577097 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0577097 # DEPENDENCYPART_SIBL
(6,9),(6,18),0.00545456 # DEPENDENCYPART_SIBL
(6,9),(6,19),0.10548 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0198741 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0963758 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0939226 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0939226 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.0564639 # DEPENDENCYPART_SIBL
(6,10),(6,19),0.0647427 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0364101 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0477315 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.0484688 # DEPENDENCYPART_SIBL
(6,11),(6,18),0.105121 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.00751899 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.0375009 # DEPENDENCYPART_SIBL
(6,13),(6,16),0.0375009 # DEPENDENCYPART_SIBL
(6,13),(6,18),0.167823 # DEPENDENCYPART_SIBL
(6,13),(6,19),0.11969 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.170655 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.0208521 # DEPENDENCYPART_SIBL
(6,14),(6,19),0.00533215 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.0243226 # DEPENDENCYPART_SIBL
(6,16),(6,19),0.003209 # DEPENDENCYPART_SIBL
(6,18),(6,19),-0.0335204 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.0399185 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0139643 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0928672 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0452432 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0973466 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0393055 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.142662 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.225861 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.10368 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0740648 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.00769111 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.102808 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0728905 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0526596 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0382625 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.0907434 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.0999845 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.00982546 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.127034 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0425245 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.18155 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0414806 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.0237351 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0170241 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.0606352 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.07292 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0797326 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0236351 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.026158 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.115589 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.00872293 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.114406 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0792463 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0700615 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.055593 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.178632 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0886357 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0346792 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0316317 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.147355 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0937829 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.092477 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0642062 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.164642 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.11796 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.244016 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.281291 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.417303 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0600702 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0558027 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0517011 # DEPENDENCYPART_SIBL
(9,1),(9,13),3.62629e-06 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.00356943 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.00817339 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.00877469 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.00817339 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0155987 # DEPENDENCYPART_SIBL
(9,1),(9,19),0.00747533 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.0435619 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.104474 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0650661 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0334307 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0486178 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0511306 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0342036 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.013709 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.0594756 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.00585136 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.0594499 # DEPENDENCYPART_SIBL
(9,2),(9,17),0.00585136 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.0428148 # DEPENDENCYPART_SIBL
(9,2),(9,19),0.0799401 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0615123 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.048516 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.084873 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.0494726 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.068442 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0416171 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0248809 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.00701157 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0803371 # DEPENDENCYPART_SIBL
(9,3),(9,16),0.00672794 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0803371 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.0679806 # DEPENDENCYPART_SIBL
(9,3),(9,19),0.0386528 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0798726 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0866168 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.288262 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.188089 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.161368 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0461039 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.113835 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.241082 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.113835 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.241082 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.0172806 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.333714 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.36804 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.111686 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.101139 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0340347 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0609655 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0815064 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0569324 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.0815064 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.0569324 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.02087 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.084403 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0247043 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0420339 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.071588 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.000989102 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0311605 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0678629 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0313978 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0678629 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0179482 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.0539527 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.344689 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.190275 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.300871 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.258279 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0538226 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.258279 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0538226 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.295899 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.0709713 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0442732 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0710883 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.071081 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0928693 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0718183 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.0928693 # DEPENDENCYPART_SIBL
(9,11),(9,18),0.0156619 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0371341 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0986659 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0797834 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.104905 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0797834 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.104905 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0434649 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.109124 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0534191 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0122777 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0534191 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0122777 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0716686 # DEPENDENCYPART_SIBL
(9,13),(9,19),0.0419992 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0587429 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.199907 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0587429 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.0961017 # DEPENDENCYPART_SIBL
(9,14),(9,19),0.0323561 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.155404 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.0293545 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.0746586 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.00657194 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.0517523 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.0995722 # DEPENDENCYPART_SIBL
(9,16),(9,19),0.030233 # DEPENDENCYPART_SIBL
(9,17),(9,18),0.0746586 # DEPENDENCYPART_SIBL
(9,17),(9,19),0.00657194 # DEPENDENCYPART_SIBL
(9,18),(9,19),-0.0221885 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.0244348 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.020801 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.0836062 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0973088 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0151801 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0165521 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.0222209 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.0405034 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.0321898 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.028559 # DEPENDENCYPART_SIBL
(10,1),(10,16),0.0269845 # DEPENDENCYPART_SIBL
(10,1),(10,17),0.028559 # DEPENDENCYPART_SIBL
(10,1),(10,18),0.0423002 # DEPENDENCYPART_SIBL
(10,1),(10,19),0.121729 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.00250471 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.0164686 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.0201086 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.0304631 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.0570663 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0308535 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.0270773 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.0635171 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.0301489 # DEPENDENCYPART_SIBL
(10,2),(10,16),0.0634914 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.0301489 # DEPENDENCYPART_SIBL
(10,2),(10,18),0.00341026 # DEPENDENCYPART_SIBL
(10,2),(10,19),0.0748556 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0207183 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.00441295 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0131466 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0083391 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0342211 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0378879 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.00222746 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0505097 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.00222746 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.0505097 # DEPENDENCYPART_SIBL
(10,6),(10,18),0.0770143 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.151442 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.068316 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0228566 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0353071 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0401994 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.056555 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.00123109 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0512652 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.00123111 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0512652 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.00774687 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.0196564 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.110146 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0204301 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0228122 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0168221 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0106067 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.047912 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.0103695 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.047912 # DEPENDENCYPART_SIBL
(10,8),(10,18),0.0117735 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.0425595 # DEPENDENCYPART_SIBL
