# _root_ Using black and white , `` we can make housewives look like stars , '' says John Perrin .
#goldHeads=8,1,2,3,8,8,8,16,8,9,9,11,12,8,8,0,18,16,16,
#predictedHeads=8,1,2,3,8,8,8,16,8,9,9,11,12,16,16,0,18,16,16,
(8,1),(8,2),-0.22903 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.15808 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.233404 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.255979 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.00985773 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.232996 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.062072 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.0202972 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.111539 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.0773714 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.0202972 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.00226619 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.0431204 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.00951092 # DEPENDENCYPART_SIBL
(8,1),(8,18),-0.0164221 # DEPENDENCYPART_SIBL
(8,1),(8,19),0.131609 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.334946 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.651288 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0939542 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.0288967 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.523554 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.065362 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.058471 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0655573 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.00383352 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0584877 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.051807 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.0136128 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.0307372 # DEPENDENCYPART_SIBL
(8,2),(8,18),-0.0739334 # DEPENDENCYPART_SIBL
(8,2),(8,19),0.0235379 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0266321 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.269913 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.166978 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0128024 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0906761 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0352868 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0416514 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0283535 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0352868 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0397165 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.0949443 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0492558 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.107257 # DEPENDENCYPART_SIBL
(8,3),(8,19),0.066691 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0835393 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0292198 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.516831 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0636958 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0532299 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0638896 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0347101 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0532465 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0458925 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.00397097 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0467773 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.0874353 # DEPENDENCYPART_SIBL
(8,4),(8,19),0.0449434 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.202579 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0267859 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0740073 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0477737 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0109212 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0309094 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.0620173 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.110262 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.161419 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.0656019 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.0249352 # DEPENDENCYPART_SIBL
(8,5),(8,19),0.0812594 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.00693133 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0179664 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.017631 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0569288 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0402471 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.028155 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.124931 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.555822 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0366049 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.014712 # DEPENDENCYPART_SIBL
(8,6),(8,19),0.128134 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0308182 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.107318 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0293499 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.202065 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.106413 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.111649 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.000939671 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.153673 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.0927196 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.00524131 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.230931 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.731447 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.137622 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.230931 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.0412206 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0671561 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0682249 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.204135 # DEPENDENCYPART_SIBL
(8,9),(8,19),0.148687 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.170573 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0178688 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.250034 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0428876 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.0233763 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.0356484 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0296576 # DEPENDENCYPART_SIBL
(8,10),(8,19),0.11137 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.195936 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.229127 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.0207633 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.00900733 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0743084 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.207778 # DEPENDENCYPART_SIBL
(8,11),(8,19),0.166902 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0596016 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.0422447 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0483295 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.0392242 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.055307 # DEPENDENCYPART_SIBL
(8,12),(8,19),0.0220649 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.0589807 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.0126049 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.0356484 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.0335808 # DEPENDENCYPART_SIBL
(8,13),(8,19),0.0996581 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.0189331 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.147693 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.211718 # DEPENDENCYPART_SIBL
(8,14),(8,19),-0.021458 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.121556 # DEPENDENCYPART_SIBL
(8,15),(8,18),0.120074 # DEPENDENCYPART_SIBL
(8,15),(8,19),-0.0458555 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.0856644 # DEPENDENCYPART_SIBL
(8,16),(8,19),0.099694 # DEPENDENCYPART_SIBL
(8,18),(8,19),0.023456 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0237267 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0274436 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.239151 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0680418 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0243113 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0201274 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.00146228 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0457763 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0201274 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.130071 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.0141774 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0556954 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0651118 # DEPENDENCYPART_SIBL
(9,1),(9,19),0.0714482 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.130832 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.073381 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.0665979 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0278161 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0012848 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0137881 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0250722 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.00130145 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.103718 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.0281357 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.0275811 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.0286655 # DEPENDENCYPART_SIBL
(9,2),(9,19),0.00766998 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0841543 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0668146 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0215349 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.00523445 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0107679 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0546711 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.0052178 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0965202 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.0469975 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0421355 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.0408864 # DEPENDENCYPART_SIBL
(9,4),(9,19),0.0302452 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.00454457 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.126364 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0321389 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0308289 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0599713 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0178953 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.00453278 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.023449 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.106822 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.0314133 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.190184 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.300152 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0769707 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0418977 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0306448 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0664467 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0548927 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.718507 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.0190087 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.013262 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.121825 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.089824 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.135515 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0419342 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0907287 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.000423886 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.252542 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.0358278 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.0689353 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.322863 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.242932 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0857586 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.393981 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.00459487 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0892783 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.123515 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.107035 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.0726313 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.103246 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.132341 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0730683 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.150772 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0420121 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.116392 # DEPENDENCYPART_SIBL
(9,11),(9,19),0.112465 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.249685 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.00486498 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0726379 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.171397 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.213018 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.103008 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0206879 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.0785069 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.123515 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.110958 # DEPENDENCYPART_SIBL
(9,13),(9,19),0.0609189 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.195496 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.00407545 # DEPENDENCYPART_SIBL
(9,14),(9,18),0.15393 # DEPENDENCYPART_SIBL
(9,14),(9,19),0.0150612 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0304363 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.0769955 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.0328285 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.186643 # DEPENDENCYPART_SIBL
(9,16),(9,19),0.0225734 # DEPENDENCYPART_SIBL
(9,18),(9,19),-0.0519361 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.00907048 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.351953 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.00142568 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.00479278 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0212343 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0428841 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0469227 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0122453 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.0465197 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0626381 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0586734 # DEPENDENCYPART_SIBL
(10,1),(10,18),-0.0191005 # DEPENDENCYPART_SIBL
(10,2),(10,5),5.56024e-05 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.15548 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.108647 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.0471233 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.0357511 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.0747044 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.00388904 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.0285568 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.0667292 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.02635 # DEPENDENCYPART_SIBL
(10,2),(10,18),-0.0214028 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.137464 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.151962 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0240961 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0124654 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0308834 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0290935 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0282817 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0144048 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.104131 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.018127 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.265601 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.306499 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.159495 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0491969 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.0897149 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0106529 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.0359227 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.0461844 # DEPENDENCYPART_SIBL
(10,6),(10,18),0.102383 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0125315 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0606724 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0248294 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.152451 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0988213 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0638765 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0937708 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.0302213 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.025989 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0513016 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.00908804 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0230826 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0278888 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0285116 # DEPENDENCYPART_SIBL
(10,8),(10,18),0.0692818 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0546662 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0067065 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0632263 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0755507 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0317944 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.0220254 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.035158 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.00650968 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0983833 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.00512053 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.0555104 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0291155 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.119419 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.0436599 # DEPENDENCYPART_SIBL
(10,12),(10,18),0.00677346 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.00538054 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0685671 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0662232 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.156838 # DEPENDENCYPART_SIBL
(10,14),(10,18),0.53161 # DEPENDENCYPART_SIBL
(10,16),(10,18),0.010528 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.0275214 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.0182586 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.0312384 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.219604 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.0794025 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.0505027 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.013513 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.0355677 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.0304967 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0476927 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.0940584 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.134462 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.0604822 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.075935 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.0824871 # DEPENDENCYPART_SIBL
(11,1),(11,18),-0.0824811 # DEPENDENCYPART_SIBL
(11,1),(11,19),0.0551016 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.0293662 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.123052 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.0748067 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.0720204 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.091032 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.0513673 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.0196469 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.118048 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.0102253 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.0302234 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0697087 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.00459501 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.00958128 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.00901059 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.00893175 # DEPENDENCYPART_SIBL
(11,2),(11,19),0.0424758 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.0228899 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.060489 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.0714959 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.0326827 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.0251967 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.0388114 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.0263018 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0474581 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0837329 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.127436 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.0581112 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0307962 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.0905473 # DEPENDENCYPART_SIBL
(11,3),(11,18),-0.0905521 # DEPENDENCYPART_SIBL
(11,3),(11,19),0.0403007 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.08558 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.072237 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.0847508 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.0515498 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.019885 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.118136 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0193736 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.0237042 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0625109 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.0142668 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.0241357 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.0212316 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.0211527 # DEPENDENCYPART_SIBL
(11,4),(11,19),0.065051 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0272271 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.0338412 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.0201569 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0367597 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0754652 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0342919 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0554777 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.0598996 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.00776988 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.110124 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.0184835 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.0105689 # DEPENDENCYPART_SIBL
(11,5),(11,19),0.285354 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.155678 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.249009 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0293944 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0890383 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0266181 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0167405 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0534747 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.629996 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.0120527 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.00128413 # DEPENDENCYPART_SIBL
(11,6),(11,18),0.00267566 # DEPENDENCYPART_SIBL
(11,6),(11,19),0.0997651 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0817363 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0154453 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0715535 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0979718 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.039271 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0538497 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.101939 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0347421 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.00523592 # DEPENDENCYPART_SIBL
(11,7),(11,18),0.00523769 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.237494 # DEPENDENCYPART_SIBL
