# _root_ The newsletter Medicine & Health , which first disclosed her selection by Dr. Sullivan , said she is 44 years old and she studied at the University of Puerto Rico School of Medicine .
#goldHeads=3,3,16,3,4,3,9,9,3,11,9,11,14,12,3,0,18,16,20,21,18,18,24,22,24,31,31,27,30,28,25,31,32,16,
#predictedHeads=3,3,16,3,4,3,9,9,3,11,9,9,14,12,3,0,18,16,20,21,18,16,24,22,24,31,31,27,31,31,25,31,32,16,
(18,4),(18,16),-0.0774302 # DEPENDENCYPART_SIBL
(18,4),(18,17),-0.0128813 # DEPENDENCYPART_SIBL
(18,4),(18,19),-0.0657818 # DEPENDENCYPART_SIBL
(18,4),(18,20),-0.0969278 # DEPENDENCYPART_SIBL
(18,4),(18,21),0.0894 # DEPENDENCYPART_SIBL
(18,4),(18,22),0.0306252 # DEPENDENCYPART_SIBL
(18,4),(18,23),-0.0225297 # DEPENDENCYPART_SIBL
(18,4),(18,24),-0.0198159 # DEPENDENCYPART_SIBL
(18,4),(18,25),-0.06333 # DEPENDENCYPART_SIBL
(18,4),(18,27),-0.0665447 # DEPENDENCYPART_SIBL
(18,4),(18,28),-0.0771899 # DEPENDENCYPART_SIBL
(18,4),(18,34),0.0961885 # DEPENDENCYPART_SIBL
(18,5),(18,6),0.00622456 # DEPENDENCYPART_SIBL
(18,5),(18,7),-0.326306 # DEPENDENCYPART_SIBL
(18,5),(18,8),0.029173 # DEPENDENCYPART_SIBL
(18,5),(18,9),-0.161529 # DEPENDENCYPART_SIBL
(18,5),(18,10),-0.221619 # DEPENDENCYPART_SIBL
(18,5),(18,11),-0.320629 # DEPENDENCYPART_SIBL
(18,5),(18,12),-0.0196393 # DEPENDENCYPART_SIBL
(18,5),(18,13),-0.42356 # DEPENDENCYPART_SIBL
(18,5),(18,14),-0.419509 # DEPENDENCYPART_SIBL
(18,5),(18,15),0.00622456 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.176327 # DEPENDENCYPART_SIBL
(18,5),(18,17),-0.386315 # DEPENDENCYPART_SIBL
(18,5),(18,19),-0.108578 # DEPENDENCYPART_SIBL
(18,5),(18,20),-0.146975 # DEPENDENCYPART_SIBL
(18,5),(18,21),0.0338186 # DEPENDENCYPART_SIBL
(18,5),(18,22),-0.0140939 # DEPENDENCYPART_SIBL
(18,5),(18,23),-0.0701323 # DEPENDENCYPART_SIBL
(18,5),(18,24),-0.0528687 # DEPENDENCYPART_SIBL
(18,5),(18,25),-0.144836 # DEPENDENCYPART_SIBL
(18,5),(18,27),-0.0474628 # DEPENDENCYPART_SIBL
(18,5),(18,28),-0.198485 # DEPENDENCYPART_SIBL
(18,5),(18,34),-0.0204524 # DEPENDENCYPART_SIBL
(18,6),(18,7),-0.150082 # DEPENDENCYPART_SIBL
(18,6),(18,8),0.101407 # DEPENDENCYPART_SIBL
(18,6),(18,9),-0.0622969 # DEPENDENCYPART_SIBL
(18,6),(18,10),-0.00786603 # DEPENDENCYPART_SIBL
(18,6),(18,11),0.0203339 # DEPENDENCYPART_SIBL
(18,6),(18,12),0.0701956 # DEPENDENCYPART_SIBL
(18,6),(18,13),0.0338616 # DEPENDENCYPART_SIBL
(18,6),(18,14),0.0396614 # DEPENDENCYPART_SIBL
(18,6),(18,15),0.00890003 # DEPENDENCYPART_SIBL
(18,6),(18,16),-0.105575 # DEPENDENCYPART_SIBL
(18,6),(18,17),0.0881736 # DEPENDENCYPART_SIBL
(18,6),(18,19),-0.0929924 # DEPENDENCYPART_SIBL
(18,6),(18,20),-0.0513637 # DEPENDENCYPART_SIBL
(18,6),(18,21),-0.0119776 # DEPENDENCYPART_SIBL
(18,6),(18,22),-0.0601042 # DEPENDENCYPART_SIBL
(18,6),(18,23),-0.0207938 # DEPENDENCYPART_SIBL
(18,6),(18,24),-0.0726987 # DEPENDENCYPART_SIBL
(18,6),(18,25),-0.0765703 # DEPENDENCYPART_SIBL
(18,6),(18,27),-0.0364327 # DEPENDENCYPART_SIBL
(18,6),(18,28),-0.180834 # DEPENDENCYPART_SIBL
(18,6),(18,34),0.0582691 # DEPENDENCYPART_SIBL
(18,7),(18,8),0.000912377 # DEPENDENCYPART_SIBL
(18,7),(18,9),-0.202572 # DEPENDENCYPART_SIBL
(18,7),(18,10),-0.155995 # DEPENDENCYPART_SIBL
(18,7),(18,11),-0.339244 # DEPENDENCYPART_SIBL
(18,7),(18,12),0.189232 # DEPENDENCYPART_SIBL
(18,7),(18,13),-0.452793 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.451207 # DEPENDENCYPART_SIBL
(18,7),(18,15),0.00545418 # DEPENDENCYPART_SIBL
(18,7),(18,16),-0.210186 # DEPENDENCYPART_SIBL
(18,7),(18,17),-0.545588 # DEPENDENCYPART_SIBL
(18,7),(18,19),-0.0997056 # DEPENDENCYPART_SIBL
(18,7),(18,20),0.0656783 # DEPENDENCYPART_SIBL
(18,7),(18,21),0.199239 # DEPENDENCYPART_SIBL
(18,7),(18,22),-0.222807 # DEPENDENCYPART_SIBL
(18,7),(18,23),0.0330956 # DEPENDENCYPART_SIBL
(18,7),(18,24),-0.118267 # DEPENDENCYPART_SIBL
(18,7),(18,25),0.0477656 # DEPENDENCYPART_SIBL
(18,7),(18,27),0.02009 # DEPENDENCYPART_SIBL
(18,7),(18,28),-0.0837785 # DEPENDENCYPART_SIBL
(18,7),(18,34),-0.612083 # DEPENDENCYPART_SIBL
(18,8),(18,9),-0.0184579 # DEPENDENCYPART_SIBL
(18,8),(18,10),0.0456457 # DEPENDENCYPART_SIBL
(18,8),(18,11),0.0481206 # DEPENDENCYPART_SIBL
(18,8),(18,12),0.0240882 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.072366 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.0701405 # DEPENDENCYPART_SIBL
(18,8),(18,15),0.31139 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.0298284 # DEPENDENCYPART_SIBL
(18,8),(18,17),0.0242086 # DEPENDENCYPART_SIBL
(18,8),(18,19),-0.0733765 # DEPENDENCYPART_SIBL
(18,8),(18,20),-0.0404387 # DEPENDENCYPART_SIBL
(18,8),(18,21),0.0664168 # DEPENDENCYPART_SIBL
(18,8),(18,22),0.0197984 # DEPENDENCYPART_SIBL
(18,8),(18,23),-0.0443897 # DEPENDENCYPART_SIBL
(18,8),(18,24),-0.0224153 # DEPENDENCYPART_SIBL
(18,8),(18,25),0.0433897 # DEPENDENCYPART_SIBL
(18,8),(18,27),0.0292436 # DEPENDENCYPART_SIBL
(18,8),(18,28),0.0723698 # DEPENDENCYPART_SIBL
(18,8),(18,34),0.105251 # DEPENDENCYPART_SIBL
(18,9),(18,10),-0.114258 # DEPENDENCYPART_SIBL
(18,9),(18,11),-0.135548 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.151719 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.121784 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.119844 # DEPENDENCYPART_SIBL
(18,9),(18,15),0.0599039 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.257334 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.0617168 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.10484 # DEPENDENCYPART_SIBL
(18,9),(18,20),-0.141648 # DEPENDENCYPART_SIBL
(18,9),(18,21),-0.0157118 # DEPENDENCYPART_SIBL
(18,9),(18,22),-0.100418 # DEPENDENCYPART_SIBL
(18,9),(18,23),-0.0703041 # DEPENDENCYPART_SIBL
(18,9),(18,24),-0.12396 # DEPENDENCYPART_SIBL
(18,9),(18,25),-0.0485602 # DEPENDENCYPART_SIBL
(18,9),(18,27),-0.0404676 # DEPENDENCYPART_SIBL
(18,9),(18,28),-0.0471693 # DEPENDENCYPART_SIBL
(18,9),(18,34),-0.0154513 # DEPENDENCYPART_SIBL
(18,10),(18,11),-0.105528 # DEPENDENCYPART_SIBL
(18,10),(18,12),-0.0660005 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.112104 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.109774 # DEPENDENCYPART_SIBL
(18,10),(18,15),0.0366863 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.0862722 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.0933168 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.103298 # DEPENDENCYPART_SIBL
(18,10),(18,20),-0.0878621 # DEPENDENCYPART_SIBL
(18,10),(18,21),-0.0592444 # DEPENDENCYPART_SIBL
(18,10),(18,22),-0.0820102 # DEPENDENCYPART_SIBL
(18,10),(18,23),-0.104379 # DEPENDENCYPART_SIBL
(18,10),(18,24),-0.08117 # DEPENDENCYPART_SIBL
(18,10),(18,25),-0.123746 # DEPENDENCYPART_SIBL
(18,10),(18,27),-0.0340216 # DEPENDENCYPART_SIBL
(18,10),(18,28),-0.140621 # DEPENDENCYPART_SIBL
(18,10),(18,34),-0.144573 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.0872841 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.726175 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.710983 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.0572279 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.383775 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.633353 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.0413915 # DEPENDENCYPART_SIBL
(18,11),(18,20),-0.0674718 # DEPENDENCYPART_SIBL
(18,11),(18,21),0.0487376 # DEPENDENCYPART_SIBL
(18,11),(18,22),0.038684 # DEPENDENCYPART_SIBL
(18,11),(18,23),-0.0728569 # DEPENDENCYPART_SIBL
(18,11),(18,24),-0.0338998 # DEPENDENCYPART_SIBL
(18,11),(18,25),0.0100889 # DEPENDENCYPART_SIBL
(18,11),(18,27),-0.000693764 # DEPENDENCYPART_SIBL
(18,11),(18,28),-0.0446064 # DEPENDENCYPART_SIBL
(18,11),(18,34),-0.00912851 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.0779494 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.077888 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.305638 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.144615 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.0932669 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.0993063 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.0992264 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.069681 # DEPENDENCYPART_SIBL
(18,12),(18,22),-0.10918 # DEPENDENCYPART_SIBL
(18,12),(18,23),-0.0605223 # DEPENDENCYPART_SIBL
(18,12),(18,24),-0.0581534 # DEPENDENCYPART_SIBL
(18,12),(18,25),-0.218728 # DEPENDENCYPART_SIBL
(18,12),(18,27),-0.0957917 # DEPENDENCYPART_SIBL
(18,12),(18,28),-0.177553 # DEPENDENCYPART_SIBL
(18,12),(18,34),0.00393455 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.439588 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.0109529 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.18 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.390002 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.0615638 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.11992 # DEPENDENCYPART_SIBL
(18,13),(18,21),0.0716413 # DEPENDENCYPART_SIBL
(18,13),(18,22),0.00894592 # DEPENDENCYPART_SIBL
(18,13),(18,23),-0.0374562 # DEPENDENCYPART_SIBL
(18,13),(18,24),-0.0155734 # DEPENDENCYPART_SIBL
(18,13),(18,25),-0.0736628 # DEPENDENCYPART_SIBL
(18,13),(18,27),-0.0241423 # DEPENDENCYPART_SIBL
(18,13),(18,28),-0.139474 # DEPENDENCYPART_SIBL
(18,13),(18,34),-0.0121632 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.00925313 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.179583 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.389585 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0743687 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.116372 # DEPENDENCYPART_SIBL
(18,14),(18,21),0.0747155 # DEPENDENCYPART_SIBL
(18,14),(18,22),0.00915928 # DEPENDENCYPART_SIBL
(18,14),(18,23),-0.0339291 # DEPENDENCYPART_SIBL
(18,14),(18,24),-0.0177096 # DEPENDENCYPART_SIBL
(18,14),(18,25),-0.0812342 # DEPENDENCYPART_SIBL
(18,14),(18,27),-0.0150157 # DEPENDENCYPART_SIBL
(18,14),(18,28),-0.142913 # DEPENDENCYPART_SIBL
(18,14),(18,34),-0.0468619 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.105575 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0881736 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0929924 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0513637 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.0119776 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.0601042 # DEPENDENCYPART_SIBL
(18,15),(18,23),-0.0207938 # DEPENDENCYPART_SIBL
(18,15),(18,24),-0.0726987 # DEPENDENCYPART_SIBL
(18,15),(18,25),-0.0765703 # DEPENDENCYPART_SIBL
(18,15),(18,27),-0.0364327 # DEPENDENCYPART_SIBL
(18,15),(18,28),-0.180834 # DEPENDENCYPART_SIBL
(18,15),(18,34),0.0582691 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.0930122 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.132223 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.171835 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0387003 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.135706 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.0798179 # DEPENDENCYPART_SIBL
(18,16),(18,24),-0.153983 # DEPENDENCYPART_SIBL
(18,16),(18,25),-0.0923289 # DEPENDENCYPART_SIBL
(18,16),(18,27),-0.0720989 # DEPENDENCYPART_SIBL
(18,16),(18,28),-0.0927391 # DEPENDENCYPART_SIBL
(18,16),(18,34),-0.0732637 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0224457 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.122543 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.00437095 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.0489011 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.139837 # DEPENDENCYPART_SIBL
(18,17),(18,24),-0.000476535 # DEPENDENCYPART_SIBL
(18,17),(18,25),0.108747 # DEPENDENCYPART_SIBL
(18,17),(18,27),-0.154179 # DEPENDENCYPART_SIBL
(18,17),(18,28),0.0211717 # DEPENDENCYPART_SIBL
(18,17),(18,34),-0.0503003 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.332602 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.223252 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.116556 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.140972 # DEPENDENCYPART_SIBL
(18,19),(18,24),-0.131976 # DEPENDENCYPART_SIBL
(18,19),(18,25),-0.184147 # DEPENDENCYPART_SIBL
(18,19),(18,27),-0.19362 # DEPENDENCYPART_SIBL
(18,19),(18,28),-0.154135 # DEPENDENCYPART_SIBL
(18,19),(18,34),-0.0487393 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.10279 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.0454362 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.138306 # DEPENDENCYPART_SIBL
(18,20),(18,24),-0.178409 # DEPENDENCYPART_SIBL
(18,20),(18,25),-0.100766 # DEPENDENCYPART_SIBL
(18,20),(18,27),-0.18598 # DEPENDENCYPART_SIBL
(18,20),(18,28),-0.21116 # DEPENDENCYPART_SIBL
(18,20),(18,34),-0.0587127 # DEPENDENCYPART_SIBL
(18,21),(18,22),0.13483 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.0221804 # DEPENDENCYPART_SIBL
(18,21),(18,24),-0.0730716 # DEPENDENCYPART_SIBL
(18,21),(18,25),0.133472 # DEPENDENCYPART_SIBL
(18,21),(18,27),-0.081759 # DEPENDENCYPART_SIBL
(18,21),(18,28),0.0246816 # DEPENDENCYPART_SIBL
(18,21),(18,34),0.0501434 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.00272236 # DEPENDENCYPART_SIBL
(18,22),(18,24),-0.0685487 # DEPENDENCYPART_SIBL
(18,22),(18,25),-0.149887 # DEPENDENCYPART_SIBL
(18,22),(18,27),-0.0816593 # DEPENDENCYPART_SIBL
(18,22),(18,28),-0.0674458 # DEPENDENCYPART_SIBL
(18,22),(18,34),0.00647169 # DEPENDENCYPART_SIBL
(18,23),(18,24),-0.00708191 # DEPENDENCYPART_SIBL
(18,23),(18,25),-0.0298903 # DEPENDENCYPART_SIBL
(18,23),(18,27),-0.0596671 # DEPENDENCYPART_SIBL
(18,23),(18,28),-0.0250859 # DEPENDENCYPART_SIBL
(18,23),(18,34),-0.0340308 # DEPENDENCYPART_SIBL
(18,24),(18,25),-0.152852 # DEPENDENCYPART_SIBL
(18,24),(18,27),-0.199137 # DEPENDENCYPART_SIBL
(18,24),(18,28),-0.211422 # DEPENDENCYPART_SIBL
(18,24),(18,34),-0.0162346 # DEPENDENCYPART_SIBL
(18,25),(18,27),-0.126717 # DEPENDENCYPART_SIBL
(18,25),(18,28),-0.105849 # DEPENDENCYPART_SIBL
(18,25),(18,34),-0.0513089 # DEPENDENCYPART_SIBL
(18,27),(18,28),-0.0730241 # DEPENDENCYPART_SIBL
(18,27),(18,34),0.015331 # DEPENDENCYPART_SIBL
(18,28),(18,34),-0.049361 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0188613 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.049781 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.00614886 # DEPENDENCYPART_SIBL
(20,10),(20,17),0.0455682 # DEPENDENCYPART_SIBL
(20,10),(20,18),0.0267318 # DEPENDENCYPART_SIBL
(20,10),(20,19),-0.0736854 # DEPENDENCYPART_SIBL
(20,10),(20,21),-0.0797862 # DEPENDENCYPART_SIBL
(20,10),(20,22),-0.0546207 # DEPENDENCYPART_SIBL
(20,10),(20,23),-0.0407078 # DEPENDENCYPART_SIBL
(20,10),(20,24),0.00488538 # DEPENDENCYPART_SIBL
(20,10),(20,25),0.0801116 # DEPENDENCYPART_SIBL
(20,10),(20,27),0.0745776 # DEPENDENCYPART_SIBL
(20,10),(20,28),-0.0343454 # DEPENDENCYPART_SIBL
(20,10),(20,32),-0.0343454 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.00891261 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.170242 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0795988 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.0254378 # DEPENDENCYPART_SIBL
(20,17),(20,23),-0.128267 # DEPENDENCYPART_SIBL
(20,17),(20,24),-0.0101115 # DEPENDENCYPART_SIBL
(20,17),(20,25),0.0508497 # DEPENDENCYPART_SIBL
(20,17),(20,27),-0.0659592 # DEPENDENCYPART_SIBL
(20,17),(20,28),-0.0905572 # DEPENDENCYPART_SIBL
(20,17),(20,32),-0.0905572 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.164555 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0359682 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.00722326 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.0326281 # DEPENDENCYPART_SIBL
(20,18),(20,24),0.000470426 # DEPENDENCYPART_SIBL
(20,18),(20,25),0.0288979 # DEPENDENCYPART_SIBL
(20,18),(20,27),0.0946971 # DEPENDENCYPART_SIBL
(20,18),(20,28),-0.0245421 # DEPENDENCYPART_SIBL
(20,18),(20,32),-0.0245421 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.092419 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.000521575 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.0836493 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.0472996 # DEPENDENCYPART_SIBL
(20,19),(20,25),0.0625796 # DEPENDENCYPART_SIBL
(20,19),(20,27),-0.00756581 # DEPENDENCYPART_SIBL
(20,19),(20,28),-0.0720969 # DEPENDENCYPART_SIBL
(20,19),(20,32),-0.0720969 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.0199998 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.0296825 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.0632939 # DEPENDENCYPART_SIBL
(20,21),(20,25),0.0770305 # DEPENDENCYPART_SIBL
(20,21),(20,27),-0.0201049 # DEPENDENCYPART_SIBL
(20,21),(20,28),0.0353001 # DEPENDENCYPART_SIBL
(20,21),(20,32),0.0353001 # DEPENDENCYPART_SIBL
(20,22),(20,23),0.0748573 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.00858111 # DEPENDENCYPART_SIBL
(20,22),(20,25),-0.0554413 # DEPENDENCYPART_SIBL
(20,22),(20,27),0.0525733 # DEPENDENCYPART_SIBL
(20,22),(20,28),0.0573412 # DEPENDENCYPART_SIBL
(20,22),(20,32),0.0573412 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.0149944 # DEPENDENCYPART_SIBL
(20,23),(20,25),-0.00237393 # DEPENDENCYPART_SIBL
(20,23),(20,27),0.026459 # DEPENDENCYPART_SIBL
(20,23),(20,28),0.00596008 # DEPENDENCYPART_SIBL
(20,23),(20,32),0.00596008 # DEPENDENCYPART_SIBL
(20,24),(20,25),-0.0183426 # DEPENDENCYPART_SIBL
(20,24),(20,27),0.0196814 # DEPENDENCYPART_SIBL
(20,24),(20,28),-0.0616604 # DEPENDENCYPART_SIBL
(20,24),(20,32),-0.0616604 # DEPENDENCYPART_SIBL
(20,25),(20,27),-0.0129812 # DEPENDENCYPART_SIBL
(20,25),(20,28),-0.0456724 # DEPENDENCYPART_SIBL
(20,25),(20,32),-0.0456724 # DEPENDENCYPART_SIBL
(20,27),(20,28),-0.0218827 # DEPENDENCYPART_SIBL
(20,27),(20,32),-0.0218827 # DEPENDENCYPART_SIBL
(20,28),(20,32),-0.349466 # DEPENDENCYPART_SIBL
(21,3),(21,5),0.0835773 # DEPENDENCYPART_SIBL
(21,3),(21,12),0.185074 # DEPENDENCYPART_SIBL
(21,3),(21,14),0.0917517 # DEPENDENCYPART_SIBL
(21,3),(21,17),-0.05974 # DEPENDENCYPART_SIBL
(21,3),(21,19),0.0672425 # DEPENDENCYPART_SIBL
(21,3),(21,20),-0.0515247 # DEPENDENCYPART_SIBL
(21,3),(21,22),0.0583055 # DEPENDENCYPART_SIBL
(21,3),(21,23),-0.0614597 # DEPENDENCYPART_SIBL
(21,3),(21,24),-0.0488459 # DEPENDENCYPART_SIBL
(21,3),(21,25),-0.0996169 # DEPENDENCYPART_SIBL
(21,3),(21,27),-0.0461931 # DEPENDENCYPART_SIBL
(21,3),(21,28),-0.0802555 # DEPENDENCYPART_SIBL
(21,3),(21,32),-0.0802555 # DEPENDENCYPART_SIBL
(21,5),(21,12),0.184621 # DEPENDENCYPART_SIBL
(21,5),(21,14),0.110934 # DEPENDENCYPART_SIBL
(21,5),(21,17),-0.0597394 # DEPENDENCYPART_SIBL
(21,5),(21,19),0.0671922 # DEPENDENCYPART_SIBL
(21,5),(21,20),-0.047205 # DEPENDENCYPART_SIBL
(21,5),(21,22),0.0701947 # DEPENDENCYPART_SIBL
(21,5),(21,23),-0.0614602 # DEPENDENCYPART_SIBL
(21,5),(21,24),-0.0495303 # DEPENDENCYPART_SIBL
(21,5),(21,25),-0.122953 # DEPENDENCYPART_SIBL
(21,5),(21,27),-0.0499371 # DEPENDENCYPART_SIBL
(21,5),(21,28),-0.0954645 # DEPENDENCYPART_SIBL
(21,5),(21,32),-0.0954645 # DEPENDENCYPART_SIBL
(21,12),(21,14),0.0420623 # DEPENDENCYPART_SIBL
(21,12),(21,17),0.128551 # DEPENDENCYPART_SIBL
(21,12),(21,19),0.0311404 # DEPENDENCYPART_SIBL
(21,12),(21,20),-0.0380989 # DEPENDENCYPART_SIBL
(21,12),(21,22),-0.108 # DEPENDENCYPART_SIBL
(21,12),(21,23),-0.0331159 # DEPENDENCYPART_SIBL
(21,12),(21,24),-0.0239626 # DEPENDENCYPART_SIBL
(21,12),(21,25),-0.110119 # DEPENDENCYPART_SIBL
(21,12),(21,27),-0.0765757 # DEPENDENCYPART_SIBL
(21,12),(21,28),-0.0207065 # DEPENDENCYPART_SIBL
(21,12),(21,32),-0.0207065 # DEPENDENCYPART_SIBL
(21,14),(21,17),-0.0597395 # DEPENDENCYPART_SIBL
(21,14),(21,19),0.0672434 # DEPENDENCYPART_SIBL
(21,14),(21,20),-0.0515247 # DEPENDENCYPART_SIBL
(21,14),(21,22),0.0589325 # DEPENDENCYPART_SIBL
(21,14),(21,23),-0.0592569 # DEPENDENCYPART_SIBL
(21,14),(21,24),-0.0483712 # DEPENDENCYPART_SIBL
(21,14),(21,25),-0.0926715 # DEPENDENCYPART_SIBL
(21,14),(21,27),-0.0469494 # DEPENDENCYPART_SIBL
(21,14),(21,28),-0.0732129 # DEPENDENCYPART_SIBL
(21,14),(21,32),-0.0732129 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.0129373 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.139702 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.0223657 # DEPENDENCYPART_SIBL
(21,17),(21,23),-0.0913037 # DEPENDENCYPART_SIBL
(21,17),(21,24),0.00132694 # DEPENDENCYPART_SIBL
(21,17),(21,25),-0.0204617 # DEPENDENCYPART_SIBL
(21,17),(21,27),-0.0919365 # DEPENDENCYPART_SIBL
(21,17),(21,28),-0.0205408 # DEPENDENCYPART_SIBL
(21,17),(21,32),-0.0205408 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0731473 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.0523539 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.0328904 # DEPENDENCYPART_SIBL
(21,19),(21,24),0.040559 # DEPENDENCYPART_SIBL
(21,19),(21,25),0.0296003 # DEPENDENCYPART_SIBL
(21,19),(21,27),0.0211826 # DEPENDENCYPART_SIBL
(21,19),(21,28),0.0475094 # DEPENDENCYPART_SIBL
(21,19),(21,32),0.0475094 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.145732 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.104412 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.188721 # DEPENDENCYPART_SIBL
(21,20),(21,25),0.0738042 # DEPENDENCYPART_SIBL
(21,20),(21,27),0.0873223 # DEPENDENCYPART_SIBL
(21,20),(21,28),0.164858 # DEPENDENCYPART_SIBL
(21,20),(21,32),0.164858 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.0521978 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.052413 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.0030775 # DEPENDENCYPART_SIBL
(21,22),(21,27),0.0575178 # DEPENDENCYPART_SIBL
(21,22),(21,28),0.0327338 # DEPENDENCYPART_SIBL
(21,22),(21,32),0.0327338 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.0455019 # DEPENDENCYPART_SIBL
(21,23),(21,25),0.00744094 # DEPENDENCYPART_SIBL
