# _root_ But then , as quickly as the Dow had fallen , it began to turn around .
#goldHeads=13,13,13,13,4,4,8,9,6,9,13,13,0,13,14,15,13,
#predictedHeads=13,13,13,13,4,4,8,9,6,9,13,13,0,13,14,15,13,
(6,5),(6,7),-0.0892797 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0406666 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.136836 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0377418 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0390271 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0171101 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.0842952 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0727256 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.023147 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.0987285 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.347308 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.570203 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.260276 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0678219 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.542357 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.392473 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.277364 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.176899 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.258042 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.741004 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.438802 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.121676 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.726081 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.502626 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.350881 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.301825 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.212709 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.219194 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.202113 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.79188 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.297178 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.17997 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0857528 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.219956 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.00478931 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.511483 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.400314 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.261246 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.16306 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.0371148 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0638283 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.103754 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0119841 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.0874448 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.0396172 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.30033 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.202049 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.105115 # DEPENDENCYPART_SIBL
(6,13),(6,17),0.188029 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.287887 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.23516 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.115545 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.08396 # DEPENDENCYPART_SIBL
(6,15),(6,17),0.00521648 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.0567676 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0726402 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.34004 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0782012 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0195672 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0189213 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0259163 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.102872 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0755256 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.00576986 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0516379 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.134156 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.143801 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0207177 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0261753 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0372406 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.0082441 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0964619 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.00214091 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0394664 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.140761 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0378455 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.213002 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.15454 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0398565 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.160359 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.113128 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.47725 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.316854 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.18272 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0437624 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.414913 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.244182 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.116507 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.172694 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.15764 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.143379 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.161071 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0716334 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.037526 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.00036554 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.00517694 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.0275871 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0446956 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.0212832 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0421982 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.3774 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.196859 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.155659 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0485289 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.178933 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.0137053 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0507767 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.113285 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.0306481 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0716247 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.00278524 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.10461 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.0197918 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.0197965 # DEPENDENCYPART_SIBL
(9,2),(9,17),0.121539 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.147055 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.0354371 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.115537 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0818434 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0176609 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.00414243 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0394823 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0781669 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0743643 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0706193 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.124971 # DEPENDENCYPART_SIBL
(9,3),(9,16),0.0567871 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.0634279 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0778989 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0473438 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.102366 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0668796 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0581036 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0327073 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0384437 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.00366349 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0296061 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0518181 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0152777 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.134881 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0583893 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0376312 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0522336 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.040555 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0356371 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.00260713 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.00753127 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0585771 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0665197 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.0378351 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.110153 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.117918 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0129423 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0107278 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0967005 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0910135 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0178647 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.00557193 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.00967853 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0469949 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.125234 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.256716 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0240927 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.16281 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.171651 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0298645 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.241726 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.189 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.222303 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.185768 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0141048 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.00038579 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.00572733 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0310153 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0400295 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0150559 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0720682 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.00229831 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0563195 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.350426 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.17788 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.432843 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.305729 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.30576 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0446249 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0886615 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.402813 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0444904 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.160919 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0436478 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.0282557 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0730837 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0416598 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0898421 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.0933602 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0281536 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.244001 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.17245 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.186483 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.0432636 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.249977 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.260429 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.00185594 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.207091 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.0599812 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.134818 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.0708883 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.024728 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.0124195 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.0316605 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.0244633 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.122498 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.0307438 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0385734 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.00989951 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.0279238 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.032876 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0576261 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.00339134 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0446279 # DEPENDENCYPART_SIBL
(10,1),(10,17),0.191201 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.0439787 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.0638551 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.0249312 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.0962295 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.0238476 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.0490395 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.0127517 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.0304886 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.171539 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.117866 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.0133015 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.0914424 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.0412364 # DEPENDENCYPART_SIBL
(10,2),(10,17),0.0543563 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.0278942 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.0414407 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.0168388 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.0173406 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.08815 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.0370191 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.0320278 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0185137 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0178034 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.0008172 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.078142 # DEPENDENCYPART_SIBL
(10,3),(10,16),0.0590313 # DEPENDENCYPART_SIBL
(10,3),(10,17),0.144005 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.0827132 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.121654 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.023368 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.00227463 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.024869 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.0607918 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.171254 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.132454 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0171179 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.129233 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0857696 # DEPENDENCYPART_SIBL
(10,4),(10,17),0.0601276 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0658161 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.0408368 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0118326 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0232137 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.0688113 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0835072 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0733928 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.0517312 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0917884 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.0167817 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.0946357 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0545372 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0152578 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0454721 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.154667 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0944678 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.112712 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0653495 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0834844 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0934849 # DEPENDENCYPART_SIBL
(10,6),(10,17),0.0240793 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0154541 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0109365 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0775593 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0118728 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.135906 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.132472 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0703932 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.077355 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0489148 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0360442 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0547943 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.00727195 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.021202 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0186336 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.00730635 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0228068 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.17003 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.048573 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.00692976 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0349571 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.032234 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0112736 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.017441 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.0843817 # DEPENDENCYPART_SIBL
(10,11),(10,12),-6.65457e-05 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.258849 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.175154 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.202083 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0327758 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.011624 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.029689 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.0551752 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.160649 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.102541 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0133303 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0695031 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0654035 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.113306 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.00926796 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0781716 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.174277 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.0464674 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.114916 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.00865493 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.0487935 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.120158 # DEPENDENCYPART_SIBL
(13,1),(13,2),0.201297 # DEPENDENCYPART_SIBL
(13,1),(13,3),0.123813 # DEPENDENCYPART_SIBL
(13,1),(13,4),0.125795 # DEPENDENCYPART_SIBL
(13,1),(13,5),0.126534 # DEPENDENCYPART_SIBL
(13,1),(13,6),0.0946943 # DEPENDENCYPART_SIBL
(13,1),(13,7),0.142011 # DEPENDENCYPART_SIBL
(13,1),(13,8),0.0605445 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.00896353 # DEPENDENCYPART_SIBL
(13,1),(13,10),0.0274573 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.123813 # DEPENDENCYPART_SIBL
(13,1),(13,12),0.0820567 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.0551085 # DEPENDENCYPART_SIBL
(13,1),(13,15),0.0125337 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.0480883 # DEPENDENCYPART_SIBL
(13,1),(13,17),0.346147 # DEPENDENCYPART_SIBL
(13,2),(13,3),0.191875 # DEPENDENCYPART_SIBL
(13,2),(13,4),0.111505 # DEPENDENCYPART_SIBL
(13,2),(13,5),0.017429 # DEPENDENCYPART_SIBL
(13,2),(13,6),0.158294 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.00413976 # DEPENDENCYPART_SIBL
(13,2),(13,8),0.0379773 # DEPENDENCYPART_SIBL
(13,2),(13,9),0.00129728 # DEPENDENCYPART_SIBL
(13,2),(13,10),0.0126471 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.191875 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.227099 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.0940743 # DEPENDENCYPART_SIBL
(13,2),(13,15),-0.0281569 # DEPENDENCYPART_SIBL
(13,2),(13,16),0.0170479 # DEPENDENCYPART_SIBL
(13,2),(13,17),0.0866104 # DEPENDENCYPART_SIBL
(13,3),(13,4),0.110807 # DEPENDENCYPART_SIBL
(13,3),(13,5),0.0177715 # DEPENDENCYPART_SIBL
(13,3),(13,6),0.146465 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.0938072 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.0453873 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.0243273 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.139739 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.0547507 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.12359 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.0388156 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.0991691 # DEPENDENCYPART_SIBL
(13,3),(13,16),0.0941229 # DEPENDENCYPART_SIBL
(13,3),(13,17),0.100755 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.101249 # DEPENDENCYPART_SIBL
(13,4),(13,6),0.0364646 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.113009 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.0727501 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.0748111 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.0673895 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.28802 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.0107904 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.000689981 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.0786655 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.0365319 # DEPENDENCYPART_SIBL
(13,4),(13,17),0.057687 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.028569 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.0640418 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.0730394 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.0869628 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.0702913 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.083659 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.0364551 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.0694071 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.0596536 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.0489402 # DEPENDENCYPART_SIBL
(13,5),(13,17),0.0857897 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.0848673 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.0282022 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.037873 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.0145697 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.679517 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.0427834 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.0222652 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.0167868 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.0477545 # DEPENDENCYPART_SIBL
(13,6),(13,17),0.0440465 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.214987 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.153757 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.144144 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.0594019 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.343924 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.227181 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.185583 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.212165 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.185331 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.177098 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.0407727 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.0288043 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.468402 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.0107832 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.00425639 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0422153 # DEPENDENCYPART_SIBL
