# _root_ Mr. Freund , former chief economist of the New York Stock Exchange , is a professor of economics at Pace University 's business school in New York .
#goldHeads=2,14,2,6,6,2,6,12,12,12,12,7,2,0,16,14,16,17,16,21,24,21,24,19,24,27,25,14,
#predictedHeads=2,14,2,6,6,2,6,12,12,12,12,7,2,0,16,14,16,17,16,21,24,21,24,19,24,27,25,14,
(6,4),(6,14),0.0849595 # DEPENDENCYPART_SIBL
(6,4),(6,16),0.0641784 # DEPENDENCYPART_SIBL
(6,4),(6,17),0.0615584 # DEPENDENCYPART_SIBL
(6,4),(6,19),0.0926497 # DEPENDENCYPART_SIBL
(6,4),(6,24),0.0612337 # DEPENDENCYPART_SIBL
(6,4),(6,25),0.101814 # DEPENDENCYPART_SIBL
(6,4),(6,28),0.0601481 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.13784 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0782401 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0453054 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0431137 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0566837 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.0458171 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0154951 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.030631 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.00544462 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.13784 # DEPENDENCYPART_SIBL
(6,5),(6,19),-0.0460207 # DEPENDENCYPART_SIBL
(6,5),(6,24),-0.00838311 # DEPENDENCYPART_SIBL
(6,5),(6,25),-0.0842242 # DEPENDENCYPART_SIBL
(6,5),(6,28),-0.0317816 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0595132 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0311046 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0255723 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.013134 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.0273366 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.00424758 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.323037 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.025617 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.503723 # DEPENDENCYPART_SIBL
(6,7),(6,19),0.153179 # DEPENDENCYPART_SIBL
(6,7),(6,24),0.0309888 # DEPENDENCYPART_SIBL
(6,7),(6,25),0.199983 # DEPENDENCYPART_SIBL
(6,7),(6,28),-0.0564148 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.111109 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.118847 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.10444 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.108623 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0515023 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.140186 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0926676 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.0933147 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.114814 # DEPENDENCYPART_SIBL
(6,8),(6,24),-0.0938234 # DEPENDENCYPART_SIBL
(6,8),(6,25),-0.115975 # DEPENDENCYPART_SIBL
(6,8),(6,28),-0.193991 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.160204 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.148851 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.147591 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.0517233 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0354023 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0890536 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.0272434 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.0133067 # DEPENDENCYPART_SIBL
(6,9),(6,24),-0.0912544 # DEPENDENCYPART_SIBL
(6,9),(6,25),-0.0428486 # DEPENDENCYPART_SIBL
(6,9),(6,28),-0.046153 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.145802 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.144516 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.134588 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0312701 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0865358 # DEPENDENCYPART_SIBL
(6,10),(6,17),0.0463491 # DEPENDENCYPART_SIBL
(6,10),(6,19),0.00370405 # DEPENDENCYPART_SIBL
(6,10),(6,24),-0.0887366 # DEPENDENCYPART_SIBL
(6,10),(6,25),-0.0199606 # DEPENDENCYPART_SIBL
(6,10),(6,28),-0.0546476 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.126823 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.147891 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0242727 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.0673954 # DEPENDENCYPART_SIBL
(6,11),(6,17),0.090185 # DEPENDENCYPART_SIBL
(6,11),(6,19),0.072533 # DEPENDENCYPART_SIBL
(6,11),(6,24),-0.0695962 # DEPENDENCYPART_SIBL
(6,11),(6,25),0.0297686 # DEPENDENCYPART_SIBL
(6,11),(6,28),-0.0458437 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.0663832 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0256951 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.0848043 # DEPENDENCYPART_SIBL
(6,12),(6,17),0.0434714 # DEPENDENCYPART_SIBL
(6,12),(6,19),0.00461822 # DEPENDENCYPART_SIBL
(6,12),(6,24),-0.0870051 # DEPENDENCYPART_SIBL
(6,12),(6,25),-0.0269819 # DEPENDENCYPART_SIBL
(6,12),(6,28),-0.0580582 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.548858 # DEPENDENCYPART_SIBL
(6,13),(6,16),0.728459 # DEPENDENCYPART_SIBL
(6,13),(6,17),0.305508 # DEPENDENCYPART_SIBL
(6,13),(6,19),0.198368 # DEPENDENCYPART_SIBL
(6,13),(6,24),0.711214 # DEPENDENCYPART_SIBL
(6,13),(6,25),0.169469 # DEPENDENCYPART_SIBL
(6,13),(6,28),0.0070454 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.0310688 # DEPENDENCYPART_SIBL
(6,14),(6,17),0.0536535 # DEPENDENCYPART_SIBL
(6,14),(6,19),0.0246827 # DEPENDENCYPART_SIBL
(6,14),(6,24),0.0299165 # DEPENDENCYPART_SIBL
(6,14),(6,25),0.0394224 # DEPENDENCYPART_SIBL
(6,14),(6,28),0.0336681 # DEPENDENCYPART_SIBL
(6,16),(6,17),0.0282746 # DEPENDENCYPART_SIBL
(6,16),(6,19),0.034715 # DEPENDENCYPART_SIBL
(6,16),(6,24),-0.110162 # DEPENDENCYPART_SIBL
(6,16),(6,25),0.0102539 # DEPENDENCYPART_SIBL
(6,16),(6,28),0.0114244 # DEPENDENCYPART_SIBL
(6,17),(6,19),0.153179 # DEPENDENCYPART_SIBL
(6,17),(6,24),0.0309888 # DEPENDENCYPART_SIBL
(6,17),(6,25),0.199983 # DEPENDENCYPART_SIBL
(6,17),(6,28),-0.0564148 # DEPENDENCYPART_SIBL
(6,19),(6,24),0.0114818 # DEPENDENCYPART_SIBL
(6,19),(6,25),0.104086 # DEPENDENCYPART_SIBL
(6,19),(6,28),0.0668725 # DEPENDENCYPART_SIBL
(6,24),(6,25),0.0251234 # DEPENDENCYPART_SIBL
(6,24),(6,28),-0.0155601 # DEPENDENCYPART_SIBL
(6,25),(6,28),0.0133901 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0351425 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.00586064 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0452533 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0477757 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.00129946 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.035639 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.576412 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0886628 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.098589 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0423004 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0438907 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0709748 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0381778 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0282476 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.108343 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.137595 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.0889449 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.41953 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.433469 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.447207 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.433706 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.00482386 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.51876 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.624137 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.872848 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.886652 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.869356 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.112862 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.725304 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.972115 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.896365 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.879055 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0410924 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.734202 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.983612 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.878275 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0488764 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.742748 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.983422 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.123175 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.730052 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.984572 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.27263 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.0291426 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.599963 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.023476 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0276522 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.130068 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.050474 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0188526 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0625442 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0223 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.00618592 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.148818 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.179739 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0972602 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0050698 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0307044 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.154901 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0509636 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.046921 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.068483 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.630616 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.125853 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.41093 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.141435 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.0120565 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.0740827 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.0321808 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.0408023 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.073828 # DEPENDENCYPART_SIBL
(11,2),(11,16),0.0529503 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.0342239 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.482946 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.123566 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.37913 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.42744 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0153607 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.101581 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0752724 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.0612924 # DEPENDENCYPART_SIBL
(11,4),(11,19),0.0299473 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.125968 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.106793 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.14215 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0146028 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.103514 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0752296 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.0251375 # DEPENDENCYPART_SIBL
(11,6),(11,19),0.00495237 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.00890963 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0243336 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0793838 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0751454 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.00715576 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.088078 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.164911 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.18435 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0137502 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.102384 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0851844 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0215699 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.0681046 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0610937 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.147477 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0964912 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0234459 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.0815076 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0266733 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0291453 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0715922 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0209188 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.4706 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.69378 # DEPENDENCYPART_SIBL
(11,13),(11,19),0.170061 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.035812 # DEPENDENCYPART_SIBL
(11,14),(11,19),0.0409207 # DEPENDENCYPART_SIBL
(11,16),(11,19),0.0182523 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.110897 # DEPENDENCYPART_SIBL
(12,1),(12,3),0.359003 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.137322 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.0258183 # DEPENDENCYPART_SIBL
(12,1),(12,6),0.293487 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.280655 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.213719 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.114508 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.081301 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.0131576 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.0437984 # DEPENDENCYPART_SIBL
(12,1),(12,16),-0.000656664 # DEPENDENCYPART_SIBL
(12,1),(12,17),-0.103292 # DEPENDENCYPART_SIBL
(12,1),(12,19),-0.0855153 # DEPENDENCYPART_SIBL
(12,1),(12,22),0.0348594 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.460919 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.0365798 # DEPENDENCYPART_SIBL
(12,2),(12,5),0.0746976 # DEPENDENCYPART_SIBL
(12,2),(12,6),0.384165 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.201416 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.0221662 # DEPENDENCYPART_SIBL
(12,2),(12,10),0.121337 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.154542 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.0062748 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.0223227 # DEPENDENCYPART_SIBL
(12,2),(12,16),0.100867 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.0211546 # DEPENDENCYPART_SIBL
(12,2),(12,19),0.00579201 # DEPENDENCYPART_SIBL
(12,2),(12,22),0.0499344 # DEPENDENCYPART_SIBL
(12,3),(12,4),0.188149 # DEPENDENCYPART_SIBL
(12,3),(12,5),0.225607 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.13018 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.0953218 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.0308144 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.00178359 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.0251238 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.012459 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0157768 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.105477 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.0911141 # DEPENDENCYPART_SIBL
(12,3),(12,19),-0.00569693 # DEPENDENCYPART_SIBL
(12,3),(12,22),-0.539424 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.18359 # DEPENDENCYPART_SIBL
(12,4),(12,6),0.385977 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.22588 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.3645 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.41806 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.445925 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.0448407 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.0564764 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.0493453 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.0440871 # DEPENDENCYPART_SIBL
(12,4),(12,19),0.0273098 # DEPENDENCYPART_SIBL
(12,4),(12,22),0.0151177 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.327908 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.259175 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.219735 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.268777 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.295887 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.078146 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0698141 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.0235118 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.0438312 # DEPENDENCYPART_SIBL
(12,5),(12,19),0.0312724 # DEPENDENCYPART_SIBL
(12,5),(12,22),-0.0270265 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.227684 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.0674853 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.108085 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.134275 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.0818754 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.0653717 # DEPENDENCYPART_SIBL
(12,6),(12,16),0.00763817 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.0637804 # DEPENDENCYPART_SIBL
(12,6),(12,19),0.0124988 # DEPENDENCYPART_SIBL
(12,6),(12,22),-0.061964 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.255285 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.24264 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.311304 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.044856 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0601143 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.048953 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.0811254 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.0312775 # DEPENDENCYPART_SIBL
(12,8),(12,22),0.484429 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.244253 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.214601 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0620585 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0400328 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.0313161 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0834873 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.036546 # DEPENDENCYPART_SIBL
(12,9),(12,22),0.0557933 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.221839 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.106091 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.045972 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0767488 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0714766 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.0474707 # DEPENDENCYPART_SIBL
(12,10),(12,22),0.0466255 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.069837 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0242396 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0351925 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0923155 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.0830364 # DEPENDENCYPART_SIBL
(12,11),(12,22),0.0185087 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.448898 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.640503 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.315631 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.120801 # DEPENDENCYPART_SIBL
(12,13),(12,22),-0.0239902 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0391992 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.067955 # DEPENDENCYPART_SIBL
(12,14),(12,19),0.0404232 # DEPENDENCYPART_SIBL
(12,14),(12,22),0.00924842 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.00583693 # DEPENDENCYPART_SIBL
(12,16),(12,19),0.0656771 # DEPENDENCYPART_SIBL
(12,16),(12,22),0.027984 # DEPENDENCYPART_SIBL
(12,17),(12,19),0.128414 # DEPENDENCYPART_SIBL
(12,17),(12,22),0.464209 # DEPENDENCYPART_SIBL
(12,19),(12,22),0.144347 # DEPENDENCYPART_SIBL
(14,1),(14,2),-0.557995 # DEPENDENCYPART_SIBL
(14,1),(14,3),-0.00309073 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.299927 # DEPENDENCYPART_SIBL
(14,1),(14,5),-0.278072 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.340372 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.0919862 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.603852 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.521116 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.541045 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.541366 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.00309073 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.159011 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.0681768 # DEPENDENCYPART_SIBL
(14,1),(14,17),-0.227825 # DEPENDENCYPART_SIBL
(14,1),(14,18),-0.171157 # DEPENDENCYPART_SIBL
(14,1),(14,19),-0.169851 # DEPENDENCYPART_SIBL
(14,1),(14,21),-0.0808006 # DEPENDENCYPART_SIBL
(14,1),(14,24),-0.115624 # DEPENDENCYPART_SIBL
(14,1),(14,25),-0.0524982 # DEPENDENCYPART_SIBL
(14,1),(14,27),-0.0669469 # DEPENDENCYPART_SIBL
(14,1),(14,28),-0.153356 # DEPENDENCYPART_SIBL
(14,2),(14,3),0.0128527 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.27969 # DEPENDENCYPART_SIBL
(14,2),(14,5),-0.257948 # DEPENDENCYPART_SIBL
(14,2),(14,6),-0.329843 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.0863618 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.488132 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.405435 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.425362 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.42569 # DEPENDENCYPART_SIBL
(14,2),(14,13),0.0128527 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.102571 # DEPENDENCYPART_SIBL
(14,2),(14,16),0.0179408 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.14583 # DEPENDENCYPART_SIBL
(14,2),(14,18),-0.0981265 # DEPENDENCYPART_SIBL
(14,2),(14,19),-0.0839566 # DEPENDENCYPART_SIBL
(14,2),(14,21),-0.0129486 # DEPENDENCYPART_SIBL
(14,2),(14,24),-0.0292019 # DEPENDENCYPART_SIBL
(14,2),(14,25),0.0639165 # DEPENDENCYPART_SIBL
(14,2),(14,27),0.000920627 # DEPENDENCYPART_SIBL
(14,2),(14,28),-0.00237452 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.0162713 # DEPENDENCYPART_SIBL
(14,3),(14,5),-0.0404976 # DEPENDENCYPART_SIBL
(14,3),(14,6),0.0380651 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.032995 # DEPENDENCYPART_SIBL
(14,3),(14,9),0.00288745 # DEPENDENCYPART_SIBL
(14,3),(14,10),0.060055 # DEPENDENCYPART_SIBL
(14,3),(14,11),0.048106 # DEPENDENCYPART_SIBL
(14,3),(14,12),0.0839143 # DEPENDENCYPART_SIBL
(14,3),(14,13),0.00890003 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.0716959 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.0234366 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.180834 # DEPENDENCYPART_SIBL
(14,3),(14,18),-0.0475237 # DEPENDENCYPART_SIBL
(14,3),(14,19),-0.0765703 # DEPENDENCYPART_SIBL
(14,3),(14,21),-0.0364327 # DEPENDENCYPART_SIBL
(14,3),(14,24),-0.0408274 # DEPENDENCYPART_SIBL
(14,3),(14,25),-0.0297894 # DEPENDENCYPART_SIBL
(14,3),(14,27),-0.00130488 # DEPENDENCYPART_SIBL
(14,3),(14,28),0.0582691 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.158647 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.0838101 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.087668 # DEPENDENCYPART_SIBL
(14,4),(14,9),0.0143574 # DEPENDENCYPART_SIBL
(14,4),(14,10),0.0595284 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.0524762 # DEPENDENCYPART_SIBL
(14,4),(14,12),0.0343064 # DEPENDENCYPART_SIBL
