# _root_ `` It seems computers as hobbies have waned , '' says Ian Brightman , Beseler 's chairman and chief executive officer .
#goldHeads=3,3,11,7,4,5,3,7,3,3,0,13,11,13,17,15,13,17,21,21,18,11,
#predictedHeads=11,3,11,3,3,7,5,7,11,11,0,13,11,13,17,15,13,17,21,21,18,11,
(5,3),(5,11),0.097052 # DEPENDENCYPART_SIBL
(5,3),(5,13),0.14069 # DEPENDENCYPART_SIBL
(5,3),(5,14),0.111172 # DEPENDENCYPART_SIBL
(5,3),(5,18),-0.0176676 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.163037 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0825103 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.079534 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.0765324 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.155871 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.0682863 # DEPENDENCYPART_SIBL
(5,4),(5,13),-0.0356627 # DEPENDENCYPART_SIBL
(5,4),(5,14),-0.0765324 # DEPENDENCYPART_SIBL
(5,4),(5,18),-0.0427294 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.602452 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.377131 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0393614 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.0502615 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.682835 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.444412 # DEPENDENCYPART_SIBL
(5,6),(5,14),-0.0393614 # DEPENDENCYPART_SIBL
(5,6),(5,18),-0.108586 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.230429 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.193936 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.0653681 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.702815 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.204887 # DEPENDENCYPART_SIBL
(5,7),(5,14),0.193936 # DEPENDENCYPART_SIBL
(5,7),(5,18),0.113552 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.00750426 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.0628389 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.485906 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.306512 # DEPENDENCYPART_SIBL
(5,8),(5,14),0.00750426 # DEPENDENCYPART_SIBL
(5,8),(5,18),-0.0652656 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.00286226 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.238848 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.0350248 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.131969 # DEPENDENCYPART_SIBL
(5,9),(5,18),0.361538 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.448411 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.146766 # DEPENDENCYPART_SIBL
(5,10),(5,14),-0.0652929 # DEPENDENCYPART_SIBL
(5,10),(5,18),0.159326 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.235517 # DEPENDENCYPART_SIBL
(5,11),(5,14),0.222411 # DEPENDENCYPART_SIBL
(5,11),(5,18),0.0159474 # DEPENDENCYPART_SIBL
(5,13),(5,14),-0.0907588 # DEPENDENCYPART_SIBL
(5,13),(5,18),-0.117788 # DEPENDENCYPART_SIBL
(5,14),(5,18),0.361538 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.33989 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.175665 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.127857 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.040471 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.0881372 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.0359611 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.801778 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.0462227 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.063745 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0197826 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0743109 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.019216 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.0933391 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.0285328 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.148862 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.193996 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.00241558 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0588605 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0379579 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0151176 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0225624 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0428782 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.064744 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.108728 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.044611 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0182549 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0337966 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.264079 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0763406 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.20744 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.223707 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.134432 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0148671 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.375958 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.156838 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.0873138 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.0697317 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0637195 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.00313167 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.0132594 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.00141806 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.133765 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.0950265 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.486656 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.0601075 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.103399 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.1039 # DEPENDENCYPART_SIBL
(7,1),(7,14),0.0950265 # DEPENDENCYPART_SIBL
(7,1),(7,17),0.0531758 # DEPENDENCYPART_SIBL
(7,1),(7,18),0.0400178 # DEPENDENCYPART_SIBL
(7,1),(7,21),0.027267 # DEPENDENCYPART_SIBL
(7,1),(7,22),0.346027 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.15445 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.376072 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.0700833 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.379673 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.020053 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0740976 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0623308 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.280158 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.0846788 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.0846788 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.0740976 # DEPENDENCYPART_SIBL
(7,2),(7,17),0.0281474 # DEPENDENCYPART_SIBL
(7,2),(7,18),-0.149302 # DEPENDENCYPART_SIBL
(7,2),(7,21),0.0412742 # DEPENDENCYPART_SIBL
(7,2),(7,22),-0.0884613 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0813444 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.114854 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0849157 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.022853 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0448498 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0850728 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.146505 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.00861583 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.00888089 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0448498 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.0968577 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.052063 # DEPENDENCYPART_SIBL
(7,3),(7,21),-0.0845954 # DEPENDENCYPART_SIBL
(7,3),(7,22),-0.0201434 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0827893 # DEPENDENCYPART_SIBL
(7,4),(7,6),-1.07141 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0059945 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0693602 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0245058 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.119115 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0261861 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0261861 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0693602 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.0468169 # DEPENDENCYPART_SIBL
(7,4),(7,18),0.0231931 # DEPENDENCYPART_SIBL
(7,4),(7,21),-0.0304492 # DEPENDENCYPART_SIBL
(7,4),(7,22),-0.0292106 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0162007 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.031315 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.105076 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.019921 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.126761 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0706782 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0706782 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.105076 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.133691 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.0525319 # DEPENDENCYPART_SIBL
(7,5),(7,21),-0.117241 # DEPENDENCYPART_SIBL
(7,5),(7,22),0.0671524 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.00331244 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0175267 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0522636 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.097853 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0188281 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0188281 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0175267 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.03818 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.0238088 # DEPENDENCYPART_SIBL
(7,6),(7,21),-0.0218124 # DEPENDENCYPART_SIBL
(7,6),(7,22),0.000472744 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0529938 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.029087 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.194175 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.246491 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.246491 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0529938 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.472269 # DEPENDENCYPART_SIBL
(7,8),(7,18),0.13817 # DEPENDENCYPART_SIBL
(7,8),(7,21),-0.463806 # DEPENDENCYPART_SIBL
(7,8),(7,22),0.107229 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0478597 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0603459 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.224082 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.224094 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0498592 # DEPENDENCYPART_SIBL
(7,9),(7,17),0.0901865 # DEPENDENCYPART_SIBL
(7,9),(7,18),0.626131 # DEPENDENCYPART_SIBL
(7,9),(7,21),0.0948016 # DEPENDENCYPART_SIBL
(7,9),(7,22),0.0182149 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.120207 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0453438 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0453414 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.200661 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.0364414 # DEPENDENCYPART_SIBL
(7,10),(7,18),0.173748 # DEPENDENCYPART_SIBL
(7,10),(7,21),-0.026958 # DEPENDENCYPART_SIBL
(7,10),(7,22),-0.183299 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.148443 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.148443 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.0111459 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.244738 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.0945179 # DEPENDENCYPART_SIBL
(7,11),(7,21),-0.235976 # DEPENDENCYPART_SIBL
(7,11),(7,22),-0.0652758 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.142716 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0254991 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.141678 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.0192178 # DEPENDENCYPART_SIBL
(7,12),(7,21),-0.152263 # DEPENDENCYPART_SIBL
(7,12),(7,22),0.0131741 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.0254845 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.141678 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.0192123 # DEPENDENCYPART_SIBL
(7,13),(7,21),-0.152263 # DEPENDENCYPART_SIBL
(7,13),(7,22),0.0131742 # DEPENDENCYPART_SIBL
(7,14),(7,17),0.0901865 # DEPENDENCYPART_SIBL
(7,14),(7,18),0.626131 # DEPENDENCYPART_SIBL
(7,14),(7,21),0.0948016 # DEPENDENCYPART_SIBL
(7,14),(7,22),0.0182149 # DEPENDENCYPART_SIBL
(7,17),(7,18),-0.0421481 # DEPENDENCYPART_SIBL
(7,17),(7,21),-0.276863 # DEPENDENCYPART_SIBL
(7,17),(7,22),-0.0309081 # DEPENDENCYPART_SIBL
(7,18),(7,21),-0.0782037 # DEPENDENCYPART_SIBL
(7,18),(7,22),0.0492916 # DEPENDENCYPART_SIBL
(7,21),(7,22),-0.0465018 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.130414 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.117915 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.0524485 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0903958 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.030902 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0876757 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.125453 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.525978 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.00272606 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.0717245 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.0722258 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.125453 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.0722258 # DEPENDENCYPART_SIBL
(8,1),(8,17),0.0533215 # DEPENDENCYPART_SIBL
(8,1),(8,18),0.0823509 # DEPENDENCYPART_SIBL
(8,1),(8,21),0.0151045 # DEPENDENCYPART_SIBL
(8,1),(8,22),0.106752 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.0199252 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0418616 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0220498 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.063197 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.0151462 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.033253 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.0652836 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.105509 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0101166 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0101166 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.033253 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.0101166 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.069497 # DEPENDENCYPART_SIBL
(8,2),(8,18),-0.0341212 # DEPENDENCYPART_SIBL
(8,2),(8,21),0.0692749 # DEPENDENCYPART_SIBL
(8,2),(8,22),0.178563 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0935506 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.101615 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0722364 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0329194 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0057833 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0473524 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0533447 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.0268646 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0271297 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.0057833 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.0271297 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.0392584 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.00365868 # DEPENDENCYPART_SIBL
(8,3),(8,21),-0.0392816 # DEPENDENCYPART_SIBL
(8,3),(8,22),0.0921927 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0272122 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.353697 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0697756 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0327431 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.00889459 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0222175 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.013318 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.013318 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.0327431 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.013318 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.00521182 # DEPENDENCYPART_SIBL
(8,4),(8,18),0.135054 # DEPENDENCYPART_SIBL
(8,4),(8,21),0.00790259 # DEPENDENCYPART_SIBL
(8,4),(8,22),0.19051 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0150127 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.00603135 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.13774 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0966354 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.113773 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.126873 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.126873 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.13774 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.126873 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.107456 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.0819385 # DEPENDENCYPART_SIBL
(8,5),(8,21),-0.105066 # DEPENDENCYPART_SIBL
(8,5),(8,22),0.0436479 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0585529 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0501596 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.00523236 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0292685 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.000780149 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.000780143 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.0501596 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.000780143 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.00785078 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.120003 # DEPENDENCYPART_SIBL
(8,6),(8,21),-0.00516001 # DEPENDENCYPART_SIBL
(8,6),(8,22),0.161658 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0266578 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0596837 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0967659 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0103516 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0103516 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0266578 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0103516 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.00488226 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.0331707 # DEPENDENCYPART_SIBL
(8,7),(8,21),-0.00930751 # DEPENDENCYPART_SIBL
(8,7),(8,22),0.0739113 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.185976 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0744395 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.139371 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.139383 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0251123 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.139383 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.211556 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.393809 # DEPENDENCYPART_SIBL
(8,9),(8,21),0.194009 # DEPENDENCYPART_SIBL
(8,9),(8,22),0.0495147 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0294132 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0785151 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.0785175 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0189811 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.0785175 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.174636 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.40083 # DEPENDENCYPART_SIBL
(8,10),(8,21),0.171842 # DEPENDENCYPART_SIBL
(8,10),(8,22),0.00695823 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.152298 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.152298 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.0381218 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.152298 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.167459 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.0317511 # DEPENDENCYPART_SIBL
(8,11),(8,21),-0.170976 # DEPENDENCYPART_SIBL
(8,11),(8,22),0.0698532 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.198746 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.00614043 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.198746 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.111102 # DEPENDENCYPART_SIBL
(8,12),(8,18),0.0371113 # DEPENDENCYPART_SIBL
(8,12),(8,21),-0.134586 # DEPENDENCYPART_SIBL
(8,12),(8,22),0.0336897 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.00612586 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.198746 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.111102 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.0371167 # DEPENDENCYPART_SIBL
(8,13),(8,21),-0.134586 # DEPENDENCYPART_SIBL
(8,13),(8,22),0.0336898 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.139383 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.211556 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.393809 # DEPENDENCYPART_SIBL
(8,14),(8,21),0.194009 # DEPENDENCYPART_SIBL
(8,14),(8,22),0.0495147 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.111102 # DEPENDENCYPART_SIBL
(8,15),(8,18),0.0371167 # DEPENDENCYPART_SIBL
(8,15),(8,21),-0.134586 # DEPENDENCYPART_SIBL
(8,15),(8,22),0.0336898 # DEPENDENCYPART_SIBL
(8,17),(8,18),0.0800671 # DEPENDENCYPART_SIBL
(8,17),(8,21),-0.254834 # DEPENDENCYPART_SIBL
(8,17),(8,22),0.0695262 # DEPENDENCYPART_SIBL
(8,18),(8,21),-0.10086 # DEPENDENCYPART_SIBL
(8,18),(8,22),0.0198826 # DEPENDENCYPART_SIBL
(8,21),(8,22),0.030153 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0098461 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.442905 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.182981 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.0482702 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.0666699 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.025155 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.179668 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.0253592 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.0254264 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0217123 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.0374956 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.490437 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.100382 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.0998804 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.250803 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.0998804 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.126942 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.064008 # DEPENDENCYPART_SIBL
(11,1),(11,18),-0.0543018 # DEPENDENCYPART_SIBL
(11,1),(11,19),-0.00431449 # DEPENDENCYPART_SIBL
(11,1),(11,21),0.00773233 # DEPENDENCYPART_SIBL
(11,1),(11,22),0.397679 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.250608 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.250881 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.122794 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.250874 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.313891 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.104504 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.314188 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.205334 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.246168 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.246168 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0747886 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.246168 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.033741 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.0576054 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.260929 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.149742 # DEPENDENCYPART_SIBL
(11,2),(11,21),-0.0636621 # DEPENDENCYPART_SIBL
(11,2),(11,22),0.0497242 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.128528 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.228216 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.128503 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.399483 # DEPENDENCYPART_SIBL
