# _root_ The carnage on the Chicago Board Options Exchange , the nation 's major options market , was heavy after the trading in S&P 100 stock-index options was halted Friday .
#goldHeads=2,17,2,8,8,8,8,3,8,11,15,11,15,15,8,8,0,17,17,21,27,21,26,26,26,22,19,27,28,17,
#predictedHeads=2,17,2,8,8,8,8,3,8,11,15,11,15,15,8,8,0,17,17,21,27,21,26,26,26,22,19,27,28,17,
(17,9),(17,14),-0.0600346 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.0180137 # DEPENDENCYPART_SIBL
(17,9),(17,16),-0.000959273 # DEPENDENCYPART_SIBL
(17,9),(17,18),0.0416331 # DEPENDENCYPART_SIBL
(17,9),(17,19),-0.082114 # DEPENDENCYPART_SIBL
(17,9),(17,21),-0.0635276 # DEPENDENCYPART_SIBL
(17,9),(17,22),-0.0195131 # DEPENDENCYPART_SIBL
(17,9),(17,23),-0.0917073 # DEPENDENCYPART_SIBL
(17,9),(17,25),0.00300515 # DEPENDENCYPART_SIBL
(17,9),(17,26),-0.088284 # DEPENDENCYPART_SIBL
(17,9),(17,27),-0.0107088 # DEPENDENCYPART_SIBL
(17,9),(17,28),0.146686 # DEPENDENCYPART_SIBL
(17,9),(17,29),-0.0766529 # DEPENDENCYPART_SIBL
(17,9),(17,30),0.0636823 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.294007 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.35685 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.651961 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.676058 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.0837858 # DEPENDENCYPART_SIBL
(17,11),(17,18),0.072874 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.0702583 # DEPENDENCYPART_SIBL
(17,11),(17,21),-0.0588395 # DEPENDENCYPART_SIBL
(17,11),(17,22),-0.0159546 # DEPENDENCYPART_SIBL
(17,11),(17,23),-0.0763101 # DEPENDENCYPART_SIBL
(17,11),(17,25),0.0277788 # DEPENDENCYPART_SIBL
(17,11),(17,26),-0.0603676 # DEPENDENCYPART_SIBL
(17,11),(17,27),0.0110006 # DEPENDENCYPART_SIBL
(17,11),(17,28),0.0504876 # DEPENDENCYPART_SIBL
(17,11),(17,29),0.0210189 # DEPENDENCYPART_SIBL
(17,11),(17,30),-0.0242679 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.0138689 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.123895 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.0899096 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.142695 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.0201183 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0424717 # DEPENDENCYPART_SIBL
(17,12),(17,21),-0.0165136 # DEPENDENCYPART_SIBL
(17,12),(17,22),-0.0786161 # DEPENDENCYPART_SIBL
(17,12),(17,23),-0.108694 # DEPENDENCYPART_SIBL
(17,12),(17,25),0.000713816 # DEPENDENCYPART_SIBL
(17,12),(17,26),-0.0930745 # DEPENDENCYPART_SIBL
(17,12),(17,27),-0.0650969 # DEPENDENCYPART_SIBL
(17,12),(17,28),0.0531823 # DEPENDENCYPART_SIBL
(17,12),(17,29),-0.0493125 # DEPENDENCYPART_SIBL
(17,12),(17,30),0.0202059 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.173085 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.0863174 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.145747 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.0546617 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0704801 # DEPENDENCYPART_SIBL
(17,13),(17,21),0.0483963 # DEPENDENCYPART_SIBL
(17,13),(17,22),-0.166567 # DEPENDENCYPART_SIBL
(17,13),(17,23),-0.0621343 # DEPENDENCYPART_SIBL
(17,13),(17,25),0.0342077 # DEPENDENCYPART_SIBL
(17,13),(17,26),-0.0864604 # DEPENDENCYPART_SIBL
(17,13),(17,27),0.00011462 # DEPENDENCYPART_SIBL
(17,13),(17,28),-0.025885 # DEPENDENCYPART_SIBL
(17,13),(17,29),-0.028077 # DEPENDENCYPART_SIBL
(17,13),(17,30),-0.056188 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.597015 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.0532673 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.187696 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.218107 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.234459 # DEPENDENCYPART_SIBL
(17,14),(17,22),-0.219171 # DEPENDENCYPART_SIBL
(17,14),(17,23),-0.341214 # DEPENDENCYPART_SIBL
(17,14),(17,25),-0.20584 # DEPENDENCYPART_SIBL
(17,14),(17,26),-0.292189 # DEPENDENCYPART_SIBL
(17,14),(17,27),-0.218089 # DEPENDENCYPART_SIBL
(17,14),(17,28),-0.200391 # DEPENDENCYPART_SIBL
(17,14),(17,29),-0.245086 # DEPENDENCYPART_SIBL
(17,14),(17,30),-0.308578 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.025086 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.112156 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.00858306 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.0818792 # DEPENDENCYPART_SIBL
(17,15),(17,22),0.0149593 # DEPENDENCYPART_SIBL
(17,15),(17,23),-0.0543595 # DEPENDENCYPART_SIBL
(17,15),(17,25),0.067078 # DEPENDENCYPART_SIBL
(17,15),(17,26),-0.0506561 # DEPENDENCYPART_SIBL
(17,15),(17,27),-0.00617807 # DEPENDENCYPART_SIBL
(17,15),(17,28),0.0540319 # DEPENDENCYPART_SIBL
(17,15),(17,29),0.0700436 # DEPENDENCYPART_SIBL
(17,15),(17,30),-0.0361358 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0416331 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.082114 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.0635276 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.0195131 # DEPENDENCYPART_SIBL
(17,16),(17,23),-0.0917073 # DEPENDENCYPART_SIBL
(17,16),(17,25),0.00300515 # DEPENDENCYPART_SIBL
(17,16),(17,26),-0.088284 # DEPENDENCYPART_SIBL
(17,16),(17,27),-0.0107088 # DEPENDENCYPART_SIBL
(17,16),(17,28),0.146686 # DEPENDENCYPART_SIBL
(17,16),(17,29),-0.0766529 # DEPENDENCYPART_SIBL
(17,16),(17,30),0.0636823 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.211177 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.0905004 # DEPENDENCYPART_SIBL
(17,18),(17,22),0.294335 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.0134562 # DEPENDENCYPART_SIBL
(17,18),(17,25),-0.178989 # DEPENDENCYPART_SIBL
(17,18),(17,26),-0.14366 # DEPENDENCYPART_SIBL
(17,18),(17,27),0.023101 # DEPENDENCYPART_SIBL
(17,18),(17,28),0.0150315 # DEPENDENCYPART_SIBL
(17,18),(17,29),0.0396763 # DEPENDENCYPART_SIBL
(17,18),(17,30),0.0603945 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.174578 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.251031 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.185239 # DEPENDENCYPART_SIBL
(17,19),(17,25),-0.118148 # DEPENDENCYPART_SIBL
(17,19),(17,26),-0.191458 # DEPENDENCYPART_SIBL
(17,19),(17,27),-0.0131749 # DEPENDENCYPART_SIBL
(17,19),(17,28),-0.0600291 # DEPENDENCYPART_SIBL
(17,19),(17,29),-0.0472306 # DEPENDENCYPART_SIBL
(17,19),(17,30),0.0968994 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.0415389 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.188469 # DEPENDENCYPART_SIBL
(17,21),(17,25),-0.209362 # DEPENDENCYPART_SIBL
(17,21),(17,26),-0.452064 # DEPENDENCYPART_SIBL
(17,21),(17,27),-0.0721771 # DEPENDENCYPART_SIBL
(17,21),(17,28),-0.144038 # DEPENDENCYPART_SIBL
(17,21),(17,29),-0.111789 # DEPENDENCYPART_SIBL
(17,21),(17,30),-0.0871301 # DEPENDENCYPART_SIBL
(17,22),(17,23),-0.0829006 # DEPENDENCYPART_SIBL
(17,22),(17,25),-0.113659 # DEPENDENCYPART_SIBL
(17,22),(17,26),-0.104665 # DEPENDENCYPART_SIBL
(17,22),(17,27),0.0224262 # DEPENDENCYPART_SIBL
(17,22),(17,28),-0.0159301 # DEPENDENCYPART_SIBL
(17,22),(17,29),0.0863815 # DEPENDENCYPART_SIBL
(17,22),(17,30),-0.0326129 # DEPENDENCYPART_SIBL
(17,23),(17,25),-0.128458 # DEPENDENCYPART_SIBL
(17,23),(17,26),-0.233767 # DEPENDENCYPART_SIBL
(17,23),(17,27),-0.0791171 # DEPENDENCYPART_SIBL
(17,23),(17,28),-0.176235 # DEPENDENCYPART_SIBL
(17,23),(17,29),-0.217823 # DEPENDENCYPART_SIBL
(17,23),(17,30),-0.0977769 # DEPENDENCYPART_SIBL
(17,25),(17,26),-0.222166 # DEPENDENCYPART_SIBL
(17,25),(17,27),-0.0523163 # DEPENDENCYPART_SIBL
(17,25),(17,28),-0.0629804 # DEPENDENCYPART_SIBL
(17,25),(17,29),-0.0388679 # DEPENDENCYPART_SIBL
(17,25),(17,30),0.00028241 # DEPENDENCYPART_SIBL
(17,26),(17,27),-0.125687 # DEPENDENCYPART_SIBL
(17,26),(17,28),-0.137104 # DEPENDENCYPART_SIBL
(17,26),(17,29),-0.0849396 # DEPENDENCYPART_SIBL
(17,26),(17,30),-0.111483 # DEPENDENCYPART_SIBL
(17,27),(17,28),-0.22673 # DEPENDENCYPART_SIBL
(17,27),(17,29),-0.165405 # DEPENDENCYPART_SIBL
(17,27),(17,30),0.0416112 # DEPENDENCYPART_SIBL
(17,28),(17,29),-0.305448 # DEPENDENCYPART_SIBL
(17,28),(17,30),0.0441527 # DEPENDENCYPART_SIBL
(17,29),(17,30),-0.0337657 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.395238 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0771843 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0562058 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.0118432 # DEPENDENCYPART_SIBL
(18,15),(18,22),0.00287433 # DEPENDENCYPART_SIBL
(18,15),(18,23),-0.0144955 # DEPENDENCYPART_SIBL
(18,15),(18,24),0.0293534 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.101198 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0824503 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0694089 # DEPENDENCYPART_SIBL
(18,16),(18,22),0.0217284 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.0953856 # DEPENDENCYPART_SIBL
(18,16),(18,24),-0.0776042 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.067444 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.00200751 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.040927 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.0136398 # DEPENDENCYPART_SIBL
(18,17),(18,24),-0.0253987 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.0331814 # DEPENDENCYPART_SIBL
(18,19),(18,22),0.0466449 # DEPENDENCYPART_SIBL
(18,19),(18,23),0.0235384 # DEPENDENCYPART_SIBL
(18,19),(18,24),0.108879 # DEPENDENCYPART_SIBL
(18,21),(18,22),0.0752571 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.0279165 # DEPENDENCYPART_SIBL
(18,21),(18,24),-0.0816759 # DEPENDENCYPART_SIBL
(18,22),(18,23),0.131822 # DEPENDENCYPART_SIBL
(18,22),(18,24),0.131435 # DEPENDENCYPART_SIBL
(18,23),(18,24),0.00877037 # DEPENDENCYPART_SIBL
(19,2),(19,15),-0.21142 # DEPENDENCYPART_SIBL
(19,2),(19,18),-0.0931434 # DEPENDENCYPART_SIBL
(19,2),(19,20),-0.0764224 # DEPENDENCYPART_SIBL
(19,2),(19,21),-0.0561268 # DEPENDENCYPART_SIBL
(19,2),(19,22),-0.0489046 # DEPENDENCYPART_SIBL
(19,2),(19,23),-0.0411865 # DEPENDENCYPART_SIBL
(19,2),(19,24),-0.0353097 # DEPENDENCYPART_SIBL
(19,2),(19,26),-0.0725757 # DEPENDENCYPART_SIBL
(19,2),(19,27),0.176848 # DEPENDENCYPART_SIBL
(19,2),(19,28),-0.00933636 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.0966372 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.0672559 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.0602057 # DEPENDENCYPART_SIBL
(19,15),(19,22),-0.035988 # DEPENDENCYPART_SIBL
(19,15),(19,23),-0.0399222 # DEPENDENCYPART_SIBL
(19,15),(19,24),-0.0399959 # DEPENDENCYPART_SIBL
(19,15),(19,26),-0.0741351 # DEPENDENCYPART_SIBL
(19,15),(19,27),0.14975 # DEPENDENCYPART_SIBL
(19,15),(19,28),-0.0146599 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.024747 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.0128977 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.123207 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.0154905 # DEPENDENCYPART_SIBL
(19,18),(19,24),-0.0894619 # DEPENDENCYPART_SIBL
(19,18),(19,26),-0.0641939 # DEPENDENCYPART_SIBL
(19,18),(19,27),0.052381 # DEPENDENCYPART_SIBL
(19,18),(19,28),-0.0861845 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.51733 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.169917 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.379535 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.294815 # DEPENDENCYPART_SIBL
(19,20),(19,26),-0.365609 # DEPENDENCYPART_SIBL
(19,20),(19,27),-0.606815 # DEPENDENCYPART_SIBL
(19,20),(19,28),-0.235078 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.11298 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.519008 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.488463 # DEPENDENCYPART_SIBL
(19,21),(19,26),-0.896703 # DEPENDENCYPART_SIBL
(19,21),(19,27),-0.823274 # DEPENDENCYPART_SIBL
(19,21),(19,28),-0.385638 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.182792 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.183175 # DEPENDENCYPART_SIBL
(19,22),(19,26),-0.201812 # DEPENDENCYPART_SIBL
(19,22),(19,27),-0.409913 # DEPENDENCYPART_SIBL
(19,22),(19,28),-0.140275 # DEPENDENCYPART_SIBL
(19,23),(19,24),-0.430109 # DEPENDENCYPART_SIBL
(19,23),(19,26),-0.673215 # DEPENDENCYPART_SIBL
(19,23),(19,27),-0.752655 # DEPENDENCYPART_SIBL
(19,23),(19,28),-0.380118 # DEPENDENCYPART_SIBL
(19,24),(19,26),-0.647343 # DEPENDENCYPART_SIBL
(19,24),(19,27),-0.635478 # DEPENDENCYPART_SIBL
(19,24),(19,28),-0.305364 # DEPENDENCYPART_SIBL
(19,26),(19,27),-0.702617 # DEPENDENCYPART_SIBL
(19,26),(19,28),-0.288186 # DEPENDENCYPART_SIBL
(19,27),(19,28),-0.191651 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.017816 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.551857 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.187058 # DEPENDENCYPART_SIBL
(21,18),(21,23),0.0468775 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.0489846 # DEPENDENCYPART_SIBL
(21,18),(21,26),0.0321184 # DEPENDENCYPART_SIBL
(21,18),(21,27),-0.0291825 # DEPENDENCYPART_SIBL
(21,18),(21,28),-0.0343086 # DEPENDENCYPART_SIBL
(21,18),(21,29),0.0200917 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.192795 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.222992 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.0727865 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.0229974 # DEPENDENCYPART_SIBL
(21,19),(21,26),-0.0459524 # DEPENDENCYPART_SIBL
(21,19),(21,27),-0.0918067 # DEPENDENCYPART_SIBL
(21,19),(21,28),-0.0536888 # DEPENDENCYPART_SIBL
(21,19),(21,29),-0.0671404 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.133145 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.0182083 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.221465 # DEPENDENCYPART_SIBL
(21,20),(21,26),-0.110358 # DEPENDENCYPART_SIBL
(21,20),(21,27),0.0544304 # DEPENDENCYPART_SIBL
(21,20),(21,28),0.0067004 # DEPENDENCYPART_SIBL
(21,20),(21,29),0.00780671 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.224657 # DEPENDENCYPART_SIBL
(21,22),(21,24),0.120982 # DEPENDENCYPART_SIBL
(21,22),(21,26),0.125386 # DEPENDENCYPART_SIBL
(21,22),(21,27),0.0396437 # DEPENDENCYPART_SIBL
(21,22),(21,28),0.126527 # DEPENDENCYPART_SIBL
(21,22),(21,29),0.40932 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.0298801 # DEPENDENCYPART_SIBL
(21,23),(21,26),-0.101031 # DEPENDENCYPART_SIBL
(21,23),(21,27),-0.0480574 # DEPENDENCYPART_SIBL
(21,23),(21,28),-0.0592221 # DEPENDENCYPART_SIBL
(21,23),(21,29),-0.0744213 # DEPENDENCYPART_SIBL
(21,24),(21,26),-0.118564 # DEPENDENCYPART_SIBL
(21,24),(21,27),-0.0466008 # DEPENDENCYPART_SIBL
(21,24),(21,28),-0.0233842 # DEPENDENCYPART_SIBL
(21,24),(21,29),0.071991 # DEPENDENCYPART_SIBL
(21,26),(21,27),-0.15112 # DEPENDENCYPART_SIBL
(21,26),(21,28),-0.087622 # DEPENDENCYPART_SIBL
(21,26),(21,29),-0.00265382 # DEPENDENCYPART_SIBL
(21,27),(21,28),-0.114062 # DEPENDENCYPART_SIBL
(21,27),(21,29),0.00437502 # DEPENDENCYPART_SIBL
(21,28),(21,29),0.0151557 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.0781356 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.0515924 # DEPENDENCYPART_SIBL
(22,21),(22,25),-0.0318346 # DEPENDENCYPART_SIBL
(22,21),(22,26),-0.14383 # DEPENDENCYPART_SIBL
(22,21),(22,27),-0.00756591 # DEPENDENCYPART_SIBL
(22,21),(22,29),-0.066465 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.550618 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.418879 # DEPENDENCYPART_SIBL
(22,23),(22,26),-0.852608 # DEPENDENCYPART_SIBL
(22,23),(22,27),-0.606396 # DEPENDENCYPART_SIBL
(22,23),(22,29),-0.78118 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.419692 # DEPENDENCYPART_SIBL
(22,24),(22,26),-0.838827 # DEPENDENCYPART_SIBL
(22,24),(22,27),-0.542649 # DEPENDENCYPART_SIBL
(22,24),(22,29),-0.468579 # DEPENDENCYPART_SIBL
(22,25),(22,26),-0.559619 # DEPENDENCYPART_SIBL
(22,25),(22,27),-0.406842 # DEPENDENCYPART_SIBL
(22,25),(22,29),-0.31964 # DEPENDENCYPART_SIBL
(22,26),(22,27),-0.502947 # DEPENDENCYPART_SIBL
(22,26),(22,29),-0.399199 # DEPENDENCYPART_SIBL
(22,27),(22,29),-0.237728 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.0407088 # DEPENDENCYPART_SIBL
(23,24),(23,26),-0.122309 # DEPENDENCYPART_SIBL
(23,24),(23,27),-0.0229141 # DEPENDENCYPART_SIBL
(23,24),(23,28),-0.0918548 # DEPENDENCYPART_SIBL
(23,24),(23,29),0.0117463 # DEPENDENCYPART_SIBL
(23,24),(23,30),-0.0680723 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.0380587 # DEPENDENCYPART_SIBL
(23,25),(23,27),-0.0667003 # DEPENDENCYPART_SIBL
(23,25),(23,28),-0.0149007 # DEPENDENCYPART_SIBL
(23,25),(23,29),0.0366065 # DEPENDENCYPART_SIBL
(23,25),(23,30),0.028525 # DEPENDENCYPART_SIBL
(23,26),(23,27),-0.109894 # DEPENDENCYPART_SIBL
(23,26),(23,28),-0.0834574 # DEPENDENCYPART_SIBL
(23,26),(23,29),0.0229824 # DEPENDENCYPART_SIBL
(23,26),(23,30),0.106014 # DEPENDENCYPART_SIBL
(23,27),(23,28),-0.0986865 # DEPENDENCYPART_SIBL
(23,27),(23,29),0.0112071 # DEPENDENCYPART_SIBL
(23,27),(23,30),0.0146805 # DEPENDENCYPART_SIBL
(23,28),(23,29),-0.0139713 # DEPENDENCYPART_SIBL
(23,28),(23,30),0.0816111 # DEPENDENCYPART_SIBL
(23,29),(23,30),0.0152494 # DEPENDENCYPART_SIBL
(24,19),(24,22),0.0104215 # DEPENDENCYPART_SIBL
(24,19),(24,23),0.0162471 # DEPENDENCYPART_SIBL
(24,19),(24,25),0.00424229 # DEPENDENCYPART_SIBL
(24,19),(24,26),0.0168335 # DEPENDENCYPART_SIBL
(24,19),(24,27),-0.0605632 # DEPENDENCYPART_SIBL
(24,19),(24,29),-0.0708942 # DEPENDENCYPART_SIBL
(24,22),(24,23),-0.00478821 # DEPENDENCYPART_SIBL
(24,22),(24,25),-0.00332994 # DEPENDENCYPART_SIBL
(24,22),(24,26),-0.00453162 # DEPENDENCYPART_SIBL
(24,22),(24,27),-0.095644 # DEPENDENCYPART_SIBL
(24,22),(24,29),-0.0879451 # DEPENDENCYPART_SIBL
(24,23),(24,25),0.00915817 # DEPENDENCYPART_SIBL
(24,23),(24,26),0.0451874 # DEPENDENCYPART_SIBL
(24,23),(24,27),0.0262651 # DEPENDENCYPART_SIBL
(24,23),(24,29),0.00680651 # DEPENDENCYPART_SIBL
(24,25),(24,26),0.0343993 # DEPENDENCYPART_SIBL
(24,25),(24,27),-0.0460898 # DEPENDENCYPART_SIBL
(24,25),(24,29),0.0496696 # DEPENDENCYPART_SIBL
(24,26),(24,27),-0.130334 # DEPENDENCYPART_SIBL
(24,26),(24,29),-0.0286354 # DEPENDENCYPART_SIBL
(24,27),(24,29),-0.0013478 # DEPENDENCYPART_SIBL
(25,23),(25,24),0.158349 # DEPENDENCYPART_SIBL
(25,23),(25,27),-0.0242071 # DEPENDENCYPART_SIBL
(25,23),(25,28),0.0115249 # DEPENDENCYPART_SIBL
(25,23),(25,29),-0.0614779 # DEPENDENCYPART_SIBL
(25,24),(25,27),0.0386959 # DEPENDENCYPART_SIBL
(25,24),(25,28),0.0466554 # DEPENDENCYPART_SIBL
(25,24),(25,29),0.0073041 # DEPENDENCYPART_SIBL
(25,27),(25,28),-0.046223 # DEPENDENCYPART_SIBL
(25,27),(25,29),0.0191465 # DEPENDENCYPART_SIBL
(25,28),(25,29),0.000232094 # DEPENDENCYPART_SIBL
(26,18),(26,20),-0.532046 # DEPENDENCYPART_SIBL
(26,18),(26,21),0.0424212 # DEPENDENCYPART_SIBL
(26,18),(26,22),0.0268345 # DEPENDENCYPART_SIBL
(26,18),(26,23),0.0721603 # DEPENDENCYPART_SIBL
(26,18),(26,24),-0.0825469 # DEPENDENCYPART_SIBL
(26,18),(26,25),-0.0849065 # DEPENDENCYPART_SIBL
(26,18),(26,27),-0.0171467 # DEPENDENCYPART_SIBL
(26,18),(26,28),-0.0173602 # DEPENDENCYPART_SIBL
(26,18),(26,29),0.0435668 # DEPENDENCYPART_SIBL
(26,20),(26,21),0.253349 # DEPENDENCYPART_SIBL
(26,20),(26,22),-0.023925 # DEPENDENCYPART_SIBL
(26,20),(26,23),0.140306 # DEPENDENCYPART_SIBL
(26,20),(26,24),0.150884 # DEPENDENCYPART_SIBL
(26,20),(26,25),0.122841 # DEPENDENCYPART_SIBL
(26,20),(26,27),0.124115 # DEPENDENCYPART_SIBL
(26,20),(26,28),0.098103 # DEPENDENCYPART_SIBL
(26,20),(26,29),-0.0875839 # DEPENDENCYPART_SIBL
(26,21),(26,22),-0.0410149 # DEPENDENCYPART_SIBL
(26,21),(26,23),-0.103196 # DEPENDENCYPART_SIBL
(26,21),(26,24),-0.165299 # DEPENDENCYPART_SIBL
(26,21),(26,25),-0.152785 # DEPENDENCYPART_SIBL
(26,21),(26,27),-0.0936178 # DEPENDENCYPART_SIBL
(26,21),(26,28),-0.0198709 # DEPENDENCYPART_SIBL
(26,21),(26,29),-0.0494388 # DEPENDENCYPART_SIBL
(26,22),(26,23),-0.00371717 # DEPENDENCYPART_SIBL
(26,22),(26,24),-0.0389206 # DEPENDENCYPART_SIBL
(26,22),(26,25),-0.111798 # DEPENDENCYPART_SIBL
(26,22),(26,27),-0.0940042 # DEPENDENCYPART_SIBL
(26,22),(26,28),-0.106684 # DEPENDENCYPART_SIBL
(26,22),(26,29),-0.0640026 # DEPENDENCYPART_SIBL
(26,23),(26,24),0.0679242 # DEPENDENCYPART_SIBL
(26,23),(26,25),0.0111454 # DEPENDENCYPART_SIBL
(26,23),(26,27),0.00484568 # DEPENDENCYPART_SIBL
(26,23),(26,28),-0.0212719 # DEPENDENCYPART_SIBL
(26,23),(26,29),0.025778 # DEPENDENCYPART_SIBL
(26,24),(26,25),0.186925 # DEPENDENCYPART_SIBL
(26,24),(26,27),0.022284 # DEPENDENCYPART_SIBL
(26,24),(26,28),-0.0562854 # DEPENDENCYPART_SIBL
(26,24),(26,29),0.0467921 # DEPENDENCYPART_SIBL
(26,25),(26,27),-0.0436086 # DEPENDENCYPART_SIBL
(26,25),(26,28),-0.0539062 # DEPENDENCYPART_SIBL
(26,25),(26,29),-0.00904226 # DEPENDENCYPART_SIBL
(26,27),(26,28),-0.0561491 # DEPENDENCYPART_SIBL
(26,27),(26,29),0.0295242 # DEPENDENCYPART_SIBL
(26,28),(26,29),-0.0254152 # DEPENDENCYPART_SIBL
(27,2),(27,3),-0.0303325 # DEPENDENCYPART_SIBL
(27,2),(27,5),-0.554463 # DEPENDENCYPART_SIBL
(27,2),(27,6),-0.565816 # DEPENDENCYPART_SIBL
(27,2),(27,7),-0.548964 # DEPENDENCYPART_SIBL
(27,2),(27,8),-0.581873 # DEPENDENCYPART_SIBL
(27,2),(27,9),-0.0850213 # DEPENDENCYPART_SIBL
(27,2),(27,11),-0.713084 # DEPENDENCYPART_SIBL
(27,2),(27,13),-0.37 # DEPENDENCYPART_SIBL
(27,2),(27,14),-0.657723 # DEPENDENCYPART_SIBL
(27,2),(27,15),-0.705884 # DEPENDENCYPART_SIBL
(27,2),(27,16),-0.0850213 # DEPENDENCYPART_SIBL
(27,2),(27,17),-0.243877 # DEPENDENCYPART_SIBL
(27,2),(27,18),-0.383578 # DEPENDENCYPART_SIBL
(27,2),(27,19),-0.0515178 # DEPENDENCYPART_SIBL
(27,2),(27,21),-0.70003 # DEPENDENCYPART_SIBL
(27,2),(27,22),-0.0892093 # DEPENDENCYPART_SIBL
(27,2),(27,23),-0.552034 # DEPENDENCYPART_SIBL
(27,2),(27,24),-0.382221 # DEPENDENCYPART_SIBL
