# _root_ Yes , the broader exchanges got caught up in the spiral , but they rode the tiger up all year .
#goldHeads=6,6,5,5,6,0,6,7,7,11,9,6,6,15,13,17,15,15,20,15,6,
#predictedHeads=6,6,5,5,6,0,6,7,7,11,9,6,6,15,13,17,15,17,20,15,6,
(6,8),(6,17),0.0538593 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.0135863 # DEPENDENCYPART_SIBL
(6,8),(6,20),0.115456 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.0346734 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.00212511 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.117999 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.182139 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.0649583 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.00212529 # DEPENDENCYPART_SIBL
(6,9),(6,18),0.0394402 # DEPENDENCYPART_SIBL
(6,9),(6,20),0.0325227 # DEPENDENCYPART_SIBL
(6,9),(6,21),-0.0568788 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.0257996 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.0254635 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.000941189 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.198967 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.0327285 # DEPENDENCYPART_SIBL
(6,11),(6,20),-0.0930591 # DEPENDENCYPART_SIBL
(6,11),(6,21),0.0371998 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.993359 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.437056 # DEPENDENCYPART_SIBL
(6,12),(6,17),0.100665 # DEPENDENCYPART_SIBL
(6,12),(6,18),0.279228 # DEPENDENCYPART_SIBL
(6,12),(6,20),0.0502095 # DEPENDENCYPART_SIBL
(6,12),(6,21),0.0139029 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.0692073 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.246849 # DEPENDENCYPART_SIBL
(6,13),(6,18),-0.171909 # DEPENDENCYPART_SIBL
(6,13),(6,20),-0.234015 # DEPENDENCYPART_SIBL
(6,13),(6,21),0.227343 # DEPENDENCYPART_SIBL
(6,15),(6,17),-0.254515 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.169636 # DEPENDENCYPART_SIBL
(6,15),(6,20),-0.223014 # DEPENDENCYPART_SIBL
(6,15),(6,21),-0.0247806 # DEPENDENCYPART_SIBL
(6,17),(6,18),-0.0261032 # DEPENDENCYPART_SIBL
(6,17),(6,20),-0.0880388 # DEPENDENCYPART_SIBL
(6,17),(6,21),0.0371137 # DEPENDENCYPART_SIBL
(6,18),(6,20),-0.0666246 # DEPENDENCYPART_SIBL
(6,18),(6,21),-0.0130585 # DEPENDENCYPART_SIBL
(6,20),(6,21),0.031083 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.188114 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.0173396 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.00748904 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.0306174 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.018146 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.0307129 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0974146 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.00927389 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.0137117 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.110222 # DEPENDENCYPART_SIBL
(7,1),(7,14),-0.0241952 # DEPENDENCYPART_SIBL
(7,1),(7,15),-0.0494229 # DEPENDENCYPART_SIBL
(7,1),(7,17),0.00923008 # DEPENDENCYPART_SIBL
(7,1),(7,18),0.0389543 # DEPENDENCYPART_SIBL
(7,1),(7,20),0.00469561 # DEPENDENCYPART_SIBL
(7,1),(7,21),0.0344157 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.0182342 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0987961 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.148826 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.0207942 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.196254 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0118161 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.00512069 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.0578416 # DEPENDENCYPART_SIBL
(7,2),(7,13),0.026113 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.0368078 # DEPENDENCYPART_SIBL
(7,2),(7,15),0.00122059 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.00516727 # DEPENDENCYPART_SIBL
(7,2),(7,18),0.0785206 # DEPENDENCYPART_SIBL
(7,2),(7,20),-0.00210997 # DEPENDENCYPART_SIBL
(7,2),(7,21),0.138368 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0500962 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.00970509 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.000521921 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.152022 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0254535 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0161152 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.0864858 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.0874904 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0151587 # DEPENDENCYPART_SIBL
(7,3),(7,15),0.159761 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.016159 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.00145417 # DEPENDENCYPART_SIBL
(7,3),(7,20),-0.0639156 # DEPENDENCYPART_SIBL
(7,3),(7,21),-0.0488536 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0270222 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0200355 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.023236 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.111638 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.004988 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.0428137 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.134979 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0240693 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.0566202 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.0050318 # DEPENDENCYPART_SIBL
(7,4),(7,18),0.0617235 # DEPENDENCYPART_SIBL
(7,4),(7,20),-0.00933976 # DEPENDENCYPART_SIBL
(7,4),(7,21),0.0479652 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0343938 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.00870905 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0785979 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0239745 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0211236 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.20492 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0316379 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.00653202 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.0240255 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.0139602 # DEPENDENCYPART_SIBL
(7,5),(7,20),-0.0447928 # DEPENDENCYPART_SIBL
(7,5),(7,21),0.119252 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0419912 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.115492 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0112356 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0128001 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.0898535 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0288339 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.0618908 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.0112794 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.0256026 # DEPENDENCYPART_SIBL
(7,6),(7,20),-0.0229721 # DEPENDENCYPART_SIBL
(7,6),(7,21),0.051081 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0955824 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0447161 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.107888 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.00403599 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0529939 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0350064 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.0447161 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.0731076 # DEPENDENCYPART_SIBL
(7,8),(7,20),0.120961 # DEPENDENCYPART_SIBL
(7,8),(7,21),0.0332726 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0566468 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0196514 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.0853824 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.107058 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.00714156 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.056647 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.0729582 # DEPENDENCYPART_SIBL
(7,9),(7,20),-0.0314836 # DEPENDENCYPART_SIBL
(7,9),(7,21),0.0337044 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0239646 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.00517041 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.0636981 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.0708461 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.229219 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.00952491 # DEPENDENCYPART_SIBL
(7,11),(7,20),-0.129245 # DEPENDENCYPART_SIBL
(7,11),(7,21),0.0629013 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.676056 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.0421109 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.304007 # DEPENDENCYPART_SIBL
(7,12),(7,17),0.187851 # DEPENDENCYPART_SIBL
(7,12),(7,18),0.410703 # DEPENDENCYPART_SIBL
(7,12),(7,20),0.1473 # DEPENDENCYPART_SIBL
(7,12),(7,21),0.0860223 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.0577176 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.0499985 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.146341 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.0697335 # DEPENDENCYPART_SIBL
(7,13),(7,20),-0.133271 # DEPENDENCYPART_SIBL
(7,13),(7,21),0.249211 # DEPENDENCYPART_SIBL
(7,14),(7,15),0.00943047 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.0533765 # DEPENDENCYPART_SIBL
(7,14),(7,18),0.00577904 # DEPENDENCYPART_SIBL
(7,14),(7,20),-0.00844964 # DEPENDENCYPART_SIBL
(7,14),(7,21),-0.0168425 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.184287 # DEPENDENCYPART_SIBL
(7,15),(7,18),-0.103386 # DEPENDENCYPART_SIBL
(7,15),(7,20),-0.155264 # DEPENDENCYPART_SIBL
(7,15),(7,21),0.0336801 # DEPENDENCYPART_SIBL
(7,17),(7,18),-0.00643276 # DEPENDENCYPART_SIBL
(7,17),(7,20),-0.127696 # DEPENDENCYPART_SIBL
(7,17),(7,21),0.0610208 # DEPENDENCYPART_SIBL
(7,18),(7,20),0.0250264 # DEPENDENCYPART_SIBL
(7,18),(7,21),0.00452198 # DEPENDENCYPART_SIBL
(7,20),(7,21),0.0619651 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.1647 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.0117361 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.0053138 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.026214 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.00411132 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0218399 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.0210476 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0496885 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.00858255 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.0187595 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.00578615 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.0838156 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0908243 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.084319 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0190918 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0879151 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.00336625 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.167751 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.0531183 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0379004 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0232836 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.235151 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.103682 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0204879 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.000785872 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0915293 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.160647 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0240832 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.00618535 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.00687797 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.00781948 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0223111 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.00416433 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0393463 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0341295 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0268424 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0408294 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0508592 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.0291815 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.0166377 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0378565 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0296167 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0507743 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0179029 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0401054 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0476596 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0774029 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0534611 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0947768 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.157487 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.126325 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.00656643 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.530676 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.137288 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0652236 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0743662 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0282416 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0101431 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.212408 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.115672 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0490005 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0282418 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0799655 # DEPENDENCYPART_SIBL
(9,8),(9,21),-0.0493933 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.702132 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.115124 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.158995 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.218995 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.404466 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.702132 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.162923 # DEPENDENCYPART_SIBL
(9,10),(9,21),-0.129917 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0702016 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.0553852 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.301553 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.4824 # DEPENDENCYPART_SIBL
(9,11),(9,17),-1.01721 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.103967 # DEPENDENCYPART_SIBL
(9,11),(9,21),0.098564 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.866817 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.055475 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.378765 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0367393 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.602024 # DEPENDENCYPART_SIBL
(9,12),(9,21),0.395117 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0474397 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.234284 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.370385 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0451721 # DEPENDENCYPART_SIBL
(9,13),(9,21),0.182042 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.410521 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.668266 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.174569 # DEPENDENCYPART_SIBL
(9,14),(9,21),-0.117645 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.556442 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.0421012 # DEPENDENCYPART_SIBL
(9,15),(9,21),0.405153 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.100741 # DEPENDENCYPART_SIBL
(9,17),(9,21),0.0968212 # DEPENDENCYPART_SIBL
(9,18),(9,21),0.042026 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.00774309 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0212257 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.0342137 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.204853 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0281453 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.000210616 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.00858356 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.00639141 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.0130712 # DEPENDENCYPART_SIBL
(11,1),(11,18),-0.0315377 # DEPENDENCYPART_SIBL
(11,1),(11,20),0.0423643 # DEPENDENCYPART_SIBL
(11,1),(11,21),0.04236 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0218105 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.0746449 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.190219 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.123097 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.0614516 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.0391248 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.0320441 # DEPENDENCYPART_SIBL
(11,4),(11,17),0.0776381 # DEPENDENCYPART_SIBL
(11,4),(11,18),0.0498093 # DEPENDENCYPART_SIBL
(11,4),(11,20),0.0983163 # DEPENDENCYPART_SIBL
(11,4),(11,21),0.0839351 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0713042 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.289055 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.07049 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0382237 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0327572 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0361947 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0561769 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0502119 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.0284262 # DEPENDENCYPART_SIBL
(11,8),(11,21),-0.0133758 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.134813 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0311494 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0331487 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0401042 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0615956 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.000430942 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.00295422 # DEPENDENCYPART_SIBL
(11,9),(11,20),0.0612584 # DEPENDENCYPART_SIBL
(11,9),(11,21),0.0176361 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0514021 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.207248 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0287419 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.241268 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.00548622 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0774064 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.013657 # DEPENDENCYPART_SIBL
(11,10),(11,21),-0.113725 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.680945 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.170286 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.50893 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.699585 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.453757 # DEPENDENCYPART_SIBL
(11,12),(11,20),0.573675 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.00473266 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0160739 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0707002 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.121739 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.112953 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.168423 # DEPENDENCYPART_SIBL
(11,13),(11,21),0.120057 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0301103 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.0241225 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0267714 # DEPENDENCYPART_SIBL
(11,14),(11,20),0.0024506 # DEPENDENCYPART_SIBL
(11,14),(11,21),-0.116905 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0177739 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0587439 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.0624581 # DEPENDENCYPART_SIBL
(11,15),(11,21),0.0460218 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.0641626 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.0648069 # DEPENDENCYPART_SIBL
(11,17),(11,21),-0.00410644 # DEPENDENCYPART_SIBL
(11,18),(11,20),0.100148 # DEPENDENCYPART_SIBL
(11,18),(11,21),-0.059358 # DEPENDENCYPART_SIBL
(11,20),(11,21),0.0267527 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0663256 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0398427 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.070814 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0393905 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.0614188 # DEPENDENCYPART_SIBL
(13,12),(13,21),-0.00288346 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.314845 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.182087 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.0277703 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.147857 # DEPENDENCYPART_SIBL
(13,14),(13,21),-0.041671 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.376743 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.2039 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.358548 # DEPENDENCYPART_SIBL
(13,15),(13,21),-0.0210655 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.0907364 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.326265 # DEPENDENCYPART_SIBL
(13,17),(13,21),-0.0650749 # DEPENDENCYPART_SIBL
(13,18),(13,20),0.00070092 # DEPENDENCYPART_SIBL
(13,18),(13,21),0.0242068 # DEPENDENCYPART_SIBL
(13,20),(13,21),-0.0324587 # DEPENDENCYPART_SIBL
(15,1),(15,2),0.260989 # DEPENDENCYPART_SIBL
(15,1),(15,4),0.0123564 # DEPENDENCYPART_SIBL
(15,1),(15,5),-0.044656 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.0035072 # DEPENDENCYPART_SIBL
(15,1),(15,7),0.0416813 # DEPENDENCYPART_SIBL
(15,1),(15,8),0.028911 # DEPENDENCYPART_SIBL
(15,1),(15,9),0.0150937 # DEPENDENCYPART_SIBL
(15,1),(15,11),-0.0123056 # DEPENDENCYPART_SIBL
(15,1),(15,12),0.260989 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.034276 # DEPENDENCYPART_SIBL
(15,1),(15,14),-0.0634017 # DEPENDENCYPART_SIBL
(15,1),(15,16),-0.0304949 # DEPENDENCYPART_SIBL
(15,1),(15,17),0.0463246 # DEPENDENCYPART_SIBL
(15,1),(15,18),0.012443 # DEPENDENCYPART_SIBL
(15,1),(15,19),0.0346548 # DEPENDENCYPART_SIBL
(15,1),(15,20),0.0562203 # DEPENDENCYPART_SIBL
(15,1),(15,21),0.0290475 # DEPENDENCYPART_SIBL
(15,2),(15,4),0.0761941 # DEPENDENCYPART_SIBL
(15,2),(15,5),0.0599628 # DEPENDENCYPART_SIBL
(15,2),(15,6),0.0249875 # DEPENDENCYPART_SIBL
(15,2),(15,7),0.154195 # DEPENDENCYPART_SIBL
(15,2),(15,8),0.00554113 # DEPENDENCYPART_SIBL
(15,2),(15,9),0.125062 # DEPENDENCYPART_SIBL
(15,2),(15,11),0.0254847 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.0173032 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.0470919 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.00279581 # DEPENDENCYPART_SIBL
(15,2),(15,16),-0.0460959 # DEPENDENCYPART_SIBL
(15,2),(15,17),-0.0248815 # DEPENDENCYPART_SIBL
(15,2),(15,18),-0.00787429 # DEPENDENCYPART_SIBL
(15,2),(15,19),0.0833231 # DEPENDENCYPART_SIBL
(15,2),(15,20),0.0107862 # DEPENDENCYPART_SIBL
(15,2),(15,21),0.0554584 # DEPENDENCYPART_SIBL
(15,4),(15,5),-0.102709 # DEPENDENCYPART_SIBL
(15,4),(15,6),-0.0534868 # DEPENDENCYPART_SIBL
(15,4),(15,7),-0.0178743 # DEPENDENCYPART_SIBL
(15,4),(15,8),-0.0216752 # DEPENDENCYPART_SIBL
(15,4),(15,9),0.0726438 # DEPENDENCYPART_SIBL
(15,4),(15,11),-0.00726504 # DEPENDENCYPART_SIBL
(15,4),(15,12),0.0693579 # DEPENDENCYPART_SIBL
(15,4),(15,13),-0.0997646 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.123012 # DEPENDENCYPART_SIBL
