# _root_ In London , a midday rally left the market 's major index off 3.2 % , and Tokyo 's leading stock index fell only 1.8 % in surprisingly lackluster trading .
#goldHeads=7,1,7,6,6,7,0,9,12,9,12,7,7,15,13,7,7,22,18,22,22,23,17,26,24,23,23,30,30,27,7,
#predictedHeads=7,1,7,6,6,7,0,9,12,9,12,7,7,15,13,7,7,22,18,22,22,23,17,26,24,23,23,30,30,27,7,
(12,11),(12,20),0.0151388 # DEPENDENCYPART_SIBL
(12,11),(12,22),0.0274432 # DEPENDENCYPART_SIBL
(12,11),(12,23),-0.0136953 # DEPENDENCYPART_SIBL
(12,11),(12,27),-0.131208 # DEPENDENCYPART_SIBL
(12,11),(12,28),0.0282288 # DEPENDENCYPART_SIBL
(12,11),(12,31),-0.0457044 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.0596555 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0465328 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.0564951 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.165903 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.00253498 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.0169059 # DEPENDENCYPART_SIBL
(12,13),(12,20),0.0593376 # DEPENDENCYPART_SIBL
(12,13),(12,22),0.0969928 # DEPENDENCYPART_SIBL
(12,13),(12,23),-0.000635932 # DEPENDENCYPART_SIBL
(12,13),(12,27),0.192058 # DEPENDENCYPART_SIBL
(12,13),(12,28),0.056416 # DEPENDENCYPART_SIBL
(12,13),(12,31),0.134072 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0264479 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.0624841 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.0558601 # DEPENDENCYPART_SIBL
(12,14),(12,18),0.0023754 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.00233842 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.00596377 # DEPENDENCYPART_SIBL
(12,14),(12,22),0.0911886 # DEPENDENCYPART_SIBL
(12,14),(12,23),0.0322512 # DEPENDENCYPART_SIBL
(12,14),(12,27),0.0813956 # DEPENDENCYPART_SIBL
(12,14),(12,28),0.0184762 # DEPENDENCYPART_SIBL
(12,14),(12,31),-0.0140991 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0636314 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0182056 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0988877 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.118457 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.0163704 # DEPENDENCYPART_SIBL
(12,15),(12,22),-0.0345538 # DEPENDENCYPART_SIBL
(12,15),(12,23),-0.0580395 # DEPENDENCYPART_SIBL
(12,15),(12,27),0.0468445 # DEPENDENCYPART_SIBL
(12,15),(12,28),-0.0597852 # DEPENDENCYPART_SIBL
(12,15),(12,31),0.0127377 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.561845 # DEPENDENCYPART_SIBL
(12,16),(12,18),0.604327 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.0261614 # DEPENDENCYPART_SIBL
(12,16),(12,20),0.50585 # DEPENDENCYPART_SIBL
(12,16),(12,22),0.662336 # DEPENDENCYPART_SIBL
(12,16),(12,23),0.600712 # DEPENDENCYPART_SIBL
(12,16),(12,27),0.175525 # DEPENDENCYPART_SIBL
(12,16),(12,28),0.350389 # DEPENDENCYPART_SIBL
(12,16),(12,31),-0.012354 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.0136656 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.145607 # DEPENDENCYPART_SIBL
(12,17),(12,20),0.0172042 # DEPENDENCYPART_SIBL
(12,17),(12,22),-0.0487502 # DEPENDENCYPART_SIBL
(12,17),(12,23),-0.0139356 # DEPENDENCYPART_SIBL
(12,17),(12,27),0.0951962 # DEPENDENCYPART_SIBL
(12,17),(12,28),0.010085 # DEPENDENCYPART_SIBL
(12,17),(12,31),-0.0480744 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.139593 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.0732591 # DEPENDENCYPART_SIBL
(12,18),(12,22),-0.0780975 # DEPENDENCYPART_SIBL
(12,18),(12,23),-0.0242613 # DEPENDENCYPART_SIBL
(12,18),(12,27),-0.00880273 # DEPENDENCYPART_SIBL
(12,18),(12,28),-0.048634 # DEPENDENCYPART_SIBL
(12,18),(12,31),-0.0488107 # DEPENDENCYPART_SIBL
(12,19),(12,20),0.0380348 # DEPENDENCYPART_SIBL
(12,19),(12,22),-0.124865 # DEPENDENCYPART_SIBL
(12,19),(12,23),-0.0727538 # DEPENDENCYPART_SIBL
(12,19),(12,27),0.161173 # DEPENDENCYPART_SIBL
(12,19),(12,28),-0.0708639 # DEPENDENCYPART_SIBL
(12,19),(12,31),-0.16458 # DEPENDENCYPART_SIBL
(12,20),(12,22),-0.026468 # DEPENDENCYPART_SIBL
(12,20),(12,23),-0.0388042 # DEPENDENCYPART_SIBL
(12,20),(12,27),0.0795639 # DEPENDENCYPART_SIBL
(12,20),(12,28),-0.0289361 # DEPENDENCYPART_SIBL
(12,20),(12,31),0.00378271 # DEPENDENCYPART_SIBL
(12,22),(12,23),-0.0647904 # DEPENDENCYPART_SIBL
(12,22),(12,27),0.00439153 # DEPENDENCYPART_SIBL
(12,22),(12,28),-0.0769416 # DEPENDENCYPART_SIBL
(12,22),(12,31),-0.0400009 # DEPENDENCYPART_SIBL
(12,23),(12,27),0.0210312 # DEPENDENCYPART_SIBL
(12,23),(12,28),-0.066957 # DEPENDENCYPART_SIBL
(12,23),(12,31),0.0245363 # DEPENDENCYPART_SIBL
(12,27),(12,28),0.14885 # DEPENDENCYPART_SIBL
(12,27),(12,31),0.0397711 # DEPENDENCYPART_SIBL
(12,28),(12,31),-0.0245563 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0649819 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0207654 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.108481 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0104408 # DEPENDENCYPART_SIBL
(13,12),(13,22),0.0328673 # DEPENDENCYPART_SIBL
(13,12),(13,23),0.0116616 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.581176 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.123578 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0874652 # DEPENDENCYPART_SIBL
(13,14),(13,22),-0.573688 # DEPENDENCYPART_SIBL
(13,14),(13,23),-0.526208 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.163616 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.238796 # DEPENDENCYPART_SIBL
(13,15),(13,22),-0.507845 # DEPENDENCYPART_SIBL
(13,15),(13,23),-0.478113 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.559085 # DEPENDENCYPART_SIBL
(13,16),(13,22),-0.00828505 # DEPENDENCYPART_SIBL
(13,16),(13,23),0.184031 # DEPENDENCYPART_SIBL
(13,17),(13,22),-0.0406754 # DEPENDENCYPART_SIBL
(13,17),(13,23),-0.239284 # DEPENDENCYPART_SIBL
(13,22),(13,23),-0.639116 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.16129 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.109813 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0215532 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.0762007 # DEPENDENCYPART_SIBL
(14,12),(14,23),0.00484376 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0679714 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0778081 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0576357 # DEPENDENCYPART_SIBL
(14,13),(14,23),-0.0551326 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0721063 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0973877 # DEPENDENCYPART_SIBL
(14,15),(14,23),-0.0380799 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.445627 # DEPENDENCYPART_SIBL
(14,16),(14,23),0.564518 # DEPENDENCYPART_SIBL
(14,17),(14,23),0.00571781 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.13388 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.259107 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.167261 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.317756 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.0543895 # DEPENDENCYPART_SIBL
(15,9),(15,17),0.0645976 # DEPENDENCYPART_SIBL
(15,9),(15,18),-0.00348535 # DEPENDENCYPART_SIBL
(15,9),(15,19),0.076355 # DEPENDENCYPART_SIBL
(15,9),(15,20),-0.0276892 # DEPENDENCYPART_SIBL
(15,9),(15,22),-0.0381371 # DEPENDENCYPART_SIBL
(15,9),(15,23),-0.109519 # DEPENDENCYPART_SIBL
(15,9),(15,24),-0.0744475 # DEPENDENCYPART_SIBL
(15,9),(15,26),-0.0936796 # DEPENDENCYPART_SIBL
(15,9),(15,31),-0.0778038 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.151546 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.00596004 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.129526 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0838594 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0553191 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.0155184 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.0566527 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.0311356 # DEPENDENCYPART_SIBL
(15,11),(15,22),-0.0611864 # DEPENDENCYPART_SIBL
(15,11),(15,23),-0.0885186 # DEPENDENCYPART_SIBL
(15,11),(15,24),-0.0442206 # DEPENDENCYPART_SIBL
(15,11),(15,26),-0.182013 # DEPENDENCYPART_SIBL
(15,11),(15,31),-0.0722041 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.109281 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.235215 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.155154 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0698952 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.0467428 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0558192 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.105466 # DEPENDENCYPART_SIBL
(15,12),(15,22),-0.064565 # DEPENDENCYPART_SIBL
(15,12),(15,23),-0.10401 # DEPENDENCYPART_SIBL
(15,12),(15,24),-0.100197 # DEPENDENCYPART_SIBL
(15,12),(15,26),-0.122158 # DEPENDENCYPART_SIBL
(15,12),(15,31),-0.107826 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.128509 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.108465 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.12887 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.103428 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.131366 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.083703 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.0669399 # DEPENDENCYPART_SIBL
(15,13),(15,23),-0.126924 # DEPENDENCYPART_SIBL
(15,13),(15,24),-0.0957992 # DEPENDENCYPART_SIBL
(15,13),(15,26),-0.148241 # DEPENDENCYPART_SIBL
(15,13),(15,31),0.00389122 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0247334 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.115502 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0378726 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0869294 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.0421251 # DEPENDENCYPART_SIBL
(15,14),(15,22),-0.0461104 # DEPENDENCYPART_SIBL
(15,14),(15,23),-0.0481857 # DEPENDENCYPART_SIBL
(15,14),(15,24),-0.0452258 # DEPENDENCYPART_SIBL
(15,14),(15,26),0.0253087 # DEPENDENCYPART_SIBL
(15,14),(15,31),0.0134724 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.607799 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.624621 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.0491764 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.570938 # DEPENDENCYPART_SIBL
(15,16),(15,22),0.778058 # DEPENDENCYPART_SIBL
(15,16),(15,23),0.558884 # DEPENDENCYPART_SIBL
(15,16),(15,24),0.418434 # DEPENDENCYPART_SIBL
(15,16),(15,26),0.735937 # DEPENDENCYPART_SIBL
(15,16),(15,31),0.124336 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.115298 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0193376 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.133625 # DEPENDENCYPART_SIBL
(15,17),(15,22),0.0685044 # DEPENDENCYPART_SIBL
(15,17),(15,23),0.0629126 # DEPENDENCYPART_SIBL
(15,17),(15,24),0.143861 # DEPENDENCYPART_SIBL
(15,17),(15,26),0.00167471 # DEPENDENCYPART_SIBL
(15,17),(15,31),0.110772 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.16208 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.102218 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.101004 # DEPENDENCYPART_SIBL
(15,18),(15,23),-0.0993137 # DEPENDENCYPART_SIBL
(15,18),(15,24),-0.0937139 # DEPENDENCYPART_SIBL
(15,18),(15,26),-0.0391619 # DEPENDENCYPART_SIBL
(15,18),(15,31),-0.0582762 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.0330232 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.116412 # DEPENDENCYPART_SIBL
(15,19),(15,23),-0.120465 # DEPENDENCYPART_SIBL
(15,19),(15,24),-0.0882525 # DEPENDENCYPART_SIBL
(15,19),(15,26),-0.0753725 # DEPENDENCYPART_SIBL
(15,19),(15,31),-0.150124 # DEPENDENCYPART_SIBL
(15,20),(15,22),-0.0354313 # DEPENDENCYPART_SIBL
(15,20),(15,23),-0.101172 # DEPENDENCYPART_SIBL
(15,20),(15,24),-0.0557175 # DEPENDENCYPART_SIBL
(15,20),(15,26),0.0114936 # DEPENDENCYPART_SIBL
(15,20),(15,31),0.00262557 # DEPENDENCYPART_SIBL
(15,22),(15,23),-0.0977217 # DEPENDENCYPART_SIBL
(15,22),(15,24),-0.104783 # DEPENDENCYPART_SIBL
(15,22),(15,26),-0.0166488 # DEPENDENCYPART_SIBL
(15,22),(15,31),-0.00918059 # DEPENDENCYPART_SIBL
(15,23),(15,24),-0.055778 # DEPENDENCYPART_SIBL
(15,23),(15,26),0.0318088 # DEPENDENCYPART_SIBL
(15,23),(15,31),0.0573713 # DEPENDENCYPART_SIBL
(15,24),(15,26),0.0708496 # DEPENDENCYPART_SIBL
(15,24),(15,31),-9.8798e-05 # DEPENDENCYPART_SIBL
(15,26),(15,31),0.0220501 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.313736 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.419243 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.444046 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.476877 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.733111 # DEPENDENCYPART_SIBL
(17,18),(17,26),-0.248747 # DEPENDENCYPART_SIBL
(17,18),(17,27),-0.119937 # DEPENDENCYPART_SIBL
(17,18),(17,30),-0.475284 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.147908 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.351579 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.375147 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.467279 # DEPENDENCYPART_SIBL
(17,19),(17,26),-0.238183 # DEPENDENCYPART_SIBL
(17,19),(17,27),0.144424 # DEPENDENCYPART_SIBL
(17,19),(17,30),-0.376959 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.418137 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.441308 # DEPENDENCYPART_SIBL
(17,20),(17,23),-0.583782 # DEPENDENCYPART_SIBL
(17,20),(17,26),-0.302996 # DEPENDENCYPART_SIBL
(17,20),(17,27),-0.0484265 # DEPENDENCYPART_SIBL
(17,20),(17,30),-0.443752 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.563299 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.719765 # DEPENDENCYPART_SIBL
(17,21),(17,26),-0.380219 # DEPENDENCYPART_SIBL
(17,21),(17,27),0.0220879 # DEPENDENCYPART_SIBL
(17,21),(17,30),-0.585092 # DEPENDENCYPART_SIBL
(17,22),(17,23),-0.729153 # DEPENDENCYPART_SIBL
(17,22),(17,26),-0.386131 # DEPENDENCYPART_SIBL
(17,22),(17,27),-0.0111945 # DEPENDENCYPART_SIBL
(17,22),(17,30),-0.593321 # DEPENDENCYPART_SIBL
(17,23),(17,26),-0.391355 # DEPENDENCYPART_SIBL
(17,23),(17,27),-0.193828 # DEPENDENCYPART_SIBL
(17,23),(17,30),-0.527163 # DEPENDENCYPART_SIBL
(17,26),(17,27),0.263005 # DEPENDENCYPART_SIBL
(17,26),(17,30),-0.389432 # DEPENDENCYPART_SIBL
(17,27),(17,30),-0.261603 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.249685 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.044087 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0886503 # DEPENDENCYPART_SIBL
(18,17),(18,25),-0.079328 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0134929 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.233609 # DEPENDENCYPART_SIBL
(18,19),(18,25),0.091795 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0525612 # DEPENDENCYPART_SIBL
(18,20),(18,25),0.0644416 # DEPENDENCYPART_SIBL
(18,21),(18,25),-0.0310696 # DEPENDENCYPART_SIBL
(20,1),(20,7),-0.0465767 # DEPENDENCYPART_SIBL
(20,1),(20,12),-0.014076 # DEPENDENCYPART_SIBL
(20,1),(20,13),-0.140516 # DEPENDENCYPART_SIBL
(20,1),(20,15),0.0108787 # DEPENDENCYPART_SIBL
(20,1),(20,18),-0.0369939 # DEPENDENCYPART_SIBL
(20,1),(20,19),-0.0106494 # DEPENDENCYPART_SIBL
(20,1),(20,21),0.148537 # DEPENDENCYPART_SIBL
(20,1),(20,22),0.0902895 # DEPENDENCYPART_SIBL
(20,1),(20,23),-0.0452837 # DEPENDENCYPART_SIBL
(20,1),(20,24),0.0241536 # DEPENDENCYPART_SIBL
(20,1),(20,25),0.0333559 # DEPENDENCYPART_SIBL
(20,1),(20,26),0.102501 # DEPENDENCYPART_SIBL
(20,1),(20,27),-0.03491 # DEPENDENCYPART_SIBL
(20,1),(20,28),0.026749 # DEPENDENCYPART_SIBL
(20,1),(20,30),0.0775661 # DEPENDENCYPART_SIBL
(20,7),(20,12),0.0337271 # DEPENDENCYPART_SIBL
(20,7),(20,13),-0.0393626 # DEPENDENCYPART_SIBL
(20,7),(20,15),0.0333866 # DEPENDENCYPART_SIBL
(20,7),(20,18),0.0616978 # DEPENDENCYPART_SIBL
(20,7),(20,19),0.0339186 # DEPENDENCYPART_SIBL
(20,7),(20,21),0.0597252 # DEPENDENCYPART_SIBL
(20,7),(20,22),0.0273033 # DEPENDENCYPART_SIBL
(20,7),(20,23),-0.0402558 # DEPENDENCYPART_SIBL
(20,7),(20,24),-0.0190602 # DEPENDENCYPART_SIBL
(20,7),(20,25),-0.00826617 # DEPENDENCYPART_SIBL
(20,7),(20,26),0.0234186 # DEPENDENCYPART_SIBL
(20,7),(20,27),0.00196324 # DEPENDENCYPART_SIBL
(20,7),(20,28),-0.0171939 # DEPENDENCYPART_SIBL
(20,7),(20,30),0.022509 # DEPENDENCYPART_SIBL
(20,12),(20,13),0.0289575 # DEPENDENCYPART_SIBL
(20,12),(20,15),-0.224005 # DEPENDENCYPART_SIBL
(20,12),(20,18),-0.12386 # DEPENDENCYPART_SIBL
(20,12),(20,19),-0.0110574 # DEPENDENCYPART_SIBL
(20,12),(20,21),0.0164683 # DEPENDENCYPART_SIBL
(20,12),(20,22),0.00910074 # DEPENDENCYPART_SIBL
(20,12),(20,23),-0.0181836 # DEPENDENCYPART_SIBL
(20,12),(20,24),-0.0340573 # DEPENDENCYPART_SIBL
(20,12),(20,25),0.0123192 # DEPENDENCYPART_SIBL
(20,12),(20,26),-0.0123936 # DEPENDENCYPART_SIBL
(20,12),(20,27),0.072016 # DEPENDENCYPART_SIBL
(20,12),(20,28),0.010941 # DEPENDENCYPART_SIBL
(20,12),(20,30),-0.00997794 # DEPENDENCYPART_SIBL
(20,13),(20,15),-0.00738777 # DEPENDENCYPART_SIBL
(20,13),(20,18),-0.0536546 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.00327802 # DEPENDENCYPART_SIBL
(20,13),(20,21),-0.000150458 # DEPENDENCYPART_SIBL
(20,13),(20,22),-0.0354619 # DEPENDENCYPART_SIBL
(20,13),(20,23),-0.0710375 # DEPENDENCYPART_SIBL
(20,13),(20,24),-0.039236 # DEPENDENCYPART_SIBL
(20,13),(20,25),0.0251139 # DEPENDENCYPART_SIBL
(20,13),(20,26),-0.0478256 # DEPENDENCYPART_SIBL
(20,13),(20,27),-0.0598183 # DEPENDENCYPART_SIBL
(20,13),(20,28),-0.0368578 # DEPENDENCYPART_SIBL
(20,13),(20,30),-0.044524 # DEPENDENCYPART_SIBL
(20,15),(20,18),-0.143651 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.0173068 # DEPENDENCYPART_SIBL
(20,15),(20,21),0.0298614 # DEPENDENCYPART_SIBL
(20,15),(20,22),0.0179461 # DEPENDENCYPART_SIBL
(20,15),(20,23),0.0105175 # DEPENDENCYPART_SIBL
(20,15),(20,24),-0.0245216 # DEPENDENCYPART_SIBL
(20,15),(20,25),-0.0121624 # DEPENDENCYPART_SIBL
(20,15),(20,26),-0.0271432 # DEPENDENCYPART_SIBL
(20,15),(20,27),0.0724806 # DEPENDENCYPART_SIBL
(20,15),(20,28),0.018717 # DEPENDENCYPART_SIBL
(20,15),(20,30),-0.0015207 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.0452687 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.0754016 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.0461431 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.00889331 # DEPENDENCYPART_SIBL
(20,18),(20,24),-0.0579454 # DEPENDENCYPART_SIBL
(20,18),(20,25),0.0397849 # DEPENDENCYPART_SIBL
(20,18),(20,26),0.0435285 # DEPENDENCYPART_SIBL
(20,18),(20,27),0.00550759 # DEPENDENCYPART_SIBL
(20,18),(20,28),-0.0106317 # DEPENDENCYPART_SIBL
(20,18),(20,30),0.0687206 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.0358387 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.00760256 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.026227 # DEPENDENCYPART_SIBL
(20,19),(20,24),0.0104678 # DEPENDENCYPART_SIBL
(20,19),(20,25),-0.0120847 # DEPENDENCYPART_SIBL
(20,19),(20,26),0.0032919 # DEPENDENCYPART_SIBL
(20,19),(20,27),0.00652975 # DEPENDENCYPART_SIBL
(20,19),(20,28),0.0173941 # DEPENDENCYPART_SIBL
(20,19),(20,30),0.00374239 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.199811 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.0976097 # DEPENDENCYPART_SIBL
(20,21),(20,24),0.0305259 # DEPENDENCYPART_SIBL
(20,21),(20,25),-0.0690509 # DEPENDENCYPART_SIBL
(20,21),(20,26),-0.202062 # DEPENDENCYPART_SIBL
(20,21),(20,27),-0.024755 # DEPENDENCYPART_SIBL
(20,21),(20,28),0.0737408 # DEPENDENCYPART_SIBL
(20,21),(20,30),-0.244708 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.0840934 # DEPENDENCYPART_SIBL
(20,22),(20,24),0.00679989 # DEPENDENCYPART_SIBL
(20,22),(20,25),-0.0502981 # DEPENDENCYPART_SIBL
(20,22),(20,26),-0.178202 # DEPENDENCYPART_SIBL
(20,22),(20,27),0.00152248 # DEPENDENCYPART_SIBL
(20,22),(20,28),0.0499039 # DEPENDENCYPART_SIBL
(20,22),(20,30),-0.22316 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.0751219 # DEPENDENCYPART_SIBL
(20,23),(20,25),-0.0890147 # DEPENDENCYPART_SIBL
(20,23),(20,26),-0.175544 # DEPENDENCYPART_SIBL
(20,23),(20,27),-0.0158232 # DEPENDENCYPART_SIBL
(20,23),(20,28),-0.0559865 # DEPENDENCYPART_SIBL
(20,23),(20,30),-0.170184 # DEPENDENCYPART_SIBL
(20,24),(20,25),-0.115774 # DEPENDENCYPART_SIBL
(20,24),(20,26),-0.282811 # DEPENDENCYPART_SIBL
(20,24),(20,27),-0.0252167 # DEPENDENCYPART_SIBL
(20,24),(20,28),-0.166346 # DEPENDENCYPART_SIBL
(20,24),(20,30),-0.248847 # DEPENDENCYPART_SIBL
(20,25),(20,26),-0.158367 # DEPENDENCYPART_SIBL
(20,25),(20,27),-0.0162789 # DEPENDENCYPART_SIBL
(20,25),(20,28),-0.0345359 # DEPENDENCYPART_SIBL
(20,25),(20,30),-0.16701 # DEPENDENCYPART_SIBL
(20,26),(20,27),0.0315385 # DEPENDENCYPART_SIBL
(20,26),(20,28),0.0516026 # DEPENDENCYPART_SIBL
(20,26),(20,30),-0.135307 # DEPENDENCYPART_SIBL
(20,27),(20,28),0.0449602 # DEPENDENCYPART_SIBL
(20,27),(20,30),-0.0598315 # DEPENDENCYPART_SIBL
(20,28),(20,30),-0.195551 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.241975 # DEPENDENCYPART_SIBL
(22,4),(22,5),0.245154 # DEPENDENCYPART_SIBL
(22,4),(22,6),0.21669 # DEPENDENCYPART_SIBL
(22,4),(22,9),0.251973 # DEPENDENCYPART_SIBL
(22,4),(22,11),0.316806 # DEPENDENCYPART_SIBL
(22,4),(22,12),0.19613 # DEPENDENCYPART_SIBL
(22,4),(22,13),0.0633236 # DEPENDENCYPART_SIBL
(22,4),(22,14),0.127455 # DEPENDENCYPART_SIBL
(22,4),(22,15),0.270006 # DEPENDENCYPART_SIBL
(22,4),(22,16),0.382444 # DEPENDENCYPART_SIBL
(22,4),(22,17),-0.0963881 # DEPENDENCYPART_SIBL
(22,4),(22,18),0.251311 # DEPENDENCYPART_SIBL
(22,4),(22,19),0.0294081 # DEPENDENCYPART_SIBL
(22,4),(22,20),0.658225 # DEPENDENCYPART_SIBL
(22,4),(22,21),0.292411 # DEPENDENCYPART_SIBL
(22,4),(22,23),0.2197 # DEPENDENCYPART_SIBL
(22,4),(22,24),0.0503087 # DEPENDENCYPART_SIBL
(22,4),(22,25),0.107197 # DEPENDENCYPART_SIBL
(22,4),(22,26),-0.150129 # DEPENDENCYPART_SIBL
(22,4),(22,27),0.0590899 # DEPENDENCYPART_SIBL
(22,5),(22,6),-0.0753036 # DEPENDENCYPART_SIBL
(22,5),(22,9),-0.0621501 # DEPENDENCYPART_SIBL
(22,5),(22,11),0.0697111 # DEPENDENCYPART_SIBL
(22,5),(22,12),-0.10302 # DEPENDENCYPART_SIBL
