# _root_ Asked what stocks the computer bought , the money manager says , `` I do n't know . ''
#goldHeads=11,3,6,5,6,1,11,10,10,11,0,11,15,15,11,15,15,11,11,
#predictedHeads=11,3,1,5,3,3,11,10,10,11,0,11,11,15,11,15,15,15,15,
(5,2),(5,4),-0.530236 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0363718 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.127346 # DEPENDENCYPART_SIBL
(5,2),(5,10),-0.0210883 # DEPENDENCYPART_SIBL
(5,2),(5,11),0.00690904 # DEPENDENCYPART_SIBL
(5,2),(5,12),-0.127346 # DEPENDENCYPART_SIBL
(5,2),(5,13),-0.0284123 # DEPENDENCYPART_SIBL
(5,2),(5,15),-0.0694107 # DEPENDENCYPART_SIBL
(5,2),(5,18),-0.215779 # DEPENDENCYPART_SIBL
(5,2),(5,19),-0.0195437 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.0736442 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0759244 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0906526 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.0710325 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.0197345 # DEPENDENCYPART_SIBL
(5,3),(5,12),-0.0906526 # DEPENDENCYPART_SIBL
(5,3),(5,13),-0.0643465 # DEPENDENCYPART_SIBL
(5,3),(5,15),-0.102788 # DEPENDENCYPART_SIBL
(5,3),(5,18),0.015174 # DEPENDENCYPART_SIBL
(5,3),(5,19),-0.0823566 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.290356 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.00298101 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.00583999 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.241349 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.00298101 # DEPENDENCYPART_SIBL
(5,4),(5,13),0.00851764 # DEPENDENCYPART_SIBL
(5,4),(5,15),0.342997 # DEPENDENCYPART_SIBL
(5,4),(5,18),-0.125709 # DEPENDENCYPART_SIBL
(5,4),(5,19),0.0567046 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.258248 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.0523253 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.159562 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.258248 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.0243963 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.085924 # DEPENDENCYPART_SIBL
(5,6),(5,18),-0.00540131 # DEPENDENCYPART_SIBL
(5,6),(5,19),0.0423323 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.670799 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.324728 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.153885 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.327869 # DEPENDENCYPART_SIBL
(5,7),(5,15),0.342718 # DEPENDENCYPART_SIBL
(5,7),(5,18),-0.0111969 # DEPENDENCYPART_SIBL
(5,7),(5,19),0.357131 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.0587456 # DEPENDENCYPART_SIBL
(5,10),(5,12),0.0158717 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.042203 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.0424959 # DEPENDENCYPART_SIBL
(5,10),(5,18),-0.00440609 # DEPENDENCYPART_SIBL
(5,10),(5,19),-0.0178613 # DEPENDENCYPART_SIBL
(5,11),(5,12),0.265751 # DEPENDENCYPART_SIBL
(5,11),(5,13),0.0248914 # DEPENDENCYPART_SIBL
(5,11),(5,15),-0.109468 # DEPENDENCYPART_SIBL
(5,11),(5,18),0.105095 # DEPENDENCYPART_SIBL
(5,11),(5,19),0.0912706 # DEPENDENCYPART_SIBL
(5,12),(5,13),0.327869 # DEPENDENCYPART_SIBL
(5,12),(5,15),0.342718 # DEPENDENCYPART_SIBL
(5,12),(5,18),-0.0111969 # DEPENDENCYPART_SIBL
(5,12),(5,19),0.357131 # DEPENDENCYPART_SIBL
(5,13),(5,15),0.254435 # DEPENDENCYPART_SIBL
(5,13),(5,18),0.0925533 # DEPENDENCYPART_SIBL
(5,13),(5,19),0.362607 # DEPENDENCYPART_SIBL
(5,15),(5,18),0.142835 # DEPENDENCYPART_SIBL
(5,15),(5,19),0.130067 # DEPENDENCYPART_SIBL
(5,18),(5,19),0.760244 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.0797546 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.100616 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.120139 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.0140953 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.0391507 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.00951338 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.0522974 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.0436044 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.0388549 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.0391507 # DEPENDENCYPART_SIBL
(6,1),(6,13),0.114031 # DEPENDENCYPART_SIBL
(6,1),(6,14),0.0448606 # DEPENDENCYPART_SIBL
(6,1),(6,15),0.0608085 # DEPENDENCYPART_SIBL
(6,1),(6,16),0.0407084 # DEPENDENCYPART_SIBL
(6,1),(6,17),-0.00633392 # DEPENDENCYPART_SIBL
(6,1),(6,18),0.201335 # DEPENDENCYPART_SIBL
(6,1),(6,19),0.151003 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.0465659 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.112775 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0112449 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.208776 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.181482 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.106348 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.0873914 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.197379 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.208776 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.164816 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.109922 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.176836 # DEPENDENCYPART_SIBL
(6,2),(6,16),-0.00411773 # DEPENDENCYPART_SIBL
(6,2),(6,17),-0.191551 # DEPENDENCYPART_SIBL
(6,2),(6,18),-0.539146 # DEPENDENCYPART_SIBL
(6,2),(6,19),-0.159601 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.0579458 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0169435 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.00930258 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0812611 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.0186784 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.0178512 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.145528 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.00930258 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0900214 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.0644136 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.129666 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.04929 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.0604908 # DEPENDENCYPART_SIBL
(6,3),(6,18),0.0225693 # DEPENDENCYPART_SIBL
(6,3),(6,19),-0.147993 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0572893 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.125382 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.203161 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.130595 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.130513 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0621273 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.125382 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.160997 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0569312 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.0449305 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.0644954 # DEPENDENCYPART_SIBL
(6,4),(6,17),-0.203158 # DEPENDENCYPART_SIBL
(6,4),(6,18),-0.211552 # DEPENDENCYPART_SIBL
(6,4),(6,19),-0.0440781 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.024772 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.124801 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0565904 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0205436 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0590252 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.024772 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0579385 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.049374 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0821357 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.0609496 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.0519109 # DEPENDENCYPART_SIBL
(6,5),(6,18),0.0194815 # DEPENDENCYPART_SIBL
(6,5),(6,19),-0.0430562 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.122985 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0495558 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0683042 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0215786 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.250174 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.0825132 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.140576 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.150762 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.0314454 # DEPENDENCYPART_SIBL
(6,7),(6,17),0.0347753 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.0952126 # DEPENDENCYPART_SIBL
(6,7),(6,19),0.016505 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.244082 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.221713 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0705018 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.154156 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.143768 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.114729 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.151051 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0952704 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.0988585 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.243979 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.147494 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.172782 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.0194099 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.00408292 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.0145714 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0699614 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0582967 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0527601 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.0468585 # DEPENDENCYPART_SIBL
(6,9),(6,18),0.00952935 # DEPENDENCYPART_SIBL
(6,9),(6,19),0.0148939 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0167785 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0172267 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0204376 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0945244 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.088052 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.041901 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.0690983 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.00834864 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.00847045 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.10258 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.155472 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.198875 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.326682 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.171581 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.199115 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.00900159 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.0334775 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.0825132 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.140576 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.150762 # DEPENDENCYPART_SIBL
(6,12),(6,16),0.0314454 # DEPENDENCYPART_SIBL
(6,12),(6,17),0.0347753 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.0952126 # DEPENDENCYPART_SIBL
(6,12),(6,19),0.016505 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.124341 # DEPENDENCYPART_SIBL
(6,13),(6,15),0.192165 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.0310647 # DEPENDENCYPART_SIBL
(6,13),(6,17),0.0584902 # DEPENDENCYPART_SIBL
(6,13),(6,18),-0.0175255 # DEPENDENCYPART_SIBL
(6,13),(6,19),0.0510787 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.0234735 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.0194691 # DEPENDENCYPART_SIBL
(6,14),(6,17),0.101133 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.0194883 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.0528494 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.0181809 # DEPENDENCYPART_SIBL
(6,15),(6,17),-0.0984473 # DEPENDENCYPART_SIBL
(6,15),(6,18),0.0970063 # DEPENDENCYPART_SIBL
(6,15),(6,19),0.175031 # DEPENDENCYPART_SIBL
(6,16),(6,17),0.282033 # DEPENDENCYPART_SIBL
(6,16),(6,18),0.0341891 # DEPENDENCYPART_SIBL
(6,16),(6,19),0.0210558 # DEPENDENCYPART_SIBL
(6,17),(6,18),-0.05701 # DEPENDENCYPART_SIBL
(6,17),(6,19),0.0267419 # DEPENDENCYPART_SIBL
(6,18),(6,19),1.09287 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0399291 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0762833 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0285895 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.119519 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0844184 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.100598 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.096088 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.276095 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0800975 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0831088 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.407171 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0261542 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.147168 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0462422 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.037426 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0261253 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0268339 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.0489206 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.000162961 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.257436 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.0236598 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.111111 # DEPENDENCYPART_SIBL
(9,11),(9,18),0.121998 # DEPENDENCYPART_SIBL
(9,11),(9,19),0.0919066 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.284878 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.299367 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.042166 # DEPENDENCYPART_SIBL
(9,12),(9,19),0.316638 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.252322 # DEPENDENCYPART_SIBL
(9,13),(9,18),0.108997 # DEPENDENCYPART_SIBL
(9,13),(9,19),0.362512 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.160154 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.130836 # DEPENDENCYPART_SIBL
(9,18),(9,19),0.761014 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.0348223 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.0515053 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.383963 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.138058 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.00209135 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.352089 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.383963 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.126415 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.0552628 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.00406849 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.0186652 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.0221444 # DEPENDENCYPART_SIBL
(10,1),(10,18),0.118703 # DEPENDENCYPART_SIBL
(10,1),(10,19),0.0392864 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.122415 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.513098 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.033942 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.0898149 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.0470193 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.513098 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.0248429 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.0139246 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0596611 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.0312147 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.066321 # DEPENDENCYPART_SIBL
(10,2),(10,18),-0.213346 # DEPENDENCYPART_SIBL
(10,2),(10,19),-0.0227913 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.0587266 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.210672 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.0636947 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.366324 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.0587266 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.219582 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0428936 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0253173 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0694743 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.102023 # DEPENDENCYPART_SIBL
(10,3),(10,18),0.0152192 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.0879297 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.427464 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.115126 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.207954 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.832044 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.368768 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.234402 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.11294 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.0266882 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.367036 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.102326 # DEPENDENCYPART_SIBL
(10,4),(10,19),0.075049 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0646282 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.166961 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.470283 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0637052 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.0874823 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.196529 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0300005 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.0134583 # DEPENDENCYPART_SIBL
(10,5),(10,18),0.0371586 # DEPENDENCYPART_SIBL
(10,5),(10,19),0.0774535 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.44606 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0996943 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.158957 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0408284 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.0837532 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0165989 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.015584 # DEPENDENCYPART_SIBL
(10,6),(10,18),0.124981 # DEPENDENCYPART_SIBL
(10,6),(10,19),0.0416042 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0846129 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.156992 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.161796 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0141319 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0587081 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0208243 # DEPENDENCYPART_SIBL
(10,7),(10,18),0.0505228 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.0101248 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.368768 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.234402 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.11294 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0266882 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.367036 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.102326 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.075049 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0894063 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.164252 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0354536 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0120332 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.0180965 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.0950918 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.303696 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0121432 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.109573 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.104129 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.0708589 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.334354 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.372222 # DEPENDENCYPART_SIBL
(10,12),(10,18),0.0177418 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.35954 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.242538 # DEPENDENCYPART_SIBL
(10,13),(10,18),0.0798018 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.325326 # DEPENDENCYPART_SIBL
(10,15),(10,18),0.142191 # DEPENDENCYPART_SIBL
(10,15),(10,19),0.110791 # DEPENDENCYPART_SIBL
(10,18),(10,19),0.740747 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.0218384 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.151621 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.00581744 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.0787521 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.249341 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.155068 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.0366779 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.023912 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.0297056 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.0875259 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.0324967 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.169196 # DEPENDENCYPART_SIBL
(11,1),(11,16),0.0896104 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.0123716 # DEPENDENCYPART_SIBL
(11,1),(11,18),0.274088 # DEPENDENCYPART_SIBL
(11,1),(11,19),0.164916 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.137275 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.00413519 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.0802089 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.118551 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.171498 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.0213737 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.0134569 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.13177 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.111544 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.133164 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.0682091 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.0324672 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.129887 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.35635 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.0609805 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.0804632 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.252561 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.0671292 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.126206 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.099953 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.0891112 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0623054 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0919772 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0753321 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.0397663 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0132596 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.0393457 # DEPENDENCYPART_SIBL
(11,3),(11,18),0.0870872 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.0122361 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.310366 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.19556 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.532216 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.755677 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.744053 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0465419 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0537805 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0641812 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.0764757 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.0982602 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.0348226 # DEPENDENCYPART_SIBL
(11,5),(11,18),0.100924 # DEPENDENCYPART_SIBL
(11,5),(11,19),0.0162782 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.109662 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.0904329 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.029165 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0166189 # DEPENDENCYPART_SIBL
