# _root_ Bear Stearns 's chief economist , Lawrence Kudlow , in the Sept. 29 issue of the firm 's Global Spectator :
#goldHeads=2,5,2,5,0,5,8,5,5,5,14,14,14,10,14,17,20,17,20,15,5,
#predictedHeads=2,5,2,5,0,5,8,5,5,5,14,14,14,10,14,17,20,17,20,15,5,
(5,7),(5,9),0.0897543 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.00551209 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.083315 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.0102127 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.0762129 # DEPENDENCYPART_SIBL
(5,7),(5,15),0.0583728 # DEPENDENCYPART_SIBL
(5,7),(5,17),-0.079619 # DEPENDENCYPART_SIBL
(5,7),(5,18),-0.123438 # DEPENDENCYPART_SIBL
(5,7),(5,20),-0.121717 # DEPENDENCYPART_SIBL
(5,7),(5,21),-0.0145444 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.0899595 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.00542657 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.0808282 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.0101736 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.0761711 # DEPENDENCYPART_SIBL
(5,8),(5,15),0.0584763 # DEPENDENCYPART_SIBL
(5,8),(5,17),-0.0795773 # DEPENDENCYPART_SIBL
(5,8),(5,18),-0.123398 # DEPENDENCYPART_SIBL
(5,8),(5,20),-0.11923 # DEPENDENCYPART_SIBL
(5,8),(5,21),-0.0145053 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.169469 # DEPENDENCYPART_SIBL
(5,9),(5,12),0.754069 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.351174 # DEPENDENCYPART_SIBL
(5,9),(5,14),0.706522 # DEPENDENCYPART_SIBL
(5,9),(5,15),0.305508 # DEPENDENCYPART_SIBL
(5,9),(5,17),0.646643 # DEPENDENCYPART_SIBL
(5,9),(5,18),-0.00218871 # DEPENDENCYPART_SIBL
(5,9),(5,20),0.666147 # DEPENDENCYPART_SIBL
(5,9),(5,21),-0.00416232 # DEPENDENCYPART_SIBL
(5,10),(5,12),0.135924 # DEPENDENCYPART_SIBL
(5,10),(5,13),0.0610547 # DEPENDENCYPART_SIBL
(5,10),(5,14),0.127081 # DEPENDENCYPART_SIBL
(5,10),(5,15),0.0207579 # DEPENDENCYPART_SIBL
(5,10),(5,17),0.0865892 # DEPENDENCYPART_SIBL
(5,10),(5,18),-0.00210085 # DEPENDENCYPART_SIBL
(5,10),(5,20),0.0843978 # DEPENDENCYPART_SIBL
(5,10),(5,21),0.0728304 # DEPENDENCYPART_SIBL
(5,12),(5,13),-0.00905043 # DEPENDENCYPART_SIBL
(5,12),(5,14),-0.0641467 # DEPENDENCYPART_SIBL
(5,12),(5,15),0.0514631 # DEPENDENCYPART_SIBL
(5,12),(5,17),-0.0675529 # DEPENDENCYPART_SIBL
(5,12),(5,18),-0.118296 # DEPENDENCYPART_SIBL
(5,12),(5,20),-0.114169 # DEPENDENCYPART_SIBL
(5,12),(5,21),0.0152331 # DEPENDENCYPART_SIBL
(5,13),(5,14),0.00246767 # DEPENDENCYPART_SIBL
(5,13),(5,15),0.0173916 # DEPENDENCYPART_SIBL
(5,13),(5,17),-0.00704795 # DEPENDENCYPART_SIBL
(5,13),(5,18),-0.0367503 # DEPENDENCYPART_SIBL
(5,13),(5,20),-0.0123215 # DEPENDENCYPART_SIBL
(5,13),(5,21),-0.0894284 # DEPENDENCYPART_SIBL
(5,14),(5,15),0.0766345 # DEPENDENCYPART_SIBL
(5,14),(5,17),-0.133208 # DEPENDENCYPART_SIBL
(5,14),(5,18),-0.0863671 # DEPENDENCYPART_SIBL
(5,14),(5,20),-0.0609676 # DEPENDENCYPART_SIBL
(5,14),(5,21),0.0184162 # DEPENDENCYPART_SIBL
(5,15),(5,17),-0.0253794 # DEPENDENCYPART_SIBL
(5,15),(5,18),0.0199212 # DEPENDENCYPART_SIBL
(5,15),(5,20),0.0446858 # DEPENDENCYPART_SIBL
(5,15),(5,21),-0.0127053 # DEPENDENCYPART_SIBL
(5,17),(5,18),-0.0883722 # DEPENDENCYPART_SIBL
(5,17),(5,20),-0.069713 # DEPENDENCYPART_SIBL
(5,17),(5,21),0.00234276 # DEPENDENCYPART_SIBL
(5,18),(5,20),-0.0869197 # DEPENDENCYPART_SIBL
(5,18),(5,21),-0.214267 # DEPENDENCYPART_SIBL
(5,20),(5,21),-0.0145053 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.117858 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.386175 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.486089 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.00718368 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0346323 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.0608071 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.0392909 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.00533163 # DEPENDENCYPART_SIBL
(7,2),(7,14),0.0213381 # DEPENDENCYPART_SIBL
(7,2),(7,15),0.022383 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.0067288 # DEPENDENCYPART_SIBL
(7,2),(7,18),0.0221726 # DEPENDENCYPART_SIBL
(7,2),(7,21),-0.0295485 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.37237 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.277612 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0440387 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.105427 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0516542 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.00503024 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0767031 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0524771 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.0458838 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.0644736 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.057103 # DEPENDENCYPART_SIBL
(7,4),(7,21),-0.0715079 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0899457 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.00898878 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.105571 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.00696309 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.00395747 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.100214 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.00822377 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.039216 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.0302085 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.085102 # DEPENDENCYPART_SIBL
(7,5),(7,21),-0.0326376 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.118268 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0332436 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0576311 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.119671 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0258371 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.143089 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.0740908 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.141085 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.565366 # DEPENDENCYPART_SIBL
(7,6),(7,21),-0.155803 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0177166 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0474592 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.056033 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0546645 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0623743 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.0164207 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.0189161 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.131611 # DEPENDENCYPART_SIBL
(7,8),(7,21),0.036768 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.1739 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.699564 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.462096 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.602846 # DEPENDENCYPART_SIBL
(7,9),(7,15),0.300883 # DEPENDENCYPART_SIBL
(7,9),(7,17),0.568062 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.025011 # DEPENDENCYPART_SIBL
(7,9),(7,21),-0.0440751 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0395361 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.00778168 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.0395767 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.0989648 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.013238 # DEPENDENCYPART_SIBL
(7,10),(7,18),0.115209 # DEPENDENCYPART_SIBL
(7,10),(7,21),0.112312 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.051785 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0533008 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.0110364 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.00984251 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.125117 # DEPENDENCYPART_SIBL
(7,12),(7,21),0.0546125 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.045625 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.00279597 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.0338954 # DEPENDENCYPART_SIBL
(7,13),(7,18),0.0676369 # DEPENDENCYPART_SIBL
(7,13),(7,21),-0.0844565 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.0426244 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.315379 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.0361631 # DEPENDENCYPART_SIBL
(7,14),(7,21),0.0241943 # DEPENDENCYPART_SIBL
(7,15),(7,17),0.153346 # DEPENDENCYPART_SIBL
(7,15),(7,18),0.468609 # DEPENDENCYPART_SIBL
(7,15),(7,21),0.197355 # DEPENDENCYPART_SIBL
(7,17),(7,18),-0.00632647 # DEPENDENCYPART_SIBL
(7,17),(7,21),0.0400816 # DEPENDENCYPART_SIBL
(7,18),(7,21),-0.103303 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0140421 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.11901 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.377585 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.618148 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.138447 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0682529 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.0735313 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.04261 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.0888781 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.0111547 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.0405447 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.0310652 # DEPENDENCYPART_SIBL
(8,1),(8,17),0.0124778 # DEPENDENCYPART_SIBL
(8,1),(8,18),0.0412917 # DEPENDENCYPART_SIBL
(8,1),(8,20),0.0499717 # DEPENDENCYPART_SIBL
(8,1),(8,21),-0.0130552 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.100767 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.359245 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.469001 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.160854 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0597855 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.0951978 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0339269 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.0693036 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.0198375 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.0454821 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.052315 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.0174153 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.0482833 # DEPENDENCYPART_SIBL
(8,2),(8,20),0.0303982 # DEPENDENCYPART_SIBL
(8,2),(8,21),-0.00438596 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.365811 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.277614 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.339118 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0707993 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.047026 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0129231 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.00573466 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0766998 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0529861 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0434727 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.0649826 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.0566289 # DEPENDENCYPART_SIBL
(8,4),(8,20),-0.0470092 # DEPENDENCYPART_SIBL
(8,4),(8,21),-0.0715079 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0839878 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.177373 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0739208 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0053118 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0860845 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0106168 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.103188 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.00473761 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.039782 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0336947 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.087605 # DEPENDENCYPART_SIBL
(8,5),(8,20),-0.0179141 # DEPENDENCYPART_SIBL
(8,5),(8,21),-0.0356147 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0663738 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.00138496 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0622602 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0850957 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.120375 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.025833 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.143598 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0716789 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.141593 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.564891 # DEPENDENCYPART_SIBL
(8,6),(8,20),-0.121237 # DEPENDENCYPART_SIBL
(8,6),(8,21),-0.155802 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0460061 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.138828 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0296575 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0947665 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.027583 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0514973 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0912619 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0234286 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.0517088 # DEPENDENCYPART_SIBL
(8,7),(8,20),0.05586 # DEPENDENCYPART_SIBL
(8,7),(8,21),0.000579474 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.226792 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0512349 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.773629 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.49968 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.638091 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.347133 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.603307 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.0116417 # DEPENDENCYPART_SIBL
(8,9),(8,20),0.70283 # DEPENDENCYPART_SIBL
(8,9),(8,21),-0.00742245 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0720769 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0561843 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.00330096 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0432883 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0899945 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.0169496 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.119379 # DEPENDENCYPART_SIBL
(8,10),(8,20),0.0372282 # DEPENDENCYPART_SIBL
(8,10),(8,21),0.116482 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0215479 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.0132599 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.058136 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0418195 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0523001 # DEPENDENCYPART_SIBL
(8,11),(8,18),0.0144728 # DEPENDENCYPART_SIBL
(8,11),(8,20),0.00378486 # DEPENDENCYPART_SIBL
(8,11),(8,21),0.029323 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0470764 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0493477 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.0225207 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.00588947 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.120719 # DEPENDENCYPART_SIBL
(8,12),(8,20),-0.0502497 # DEPENDENCYPART_SIBL
(8,12),(8,21),0.0590106 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0451328 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.00862338 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.0334032 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.0685885 # DEPENDENCYPART_SIBL
(8,13),(8,20),-0.00359502 # DEPENDENCYPART_SIBL
(8,13),(8,21),-0.0835049 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0383302 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.316344 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.036669 # DEPENDENCYPART_SIBL
(8,14),(8,20),-0.0376182 # DEPENDENCYPART_SIBL
(8,14),(8,21),0.0236885 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.154976 # DEPENDENCYPART_SIBL
(8,15),(8,18),0.470697 # DEPENDENCYPART_SIBL
(8,15),(8,20),0.0638552 # DEPENDENCYPART_SIBL
(8,15),(8,21),0.199444 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.00683235 # DEPENDENCYPART_SIBL
(8,17),(8,20),-0.0181813 # DEPENDENCYPART_SIBL
(8,17),(8,21),0.0395757 # DEPENDENCYPART_SIBL
(8,18),(8,20),-0.026426 # DEPENDENCYPART_SIBL
(8,18),(8,21),-0.103303 # DEPENDENCYPART_SIBL
(8,20),(8,21),0.041166 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0525008 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.00221223 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.115599 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.00221223 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.108891 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0858022 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0589213 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.0317691 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0326108 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.0676292 # DEPENDENCYPART_SIBL
(10,5),(10,21),0.0392693 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0787703 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0703172 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0314199 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0280344 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.032707 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.0283963 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0257121 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.00280189 # DEPENDENCYPART_SIBL
(10,6),(10,21),0.0522493 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0675028 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0808962 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0126375 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0179351 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0136348 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0201394 # DEPENDENCYPART_SIBL
(10,8),(10,20),-0.0170187 # DEPENDENCYPART_SIBL
(10,8),(10,21),0.0286715 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0314199 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0280344 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.032707 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0283963 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0257121 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.00280189 # DEPENDENCYPART_SIBL
(10,9),(10,21),0.0522493 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.470662 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.349374 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.704483 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.121973 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.469664 # DEPENDENCYPART_SIBL
(10,11),(10,21),-0.119121 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.537279 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.957654 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0797706 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.807039 # DEPENDENCYPART_SIBL
(10,12),(10,21),-0.220973 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.830208 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.123355 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.531797 # DEPENDENCYPART_SIBL
(10,13),(10,21),-0.297807 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.0418035 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.55424 # DEPENDENCYPART_SIBL
(10,14),(10,21),0.0363774 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.13455 # DEPENDENCYPART_SIBL
(10,15),(10,21),0.193882 # DEPENDENCYPART_SIBL
(10,20),(10,21),-0.241175 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0665587 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.155876 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.533601 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.13541 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0255099 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.0380163 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.0801837 # DEPENDENCYPART_SIBL
(12,7),(12,17),0.00994759 # DEPENDENCYPART_SIBL
(12,7),(12,18),0.0420009 # DEPENDENCYPART_SIBL
(12,7),(12,20),0.0465357 # DEPENDENCYPART_SIBL
(12,7),(12,21),-0.0111388 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.463202 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.158283 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.031793 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.038708 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.043775 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.0106411 # DEPENDENCYPART_SIBL
(12,8),(12,18),0.0404864 # DEPENDENCYPART_SIBL
(12,8),(12,20),0.0185368 # DEPENDENCYPART_SIBL
(12,8),(12,21),-0.0144314 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0259066 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0746661 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.152713 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.07956 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.150708 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.571676 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.127781 # DEPENDENCYPART_SIBL
(12,9),(12,21),-0.164741 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0610273 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.00949918 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.1897 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0355508 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.500409 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.0260632 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.0413444 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0475612 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0352744 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0358492 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.0501499 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.028939 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.128137 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0570838 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.311183 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0390054 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.0440953 # DEPENDENCYPART_SIBL
(12,14),(12,21),0.00486197 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.158695 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.467126 # DEPENDENCYPART_SIBL
(12,15),(12,20),0.056133 # DEPENDENCYPART_SIBL
(12,15),(12,21),0.179453 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.00916878 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.0246585 # DEPENDENCYPART_SIBL
(12,17),(12,21),0.0207492 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.0309634 # DEPENDENCYPART_SIBL
(12,18),(12,21),-0.119997 # DEPENDENCYPART_SIBL
(12,20),(12,21),0.0245524 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0333086 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.00220744 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.036384 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.0608567 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.0360512 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0343946 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0325501 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.470415 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.0357997 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.076637 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.033766 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0716921 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.077097 # DEPENDENCYPART_SIBL
