# _root_ A spokesman for Dow Jones said he had n't seen the group 's filing , but added , `` obviously Dow Jones disagrees with their conclusions .
#goldHeads=2,6,2,5,3,0,8,6,8,8,12,14,12,10,6,6,16,17,17,23,22,23,17,23,26,24,6,
#predictedHeads=2,6,2,5,3,0,8,6,8,8,12,14,12,10,6,6,16,17,17,23,22,23,17,23,26,24,6,
(10,20),(10,27),-0.0251938 # DEPENDENCYPART_SIBL
(10,21),(10,22),-0.203393 # DEPENDENCYPART_SIBL
(10,21),(10,23),-0.0629303 # DEPENDENCYPART_SIBL
(10,21),(10,24),0.0449347 # DEPENDENCYPART_SIBL
(10,21),(10,26),-0.174727 # DEPENDENCYPART_SIBL
(10,21),(10,27),0.0208705 # DEPENDENCYPART_SIBL
(10,22),(10,23),-0.06211 # DEPENDENCYPART_SIBL
(10,22),(10,24),0.0621502 # DEPENDENCYPART_SIBL
(10,22),(10,26),-0.173802 # DEPENDENCYPART_SIBL
(10,22),(10,27),0.0324784 # DEPENDENCYPART_SIBL
(10,23),(10,24),-0.0289303 # DEPENDENCYPART_SIBL
(10,23),(10,26),-0.193747 # DEPENDENCYPART_SIBL
(10,23),(10,27),0.0559058 # DEPENDENCYPART_SIBL
(10,24),(10,26),-0.323002 # DEPENDENCYPART_SIBL
(10,24),(10,27),-0.0758355 # DEPENDENCYPART_SIBL
(10,26),(10,27),0.117772 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.089307 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.203468 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.272281 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.110281 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0652351 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.119271 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.132143 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.0652351 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.0557311 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.121253 # DEPENDENCYPART_SIBL
(12,9),(12,22),-0.0290655 # DEPENDENCYPART_SIBL
(12,9),(12,23),-0.0271187 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.468548 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.01961 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0116892 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.017248 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.00162965 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0631287 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.017248 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.0146433 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.0422637 # DEPENDENCYPART_SIBL
(12,10),(12,22),0.0849469 # DEPENDENCYPART_SIBL
(12,10),(12,23),0.0512846 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.487621 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.00833785 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.159131 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.214586 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.149937 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.159131 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.0193131 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.0333172 # DEPENDENCYPART_SIBL
(12,11),(12,22),0.0921642 # DEPENDENCYPART_SIBL
(12,11),(12,23),0.248506 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.191608 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.282814 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0616384 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.129254 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.282814 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.11647 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.102774 # DEPENDENCYPART_SIBL
(12,13),(12,22),-0.12285 # DEPENDENCYPART_SIBL
(12,13),(12,23),-0.155646 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.00986881 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0676729 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.043272 # DEPENDENCYPART_SIBL
(12,14),(12,18),0.00986881 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0245442 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.0290346 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.0443277 # DEPENDENCYPART_SIBL
(12,14),(12,23),0.00209586 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.708797 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.507214 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.128616 # DEPENDENCYPART_SIBL
(12,15),(12,19),0.352214 # DEPENDENCYPART_SIBL
(12,15),(12,20),0.370229 # DEPENDENCYPART_SIBL
(12,15),(12,22),0.692462 # DEPENDENCYPART_SIBL
(12,15),(12,23),0.613839 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0968033 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0282905 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.109593 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.0865804 # DEPENDENCYPART_SIBL
(12,16),(12,22),-0.018526 # DEPENDENCYPART_SIBL
(12,16),(12,23),-0.0339614 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.208386 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.0348568 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.0523498 # DEPENDENCYPART_SIBL
(12,17),(12,22),-0.00156942 # DEPENDENCYPART_SIBL
(12,17),(12,23),-0.0851229 # DEPENDENCYPART_SIBL
(12,18),(12,19),0.352214 # DEPENDENCYPART_SIBL
(12,18),(12,20),0.370229 # DEPENDENCYPART_SIBL
(12,18),(12,22),0.692462 # DEPENDENCYPART_SIBL
(12,18),(12,23),0.613839 # DEPENDENCYPART_SIBL
(12,19),(12,20),0.0748991 # DEPENDENCYPART_SIBL
(12,19),(12,22),0.208531 # DEPENDENCYPART_SIBL
(12,19),(12,23),0.166405 # DEPENDENCYPART_SIBL
(12,20),(12,22),0.0484595 # DEPENDENCYPART_SIBL
(12,20),(12,23),-0.0162961 # DEPENDENCYPART_SIBL
(12,22),(12,23),-0.0102323 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.0394724 # DEPENDENCYPART_SIBL
(14,2),(14,5),-0.0436613 # DEPENDENCYPART_SIBL
(14,2),(14,9),0.0277963 # DEPENDENCYPART_SIBL
(14,2),(14,10),0.0314238 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.490543 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.0262929 # DEPENDENCYPART_SIBL
(14,2),(14,13),0.00768267 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.0714463 # DEPENDENCYPART_SIBL
(14,2),(14,16),0.00848478 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.0505155 # DEPENDENCYPART_SIBL
(14,2),(14,18),-0.0714463 # DEPENDENCYPART_SIBL
(14,2),(14,19),-0.024822 # DEPENDENCYPART_SIBL
(14,2),(14,20),-0.0197323 # DEPENDENCYPART_SIBL
(14,2),(14,21),-0.00408528 # DEPENDENCYPART_SIBL
(14,2),(14,22),-0.00379671 # DEPENDENCYPART_SIBL
(14,2),(14,23),-0.00886213 # DEPENDENCYPART_SIBL
(14,2),(14,24),-0.0575222 # DEPENDENCYPART_SIBL
(14,2),(14,26),-0.017875 # DEPENDENCYPART_SIBL
(14,4),(14,5),0.0656713 # DEPENDENCYPART_SIBL
(14,4),(14,9),0.0389776 # DEPENDENCYPART_SIBL
(14,4),(14,10),0.130847 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.47582 # DEPENDENCYPART_SIBL
(14,4),(14,12),0.102424 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.00664312 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.0612061 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.00584124 # DEPENDENCYPART_SIBL
(14,4),(14,17),0.00658527 # DEPENDENCYPART_SIBL
(14,4),(14,18),-0.0612061 # DEPENDENCYPART_SIBL
(14,4),(14,19),0.0339389 # DEPENDENCYPART_SIBL
(14,4),(14,20),-0.00732753 # DEPENDENCYPART_SIBL
(14,4),(14,21),0.00176305 # DEPENDENCYPART_SIBL
(14,4),(14,22),0.00419032 # DEPENDENCYPART_SIBL
(14,4),(14,23),0.0267598 # DEPENDENCYPART_SIBL
(14,4),(14,24),0.02862 # DEPENDENCYPART_SIBL
(14,4),(14,26),-0.0144702 # DEPENDENCYPART_SIBL
(14,5),(14,9),0.0179802 # DEPENDENCYPART_SIBL
(14,5),(14,10),0.114096 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.491751 # DEPENDENCYPART_SIBL
(14,5),(14,12),0.0878096 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.0232968 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.080198 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.00962146 # DEPENDENCYPART_SIBL
(14,5),(14,17),0.015473 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.080198 # DEPENDENCYPART_SIBL
(14,5),(14,19),0.0184004 # DEPENDENCYPART_SIBL
(14,5),(14,20),-0.0239041 # DEPENDENCYPART_SIBL
(14,5),(14,21),-0.00410011 # DEPENDENCYPART_SIBL
(14,5),(14,22),-0.0016741 # DEPENDENCYPART_SIBL
(14,5),(14,23),0.00503807 # DEPENDENCYPART_SIBL
(14,5),(14,24),0.00532582 # DEPENDENCYPART_SIBL
(14,5),(14,26),-0.0304125 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.0770128 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.132247 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.0014591 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.044258 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.104185 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.126907 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.122235 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.104185 # DEPENDENCYPART_SIBL
(14,9),(14,19),-0.0509397 # DEPENDENCYPART_SIBL
(14,9),(14,20),-0.100349 # DEPENDENCYPART_SIBL
(14,9),(14,21),-0.0754369 # DEPENDENCYPART_SIBL
(14,9),(14,22),-0.0663186 # DEPENDENCYPART_SIBL
(14,9),(14,23),-0.0577391 # DEPENDENCYPART_SIBL
(14,9),(14,24),-0.174681 # DEPENDENCYPART_SIBL
(14,9),(14,26),-0.0340876 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.398009 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0378129 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.00303957 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0535765 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.00743187 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0551919 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.0535765 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0118204 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.0255704 # DEPENDENCYPART_SIBL
(14,10),(14,21),0.0399982 # DEPENDENCYPART_SIBL
(14,10),(14,22),0.0462349 # DEPENDENCYPART_SIBL
(14,10),(14,23),0.0182125 # DEPENDENCYPART_SIBL
(14,10),(14,24),-0.0403398 # DEPENDENCYPART_SIBL
(14,10),(14,26),0.0156356 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.180542 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.00912665 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0464551 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.246065 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.0958281 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0464551 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.0124257 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.0492739 # DEPENDENCYPART_SIBL
(14,11),(14,21),-0.0054838 # DEPENDENCYPART_SIBL
(14,11),(14,22),0.0125666 # DEPENDENCYPART_SIBL
(14,11),(14,23),0.146201 # DEPENDENCYPART_SIBL
(14,11),(14,24),-0.35493 # DEPENDENCYPART_SIBL
(14,11),(14,26),-0.10581 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0349391 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0313548 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.00805259 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0437884 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0313548 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.0137673 # DEPENDENCYPART_SIBL
(14,12),(14,20),0.000579329 # DEPENDENCYPART_SIBL
(14,12),(14,21),0.0518326 # DEPENDENCYPART_SIBL
(14,12),(14,22),0.0521235 # DEPENDENCYPART_SIBL
(14,12),(14,23),-0.00234599 # DEPENDENCYPART_SIBL
(14,12),(14,24),-0.0693968 # DEPENDENCYPART_SIBL
(14,12),(14,26),0.0116259 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0806605 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.024396 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0682605 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0806605 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.000407478 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.00941238 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.0484731 # DEPENDENCYPART_SIBL
(14,13),(14,22),-0.0396107 # DEPENDENCYPART_SIBL
(14,13),(14,23),-0.0200674 # DEPENDENCYPART_SIBL
(14,13),(14,24),0.105404 # DEPENDENCYPART_SIBL
(14,13),(14,26),-0.0262138 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.666683 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.451457 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.0851977 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.321465 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.331884 # DEPENDENCYPART_SIBL
(14,15),(14,21),0.61871 # DEPENDENCYPART_SIBL
(14,15),(14,22),0.647 # DEPENDENCYPART_SIBL
(14,15),(14,23),0.493717 # DEPENDENCYPART_SIBL
(14,15),(14,24),0.462977 # DEPENDENCYPART_SIBL
(14,15),(14,26),0.607657 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0863388 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.00315942 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0862961 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.0663913 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.0123557 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.00598254 # DEPENDENCYPART_SIBL
(14,16),(14,23),-0.0548319 # DEPENDENCYPART_SIBL
(14,16),(14,24),-0.127791 # DEPENDENCYPART_SIBL
(14,16),(14,26),-0.0211187 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.215835 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.0227682 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.0434512 # DEPENDENCYPART_SIBL
(14,17),(14,21),0.0025972 # DEPENDENCYPART_SIBL
(14,17),(14,22),0.00903886 # DEPENDENCYPART_SIBL
(14,17),(14,23),-0.117579 # DEPENDENCYPART_SIBL
(14,17),(14,24),-0.00727813 # DEPENDENCYPART_SIBL
(14,17),(14,26),-0.0284111 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.321465 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.331884 # DEPENDENCYPART_SIBL
(14,18),(14,21),0.61871 # DEPENDENCYPART_SIBL
(14,18),(14,22),0.647 # DEPENDENCYPART_SIBL
(14,18),(14,23),0.493717 # DEPENDENCYPART_SIBL
(14,18),(14,24),0.462977 # DEPENDENCYPART_SIBL
(14,18),(14,26),0.607657 # DEPENDENCYPART_SIBL
(14,19),(14,20),0.0627024 # DEPENDENCYPART_SIBL
(14,19),(14,21),0.19633 # DEPENDENCYPART_SIBL
(14,19),(14,22),0.196536 # DEPENDENCYPART_SIBL
(14,19),(14,23),0.116836 # DEPENDENCYPART_SIBL
(14,19),(14,24),0.0495433 # DEPENDENCYPART_SIBL
(14,19),(14,26),0.244214 # DEPENDENCYPART_SIBL
(14,20),(14,21),0.048551 # DEPENDENCYPART_SIBL
(14,20),(14,22),0.054984 # DEPENDENCYPART_SIBL
(14,20),(14,23),-0.0500504 # DEPENDENCYPART_SIBL
(14,20),(14,24),0.0663805 # DEPENDENCYPART_SIBL
(14,20),(14,26),0.0938823 # DEPENDENCYPART_SIBL
(14,21),(14,22),-0.129176 # DEPENDENCYPART_SIBL
(14,21),(14,23),-0.0372345 # DEPENDENCYPART_SIBL
(14,21),(14,24),-0.0240848 # DEPENDENCYPART_SIBL
(14,21),(14,26),-0.0717261 # DEPENDENCYPART_SIBL
(14,22),(14,23),-0.031032 # DEPENDENCYPART_SIBL
(14,22),(14,24),-0.00300851 # DEPENDENCYPART_SIBL
(14,22),(14,26),-0.0653303 # DEPENDENCYPART_SIBL
(14,23),(14,24),0.0225523 # DEPENDENCYPART_SIBL
(14,23),(14,26),0.0190758 # DEPENDENCYPART_SIBL
(14,24),(14,26),-0.0270541 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.00485994 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0358161 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0357314 # DEPENDENCYPART_SIBL
(16,14),(16,23),-0.0232284 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0398433 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0543613 # DEPENDENCYPART_SIBL
(16,15),(16,23),-0.0116834 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.115524 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.57821 # DEPENDENCYPART_SIBL
(16,18),(16,23),0.297064 # DEPENDENCYPART_SIBL
(17,2),(17,3),0.0066939 # DEPENDENCYPART_SIBL
(17,2),(17,5),-0.425973 # DEPENDENCYPART_SIBL
(17,2),(17,6),-0.217714 # DEPENDENCYPART_SIBL
(17,2),(17,7),-0.444072 # DEPENDENCYPART_SIBL
(17,2),(17,8),-0.216498 # DEPENDENCYPART_SIBL
(17,2),(17,9),-0.0615774 # DEPENDENCYPART_SIBL
(17,2),(17,10),-0.145172 # DEPENDENCYPART_SIBL
(17,2),(17,14),-0.542028 # DEPENDENCYPART_SIBL
(17,2),(17,15),-0.178547 # DEPENDENCYPART_SIBL
(17,2),(17,16),-0.277541 # DEPENDENCYPART_SIBL
(17,2),(17,18),-0.0300954 # DEPENDENCYPART_SIBL
(17,2),(17,19),-0.0955073 # DEPENDENCYPART_SIBL
(17,2),(17,20),-0.0271325 # DEPENDENCYPART_SIBL
(17,2),(17,21),-0.0496918 # DEPENDENCYPART_SIBL
(17,2),(17,22),-0.042426 # DEPENDENCYPART_SIBL
(17,2),(17,23),-0.0155741 # DEPENDENCYPART_SIBL
(17,2),(17,24),-0.0707803 # DEPENDENCYPART_SIBL
(17,2),(17,26),-0.0270437 # DEPENDENCYPART_SIBL
(17,2),(17,27),0.280298 # DEPENDENCYPART_SIBL
(17,3),(17,5),-0.0915213 # DEPENDENCYPART_SIBL
(17,3),(17,6),-0.150597 # DEPENDENCYPART_SIBL
(17,3),(17,7),-0.111578 # DEPENDENCYPART_SIBL
(17,3),(17,8),-0.141536 # DEPENDENCYPART_SIBL
(17,3),(17,9),-0.119014 # DEPENDENCYPART_SIBL
(17,3),(17,10),-0.0924512 # DEPENDENCYPART_SIBL
(17,3),(17,14),-0.0962771 # DEPENDENCYPART_SIBL
(17,3),(17,15),0.235124 # DEPENDENCYPART_SIBL
(17,3),(17,16),-0.186901 # DEPENDENCYPART_SIBL
(17,3),(17,18),-0.151914 # DEPENDENCYPART_SIBL
(17,3),(17,19),-0.164849 # DEPENDENCYPART_SIBL
(17,3),(17,20),-0.13493 # DEPENDENCYPART_SIBL
(17,3),(17,21),-0.108816 # DEPENDENCYPART_SIBL
(17,3),(17,22),-0.0990308 # DEPENDENCYPART_SIBL
(17,3),(17,23),-0.0748463 # DEPENDENCYPART_SIBL
(17,3),(17,24),-0.0165278 # DEPENDENCYPART_SIBL
(17,3),(17,26),-0.0795917 # DEPENDENCYPART_SIBL
(17,3),(17,27),-0.0412392 # DEPENDENCYPART_SIBL
(17,5),(17,6),-0.192358 # DEPENDENCYPART_SIBL
(17,5),(17,7),-0.532884 # DEPENDENCYPART_SIBL
(17,5),(17,8),-0.201156 # DEPENDENCYPART_SIBL
(17,5),(17,9),-0.0286114 # DEPENDENCYPART_SIBL
(17,5),(17,10),-0.0522279 # DEPENDENCYPART_SIBL
(17,5),(17,14),-0.24079 # DEPENDENCYPART_SIBL
(17,5),(17,15),-0.156436 # DEPENDENCYPART_SIBL
(17,5),(17,16),-0.258075 # DEPENDENCYPART_SIBL
(17,5),(17,18),-0.0211753 # DEPENDENCYPART_SIBL
(17,5),(17,19),-0.115343 # DEPENDENCYPART_SIBL
(17,5),(17,20),0.00680507 # DEPENDENCYPART_SIBL
(17,5),(17,21),-0.00986834 # DEPENDENCYPART_SIBL
(17,5),(17,22),-0.00329831 # DEPENDENCYPART_SIBL
(17,5),(17,23),0.00274278 # DEPENDENCYPART_SIBL
(17,5),(17,24),0.074864 # DEPENDENCYPART_SIBL
(17,5),(17,26),-0.00729899 # DEPENDENCYPART_SIBL
(17,5),(17,27),0.0951357 # DEPENDENCYPART_SIBL
(17,6),(17,7),0.0214747 # DEPENDENCYPART_SIBL
(17,6),(17,8),-0.272934 # DEPENDENCYPART_SIBL
(17,6),(17,9),-0.121968 # DEPENDENCYPART_SIBL
(17,6),(17,10),-0.0892861 # DEPENDENCYPART_SIBL
(17,6),(17,14),-0.0570551 # DEPENDENCYPART_SIBL
(17,6),(17,15),0.0133147 # DEPENDENCYPART_SIBL
(17,6),(17,16),-0.176285 # DEPENDENCYPART_SIBL
(17,6),(17,18),-0.0657001 # DEPENDENCYPART_SIBL
(17,6),(17,19),-0.16123 # DEPENDENCYPART_SIBL
(17,6),(17,20),-0.0958895 # DEPENDENCYPART_SIBL
(17,6),(17,21),-0.0156477 # DEPENDENCYPART_SIBL
(17,6),(17,22),-0.00538489 # DEPENDENCYPART_SIBL
(17,6),(17,23),-0.138518 # DEPENDENCYPART_SIBL
(17,6),(17,24),-0.0789494 # DEPENDENCYPART_SIBL
(17,6),(17,26),-0.113464 # DEPENDENCYPART_SIBL
(17,6),(17,27),-0.00376789 # DEPENDENCYPART_SIBL
(17,7),(17,8),-0.114675 # DEPENDENCYPART_SIBL
(17,7),(17,9),0.109177 # DEPENDENCYPART_SIBL
(17,7),(17,10),-0.0763111 # DEPENDENCYPART_SIBL
(17,7),(17,14),-0.214885 # DEPENDENCYPART_SIBL
(17,7),(17,15),-0.0800553 # DEPENDENCYPART_SIBL
(17,7),(17,16),-0.129959 # DEPENDENCYPART_SIBL
(17,7),(17,18),0.0357035 # DEPENDENCYPART_SIBL
(17,7),(17,19),-0.115605 # DEPENDENCYPART_SIBL
(17,7),(17,20),-0.0904392 # DEPENDENCYPART_SIBL
(17,7),(17,21),-0.164796 # DEPENDENCYPART_SIBL
(17,7),(17,22),-0.153199 # DEPENDENCYPART_SIBL
(17,7),(17,23),-0.0112145 # DEPENDENCYPART_SIBL
(17,7),(17,24),-0.109023 # DEPENDENCYPART_SIBL
(17,7),(17,26),-0.153017 # DEPENDENCYPART_SIBL
(17,7),(17,27),0.129245 # DEPENDENCYPART_SIBL
(17,8),(17,9),-0.0718646 # DEPENDENCYPART_SIBL
(17,8),(17,10),-0.0602048 # DEPENDENCYPART_SIBL
(17,8),(17,14),-0.0122609 # DEPENDENCYPART_SIBL
(17,8),(17,15),0.172626 # DEPENDENCYPART_SIBL
(17,8),(17,16),-0.143348 # DEPENDENCYPART_SIBL
(17,8),(17,18),-0.0342467 # DEPENDENCYPART_SIBL
(17,8),(17,19),-0.177591 # DEPENDENCYPART_SIBL
(17,8),(17,20),-0.0947464 # DEPENDENCYPART_SIBL
(17,8),(17,21),0.000406935 # DEPENDENCYPART_SIBL
(17,8),(17,22),0.0106706 # DEPENDENCYPART_SIBL
(17,8),(17,23),-0.143718 # DEPENDENCYPART_SIBL
(17,8),(17,24),-0.0887011 # DEPENDENCYPART_SIBL
(17,8),(17,26),-0.11638 # DEPENDENCYPART_SIBL
(17,8),(17,27),0.0219609 # DEPENDENCYPART_SIBL
(17,9),(17,10),-0.0915919 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.0913188 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.0598154 # DEPENDENCYPART_SIBL
(17,9),(17,16),-0.137509 # DEPENDENCYPART_SIBL
(17,9),(17,18),-0.14206 # DEPENDENCYPART_SIBL
(17,9),(17,19),-0.142421 # DEPENDENCYPART_SIBL
(17,9),(17,20),-0.0897242 # DEPENDENCYPART_SIBL
(17,9),(17,21),-0.117105 # DEPENDENCYPART_SIBL
(17,9),(17,22),-0.103632 # DEPENDENCYPART_SIBL
(17,9),(17,23),-0.0679593 # DEPENDENCYPART_SIBL
(17,9),(17,24),-0.171449 # DEPENDENCYPART_SIBL
(17,9),(17,26),-0.106514 # DEPENDENCYPART_SIBL
(17,9),(17,27),-0.0774268 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.0586387 # DEPENDENCYPART_SIBL
(17,10),(17,15),0.176052 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.10417 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.0422088 # DEPENDENCYPART_SIBL
(17,10),(17,19),-0.10811 # DEPENDENCYPART_SIBL
(17,10),(17,20),-0.0528949 # DEPENDENCYPART_SIBL
(17,10),(17,21),-6.80574e-05 # DEPENDENCYPART_SIBL
(17,10),(17,22),0.010181 # DEPENDENCYPART_SIBL
(17,10),(17,23),-0.0355431 # DEPENDENCYPART_SIBL
(17,10),(17,24),-0.0751861 # DEPENDENCYPART_SIBL
(17,10),(17,26),-0.00137958 # DEPENDENCYPART_SIBL
(17,10),(17,27),0.0380169 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.160042 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.277617 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0707416 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.157016 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.0570187 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.0838669 # DEPENDENCYPART_SIBL
(17,14),(17,22),-0.0766011 # DEPENDENCYPART_SIBL
(17,14),(17,23),-0.0788861 # DEPENDENCYPART_SIBL
(17,14),(17,24),-0.112862 # DEPENDENCYPART_SIBL
(17,14),(17,26),-0.0920592 # DEPENDENCYPART_SIBL
(17,14),(17,27),-0.0336429 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0380064 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0900144 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.319599 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.180134 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.147493 # DEPENDENCYPART_SIBL
