# _root_ The new expiration date is the date on which DIG 's financing commitments , which total about $ 240 million , are to expire .
#goldHeads=4,4,4,5,0,7,5,24,8,13,10,13,22,13,16,13,18,16,18,18,13,7,22,23,5,
#predictedHeads=4,4,4,5,0,7,5,24,8,13,10,13,22,13,16,13,18,16,18,18,13,7,22,23,5,
(5,16),(5,17),-0.124379 # DEPENDENCYPART_SIBL
(5,16),(5,18),-0.179264 # DEPENDENCYPART_SIBL
(5,16),(5,21),-0.0460423 # DEPENDENCYPART_SIBL
(5,16),(5,22),-0.261422 # DEPENDENCYPART_SIBL
(5,16),(5,23),-0.0702599 # DEPENDENCYPART_SIBL
(5,16),(5,25),-0.011946 # DEPENDENCYPART_SIBL
(5,17),(5,18),-0.215284 # DEPENDENCYPART_SIBL
(5,17),(5,21),-0.113464 # DEPENDENCYPART_SIBL
(5,17),(5,22),-0.130062 # DEPENDENCYPART_SIBL
(5,17),(5,23),-0.136808 # DEPENDENCYPART_SIBL
(5,17),(5,25),-0.243644 # DEPENDENCYPART_SIBL
(5,18),(5,21),0.0781886 # DEPENDENCYPART_SIBL
(5,18),(5,22),0.0170767 # DEPENDENCYPART_SIBL
(5,18),(5,23),0.104882 # DEPENDENCYPART_SIBL
(5,18),(5,25),0.00796215 # DEPENDENCYPART_SIBL
(5,21),(5,22),0.426923 # DEPENDENCYPART_SIBL
(5,21),(5,23),0.124876 # DEPENDENCYPART_SIBL
(5,21),(5,25),0.0047359 # DEPENDENCYPART_SIBL
(5,22),(5,23),-0.189823 # DEPENDENCYPART_SIBL
(5,22),(5,25),-0.0444182 # DEPENDENCYPART_SIBL
(5,23),(5,25),-0.00123182 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.157721 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.245982 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.23782 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.868169 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0109007 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0296675 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.0677788 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.474369 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.0139321 # DEPENDENCYPART_SIBL
(7,1),(7,13),-0.0606491 # DEPENDENCYPART_SIBL
(7,1),(7,14),0.066456 # DEPENDENCYPART_SIBL
(7,1),(7,16),0.321883 # DEPENDENCYPART_SIBL
(7,1),(7,17),-0.0977389 # DEPENDENCYPART_SIBL
(7,1),(7,18),-0.157794 # DEPENDENCYPART_SIBL
(7,1),(7,21),0.066456 # DEPENDENCYPART_SIBL
(7,1),(7,22),0.366827 # DEPENDENCYPART_SIBL
(7,1),(7,23),-0.153878 # DEPENDENCYPART_SIBL
(7,1),(7,25),-0.102338 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.263647 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.260886 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.53573 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.13883 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0716774 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.160012 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.20891 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.138192 # DEPENDENCYPART_SIBL
(7,2),(7,13),0.0993066 # DEPENDENCYPART_SIBL
(7,2),(7,14),0.218385 # DEPENDENCYPART_SIBL
(7,2),(7,16),0.143345 # DEPENDENCYPART_SIBL
(7,2),(7,17),0.132843 # DEPENDENCYPART_SIBL
(7,2),(7,18),0.151285 # DEPENDENCYPART_SIBL
(7,2),(7,21),0.218385 # DEPENDENCYPART_SIBL
(7,2),(7,22),0.092914 # DEPENDENCYPART_SIBL
(7,2),(7,23),0.194063 # DEPENDENCYPART_SIBL
(7,2),(7,25),0.0657758 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.00713564 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.495679 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0534017 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0369981 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.00842285 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.114564 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0676855 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.0192791 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.025007 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.0385229 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.0453942 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.0983628 # DEPENDENCYPART_SIBL
(7,3),(7,21),-0.025007 # DEPENDENCYPART_SIBL
(7,3),(7,22),-0.0610393 # DEPENDENCYPART_SIBL
(7,3),(7,23),-0.187446 # DEPENDENCYPART_SIBL
(7,3),(7,25),-0.0530905 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.495691 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0466766 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0328852 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0128242 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.118695 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0653622 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0152371 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.0162593 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.0344351 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.0413312 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.09425 # DEPENDENCYPART_SIBL
(7,4),(7,21),0.0162593 # DEPENDENCYPART_SIBL
(7,4),(7,22),-0.0569515 # DEPENDENCYPART_SIBL
(7,4),(7,23),-0.184971 # DEPENDENCYPART_SIBL
(7,4),(7,25),-0.0414895 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0109007 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0296675 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0677788 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.474369 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0139321 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0606491 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.066456 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.321883 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.0977389 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.157794 # DEPENDENCYPART_SIBL
(7,6),(7,21),0.066456 # DEPENDENCYPART_SIBL
(7,6),(7,22),0.366827 # DEPENDENCYPART_SIBL
(7,6),(7,23),-0.153878 # DEPENDENCYPART_SIBL
(7,6),(7,25),-0.102338 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0388794 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.087843 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0188059 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.0382211 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.0737609 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.0598254 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0303454 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.0829366 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.0241406 # DEPENDENCYPART_SIBL
(7,8),(7,21),0.0598254 # DEPENDENCYPART_SIBL
(7,8),(7,22),-0.0700369 # DEPENDENCYPART_SIBL
(7,8),(7,23),0.0976773 # DEPENDENCYPART_SIBL
(7,8),(7,25),0.174196 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.048364 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.077189 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0280525 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0708821 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0363148 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.10261 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.0999402 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.0402775 # DEPENDENCYPART_SIBL
(7,9),(7,21),-0.0363148 # DEPENDENCYPART_SIBL
(7,9),(7,22),-0.0976922 # DEPENDENCYPART_SIBL
(7,9),(7,23),-0.0275805 # DEPENDENCYPART_SIBL
(7,9),(7,25),-0.108067 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.12801 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0660356 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0703908 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.0908671 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.0841018 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.0940864 # DEPENDENCYPART_SIBL
(7,10),(7,18),0.00667481 # DEPENDENCYPART_SIBL
(7,10),(7,21),0.0908671 # DEPENDENCYPART_SIBL
(7,10),(7,22),-0.0934079 # DEPENDENCYPART_SIBL
(7,10),(7,23),0.0307522 # DEPENDENCYPART_SIBL
(7,10),(7,25),-0.0176424 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.0455561 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.112367 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.208864 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.141511 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.12726 # DEPENDENCYPART_SIBL
(7,11),(7,18),0.32578 # DEPENDENCYPART_SIBL
(7,11),(7,21),-0.208864 # DEPENDENCYPART_SIBL
(7,11),(7,22),-0.173313 # DEPENDENCYPART_SIBL
(7,11),(7,23),-0.0955262 # DEPENDENCYPART_SIBL
(7,11),(7,25),-0.141591 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0565595 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.18024 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.0660788 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.0762379 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.04056 # DEPENDENCYPART_SIBL
(7,12),(7,21),0.18024 # DEPENDENCYPART_SIBL
(7,12),(7,22),-0.039912 # DEPENDENCYPART_SIBL
(7,12),(7,23),-0.00653393 # DEPENDENCYPART_SIBL
(7,12),(7,25),0.0403756 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.0141166 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.122908 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.0774322 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.0735779 # DEPENDENCYPART_SIBL
(7,13),(7,21),-0.0141166 # DEPENDENCYPART_SIBL
(7,13),(7,22),-0.127029 # DEPENDENCYPART_SIBL
(7,13),(7,23),0.0299274 # DEPENDENCYPART_SIBL
(7,13),(7,25),-0.00191553 # DEPENDENCYPART_SIBL
(7,14),(7,16),0.275549 # DEPENDENCYPART_SIBL
(7,14),(7,17),0.155537 # DEPENDENCYPART_SIBL
(7,14),(7,18),0.158657 # DEPENDENCYPART_SIBL
(7,14),(7,21),0.114868 # DEPENDENCYPART_SIBL
(7,14),(7,22),0.385114 # DEPENDENCYPART_SIBL
(7,14),(7,23),0.13017 # DEPENDENCYPART_SIBL
(7,14),(7,25),-0.00297383 # DEPENDENCYPART_SIBL
(7,16),(7,17),-0.0139749 # DEPENDENCYPART_SIBL
(7,16),(7,18),0.0175064 # DEPENDENCYPART_SIBL
(7,16),(7,21),0.232949 # DEPENDENCYPART_SIBL
(7,16),(7,22),-0.204813 # DEPENDENCYPART_SIBL
(7,16),(7,23),0.075434 # DEPENDENCYPART_SIBL
(7,16),(7,25),0.105151 # DEPENDENCYPART_SIBL
(7,17),(7,18),-0.0601555 # DEPENDENCYPART_SIBL
(7,17),(7,21),0.0677484 # DEPENDENCYPART_SIBL
(7,17),(7,22),-0.131606 # DEPENDENCYPART_SIBL
(7,17),(7,23),0.0416427 # DEPENDENCYPART_SIBL
(7,17),(7,25),-0.0951102 # DEPENDENCYPART_SIBL
(7,18),(7,21),0.217218 # DEPENDENCYPART_SIBL
(7,18),(7,22),0.00508983 # DEPENDENCYPART_SIBL
(7,18),(7,23),0.232011 # DEPENDENCYPART_SIBL
(7,18),(7,25),0.0868241 # DEPENDENCYPART_SIBL
(7,21),(7,22),0.385114 # DEPENDENCYPART_SIBL
(7,21),(7,23),0.13017 # DEPENDENCYPART_SIBL
(7,21),(7,25),-0.00297383 # DEPENDENCYPART_SIBL
(7,22),(7,23),0.0105522 # DEPENDENCYPART_SIBL
(7,22),(7,25),0.134179 # DEPENDENCYPART_SIBL
(7,23),(7,25),0.109136 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.00915037 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.228553 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.231804 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0775611 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0823573 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.00700115 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0481921 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.114311 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0775611 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.109303 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.0837323 # DEPENDENCYPART_SIBL
(8,4),(8,25),-0.0357523 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0921415 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0597248 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0418584 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0924116 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0535659 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0697376 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.00522041 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.0418584 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0303352 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.00910813 # DEPENDENCYPART_SIBL
(8,5),(8,25),0.276558 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.00158938 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0293801 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.109605 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.27799 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0813734 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.183239 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0293801 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.0590572 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.177667 # DEPENDENCYPART_SIBL
(8,6),(8,25),-0.119872 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0775611 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0823573 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.00700115 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0481921 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.114311 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0775611 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.109303 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.0837323 # DEPENDENCYPART_SIBL
(8,7),(8,25),-0.0357523 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.491907 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.257864 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.515568 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.683805 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.411221 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.512726 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.45814 # DEPENDENCYPART_SIBL
(8,9),(8,25),-0.176481 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.336298 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.632155 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.725448 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.481297 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.539182 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.437757 # DEPENDENCYPART_SIBL
(8,10),(8,25),-0.070633 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.227475 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.405866 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.159013 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.252056 # DEPENDENCYPART_SIBL
(8,11),(8,18),0.0522024 # DEPENDENCYPART_SIBL
(8,11),(8,25),0.125866 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.598497 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.324865 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.405245 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.375388 # DEPENDENCYPART_SIBL
(8,12),(8,25),0.0160757 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.377572 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.408918 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.393472 # DEPENDENCYPART_SIBL
(8,13),(8,25),0.0875434 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.512726 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.45814 # DEPENDENCYPART_SIBL
(8,15),(8,25),-0.176481 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.253673 # DEPENDENCYPART_SIBL
(8,16),(8,25),0.229258 # DEPENDENCYPART_SIBL
(8,18),(8,25),0.0224172 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.106407 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0939398 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.112723 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.00870079 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.117492 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.115486 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0147086 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.175973 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0264088 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.183111 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.03798 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0186623 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.109723 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.098634 # DEPENDENCYPART_SIBL
(10,5),(10,21),-0.109723 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.241559 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0715634 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.503532 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.00716723 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.00446867 # DEPENDENCYPART_SIBL
(10,6),(10,14),-8.75334e-06 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.151539 # DEPENDENCYPART_SIBL
(10,6),(10,21),-8.75334e-06 # DEPENDENCYPART_SIBL
(10,7),(10,9),-3.85048e-05 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0933865 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0404387 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0301205 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0517153 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0451703 # DEPENDENCYPART_SIBL
(10,7),(10,21),-0.0517153 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.174263 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0614797 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.031874 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.178951 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0723966 # DEPENDENCYPART_SIBL
(10,9),(10,21),-0.178951 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.000597812 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0515103 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0882849 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0283911 # DEPENDENCYPART_SIBL
(10,11),(10,21),-0.0882849 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0141546 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.264051 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.0363642 # DEPENDENCYPART_SIBL
(10,12),(10,21),0.264051 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0308298 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0716126 # DEPENDENCYPART_SIBL
(10,13),(10,21),0.0308298 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.371678 # DEPENDENCYPART_SIBL
(10,14),(10,21),0.0729589 # DEPENDENCYPART_SIBL
(10,16),(10,21),0.240759 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0653401 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0530023 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0970954 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.00517533 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.198407 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.0348675 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.120771 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.112818 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.0167436 # DEPENDENCYPART_SIBL
(12,4),(12,13),0.0274364 # DEPENDENCYPART_SIBL
(12,4),(12,14),0.00820469 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.021335 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.0258284 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.057411 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.0422357 # DEPENDENCYPART_SIBL
(12,4),(12,21),0.00820469 # DEPENDENCYPART_SIBL
(12,4),(12,22),-0.0310783 # DEPENDENCYPART_SIBL
(12,4),(12,23),-0.0886416 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.0247662 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.0876557 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.00306503 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.0496294 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.00657823 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.00485466 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0575416 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.0387473 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.081369 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.0690648 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.0735306 # DEPENDENCYPART_SIBL
(12,5),(12,21),-0.0575416 # DEPENDENCYPART_SIBL
(12,5),(12,22),-0.099517 # DEPENDENCYPART_SIBL
(12,5),(12,23),-0.147567 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.0348675 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.120771 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.112818 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.0167436 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.0274364 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.00820469 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.021335 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0258284 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.057411 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.0422357 # DEPENDENCYPART_SIBL
(12,7),(12,21),0.00820469 # DEPENDENCYPART_SIBL
(12,7),(12,22),-0.0310783 # DEPENDENCYPART_SIBL
(12,7),(12,23),-0.0886416 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.0272945 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.062459 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.00111247 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.040663 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.125243 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0547247 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0521555 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0435929 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.034828 # DEPENDENCYPART_SIBL
(12,8),(12,21),-0.125243 # DEPENDENCYPART_SIBL
(12,8),(12,22),-0.0653662 # DEPENDENCYPART_SIBL
(12,8),(12,23),-0.045071 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.123836 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0542581 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.101583 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0726919 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.0488148 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.00946596 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.0416605 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.0278617 # DEPENDENCYPART_SIBL
(12,9),(12,21),-0.0726919 # DEPENDENCYPART_SIBL
(12,9),(12,22),-0.0117678 # DEPENDENCYPART_SIBL
(12,9),(12,23),0.100704 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0514954 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0154529 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0101511 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0377098 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0347417 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0266209 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.0338585 # DEPENDENCYPART_SIBL
(12,10),(12,21),-0.0101511 # DEPENDENCYPART_SIBL
(12,10),(12,22),0.00413559 # DEPENDENCYPART_SIBL
(12,10),(12,23),-0.0455798 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.00395939 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0398978 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0120513 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0326588 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0144753 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.0193954 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.0398978 # DEPENDENCYPART_SIBL
(12,11),(12,22),0.0627046 # DEPENDENCYPART_SIBL
(12,11),(12,23),0.0350372 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.015576 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0513398 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0481105 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0946247 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.0892105 # DEPENDENCYPART_SIBL
(12,13),(12,21),0.015576 # DEPENDENCYPART_SIBL
(12,13),(12,22),-0.0911126 # DEPENDENCYPART_SIBL
(12,13),(12,23),0.0175025 # DEPENDENCYPART_SIBL
