# _root_ Isao Ushikubo , general manager of the investment research department at Toyo Trust & Banking Co. , also was optimistic .
#goldHeads=2,19,2,5,2,5,10,10,10,6,10,13,11,13,14,15,2,19,0,19,19,
#predictedHeads=2,19,2,5,2,5,10,10,10,6,5,13,11,13,14,15,2,19,0,19,19,
(5,7),(5,15),-0.10097 # DEPENDENCYPART_SIBL
(5,7),(5,17),-0.0074794 # DEPENDENCYPART_SIBL
(5,7),(5,18),-0.129292 # DEPENDENCYPART_SIBL
(5,7),(5,19),-0.110788 # DEPENDENCYPART_SIBL
(5,7),(5,20),-0.0315849 # DEPENDENCYPART_SIBL
(5,7),(5,21),-0.194877 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.106188 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.09048 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.0625901 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.0477947 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.0634761 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.061985 # DEPENDENCYPART_SIBL
(5,8),(5,17),0.0408825 # DEPENDENCYPART_SIBL
(5,8),(5,18),-0.0778338 # DEPENDENCYPART_SIBL
(5,8),(5,19),-0.0277314 # DEPENDENCYPART_SIBL
(5,8),(5,20),-0.02877 # DEPENDENCYPART_SIBL
(5,8),(5,21),-0.0315803 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.117398 # DEPENDENCYPART_SIBL
(5,9),(5,11),0.111219 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.0502061 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.0839805 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.0639038 # DEPENDENCYPART_SIBL
(5,9),(5,17),0.0566463 # DEPENDENCYPART_SIBL
(5,9),(5,18),-0.0887045 # DEPENDENCYPART_SIBL
(5,9),(5,19),-0.0304002 # DEPENDENCYPART_SIBL
(5,9),(5,20),-0.0287397 # DEPENDENCYPART_SIBL
(5,9),(5,21),-0.00495947 # DEPENDENCYPART_SIBL
(5,10),(5,11),0.0621718 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.0519868 # DEPENDENCYPART_SIBL
(5,10),(5,14),-0.075766 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.0656845 # DEPENDENCYPART_SIBL
(5,10),(5,17),0.0403883 # DEPENDENCYPART_SIBL
(5,10),(5,18),-0.0814493 # DEPENDENCYPART_SIBL
(5,10),(5,19),-0.0302209 # DEPENDENCYPART_SIBL
(5,10),(5,20),-0.0288906 # DEPENDENCYPART_SIBL
(5,10),(5,21),-0.0146635 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.0218406 # DEPENDENCYPART_SIBL
(5,11),(5,14),0.0314391 # DEPENDENCYPART_SIBL
(5,11),(5,15),-0.0256223 # DEPENDENCYPART_SIBL
(5,11),(5,17),0.0603052 # DEPENDENCYPART_SIBL
(5,11),(5,18),0.0159171 # DEPENDENCYPART_SIBL
(5,11),(5,19),-0.106177 # DEPENDENCYPART_SIBL
(5,11),(5,20),-0.0250349 # DEPENDENCYPART_SIBL
(5,11),(5,21),0.0555674 # DEPENDENCYPART_SIBL
(5,13),(5,14),-0.0407693 # DEPENDENCYPART_SIBL
(5,13),(5,15),-0.101572 # DEPENDENCYPART_SIBL
(5,13),(5,17),0.204321 # DEPENDENCYPART_SIBL
(5,13),(5,18),-0.0415539 # DEPENDENCYPART_SIBL
(5,13),(5,19),-0.0186944 # DEPENDENCYPART_SIBL
(5,13),(5,20),0.000666984 # DEPENDENCYPART_SIBL
(5,13),(5,21),-0.0054157 # DEPENDENCYPART_SIBL
(5,14),(5,15),0.0102417 # DEPENDENCYPART_SIBL
(5,14),(5,17),0.14788 # DEPENDENCYPART_SIBL
(5,14),(5,18),-0.013725 # DEPENDENCYPART_SIBL
(5,14),(5,19),-0.061074 # DEPENDENCYPART_SIBL
(5,14),(5,20),-0.0212831 # DEPENDENCYPART_SIBL
(5,14),(5,21),-0.204056 # DEPENDENCYPART_SIBL
(5,15),(5,17),0.15217 # DEPENDENCYPART_SIBL
(5,15),(5,18),-0.0568135 # DEPENDENCYPART_SIBL
(5,15),(5,19),-0.0339086 # DEPENDENCYPART_SIBL
(5,15),(5,20),-0.0145805 # DEPENDENCYPART_SIBL
(5,15),(5,21),-0.0326777 # DEPENDENCYPART_SIBL
(5,17),(5,18),0.297027 # DEPENDENCYPART_SIBL
(5,17),(5,19),0.528169 # DEPENDENCYPART_SIBL
(5,17),(5,20),0.425895 # DEPENDENCYPART_SIBL
(5,17),(5,21),0.0177418 # DEPENDENCYPART_SIBL
(5,18),(5,19),-0.0251636 # DEPENDENCYPART_SIBL
(5,18),(5,20),0.0449272 # DEPENDENCYPART_SIBL
(5,18),(5,21),-0.0265069 # DEPENDENCYPART_SIBL
(5,19),(5,20),-0.0988384 # DEPENDENCYPART_SIBL
(5,19),(5,21),-0.0265176 # DEPENDENCYPART_SIBL
(5,20),(5,21),-0.0551784 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0326058 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.00586064 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.120044 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.106339 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0863973 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.0241529 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0328925 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.277865 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.045713 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.0739273 # DEPENDENCYPART_SIBL
(6,3),(6,21),-0.0056302 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0431236 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.119113 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.103311 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.113351 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0343326 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.0122262 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.122573 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.0285691 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.0315534 # DEPENDENCYPART_SIBL
(6,4),(6,21),-0.00436239 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.622082 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.634155 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.626522 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0280962 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.430621 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.13481 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.429525 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.434179 # DEPENDENCYPART_SIBL
(6,7),(6,21),-0.0780031 # DEPENDENCYPART_SIBL
(6,8),(6,9),-1.13749 # DEPENDENCYPART_SIBL
(6,8),(6,10),-1.12967 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.042153 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.742697 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.237321 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.740584 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.737542 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.0932137 # DEPENDENCYPART_SIBL
(6,9),(6,10),-1.13561 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.0392056 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.720962 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.243723 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.718342 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.715962 # DEPENDENCYPART_SIBL
(6,9),(6,21),-0.0431735 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0386188 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.749004 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.260316 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.746384 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.744003 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.0786014 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.293414 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0357378 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.287425 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.292617 # DEPENDENCYPART_SIBL
(6,11),(6,21),0.0527353 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.247941 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.842908 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.866199 # DEPENDENCYPART_SIBL
(6,13),(6,21),-0.0855041 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.138666 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.263176 # DEPENDENCYPART_SIBL
(6,14),(6,21),-0.0602857 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.88212 # DEPENDENCYPART_SIBL
(6,15),(6,21),-0.110728 # DEPENDENCYPART_SIBL
(6,16),(6,21),-0.130485 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0321803 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0313648 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0520479 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.297592 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0243478 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.133628 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0117573 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0581727 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0195244 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.107012 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0612283 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0497482 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0206111 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.019504 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.0750705 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.0359705 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.0985323 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.0558009 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.52243 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.0619823 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.134365 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.0062659 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.0262851 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.131931 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.00663208 # DEPENDENCYPART_SIBL
(10,1),(10,16),0.0836283 # DEPENDENCYPART_SIBL
(10,1),(10,17),0.0205508 # DEPENDENCYPART_SIBL
(10,1),(10,18),-0.11204 # DEPENDENCYPART_SIBL
(10,1),(10,19),0.0223887 # DEPENDENCYPART_SIBL
(10,1),(10,20),-0.0600636 # DEPENDENCYPART_SIBL
(10,1),(10,21),-0.0315386 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.0750705 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.0359705 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.0985323 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.0558009 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.52243 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.0619823 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.134365 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.0062659 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.0262851 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.131931 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.00663208 # DEPENDENCYPART_SIBL
(10,2),(10,16),0.0836283 # DEPENDENCYPART_SIBL
(10,2),(10,17),0.0205508 # DEPENDENCYPART_SIBL
(10,2),(10,18),-0.11204 # DEPENDENCYPART_SIBL
(10,2),(10,19),0.0223887 # DEPENDENCYPART_SIBL
(10,2),(10,20),-0.0600636 # DEPENDENCYPART_SIBL
(10,2),(10,21),-0.0315386 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.136318 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.0852909 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.00340228 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.1009 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.0640855 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.121576 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.0153443 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0167263 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.26803 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0553944 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.100799 # DEPENDENCYPART_SIBL
(10,3),(10,17),0.00192592 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.1261 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.00920404 # DEPENDENCYPART_SIBL
(10,3),(10,20),-0.0295452 # DEPENDENCYPART_SIBL
(10,3),(10,21),0.0524459 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.17602 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.0526114 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.606681 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.159811 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.185222 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.186608 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.084963 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0408776 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.0340587 # DEPENDENCYPART_SIBL
(10,4),(10,16),0.0149692 # DEPENDENCYPART_SIBL
(10,4),(10,17),0.0520226 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.0701656 # DEPENDENCYPART_SIBL
(10,4),(10,19),0.00430414 # DEPENDENCYPART_SIBL
(10,4),(10,20),-0.003267 # DEPENDENCYPART_SIBL
(10,4),(10,21),0.00163256 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0348123 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.513759 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0211432 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.00391288 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.130303 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0784116 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.127533 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.0270665 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.0211169 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.0651916 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.0430627 # DEPENDENCYPART_SIBL
(10,5),(10,19),0.0226069 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.0337895 # DEPENDENCYPART_SIBL
(10,5),(10,21),-0.028197 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.202359 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.152029 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.144037 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0303012 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0449887 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.119541 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0788532 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0958316 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.033919 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.149953 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.11335 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.077132 # DEPENDENCYPART_SIBL
(10,6),(10,21),0.005132 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.467672 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.383145 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0909103 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.094493 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.165659 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.0518871 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.0247261 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.0842065 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.137672 # DEPENDENCYPART_SIBL
(10,7),(10,19),0.0787871 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.106019 # DEPENDENCYPART_SIBL
(10,7),(10,21),-0.123602 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.025622 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.163935 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.121429 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.154927 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.067792 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.0607291 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.155327 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.0373686 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.0555933 # DEPENDENCYPART_SIBL
(10,8),(10,20),-0.00447924 # DEPENDENCYPART_SIBL
(10,8),(10,21),0.00774041 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.208416 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.103727 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.094681 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0523824 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0458714 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.0263277 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.001422 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.0506198 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.0161733 # DEPENDENCYPART_SIBL
(10,9),(10,21),0.0085565 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0272255 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0228849 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0310072 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0494823 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.00600085 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.00418355 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.112645 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.0376897 # DEPENDENCYPART_SIBL
(10,11),(10,21),0.0415912 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0916029 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.120257 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.152792 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.0880124 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0624632 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.0336272 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.0204035 # DEPENDENCYPART_SIBL
(10,13),(10,21),-0.0286644 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0136606 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.150571 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.0300974 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.0352369 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.0777957 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.0428854 # DEPENDENCYPART_SIBL
(10,14),(10,21),-0.227861 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.176669 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.0358613 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.0777227 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.0488413 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.0356509 # DEPENDENCYPART_SIBL
(10,15),(10,21),-0.0559264 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.0555286 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.0928271 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.0635868 # DEPENDENCYPART_SIBL
(10,16),(10,20),-0.0521033 # DEPENDENCYPART_SIBL
(10,16),(10,21),-0.092238 # DEPENDENCYPART_SIBL
(10,17),(10,18),0.273897 # DEPENDENCYPART_SIBL
(10,17),(10,19),0.523054 # DEPENDENCYPART_SIBL
(10,17),(10,20),0.404599 # DEPENDENCYPART_SIBL
(10,17),(10,21),-0.00301025 # DEPENDENCYPART_SIBL
(10,18),(10,19),-0.0213512 # DEPENDENCYPART_SIBL
(10,18),(10,20),0.0426212 # DEPENDENCYPART_SIBL
(10,18),(10,21),-0.0301452 # DEPENDENCYPART_SIBL
(10,19),(10,20),-0.101549 # DEPENDENCYPART_SIBL
(10,19),(10,21),-0.0305465 # DEPENDENCYPART_SIBL
(10,20),(10,21),-0.0580686 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0316231 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0244054 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.124052 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0502136 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.033922 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0850431 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.070274 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.00682695 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.0361433 # DEPENDENCYPART_SIBL
(11,10),(11,21),-0.0165551 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.696753 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.200731 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.699426 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.723386 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0772884 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.161517 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.664851 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.302271 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.169718 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.198905 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.702723 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.726683 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0640587 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.16203 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.665405 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.302785 # DEPENDENCYPART_SIBL
(11,13),(11,21),-0.161808 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0608371 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.186016 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.147195 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.187624 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.282039 # DEPENDENCYPART_SIBL
(11,14),(11,20),0.0115415 # DEPENDENCYPART_SIBL
(11,14),(11,21),-0.152374 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.739463 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0906861 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.171701 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.675045 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.312449 # DEPENDENCYPART_SIBL
(11,15),(11,21),-0.184773 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.134026 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.16946 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.67244 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.311546 # DEPENDENCYPART_SIBL
(11,16),(11,21),-0.202261 # DEPENDENCYPART_SIBL
(11,17),(11,18),0.451942 # DEPENDENCYPART_SIBL
(11,17),(11,19),0.174344 # DEPENDENCYPART_SIBL
(11,17),(11,20),0.140714 # DEPENDENCYPART_SIBL
(11,17),(11,21),0.0214683 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.376484 # DEPENDENCYPART_SIBL
(11,18),(11,20),-0.0285389 # DEPENDENCYPART_SIBL
(11,18),(11,21),-0.00845188 # DEPENDENCYPART_SIBL
(11,19),(11,20),-0.135034 # DEPENDENCYPART_SIBL
(11,19),(11,21),0.273717 # DEPENDENCYPART_SIBL
(11,20),(11,21),-0.123231 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.190556 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0601771 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.160202 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.0883138 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0181801 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.300086 # DEPENDENCYPART_SIBL
(12,14),(12,19),0.0102508 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.166154 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.0882204 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.0264483 # DEPENDENCYPART_SIBL
(13,1),(13,2),0.155487 # DEPENDENCYPART_SIBL
(13,1),(13,4),0.0518574 # DEPENDENCYPART_SIBL
(13,1),(13,5),0.390026 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.165676 # DEPENDENCYPART_SIBL
(13,1),(13,8),0.35307 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.457813 # DEPENDENCYPART_SIBL
(13,1),(13,10),0.345778 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.191449 # DEPENDENCYPART_SIBL
(13,1),(13,12),0.155487 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.105291 # DEPENDENCYPART_SIBL
(13,1),(13,15),0.105093 # DEPENDENCYPART_SIBL
(13,1),(13,16),0.384122 # DEPENDENCYPART_SIBL
(13,1),(13,17),0.0961446 # DEPENDENCYPART_SIBL
(13,1),(13,18),0.101532 # DEPENDENCYPART_SIBL
(13,1),(13,19),0.10763 # DEPENDENCYPART_SIBL
(13,1),(13,20),0.0101133 # DEPENDENCYPART_SIBL
(13,1),(13,21),0.146499 # DEPENDENCYPART_SIBL
(13,2),(13,4),0.0518574 # DEPENDENCYPART_SIBL
(13,2),(13,5),0.390026 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.165676 # DEPENDENCYPART_SIBL
(13,2),(13,8),0.35307 # DEPENDENCYPART_SIBL
(13,2),(13,9),0.457813 # DEPENDENCYPART_SIBL
(13,2),(13,10),0.345778 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.191449 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.155487 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.105291 # DEPENDENCYPART_SIBL
(13,2),(13,15),0.105093 # DEPENDENCYPART_SIBL
(13,2),(13,16),0.384122 # DEPENDENCYPART_SIBL
(13,2),(13,17),0.0961446 # DEPENDENCYPART_SIBL
(13,2),(13,18),0.101532 # DEPENDENCYPART_SIBL
