# _root_ The ad would have run during the World Series tomorrow , replacing the debut commercial of Shearson 's new ad campaign , `` Leadership by Example . ''
#goldHeads=2,3,0,3,4,5,9,9,6,5,5,5,15,15,12,15,21,17,21,21,16,21,21,21,24,25,3,3,
#predictedHeads=2,3,0,3,4,5,10,10,10,6,5,5,15,15,12,15,21,17,21,21,16,21,21,21,24,25,3,3,
(5,6),(5,28),0.0369152 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.153268 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.156832 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.148471 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.100141 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.0818744 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.155024 # DEPENDENCYPART_SIBL
(5,7),(5,16),-0.162466 # DEPENDENCYPART_SIBL
(5,7),(5,21),-0.155028 # DEPENDENCYPART_SIBL
(5,7),(5,22),-0.100141 # DEPENDENCYPART_SIBL
(5,7),(5,25),-0.0157091 # DEPENDENCYPART_SIBL
(5,7),(5,27),-0.0912092 # DEPENDENCYPART_SIBL
(5,7),(5,28),-0.094494 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.171311 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.118101 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.0724029 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.0552349 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.124195 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.0272935 # DEPENDENCYPART_SIBL
(5,8),(5,21),-0.123839 # DEPENDENCYPART_SIBL
(5,8),(5,22),-0.0724029 # DEPENDENCYPART_SIBL
(5,8),(5,25),0.0582188 # DEPENDENCYPART_SIBL
(5,8),(5,27),0.0309863 # DEPENDENCYPART_SIBL
(5,8),(5,28),-0.00713962 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.153672 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0901816 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.0814102 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.159767 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.114684 # DEPENDENCYPART_SIBL
(5,9),(5,21),-0.159411 # DEPENDENCYPART_SIBL
(5,9),(5,22),-0.0901816 # DEPENDENCYPART_SIBL
(5,9),(5,25),-0.0287098 # DEPENDENCYPART_SIBL
(5,9),(5,27),0.00429764 # DEPENDENCYPART_SIBL
(5,9),(5,28),-0.0443293 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.0816533 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.0412693 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.235629 # DEPENDENCYPART_SIBL
(5,10),(5,16),-0.112715 # DEPENDENCYPART_SIBL
(5,10),(5,21),-0.236024 # DEPENDENCYPART_SIBL
(5,10),(5,22),-0.0816533 # DEPENDENCYPART_SIBL
(5,10),(5,25),0.0539892 # DEPENDENCYPART_SIBL
(5,10),(5,27),0.0287723 # DEPENDENCYPART_SIBL
(5,10),(5,28),-0.0458715 # DEPENDENCYPART_SIBL
(5,11),(5,12),0.65341 # DEPENDENCYPART_SIBL
(5,11),(5,15),0.130953 # DEPENDENCYPART_SIBL
(5,11),(5,16),0.0696861 # DEPENDENCYPART_SIBL
(5,11),(5,21),0.112543 # DEPENDENCYPART_SIBL
(5,11),(5,22),-0.119883 # DEPENDENCYPART_SIBL
(5,11),(5,25),0.13831 # DEPENDENCYPART_SIBL
(5,11),(5,27),-0.0106964 # DEPENDENCYPART_SIBL
(5,11),(5,28),0.136904 # DEPENDENCYPART_SIBL
(5,12),(5,15),-0.266006 # DEPENDENCYPART_SIBL
(5,12),(5,16),-0.197115 # DEPENDENCYPART_SIBL
(5,12),(5,21),-0.266009 # DEPENDENCYPART_SIBL
(5,12),(5,22),-0.0525022 # DEPENDENCYPART_SIBL
(5,12),(5,25),-0.0877118 # DEPENDENCYPART_SIBL
(5,12),(5,27),0.00729564 # DEPENDENCYPART_SIBL
(5,12),(5,28),-0.0288268 # DEPENDENCYPART_SIBL
(5,15),(5,16),-0.116398 # DEPENDENCYPART_SIBL
(5,15),(5,21),-0.232197 # DEPENDENCYPART_SIBL
(5,15),(5,22),-0.055378 # DEPENDENCYPART_SIBL
(5,15),(5,25),0.0512935 # DEPENDENCYPART_SIBL
(5,15),(5,27),0.0672607 # DEPENDENCYPART_SIBL
(5,15),(5,28),-0.0331201 # DEPENDENCYPART_SIBL
(5,16),(5,21),-0.118695 # DEPENDENCYPART_SIBL
(5,16),(5,22),-0.178649 # DEPENDENCYPART_SIBL
(5,16),(5,25),-0.283501 # DEPENDENCYPART_SIBL
(5,16),(5,27),-0.139729 # DEPENDENCYPART_SIBL
(5,16),(5,28),-0.203069 # DEPENDENCYPART_SIBL
(5,21),(5,22),-0.0210506 # DEPENDENCYPART_SIBL
(5,21),(5,25),0.100134 # DEPENDENCYPART_SIBL
(5,21),(5,27),0.0699638 # DEPENDENCYPART_SIBL
(5,21),(5,28),-0.00474828 # DEPENDENCYPART_SIBL
(5,22),(5,25),0.13831 # DEPENDENCYPART_SIBL
(5,22),(5,27),-0.0106964 # DEPENDENCYPART_SIBL
(5,22),(5,28),0.136904 # DEPENDENCYPART_SIBL
(5,25),(5,27),-0.0471845 # DEPENDENCYPART_SIBL
(5,25),(5,28),0.0444158 # DEPENDENCYPART_SIBL
(5,27),(5,28),0.616899 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0975101 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.00202561 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.00720608 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.00403223 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.0713133 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.0438094 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.0316644 # DEPENDENCYPART_SIBL
(6,2),(6,21),-0.0363597 # DEPENDENCYPART_SIBL
(6,2),(6,27),0.0292768 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.372663 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.366324 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.494777 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.056519 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.424071 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.494052 # DEPENDENCYPART_SIBL
(6,7),(6,21),-0.490033 # DEPENDENCYPART_SIBL
(6,7),(6,27),-0.191608 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.623794 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.734351 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.129928 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.620621 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.733167 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.728788 # DEPENDENCYPART_SIBL
(6,8),(6,27),-0.149798 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.714128 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0639 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.5909 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.712944 # DEPENDENCYPART_SIBL
(6,9),(6,21),-0.708565 # DEPENDENCYPART_SIBL
(6,9),(6,27),-0.123185 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.00656255 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.595001 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.850443 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.846816 # DEPENDENCYPART_SIBL
(6,10),(6,27),-0.0924645 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.201488 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.042997 # DEPENDENCYPART_SIBL
(6,11),(6,21),0.0286079 # DEPENDENCYPART_SIBL
(6,11),(6,27),0.100163 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.584872 # DEPENDENCYPART_SIBL
(6,12),(6,21),-0.580853 # DEPENDENCYPART_SIBL
(6,12),(6,27),-0.033491 # DEPENDENCYPART_SIBL
(6,15),(6,21),-0.850962 # DEPENDENCYPART_SIBL
(6,15),(6,27),-0.0639438 # DEPENDENCYPART_SIBL
(6,21),(6,27),-0.0839283 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.121073 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.00409957 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.092527 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.01171 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0819596 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.67884 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.303595 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.12801 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.196864 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0741889 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0675839 # DEPENDENCYPART_SIBL
(9,7),(9,22),0.196864 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0374899 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0781184 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0147495 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0126589 # DEPENDENCYPART_SIBL
(9,8),(9,22),0.0781184 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.216332 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0665712 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.286921 # DEPENDENCYPART_SIBL
(9,10),(9,22),0.216332 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.405669 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.613714 # DEPENDENCYPART_SIBL
(9,11),(9,22),0.0469048 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0581141 # DEPENDENCYPART_SIBL
(9,12),(9,22),0.214744 # DEPENDENCYPART_SIBL
(9,15),(9,22),0.186598 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.0673604 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.180607 # DEPENDENCYPART_SIBL
(10,1),(10,7),-1.01267 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0479252 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0242505 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0061931 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.0331131 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0300367 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.0414765 # DEPENDENCYPART_SIBL
(10,1),(10,16),0.311038 # DEPENDENCYPART_SIBL
(10,1),(10,21),-0.0343485 # DEPENDENCYPART_SIBL
(10,1),(10,22),-0.0061931 # DEPENDENCYPART_SIBL
(10,1),(10,23),-0.0133593 # DEPENDENCYPART_SIBL
(10,1),(10,24),-0.0450037 # DEPENDENCYPART_SIBL
(10,1),(10,27),-0.147537 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.033613 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.489908 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.000140971 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.0291785 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.0374076 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.00293163 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.0270135 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.0146917 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.0320583 # DEPENDENCYPART_SIBL
(10,2),(10,21),0.0226655 # DEPENDENCYPART_SIBL
(10,2),(10,22),0.0374076 # DEPENDENCYPART_SIBL
(10,2),(10,23),0.0208309 # DEPENDENCYPART_SIBL
(10,2),(10,24),0.0203436 # DEPENDENCYPART_SIBL
(10,2),(10,27),0.0198841 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.148438 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0192978 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0318698 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0565099 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0525869 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0346593 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0403303 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.0457202 # DEPENDENCYPART_SIBL
(10,6),(10,21),-0.0347902 # DEPENDENCYPART_SIBL
(10,6),(10,22),-0.0565099 # DEPENDENCYPART_SIBL
(10,6),(10,23),-0.0579086 # DEPENDENCYPART_SIBL
(10,6),(10,24),-0.0338661 # DEPENDENCYPART_SIBL
(10,6),(10,27),0.0471433 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0479252 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0242505 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0061931 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0331131 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0300367 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0414765 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.311038 # DEPENDENCYPART_SIBL
(10,7),(10,21),-0.0343485 # DEPENDENCYPART_SIBL
(10,7),(10,22),-0.0061931 # DEPENDENCYPART_SIBL
(10,7),(10,23),-0.0133593 # DEPENDENCYPART_SIBL
(10,7),(10,24),-0.0450037 # DEPENDENCYPART_SIBL
(10,7),(10,27),-0.147537 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.00913283 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0731113 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0511514 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0584155 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0633578 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.100323 # DEPENDENCYPART_SIBL
(10,8),(10,21),-0.0667169 # DEPENDENCYPART_SIBL
(10,8),(10,22),-0.0731113 # DEPENDENCYPART_SIBL
(10,8),(10,23),0.025588 # DEPENDENCYPART_SIBL
(10,8),(10,24),-0.0623045 # DEPENDENCYPART_SIBL
(10,8),(10,27),-0.00247306 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.00461336 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0556923 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.028163 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0331053 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0922314 # DEPENDENCYPART_SIBL
(10,9),(10,21),-0.0364645 # DEPENDENCYPART_SIBL
(10,9),(10,22),0.00461336 # DEPENDENCYPART_SIBL
(10,9),(10,23),0.0146965 # DEPENDENCYPART_SIBL
(10,9),(10,24),-0.032052 # DEPENDENCYPART_SIBL
(10,9),(10,27),-0.0352465 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.530496 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.682378 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.676008 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.273184 # DEPENDENCYPART_SIBL
(10,11),(10,21),0.670753 # DEPENDENCYPART_SIBL
(10,11),(10,22),0.0571926 # DEPENDENCYPART_SIBL
(10,11),(10,23),0.313841 # DEPENDENCYPART_SIBL
(10,11),(10,24),0.638156 # DEPENDENCYPART_SIBL
(10,11),(10,27),-0.0248822 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0463035 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0510483 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.0441814 # DEPENDENCYPART_SIBL
(10,12),(10,21),-0.0465831 # DEPENDENCYPART_SIBL
(10,12),(10,22),0.101793 # DEPENDENCYPART_SIBL
(10,12),(10,23),-0.037043 # DEPENDENCYPART_SIBL
(10,12),(10,24),-0.0613088 # DEPENDENCYPART_SIBL
(10,12),(10,27),0.0403185 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.104942 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.0456231 # DEPENDENCYPART_SIBL
(10,14),(10,21),-0.100868 # DEPENDENCYPART_SIBL
(10,14),(10,22),-0.0339493 # DEPENDENCYPART_SIBL
(10,14),(10,23),-0.0342098 # DEPENDENCYPART_SIBL
(10,14),(10,24),-0.111771 # DEPENDENCYPART_SIBL
(10,14),(10,27),-0.000214652 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.0342057 # DEPENDENCYPART_SIBL
(10,15),(10,21),-0.116192 # DEPENDENCYPART_SIBL
(10,15),(10,22),-0.046764 # DEPENDENCYPART_SIBL
(10,15),(10,23),-0.036461 # DEPENDENCYPART_SIBL
(10,15),(10,24),-0.127094 # DEPENDENCYPART_SIBL
(10,15),(10,27),0.00979046 # DEPENDENCYPART_SIBL
(10,16),(10,21),0.0471807 # DEPENDENCYPART_SIBL
(10,16),(10,22),-0.0149331 # DEPENDENCYPART_SIBL
(10,16),(10,23),-0.0475312 # DEPENDENCYPART_SIBL
(10,16),(10,24),0.0327782 # DEPENDENCYPART_SIBL
(10,16),(10,27),-0.044362 # DEPENDENCYPART_SIBL
(10,21),(10,22),-0.0380629 # DEPENDENCYPART_SIBL
(10,21),(10,23),-0.0343231 # DEPENDENCYPART_SIBL
(10,21),(10,24),-0.120227 # DEPENDENCYPART_SIBL
(10,21),(10,27),-0.006468 # DEPENDENCYPART_SIBL
(10,22),(10,23),0.313841 # DEPENDENCYPART_SIBL
(10,22),(10,24),0.638156 # DEPENDENCYPART_SIBL
(10,22),(10,27),-0.0248822 # DEPENDENCYPART_SIBL
(10,23),(10,24),0.180399 # DEPENDENCYPART_SIBL
(10,23),(10,27),0.0927973 # DEPENDENCYPART_SIBL
(10,24),(10,27),-0.0157313 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0299402 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.138991 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0116068 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0390922 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.0436367 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0130924 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.023282 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.0599105 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.0576538 # DEPENDENCYPART_SIBL
(12,9),(12,20),0.0395788 # DEPENDENCYPART_SIBL
(12,9),(12,21),0.028591 # DEPENDENCYPART_SIBL
(12,9),(12,22),0.00348139 # DEPENDENCYPART_SIBL
(12,9),(12,23),-0.0488684 # DEPENDENCYPART_SIBL
(12,9),(12,24),0.0387273 # DEPENDENCYPART_SIBL
(12,9),(12,25),-0.0646465 # DEPENDENCYPART_SIBL
(12,9),(12,26),0.0458515 # DEPENDENCYPART_SIBL
(12,9),(12,27),0.060842 # DEPENDENCYPART_SIBL
(12,9),(12,28),0.0304572 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.155766 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0338459 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.0427016 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.0398594 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0261706 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.00266399 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.0533221 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.00802604 # DEPENDENCYPART_SIBL
(12,10),(12,20),0.0371222 # DEPENDENCYPART_SIBL
(12,10),(12,21),0.0364148 # DEPENDENCYPART_SIBL
(12,10),(12,22),0.00867135 # DEPENDENCYPART_SIBL
(12,10),(12,23),-0.0401259 # DEPENDENCYPART_SIBL
(12,10),(12,24),0.0395651 # DEPENDENCYPART_SIBL
(12,10),(12,25),0.036767 # DEPENDENCYPART_SIBL
(12,10),(12,26),0.0200989 # DEPENDENCYPART_SIBL
(12,10),(12,27),0.0138967 # DEPENDENCYPART_SIBL
(12,10),(12,28),0.049212 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0251761 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.00790854 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.00195318 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0214636 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.00982117 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.214752 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.0553142 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.00213653 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.00418837 # DEPENDENCYPART_SIBL
(12,11),(12,22),0.0677369 # DEPENDENCYPART_SIBL
(12,11),(12,23),-0.0692494 # DEPENDENCYPART_SIBL
(12,11),(12,24),-0.0270916 # DEPENDENCYPART_SIBL
(12,11),(12,25),0.0151481 # DEPENDENCYPART_SIBL
(12,11),(12,26),0.0167436 # DEPENDENCYPART_SIBL
(12,11),(12,27),0.127601 # DEPENDENCYPART_SIBL
(12,11),(12,28),-0.0268267 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.153682 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.154569 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0669113 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.160693 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.087026 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.0480554 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.15387 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.155166 # DEPENDENCYPART_SIBL
(12,13),(12,22),-0.0960012 # DEPENDENCYPART_SIBL
(12,13),(12,23),-0.0919474 # DEPENDENCYPART_SIBL
(12,13),(12,24),-0.153788 # DEPENDENCYPART_SIBL
(12,13),(12,25),0.00410899 # DEPENDENCYPART_SIBL
(12,13),(12,26),-0.154345 # DEPENDENCYPART_SIBL
(12,13),(12,27),-0.111207 # DEPENDENCYPART_SIBL
(12,13),(12,28),-0.0910277 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.201383 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.00109856 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.102828 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0600601 # DEPENDENCYPART_SIBL
(12,14),(12,19),0.0169612 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.199308 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.202383 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.0236733 # DEPENDENCYPART_SIBL
(12,14),(12,23),-0.0155501 # DEPENDENCYPART_SIBL
(12,14),(12,24),-0.199703 # DEPENDENCYPART_SIBL
(12,14),(12,25),0.0990292 # DEPENDENCYPART_SIBL
(12,14),(12,26),-0.201604 # DEPENDENCYPART_SIBL
(12,14),(12,27),-0.0220028 # DEPENDENCYPART_SIBL
(12,14),(12,28),0.0295415 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.028049 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.113425 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0712377 # DEPENDENCYPART_SIBL
(12,15),(12,19),0.00510326 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.22532 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.228395 # DEPENDENCYPART_SIBL
(12,15),(12,22),-0.0458067 # DEPENDENCYPART_SIBL
(12,15),(12,23),-0.0267277 # DEPENDENCYPART_SIBL
(12,15),(12,24),-0.225716 # DEPENDENCYPART_SIBL
(12,15),(12,25),0.0723452 # DEPENDENCYPART_SIBL
(12,15),(12,26),-0.227616 # DEPENDENCYPART_SIBL
(12,15),(12,27),-0.0208925 # DEPENDENCYPART_SIBL
(12,15),(12,28),0.0182216 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0894606 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0011967 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.121413 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.0804293 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.080981 # DEPENDENCYPART_SIBL
(12,16),(12,22),-0.00873554 # DEPENDENCYPART_SIBL
(12,16),(12,23),-0.0803561 # DEPENDENCYPART_SIBL
(12,16),(12,24),-0.0805755 # DEPENDENCYPART_SIBL
(12,16),(12,25),-0.0806457 # DEPENDENCYPART_SIBL
(12,16),(12,26),-0.0886312 # DEPENDENCYPART_SIBL
(12,16),(12,27),-0.0866154 # DEPENDENCYPART_SIBL
(12,16),(12,28),-0.200928 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.116992 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.0348088 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.143539 # DEPENDENCYPART_SIBL
(12,17),(12,21),-0.145006 # DEPENDENCYPART_SIBL
(12,17),(12,22),-0.0332234 # DEPENDENCYPART_SIBL
(12,17),(12,23),0.0159323 # DEPENDENCYPART_SIBL
(12,17),(12,24),-0.143612 # DEPENDENCYPART_SIBL
(12,17),(12,25),0.0786428 # DEPENDENCYPART_SIBL
(12,17),(12,26),-0.14516 # DEPENDENCYPART_SIBL
(12,17),(12,27),-0.00192347 # DEPENDENCYPART_SIBL
(12,17),(12,28),0.00932553 # DEPENDENCYPART_SIBL
(12,18),(12,19),0.00602231 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.227336 # DEPENDENCYPART_SIBL
(12,18),(12,21),-0.228788 # DEPENDENCYPART_SIBL
(12,18),(12,22),-0.194877 # DEPENDENCYPART_SIBL
(12,18),(12,23),-0.0318655 # DEPENDENCYPART_SIBL
(12,18),(12,24),-0.227409 # DEPENDENCYPART_SIBL
(12,18),(12,25),0.0766014 # DEPENDENCYPART_SIBL
(12,18),(12,26),-0.227874 # DEPENDENCYPART_SIBL
(12,18),(12,27),-0.0868116 # DEPENDENCYPART_SIBL
(12,18),(12,28),0.0193808 # DEPENDENCYPART_SIBL
(12,19),(12,20),-0.140829 # DEPENDENCYPART_SIBL
(12,19),(12,21),-0.142282 # DEPENDENCYPART_SIBL
(12,19),(12,22),-0.0781859 # DEPENDENCYPART_SIBL
(12,19),(12,23),-0.0451087 # DEPENDENCYPART_SIBL
(12,19),(12,24),-0.140903 # DEPENDENCYPART_SIBL
(12,19),(12,25),0.0275017 # DEPENDENCYPART_SIBL
(12,19),(12,26),-0.141382 # DEPENDENCYPART_SIBL
(12,19),(12,27),-0.0144017 # DEPENDENCYPART_SIBL
(12,19),(12,28),0.0142848 # DEPENDENCYPART_SIBL
(12,20),(12,21),-0.21462 # DEPENDENCYPART_SIBL
(12,20),(12,22),-0.024777 # DEPENDENCYPART_SIBL
(12,20),(12,23),-0.0174558 # DEPENDENCYPART_SIBL
(12,20),(12,24),-0.211896 # DEPENDENCYPART_SIBL
(12,20),(12,25),0.0973276 # DEPENDENCYPART_SIBL
(12,20),(12,26),-0.213797 # DEPENDENCYPART_SIBL
(12,20),(12,27),-0.035318 # DEPENDENCYPART_SIBL
(12,20),(12,28),0.0276487 # DEPENDENCYPART_SIBL
(12,21),(12,22),-0.0355752 # DEPENDENCYPART_SIBL
