# _root_ On the screens , only two forlorn blue figures remained , but the index had recovered a few points and was off about 140 .
#goldHeads=10,3,1,10,9,9,9,9,10,0,10,10,14,15,12,15,19,19,16,15,20,21,22,23,10,
#predictedHeads=10,3,1,10,9,5,9,9,10,0,10,10,14,15,12,15,19,19,16,15,20,21,22,23,10,
(5,3),(5,10),0.00674875 # DEPENDENCYPART_SIBL
(5,3),(5,11),0.0286594 # DEPENDENCYPART_SIBL
(5,3),(5,12),-0.00629685 # DEPENDENCYPART_SIBL
(5,3),(5,14),-0.016799 # DEPENDENCYPART_SIBL
(5,3),(5,15),0.0221123 # DEPENDENCYPART_SIBL
(5,3),(5,16),0.00631273 # DEPENDENCYPART_SIBL
(5,3),(5,20),0.0226308 # DEPENDENCYPART_SIBL
(5,3),(5,24),-0.053575 # DEPENDENCYPART_SIBL
(5,3),(5,25),-0.0230669 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0677514 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.036746 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0369709 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.0685253 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.018086 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.466861 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.158425 # DEPENDENCYPART_SIBL
(5,4),(5,14),-0.0537768 # DEPENDENCYPART_SIBL
(5,4),(5,15),-0.0102003 # DEPENDENCYPART_SIBL
(5,4),(5,16),-0.0321757 # DEPENDENCYPART_SIBL
(5,4),(5,20),-0.158191 # DEPENDENCYPART_SIBL
(5,4),(5,24),-0.0564567 # DEPENDENCYPART_SIBL
(5,4),(5,25),-0.0025704 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0330392 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.0330392 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.118203 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.000455096 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.0422607 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.00876312 # DEPENDENCYPART_SIBL
(5,6),(5,14),-0.00454196 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.0162924 # DEPENDENCYPART_SIBL
(5,6),(5,16),0.017563 # DEPENDENCYPART_SIBL
(5,6),(5,20),-0.044781 # DEPENDENCYPART_SIBL
(5,6),(5,24),0.171312 # DEPENDENCYPART_SIBL
(5,6),(5,25),-0.0172632 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.00350408 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0403583 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.0204531 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.0546961 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.103466 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.00856034 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.0227486 # DEPENDENCYPART_SIBL
(5,7),(5,16),0.0837 # DEPENDENCYPART_SIBL
(5,7),(5,20),0.0213247 # DEPENDENCYPART_SIBL
(5,7),(5,24),0.0179886 # DEPENDENCYPART_SIBL
(5,7),(5,25),0.0635558 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0403584 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0204531 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.0422913 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.103391 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.00856988 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.0227486 # DEPENDENCYPART_SIBL
(5,8),(5,16),0.0837 # DEPENDENCYPART_SIBL
(5,8),(5,20),0.0211905 # DEPENDENCYPART_SIBL
(5,8),(5,24),0.0179868 # DEPENDENCYPART_SIBL
(5,8),(5,25),0.0635104 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.103878 # DEPENDENCYPART_SIBL
(5,9),(5,11),0.0211087 # DEPENDENCYPART_SIBL
(5,9),(5,12),0.0410431 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.116692 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.102135 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.017953 # DEPENDENCYPART_SIBL
(5,9),(5,20),-0.0278989 # DEPENDENCYPART_SIBL
(5,9),(5,24),-0.0252867 # DEPENDENCYPART_SIBL
(5,9),(5,25),-0.0148723 # DEPENDENCYPART_SIBL
(5,10),(5,11),0.126822 # DEPENDENCYPART_SIBL
(5,10),(5,12),0.085259 # DEPENDENCYPART_SIBL
(5,10),(5,14),-0.0461808 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.257157 # DEPENDENCYPART_SIBL
(5,10),(5,16),0.00310543 # DEPENDENCYPART_SIBL
(5,10),(5,20),0.0501344 # DEPENDENCYPART_SIBL
(5,10),(5,24),0.0194084 # DEPENDENCYPART_SIBL
(5,10),(5,25),0.196546 # DEPENDENCYPART_SIBL
(5,11),(5,12),0.816261 # DEPENDENCYPART_SIBL
(5,11),(5,14),0.16168 # DEPENDENCYPART_SIBL
(5,11),(5,15),0.330108 # DEPENDENCYPART_SIBL
(5,11),(5,16),0.367778 # DEPENDENCYPART_SIBL
(5,11),(5,20),0.436022 # DEPENDENCYPART_SIBL
(5,11),(5,24),0.13761 # DEPENDENCYPART_SIBL
(5,11),(5,25),0.196452 # DEPENDENCYPART_SIBL
(5,12),(5,14),-0.0200143 # DEPENDENCYPART_SIBL
(5,12),(5,15),-0.00082642 # DEPENDENCYPART_SIBL
(5,12),(5,16),0.109998 # DEPENDENCYPART_SIBL
(5,12),(5,20),-0.645766 # DEPENDENCYPART_SIBL
(5,12),(5,24),0.0138798 # DEPENDENCYPART_SIBL
(5,12),(5,25),0.202687 # DEPENDENCYPART_SIBL
(5,14),(5,15),-0.14628 # DEPENDENCYPART_SIBL
(5,14),(5,16),-0.0439618 # DEPENDENCYPART_SIBL
(5,14),(5,20),-0.0399738 # DEPENDENCYPART_SIBL
(5,14),(5,24),-0.0946291 # DEPENDENCYPART_SIBL
(5,14),(5,25),-0.118428 # DEPENDENCYPART_SIBL
(5,15),(5,16),0.0176298 # DEPENDENCYPART_SIBL
(5,15),(5,20),0.0936629 # DEPENDENCYPART_SIBL
(5,15),(5,24),0.0435771 # DEPENDENCYPART_SIBL
(5,15),(5,25),0.283432 # DEPENDENCYPART_SIBL
(5,16),(5,20),0.101433 # DEPENDENCYPART_SIBL
(5,16),(5,24),0.0629628 # DEPENDENCYPART_SIBL
(5,16),(5,25),0.152118 # DEPENDENCYPART_SIBL
(5,20),(5,24),-0.0162132 # DEPENDENCYPART_SIBL
(5,20),(5,25),-0.0101493 # DEPENDENCYPART_SIBL
(5,24),(5,25),-0.0378509 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.0324904 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.050261 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.337831 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.0394326 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.00641244 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.00648198 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.0457357 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.0867163 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.0845965 # DEPENDENCYPART_SIBL
(6,1),(6,12),-0.00264582 # DEPENDENCYPART_SIBL
(6,1),(6,14),0.00469434 # DEPENDENCYPART_SIBL
(6,1),(6,15),-0.0756977 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0534934 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.145702 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.125172 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0676196 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.0676166 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.0343418 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.164425 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.149131 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.0117141 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.0113664 # DEPENDENCYPART_SIBL
(6,2),(6,15),0.196598 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.126621 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0496094 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.0148756 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.0148742 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.0358982 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.0269819 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.02299 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.0891307 # DEPENDENCYPART_SIBL
(6,3),(6,14),0.0501113 # DEPENDENCYPART_SIBL
(6,3),(6,15),0.0340867 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.135006 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0827333 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0829582 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0518046 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0633691 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.0215271 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.159034 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0575898 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.0589435 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0459035 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0459041 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0415851 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0466434 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.10786 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.110554 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.00785488 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.097033 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0763943 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0452523 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0313382 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0722386 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.0564748 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.0667498 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0296818 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.0452522 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0313382 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.0598338 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.0563997 # DEPENDENCYPART_SIBL
(6,8),(6,14),0.0667402 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0296818 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.102654 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.0947254 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.00319092 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0398555 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0981633 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.210073 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.028479 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.0176329 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.270837 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.750039 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.574562 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.453903 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.0345088 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.013306 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.058559 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0733934 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.482404 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.043254 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.0807857 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.0104443 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.00418793 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.0354997 # DEPENDENCYPART_SIBL
(7,1),(7,15),-0.00719938 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.160762 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.041289 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.108367 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0413084 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0457772 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.0831048 # DEPENDENCYPART_SIBL
(7,3),(7,15),0.081688 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.121471 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0832488 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0864397 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0544499 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.283283 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.0235381 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.222451 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0456529 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0641023 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.137864 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0916678 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0460699 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0937384 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0138892 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.0185409 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0307013 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.00582147 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0663966 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.769503 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.275659 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.0220674 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.121253 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0830307 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.164229 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0534947 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.283695 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.222451 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.185653 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0650571 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.138276 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.129537 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0927836 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0134772 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.00853959 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0946866 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.769391 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.159784 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.036994 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.334329 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0400237 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0298618 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0717371 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.081501 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.082169 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0798377 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0611143 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0416339 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0719565 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.101286 # DEPENDENCYPART_SIBL
(9,1),(9,19),-0.014837 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.0972781 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.204765 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.142063 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.157276 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.0909705 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.096285 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0865715 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.120147 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.156107 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.137928 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.0956629 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.0148434 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.161463 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.190195 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.10259 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.128011 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0796161 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0893791 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.010438 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.00153888 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.0185491 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.00951513 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.0207238 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0732538 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.0212902 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0291775 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0692147 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0583624 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0473438 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.037742 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.048418 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0313821 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.00178536 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.041242 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0589708 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.00400544 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.00584891 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0144145 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0244511 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0243852 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0129837 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0656655 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0951709 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0366339 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0352411 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.118873 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.285663 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.274863 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.00909962 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.159058 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.037015 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0686973 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0384398 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.00690604 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.0129876 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.134143 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0623263 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0377539 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.032332 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0622391 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.00297164 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.100795 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.0607452 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.072945 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0478442 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0325269 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0745814 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.00764705 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.110011 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.074549 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.258208 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.00911649 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0194899 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.240993 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0393936 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.0094611 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.677428 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.5087 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.481826 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.452624 # DEPENDENCYPART_SIBL
(9,11),(9,19),0.665445 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0853248 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0451647 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0406531 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0199226 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0522532 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0400756 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.127793 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.00410726 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.0540198 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.00956295 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.0274219 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.328553 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.0201202 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.0468102 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.00988481 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0098959 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0274213 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.026051 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0100509 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0332733 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.0159153 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0837875 # DEPENDENCYPART_SIBL
(10,1),(10,19),0.0757631 # DEPENDENCYPART_SIBL
(10,1),(10,20),0.0170374 # DEPENDENCYPART_SIBL
(10,1),(10,21),-0.0807032 # DEPENDENCYPART_SIBL
(10,1),(10,22),-0.0130345 # DEPENDENCYPART_SIBL
(10,1),(10,23),-0.0480085 # DEPENDENCYPART_SIBL
(10,1),(10,25),0.10237 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.0307243 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.0197929 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.348425 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.257917 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.257928 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.800316 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.021651 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.050403 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.0323185 # DEPENDENCYPART_SIBL
(10,3),(10,15),0.0465465 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.021002 # DEPENDENCYPART_SIBL
(10,3),(10,19),0.0540543 # DEPENDENCYPART_SIBL
(10,3),(10,20),0.0436903 # DEPENDENCYPART_SIBL
(10,3),(10,21),-0.00360098 # DEPENDENCYPART_SIBL
(10,3),(10,22),-0.00342372 # DEPENDENCYPART_SIBL
(10,3),(10,23),-0.0912248 # DEPENDENCYPART_SIBL
(10,3),(10,25),0.0600546 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.125419 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.0432713 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.052723 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.0514442 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0508644 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.0039719 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0417026 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0102746 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.00687727 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.139272 # DEPENDENCYPART_SIBL
(10,4),(10,19),0.0126531 # DEPENDENCYPART_SIBL
(10,4),(10,20),-0.0673642 # DEPENDENCYPART_SIBL
(10,4),(10,21),-0.0200272 # DEPENDENCYPART_SIBL
(10,4),(10,22),-0.0340946 # DEPENDENCYPART_SIBL
(10,4),(10,23),0.000328186 # DEPENDENCYPART_SIBL
(10,4),(10,25),0.110057 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.00915407 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0303242 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0304716 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.142319 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.105647 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.125396 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.00167354 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0311449 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.102023 # DEPENDENCYPART_SIBL
(10,5),(10,19),0.072613 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.0901025 # DEPENDENCYPART_SIBL
(10,5),(10,21),0.111664 # DEPENDENCYPART_SIBL
(10,5),(10,22),0.0424337 # DEPENDENCYPART_SIBL
(10,5),(10,23),0.0641551 # DEPENDENCYPART_SIBL
(10,5),(10,25),0.00354784 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.000198463 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.000884973 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.230853 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.00952309 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0163548 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.0215041 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.086316 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0856847 # DEPENDENCYPART_SIBL
(10,6),(10,19),0.0257889 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.0126421 # DEPENDENCYPART_SIBL
(10,6),(10,21),-0.0589865 # DEPENDENCYPART_SIBL
(10,6),(10,22),-0.0361115 # DEPENDENCYPART_SIBL
(10,6),(10,23),-0.107335 # DEPENDENCYPART_SIBL
(10,6),(10,25),0.0848714 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.122 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.15318 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.021402 # DEPENDENCYPART_SIBL
