# _root_ Around Wall Street , trading desks were relieved that they could at least play the market yesterday , in contrast to Friday 's gridlock .
#goldHeads=7,3,1,7,6,7,0,7,8,11,9,11,12,11,16,14,14,14,14,19,20,24,22,21,7,
#predictedHeads=7,3,1,7,6,7,0,7,8,11,9,11,12,11,16,14,14,14,14,19,20,24,22,21,7,
(3,14),(3,23),-0.0111788 # DEPENDENCYPART_SIBL
(3,14),(3,25),0.0279029 # DEPENDENCYPART_SIBL
(3,18),(3,23),0.00480791 # DEPENDENCYPART_SIBL
(3,18),(3,25),-0.0176022 # DEPENDENCYPART_SIBL
(3,23),(3,25),-0.0870516 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.0428087 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.0815833 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.261273 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.0285077 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.0803337 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.0156484 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.0872626 # DEPENDENCYPART_SIBL
(5,1),(5,11),-0.0317787 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.0906192 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.06289 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.173778 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.192958 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.127462 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.289183 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.203365 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.123894 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.162012 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.196885 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.128023 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.304957 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.199866 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0537268 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0183016 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.0127541 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.157517 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.0321857 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.162626 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0730881 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.198161 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.0681028 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0424239 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.0116198 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.138134 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.00858442 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.00279769 # DEPENDENCYPART_SIBL
(5,9),(5,11),0.00263546 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.0287068 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0408498 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.365336 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.0178349 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0719972 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0799679 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.186204 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.0306824 # DEPENDENCYPART_SIBL
(6,1),(6,12),-0.0442272 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.220248 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0812136 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.134967 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0712722 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0681346 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.140731 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.0598145 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.0117458 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.087071 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.122357 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.102087 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0932229 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.169287 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0807664 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.0427971 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.100347 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.00340644 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0504736 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.195566 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.00623147 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.0161905 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.149273 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0814612 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.468644 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.125022 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.118761 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0920416 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0767723 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.190647 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0978566 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.000763514 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0419657 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.017831 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0444063 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.168123 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.00353795 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.0467191 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.0569141 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.336545 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.0318821 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.0502434 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.065867 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.120384 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.0877101 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.0235162 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.115289 # DEPENDENCYPART_SIBL
(7,1),(7,13),-0.0335744 # DEPENDENCYPART_SIBL
(7,1),(7,14),-0.0917896 # DEPENDENCYPART_SIBL
(7,1),(7,17),-0.108491 # DEPENDENCYPART_SIBL
(7,1),(7,18),-0.11072 # DEPENDENCYPART_SIBL
(7,1),(7,19),-0.0796367 # DEPENDENCYPART_SIBL
(7,1),(7,21),-0.186014 # DEPENDENCYPART_SIBL
(7,1),(7,25),-0.0180128 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.43373 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.097638 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.238211 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.373951 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.0197613 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0757506 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0202296 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.00560524 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.0703161 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.0360339 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.0288924 # DEPENDENCYPART_SIBL
(7,2),(7,17),0.0216825 # DEPENDENCYPART_SIBL
(7,2),(7,18),0.0296914 # DEPENDENCYPART_SIBL
(7,2),(7,19),-0.0528578 # DEPENDENCYPART_SIBL
(7,2),(7,21),-0.121288 # DEPENDENCYPART_SIBL
(7,2),(7,25),-0.0136863 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0804276 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.232218 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.374864 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0130847 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0935049 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0214237 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0037972 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0907371 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.0377554 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0167515 # DEPENDENCYPART_SIBL
(7,3),(7,17),0.0162833 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.0109608 # DEPENDENCYPART_SIBL
(7,3),(7,19),-0.0991035 # DEPENDENCYPART_SIBL
(7,3),(7,21),-0.118175 # DEPENDENCYPART_SIBL
(7,3),(7,25),-0.00970685 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0488398 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0510254 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0167852 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.172841 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0901719 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0613749 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0780406 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.0368188 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.101538 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.0925139 # DEPENDENCYPART_SIBL
(7,4),(7,18),0.0366146 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.0433106 # DEPENDENCYPART_SIBL
(7,4),(7,21),-0.149807 # DEPENDENCYPART_SIBL
(7,4),(7,25),0.055833 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.552262 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0837078 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0938409 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.102545 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0321615 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0454795 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.057732 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0505117 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.0338968 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.0701404 # DEPENDENCYPART_SIBL
(7,5),(7,19),0.0023206 # DEPENDENCYPART_SIBL
(7,5),(7,21),-0.154969 # DEPENDENCYPART_SIBL
(7,5),(7,25),-0.108099 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.070744 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.144984 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0652988 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0034862 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0582501 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0223857 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0413863 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.0509697 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.0140448 # DEPENDENCYPART_SIBL
(7,6),(7,19),0.0349958 # DEPENDENCYPART_SIBL
(7,6),(7,21),-0.275013 # DEPENDENCYPART_SIBL
(7,6),(7,25),-0.00467755 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.362386 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.225328 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.274295 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.296529 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.215626 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.228284 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.342588 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.0167677 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.211373 # DEPENDENCYPART_SIBL
(7,8),(7,21),-0.238535 # DEPENDENCYPART_SIBL
(7,8),(7,25),0.0566806 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.406919 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.405944 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.683128 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.346084 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.357053 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.177059 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.181258 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.805597 # DEPENDENCYPART_SIBL
(7,9),(7,21),-0.472025 # DEPENDENCYPART_SIBL
(7,9),(7,25),0.0288907 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0175641 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0378821 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0231018 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.0911177 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.121205 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.0634838 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.0257994 # DEPENDENCYPART_SIBL
(7,10),(7,21),0.021642 # DEPENDENCYPART_SIBL
(7,10),(7,25),-0.0576717 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.139198 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.145066 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.158319 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.0230481 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.0783226 # DEPENDENCYPART_SIBL
(7,11),(7,19),-0.146897 # DEPENDENCYPART_SIBL
(7,11),(7,21),-0.144521 # DEPENDENCYPART_SIBL
(7,11),(7,25),-0.0541292 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0224743 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.0277924 # DEPENDENCYPART_SIBL
(7,12),(7,17),0.635871 # DEPENDENCYPART_SIBL
(7,12),(7,18),0.271412 # DEPENDENCYPART_SIBL
(7,12),(7,19),0.107952 # DEPENDENCYPART_SIBL
(7,12),(7,21),0.127955 # DEPENDENCYPART_SIBL
(7,12),(7,25),-0.0826372 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.0731796 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.0330123 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.0390496 # DEPENDENCYPART_SIBL
(7,13),(7,19),0.0168459 # DEPENDENCYPART_SIBL
(7,13),(7,21),-0.0288311 # DEPENDENCYPART_SIBL
(7,13),(7,25),-0.0486937 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.158541 # DEPENDENCYPART_SIBL
(7,14),(7,18),0.0202897 # DEPENDENCYPART_SIBL
(7,14),(7,19),-0.122216 # DEPENDENCYPART_SIBL
(7,14),(7,21),-0.124312 # DEPENDENCYPART_SIBL
(7,14),(7,25),-0.00168945 # DEPENDENCYPART_SIBL
(7,17),(7,18),0.184995 # DEPENDENCYPART_SIBL
(7,17),(7,19),0.136066 # DEPENDENCYPART_SIBL
(7,17),(7,21),-0.0545063 # DEPENDENCYPART_SIBL
(7,17),(7,25),-0.0075542 # DEPENDENCYPART_SIBL
(7,18),(7,19),0.171491 # DEPENDENCYPART_SIBL
(7,18),(7,21),0.113627 # DEPENDENCYPART_SIBL
(7,18),(7,25),0.00167636 # DEPENDENCYPART_SIBL
(7,19),(7,21),-0.0241056 # DEPENDENCYPART_SIBL
(7,19),(7,25),-0.0614175 # DEPENDENCYPART_SIBL
(7,21),(7,25),-0.0502432 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.0250216 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.332697 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.0373453 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.0175744 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.046535 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0010912 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0399671 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0814222 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.039748 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.017005 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.0818116 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.0488348 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.0546085 # DEPENDENCYPART_SIBL
(8,1),(8,18),-0.0905312 # DEPENDENCYPART_SIBL
(8,1),(8,19),-0.0510014 # DEPENDENCYPART_SIBL
(8,1),(8,21),-0.0571117 # DEPENDENCYPART_SIBL
(8,1),(8,24),-0.010315 # DEPENDENCYPART_SIBL
(8,1),(8,25),0.0271218 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0626445 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0195602 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0522633 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0174998 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.059186 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.00172072 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0467471 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.00747846 # DEPENDENCYPART_SIBL
(8,3),(8,13),4.37241e-06 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.00104628 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0187059 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.0277864 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.0435077 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.0443908 # DEPENDENCYPART_SIBL
(8,3),(8,21),0.0341567 # DEPENDENCYPART_SIBL
(8,3),(8,24),0.0188012 # DEPENDENCYPART_SIBL
(8,3),(8,25),0.199591 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.114172 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.127041 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0303283 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0547268 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0413623 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.028853 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.0271036 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.0174318 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.054344 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0573151 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.0475871 # DEPENDENCYPART_SIBL
(8,4),(8,18),0.0335152 # DEPENDENCYPART_SIBL
(8,4),(8,19),0.0348845 # DEPENDENCYPART_SIBL
(8,4),(8,21),-0.000634615 # DEPENDENCYPART_SIBL
(8,4),(8,24),-0.0113456 # DEPENDENCYPART_SIBL
(8,4),(8,25),0.147046 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.135024 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.00601415 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0343619 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0473843 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0466492 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0563695 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.0153971 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0143047 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0338795 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0369839 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.00390688 # DEPENDENCYPART_SIBL
(8,5),(8,19),0.000295065 # DEPENDENCYPART_SIBL
(8,5),(8,21),0.0542918 # DEPENDENCYPART_SIBL
(8,5),(8,24),-0.0176742 # DEPENDENCYPART_SIBL
(8,5),(8,25),0.121827 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0395495 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0359566 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0175693 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0255334 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0118354 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0219325 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.01466 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0258868 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0252828 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.0362877 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.00252225 # DEPENDENCYPART_SIBL
(8,6),(8,21),-0.0537643 # DEPENDENCYPART_SIBL
(8,6),(8,24),-0.000954764 # DEPENDENCYPART_SIBL
(8,6),(8,25),0.144516 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0182494 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0439601 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.110845 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.00515448 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0426572 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0761624 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0547439 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.0404419 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.0307487 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.0845363 # DEPENDENCYPART_SIBL
(8,7),(8,21),-0.0728689 # DEPENDENCYPART_SIBL
(8,7),(8,24),-0.0327005 # DEPENDENCYPART_SIBL
(8,7),(8,25),0.00256205 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.235353 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.250083 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.429077 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.22753 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.185326 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.421696 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.188114 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.12193 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.487871 # DEPENDENCYPART_SIBL
(8,9),(8,21),-0.287005 # DEPENDENCYPART_SIBL
(8,9),(8,24),-0.440723 # DEPENDENCYPART_SIBL
(8,9),(8,25),0.209176 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0649674 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0233111 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.00108214 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.1329 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0364164 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.0261106 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0318329 # DEPENDENCYPART_SIBL
(8,10),(8,19),0.0508826 # DEPENDENCYPART_SIBL
(8,10),(8,21),0.0244493 # DEPENDENCYPART_SIBL
(8,10),(8,24),-0.0376781 # DEPENDENCYPART_SIBL
(8,10),(8,25),-0.0296821 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0753268 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.104638 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.105071 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.141584 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.082772 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.11361 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.0842312 # DEPENDENCYPART_SIBL
(8,11),(8,21),-0.108212 # DEPENDENCYPART_SIBL
(8,11),(8,24),-0.142458 # DEPENDENCYPART_SIBL
(8,11),(8,25),-0.0278743 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.131321 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0350427 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.00833807 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.297524 # DEPENDENCYPART_SIBL
(8,12),(8,18),0.140508 # DEPENDENCYPART_SIBL
(8,12),(8,19),0.0108847 # DEPENDENCYPART_SIBL
(8,12),(8,21),-0.0340004 # DEPENDENCYPART_SIBL
(8,12),(8,24),-0.0269462 # DEPENDENCYPART_SIBL
(8,12),(8,25),-0.00566495 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0311663 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.163507 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.0999821 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.0530992 # DEPENDENCYPART_SIBL
(8,13),(8,19),0.0519004 # DEPENDENCYPART_SIBL
(8,13),(8,21),0.00479352 # DEPENDENCYPART_SIBL
(8,13),(8,24),-0.164394 # DEPENDENCYPART_SIBL
(8,13),(8,25),-0.015127 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.231547 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.17563 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.00535028 # DEPENDENCYPART_SIBL
(8,14),(8,19),-0.0490877 # DEPENDENCYPART_SIBL
(8,14),(8,21),-0.0419985 # DEPENDENCYPART_SIBL
(8,14),(8,24),-0.227248 # DEPENDENCYPART_SIBL
(8,14),(8,25),0.00058533 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.0351484 # DEPENDENCYPART_SIBL
(8,16),(8,18),0.051919 # DEPENDENCYPART_SIBL
(8,16),(8,19),0.0315062 # DEPENDENCYPART_SIBL
(8,16),(8,21),-0.0105366 # DEPENDENCYPART_SIBL
(8,16),(8,24),-0.17134 # DEPENDENCYPART_SIBL
(8,16),(8,25),0.0510502 # DEPENDENCYPART_SIBL
(8,17),(8,18),0.0951639 # DEPENDENCYPART_SIBL
(8,17),(8,19),0.224281 # DEPENDENCYPART_SIBL
(8,17),(8,21),0.00246304 # DEPENDENCYPART_SIBL
(8,17),(8,24),-0.187339 # DEPENDENCYPART_SIBL
(8,17),(8,25),0.116105 # DEPENDENCYPART_SIBL
(8,18),(8,19),0.151041 # DEPENDENCYPART_SIBL
(8,18),(8,21),0.17628 # DEPENDENCYPART_SIBL
(8,18),(8,24),0.18102 # DEPENDENCYPART_SIBL
(8,18),(8,25),0.0441709 # DEPENDENCYPART_SIBL
(8,19),(8,21),-0.0263164 # DEPENDENCYPART_SIBL
(8,19),(8,24),-0.0532657 # DEPENDENCYPART_SIBL
(8,19),(8,25),0.0213516 # DEPENDENCYPART_SIBL
(8,21),(8,24),-0.100934 # DEPENDENCYPART_SIBL
(8,21),(8,25),0.0478211 # DEPENDENCYPART_SIBL
(8,24),(8,25),0.039876 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.361415 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0382443 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.00156724 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.017534 # DEPENDENCYPART_SIBL
