# _root_ Other , more thinly traded Asian markets were hit harder than Tokyo 's , but there were no free-fall declines .
#goldHeads=7,7,5,5,7,7,8,0,8,9,10,11,12,8,8,17,15,20,20,17,8,
#predictedHeads=7,8,4,5,7,7,8,0,8,9,10,11,12,8,8,17,15,20,20,17,8,
(5,8),(5,17),-0.399354 # DEPENDENCYPART_SIBL
(5,8),(5,20),-0.195003 # DEPENDENCYPART_SIBL
(5,8),(5,21),-0.0100062 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.132338 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.198525 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.202092 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.13716 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.0638365 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.0413493 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.123164 # DEPENDENCYPART_SIBL
(5,9),(5,17),-0.169087 # DEPENDENCYPART_SIBL
(5,9),(5,20),-0.273016 # DEPENDENCYPART_SIBL
(5,9),(5,21),0.050519 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.0205366 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.0689133 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.0440669 # DEPENDENCYPART_SIBL
(5,10),(5,14),0.0129957 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.0190768 # DEPENDENCYPART_SIBL
(5,10),(5,16),-0.0284824 # DEPENDENCYPART_SIBL
(5,10),(5,17),-0.0626731 # DEPENDENCYPART_SIBL
(5,10),(5,20),-0.143948 # DEPENDENCYPART_SIBL
(5,10),(5,21),0.000650459 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.14253 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.0921839 # DEPENDENCYPART_SIBL
(5,11),(5,14),0.0036194 # DEPENDENCYPART_SIBL
(5,11),(5,15),0.0324897 # DEPENDENCYPART_SIBL
(5,11),(5,16),-0.131501 # DEPENDENCYPART_SIBL
(5,11),(5,17),-0.103127 # DEPENDENCYPART_SIBL
(5,11),(5,20),-0.219141 # DEPENDENCYPART_SIBL
(5,11),(5,21),-0.078275 # DEPENDENCYPART_SIBL
(5,12),(5,13),-0.116306 # DEPENDENCYPART_SIBL
(5,12),(5,14),-0.00745279 # DEPENDENCYPART_SIBL
(5,12),(5,15),0.0110229 # DEPENDENCYPART_SIBL
(5,12),(5,16),-0.0148088 # DEPENDENCYPART_SIBL
(5,12),(5,17),-0.0721744 # DEPENDENCYPART_SIBL
(5,12),(5,20),-0.180069 # DEPENDENCYPART_SIBL
(5,12),(5,21),0.0354474 # DEPENDENCYPART_SIBL
(5,13),(5,14),-0.166 # DEPENDENCYPART_SIBL
(5,13),(5,15),0.0150466 # DEPENDENCYPART_SIBL
(5,13),(5,16),-0.0458409 # DEPENDENCYPART_SIBL
(5,13),(5,17),-0.0739117 # DEPENDENCYPART_SIBL
(5,13),(5,20),-0.202799 # DEPENDENCYPART_SIBL
(5,13),(5,21),-0.0666363 # DEPENDENCYPART_SIBL
(5,14),(5,15),0.628325 # DEPENDENCYPART_SIBL
(5,14),(5,16),0.00240129 # DEPENDENCYPART_SIBL
(5,14),(5,17),0.174138 # DEPENDENCYPART_SIBL
(5,14),(5,20),0.0910045 # DEPENDENCYPART_SIBL
(5,14),(5,21),0.0169177 # DEPENDENCYPART_SIBL
(5,15),(5,16),-0.0575438 # DEPENDENCYPART_SIBL
(5,15),(5,17),-0.0696786 # DEPENDENCYPART_SIBL
(5,15),(5,20),-0.0408224 # DEPENDENCYPART_SIBL
(5,15),(5,21),0.211351 # DEPENDENCYPART_SIBL
(5,16),(5,17),-0.0368438 # DEPENDENCYPART_SIBL
(5,16),(5,20),-0.121496 # DEPENDENCYPART_SIBL
(5,16),(5,21),-0.0215406 # DEPENDENCYPART_SIBL
(5,17),(5,20),-0.195003 # DEPENDENCYPART_SIBL
(5,17),(5,21),-0.0100062 # DEPENDENCYPART_SIBL
(5,20),(5,21),0.100402 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.681655 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0189076 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0944612 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.12697 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.00232517 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0713445 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.164116 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.131788 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.0503785 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.0560612 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0560517 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.0204419 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0517544 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0227119 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0443137 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.464089 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.134537 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.0177949 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.101765 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.160638 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.0579328 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0491862 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.20466 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.0828581 # DEPENDENCYPART_SIBL
(7,1),(7,14),0.120826 # DEPENDENCYPART_SIBL
(7,1),(7,17),0.0579328 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.0236592 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0557657 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.144898 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.141401 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.00814945 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.113942 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0525286 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.0388816 # DEPENDENCYPART_SIBL
(7,2),(7,14),0.010716 # DEPENDENCYPART_SIBL
(7,2),(7,17),0.00814945 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0254492 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0202004 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0519805 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0551631 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0890991 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.468248 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0055945 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0347697 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.0551631 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0741608 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0886312 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.00794907 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0567265 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0522892 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.0160197 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.0480528 # DEPENDENCYPART_SIBL
(7,4),(7,17),0.00794907 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0354661 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0560791 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0613161 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0488243 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0318577 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.00595808 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.0560791 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0221175 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.108701 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0889075 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0356911 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.0930935 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.0221175 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.094212 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0720657 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.019071 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.165937 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.313839 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.00314199 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.00324916 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.22171 # DEPENDENCYPART_SIBL
(7,9),(7,17),0.00789508 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0362654 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.00377817 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.00842525 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.0193768 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.00100442 # DEPENDENCYPART_SIBL
(7,14),(7,17),0.635583 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.176843 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.0756378 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0717363 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.00348433 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.0717275 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.159466 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0238895 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0225359 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.280974 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0118926 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.00176759 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.160138 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.0180838 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.0109081 # DEPENDENCYPART_SIBL
(8,1),(8,17),0.0318351 # DEPENDENCYPART_SIBL
(8,1),(8,20),-0.00609869 # DEPENDENCYPART_SIBL
(8,1),(8,21),0.0023004 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.101926 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.0421063 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.182057 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.00796062 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.00166664 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0265726 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0241929 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.248427 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0414544 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.244084 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.0366146 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.00726797 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.0729528 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.0501348 # DEPENDENCYPART_SIBL
(8,2),(8,20),-0.0590858 # DEPENDENCYPART_SIBL
(8,2),(8,21),0.055833 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.0603136 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0476349 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.102949 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.151357 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0248221 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0299774 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.246838 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0468958 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.05771 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.00897704 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.00422565 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0487008 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.0812987 # DEPENDENCYPART_SIBL
(8,3),(8,20),0.0422868 # DEPENDENCYPART_SIBL
(8,3),(8,21),0.0566188 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0237779 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0316862 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0868066 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.00446312 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.016964 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.162398 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0698459 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.191973 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0171625 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0083435 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0572138 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.0176319 # DEPENDENCYPART_SIBL
(8,4),(8,20),-0.0343209 # DEPENDENCYPART_SIBL
(8,4),(8,21),0.0227953 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0845757 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.152421 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0108764 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.024592 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.217369 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0147382 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0828185 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0256452 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.0104485 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.048268 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0591602 # DEPENDENCYPART_SIBL
(8,5),(8,20),0.0320511 # DEPENDENCYPART_SIBL
(8,5),(8,21),0.0563613 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.183844 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0221444 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.00890072 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.194285 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.00784778 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0132076 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.173726 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.00493099 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.00283415 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.0363056 # DEPENDENCYPART_SIBL
(8,6),(8,20),0.00583276 # DEPENDENCYPART_SIBL
(8,6),(8,21),0.0570775 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0387178 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0668299 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.26002 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.114442 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.10103 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0646166 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0173553 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.112896 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.0341165 # DEPENDENCYPART_SIBL
(8,7),(8,20),-0.126608 # DEPENDENCYPART_SIBL
(8,7),(8,21),-0.0434821 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.242225 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.346953 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.303085 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.149548 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0665484 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.109031 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.188377 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.214558 # DEPENDENCYPART_SIBL
(8,9),(8,20),-0.316022 # DEPENDENCYPART_SIBL
(8,9),(8,21),0.0135799 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0591071 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.112449 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.00569739 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0612518 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.0498273 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0408621 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.069489 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.141901 # DEPENDENCYPART_SIBL
(8,10),(8,21),-0.050234 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.204962 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0514568 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0729335 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.081184 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.149887 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.149202 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.174933 # DEPENDENCYPART_SIBL
(8,11),(8,21),-0.238235 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0489065 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.0214451 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.028879 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.00816192 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0786591 # DEPENDENCYPART_SIBL
(8,12),(8,20),-0.130114 # DEPENDENCYPART_SIBL
(8,12),(8,21),0.00771791 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.224686 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.0403612 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.0756328 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.0905743 # DEPENDENCYPART_SIBL
(8,13),(8,20),-0.220013 # DEPENDENCYPART_SIBL
(8,13),(8,21),-0.11573 # DEPENDENCYPART_SIBL
(8,14),(8,15),1.04402 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.00591468 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.230038 # DEPENDENCYPART_SIBL
(8,14),(8,20),0.0949664 # DEPENDENCYPART_SIBL
(8,14),(8,21),0.00167636 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0784289 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.078235 # DEPENDENCYPART_SIBL
(8,15),(8,20),-0.054544 # DEPENDENCYPART_SIBL
(8,15),(8,21),0.262041 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.0353695 # DEPENDENCYPART_SIBL
(8,16),(8,20),-0.122745 # DEPENDENCYPART_SIBL
(8,16),(8,21),-0.0708797 # DEPENDENCYPART_SIBL
(8,17),(8,20),-0.209703 # DEPENDENCYPART_SIBL
(8,17),(8,21),0.000677223 # DEPENDENCYPART_SIBL
(8,20),(8,21),-0.0262037 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.178218 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.0611473 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0820952 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0116868 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0363293 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0705314 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0251172 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0477859 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.209774 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.025021 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.000549229 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.0311277 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.101654 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.00734153 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.00224737 # DEPENDENCYPART_SIBL
(9,1),(9,20),0.0348814 # DEPENDENCYPART_SIBL
(9,1),(9,21),-0.033768 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.064838 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.0435596 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0621402 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.119681 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.140275 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0542015 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0405235 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0896471 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0229343 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.225473 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.04135 # DEPENDENCYPART_SIBL
(9,2),(9,15),3.81626e-05 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.0503291 # DEPENDENCYPART_SIBL
(9,2),(9,17),0.0334229 # DEPENDENCYPART_SIBL
(9,2),(9,20),-0.00259399 # DEPENDENCYPART_SIBL
(9,2),(9,21),0.08456 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.0509851 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0353284 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0070861 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.0442093 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0341795 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0227333 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.416912 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0140523 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0229698 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.0323803 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.190357 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0183747 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.063823 # DEPENDENCYPART_SIBL
(9,3),(9,20),0.0625588 # DEPENDENCYPART_SIBL
(9,3),(9,21),0.0663797 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.00486682 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0431807 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0809864 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0102207 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.00835057 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0327454 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0547039 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.196127 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.044768 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.238404 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0509095 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.048901 # DEPENDENCYPART_SIBL
(9,4),(9,20),0.000267049 # DEPENDENCYPART_SIBL
(9,4),(9,21),0.0458263 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0160166 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0650309 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0167385 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0402463 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0945443 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0121438 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0710773 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0263697 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0996564 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0346115 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0702267 # DEPENDENCYPART_SIBL
(9,5),(9,20),0.0270053 # DEPENDENCYPART_SIBL
(9,5),(9,21),0.00235267 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0552986 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0179285 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0392973 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.131269 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0238377 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.00928107 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0450049 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.115796 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.00441748 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.000441018 # DEPENDENCYPART_SIBL
(9,6),(9,20),0.0402253 # DEPENDENCYPART_SIBL
(9,6),(9,21),0.0146753 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0434952 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.00252651 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0892631 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0133968 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.018637 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0385991 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.225259 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.027526 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.00915081 # DEPENDENCYPART_SIBL
(9,7),(9,20),0.0509926 # DEPENDENCYPART_SIBL
(9,7),(9,21),0.0984988 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0480574 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.101704 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0222691 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0698217 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0274519 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0475525 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0497228 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0882088 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.0390518 # DEPENDENCYPART_SIBL
(9,8),(9,21),-0.0473707 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0103245 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.047674 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.03007 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0290074 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.00425016 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0148752 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0730067 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.116646 # DEPENDENCYPART_SIBL
(9,10),(9,21),-0.000884854 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.191085 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.14823 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.105421 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0166737 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.187937 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.190203 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.259519 # DEPENDENCYPART_SIBL
