# _root_ BMA 's investment banker , Alex . Brown & Sons Inc. , has been authorized to contact possible buyers for the unit .
#goldHeads=4,1,4,13,4,8,8,4,8,9,10,4,0,13,14,15,16,19,17,19,22,20,13,
#predictedHeads=4,1,4,13,4,8,8,4,8,9,10,4,0,13,14,15,16,19,17,19,22,20,13,
(6,8),(6,11),-0.171233 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0161171 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.00694619 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.146533 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.0457731 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.185347 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0291546 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.0419457 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.190825 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0511196 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.00117649 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.301606 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.319216 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.496429 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.00242776 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.676599 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.12155 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.021448 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.350824 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.222584 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.00470518 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.0433104 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.0608169 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.0977456 # DEPENDENCYPART_SIBL
(8,1),(8,19),0.0762941 # DEPENDENCYPART_SIBL
(8,1),(8,20),0.085849 # DEPENDENCYPART_SIBL
(8,1),(8,22),0.0941484 # DEPENDENCYPART_SIBL
(8,1),(8,23),0.0655096 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.139681 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0464152 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.00759272 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.164428 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0355106 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.020108 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.149598 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.109219 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0437366 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.0999786 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.0541089 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0737478 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.00947174 # DEPENDENCYPART_SIBL
(8,3),(8,20),0.0325693 # DEPENDENCYPART_SIBL
(8,3),(8,22),0.0406863 # DEPENDENCYPART_SIBL
(8,3),(8,23),-0.0615743 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0720988 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0298284 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.168344 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0498074 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0224293 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.115276 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.0506423 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0556881 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.0587325 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.0150503 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0771356 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.0252708 # DEPENDENCYPART_SIBL
(8,4),(8,20),-0.028081 # DEPENDENCYPART_SIBL
(8,4),(8,22),0.00874476 # DEPENDENCYPART_SIBL
(8,4),(8,23),-0.0887228 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.00758822 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.102278 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.236616 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0997633 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.00150088 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.151808 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.0151501 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0183979 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0271134 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0678192 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.0137028 # DEPENDENCYPART_SIBL
(8,5),(8,20),0.0291812 # DEPENDENCYPART_SIBL
(8,5),(8,22),-0.0733806 # DEPENDENCYPART_SIBL
(8,5),(8,23),-0.0771964 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.758379 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.195897 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0393566 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.365908 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.309791 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0571563 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.0782462 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0957527 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0628135 # DEPENDENCYPART_SIBL
(8,6),(8,19),0.111088 # DEPENDENCYPART_SIBL
(8,6),(8,20),0.134594 # DEPENDENCYPART_SIBL
(8,6),(8,22),0.143696 # DEPENDENCYPART_SIBL
(8,6),(8,23),0.0976469 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.272022 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0359593 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0679802 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0931705 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0340309 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0532991 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0518999 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.0058397 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.0348921 # DEPENDENCYPART_SIBL
(8,7),(8,20),0.0652784 # DEPENDENCYPART_SIBL
(8,7),(8,22),0.0735174 # DEPENDENCYPART_SIBL
(8,7),(8,23),-0.161023 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0490629 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.203472 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0467837 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.147185 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0277601 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0303217 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.154792 # DEPENDENCYPART_SIBL
(8,9),(8,19),0.0267204 # DEPENDENCYPART_SIBL
(8,9),(8,20),-0.0272075 # DEPENDENCYPART_SIBL
(8,9),(8,22),-0.0451448 # DEPENDENCYPART_SIBL
(8,9),(8,23),-0.510254 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.19281 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0594081 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0693304 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.11164 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.10255 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0351004 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.051592 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.0576562 # DEPENDENCYPART_SIBL
(8,10),(8,22),-0.0660919 # DEPENDENCYPART_SIBL
(8,10),(8,23),-0.0618437 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.00992988 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0521227 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.106974 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0978844 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0486019 # DEPENDENCYPART_SIBL
(8,11),(8,19),0.00830874 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.0814749 # DEPENDENCYPART_SIBL
(8,11),(8,22),0.011605 # DEPENDENCYPART_SIBL
(8,11),(8,23),0.0478625 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.461181 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.401544 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.436014 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.10685 # DEPENDENCYPART_SIBL
(8,12),(8,19),0.386849 # DEPENDENCYPART_SIBL
(8,12),(8,20),0.126911 # DEPENDENCYPART_SIBL
(8,12),(8,22),0.78879 # DEPENDENCYPART_SIBL
(8,12),(8,23),-0.0376167 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0826976 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0833775 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.0546719 # DEPENDENCYPART_SIBL
(8,13),(8,19),-0.00249456 # DEPENDENCYPART_SIBL
(8,13),(8,20),0.0567735 # DEPENDENCYPART_SIBL
(8,13),(8,22),-0.0619814 # DEPENDENCYPART_SIBL
(8,13),(8,23),0.132101 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.417446 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.105784 # DEPENDENCYPART_SIBL
(8,14),(8,19),-0.0378272 # DEPENDENCYPART_SIBL
(8,14),(8,20),-0.000252049 # DEPENDENCYPART_SIBL
(8,14),(8,22),-0.164106 # DEPENDENCYPART_SIBL
(8,14),(8,23),0.0937685 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.104088 # DEPENDENCYPART_SIBL
(8,15),(8,19),-0.0457204 # DEPENDENCYPART_SIBL
(8,15),(8,20),0.00916086 # DEPENDENCYPART_SIBL
(8,15),(8,22),-0.179033 # DEPENDENCYPART_SIBL
(8,15),(8,23),0.0302094 # DEPENDENCYPART_SIBL
(8,16),(8,19),-0.00852466 # DEPENDENCYPART_SIBL
(8,16),(8,20),0.0428627 # DEPENDENCYPART_SIBL
(8,16),(8,22),-0.024943 # DEPENDENCYPART_SIBL
(8,16),(8,23),0.0043075 # DEPENDENCYPART_SIBL
(8,19),(8,20),-0.0099967 # DEPENDENCYPART_SIBL
(8,19),(8,22),-0.0932166 # DEPENDENCYPART_SIBL
(8,19),(8,23),0.0377694 # DEPENDENCYPART_SIBL
(8,20),(8,22),0.231203 # DEPENDENCYPART_SIBL
(8,20),(8,23),0.0913503 # DEPENDENCYPART_SIBL
(8,22),(8,23),0.0763318 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.708898 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.569065 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.638525 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.416598 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.400344 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.373113 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.600059 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.567852 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.632773 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.427029 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.410775 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.401283 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.578726 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.19547 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.302635 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.348623 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.166733 # DEPENDENCYPART_SIBL
(9,12),(9,19),0.184419 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.221522 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.215037 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.186994 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.316814 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.521877 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.195274 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.314256 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.184333 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.312906 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.209636 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.106636 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.662786 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.127236 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.342166 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.062037 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.00940261 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.0243577 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.0418642 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.114893 # DEPENDENCYPART_SIBL
(10,1),(10,19),0.0345475 # DEPENDENCYPART_SIBL
(10,1),(10,23),0.0450728 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.721021 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.134201 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.353418 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.147348 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0551767 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.0526164 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.0701229 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.086638 # DEPENDENCYPART_SIBL
(10,6),(10,19),0.0626639 # DEPENDENCYPART_SIBL
(10,6),(10,23),0.0705302 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.163726 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0573374 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0286864 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0226917 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.0290588 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.0276596 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0193214 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.00758567 # DEPENDENCYPART_SIBL
(10,7),(10,23),-0.186951 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.326354 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0815926 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.00491738 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0195947 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0371012 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.140557 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.0192031 # DEPENDENCYPART_SIBL
(10,8),(10,23),0.0351586 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0795587 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0264992 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0904621 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.081373 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0203806 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.0191588 # DEPENDENCYPART_SIBL
(10,11),(10,23),0.0937275 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.482834 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.403069 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.437539 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.122068 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.371358 # DEPENDENCYPART_SIBL
(10,12),(10,23),0.00138255 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0742251 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.074905 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0383863 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.00031692 # DEPENDENCYPART_SIBL
(10,13),(10,23),0.177816 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.420542 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.101066 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.0465841 # DEPENDENCYPART_SIBL
(10,14),(10,23),0.127787 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0993701 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.0544773 # DEPENDENCYPART_SIBL
(10,15),(10,23),0.0642283 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.014209 # DEPENDENCYPART_SIBL
(10,16),(10,23),0.041399 # DEPENDENCYPART_SIBL
(10,19),(10,23),0.0694018 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.262509 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.197253 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.267026 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.253925 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.00671392 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.038318 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.0701916 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.796612 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.402406 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.384998 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.366999 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.182451 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.191188 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.256539 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.25026 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.018441 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.00876314 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0221191 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.38709 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.302708 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.123803 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.159612 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.283609 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.146001 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.172724 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.390857 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.324251 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0783296 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.371338 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.36152 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.0129039 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.397409 # DEPENDENCYPART_SIBL
(13,1),(13,7),0.0921327 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.397503 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.246034 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.393519 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.450764 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.0129039 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.0353606 # DEPENDENCYPART_SIBL
(13,1),(13,15),0.0700965 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.105686 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.040827 # DEPENDENCYPART_SIBL
(13,1),(13,19),-0.0178415 # DEPENDENCYPART_SIBL
(13,1),(13,20),-0.109928 # DEPENDENCYPART_SIBL
(13,1),(13,23),0.0262531 # DEPENDENCYPART_SIBL
(13,3),(13,4),-0.911962 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.0735177 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.609254 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.364974 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.612619 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.376665 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.611697 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.634787 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.0735177 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.122791 # DEPENDENCYPART_SIBL
(13,3),(13,15),0.0158901 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.0394645 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.093467 # DEPENDENCYPART_SIBL
(13,3),(13,19),-0.00660607 # DEPENDENCYPART_SIBL
(13,3),(13,20),0.00654024 # DEPENDENCYPART_SIBL
(13,3),(13,23),0.0166466 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.0349873 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.583131 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.343849 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.586496 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.355331 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.585574 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.611054 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.0349873 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.107612 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.00583827 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.00928057 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.0816263 # DEPENDENCYPART_SIBL
(13,4),(13,19),0.00885893 # DEPENDENCYPART_SIBL
(13,4),(13,20),-0.0373936 # DEPENDENCYPART_SIBL
(13,4),(13,23),0.0284495 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.00713917 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.0721945 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.00931022 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.0298893 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.00595591 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.0801113 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.0177746 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.0564306 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.0465823 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.197299 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.079277 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.0730866 # DEPENDENCYPART_SIBL
(13,5),(13,20),-0.0711451 # DEPENDENCYPART_SIBL
(13,5),(13,23),0.0903759 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.11765 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.397793 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.246478 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.394471 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.451641 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.0150525 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.0355331 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.069924 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.105862 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.0410034 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.0180915 # DEPENDENCYPART_SIBL
(13,6),(13,20),-0.10666 # DEPENDENCYPART_SIBL
(13,6),(13,23),0.0232349 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.0171976 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.0379919 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.00883594 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.0301212 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.0784616 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.09975 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0631555 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.134315 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.125134 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.0704944 # DEPENDENCYPART_SIBL
(13,7),(13,20),-0.0840919 # DEPENDENCYPART_SIBL
(13,7),(13,23),-0.211282 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.239396 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.380923 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.438062 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.00954804 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.0397126 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.0657445 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.149035 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.0406097 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0321739 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.116358 # DEPENDENCYPART_SIBL
(13,8),(13,23),0.0201133 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.0336526 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.0556602 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.032195 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0359586 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.00945851 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.098877 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.0319985 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.0384796 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.0748156 # DEPENDENCYPART_SIBL
(13,9),(13,23),0.101532 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.452196 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0130872 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0359263 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.0695343 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.106243 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0413837 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.0185197 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.112459 # DEPENDENCYPART_SIBL
(13,10),(13,23),0.084485 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.100956 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.228094 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.11801 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.289442 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.189859 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.154449 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.273535 # DEPENDENCYPART_SIBL
(13,11),(13,23),-0.345076 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0564306 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0465823 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.197299 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.079277 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.0730866 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.0711451 # DEPENDENCYPART_SIBL
(13,12),(13,23),0.0903759 # DEPENDENCYPART_SIBL
