# _root_ Similarly , Agfa is sponsoring scores of photography contests at high schools and colleges , offering free black-and-white film and paper as prizes .
#goldHeads=4,4,4,0,4,5,6,9,7,9,12,10,12,13,5,5,19,19,16,19,20,16,22,4,
#predictedHeads=4,4,4,0,4,5,6,9,7,5,12,10,12,13,5,5,19,19,16,19,20,16,22,4,
(5,12),(5,15),0.063769 # DEPENDENCYPART_SIBL
(5,12),(5,16),0.108457 # DEPENDENCYPART_SIBL
(5,12),(5,20),0.0865076 # DEPENDENCYPART_SIBL
(5,12),(5,22),0.0508104 # DEPENDENCYPART_SIBL
(5,13),(5,14),-0.0012277 # DEPENDENCYPART_SIBL
(5,13),(5,15),-0.102035 # DEPENDENCYPART_SIBL
(5,13),(5,16),-0.0119989 # DEPENDENCYPART_SIBL
(5,13),(5,20),-0.909853 # DEPENDENCYPART_SIBL
(5,13),(5,22),-0.143071 # DEPENDENCYPART_SIBL
(5,14),(5,15),0.0247754 # DEPENDENCYPART_SIBL
(5,14),(5,16),0.0978484 # DEPENDENCYPART_SIBL
(5,14),(5,20),0.0651728 # DEPENDENCYPART_SIBL
(5,14),(5,22),0.0243122 # DEPENDENCYPART_SIBL
(5,15),(5,16),0.883188 # DEPENDENCYPART_SIBL
(5,15),(5,20),0.365461 # DEPENDENCYPART_SIBL
(5,15),(5,22),0.448018 # DEPENDENCYPART_SIBL
(5,16),(5,20),-0.0495288 # DEPENDENCYPART_SIBL
(5,16),(5,22),-0.106986 # DEPENDENCYPART_SIBL
(5,20),(5,22),-0.143071 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.0437777 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0176184 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.0544335 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.0107234 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.0279242 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.0230442 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.0499275 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.0550088 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.0148537 # DEPENDENCYPART_SIBL
(6,1),(6,13),-0.00150646 # DEPENDENCYPART_SIBL
(6,1),(6,14),0.024313 # DEPENDENCYPART_SIBL
(6,1),(6,15),-0.031242 # DEPENDENCYPART_SIBL
(6,1),(6,16),-0.0870082 # DEPENDENCYPART_SIBL
(6,1),(6,17),0.0351674 # DEPENDENCYPART_SIBL
(6,1),(6,19),0.0320824 # DEPENDENCYPART_SIBL
(6,1),(6,20),-0.00150646 # DEPENDENCYPART_SIBL
(6,1),(6,22),0.106433 # DEPENDENCYPART_SIBL
(6,1),(6,24),0.0762522 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0855354 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0698254 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0501955 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0294302 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.0287756 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.00789707 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.00354274 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.0342471 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.0732912 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.0286685 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.0159833 # DEPENDENCYPART_SIBL
(6,2),(6,16),-0.102027 # DEPENDENCYPART_SIBL
(6,2),(6,17),-0.0171778 # DEPENDENCYPART_SIBL
(6,2),(6,19),-0.0269009 # DEPENDENCYPART_SIBL
(6,2),(6,20),-0.0732912 # DEPENDENCYPART_SIBL
(6,2),(6,22),-0.0195536 # DEPENDENCYPART_SIBL
(6,2),(6,24),0.144426 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.088196 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.154215 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.011698 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0193924 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.00125365 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0592802 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.022124 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0132044 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.0183148 # DEPENDENCYPART_SIBL
(6,3),(6,15),0.0150237 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.109717 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.0872874 # DEPENDENCYPART_SIBL
(6,3),(6,19),-0.00855291 # DEPENDENCYPART_SIBL
(6,3),(6,20),-0.0132044 # DEPENDENCYPART_SIBL
(6,3),(6,22),0.0120071 # DEPENDENCYPART_SIBL
(6,3),(6,24),0.00607815 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0517817 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0114056 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.00168487 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.00268663 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0065891 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.00279331 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.0392495 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.000416075 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.00906707 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.0667512 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.0191442 # DEPENDENCYPART_SIBL
(6,5),(6,19),-0.00621988 # DEPENDENCYPART_SIBL
(6,5),(6,20),0.0392495 # DEPENDENCYPART_SIBL
(6,5),(6,22),-0.0353065 # DEPENDENCYPART_SIBL
(6,5),(6,24),0.01807 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0475895 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0378921 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.00933259 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0333164 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.0307759 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.0210795 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.0295662 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.000379745 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.0149789 # DEPENDENCYPART_SIBL
(6,7),(6,17),0.0255265 # DEPENDENCYPART_SIBL
(6,7),(6,19),0.0725869 # DEPENDENCYPART_SIBL
(6,7),(6,20),0.0210795 # DEPENDENCYPART_SIBL
(6,7),(6,22),0.0297345 # DEPENDENCYPART_SIBL
(6,7),(6,24),-0.00750954 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.126333 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.0491273 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0299434 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.131578 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0368653 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.134793 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0195381 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0842456 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.0286483 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.098904 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.0368653 # DEPENDENCYPART_SIBL
(6,8),(6,22),0.0189702 # DEPENDENCYPART_SIBL
(6,8),(6,24),0.0420457 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0294528 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.000286363 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.221111 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0579172 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.223943 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0354637 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0520984 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.00214951 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.0508013 # DEPENDENCYPART_SIBL
(6,9),(6,20),-0.0579172 # DEPENDENCYPART_SIBL
(6,9),(6,22),-0.0217256 # DEPENDENCYPART_SIBL
(6,9),(6,24),0.0152315 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0256161 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0723886 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.105017 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0735758 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.0802245 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.043539 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.0316949 # DEPENDENCYPART_SIBL
(6,10),(6,19),0.0487068 # DEPENDENCYPART_SIBL
(6,10),(6,20),0.105017 # DEPENDENCYPART_SIBL
(6,10),(6,22),-0.0377598 # DEPENDENCYPART_SIBL
(6,10),(6,24),-0.0209755 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.00791879 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.0827035 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.00494364 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.0435292 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.00920561 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.0764547 # DEPENDENCYPART_SIBL
(6,11),(6,19),0.012335 # DEPENDENCYPART_SIBL
(6,11),(6,20),0.0827035 # DEPENDENCYPART_SIBL
(6,11),(6,22),0.188117 # DEPENDENCYPART_SIBL
(6,11),(6,24),0.0363319 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0550751 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.224189 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.0229156 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.0526293 # DEPENDENCYPART_SIBL
(6,12),(6,17),0.0018957 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.05423 # DEPENDENCYPART_SIBL
(6,12),(6,20),-0.0550751 # DEPENDENCYPART_SIBL
(6,12),(6,22),-0.0105167 # DEPENDENCYPART_SIBL
(6,12),(6,24),0.0107305 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0422035 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.0790487 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.000225548 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.000301206 # DEPENDENCYPART_SIBL
(6,13),(6,19),0.00642882 # DEPENDENCYPART_SIBL
(6,13),(6,20),-1.03826 # DEPENDENCYPART_SIBL
(6,13),(6,22),-0.0953704 # DEPENDENCYPART_SIBL
(6,13),(6,24),-0.0473494 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.0525156 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.0536541 # DEPENDENCYPART_SIBL
(6,14),(6,17),0.000593999 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.0590931 # DEPENDENCYPART_SIBL
(6,14),(6,20),-0.0629531 # DEPENDENCYPART_SIBL
(6,14),(6,22),-0.0232962 # DEPENDENCYPART_SIBL
(6,14),(6,24),0.0120363 # DEPENDENCYPART_SIBL
(6,15),(6,16),0.609296 # DEPENDENCYPART_SIBL
(6,15),(6,17),0.323139 # DEPENDENCYPART_SIBL
(6,15),(6,19),0.602347 # DEPENDENCYPART_SIBL
(6,15),(6,20),0.458983 # DEPENDENCYPART_SIBL
(6,15),(6,22),0.661017 # DEPENDENCYPART_SIBL
(6,15),(6,24),0.01614 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.0778568 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.0480648 # DEPENDENCYPART_SIBL
(6,16),(6,20),0.0809345 # DEPENDENCYPART_SIBL
(6,16),(6,22),0.0242482 # DEPENDENCYPART_SIBL
(6,16),(6,24),0.162365 # DEPENDENCYPART_SIBL
(6,17),(6,19),-0.0273173 # DEPENDENCYPART_SIBL
(6,17),(6,20),-0.0137993 # DEPENDENCYPART_SIBL
(6,17),(6,22),0.0548338 # DEPENDENCYPART_SIBL
(6,17),(6,24),0.0270754 # DEPENDENCYPART_SIBL
(6,19),(6,20),-0.0383351 # DEPENDENCYPART_SIBL
(6,19),(6,22),0.0283415 # DEPENDENCYPART_SIBL
(6,19),(6,24),0.0347324 # DEPENDENCYPART_SIBL
(6,20),(6,22),-0.0953704 # DEPENDENCYPART_SIBL
(6,20),(6,24),-0.0473494 # DEPENDENCYPART_SIBL
(6,22),(6,24),0.113803 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.0355716 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.040276 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.00876516 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.0345262 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.0295681 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.00293113 # DEPENDENCYPART_SIBL
(7,1),(7,14),-0.00876516 # DEPENDENCYPART_SIBL
(7,1),(7,16),0.0301862 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0985506 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.124121 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.0241529 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.136523 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.185667 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.125258 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.102151 # DEPENDENCYPART_SIBL
(7,8),(7,9),-1.14451 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0236614 # DEPENDENCYPART_SIBL
(7,8),(7,12),-1.14455 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.171121 # DEPENDENCYPART_SIBL
(7,8),(7,14),-1.14595 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.722016 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.000508525 # DEPENDENCYPART_SIBL
(7,9),(7,12),-1.11986 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.166125 # DEPENDENCYPART_SIBL
(7,9),(7,14),-1.12274 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.657268 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.376795 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.078411 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.377183 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.24073 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.167527 # DEPENDENCYPART_SIBL
(7,12),(7,14),-1.1269 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.661715 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.172301 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.151386 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.657268 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0192868 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.26648 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.00870553 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.0440784 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.0177622 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0542878 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0285697 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0306611 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0462988 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0474539 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.0557257 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.0152735 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.000699216 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.0247329 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0297559 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0870053 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.0358843 # DEPENDENCYPART_SIBL
(9,1),(9,19),0.0321532 # DEPENDENCYPART_SIBL
(9,1),(9,20),0.000699216 # DEPENDENCYPART_SIBL
(9,1),(9,22),0.103987 # DEPENDENCYPART_SIBL
(9,1),(9,24),0.0762554 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.0855801 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.069872 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.136654 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.0736521 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0953716 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.00554576 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.00273062 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0337342 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0709928 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0281556 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.0144048 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.101931 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.0163657 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.0267378 # DEPENDENCYPART_SIBL
(9,2),(9,20),-0.0709928 # DEPENDENCYPART_SIBL
(9,2),(9,22),-0.021868 # DEPENDENCYPART_SIBL
(9,2),(9,24),0.144522 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.0881979 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0254902 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.0232192 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0455059 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.00373029 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0585661 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0217075 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0110016 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0178984 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.0165066 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.109717 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0865734 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.00848549 # DEPENDENCYPART_SIBL
(9,3),(9,20),-0.0110016 # DEPENDENCYPART_SIBL
(9,3),(9,22),0.0095583 # DEPENDENCYPART_SIBL
(9,3),(9,24),0.0060783 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0199795 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.00529772 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0392196 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.00515699 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.00730634 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.00237367 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0414555 # DEPENDENCYPART_SIBL
(9,5),(9,14),3.56014e-06 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.00758094 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.066748 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.018427 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.0061493 # DEPENDENCYPART_SIBL
(9,5),(9,20),0.0414555 # DEPENDENCYPART_SIBL
(9,5),(9,22),-0.037749 # DEPENDENCYPART_SIBL
(9,5),(9,24),0.0180733 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.346288 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0136646 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0323572 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0368204 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0348426 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.00730626 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.031498 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.00235946 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0634296 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0487792 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.0015199 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.00730626 # DEPENDENCYPART_SIBL
(9,6),(9,22),0.0229927 # DEPENDENCYPART_SIBL
(9,6),(9,24),-0.00225074 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.13251 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0255094 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0121575 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0208626 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.11251 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.017623 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0692212 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0728907 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0301984 # DEPENDENCYPART_SIBL
(9,7),(9,19),-3.12039e-05 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.11251 # DEPENDENCYPART_SIBL
(9,7),(9,22),0.0628452 # DEPENDENCYPART_SIBL
(9,7),(9,24),0.0486254 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0145631 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.000359503 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.00188195 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0262567 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.00503073 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.00460177 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0541668 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0321187 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.000483 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.0262567 # DEPENDENCYPART_SIBL
(9,8),(9,22),-0.0268198 # DEPENDENCYPART_SIBL
(9,8),(9,24),-0.00944271 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0330483 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0793811 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.110092 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0805683 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0761305 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0222059 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0391271 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.0429582 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.110092 # DEPENDENCYPART_SIBL
(9,10),(9,22),-0.0465639 # DEPENDENCYPART_SIBL
(9,10),(9,24),-0.0306938 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0105526 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.0907607 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.00757745 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0581107 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0174875 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0744547 # DEPENDENCYPART_SIBL
(9,11),(9,19),0.0153135 # DEPENDENCYPART_SIBL
(9,11),(9,20),0.0907607 # DEPENDENCYPART_SIBL
(9,11),(9,22),0.189342 # DEPENDENCYPART_SIBL
(9,11),(9,24),0.0367221 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0470524 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.221594 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.00888511 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0609483 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.00385863 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0514063 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.0470524 # DEPENDENCYPART_SIBL
(9,12),(9,22),-0.00899223 # DEPENDENCYPART_SIBL
(9,12),(9,24),0.0110836 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.032383 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.054268 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.00198346 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.00822277 # DEPENDENCYPART_SIBL
(9,13),(9,19),0.015865 # DEPENDENCYPART_SIBL
(9,13),(9,20),-1.02367 # DEPENDENCYPART_SIBL
(9,13),(9,22),-0.0871001 # DEPENDENCYPART_SIBL
(9,13),(9,24),-0.0404352 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0384851 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0619732 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.00255693 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.0562694 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.0549304 # DEPENDENCYPART_SIBL
(9,14),(9,22),-0.0217717 # DEPENDENCYPART_SIBL
(9,14),(9,24),0.0123894 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.588146 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.325235 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.604524 # DEPENDENCYPART_SIBL
(9,15),(9,20),0.466034 # DEPENDENCYPART_SIBL
(9,15),(9,22),0.660921 # DEPENDENCYPART_SIBL
(9,15),(9,24),0.015114 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.0732344 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.0421695 # DEPENDENCYPART_SIBL
(9,16),(9,20),0.0916144 # DEPENDENCYPART_SIBL
(9,16),(9,22),0.0280871 # DEPENDENCYPART_SIBL
(9,16),(9,24),0.165377 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.0243387 # DEPENDENCYPART_SIBL
(9,17),(9,20),-0.00574202 # DEPENDENCYPART_SIBL
(9,17),(9,22),0.0560584 # DEPENDENCYPART_SIBL
(9,17),(9,24),0.0274656 # DEPENDENCYPART_SIBL
(9,19),(9,20),-0.0298804 # DEPENDENCYPART_SIBL
(9,19),(9,22),0.0299555 # DEPENDENCYPART_SIBL
(9,19),(9,24),0.0355233 # DEPENDENCYPART_SIBL
(9,20),(9,22),-0.0871001 # DEPENDENCYPART_SIBL
(9,20),(9,24),-0.0404352 # DEPENDENCYPART_SIBL
(9,22),(9,24),0.104099 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.0302638 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0348785 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0263743 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0132576 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.0568143 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.0340605 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.00169441 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0502743 # DEPENDENCYPART_SIBL
(10,1),(10,19),0.0175254 # DEPENDENCYPART_SIBL
(10,1),(10,24),0.175949 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.023268 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0755304 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.160064 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.173527 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.151161 # DEPENDENCYPART_SIBL
