# _root_ While Mayor Norman found the market 's performance Monday reassuring , he says , he remains uneasy .
#goldHeads=16,3,4,1,6,8,6,4,10,4,13,13,0,13,16,13,16,16,
#predictedHeads=16,3,4,1,6,8,6,4,4,4,13,13,0,13,16,13,16,16,
(6,5),(6,7),0.37849 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.164554 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.045243 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.168062 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0388687 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.123652 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0388687 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.0362254 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.247161 # DEPENDENCYPART_SIBL
(6,5),(6,18),-0.288686 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.134477 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0943566 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0273159 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.225644 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.183472 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.225644 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.176385 # DEPENDENCYPART_SIBL
(6,7),(6,17),0.0678764 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.162781 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0389485 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0455961 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0208063 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0501018 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0208063 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0551808 # DEPENDENCYPART_SIBL
(6,8),(6,17),0.000868561 # DEPENDENCYPART_SIBL
(6,8),(6,18),0.0237133 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0496337 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.0950077 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.0203747 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.0950077 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.00919286 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.0370835 # DEPENDENCYPART_SIBL
(6,9),(6,18),0.00729485 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.137307 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0114806 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.137307 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0178667 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.0480706 # DEPENDENCYPART_SIBL
(6,10),(6,18),0.0495526 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.409108 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.170193 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.560733 # DEPENDENCYPART_SIBL
(6,11),(6,17),0.493881 # DEPENDENCYPART_SIBL
(6,11),(6,18),0.0434843 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.316819 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.12999 # DEPENDENCYPART_SIBL
(6,13),(6,17),0.112076 # DEPENDENCYPART_SIBL
(6,13),(6,18),0.150139 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.560733 # DEPENDENCYPART_SIBL
(6,14),(6,17),0.493881 # DEPENDENCYPART_SIBL
(6,14),(6,18),0.0434843 # DEPENDENCYPART_SIBL
(6,16),(6,17),0.108022 # DEPENDENCYPART_SIBL
(6,16),(6,18),0.114794 # DEPENDENCYPART_SIBL
(6,17),(6,18),-0.0398476 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0557718 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.101865 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0523463 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.128749 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.201397 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.100643 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.0625024 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0187958 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.118314 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.0864232 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.061975 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0717887 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0622557 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.218176 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0933162 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.0191602 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.218176 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.064219 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.0345436 # DEPENDENCYPART_SIBL
(8,1),(8,18),0.0521948 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0825445 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.483057 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0827488 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0250309 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0140986 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0436573 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0385453 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0844886 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0187695 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0385453 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0253539 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.0496778 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.0213511 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.114035 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0288608 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.054909 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0717412 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.00447426 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0227518 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0151874 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.0251646 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0227518 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0317452 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.0022754 # DEPENDENCYPART_SIBL
(8,4),(8,18),0.0770853 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.230185 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0186509 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.125303 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.015883 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0331154 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.046799 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.188326 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0331154 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.101626 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0911667 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.133904 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0595422 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0651725 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0133482 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0579928 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.108238 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0614535 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0579928 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0222608 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.00848942 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.0419442 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0161359 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.00631812 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0788167 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0100403 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0113827 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0788167 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0417472 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.0138304 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.208522 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.044148 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0445094 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0187508 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.00374471 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.0445094 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.014945 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.0053037 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.00833673 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.114042 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0295463 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0287797 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.114042 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0351842 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.073005 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.0407675 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.137496 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.281052 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.0699116 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.432643 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.384331 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.031959 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0933172 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.0146871 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0839834 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.0236861 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.108255 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.232398 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.183694 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.0415995 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.106224 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.432643 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.384331 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.031959 # DEPENDENCYPART_SIBL
(8,16),(8,17),0.0375405 # DEPENDENCYPART_SIBL
(8,16),(8,18),0.0708761 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.0470389 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.00443118 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0564495 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.219919 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.239844 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0268058 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.245114 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0374514 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.0480643 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0301982 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.0442732 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.0480643 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.0155 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.0414319 # DEPENDENCYPART_SIBL
(9,2),(9,18),0.0226627 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0409157 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.235475 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.220017 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0422947 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.225287 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0299768 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.0452128 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0202018 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.0497039 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.0452128 # DEPENDENCYPART_SIBL
(9,3),(9,16),0.0209303 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0313647 # DEPENDENCYPART_SIBL
(9,3),(9,18),0.0602873 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0103742 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.118746 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0330093 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.131778 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0165453 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0218271 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.00339709 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.0269036 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0218271 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0143763 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.0304657 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.00556642 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.165458 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0243022 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.15123 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.000214862 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.00350485 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.00496124 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.119604 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.00350485 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.0819021 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.00755785 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.0835192 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0781444 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.154766 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0466959 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0288579 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0553358 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.109867 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0288579 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.0350337 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.0481154 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0461903 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.1408 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.036087 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0916334 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0356155 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.00583015 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0916334 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0315018 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0191374 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.00552443 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.05011 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0728847 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.113532 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.00971844 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0728847 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0654092 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.023856 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.128122 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.233529 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.010686 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0616739 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.233529 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0687575 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.00296428 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.191342 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.107904 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.310029 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.099171 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.490303 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.359765 # DEPENDENCYPART_SIBL
(9,11),(9,18),0.0739885 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0768856 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0255295 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0572382 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.0106975 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0438046 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.314365 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.175964 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.014821 # DEPENDENCYPART_SIBL
(9,13),(9,18),0.212194 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.490303 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.359765 # DEPENDENCYPART_SIBL
(9,14),(9,18),0.0739885 # DEPENDENCYPART_SIBL
(9,16),(9,17),0.0154259 # DEPENDENCYPART_SIBL
(9,16),(9,18),0.193107 # DEPENDENCYPART_SIBL
(9,17),(9,18),0.0575375 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.06737 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.04803 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.0496322 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.000378832 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0570617 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0200834 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.173995 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.0471644 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.0464977 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.173995 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.0471644 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0352457 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.005184 # DEPENDENCYPART_SIBL
(10,1),(10,18),0.0709307 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.0262707 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.0327907 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.0450274 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.0344656 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.131727 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.0215987 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.033648 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.00234264 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.0215987 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.033648 # DEPENDENCYPART_SIBL
(10,3),(10,16),0.00186893 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.0305075 # DEPENDENCYPART_SIBL
(10,3),(10,18),0.097188 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.0387937 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.0339792 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.0419775 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0603991 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.00188968 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0128377 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.0603694 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.00188968 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.0128377 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0619632 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.0190755 # DEPENDENCYPART_SIBL
(10,4),(10,18),0.0643016 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0147596 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.197209 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.140656 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.000459765 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0652484 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.00977632 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.000459765 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0652484 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.00439149 # DEPENDENCYPART_SIBL
(10,6),(10,17),0.0211732 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.00760845 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0220182 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.00472857 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0159453 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0217291 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0139266 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0159453 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.0217291 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0115657 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.00500919 # DEPENDENCYPART_SIBL
(10,7),(10,18),0.140528 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.124229 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.00703557 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0620703 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0228506 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.00703557 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0620703 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0372952 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.00166483 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.0114438 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0174004 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0372653 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.00738488 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0174004 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0372653 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.00786806 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0360691 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.0967981 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.020329 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.111052 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.013519 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.020329 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.253314 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.264442 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.0648936 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0850156 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0381912 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0609577 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0734993 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.0247222 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.0647225 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0301148 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0743021 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.292972 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0817912 # DEPENDENCYPART_SIBL
(10,13),(10,18),0.0901945 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.020329 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.253314 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.264442 # DEPENDENCYPART_SIBL
(10,14),(10,18),0.0648936 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0734993 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.0247222 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.0647225 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.081719 # DEPENDENCYPART_SIBL
(10,16),(10,18),0.0672654 # DEPENDENCYPART_SIBL
(10,17),(10,18),-0.0053818 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0770523 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0827768 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0833891 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.0503085 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0463925 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0695711 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.0217018 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0441377 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0162281 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.426085 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.229196 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0150091 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.243905 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.250763 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0388132 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.00159134 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.0009594 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.147812 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.00595992 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.0630534 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.0113211 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.0467723 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.0628892 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.584103 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.086198 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.316995 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.131862 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.00262538 # DEPENDENCYPART_SIBL
(13,1),(13,17),0.00288558 # DEPENDENCYPART_SIBL
(13,1),(13,18),0.137044 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.455635 # DEPENDENCYPART_SIBL
(13,2),(13,4),-0.289544 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.376296 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.317524 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.362142 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.46866 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.119479 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.338481 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.694338 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.082457 # DEPENDENCYPART_SIBL
(13,2),(13,15),-0.15684 # DEPENDENCYPART_SIBL
(13,2),(13,16),0.0284331 # DEPENDENCYPART_SIBL
