# _root_ Gatoil Suisse owns an oil refinery in Switzerland with a capacity of 70,000 barrels a day , along with a network of gasoline retailing outlets .
#goldHeads=2,3,0,6,6,3,6,7,6,11,9,11,14,12,16,14,3,3,18,21,19,21,25,25,22,3,
#predictedHeads=2,3,0,6,6,3,6,7,3,11,9,11,14,12,16,14,14,14,18,21,19,21,25,25,22,3,
(5,6),(5,11),-0.102167 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.0232316 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.0664619 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.00544949 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.142515 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.00938493 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0451732 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.0812106 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.0257239 # DEPENDENCYPART_SIBL
(5,9),(5,11),0.00648753 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.0962348 # DEPENDENCYPART_SIBL
(5,11),(5,12),0.0223502 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.0101266 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.371473 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.162561 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0559149 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.00893357 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.0212026 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.0135309 # DEPENDENCYPART_SIBL
(6,1),(6,12),-0.0948883 # DEPENDENCYPART_SIBL
(6,1),(6,14),-0.0377566 # DEPENDENCYPART_SIBL
(6,1),(6,16),-0.00470783 # DEPENDENCYPART_SIBL
(6,1),(6,17),0.0103643 # DEPENDENCYPART_SIBL
(6,1),(6,18),-0.0455375 # DEPENDENCYPART_SIBL
(6,1),(6,19),0.0212026 # DEPENDENCYPART_SIBL
(6,1),(6,21),-0.0374043 # DEPENDENCYPART_SIBL
(6,1),(6,26),-0.00694405 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.371482 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.162523 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0545583 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.0188743 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.021647 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.0133526 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.0945679 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.037051 # DEPENDENCYPART_SIBL
(6,2),(6,16),-0.0045296 # DEPENDENCYPART_SIBL
(6,2),(6,17),0.00621616 # DEPENDENCYPART_SIBL
(6,2),(6,18),-0.0450931 # DEPENDENCYPART_SIBL
(6,2),(6,19),0.021647 # DEPENDENCYPART_SIBL
(6,2),(6,21),-0.0372261 # DEPENDENCYPART_SIBL
(6,2),(6,26),-0.00448867 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.242211 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.120693 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0647666 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.184609 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0137203 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.324785 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0590541 # DEPENDENCYPART_SIBL
(6,4),(6,16),0.00510747 # DEPENDENCYPART_SIBL
(6,4),(6,17),-0.083897 # DEPENDENCYPART_SIBL
(6,4),(6,18),0.108819 # DEPENDENCYPART_SIBL
(6,4),(6,19),0.184609 # DEPENDENCYPART_SIBL
(6,4),(6,21),-0.0276423 # DEPENDENCYPART_SIBL
(6,4),(6,26),0.0313932 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.173475 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0252542 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.106117 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0157556 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.128211 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.00172039 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.0186621 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.0327308 # DEPENDENCYPART_SIBL
(6,5),(6,18),-0.133664 # DEPENDENCYPART_SIBL
(6,5),(6,19),-0.106117 # DEPENDENCYPART_SIBL
(6,5),(6,21),-0.0306635 # DEPENDENCYPART_SIBL
(6,5),(6,26),-0.0624231 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0388548 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0114773 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.114313 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.010127 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.0677767 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.175058 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.0250277 # DEPENDENCYPART_SIBL
(6,7),(6,18),0.0971265 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.0114773 # DEPENDENCYPART_SIBL
(6,7),(6,21),0.0961666 # DEPENDENCYPART_SIBL
(6,7),(6,26),-0.00994599 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0324384 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0917298 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.0420869 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0793486 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0810993 # DEPENDENCYPART_SIBL
(6,8),(6,17),0.00135996 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.0100079 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.0324384 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.102286 # DEPENDENCYPART_SIBL
(6,8),(6,26),-0.0439546 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0192963 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0928968 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0473172 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.0303574 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.0104989 # DEPENDENCYPART_SIBL
(6,9),(6,18),0.0104137 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.0596782 # DEPENDENCYPART_SIBL
(6,9),(6,21),-0.0367678 # DEPENDENCYPART_SIBL
(6,9),(6,26),0.00594636 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.0438707 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.152289 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.0865135 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.0600866 # DEPENDENCYPART_SIBL
(6,11),(6,18),0.00937178 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.000373113 # DEPENDENCYPART_SIBL
(6,11),(6,21),-0.120289 # DEPENDENCYPART_SIBL
(6,11),(6,26),-0.0118964 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.037024 # DEPENDENCYPART_SIBL
(6,12),(6,16),0.0770814 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.067713 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.015247 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.0673805 # DEPENDENCYPART_SIBL
(6,12),(6,21),0.0149539 # DEPENDENCYPART_SIBL
(6,12),(6,26),-0.0609498 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.0692458 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.0457454 # DEPENDENCYPART_SIBL
(6,14),(6,18),0.00145296 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.0231794 # DEPENDENCYPART_SIBL
(6,14),(6,21),-0.103337 # DEPENDENCYPART_SIBL
(6,14),(6,26),-0.0240687 # DEPENDENCYPART_SIBL
(6,16),(6,17),0.00520029 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.0086071 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.0190136 # DEPENDENCYPART_SIBL
(6,16),(6,21),-0.10804 # DEPENDENCYPART_SIBL
(6,16),(6,26),-0.00917202 # DEPENDENCYPART_SIBL
(6,17),(6,18),0.348709 # DEPENDENCYPART_SIBL
(6,17),(6,19),0.443454 # DEPENDENCYPART_SIBL
(6,17),(6,21),0.634314 # DEPENDENCYPART_SIBL
(6,17),(6,26),-0.0216205 # DEPENDENCYPART_SIBL
(6,18),(6,19),-0.0926552 # DEPENDENCYPART_SIBL
(6,18),(6,21),-0.00927661 # DEPENDENCYPART_SIBL
(6,18),(6,26),0.0491403 # DEPENDENCYPART_SIBL
(6,19),(6,21),-0.0367678 # DEPENDENCYPART_SIBL
(6,19),(6,26),0.00594636 # DEPENDENCYPART_SIBL
(6,21),(6,26),-0.00773727 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0671827 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0203195 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0441686 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0341309 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.128221 # DEPENDENCYPART_SIBL
(7,6),(7,26),-0.0494064 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.199073 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.975079 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.08222 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.844622 # DEPENDENCYPART_SIBL
(7,8),(7,26),-0.0620818 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.318175 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.118229 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.35563 # DEPENDENCYPART_SIBL
(7,9),(7,26),0.0973301 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.00883798 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.951172 # DEPENDENCYPART_SIBL
(7,11),(7,26),0.0880372 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.00893276 # DEPENDENCYPART_SIBL
(7,12),(7,26),0.0725186 # DEPENDENCYPART_SIBL
(7,14),(7,26),0.0239751 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.00586584 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.00231267 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0315201 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0937851 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0300288 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0235273 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0265385 # DEPENDENCYPART_SIBL
(8,6),(8,26),-0.0880906 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0691671 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0545318 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0828169 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.011328 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.143032 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.200871 # DEPENDENCYPART_SIBL
(8,9),(8,26),0.0825728 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.052021 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0372422 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.113974 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.256678 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.201056 # DEPENDENCYPART_SIBL
(8,11),(8,26),0.0619133 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.0610362 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.145476 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.274645 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.0027145 # DEPENDENCYPART_SIBL
(8,12),(8,26),-0.0204817 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.113595 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.0305915 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.134222 # DEPENDENCYPART_SIBL
(8,13),(8,26),-0.0557206 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.0682435 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.0484363 # DEPENDENCYPART_SIBL
(8,14),(8,26),0.0822213 # DEPENDENCYPART_SIBL
(8,16),(8,17),0.244986 # DEPENDENCYPART_SIBL
(8,16),(8,26),0.0597553 # DEPENDENCYPART_SIBL
(8,17),(8,26),-0.0144861 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.11332 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.119916 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0912049 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0391634 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0876755 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0904668 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.092538 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0691302 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.134468 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0707444 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.0692657 # DEPENDENCYPART_SIBL
(9,6),(9,24),-0.0471573 # DEPENDENCYPART_SIBL
(9,6),(9,26),0.00649551 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0317558 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0432476 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0538139 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0311744 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.00790052 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.1418 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.0689948 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.107464 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.00116358 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.0404328 # DEPENDENCYPART_SIBL
(9,7),(9,24),-0.0270713 # DEPENDENCYPART_SIBL
(9,7),(9,26),0.139811 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0555989 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0497327 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.06054 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0432938 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.100809 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0749052 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0546624 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0319833 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.0127504 # DEPENDENCYPART_SIBL
(9,8),(9,24),-0.0779101 # DEPENDENCYPART_SIBL
(9,8),(9,26),0.0753992 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.476061 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.199656 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.276336 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.412391 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.481226 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0625121 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.180296 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.229276 # DEPENDENCYPART_SIBL
(9,10),(9,24),-0.535171 # DEPENDENCYPART_SIBL
(9,10),(9,26),-0.120785 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0840099 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.456645 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.866824 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.814484 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.0141644 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.117289 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.142801 # DEPENDENCYPART_SIBL
(9,11),(9,24),-0.702189 # DEPENDENCYPART_SIBL
(9,11),(9,26),0.0310362 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0970796 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.134268 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.215933 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.099299 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.137459 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.184533 # DEPENDENCYPART_SIBL
(9,12),(9,24),-0.308626 # DEPENDENCYPART_SIBL
(9,12),(9,26),0.077224 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.628682 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.510452 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0383363 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.127538 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.18828 # DEPENDENCYPART_SIBL
(9,13),(9,24),-0.547851 # DEPENDENCYPART_SIBL
(9,13),(9,26),-0.064643 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.685745 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0184423 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.128048 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.177914 # DEPENDENCYPART_SIBL
(9,14),(9,24),-0.649859 # DEPENDENCYPART_SIBL
(9,14),(9,26),-0.0359682 # DEPENDENCYPART_SIBL
(9,16),(9,17),0.0874525 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.143239 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.169411 # DEPENDENCYPART_SIBL
(9,16),(9,24),-0.71149 # DEPENDENCYPART_SIBL
(9,16),(9,26),0.0248889 # DEPENDENCYPART_SIBL
(9,17),(9,18),0.420194 # DEPENDENCYPART_SIBL
(9,17),(9,19),0.419164 # DEPENDENCYPART_SIBL
(9,17),(9,24),0.131106 # DEPENDENCYPART_SIBL
(9,17),(9,26),0.231532 # DEPENDENCYPART_SIBL
(9,18),(9,19),-0.21993 # DEPENDENCYPART_SIBL
(9,18),(9,24),-0.310271 # DEPENDENCYPART_SIBL
(9,18),(9,26),0.100753 # DEPENDENCYPART_SIBL
(9,19),(9,24),-0.332601 # DEPENDENCYPART_SIBL
(9,19),(9,26),0.0871155 # DEPENDENCYPART_SIBL
(9,24),(9,26),0.0178577 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.108964 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.24359 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0429155 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.132312 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0322708 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.035721 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.0233457 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0349311 # DEPENDENCYPART_SIBL
(11,7),(11,18),0.011139 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.0557818 # DEPENDENCYPART_SIBL
(11,7),(11,21),-0.0228164 # DEPENDENCYPART_SIBL
(11,7),(11,22),0.132312 # DEPENDENCYPART_SIBL
(11,7),(11,23),-0.00546519 # DEPENDENCYPART_SIBL
(11,7),(11,24),-0.0155438 # DEPENDENCYPART_SIBL
(11,7),(11,26),0.0168084 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0361642 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.395893 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0142263 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0424267 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.00926564 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.0142782 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.143693 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.0163015 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.0811118 # DEPENDENCYPART_SIBL
(11,8),(11,21),-0.0183871 # DEPENDENCYPART_SIBL
(11,8),(11,22),-0.0142263 # DEPENDENCYPART_SIBL
(11,8),(11,23),0.0193255 # DEPENDENCYPART_SIBL
(11,8),(11,24),-0.00117182 # DEPENDENCYPART_SIBL
(11,8),(11,26),0.0201624 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0296547 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.03673 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0326547 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0490016 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0512746 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0817605 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.0494436 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.0180107 # DEPENDENCYPART_SIBL
(11,9),(11,21),-0.0871703 # DEPENDENCYPART_SIBL
(11,9),(11,22),0.03673 # DEPENDENCYPART_SIBL
(11,9),(11,23),-0.0791005 # DEPENDENCYPART_SIBL
(11,9),(11,24),-0.0191466 # DEPENDENCYPART_SIBL
(11,9),(11,26),-0.0102251 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.180444 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.107351 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0152934 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.025742 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0277223 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.121169 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.295927 # DEPENDENCYPART_SIBL
(11,10),(11,21),-0.0272201 # DEPENDENCYPART_SIBL
(11,10),(11,22),0.180444 # DEPENDENCYPART_SIBL
(11,10),(11,23),-0.00297429 # DEPENDENCYPART_SIBL
(11,10),(11,24),0.392189 # DEPENDENCYPART_SIBL
(11,10),(11,26),0.0116371 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.00331224 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0415417 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.076889 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0161683 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0172256 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0704929 # DEPENDENCYPART_SIBL
(11,12),(11,21),0.0150009 # DEPENDENCYPART_SIBL
(11,12),(11,22),-0.510057 # DEPENDENCYPART_SIBL
(11,12),(11,23),0.0324764 # DEPENDENCYPART_SIBL
(11,12),(11,24),-0.0510815 # DEPENDENCYPART_SIBL
(11,12),(11,26),-0.056571 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.108948 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.0445469 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.0421711 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0326419 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0706619 # DEPENDENCYPART_SIBL
(11,13),(11,21),0.00321072 # DEPENDENCYPART_SIBL
(11,13),(11,22),0.0147616 # DEPENDENCYPART_SIBL
(11,13),(11,23),0.0181867 # DEPENDENCYPART_SIBL
(11,13),(11,24),-0.0391776 # DEPENDENCYPART_SIBL
(11,13),(11,26),-0.0516279 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0719196 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0188469 # DEPENDENCYPART_SIBL
(11,14),(11,18),8.25465e-05 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0256836 # DEPENDENCYPART_SIBL
(11,14),(11,21),-0.105772 # DEPENDENCYPART_SIBL
(11,14),(11,22),-0.0401689 # DEPENDENCYPART_SIBL
(11,14),(11,23),-0.0843211 # DEPENDENCYPART_SIBL
(11,14),(11,24),-0.0140575 # DEPENDENCYPART_SIBL
(11,14),(11,26),-0.0242385 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.0318037 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.0108272 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.0223675 # DEPENDENCYPART_SIBL
(11,16),(11,21),-0.110869 # DEPENDENCYPART_SIBL
(11,16),(11,22),0.0416866 # DEPENDENCYPART_SIBL
(11,16),(11,23),-0.0960709 # DEPENDENCYPART_SIBL
(11,16),(11,24),-0.0402354 # DEPENDENCYPART_SIBL
(11,16),(11,26),-0.00973131 # DEPENDENCYPART_SIBL
(11,17),(11,18),0.360249 # DEPENDENCYPART_SIBL
(11,17),(11,19),0.453625 # DEPENDENCYPART_SIBL
(11,17),(11,21),0.646352 # DEPENDENCYPART_SIBL
(11,17),(11,22),0.291175 # DEPENDENCYPART_SIBL
(11,17),(11,23),0.713086 # DEPENDENCYPART_SIBL
(11,17),(11,24),0.545202 # DEPENDENCYPART_SIBL
(11,17),(11,26),-0.00740619 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.090313 # DEPENDENCYPART_SIBL
(11,18),(11,21),-0.0058409 # DEPENDENCYPART_SIBL
(11,18),(11,22),-0.1058 # DEPENDENCYPART_SIBL
(11,18),(11,23),0.0109403 # DEPENDENCYPART_SIBL
(11,18),(11,24),0.0446759 # DEPENDENCYPART_SIBL
(11,18),(11,26),0.0569079 # DEPENDENCYPART_SIBL
(11,19),(11,21),-0.0333321 # DEPENDENCYPART_SIBL
(11,19),(11,22),-0.0838357 # DEPENDENCYPART_SIBL
(11,19),(11,23),-0.0165451 # DEPENDENCYPART_SIBL
(11,19),(11,24),0.0186531 # DEPENDENCYPART_SIBL
(11,19),(11,26),0.013714 # DEPENDENCYPART_SIBL
(11,21),(11,22),0.0213595 # DEPENDENCYPART_SIBL
(11,21),(11,23),-0.111071 # DEPENDENCYPART_SIBL
(11,21),(11,24),-0.0463837 # DEPENDENCYPART_SIBL
(11,21),(11,26),-0.00806693 # DEPENDENCYPART_SIBL
(11,22),(11,23),0.0324764 # DEPENDENCYPART_SIBL
(11,22),(11,24),-0.0510815 # DEPENDENCYPART_SIBL
(11,22),(11,26),-0.056571 # DEPENDENCYPART_SIBL
(11,23),(11,24),-0.0366667 # DEPENDENCYPART_SIBL
(11,23),(11,26),-0.00476483 # DEPENDENCYPART_SIBL
(11,24),(11,26),0.0478649 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.00314716 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.231327 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0187548 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.0257604 # DEPENDENCYPART_SIBL
(12,7),(12,19),0.0136472 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.840153 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.753909 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.145725 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.203787 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.938352 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0739165 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.114074 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.179167 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.209868 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.166511 # DEPENDENCYPART_SIBL
