# _root_ Texas Air Corp. , which owns Continental , and the Air Transport Association were prominent in the lobbying .
#goldHeads=2,14,2,2,6,2,6,2,2,13,13,13,9,0,14,15,18,16,14,
#predictedHeads=2,14,2,2,6,2,6,2,2,13,13,13,9,0,14,15,18,16,14,
(6,2),(6,4),-0.0244518 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.306996 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0275224 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0125297 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.0169703 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.00324405 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.00519783 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.0123796 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.0424542 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.0470653 # DEPENDENCYPART_SIBL
(6,2),(6,16),0.015896 # DEPENDENCYPART_SIBL
(6,2),(6,17),-0.100811 # DEPENDENCYPART_SIBL
(6,2),(6,18),-0.0210821 # DEPENDENCYPART_SIBL
(6,2),(6,19),0.0087884 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.0224861 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.306697 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0788366 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.163513 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.00824074 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.109654 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.101215 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.117555 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.136416 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.129317 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.105565 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.1785 # DEPENDENCYPART_SIBL
(6,3),(6,18),-0.131671 # DEPENDENCYPART_SIBL
(6,3),(6,19),-0.242964 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.166722 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0636424 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0557547 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0385354 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.0516906 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.0590085 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.0785652 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0193117 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.0290363 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.040042 # DEPENDENCYPART_SIBL
(6,4),(6,17),-0.103137 # DEPENDENCYPART_SIBL
(6,4),(6,18),0.0186645 # DEPENDENCYPART_SIBL
(6,4),(6,19),0.0911448 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.182222 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0678261 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.100014 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.151759 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.165506 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.170301 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0592325 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.139335 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.104421 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.0262307 # DEPENDENCYPART_SIBL
(6,5),(6,18),-0.025843 # DEPENDENCYPART_SIBL
(6,5),(6,19),-0.481165 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.00053696 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0459823 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.23243 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.230815 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.229458 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.0888192 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.00937881 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.0662679 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.000941931 # DEPENDENCYPART_SIBL
(6,7),(6,18),0.0171856 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.0154923 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.443707 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.0248188 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.0376635 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.0461007 # DEPENDENCYPART_SIBL
(6,8),(6,14),0.0442937 # DEPENDENCYPART_SIBL
(6,8),(6,15),0.0746597 # DEPENDENCYPART_SIBL
(6,8),(6,16),0.0272681 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.120148 # DEPENDENCYPART_SIBL
(6,8),(6,18),0.563407 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.0554491 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0742424 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0707586 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0752094 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0352576 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0864377 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0599345 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.00858035 # DEPENDENCYPART_SIBL
(6,9),(6,18),0.0575377 # DEPENDENCYPART_SIBL
(6,9),(6,19),0.028923 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.235757 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.2344 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0935943 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0141407 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.05019 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.00588727 # DEPENDENCYPART_SIBL
(6,11),(6,18),0.016672 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.0282706 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.228297 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0901341 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.00936619 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.0662669 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.000928983 # DEPENDENCYPART_SIBL
(6,12),(6,18),0.0171985 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.0174482 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0945536 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.013986 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.0706964 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.00557098 # DEPENDENCYPART_SIBL
(6,13),(6,18),0.0103349 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.0371611 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.17395 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.150128 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.0974544 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.0520689 # DEPENDENCYPART_SIBL
(6,14),(6,19),0.0126552 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.0492764 # DEPENDENCYPART_SIBL
(6,15),(6,17),-0.0583044 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.0362903 # DEPENDENCYPART_SIBL
(6,15),(6,19),-0.0422861 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.122621 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.0471988 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.124689 # DEPENDENCYPART_SIBL
(6,17),(6,18),-0.0850483 # DEPENDENCYPART_SIBL
(6,17),(6,19),-0.148987 # DEPENDENCYPART_SIBL
(6,18),(6,19),0.046544 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.21814 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.119569 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.477748 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.128371 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.246023 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.0305619 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.0994795 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.0425548 # DEPENDENCYPART_SIBL
(7,1),(7,13),-0.0986962 # DEPENDENCYPART_SIBL
(7,1),(7,14),-0.0115215 # DEPENDENCYPART_SIBL
(7,1),(7,15),-0.00922119 # DEPENDENCYPART_SIBL
(7,1),(7,16),0.0832862 # DEPENDENCYPART_SIBL
(7,1),(7,17),-0.042342 # DEPENDENCYPART_SIBL
(7,1),(7,18),-0.0305838 # DEPENDENCYPART_SIBL
(7,1),(7,19),0.0299346 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.0734274 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.478808 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.11537 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.234738 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.211282 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.138418 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.0513681 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.00610433 # DEPENDENCYPART_SIBL
(7,2),(7,14),0.0274329 # DEPENDENCYPART_SIBL
(7,2),(7,15),0.028818 # DEPENDENCYPART_SIBL
(7,2),(7,16),0.195141 # DEPENDENCYPART_SIBL
(7,2),(7,17),0.0109914 # DEPENDENCYPART_SIBL
(7,2),(7,18),0.0264595 # DEPENDENCYPART_SIBL
(7,2),(7,19),0.0949648 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.408011 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0882413 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.205982 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0839613 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.112851 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.106946 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.16309 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0990728 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.0902902 # DEPENDENCYPART_SIBL
(7,3),(7,16),0.011425 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.104238 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.101763 # DEPENDENCYPART_SIBL
(7,3),(7,19),-0.162307 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0787788 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0123905 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.00103594 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.181211 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.125655 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.13774 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.0969375 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.0640323 # DEPENDENCYPART_SIBL
(7,4),(7,16),0.0645069 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.0851076 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.0402356 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.118367 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0217381 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.154217 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0764042 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0169857 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.00168039 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0634611 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.0459452 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.101033 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.0153662 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.0605214 # DEPENDENCYPART_SIBL
(7,5),(7,19),-0.459088 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0821942 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.00676282 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0158579 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.00282537 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0283437 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.0158968 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.00978055 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.0477426 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.0315373 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.0289224 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.427212 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.684241 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.728681 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.448071 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.34168 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.234244 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.0565369 # DEPENDENCYPART_SIBL
(7,8),(7,18),0.405516 # DEPENDENCYPART_SIBL
(7,8),(7,19),0.0095613 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0225757 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0124293 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.0787522 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0128887 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.110256 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.0406025 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.066651 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.17619 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0557266 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0538602 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.0413725 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.0251918 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.06057 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.139865 # DEPENDENCYPART_SIBL
(7,12),(7,19),0.00458769 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.0752499 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.0629625 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.046379 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.0821821 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.163699 # DEPENDENCYPART_SIBL
(7,13),(7,19),-0.0327171 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.0423652 # DEPENDENCYPART_SIBL
(7,14),(7,16),0.0258486 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.0528402 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.0623802 # DEPENDENCYPART_SIBL
(7,14),(7,19),0.0419592 # DEPENDENCYPART_SIBL
(7,15),(7,16),0.0904611 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.0675511 # DEPENDENCYPART_SIBL
(7,15),(7,18),-0.104973 # DEPENDENCYPART_SIBL
(7,15),(7,19),0.0262633 # DEPENDENCYPART_SIBL
(7,16),(7,17),-0.0753353 # DEPENDENCYPART_SIBL
(7,16),(7,18),-0.0604066 # DEPENDENCYPART_SIBL
(7,16),(7,19),-0.0049616 # DEPENDENCYPART_SIBL
(7,17),(7,18),-0.0946486 # DEPENDENCYPART_SIBL
(7,17),(7,19),-0.0459577 # DEPENDENCYPART_SIBL
(7,18),(7,19),0.170397 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0101858 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0273527 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0416048 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0631547 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0618383 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0547448 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0940454 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0644502 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0989483 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0416048 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.0214288 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.0121033 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0795147 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0364233 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0343595 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0209398 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0434671 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0851339 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0902747 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0795147 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.0376455 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.0197932 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.261577 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.261538 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.261548 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.53441 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.152154 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.108926 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.133125 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.28094 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.113863 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.512151 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.51075 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.737367 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.29207 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.07993 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.230912 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.398013 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.15088 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.524543 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.753802 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.30719 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.116672 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.245848 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.417381 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.164301 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.753601 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.30719 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.11413 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.24587 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.419625 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.173564 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.423338 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.214948 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.319003 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.422787 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.141532 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.0417725 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.313819 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.454816 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.226468 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.164411 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.260647 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.0485705 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.28094 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.113863 # DEPENDENCYPART_SIBL
(9,18),(9,19),0.00971676 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0562872 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0226718 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0582035 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.432429 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.138321 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.187257 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0776825 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0284232 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0281243 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.0633585 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0259067 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0433759 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.146649 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.0836136 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0779505 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.048199 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.12586 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0672872 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.0842577 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.00745137 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0766991 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0147086 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.036996 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0372167 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.198864 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0753428 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0642668 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0478566 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0424023 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.0279764 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.092494 # DEPENDENCYPART_SIBL
(13,1),(13,2),0.182911 # DEPENDENCYPART_SIBL
(13,1),(13,3),0.0709564 # DEPENDENCYPART_SIBL
(13,1),(13,4),0.44481 # DEPENDENCYPART_SIBL
(13,1),(13,5),0.106823 # DEPENDENCYPART_SIBL
(13,1),(13,6),0.22449 # DEPENDENCYPART_SIBL
(13,1),(13,7),0.164598 # DEPENDENCYPART_SIBL
(13,1),(13,8),0.44481 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.01995 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.227924 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.182911 # DEPENDENCYPART_SIBL
(13,1),(13,12),0.212506 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.0239896 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.00731364 # DEPENDENCYPART_SIBL
(13,1),(13,16),0.050391 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.0430152 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.0363173 # DEPENDENCYPART_SIBL
(13,1),(13,19),0.0628416 # DEPENDENCYPART_SIBL
(13,2),(13,3),0.0323987 # DEPENDENCYPART_SIBL
(13,2),(13,4),0.450823 # DEPENDENCYPART_SIBL
(13,2),(13,5),0.0987746 # DEPENDENCYPART_SIBL
(13,2),(13,6),0.218158 # DEPENDENCYPART_SIBL
(13,2),(13,7),0.129419 # DEPENDENCYPART_SIBL
(13,2),(13,8),0.450823 # DEPENDENCYPART_SIBL
(13,2),(13,9),0.0135867 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.231673 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.157841 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.180753 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.0131123 # DEPENDENCYPART_SIBL
(13,2),(13,15),0.0289437 # DEPENDENCYPART_SIBL
(13,2),(13,16),0.160464 # DEPENDENCYPART_SIBL
(13,2),(13,17),0.00853637 # DEPENDENCYPART_SIBL
(13,2),(13,18),0.0189442 # DEPENDENCYPART_SIBL
(13,2),(13,19),0.12609 # DEPENDENCYPART_SIBL
(13,3),(13,4),0.373748 # DEPENDENCYPART_SIBL
(13,3),(13,5),0.0653689 # DEPENDENCYPART_SIBL
(13,3),(13,6),0.183125 # DEPENDENCYPART_SIBL
(13,3),(13,7),0.0830003 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.373748 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.0216464 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.268142 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.112869 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.12959 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.114492 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.0913342 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.0245105 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.107863 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.110447 # DEPENDENCYPART_SIBL
(13,3),(13,19),-0.132352 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.0928742 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.0264707 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.00173227 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.0870647 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.138428 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.0958524 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.0107649 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.0271607 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.0831104 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.0690736 # DEPENDENCYPART_SIBL
(13,4),(13,16),0.0381187 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.0917328 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.050636 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.111722 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.0217447 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.172422 # DEPENDENCYPART_SIBL
(13,5),(13,8),0.0548753 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.101024 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.297291 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.17177 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.144489 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.0732099 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.0449626 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.0787437 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.0179328 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.0668621 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.447559 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.0420115 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.178637 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.0634419 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.0323189 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.0426014 # DEPENDENCYPART_SIBL
