# _root_ `` The MMI has gone better , '' shouted one trader at about 3:15 London time , as the U.S. Major Markets Index contract suddenly indicated a turnabout .
#goldHeads=9,3,4,9,4,5,9,9,0,11,9,9,16,16,16,12,9,9,24,24,24,24,24,26,26,18,28,26,9,
#predictedHeads=9,3,4,9,4,5,9,9,0,11,9,9,16,13,16,12,9,9,24,24,24,24,24,26,26,18,28,26,9,
(16,1),(16,3),0.0877534 # DEPENDENCYPART_SIBL
(16,1),(16,5),0.0808035 # DEPENDENCYPART_SIBL
(16,1),(16,6),-0.0102925 # DEPENDENCYPART_SIBL
(16,1),(16,7),0.0414925 # DEPENDENCYPART_SIBL
(16,1),(16,8),1.24969 # DEPENDENCYPART_SIBL
(16,1),(16,10),-0.0422626 # DEPENDENCYPART_SIBL
(16,1),(16,11),0.0454493 # DEPENDENCYPART_SIBL
(16,1),(16,12),0.0242364 # DEPENDENCYPART_SIBL
(16,1),(16,13),0.0594335 # DEPENDENCYPART_SIBL
(16,1),(16,14),0.0796154 # DEPENDENCYPART_SIBL
(16,1),(16,15),0.0807556 # DEPENDENCYPART_SIBL
(16,1),(16,17),-0.00857797 # DEPENDENCYPART_SIBL
(16,1),(16,18),-0.00413032 # DEPENDENCYPART_SIBL
(16,1),(16,20),0.00144953 # DEPENDENCYPART_SIBL
(16,1),(16,21),0.0235138 # DEPENDENCYPART_SIBL
(16,1),(16,22),0.0164421 # DEPENDENCYPART_SIBL
(16,1),(16,23),0.0282165 # DEPENDENCYPART_SIBL
(16,1),(16,24),0.0561401 # DEPENDENCYPART_SIBL
(16,1),(16,25),-0.029062 # DEPENDENCYPART_SIBL
(16,1),(16,26),0.0812961 # DEPENDENCYPART_SIBL
(16,1),(16,28),0.0390843 # DEPENDENCYPART_SIBL
(16,1),(16,29),0.16349 # DEPENDENCYPART_SIBL
(16,2),(16,3),0.169901 # DEPENDENCYPART_SIBL
(16,2),(16,5),0.431362 # DEPENDENCYPART_SIBL
(16,2),(16,6),0.0652593 # DEPENDENCYPART_SIBL
(16,2),(16,7),0.21273 # DEPENDENCYPART_SIBL
(16,2),(16,8),0.384347 # DEPENDENCYPART_SIBL
(16,2),(16,10),-0.00988774 # DEPENDENCYPART_SIBL
(16,2),(16,11),0.131756 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.0500074 # DEPENDENCYPART_SIBL
(16,2),(16,13),0.0921245 # DEPENDENCYPART_SIBL
(16,2),(16,14),0.234607 # DEPENDENCYPART_SIBL
(16,2),(16,15),0.191506 # DEPENDENCYPART_SIBL
(16,2),(16,17),0.0599059 # DEPENDENCYPART_SIBL
(16,2),(16,18),0.0646916 # DEPENDENCYPART_SIBL
(16,2),(16,20),0.0885494 # DEPENDENCYPART_SIBL
(16,2),(16,21),0.137142 # DEPENDENCYPART_SIBL
(16,2),(16,22),0.140708 # DEPENDENCYPART_SIBL
(16,2),(16,23),0.122653 # DEPENDENCYPART_SIBL
(16,2),(16,24),0.126902 # DEPENDENCYPART_SIBL
(16,2),(16,25),0.17265 # DEPENDENCYPART_SIBL
(16,2),(16,26),0.613477 # DEPENDENCYPART_SIBL
(16,2),(16,28),0.0920979 # DEPENDENCYPART_SIBL
(16,2),(16,29),-0.000371914 # DEPENDENCYPART_SIBL
(16,3),(16,5),0.0978296 # DEPENDENCYPART_SIBL
(16,3),(16,6),-0.0185625 # DEPENDENCYPART_SIBL
(16,3),(16,7),0.0779298 # DEPENDENCYPART_SIBL
(16,3),(16,8),0.424255 # DEPENDENCYPART_SIBL
(16,3),(16,10),-0.133832 # DEPENDENCYPART_SIBL
(16,3),(16,11),0.0257582 # DEPENDENCYPART_SIBL
(16,3),(16,12),-0.0195184 # DEPENDENCYPART_SIBL
(16,3),(16,13),0.0472336 # DEPENDENCYPART_SIBL
(16,3),(16,14),0.016275 # DEPENDENCYPART_SIBL
(16,3),(16,15),-0.0331158 # DEPENDENCYPART_SIBL
(16,3),(16,17),-0.0469422 # DEPENDENCYPART_SIBL
(16,3),(16,18),-0.108316 # DEPENDENCYPART_SIBL
(16,3),(16,20),-0.073392 # DEPENDENCYPART_SIBL
(16,3),(16,21),-0.0269101 # DEPENDENCYPART_SIBL
(16,3),(16,22),-0.0246122 # DEPENDENCYPART_SIBL
(16,3),(16,23),-0.00582385 # DEPENDENCYPART_SIBL
(16,3),(16,24),-0.0303012 # DEPENDENCYPART_SIBL
(16,3),(16,25),-0.0291773 # DEPENDENCYPART_SIBL
(16,3),(16,26),0.0953132 # DEPENDENCYPART_SIBL
(16,3),(16,28),-0.0421873 # DEPENDENCYPART_SIBL
(16,3),(16,29),-0.0298462 # DEPENDENCYPART_SIBL
(16,5),(16,6),-0.0737962 # DEPENDENCYPART_SIBL
(16,5),(16,7),0.297653 # DEPENDENCYPART_SIBL
(16,5),(16,8),0.160793 # DEPENDENCYPART_SIBL
(16,5),(16,10),-0.101373 # DEPENDENCYPART_SIBL
(16,5),(16,11),0.0056346 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.127909 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.0254657 # DEPENDENCYPART_SIBL
(16,5),(16,14),0.0308881 # DEPENDENCYPART_SIBL
(16,5),(16,15),0.0208749 # DEPENDENCYPART_SIBL
(16,5),(16,17),-0.0294085 # DEPENDENCYPART_SIBL
(16,5),(16,18),-0.0138792 # DEPENDENCYPART_SIBL
(16,5),(16,20),0.0379272 # DEPENDENCYPART_SIBL
(16,5),(16,21),0.0584159 # DEPENDENCYPART_SIBL
(16,5),(16,22),0.0609427 # DEPENDENCYPART_SIBL
(16,5),(16,23),0.0667407 # DEPENDENCYPART_SIBL
(16,5),(16,24),0.0398853 # DEPENDENCYPART_SIBL
(16,5),(16,25),0.0259355 # DEPENDENCYPART_SIBL
(16,5),(16,26),0.119811 # DEPENDENCYPART_SIBL
(16,5),(16,28),0.0221004 # DEPENDENCYPART_SIBL
(16,5),(16,29),0.0812227 # DEPENDENCYPART_SIBL
(16,6),(16,7),0.104861 # DEPENDENCYPART_SIBL
(16,6),(16,8),0.197034 # DEPENDENCYPART_SIBL
(16,6),(16,10),-0.127516 # DEPENDENCYPART_SIBL
(16,6),(16,11),0.0135898 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.0572954 # DEPENDENCYPART_SIBL
(16,6),(16,13),0.00243961 # DEPENDENCYPART_SIBL
(16,6),(16,14),-0.00203698 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.0253862 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.208771 # DEPENDENCYPART_SIBL
(16,6),(16,18),-0.216908 # DEPENDENCYPART_SIBL
(16,6),(16,20),-0.137848 # DEPENDENCYPART_SIBL
(16,6),(16,21),-0.117374 # DEPENDENCYPART_SIBL
(16,6),(16,22),-0.114862 # DEPENDENCYPART_SIBL
(16,6),(16,23),-0.108699 # DEPENDENCYPART_SIBL
(16,6),(16,24),-0.0931889 # DEPENDENCYPART_SIBL
(16,6),(16,25),-0.0773728 # DEPENDENCYPART_SIBL
(16,6),(16,26),0.0087223 # DEPENDENCYPART_SIBL
(16,6),(16,28),-0.110973 # DEPENDENCYPART_SIBL
(16,6),(16,29),-0.062777 # DEPENDENCYPART_SIBL
(16,7),(16,8),0.462146 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.136727 # DEPENDENCYPART_SIBL
(16,7),(16,11),0.0625241 # DEPENDENCYPART_SIBL
(16,7),(16,12),0.0830319 # DEPENDENCYPART_SIBL
(16,7),(16,13),0.135766 # DEPENDENCYPART_SIBL
(16,7),(16,14),0.0575838 # DEPENDENCYPART_SIBL
(16,7),(16,15),0.0502402 # DEPENDENCYPART_SIBL
(16,7),(16,17),0.0616228 # DEPENDENCYPART_SIBL
(16,7),(16,18),0.021213 # DEPENDENCYPART_SIBL
(16,7),(16,20),-0.0110834 # DEPENDENCYPART_SIBL
(16,7),(16,21),0.011109 # DEPENDENCYPART_SIBL
(16,7),(16,22),-0.00417096 # DEPENDENCYPART_SIBL
(16,7),(16,23),0.024164 # DEPENDENCYPART_SIBL
(16,7),(16,24),0.118408 # DEPENDENCYPART_SIBL
(16,7),(16,25),0.0750165 # DEPENDENCYPART_SIBL
(16,7),(16,26),0.186168 # DEPENDENCYPART_SIBL
(16,7),(16,28),0.11364 # DEPENDENCYPART_SIBL
(16,7),(16,29),0.143379 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.126274 # DEPENDENCYPART_SIBL
(16,8),(16,11),0.00878658 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.0875767 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.0646895 # DEPENDENCYPART_SIBL
(16,8),(16,14),0.00802484 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.0169988 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.0455606 # DEPENDENCYPART_SIBL
(16,8),(16,18),-0.0321579 # DEPENDENCYPART_SIBL
(16,8),(16,20),-0.0478216 # DEPENDENCYPART_SIBL
(16,8),(16,21),-0.0269929 # DEPENDENCYPART_SIBL
(16,8),(16,22),-0.0259156 # DEPENDENCYPART_SIBL
(16,8),(16,23),-0.0183173 # DEPENDENCYPART_SIBL
(16,8),(16,24),0.0145382 # DEPENDENCYPART_SIBL
(16,8),(16,25),-0.0224353 # DEPENDENCYPART_SIBL
(16,8),(16,26),0.135028 # DEPENDENCYPART_SIBL
(16,8),(16,28),-0.00324707 # DEPENDENCYPART_SIBL
(16,8),(16,29),0.113198 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.171988 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.0222475 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.24023 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.0206824 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.260656 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.00767041 # DEPENDENCYPART_SIBL
(16,10),(16,18),0.0330911 # DEPENDENCYPART_SIBL
(16,10),(16,20),0.0645276 # DEPENDENCYPART_SIBL
(16,10),(16,21),0.0764619 # DEPENDENCYPART_SIBL
(16,10),(16,22),0.078224 # DEPENDENCYPART_SIBL
(16,10),(16,23),0.0828824 # DEPENDENCYPART_SIBL
(16,10),(16,24),0.00883966 # DEPENDENCYPART_SIBL
(16,10),(16,25),0.00233241 # DEPENDENCYPART_SIBL
(16,10),(16,26),0.173038 # DEPENDENCYPART_SIBL
(16,10),(16,28),-0.00891621 # DEPENDENCYPART_SIBL
(16,10),(16,29),0.0725198 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.0395837 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.0348014 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.000646318 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.0491761 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.0706468 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.13109 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.0529731 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.0386577 # DEPENDENCYPART_SIBL
(16,11),(16,22),-0.0368962 # DEPENDENCYPART_SIBL
(16,11),(16,23),-0.026672 # DEPENDENCYPART_SIBL
(16,11),(16,24),-0.0215409 # DEPENDENCYPART_SIBL
(16,11),(16,25),-0.0218027 # DEPENDENCYPART_SIBL
(16,11),(16,26),0.0648166 # DEPENDENCYPART_SIBL
(16,11),(16,28),-0.0461304 # DEPENDENCYPART_SIBL
(16,11),(16,29),-0.0738555 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.0161115 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.00400536 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.0726613 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0749647 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.0491358 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.0876007 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.0674395 # DEPENDENCYPART_SIBL
(16,12),(16,22),-0.0641096 # DEPENDENCYPART_SIBL
(16,12),(16,23),-0.0532367 # DEPENDENCYPART_SIBL
(16,12),(16,24),0.0430938 # DEPENDENCYPART_SIBL
(16,12),(16,25),-0.00286351 # DEPENDENCYPART_SIBL
(16,12),(16,26),0.0865687 # DEPENDENCYPART_SIBL
(16,12),(16,28),0.0339039 # DEPENDENCYPART_SIBL
(16,12),(16,29),0.0814172 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0301826 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0536369 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0614779 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.132918 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.0962881 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.0768842 # DEPENDENCYPART_SIBL
(16,13),(16,22),-0.0618469 # DEPENDENCYPART_SIBL
(16,13),(16,23),-0.0736343 # DEPENDENCYPART_SIBL
(16,13),(16,24),0.0138138 # DEPENDENCYPART_SIBL
(16,13),(16,25),-0.0465571 # DEPENDENCYPART_SIBL
(16,13),(16,26),0.0603928 # DEPENDENCYPART_SIBL
(16,13),(16,28),-0.0063031 # DEPENDENCYPART_SIBL
(16,13),(16,29),-0.0462757 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.176552 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0135395 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.000362383 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.00948276 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.000887776 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.000872248 # DEPENDENCYPART_SIBL
(16,14),(16,23),0.00555439 # DEPENDENCYPART_SIBL
(16,14),(16,24),0.00508044 # DEPENDENCYPART_SIBL
(16,14),(16,25),-0.0262145 # DEPENDENCYPART_SIBL
(16,14),(16,26),0.139996 # DEPENDENCYPART_SIBL
(16,14),(16,28),-0.0126754 # DEPENDENCYPART_SIBL
(16,14),(16,29),0.0254222 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.090685 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.132703 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0889931 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0425112 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.0402134 # DEPENDENCYPART_SIBL
(16,15),(16,23),-0.021425 # DEPENDENCYPART_SIBL
(16,15),(16,24),-0.0529735 # DEPENDENCYPART_SIBL
(16,15),(16,25),-0.0396528 # DEPENDENCYPART_SIBL
(16,15),(16,26),0.0779772 # DEPENDENCYPART_SIBL
(16,15),(16,28),-0.0648597 # DEPENDENCYPART_SIBL
(16,15),(16,29),-0.0369849 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.382404 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.560185 # DEPENDENCYPART_SIBL
(16,17),(16,21),0.642708 # DEPENDENCYPART_SIBL
(16,17),(16,22),0.592303 # DEPENDENCYPART_SIBL
(16,17),(16,23),0.552788 # DEPENDENCYPART_SIBL
(16,17),(16,24),0.654535 # DEPENDENCYPART_SIBL
(16,17),(16,25),0.260788 # DEPENDENCYPART_SIBL
(16,17),(16,26),0.374418 # DEPENDENCYPART_SIBL
(16,17),(16,28),0.646034 # DEPENDENCYPART_SIBL
(16,17),(16,29),-0.0329123 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.00603586 # DEPENDENCYPART_SIBL
(16,18),(16,21),0.0460697 # DEPENDENCYPART_SIBL
(16,18),(16,22),0.00797556 # DEPENDENCYPART_SIBL
(16,18),(16,23),0.0512507 # DEPENDENCYPART_SIBL
(16,18),(16,24),0.0220925 # DEPENDENCYPART_SIBL
(16,18),(16,25),0.0394617 # DEPENDENCYPART_SIBL
(16,18),(16,26),-0.0837506 # DEPENDENCYPART_SIBL
(16,18),(16,28),0.032501 # DEPENDENCYPART_SIBL
(16,18),(16,29),0.104848 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.140795 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.155511 # DEPENDENCYPART_SIBL
(16,20),(16,23),-0.159624 # DEPENDENCYPART_SIBL
(16,20),(16,24),-0.110384 # DEPENDENCYPART_SIBL
(16,20),(16,25),-0.0943682 # DEPENDENCYPART_SIBL
(16,20),(16,26),-0.0938918 # DEPENDENCYPART_SIBL
(16,20),(16,28),-0.108697 # DEPENDENCYPART_SIBL
(16,20),(16,29),-0.0816308 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.141619 # DEPENDENCYPART_SIBL
(16,21),(16,23),-0.146141 # DEPENDENCYPART_SIBL
(16,21),(16,24),-0.0836731 # DEPENDENCYPART_SIBL
(16,21),(16,25),-0.0855321 # DEPENDENCYPART_SIBL
(16,21),(16,26),-0.0809932 # DEPENDENCYPART_SIBL
(16,21),(16,28),-0.0819867 # DEPENDENCYPART_SIBL
(16,21),(16,29),-0.0547223 # DEPENDENCYPART_SIBL
(16,22),(16,23),-0.151783 # DEPENDENCYPART_SIBL
(16,22),(16,24),-0.0735213 # DEPENDENCYPART_SIBL
(16,22),(16,25),-0.0950071 # DEPENDENCYPART_SIBL
(16,22),(16,26),-0.0838776 # DEPENDENCYPART_SIBL
(16,22),(16,28),-0.0718349 # DEPENDENCYPART_SIBL
(16,22),(16,29),-0.0672246 # DEPENDENCYPART_SIBL
(16,23),(16,24),-0.095173 # DEPENDENCYPART_SIBL
(16,23),(16,25),-0.100134 # DEPENDENCYPART_SIBL
(16,23),(16,26),-0.0896077 # DEPENDENCYPART_SIBL
(16,23),(16,28),-0.0934866 # DEPENDENCYPART_SIBL
(16,23),(16,29),-0.0695171 # DEPENDENCYPART_SIBL
(16,24),(16,25),-0.0476017 # DEPENDENCYPART_SIBL
(16,24),(16,26),-0.0568718 # DEPENDENCYPART_SIBL
(16,24),(16,28),-0.0524226 # DEPENDENCYPART_SIBL
(16,24),(16,29),0.010134 # DEPENDENCYPART_SIBL
(16,25),(16,26),-0.0340401 # DEPENDENCYPART_SIBL
(16,25),(16,28),0.0831859 # DEPENDENCYPART_SIBL
(16,25),(16,29),-0.0169715 # DEPENDENCYPART_SIBL
(16,26),(16,28),-0.0229223 # DEPENDENCYPART_SIBL
(16,26),(16,29),0.0280444 # DEPENDENCYPART_SIBL
(16,28),(16,29),0.0291189 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0540981 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0984276 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.0105477 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.00496422 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.00712124 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.0227763 # DEPENDENCYPART_SIBL
(18,16),(18,24),-0.0961821 # DEPENDENCYPART_SIBL
(18,16),(18,25),-0.0218605 # DEPENDENCYPART_SIBL
(18,16),(18,26),-0.0343148 # DEPENDENCYPART_SIBL
(18,16),(18,28),-0.0945796 # DEPENDENCYPART_SIBL
(18,16),(18,29),0.0364407 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.080651 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.0389234 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.0231403 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.0124703 # DEPENDENCYPART_SIBL
(18,17),(18,23),0.00364988 # DEPENDENCYPART_SIBL
(18,17),(18,24),-0.129366 # DEPENDENCYPART_SIBL
(18,17),(18,25),-0.0167939 # DEPENDENCYPART_SIBL
(18,17),(18,26),0.0083265 # DEPENDENCYPART_SIBL
(18,17),(18,28),-0.112839 # DEPENDENCYPART_SIBL
(18,17),(18,29),0.140345 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.358158 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.350724 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.356895 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.339904 # DEPENDENCYPART_SIBL
(18,19),(18,24),-0.496838 # DEPENDENCYPART_SIBL
(18,19),(18,25),-0.108352 # DEPENDENCYPART_SIBL
(18,19),(18,26),-0.543291 # DEPENDENCYPART_SIBL
(18,19),(18,28),-0.490338 # DEPENDENCYPART_SIBL
(18,19),(18,29),-0.258042 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.66092 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.65885 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.664478 # DEPENDENCYPART_SIBL
(18,20),(18,24),-0.7654 # DEPENDENCYPART_SIBL
(18,20),(18,25),-0.191805 # DEPENDENCYPART_SIBL
(18,20),(18,26),-0.742858 # DEPENDENCYPART_SIBL
(18,20),(18,28),-0.752979 # DEPENDENCYPART_SIBL
(18,20),(18,29),-0.242955 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.645233 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.651679 # DEPENDENCYPART_SIBL
(18,21),(18,24),-0.734946 # DEPENDENCYPART_SIBL
(18,21),(18,25),-0.188564 # DEPENDENCYPART_SIBL
(18,21),(18,26),-0.7312 # DEPENDENCYPART_SIBL
(18,21),(18,28),-0.722525 # DEPENDENCYPART_SIBL
(18,21),(18,29),-0.215252 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.653369 # DEPENDENCYPART_SIBL
(18,22),(18,24),-0.715459 # DEPENDENCYPART_SIBL
(18,22),(18,25),-0.195234 # DEPENDENCYPART_SIBL
(18,22),(18,26),-0.72767 # DEPENDENCYPART_SIBL
(18,22),(18,28),-0.703038 # DEPENDENCYPART_SIBL
(18,22),(18,29),-0.223834 # DEPENDENCYPART_SIBL
(18,23),(18,24),-0.729521 # DEPENDENCYPART_SIBL
(18,23),(18,25),-0.183584 # DEPENDENCYPART_SIBL
(18,23),(18,26),-0.720632 # DEPENDENCYPART_SIBL
(18,23),(18,28),-0.7171 # DEPENDENCYPART_SIBL
(18,23),(18,29),-0.215918 # DEPENDENCYPART_SIBL
(18,24),(18,25),-0.131278 # DEPENDENCYPART_SIBL
(18,24),(18,26),-0.815949 # DEPENDENCYPART_SIBL
(18,24),(18,28),-0.851367 # DEPENDENCYPART_SIBL
(18,24),(18,29),-0.170163 # DEPENDENCYPART_SIBL
(18,25),(18,26),-0.474441 # DEPENDENCYPART_SIBL
(18,25),(18,28),-0.293137 # DEPENDENCYPART_SIBL
(18,25),(18,29),-0.0780256 # DEPENDENCYPART_SIBL
(18,26),(18,28),-0.393595 # DEPENDENCYPART_SIBL
(18,26),(18,29),0.178102 # DEPENDENCYPART_SIBL
(18,28),(18,29),-0.14397 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.00675958 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.0196628 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.026852 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0421739 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0443961 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.103664 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.00710576 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.0743505 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.0811603 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.0424526 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.116737 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.203371 # DEPENDENCYPART_SIBL
(22,19),(22,25),-0.0530952 # DEPENDENCYPART_SIBL
(22,19),(22,28),-0.118661 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.0109456 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.0837085 # DEPENDENCYPART_SIBL
(22,20),(22,25),0.0160942 # DEPENDENCYPART_SIBL
(22,20),(22,28),-0.0279732 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.0102949 # DEPENDENCYPART_SIBL
(22,21),(22,25),0.0499655 # DEPENDENCYPART_SIBL
(22,21),(22,28),0.0338382 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.0639824 # DEPENDENCYPART_SIBL
(22,23),(22,28),-0.0640074 # DEPENDENCYPART_SIBL
(22,25),(22,28),0.0791712 # DEPENDENCYPART_SIBL
(23,2),(23,15),0.359879 # DEPENDENCYPART_SIBL
(23,2),(23,19),-0.343703 # DEPENDENCYPART_SIBL
(23,2),(23,20),0.27774 # DEPENDENCYPART_SIBL
(23,2),(23,21),0.337436 # DEPENDENCYPART_SIBL
(23,2),(23,22),0.329771 # DEPENDENCYPART_SIBL
(23,2),(23,24),0.0243201 # DEPENDENCYPART_SIBL
(23,2),(23,25),0.177629 # DEPENDENCYPART_SIBL
(23,2),(23,28),0.0158175 # DEPENDENCYPART_SIBL
(23,15),(23,19),-0.0845923 # DEPENDENCYPART_SIBL
(23,15),(23,20),0.294582 # DEPENDENCYPART_SIBL
(23,15),(23,21),0.330712 # DEPENDENCYPART_SIBL
(23,15),(23,22),0.351656 # DEPENDENCYPART_SIBL
(23,15),(23,24),-0.050065 # DEPENDENCYPART_SIBL
(23,15),(23,25),0.0455232 # DEPENDENCYPART_SIBL
(23,15),(23,28),-0.0222115 # DEPENDENCYPART_SIBL
(23,19),(23,20),0.27774 # DEPENDENCYPART_SIBL
(23,19),(23,21),0.337436 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.329771 # DEPENDENCYPART_SIBL
(23,19),(23,24),0.0243201 # DEPENDENCYPART_SIBL
(23,19),(23,25),0.177629 # DEPENDENCYPART_SIBL
(23,19),(23,28),0.0158175 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.142102 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.161948 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.054915 # DEPENDENCYPART_SIBL
(23,20),(23,25),0.0640036 # DEPENDENCYPART_SIBL
(23,20),(23,28),-0.0270614 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.163051 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.0111881 # DEPENDENCYPART_SIBL
(23,21),(23,25),0.102167 # DEPENDENCYPART_SIBL
(23,21),(23,28),0.0390416 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.00957008 # DEPENDENCYPART_SIBL
(23,22),(23,25),0.0578064 # DEPENDENCYPART_SIBL
(23,22),(23,28),0.0182834 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.0268388 # DEPENDENCYPART_SIBL
(23,24),(23,28),-0.300668 # DEPENDENCYPART_SIBL
(23,25),(23,28),0.0665779 # DEPENDENCYPART_SIBL
(24,1),(24,2),-0.0184602 # DEPENDENCYPART_SIBL
(24,1),(24,10),0.00139622 # DEPENDENCYPART_SIBL
(24,1),(24,14),0.123198 # DEPENDENCYPART_SIBL
(24,1),(24,15),0.123186 # DEPENDENCYPART_SIBL
(24,1),(24,19),-0.0184602 # DEPENDENCYPART_SIBL
(24,1),(24,20),0.120078 # DEPENDENCYPART_SIBL
(24,1),(24,21),0.227716 # DEPENDENCYPART_SIBL
(24,1),(24,22),0.156651 # DEPENDENCYPART_SIBL
(24,1),(24,23),0.120135 # DEPENDENCYPART_SIBL
(24,1),(24,25),-0.0451342 # DEPENDENCYPART_SIBL
(24,1),(24,26),-0.0029459 # DEPENDENCYPART_SIBL
(24,1),(24,28),0.0188706 # DEPENDENCYPART_SIBL
(24,2),(24,10),0.0151133 # DEPENDENCYPART_SIBL
(24,2),(24,14),0.25953 # DEPENDENCYPART_SIBL
(24,2),(24,15),0.208092 # DEPENDENCYPART_SIBL
