# _root_ Besides spurring Barry Wright 's sales , which were $ 201.7 million in 1988 , Mr. Sim must pare its costs and product line .
#goldHeads=18,1,4,6,4,2,6,9,6,9,10,10,9,13,6,17,18,0,18,21,19,21,24,22,18,
#predictedHeads=18,1,4,6,4,2,6,9,6,9,10,10,10,13,18,17,18,0,18,21,19,21,24,22,18,
(4,7),(4,10),0.133511 # DEPENDENCYPART_SIBL
(4,7),(4,15),0.0825391 # DEPENDENCYPART_SIBL
(4,7),(4,25),-0.000888468 # DEPENDENCYPART_SIBL
(4,8),(4,9),-0.038542 # DEPENDENCYPART_SIBL
(4,8),(4,10),0.010496 # DEPENDENCYPART_SIBL
(4,8),(4,15),-0.0457375 # DEPENDENCYPART_SIBL
(4,8),(4,25),-0.0778138 # DEPENDENCYPART_SIBL
(4,9),(4,10),0.0370833 # DEPENDENCYPART_SIBL
(4,9),(4,15),0.461843 # DEPENDENCYPART_SIBL
(4,9),(4,25),0.0413106 # DEPENDENCYPART_SIBL
(4,10),(4,15),0.0465939 # DEPENDENCYPART_SIBL
(4,10),(4,25),0.203033 # DEPENDENCYPART_SIBL
(4,15),(4,25),-0.000888468 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.0385636 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0153106 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0136248 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.0169107 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0656454 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0819739 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0691628 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.025518 # DEPENDENCYPART_SIBL
(6,1),(6,13),-0.0155385 # DEPENDENCYPART_SIBL
(6,1),(6,15),-0.0656454 # DEPENDENCYPART_SIBL
(6,1),(6,18),-0.0411932 # DEPENDENCYPART_SIBL
(6,1),(6,21),-0.0316901 # DEPENDENCYPART_SIBL
(6,1),(6,22),-0.0696551 # DEPENDENCYPART_SIBL
(6,1),(6,24),-0.0173175 # DEPENDENCYPART_SIBL
(6,1),(6,25),0.033465 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.104617 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.104583 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.00995352 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0265702 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0550435 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.071316 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.0104597 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.0763174 # DEPENDENCYPART_SIBL
(6,2),(6,15),0.0265702 # DEPENDENCYPART_SIBL
(6,2),(6,18),-0.0293898 # DEPENDENCYPART_SIBL
(6,2),(6,21),0.00644755 # DEPENDENCYPART_SIBL
(6,2),(6,22),0.1072 # DEPENDENCYPART_SIBL
(6,2),(6,24),-0.0134464 # DEPENDENCYPART_SIBL
(6,2),(6,25),0.0105208 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0225245 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.00370428 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.0616992 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0886809 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.070826 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.0230447 # DEPENDENCYPART_SIBL
(6,3),(6,13),0.0355784 # DEPENDENCYPART_SIBL
(6,3),(6,15),0.0616992 # DEPENDENCYPART_SIBL
(6,3),(6,18),-0.0620662 # DEPENDENCYPART_SIBL
(6,3),(6,21),-4.67007e-05 # DEPENDENCYPART_SIBL
(6,3),(6,22),0.0641053 # DEPENDENCYPART_SIBL
(6,3),(6,24),0.0167291 # DEPENDENCYPART_SIBL
(6,3),(6,25),0.0299311 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.00322724 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0557235 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0896179 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0801644 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.0228234 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.0493176 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.0557235 # DEPENDENCYPART_SIBL
(6,4),(6,18),-0.0620729 # DEPENDENCYPART_SIBL
(6,4),(6,21),-0.00280693 # DEPENDENCYPART_SIBL
(6,4),(6,22),0.0647045 # DEPENDENCYPART_SIBL
(6,4),(6,24),0.0224128 # DEPENDENCYPART_SIBL
(6,4),(6,25),0.0287879 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0908141 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.00410065 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0228876 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0822768 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.049182 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.0908141 # DEPENDENCYPART_SIBL
(6,5),(6,18),0.0209257 # DEPENDENCYPART_SIBL
(6,5),(6,21),0.0798766 # DEPENDENCYPART_SIBL
(6,5),(6,22),0.0428855 # DEPENDENCYPART_SIBL
(6,5),(6,24),0.019903 # DEPENDENCYPART_SIBL
(6,5),(6,25),0.168701 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.00783573 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.571023 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.374156 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.18588 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.0223989 # DEPENDENCYPART_SIBL
(6,7),(6,18),0.503081 # DEPENDENCYPART_SIBL
(6,7),(6,21),0.723247 # DEPENDENCYPART_SIBL
(6,7),(6,22),0.380064 # DEPENDENCYPART_SIBL
(6,7),(6,24),0.560779 # DEPENDENCYPART_SIBL
(6,7),(6,25),0.00332544 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0219333 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0111202 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0504786 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.102209 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.023215 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.00899086 # DEPENDENCYPART_SIBL
(6,8),(6,22),-0.0972313 # DEPENDENCYPART_SIBL
(6,8),(6,24),-0.0789664 # DEPENDENCYPART_SIBL
(6,8),(6,25),-0.0853251 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0555949 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.078998 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.100982 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.15779 # DEPENDENCYPART_SIBL
(6,9),(6,21),-0.0109024 # DEPENDENCYPART_SIBL
(6,9),(6,22),0.071151 # DEPENDENCYPART_SIBL
(6,9),(6,24),-0.080678 # DEPENDENCYPART_SIBL
(6,9),(6,25),-0.0180132 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.159501 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.0635891 # DEPENDENCYPART_SIBL
(6,10),(6,18),0.0156739 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.0545022 # DEPENDENCYPART_SIBL
(6,10),(6,22),-0.00712013 # DEPENDENCYPART_SIBL
(6,10),(6,24),0.0777679 # DEPENDENCYPART_SIBL
(6,10),(6,25),0.108532 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.0721134 # DEPENDENCYPART_SIBL
(6,13),(6,18),-0.0400533 # DEPENDENCYPART_SIBL
(6,13),(6,21),0.0812943 # DEPENDENCYPART_SIBL
(6,13),(6,22),0.0305272 # DEPENDENCYPART_SIBL
(6,13),(6,24),0.0388547 # DEPENDENCYPART_SIBL
(6,13),(6,25),-0.0190947 # DEPENDENCYPART_SIBL
(6,15),(6,18),0.503081 # DEPENDENCYPART_SIBL
(6,15),(6,21),0.723247 # DEPENDENCYPART_SIBL
(6,15),(6,22),0.380064 # DEPENDENCYPART_SIBL
(6,15),(6,24),0.560779 # DEPENDENCYPART_SIBL
(6,15),(6,25),0.00332544 # DEPENDENCYPART_SIBL
(6,18),(6,21),0.0816856 # DEPENDENCYPART_SIBL
(6,18),(6,22),0.00965642 # DEPENDENCYPART_SIBL
(6,18),(6,24),0.0282743 # DEPENDENCYPART_SIBL
(6,18),(6,25),0.0739111 # DEPENDENCYPART_SIBL
(6,21),(6,22),-0.0695859 # DEPENDENCYPART_SIBL
(6,21),(6,24),-0.0783778 # DEPENDENCYPART_SIBL
(6,21),(6,25),-0.0224913 # DEPENDENCYPART_SIBL
(6,22),(6,24),0.0617373 # DEPENDENCYPART_SIBL
(6,22),(6,25),0.0180051 # DEPENDENCYPART_SIBL
(6,24),(6,25),0.0763314 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0209366 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.00130362 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0351085 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0172358 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0286046 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0696485 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0664828 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0318281 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.00945292 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.43981 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.11851 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0490505 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.038452 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0203682 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0462157 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0478366 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0882906 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0862986 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0528212 # DEPENDENCYPART_SIBL
(9,1),(9,18),0.00472264 # DEPENDENCYPART_SIBL
(9,1),(9,19),-0.058515 # DEPENDENCYPART_SIBL
(9,1),(9,21),0.00278625 # DEPENDENCYPART_SIBL
(9,1),(9,22),-0.0142195 # DEPENDENCYPART_SIBL
(9,1),(9,24),-0.0136022 # DEPENDENCYPART_SIBL
(9,1),(9,25),0.0315352 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.0324648 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.0308667 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.519143 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0627957 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.049949 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.095544 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0971167 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0353042 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.10057 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.146227 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.103155 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.0738988 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.0473097 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.0689573 # DEPENDENCYPART_SIBL
(9,2),(9,21),-0.0293452 # DEPENDENCYPART_SIBL
(9,2),(9,22),-0.04266 # DEPENDENCYPART_SIBL
(9,2),(9,24),0.0166184 # DEPENDENCYPART_SIBL
(9,2),(9,25),-0.00435686 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.32158 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0971492 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.37973 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0465849 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0305116 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0246614 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0599953 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0329285 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.0339174 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0996265 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0560271 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.00153041 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.0381539 # DEPENDENCYPART_SIBL
(9,4),(9,21),-0.0695623 # DEPENDENCYPART_SIBL
(9,4),(9,22),-0.00707172 # DEPENDENCYPART_SIBL
(9,4),(9,24),-0.00458003 # DEPENDENCYPART_SIBL
(9,4),(9,25),-0.0432254 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.274849 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.578314 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0163717 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0172583 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.00241124 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.260188 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.00344006 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.139756 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0533593 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0233631 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.0530797 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.0230967 # DEPENDENCYPART_SIBL
(9,6),(9,21),-0.0798648 # DEPENDENCYPART_SIBL
(9,6),(9,22),0.0291783 # DEPENDENCYPART_SIBL
(9,6),(9,24),-0.00763881 # DEPENDENCYPART_SIBL
(9,6),(9,25),-0.0099723 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.183906 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.053892 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.10303 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.110996 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0433106 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.108477 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0366146 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.100101 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0380314 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.0372576 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.08558 # DEPENDENCYPART_SIBL
(9,7),(9,21),-0.0249238 # DEPENDENCYPART_SIBL
(9,7),(9,22),-0.0141001 # DEPENDENCYPART_SIBL
(9,7),(9,24),-0.00893875 # DEPENDENCYPART_SIBL
(9,7),(9,25),0.055833 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0166142 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0717925 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.060118 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.042503 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0667382 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.124844 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0818553 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.11262 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0586094 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.0245736 # DEPENDENCYPART_SIBL
(9,8),(9,21),0.0860014 # DEPENDENCYPART_SIBL
(9,8),(9,22),-0.103479 # DEPENDENCYPART_SIBL
(9,8),(9,24),0.076714 # DEPENDENCYPART_SIBL
(9,8),(9,25),-0.539761 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0221656 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0530633 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0618504 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0223188 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.00495787 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.136833 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.136698 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.146731 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.126844 # DEPENDENCYPART_SIBL
(9,10),(9,21),-0.338899 # DEPENDENCYPART_SIBL
(9,10),(9,22),0.0375868 # DEPENDENCYPART_SIBL
(9,10),(9,24),-0.200419 # DEPENDENCYPART_SIBL
(9,10),(9,25),-0.0635115 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0175678 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0633769 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.116162 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0263891 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.111739 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.111518 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0982342 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0687 # DEPENDENCYPART_SIBL
(9,11),(9,21),-0.258192 # DEPENDENCYPART_SIBL
(9,11),(9,22),0.0270745 # DEPENDENCYPART_SIBL
(9,11),(9,24),-0.170647 # DEPENDENCYPART_SIBL
(9,11),(9,25),-0.0819081 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0457881 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.127321 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.041591 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0669365 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0667148 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0905911 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.064418 # DEPENDENCYPART_SIBL
(9,12),(9,21),-0.24466 # DEPENDENCYPART_SIBL
(9,12),(9,22),0.0703609 # DEPENDENCYPART_SIBL
(9,12),(9,24),-0.187252 # DEPENDENCYPART_SIBL
(9,12),(9,25),-0.0690449 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0478316 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.0836631 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0190517 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0183593 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.112522 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0225936 # DEPENDENCYPART_SIBL
(9,13),(9,21),0.0272457 # DEPENDENCYPART_SIBL
(9,13),(9,22),0.0757136 # DEPENDENCYPART_SIBL
(9,13),(9,24),0.0526962 # DEPENDENCYPART_SIBL
(9,13),(9,25),-0.0614175 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0225564 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.117693 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.117472 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.102936 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.0733644 # DEPENDENCYPART_SIBL
(9,14),(9,21),-0.265025 # DEPENDENCYPART_SIBL
(9,14),(9,22),0.0193849 # DEPENDENCYPART_SIBL
(9,14),(9,24),-0.184138 # DEPENDENCYPART_SIBL
(9,14),(9,25),-0.10511 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.050729 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.0221882 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.242745 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.137563 # DEPENDENCYPART_SIBL
(9,15),(9,21),0.0781964 # DEPENDENCYPART_SIBL
(9,15),(9,22),0.595846 # DEPENDENCYPART_SIBL
(9,15),(9,24),0.119789 # DEPENDENCYPART_SIBL
(9,15),(9,25),0.00167636 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.224275 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.189419 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.0166847 # DEPENDENCYPART_SIBL
(9,16),(9,21),-0.156501 # DEPENDENCYPART_SIBL
(9,16),(9,22),-0.0779669 # DEPENDENCYPART_SIBL
(9,16),(9,24),-0.126607 # DEPENDENCYPART_SIBL
(9,16),(9,25),-0.0528089 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.166079 # DEPENDENCYPART_SIBL
(9,17),(9,19),0.0172611 # DEPENDENCYPART_SIBL
(9,17),(9,21),-0.131298 # DEPENDENCYPART_SIBL
(9,17),(9,22),-0.0429462 # DEPENDENCYPART_SIBL
(9,17),(9,24),-0.0996812 # DEPENDENCYPART_SIBL
(9,17),(9,25),0.0159965 # DEPENDENCYPART_SIBL
(9,18),(9,19),-0.164999 # DEPENDENCYPART_SIBL
(9,18),(9,21),-0.177339 # DEPENDENCYPART_SIBL
(9,18),(9,22),-0.0636615 # DEPENDENCYPART_SIBL
(9,18),(9,24),-0.191652 # DEPENDENCYPART_SIBL
(9,18),(9,25),-0.0110907 # DEPENDENCYPART_SIBL
(9,19),(9,21),-0.224515 # DEPENDENCYPART_SIBL
(9,19),(9,22),-0.0341265 # DEPENDENCYPART_SIBL
(9,19),(9,24),-0.32599 # DEPENDENCYPART_SIBL
(9,19),(9,25),-0.0380755 # DEPENDENCYPART_SIBL
(9,21),(9,22),-0.0339357 # DEPENDENCYPART_SIBL
(9,21),(9,24),-0.170314 # DEPENDENCYPART_SIBL
(9,21),(9,25),-0.0319234 # DEPENDENCYPART_SIBL
(9,22),(9,24),-0.0956372 # DEPENDENCYPART_SIBL
(9,22),(9,25),0.0120936 # DEPENDENCYPART_SIBL
(9,24),(9,25),-0.0210843 # DEPENDENCYPART_SIBL
(10,1),(10,6),8.66044e-05 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.261152 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.00983818 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.00629539 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.0507745 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0381722 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.0244755 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.0290215 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.0930043 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0805706 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.0771132 # DEPENDENCYPART_SIBL
(10,1),(10,18),-0.0127669 # DEPENDENCYPART_SIBL
(10,1),(10,19),-0.0512916 # DEPENDENCYPART_SIBL
(10,1),(10,21),-0.0736474 # DEPENDENCYPART_SIBL
(10,1),(10,22),-0.25362 # DEPENDENCYPART_SIBL
(10,1),(10,24),0.0488158 # DEPENDENCYPART_SIBL
(10,1),(10,25),-0.0856622 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.00914887 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0706032 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0365778 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.00253122 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0861074 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0311822 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0199141 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.0164183 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0665263 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.0654662 # DEPENDENCYPART_SIBL
(10,6),(10,18),0.0169892 # DEPENDENCYPART_SIBL
(10,6),(10,19),0.00575873 # DEPENDENCYPART_SIBL
(10,6),(10,21),-0.0758062 # DEPENDENCYPART_SIBL
(10,6),(10,22),-0.00943791 # DEPENDENCYPART_SIBL
(10,6),(10,24),-0.0403757 # DEPENDENCYPART_SIBL
(10,6),(10,25),-0.101554 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0438377 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0313484 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.107156 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.210232 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.053589 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.119631 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0628719 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.163557 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.136219 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.0476568 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.100141 # DEPENDENCYPART_SIBL
(10,7),(10,21),-0.142918 # DEPENDENCYPART_SIBL
(10,7),(10,22),-0.269587 # DEPENDENCYPART_SIBL
(10,7),(10,24),-0.0818592 # DEPENDENCYPART_SIBL
(10,7),(10,25),-0.096193 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.00458764 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0610713 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.148325 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0047401 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0731455 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.172111 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0328625 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.031815 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.0965984 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.0288673 # DEPENDENCYPART_SIBL
(10,8),(10,21),-0.0260358 # DEPENDENCYPART_SIBL
(10,8),(10,22),-0.213336 # DEPENDENCYPART_SIBL
(10,8),(10,24),-0.000842634 # DEPENDENCYPART_SIBL
(10,8),(10,25),-0.52965 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0492106 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0423334 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0151644 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0371376 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0408474 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0420482 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.0441242 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.0141761 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.00493313 # DEPENDENCYPART_SIBL
(10,9),(10,21),-0.0303268 # DEPENDENCYPART_SIBL
(10,9),(10,22),-0.087251 # DEPENDENCYPART_SIBL
(10,9),(10,24),0.0697476 # DEPENDENCYPART_SIBL
(10,9),(10,25),-0.0388507 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.234261 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.189416 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0846405 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.00829002 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.117248 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.11711 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.0069188 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.00493082 # DEPENDENCYPART_SIBL
(10,11),(10,21),-0.118903 # DEPENDENCYPART_SIBL
(10,11),(10,22),-0.0285832 # DEPENDENCYPART_SIBL
(10,11),(10,24),0.0479588 # DEPENDENCYPART_SIBL
