# _root_ Mr. Jarrell , former top economist at the Securities and Exchange Commission , teaches at the University of Rochester 's Simon Business School .
#goldHeads=2,14,2,6,6,2,6,9,7,9,12,10,2,0,14,17,23,17,18,17,23,23,15,14,
#predictedHeads=2,14,2,6,6,2,6,9,7,9,12,10,2,0,14,17,23,17,18,17,23,23,15,14,
(6,4),(6,14),0.0936624 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.0926497 # DEPENDENCYPART_SIBL
(6,4),(6,24),0.0601481 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0637621 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0159813 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0883816 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.019297 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0851479 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.166582 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.0573273 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.0637621 # DEPENDENCYPART_SIBL
(6,5),(6,24),0.0260235 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0405935 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0020373 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.250416 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0140965 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.041033 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.0108446 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.0690031 # DEPENDENCYPART_SIBL
(6,7),(6,24),0.0668725 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.110026 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.119431 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.101682 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0515023 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.117749 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.114814 # DEPENDENCYPART_SIBL
(6,8),(6,24),-0.193991 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0248734 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.13007 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.0897734 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0299844 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.00710732 # DEPENDENCYPART_SIBL
(6,9),(6,24),-0.0231944 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.0333156 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.00186325 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0103839 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.101324 # DEPENDENCYPART_SIBL
(6,10),(6,24),-0.0448866 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.0712405 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0258563 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.00964599 # DEPENDENCYPART_SIBL
(6,12),(6,24),-0.0366068 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.534628 # DEPENDENCYPART_SIBL
(6,13),(6,15),0.198368 # DEPENDENCYPART_SIBL
(6,13),(6,24),0.0070454 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.0648568 # DEPENDENCYPART_SIBL
(6,14),(6,24),0.0928119 # DEPENDENCYPART_SIBL
(6,15),(6,24),0.0668725 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.125417 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.105029 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0281652 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0243618 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.200429 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.052652 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.0503574 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.627415 # DEPENDENCYPART_SIBL
(7,3),(7,14),0.0174043 # DEPENDENCYPART_SIBL
(7,3),(7,15),0.063518 # DEPENDENCYPART_SIBL
(7,3),(7,17),0.106605 # DEPENDENCYPART_SIBL
(7,3),(7,22),0.0989456 # DEPENDENCYPART_SIBL
(7,3),(7,23),0.0107627 # DEPENDENCYPART_SIBL
(7,3),(7,24),0.0699155 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0700537 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0245796 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.00185904 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.147551 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.017397 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.00439448 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.110344 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0556242 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.021687 # DEPENDENCYPART_SIBL
(7,4),(7,17),0.0331592 # DEPENDENCYPART_SIBL
(7,4),(7,22),0.0690697 # DEPENDENCYPART_SIBL
(7,4),(7,23),-0.025137 # DEPENDENCYPART_SIBL
(7,4),(7,24),0.0552262 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.116366 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0375498 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0378863 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0385969 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.042659 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.100361 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0573057 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.000340827 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.0116313 # DEPENDENCYPART_SIBL
(7,6),(7,22),0.0341102 # DEPENDENCYPART_SIBL
(7,6),(7,23),-0.064346 # DEPENDENCYPART_SIBL
(7,6),(7,24),-0.0117113 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.387769 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.114003 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.377902 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.374423 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0357319 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.478804 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0647635 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.372675 # DEPENDENCYPART_SIBL
(7,8),(7,22),-0.38057 # DEPENDENCYPART_SIBL
(7,8),(7,23),-0.374228 # DEPENDENCYPART_SIBL
(7,8),(7,24),-0.192732 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.107985 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.72986 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.72369 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0931012 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.654402 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.148654 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.704564 # DEPENDENCYPART_SIBL
(7,9),(7,22),-0.748594 # DEPENDENCYPART_SIBL
(7,9),(7,23),-0.72514 # DEPENDENCYPART_SIBL
(7,9),(7,24),-0.172344 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0504572 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0420515 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.0980432 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.164262 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.196427 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.0454202 # DEPENDENCYPART_SIBL
(7,10),(7,22),0.0447609 # DEPENDENCYPART_SIBL
(7,10),(7,23),0.0460105 # DEPENDENCYPART_SIBL
(7,10),(7,24),-0.0285502 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.718185 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.124504 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.657889 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.151937 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.699229 # DEPENDENCYPART_SIBL
(7,11),(7,22),-0.743259 # DEPENDENCYPART_SIBL
(7,11),(7,23),-0.719805 # DEPENDENCYPART_SIBL
(7,11),(7,24),-0.214191 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0971333 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.639227 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.129948 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.68995 # DEPENDENCYPART_SIBL
(7,12),(7,22),-0.733979 # DEPENDENCYPART_SIBL
(7,12),(7,23),-0.710525 # DEPENDENCYPART_SIBL
(7,12),(7,24),-0.173723 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.0340374 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.17545 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.00138954 # DEPENDENCYPART_SIBL
(7,13),(7,22),0.00553408 # DEPENDENCYPART_SIBL
(7,13),(7,23),0.0160745 # DEPENDENCYPART_SIBL
(7,13),(7,24),0.0214683 # DEPENDENCYPART_SIBL
(7,14),(7,15),0.0230852 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.334528 # DEPENDENCYPART_SIBL
(7,14),(7,22),-0.343728 # DEPENDENCYPART_SIBL
(7,14),(7,23),-0.336057 # DEPENDENCYPART_SIBL
(7,14),(7,24),0.139494 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.229011 # DEPENDENCYPART_SIBL
(7,15),(7,22),-0.254406 # DEPENDENCYPART_SIBL
(7,15),(7,23),-0.228993 # DEPENDENCYPART_SIBL
(7,15),(7,24),-0.0701552 # DEPENDENCYPART_SIBL
(7,17),(7,22),-0.694351 # DEPENDENCYPART_SIBL
(7,17),(7,23),-0.671947 # DEPENDENCYPART_SIBL
(7,17),(7,24),-0.108036 # DEPENDENCYPART_SIBL
(7,22),(7,23),-0.722747 # DEPENDENCYPART_SIBL
(7,22),(7,24),-0.213416 # DEPENDENCYPART_SIBL
(7,23),(7,24),-0.164613 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0490856 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0120573 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.518968 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.0135406 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.0937543 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.404003 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.190287 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.144094 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.314264 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0233436 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0853267 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.00690891 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.00857709 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0467004 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.0422079 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0429114 # DEPENDENCYPART_SIBL
(9,1),(9,20),0.0105151 # DEPENDENCYPART_SIBL
(9,1),(9,24),-0.132712 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.620973 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.114353 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.193065 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.494762 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.273937 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0647859 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.113555 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.039823 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0221611 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.0125948 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.0128146 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.0446782 # DEPENDENCYPART_SIBL
(9,2),(9,17),0.105369 # DEPENDENCYPART_SIBL
(9,2),(9,18),0.0392971 # DEPENDENCYPART_SIBL
(9,2),(9,20),0.0256614 # DEPENDENCYPART_SIBL
(9,2),(9,24),0.0165917 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.266511 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.295382 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.174062 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.00741772 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0165144 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.164201 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.117778 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.142198 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0545084 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.00781009 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0194629 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0792566 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.0813114 # DEPENDENCYPART_SIBL
(9,3),(9,20),-0.58401 # DEPENDENCYPART_SIBL
(9,3),(9,24),-0.149686 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.195573 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.405122 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.138448 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.152913 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.078742 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0354241 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.00701814 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.0157099 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0315071 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.036539 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.0663405 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.00993356 # DEPENDENCYPART_SIBL
(9,4),(9,20),0.0212962 # DEPENDENCYPART_SIBL
(9,4),(9,24),-0.0237691 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.306889 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.047233 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.233447 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.043012 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0865499 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0582551 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0465768 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0482436 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0818708 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.117478 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.0449079 # DEPENDENCYPART_SIBL
(9,5),(9,20),0.00172152 # DEPENDENCYPART_SIBL
(9,5),(9,24),-0.0106728 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0824322 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.182436 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.07381 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0210982 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0401745 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.165273 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0390401 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0231971 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.0632198 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.070281 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.113907 # DEPENDENCYPART_SIBL
(9,6),(9,24),-0.137849 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0403538 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0288218 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0819322 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.110877 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0934211 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0704221 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0831625 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0602698 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0295276 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.207153 # DEPENDENCYPART_SIBL
(9,7),(9,24),-0.0928183 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.129036 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0201208 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0544613 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0184226 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.112519 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0767093 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.0103535 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.163448 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.485356 # DEPENDENCYPART_SIBL
(9,8),(9,24),-0.0980244 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0101451 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.00722729 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0016236 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.00884925 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0475974 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.00780584 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.125611 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.0733966 # DEPENDENCYPART_SIBL
(9,10),(9,24),-0.165886 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0861625 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0409124 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0515361 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0747804 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0529176 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.035351 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.155751 # DEPENDENCYPART_SIBL
(9,11),(9,24),-0.0519524 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.031327 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.048025 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.069422 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0587551 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0285861 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.152755 # DEPENDENCYPART_SIBL
(9,12),(9,24),-0.029942 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.52793 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.15068 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.727524 # DEPENDENCYPART_SIBL
(9,13),(9,18),0.350855 # DEPENDENCYPART_SIBL
(9,13),(9,20),0.0777687 # DEPENDENCYPART_SIBL
(9,13),(9,24),0.0606633 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0183657 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.0290093 # DEPENDENCYPART_SIBL
(9,14),(9,18),0.0424346 # DEPENDENCYPART_SIBL
(9,14),(9,20),0.0245365 # DEPENDENCYPART_SIBL
(9,14),(9,24),0.175963 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.0337647 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.105801 # DEPENDENCYPART_SIBL
(9,15),(9,20),0.124188 # DEPENDENCYPART_SIBL
(9,15),(9,24),-0.0452401 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.0374109 # DEPENDENCYPART_SIBL
(9,17),(9,20),-0.111572 # DEPENDENCYPART_SIBL
(9,17),(9,24),0.136723 # DEPENDENCYPART_SIBL
(9,18),(9,20),0.442951 # DEPENDENCYPART_SIBL
(9,18),(9,24),-0.0565653 # DEPENDENCYPART_SIBL
(9,20),(9,24),-0.0871441 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.0868333 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.063818 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.0366862 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.0274877 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.0736915 # DEPENDENCYPART_SIBL
(10,2),(10,17),0.0997496 # DEPENDENCYPART_SIBL
(10,2),(10,19),0.0780276 # DEPENDENCYPART_SIBL
(10,2),(10,22),0.107236 # DEPENDENCYPART_SIBL
(10,2),(10,23),0.0798681 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.523961 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.296646 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.594603 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0138746 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.506372 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.523917 # DEPENDENCYPART_SIBL
(10,11),(10,22),-0.549569 # DEPENDENCYPART_SIBL
(10,11),(10,23),-0.526143 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.319449 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.612388 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0380327 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.539741 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.557287 # DEPENDENCYPART_SIBL
(10,12),(10,22),-0.582939 # DEPENDENCYPART_SIBL
(10,12),(10,23),-0.559512 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0679102 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.0689487 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.150251 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.166703 # DEPENDENCYPART_SIBL
(10,13),(10,22),0.155284 # DEPENDENCYPART_SIBL
(10,13),(10,23),0.167227 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0549503 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.338098 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.338069 # DEPENDENCYPART_SIBL
(10,14),(10,22),-0.35151 # DEPENDENCYPART_SIBL
(10,14),(10,23),-0.340119 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.179405 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.174781 # DEPENDENCYPART_SIBL
(10,15),(10,22),-0.211234 # DEPENDENCYPART_SIBL
(10,15),(10,23),-0.179878 # DEPENDENCYPART_SIBL
(10,17),(10,19),-0.506914 # DEPENDENCYPART_SIBL
(10,17),(10,22),-0.532566 # DEPENDENCYPART_SIBL
(10,17),(10,23),-0.509665 # DEPENDENCYPART_SIBL
(10,19),(10,22),-0.552012 # DEPENDENCYPART_SIBL
(10,19),(10,23),-0.528586 # DEPENDENCYPART_SIBL
(10,22),(10,23),-0.532682 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.289628 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.119955 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.044856 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.0529 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0312775 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.0811254 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.08326 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.133676 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0595632 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.122832 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.0600625 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0291462 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0403006 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0070118 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.0429518 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.422647 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.120801 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.315631 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0386259 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.0562149 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0486608 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.476381 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.0101692 # DEPENDENCYPART_SIBL
(12,2),(12,5),0.0754914 # DEPENDENCYPART_SIBL
(12,2),(12,6),0.35999 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.19128 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.165016 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.290726 # DEPENDENCYPART_SIBL
(12,2),(12,10),0.005788 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.0457642 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.0657523 # DEPENDENCYPART_SIBL
(12,2),(12,14),0.0264706 # DEPENDENCYPART_SIBL
(12,2),(12,15),0.0392286 # DEPENDENCYPART_SIBL
(12,2),(12,17),0.0759475 # DEPENDENCYPART_SIBL
(12,2),(12,18),0.0128872 # DEPENDENCYPART_SIBL
(12,2),(12,20),0.0353013 # DEPENDENCYPART_SIBL
(12,2),(12,24),0.0329271 # DEPENDENCYPART_SIBL
(12,3),(12,4),0.235945 # DEPENDENCYPART_SIBL
(12,3),(12,5),0.271536 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.130646 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.0057309 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.0464029 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.0453113 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.14126 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.00766691 # DEPENDENCYPART_SIBL
(12,3),(12,13),0.00963015 # DEPENDENCYPART_SIBL
(12,3),(12,14),0.023457 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.00575322 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.0908715 # DEPENDENCYPART_SIBL
(12,3),(12,18),-0.0915253 # DEPENDENCYPART_SIBL
(12,3),(12,20),-0.569686 # DEPENDENCYPART_SIBL
(12,3),(12,24),-0.126476 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.209779 # DEPENDENCYPART_SIBL
(12,4),(12,6),0.41066 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.160346 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.145754 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.496023 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.0516227 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.398064 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.0329416 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.00976495 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.00846491 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.008337 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.0633983 # DEPENDENCYPART_SIBL
(12,4),(12,20),-0.0217578 # DEPENDENCYPART_SIBL
(12,4),(12,24),-0.0593 # DEPENDENCYPART_SIBL
