# _root_ That move , along with the return to the Manpower name , could bolster the company 's prospects during possibly difficult times for temporary help .
#goldHeads=2,13,13,13,4,7,5,7,11,11,8,13,0,13,16,18,16,14,14,21,22,19,22,25,23,13,
#predictedHeads=2,13,13,13,4,7,5,7,11,11,8,13,0,13,16,18,16,14,14,22,22,19,22,25,23,13,
(7,4),(7,19),0.0138216 # DEPENDENCYPART_SIBL
(7,4),(7,23),0.0490559 # DEPENDENCYPART_SIBL
(7,4),(7,26),0.0518679 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.18005 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.116248 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0941498 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.102892 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0897666 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0943789 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.104116 # DEPENDENCYPART_SIBL
(7,5),(7,19),-0.0700163 # DEPENDENCYPART_SIBL
(7,5),(7,23),-0.0156747 # DEPENDENCYPART_SIBL
(7,5),(7,26),-0.0386274 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0670486 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.100306 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0144297 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0910633 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.183574 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.513893 # DEPENDENCYPART_SIBL
(7,6),(7,19),0.0606752 # DEPENDENCYPART_SIBL
(7,6),(7,23),0.130975 # DEPENDENCYPART_SIBL
(7,6),(7,26),-0.0805278 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.076543 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.128439 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.17691 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.103206 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.0612753 # DEPENDENCYPART_SIBL
(7,8),(7,19),0.154419 # DEPENDENCYPART_SIBL
(7,8),(7,23),0.0663709 # DEPENDENCYPART_SIBL
(7,8),(7,26),0.0346384 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.118111 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0916892 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.083482 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.134767 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.0410004 # DEPENDENCYPART_SIBL
(7,10),(7,23),-0.147687 # DEPENDENCYPART_SIBL
(7,10),(7,26),-0.0710385 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.0362906 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.135759 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.0808494 # DEPENDENCYPART_SIBL
(7,11),(7,19),0.0232318 # DEPENDENCYPART_SIBL
(7,11),(7,23),-0.0787373 # DEPENDENCYPART_SIBL
(7,11),(7,26),-0.0292112 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.354778 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.0107192 # DEPENDENCYPART_SIBL
(7,12),(7,19),0.311441 # DEPENDENCYPART_SIBL
(7,12),(7,23),0.221681 # DEPENDENCYPART_SIBL
(7,12),(7,26),-0.0383496 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.0367711 # DEPENDENCYPART_SIBL
(7,13),(7,19),-0.0292025 # DEPENDENCYPART_SIBL
(7,13),(7,23),-0.0563445 # DEPENDENCYPART_SIBL
(7,13),(7,26),-0.0499332 # DEPENDENCYPART_SIBL
(7,17),(7,19),0.014787 # DEPENDENCYPART_SIBL
(7,17),(7,23),-0.0859189 # DEPENDENCYPART_SIBL
(7,17),(7,26),-0.188868 # DEPENDENCYPART_SIBL
(7,19),(7,23),0.0537332 # DEPENDENCYPART_SIBL
(7,19),(7,26),0.0544916 # DEPENDENCYPART_SIBL
(7,23),(7,26),0.118828 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.270439 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.188365 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.182306 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.221809 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.254268 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.022707 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0903331 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.0288109 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0120734 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.0206941 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.0318581 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.0470833 # DEPENDENCYPART_SIBL
(8,2),(8,18),-0.00588786 # DEPENDENCYPART_SIBL
(8,2),(8,19),-0.0214422 # DEPENDENCYPART_SIBL
(8,2),(8,20),-0.00789101 # DEPENDENCYPART_SIBL
(8,2),(8,22),-0.0104728 # DEPENDENCYPART_SIBL
(8,2),(8,26),0.002607 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.489731 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.371271 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.113376 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.13194 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.00819576 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.101498 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0119043 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.300279 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0362026 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0135759 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.0162577 # DEPENDENCYPART_SIBL
(8,3),(8,18),0.109208 # DEPENDENCYPART_SIBL
(8,3),(8,19),0.00266614 # DEPENDENCYPART_SIBL
(8,3),(8,20),-0.0600621 # DEPENDENCYPART_SIBL
(8,3),(8,22),0.159751 # DEPENDENCYPART_SIBL
(8,3),(8,26),0.0798127 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.00118024 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0380793 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0384399 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0124122 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0849583 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0459629 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0359617 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.0268919 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.0519567 # DEPENDENCYPART_SIBL
(8,4),(8,16),0.0493021 # DEPENDENCYPART_SIBL
(8,4),(8,18),0.0123271 # DEPENDENCYPART_SIBL
(8,4),(8,19),0.0393363 # DEPENDENCYPART_SIBL
(8,4),(8,20),-0.0194824 # DEPENDENCYPART_SIBL
(8,4),(8,22),0.0408162 # DEPENDENCYPART_SIBL
(8,4),(8,26),0.0918926 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0136586 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0196259 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0155502 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.106535 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0101165 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0304332 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.000858151 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.0485706 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.0179933 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.0141249 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.0177168 # DEPENDENCYPART_SIBL
(8,5),(8,20),-0.0386838 # DEPENDENCYPART_SIBL
(8,5),(8,22),0.0423537 # DEPENDENCYPART_SIBL
(8,5),(8,26),0.0358557 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0556356 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.149816 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.235059 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.142976 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0780802 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.00143654 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.179883 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.119135 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.147087 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.120233 # DEPENDENCYPART_SIBL
(8,6),(8,20),-0.13398 # DEPENDENCYPART_SIBL
(8,6),(8,22),-0.156323 # DEPENDENCYPART_SIBL
(8,6),(8,26),-0.182089 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0233512 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0878837 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0238844 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0201675 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0174288 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0349621 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.0421694 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.00687626 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.0111435 # DEPENDENCYPART_SIBL
(8,7),(8,20),-0.00829069 # DEPENDENCYPART_SIBL
(8,7),(8,22),-0.0114612 # DEPENDENCYPART_SIBL
(8,7),(8,26),0.00154229 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.29493 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.383921 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.020072 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.113942 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.14744 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.387106 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.314779 # DEPENDENCYPART_SIBL
(8,9),(8,19),0.0105952 # DEPENDENCYPART_SIBL
(8,9),(8,20),0.0421525 # DEPENDENCYPART_SIBL
(8,9),(8,22),-0.318242 # DEPENDENCYPART_SIBL
(8,9),(8,26),-0.167156 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.610217 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0877956 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.306194 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.269323 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.600268 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.58616 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.119001 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.124946 # DEPENDENCYPART_SIBL
(8,10),(8,22),-0.58871 # DEPENDENCYPART_SIBL
(8,10),(8,26),-0.220823 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0323792 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.381007 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.371489 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.78022 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.741603 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.0579525 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.123374 # DEPENDENCYPART_SIBL
(8,11),(8,22),-0.731439 # DEPENDENCYPART_SIBL
(8,11),(8,26),-0.256797 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.319017 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.18484 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.0495754 # DEPENDENCYPART_SIBL
(8,12),(8,18),0.0257142 # DEPENDENCYPART_SIBL
(8,12),(8,19),0.322644 # DEPENDENCYPART_SIBL
(8,12),(8,20),0.561405 # DEPENDENCYPART_SIBL
(8,12),(8,22),0.0156317 # DEPENDENCYPART_SIBL
(8,12),(8,26),0.0486118 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.162187 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.335356 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.347228 # DEPENDENCYPART_SIBL
(8,13),(8,19),0.0518157 # DEPENDENCYPART_SIBL
(8,13),(8,20),0.0414173 # DEPENDENCYPART_SIBL
(8,13),(8,22),-0.349569 # DEPENDENCYPART_SIBL
(8,13),(8,26),-0.0321855 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.734936 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.695189 # DEPENDENCYPART_SIBL
(8,14),(8,19),0.0779732 # DEPENDENCYPART_SIBL
(8,14),(8,20),-0.0413457 # DEPENDENCYPART_SIBL
(8,14),(8,22),-0.697749 # DEPENDENCYPART_SIBL
(8,14),(8,26),-0.137048 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.735159 # DEPENDENCYPART_SIBL
(8,16),(8,19),-0.0770856 # DEPENDENCYPART_SIBL
(8,16),(8,20),-0.128642 # DEPENDENCYPART_SIBL
(8,16),(8,22),-0.724995 # DEPENDENCYPART_SIBL
(8,16),(8,26),-0.278953 # DEPENDENCYPART_SIBL
(8,18),(8,19),0.0671344 # DEPENDENCYPART_SIBL
(8,18),(8,20),0.00459298 # DEPENDENCYPART_SIBL
(8,18),(8,22),-0.691785 # DEPENDENCYPART_SIBL
(8,18),(8,26),-0.109898 # DEPENDENCYPART_SIBL
(8,19),(8,20),0.0413827 # DEPENDENCYPART_SIBL
(8,19),(8,22),-0.374517 # DEPENDENCYPART_SIBL
(8,19),(8,26),-0.0844694 # DEPENDENCYPART_SIBL
(8,20),(8,22),-0.221282 # DEPENDENCYPART_SIBL
(8,20),(8,26),-0.00644934 # DEPENDENCYPART_SIBL
(8,22),(8,26),-0.155736 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.163308 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0125529 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.00931874 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.00594735 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0338331 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.228216 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.102881 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.0388137 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.00190565 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.490493 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.0420067 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.11659 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.490493 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.00201463 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.00744234 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.0148012 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0144533 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.021379 # DEPENDENCYPART_SIBL
(11,2),(11,17),0.144449 # DEPENDENCYPART_SIBL
(11,2),(11,18),0.0485591 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.121484 # DEPENDENCYPART_SIBL
(11,2),(11,22),0.0476179 # DEPENDENCYPART_SIBL
(11,2),(11,25),0.0302022 # DEPENDENCYPART_SIBL
(11,2),(11,26),-0.0212747 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.197283 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.024977 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.0745784 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.202387 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.0949766 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.0745784 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.0923711 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0334885 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0118333 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0193033 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0560589 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.238014 # DEPENDENCYPART_SIBL
(11,3),(11,18),-0.0260588 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.0698819 # DEPENDENCYPART_SIBL
(11,3),(11,22),0.0231336 # DEPENDENCYPART_SIBL
(11,3),(11,25),0.00140548 # DEPENDENCYPART_SIBL
(11,3),(11,26),0.0557385 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.197237 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.110032 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.0420927 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.186932 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.110032 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.0199591 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0764892 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.0160113 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0326056 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.048346 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.0852888 # DEPENDENCYPART_SIBL
(11,4),(11,18),0.00731225 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.0420148 # DEPENDENCYPART_SIBL
(11,4),(11,22),0.0344315 # DEPENDENCYPART_SIBL
(11,4),(11,25),0.0056199 # DEPENDENCYPART_SIBL
(11,4),(11,26),0.0749372 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.181891 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.000631729 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.120849 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.181891 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.0686325 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0957952 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0648195 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0586022 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.102177 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.0991369 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.0134934 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.125853 # DEPENDENCYPART_SIBL
(11,5),(11,22),0.0133655 # DEPENDENCYPART_SIBL
(11,5),(11,25),-0.0528056 # DEPENDENCYPART_SIBL
(11,5),(11,26),-0.0155587 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.493248 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.00265095 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.752353 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.35706 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.103481 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.250976 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.0970559 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.0484435 # DEPENDENCYPART_SIBL
(11,6),(11,17),0.532396 # DEPENDENCYPART_SIBL
(11,6),(11,18),0.053132 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.0400321 # DEPENDENCYPART_SIBL
(11,6),(11,22),0.0396211 # DEPENDENCYPART_SIBL
(11,6),(11,25),0.113814 # DEPENDENCYPART_SIBL
(11,6),(11,26),-0.0500811 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.13126 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.476321 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0215906 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.054451 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0249871 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.00222358 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.01367 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.15645 # DEPENDENCYPART_SIBL
(11,7),(11,18),0.0607291 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.0999718 # DEPENDENCYPART_SIBL
(11,7),(11,22),0.0597879 # DEPENDENCYPART_SIBL
(11,7),(11,25),0.0381116 # DEPENDENCYPART_SIBL
(11,7),(11,26),-0.00892359 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.303827 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0257873 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.10267 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0352889 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.00470439 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0229299 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0674873 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.026712 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.0356977 # DEPENDENCYPART_SIBL
(11,8),(11,22),0.0249139 # DEPENDENCYPART_SIBL
(11,8),(11,25),0.00839595 # DEPENDENCYPART_SIBL
(11,8),(11,26),0.0549099 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.35706 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.103481 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.250976 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0970559 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.0484435 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.532396 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.053132 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.0400321 # DEPENDENCYPART_SIBL
(11,9),(11,22),0.0396211 # DEPENDENCYPART_SIBL
(11,9),(11,25),0.113814 # DEPENDENCYPART_SIBL
(11,9),(11,26),-0.0500811 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.00254801 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.060525 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.00721778 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.00400521 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.138088 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0151771 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.141964 # DEPENDENCYPART_SIBL
(11,10),(11,22),-0.0222191 # DEPENDENCYPART_SIBL
(11,10),(11,25),0.0338881 # DEPENDENCYPART_SIBL
(11,10),(11,26),-0.0228837 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.356101 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.31828 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.635438 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0203528 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.636114 # DEPENDENCYPART_SIBL
(11,12),(11,19),0.276144 # DEPENDENCYPART_SIBL
(11,12),(11,22),0.684491 # DEPENDENCYPART_SIBL
(11,12),(11,25),0.651804 # DEPENDENCYPART_SIBL
(11,12),(11,26),-0.0160269 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.02673 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.0128006 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0307381 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.0350951 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0109498 # DEPENDENCYPART_SIBL
(11,13),(11,22),0.0526464 # DEPENDENCYPART_SIBL
(11,13),(11,25),0.0152918 # DEPENDENCYPART_SIBL
(11,13),(11,26),-0.0188927 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.10774 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0515542 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.00693306 # DEPENDENCYPART_SIBL
(11,14),(11,19),0.00310522 # DEPENDENCYPART_SIBL
(11,14),(11,22),0.0104072 # DEPENDENCYPART_SIBL
(11,14),(11,25),-0.108796 # DEPENDENCYPART_SIBL
(11,14),(11,26),-0.0198796 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0892988 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.107886 # DEPENDENCYPART_SIBL
(11,16),(11,19),0.00920008 # DEPENDENCYPART_SIBL
(11,16),(11,22),-0.0757571 # DEPENDENCYPART_SIBL
(11,16),(11,25),-0.112008 # DEPENDENCYPART_SIBL
(11,16),(11,26),-0.0345511 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.0876865 # DEPENDENCYPART_SIBL
(11,17),(11,19),0.0232183 # DEPENDENCYPART_SIBL
(11,17),(11,22),-0.0700986 # DEPENDENCYPART_SIBL
(11,17),(11,25),-0.159344 # DEPENDENCYPART_SIBL
(11,17),(11,26),-0.167101 # DEPENDENCYPART_SIBL
(11,18),(11,19),0.0230859 # DEPENDENCYPART_SIBL
(11,18),(11,22),-0.182596 # DEPENDENCYPART_SIBL
(11,18),(11,25),-0.0976155 # DEPENDENCYPART_SIBL
(11,18),(11,26),-0.0113158 # DEPENDENCYPART_SIBL
(11,19),(11,22),0.098887 # DEPENDENCYPART_SIBL
(11,19),(11,25),0.0466413 # DEPENDENCYPART_SIBL
(11,19),(11,26),0.0803389 # DEPENDENCYPART_SIBL
(11,22),(11,25),-0.112546 # DEPENDENCYPART_SIBL
(11,22),(11,26),-0.0500352 # DEPENDENCYPART_SIBL
(11,25),(11,26),0.00303757 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.301601 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.108278 # DEPENDENCYPART_SIBL
(13,1),(13,4),0.00305188 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.0217294 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.561866 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.289737 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.337622 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.561866 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.264068 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.2761 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.108278 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.0437836 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.0607048 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.0859954 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.0938414 # DEPENDENCYPART_SIBL
(13,1),(13,19),-0.0185623 # DEPENDENCYPART_SIBL
(13,1),(13,20),-0.0481289 # DEPENDENCYPART_SIBL
(13,1),(13,22),-0.120651 # DEPENDENCYPART_SIBL
(13,1),(13,23),0.0316129 # DEPENDENCYPART_SIBL
(13,1),(13,26),-0.102802 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.136737 # DEPENDENCYPART_SIBL
(13,2),(13,4),-0.10185 # DEPENDENCYPART_SIBL
(13,2),(13,5),-0.109614 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.535503 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.701327 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.355114 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.535503 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.462754 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.706128 # DEPENDENCYPART_SIBL
