# _root_ `` Spain is down 10 % and suspended , Sweden 's down 8 % , Norway 11 % .
#goldHeads=3,3,0,3,6,4,4,7,3,11,3,11,14,12,11,11,18,11,3,
#predictedHeads=3,3,0,3,6,4,3,7,11,11,7,11,14,12,14,18,18,14,3,
(4,15),(4,18),0.0425987 # DEPENDENCYPART_SIBL
(4,15),(4,19),0.197189 # DEPENDENCYPART_SIBL
(4,17),(4,18),-0.0801491 # DEPENDENCYPART_SIBL
(4,17),(4,19),-0.0727591 # DEPENDENCYPART_SIBL
(4,18),(4,19),0.0505058 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.00237447 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.162955 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.0641954 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.133585 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.0535432 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.0731882 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.034056 # DEPENDENCYPART_SIBL
(5,1),(5,10),0.0180456 # DEPENDENCYPART_SIBL
(5,1),(5,11),-0.00808746 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.0185083 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.00542319 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.115282 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.184825 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.0655388 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.105635 # DEPENDENCYPART_SIBL
(5,2),(5,10),0.0410557 # DEPENDENCYPART_SIBL
(5,2),(5,11),0.058351 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.0516115 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.0741654 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.0123922 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.0129709 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.00877286 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.0314856 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.0557434 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.137695 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0281759 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.0184827 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.0394566 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.024499 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.0262282 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0917138 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.016176 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.058595 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.0102389 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.0494818 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.060456 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.00475001 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.0591088 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.0209411 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.224073 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.0203121 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.0464955 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.468954 # DEPENDENCYPART_SIBL
(5,9),(5,11),0.384365 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.0873483 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.0204419 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.167542 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.0366181 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.105955 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.06332 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.0614172 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.0290379 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.00103619 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.0237134 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.0344955 # DEPENDENCYPART_SIBL
(6,1),(6,14),-0.0763184 # DEPENDENCYPART_SIBL
(6,1),(6,15),0.0290379 # DEPENDENCYPART_SIBL
(6,1),(6,16),0.00103287 # DEPENDENCYPART_SIBL
(6,1),(6,18),-0.0763184 # DEPENDENCYPART_SIBL
(6,1),(6,19),0.131583 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.0691822 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.11603 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.281413 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0823857 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0774772 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.0513757 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.067731 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.0505912 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.00437052 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.205572 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.0513757 # DEPENDENCYPART_SIBL
(6,2),(6,16),-0.075609 # DEPENDENCYPART_SIBL
(6,2),(6,18),-0.205572 # DEPENDENCYPART_SIBL
(6,2),(6,19),-0.114107 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0332022 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0501206 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0234518 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.01881 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.00788924 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.0138305 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0434619 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.00693639 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.115799 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.00788924 # DEPENDENCYPART_SIBL
(6,3),(6,16),0.0138272 # DEPENDENCYPART_SIBL
(6,3),(6,18),-0.115799 # DEPENDENCYPART_SIBL
(6,3),(6,19),0.0411073 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.130563 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0336427 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0176266 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.00594385 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0722969 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.111401 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.029532 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0632695 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.00594385 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.0723002 # DEPENDENCYPART_SIBL
(6,4),(6,18),-0.0632695 # DEPENDENCYPART_SIBL
(6,4),(6,19),0.0218602 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0183201 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0959291 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0431315 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0389018 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.00217114 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0104579 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.201087 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.0431315 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.0389053 # DEPENDENCYPART_SIBL
(6,5),(6,18),0.201087 # DEPENDENCYPART_SIBL
(6,5),(6,19),0.0184804 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.195401 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.219086 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.116065 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0672467 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.136375 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.00167471 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.219086 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.116064 # DEPENDENCYPART_SIBL
(6,7),(6,18),0.00167471 # DEPENDENCYPART_SIBL
(6,7),(6,19),0.110772 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.149392 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.111607 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0218995 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.162803 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0687549 # DEPENDENCYPART_SIBL
(6,8),(6,15),0.149392 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.111607 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.0687549 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.0401916 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.619044 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.440474 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.710377 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.735937 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.153717 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.621005 # DEPENDENCYPART_SIBL
(6,9),(6,18),0.735937 # DEPENDENCYPART_SIBL
(6,9),(6,19),0.124336 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.111365 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0783105 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0371037 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.0196435 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.195368 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.0371037 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.0548168 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.013952 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.0884513 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.0967155 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.0466627 # DEPENDENCYPART_SIBL
(6,11),(6,18),0.0884513 # DEPENDENCYPART_SIBL
(6,11),(6,19),0.113379 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.096641 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.063578 # DEPENDENCYPART_SIBL
(6,12),(6,16),0.0145431 # DEPENDENCYPART_SIBL
(6,12),(6,18),0.096641 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.0202507 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.0572685 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.125019 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.0206834 # DEPENDENCYPART_SIBL
(6,14),(6,19),0.0220501 # DEPENDENCYPART_SIBL
(6,15),(6,16),0.621005 # DEPENDENCYPART_SIBL
(6,15),(6,18),0.735937 # DEPENDENCYPART_SIBL
(6,15),(6,19),0.124336 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.0371062 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.0548768 # DEPENDENCYPART_SIBL
(6,18),(6,19),0.0220501 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0420388 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0769471 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0896416 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0230337 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.109268 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.094458 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.00807615 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.0230337 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.00807615 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.00350173 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.00785834 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0118394 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.00382885 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0500687 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0075859 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0118398 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.0075859 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.18254 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.343911 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.503367 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.205379 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.39486 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.343912 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.39486 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.168469 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0200698 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.486362 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.218323 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.170442 # DEPENDENCYPART_SIBL
(7,9),(7,18),0.218323 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.638611 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.12553 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.245587 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.525887 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.245587 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.111467 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.26032 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.368345 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.26032 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.223926 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.258647 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.223926 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.302844 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.200361 # DEPENDENCYPART_SIBL
(7,16),(7,18),-0.245587 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.0138179 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.141057 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0225995 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.019423 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.0411452 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.000968832 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.107359 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.0722241 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.00388297 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.123586 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.0169894 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.107359 # DEPENDENCYPART_SIBL
(8,1),(8,16),0.0722241 # DEPENDENCYPART_SIBL
(8,1),(8,18),0.0169894 # DEPENDENCYPART_SIBL
(8,1),(8,19),0.0784176 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.000652825 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.00616876 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0556021 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.0423807 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.0687628 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.00713164 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.0277808 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.00543604 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.0503193 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.00023336 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.00713164 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.0199149 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.00023336 # DEPENDENCYPART_SIBL
(8,2),(8,19),0.158771 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.0510796 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0217793 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.051275 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0151016 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0479844 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.00127729 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.129427 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0404381 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0701473 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.0479844 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.00127729 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.0701473 # DEPENDENCYPART_SIBL
(8,3),(8,19),0.0240636 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.00718996 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.058811 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.00365394 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0245488 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0496715 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.108486 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0371478 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.032189 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.0245488 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0496715 # DEPENDENCYPART_SIBL
(8,4),(8,18),0.032189 # DEPENDENCYPART_SIBL
(8,4),(8,19),0.0723394 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.167139 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0954277 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0103891 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0424714 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0994593 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.00794059 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.176719 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0103891 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0424716 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.176719 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.00992741 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0108046 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0593828 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0494577 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0185619 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.109993 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0103218 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0593828 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0494581 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.0103218 # DEPENDENCYPART_SIBL
(8,6),(8,19),0.119939 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0962952 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0948429 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.102948 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0196332 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.105428 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0962952 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0948429 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.105428 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.00509897 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.119576 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.142657 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.508823 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.0581018 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0605809 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.121551 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.0581018 # DEPENDENCYPART_SIBL
(8,9),(8,19),0.0360838 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.109278 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0261033 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0937675 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0245816 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.201875 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0937675 # DEPENDENCYPART_SIBL
(8,10),(8,19),0.0380375 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0908229 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.183711 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0675395 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.177625 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.183711 # DEPENDENCYPART_SIBL
(8,11),(8,19),0.0895662 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0320125 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.0982902 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.00218685 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0320125 # DEPENDENCYPART_SIBL
(8,12),(8,19),0.0485353 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.0730043 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.0759051 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.0443818 # DEPENDENCYPART_SIBL
(8,14),(8,19),0.0961547 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.121551 # DEPENDENCYPART_SIBL
(8,15),(8,18),0.0581018 # DEPENDENCYPART_SIBL
(8,15),(8,19),0.0360838 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.0937675 # DEPENDENCYPART_SIBL
(8,16),(8,19),0.0379799 # DEPENDENCYPART_SIBL
(8,18),(8,19),0.0961547 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.0997011 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.204611 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.263259 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.0599936 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.0803191 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0938178 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.0757148 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.160264 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.164688 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.205194 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.115539 # DEPENDENCYPART_SIBL
(10,1),(10,16),0.193433 # DEPENDENCYPART_SIBL
(10,1),(10,19),0.0460813 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.178677 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.3842 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.0129115 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.184654 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.454559 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.0995704 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.0723481 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.0112207 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.0103464 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.0742523 # DEPENDENCYPART_SIBL
(10,2),(10,16),0.0527384 # DEPENDENCYPART_SIBL
(10,2),(10,19),0.0503521 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.152883 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.0623696 # DEPENDENCYPART_SIBL
(10,3),(10,8),-6.22494e-05 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.210104 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0950993 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.064108 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0597326 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.0905899 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0825971 # DEPENDENCYPART_SIBL
(10,3),(10,16),0.0106125 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.0186081 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0257295 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.113674 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0344981 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0243246 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.0261952 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.141528 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.062963 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0178746 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0516597 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.120154 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0776467 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0373793 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0784083 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0344867 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0865988 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.121016 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0838628 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0933135 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.0212177 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.32262 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0230757 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.014292 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0171117 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0119407 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.035768 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.021023 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.0163229 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.162115 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0820186 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0358027 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.136156 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.00136541 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.122593 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.118356 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0228584 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0898712 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.114191 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.229713 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.0413341 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.213809 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0100283 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.0195625 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.121073 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.0797441 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.0299402 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0553908 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.237413 # DEPENDENCYPART_SIBL
