# _root_ The Tokyo Stock Exchange index for the second section fell 100.96 , or 2.7 % , to 3655.40 .
#goldHeads=5,5,5,5,10,5,9,9,6,0,10,11,11,15,13,11,10,17,10,
#predictedHeads=5,5,5,5,10,5,9,9,6,0,10,11,11,15,13,11,10,17,10,
(9,3),(9,18),0.00239687 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.0389271 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.16631 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0969212 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.447435 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.102147 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0451978 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.00866052 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.175378 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.015302 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.160702 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.175378 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.193424 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.00866052 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.0523117 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.033731 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.499101 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0614298 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.042274 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0623471 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.161024 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.127602 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0920679 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.161024 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.111458 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.0623471 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.0576908 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.169148 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.073896 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0891329 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0324352 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.132752 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0462482 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.125981 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.132752 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0977792 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0324352 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.0129572 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0939838 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.167974 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.123504 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0242381 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.084661 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.110195 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0242381 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.132312 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.123504 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.116699 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0249269 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.00422438 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.125915 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0996682 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0941962 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.125915 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.0455323 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.00422438 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.0605055 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0258408 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.175971 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.00814187 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0347469 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.175971 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0251472 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.0258408 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.0416398 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.109534 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.0376803 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0705046 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.109534 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.0583786 # DEPENDENCYPART_SIBL
(9,11),(9,18),0.0268402 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.00644197 # DEPENDENCYPART_SIBL
(9,12),(9,13),1.04103 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.562925 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.00771628 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.107429 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.311481 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0389096 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.139251 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.0975115 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.125786 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.13128 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.247383 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.046706 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.0332816 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.0759854 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.0232229 # DEPENDENCYPART_SIBL
(9,16),(9,17),0.107429 # DEPENDENCYPART_SIBL
(9,16),(9,18),0.311481 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.0389096 # DEPENDENCYPART_SIBL
(9,17),(9,18),0.295509 # DEPENDENCYPART_SIBL
(9,17),(9,19),0.0265512 # DEPENDENCYPART_SIBL
(9,18),(9,19),-0.00644197 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.486751 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.496871 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.101182 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.0290962 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.361354 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.194652 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.211431 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.0220016 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.040067 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.00207485 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.0205257 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.126797 # DEPENDENCYPART_SIBL
(10,2),(10,16),0.040067 # DEPENDENCYPART_SIBL
(10,2),(10,17),0.0855089 # DEPENDENCYPART_SIBL
(10,2),(10,18),0.0220016 # DEPENDENCYPART_SIBL
(10,2),(10,19),-0.0324157 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.527519 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.101972 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.0264548 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.373182 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.207347 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.211705 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.108616 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.189378 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.0925841 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.10714 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0554255 # DEPENDENCYPART_SIBL
(10,3),(10,16),0.189378 # DEPENDENCYPART_SIBL
(10,3),(10,17),0.257285 # DEPENDENCYPART_SIBL
(10,3),(10,18),0.108616 # DEPENDENCYPART_SIBL
(10,3),(10,19),0.103587 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.0924271 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.0292767 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.359646 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.194517 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.20057 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.0377728 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0132428 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.0112997 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.0362969 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.121971 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0132428 # DEPENDENCYPART_SIBL
(10,4),(10,17),0.0605742 # DEPENDENCYPART_SIBL
(10,4),(10,18),0.0377728 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.012373 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.0499764 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.433208 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.280361 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.537551 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.169607 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.270935 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.285433 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.169648 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.144712 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.270935 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.0690921 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.169607 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.112644 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0437381 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.00775473 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0486235 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.040652 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.00627781 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0440919 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.039927 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.00801065 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.00627781 # DEPENDENCYPART_SIBL
(10,6),(10,17),0.0403346 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.040652 # DEPENDENCYPART_SIBL
(10,6),(10,19),0.0523132 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.109343 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.132866 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.203126 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.152131 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.179156 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.203187 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.247214 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.152131 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.217745 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.203126 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.229451 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0224044 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0542047 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.105737 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.00134482 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0542078 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.00525261 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.105737 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.101696 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.0542047 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.00810009 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0954093 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0473921 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.153212 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0954506 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0450223 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0473921 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.0196139 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.0954093 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.0443974 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.00294583 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.112717 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.140422 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.199341 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.00294583 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.0310731 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.142375 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0283382 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.466483 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0318569 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0188612 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.237221 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.0912622 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.0318529 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.0654767 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.278805 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.226902 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.107156 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.213885 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.278805 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.279407 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.200848 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.0221467 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.0364732 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.135655 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.0283389 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.0421827 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.212176 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.16405 # DEPENDENCYPART_SIBL
(10,15),(10,19),0.0650127 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.0912622 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.0318529 # DEPENDENCYPART_SIBL
(10,16),(10,19),0.0654767 # DEPENDENCYPART_SIBL
(10,17),(10,18),-0.0590903 # DEPENDENCYPART_SIBL
(10,17),(10,19),0.0681053 # DEPENDENCYPART_SIBL
(10,18),(10,19),-0.0283382 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.182256 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.194406 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.162444 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0389405 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0215532 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0961316 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.0177555 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.109813 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.0215532 # DEPENDENCYPART_SIBL
(11,5),(11,17),0.0840217 # DEPENDENCYPART_SIBL
(11,5),(11,18),0.0177968 # DEPENDENCYPART_SIBL
(11,5),(11,19),0.0356944 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.0498549 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0076636 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0264469 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0550806 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0848671 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.043247 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.0717732 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0550806 # DEPENDENCYPART_SIBL
(11,6),(11,17),0.00480675 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0439719 # DEPENDENCYPART_SIBL
(11,6),(11,19),0.0277431 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.160154 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0677609 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.193299 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0453277 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0409666 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.041914 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.193299 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.00632801 # DEPENDENCYPART_SIBL
(11,7),(11,18),0.0410277 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.0374812 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0388333 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0301567 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.098526 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0206447 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0985629 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.0301567 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0109162 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.0206034 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.00523588 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0131856 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.123008 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0383332 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0880346 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0131856 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0606774 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0383331 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.0358342 # DEPENDENCYPART_SIBL
(11,12),(11,13),1.00993 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.56241 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.46831 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.271004 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.205489 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.562414 # DEPENDENCYPART_SIBL
(11,12),(11,19),0.193577 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0258453 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.0755004 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.323977 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.057827 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.0258453 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.105036 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0211094 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.0355212 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0219376 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.00952033 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.022488 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.0721063 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.103669 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.0185083 # DEPENDENCYPART_SIBL
(11,15),(11,19),0.060126 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.205489 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.562414 # DEPENDENCYPART_SIBL
(11,16),(11,19),0.193577 # DEPENDENCYPART_SIBL
(11,17),(11,18),0.329164 # DEPENDENCYPART_SIBL
(11,17),(11,19),0.1266 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.0224873 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0356975 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0668591 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0254104 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0429535 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0369992 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0700436 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0241333 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.0802759 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0583726 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0624667 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0540417 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0565785 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0583393 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.00882871 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.336557 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.227761 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.106615 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.18806 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.123082 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.233143 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.0145818 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.231308 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.095989 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.107127 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.116108 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.0892096 # DEPENDENCYPART_SIBL
(13,17),(13,18),0.0973516 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.0224556 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.120777 # DEPENDENCYPART_SIBL
(14,6),(14,11),0.0464795 # DEPENDENCYPART_SIBL
(14,6),(14,12),0.412529 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.203784 # DEPENDENCYPART_SIBL
(14,6),(14,15),0.0717731 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.0550806 # DEPENDENCYPART_SIBL
(14,6),(14,17),0.00480674 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.043972 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.381798 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.602696 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.422956 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.0318879 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.0223341 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.0200777 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.923904 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0163825 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0453767 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0535605 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0959943 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0585969 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0338326 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0629915 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.033302 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0696033 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.101167 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.0160053 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.205489 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.562414 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.329164 # DEPENDENCYPART_SIBL
(15,5),(15,6),-0.0817127 # DEPENDENCYPART_SIBL
(15,5),(15,7),-0.590224 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.174983 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.235035 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.0303451 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.0765507 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.241755 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.155154 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.228336 # DEPENDENCYPART_SIBL
(15,5),(15,18),-0.128334 # DEPENDENCYPART_SIBL
(15,5),(15,19),-0.107826 # DEPENDENCYPART_SIBL
(15,6),(15,7),-0.079803 # DEPENDENCYPART_SIBL
(15,6),(15,8),-0.00676858 # DEPENDENCYPART_SIBL
(15,6),(15,11),0.0288057 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.350682 # DEPENDENCYPART_SIBL
(15,6),(15,13),0.0179233 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.0282173 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.109563 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.21235 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.0958504 # DEPENDENCYPART_SIBL
(15,6),(15,19),-0.00620334 # DEPENDENCYPART_SIBL
(15,7),(15,8),-0.00299774 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.0369082 # DEPENDENCYPART_SIBL
(15,7),(15,12),0.016609 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.112766 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.0445446 # DEPENDENCYPART_SIBL
(15,7),(15,16),0.0644478 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.301874 # DEPENDENCYPART_SIBL
(15,7),(15,18),-0.183112 # DEPENDENCYPART_SIBL
(15,7),(15,19),-0.163968 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.165093 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.155411 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.0614419 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.171814 # DEPENDENCYPART_SIBL
(15,8),(15,16),0.147838 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.0631566 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.0504899 # DEPENDENCYPART_SIBL
(15,8),(15,19),0.020878 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.069439 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.274059 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.0276757 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.0270883 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0471049 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0255373 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.0135581 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.632485 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.0374829 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.127688 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0954927 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.0561494 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0835784 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0616755 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.207238 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0509205 # DEPENDENCYPART_SIBL
