# _root_ He was flawless afield ( ditto in game two ) , moved a runner along in the A 's three-run second inning , and homered for his team 's final tally .
#goldHeads=2,0,2,2,6,2,6,7,8,6,2,2,14,12,12,12,22,22,22,22,22,16,12,12,24,25,28,31,28,31,26,2,
#predictedHeads=2,0,2,3,6,2,6,7,8,6,2,2,14,12,14,15,22,22,22,22,22,16,12,12,24,25,28,31,28,31,26,2,
(12,7),(12,8),0.00542951 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.0996651 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.0646117 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.326386 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0534664 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0253163 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.0452658 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0183207 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.059731 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.124528 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.0667438 # DEPENDENCYPART_SIBL
(12,7),(12,20),-0.0429884 # DEPENDENCYPART_SIBL
(12,7),(12,21),-0.0440241 # DEPENDENCYPART_SIBL
(12,7),(12,22),-0.0269203 # DEPENDENCYPART_SIBL
(12,7),(12,23),-0.00906014 # DEPENDENCYPART_SIBL
(12,7),(12,24),-0.00334567 # DEPENDENCYPART_SIBL
(12,7),(12,25),-0.0388299 # DEPENDENCYPART_SIBL
(12,7),(12,26),0.0148739 # DEPENDENCYPART_SIBL
(12,7),(12,28),0.00072105 # DEPENDENCYPART_SIBL
(12,7),(12,29),-0.0769665 # DEPENDENCYPART_SIBL
(12,7),(12,31),-0.0255458 # DEPENDENCYPART_SIBL
(12,7),(12,32),0.0758977 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.280985 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.202534 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.031125 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0708137 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.0193462 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.083275 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.0801289 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0790535 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.0874277 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.0061553 # DEPENDENCYPART_SIBL
(12,8),(12,20),-0.0191137 # DEPENDENCYPART_SIBL
(12,8),(12,21),-0.00784733 # DEPENDENCYPART_SIBL
(12,8),(12,22),0.0193416 # DEPENDENCYPART_SIBL
(12,8),(12,23),0.00705178 # DEPENDENCYPART_SIBL
(12,8),(12,24),0.0347555 # DEPENDENCYPART_SIBL
(12,8),(12,25),-0.00736393 # DEPENDENCYPART_SIBL
(12,8),(12,26),0.101469 # DEPENDENCYPART_SIBL
(12,8),(12,28),0.0328904 # DEPENDENCYPART_SIBL
(12,8),(12,29),0.032625 # DEPENDENCYPART_SIBL
(12,8),(12,31),0.0199404 # DEPENDENCYPART_SIBL
(12,8),(12,32),0.0652403 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.125242 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0917006 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0159088 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0106712 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.090866 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.0409173 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.019357 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.00134576 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.037954 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.0311351 # DEPENDENCYPART_SIBL
(12,9),(12,21),-0.0248704 # DEPENDENCYPART_SIBL
(12,9),(12,22),0.0106542 # DEPENDENCYPART_SIBL
(12,9),(12,23),-0.00630823 # DEPENDENCYPART_SIBL
(12,9),(12,24),-0.0198226 # DEPENDENCYPART_SIBL
(12,9),(12,25),-0.0639845 # DEPENDENCYPART_SIBL
(12,9),(12,26),0.0805352 # DEPENDENCYPART_SIBL
(12,9),(12,28),0.022859 # DEPENDENCYPART_SIBL
(12,9),(12,29),-0.0961829 # DEPENDENCYPART_SIBL
(12,9),(12,31),0.0106673 # DEPENDENCYPART_SIBL
(12,9),(12,32),0.0801293 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0786009 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0879673 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0770345 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.00496087 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.00317842 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0839237 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.117174 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.0662458 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.0932485 # DEPENDENCYPART_SIBL
(12,10),(12,21),-0.0902345 # DEPENDENCYPART_SIBL
(12,10),(12,22),-0.077036 # DEPENDENCYPART_SIBL
(12,10),(12,23),-0.0721223 # DEPENDENCYPART_SIBL
(12,10),(12,24),-0.082166 # DEPENDENCYPART_SIBL
(12,10),(12,25),-0.0919071 # DEPENDENCYPART_SIBL
(12,10),(12,26),-0.0347289 # DEPENDENCYPART_SIBL
(12,10),(12,28),-0.0648187 # DEPENDENCYPART_SIBL
(12,10),(12,29),-0.0805264 # DEPENDENCYPART_SIBL
(12,10),(12,31),-0.0770345 # DEPENDENCYPART_SIBL
(12,10),(12,32),-0.048551 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0191308 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0140623 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.136664 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.115476 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.00532949 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.0628563 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.0445143 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.0149714 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.0179698 # DEPENDENCYPART_SIBL
(12,11),(12,22),0.0140608 # DEPENDENCYPART_SIBL
(12,11),(12,23),0.0725354 # DEPENDENCYPART_SIBL
(12,11),(12,24),-0.0163781 # DEPENDENCYPART_SIBL
(12,11),(12,25),0.0119215 # DEPENDENCYPART_SIBL
(12,11),(12,26),0.0537164 # DEPENDENCYPART_SIBL
(12,11),(12,28),0.0437836 # DEPENDENCYPART_SIBL
(12,11),(12,29),-0.179997 # DEPENDENCYPART_SIBL
(12,11),(12,31),0.0140621 # DEPENDENCYPART_SIBL
(12,11),(12,32),0.183304 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.170632 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.144756 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.17679 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0909846 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.168957 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.126624 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.134314 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.129123 # DEPENDENCYPART_SIBL
(12,13),(12,22),-0.170642 # DEPENDENCYPART_SIBL
(12,13),(12,23),-0.0929037 # DEPENDENCYPART_SIBL
(12,13),(12,24),-0.0563912 # DEPENDENCYPART_SIBL
(12,13),(12,25),-0.0323232 # DEPENDENCYPART_SIBL
(12,13),(12,26),-0.0978594 # DEPENDENCYPART_SIBL
(12,13),(12,28),-0.175612 # DEPENDENCYPART_SIBL
(12,13),(12,29),-0.0473089 # DEPENDENCYPART_SIBL
(12,13),(12,31),-0.170632 # DEPENDENCYPART_SIBL
(12,13),(12,32),-0.152873 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0477442 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.00630056 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.0503092 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.089617 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0458338 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.0578382 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.05822 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.16523 # DEPENDENCYPART_SIBL
(12,14),(12,23),0.0571697 # DEPENDENCYPART_SIBL
(12,14),(12,24),0.0537432 # DEPENDENCYPART_SIBL
(12,14),(12,25),-0.0249179 # DEPENDENCYPART_SIBL
(12,14),(12,26),-0.040609 # DEPENDENCYPART_SIBL
(12,14),(12,28),-0.173013 # DEPENDENCYPART_SIBL
(12,14),(12,29),-0.0112434 # DEPENDENCYPART_SIBL
(12,14),(12,31),-0.165269 # DEPENDENCYPART_SIBL
(12,14),(12,32),-0.00891872 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.179438 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.084865 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.111793 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.0825219 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.0806394 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.0543086 # DEPENDENCYPART_SIBL
(12,15),(12,22),-0.114539 # DEPENDENCYPART_SIBL
(12,15),(12,23),-0.0236883 # DEPENDENCYPART_SIBL
(12,15),(12,24),0.0154227 # DEPENDENCYPART_SIBL
(12,15),(12,25),-0.0611295 # DEPENDENCYPART_SIBL
(12,15),(12,26),-0.143208 # DEPENDENCYPART_SIBL
(12,15),(12,28),-0.130247 # DEPENDENCYPART_SIBL
(12,15),(12,29),-0.00418882 # DEPENDENCYPART_SIBL
(12,15),(12,31),-0.113804 # DEPENDENCYPART_SIBL
(12,15),(12,32),-0.0139314 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0468547 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0199751 # DEPENDENCYPART_SIBL
(12,16),(12,19),0.00437291 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.0664765 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.019192 # DEPENDENCYPART_SIBL
(12,16),(12,22),-0.0220927 # DEPENDENCYPART_SIBL
(12,16),(12,23),0.00287846 # DEPENDENCYPART_SIBL
(12,16),(12,24),0.0603708 # DEPENDENCYPART_SIBL
(12,16),(12,25),-0.018882 # DEPENDENCYPART_SIBL
(12,16),(12,26),-0.0267597 # DEPENDENCYPART_SIBL
(12,16),(12,28),-0.0377798 # DEPENDENCYPART_SIBL
(12,16),(12,29),0.0102616 # DEPENDENCYPART_SIBL
(12,16),(12,31),-0.0213968 # DEPENDENCYPART_SIBL
(12,16),(12,32),-0.0348178 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.181937 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.141221 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.0691056 # DEPENDENCYPART_SIBL
(12,17),(12,21),-0.064267 # DEPENDENCYPART_SIBL
(12,17),(12,22),-0.207404 # DEPENDENCYPART_SIBL
(12,17),(12,23),-0.0685243 # DEPENDENCYPART_SIBL
(12,17),(12,24),-0.058373 # DEPENDENCYPART_SIBL
(12,17),(12,25),-0.0336749 # DEPENDENCYPART_SIBL
(12,17),(12,26),-0.0733928 # DEPENDENCYPART_SIBL
(12,17),(12,28),-0.212374 # DEPENDENCYPART_SIBL
(12,17),(12,29),-0.0430626 # DEPENDENCYPART_SIBL
(12,17),(12,31),-0.207394 # DEPENDENCYPART_SIBL
(12,17),(12,32),-0.216995 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.257208 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.151903 # DEPENDENCYPART_SIBL
(12,18),(12,21),-0.146901 # DEPENDENCYPART_SIBL
(12,18),(12,22),-0.171286 # DEPENDENCYPART_SIBL
(12,18),(12,23),-0.149071 # DEPENDENCYPART_SIBL
(12,18),(12,24),-0.0992328 # DEPENDENCYPART_SIBL
(12,18),(12,25),-0.133131 # DEPENDENCYPART_SIBL
(12,18),(12,26),-0.201493 # DEPENDENCYPART_SIBL
(12,18),(12,28),-0.17779 # DEPENDENCYPART_SIBL
(12,18),(12,29),-0.12763 # DEPENDENCYPART_SIBL
(12,18),(12,31),-0.17134 # DEPENDENCYPART_SIBL
(12,18),(12,32),-0.165481 # DEPENDENCYPART_SIBL
(12,19),(12,20),-0.047594 # DEPENDENCYPART_SIBL
(12,19),(12,21),-0.0359054 # DEPENDENCYPART_SIBL
(12,19),(12,22),-0.191667 # DEPENDENCYPART_SIBL
(12,19),(12,23),-0.116149 # DEPENDENCYPART_SIBL
(12,19),(12,24),-0.0185948 # DEPENDENCYPART_SIBL
(12,19),(12,25),-0.107834 # DEPENDENCYPART_SIBL
(12,19),(12,26),-0.0459221 # DEPENDENCYPART_SIBL
(12,19),(12,28),-0.20018 # DEPENDENCYPART_SIBL
(12,19),(12,29),-0.153478 # DEPENDENCYPART_SIBL
(12,19),(12,31),-0.19172 # DEPENDENCYPART_SIBL
(12,19),(12,32),0.00361048 # DEPENDENCYPART_SIBL
(12,20),(12,21),-0.21257 # DEPENDENCYPART_SIBL
(12,20),(12,22),-0.113132 # DEPENDENCYPART_SIBL
(12,20),(12,23),-0.0361866 # DEPENDENCYPART_SIBL
(12,20),(12,24),0.019651 # DEPENDENCYPART_SIBL
(12,20),(12,25),-0.0845127 # DEPENDENCYPART_SIBL
(12,20),(12,26),-0.0894423 # DEPENDENCYPART_SIBL
(12,20),(12,28),-0.116327 # DEPENDENCYPART_SIBL
(12,20),(12,29),-0.0235398 # DEPENDENCYPART_SIBL
(12,20),(12,31),-0.113122 # DEPENDENCYPART_SIBL
(12,20),(12,32),-0.0123152 # DEPENDENCYPART_SIBL
(12,21),(12,22),-0.102434 # DEPENDENCYPART_SIBL
(12,21),(12,23),0.000130493 # DEPENDENCYPART_SIBL
(12,21),(12,24),0.0583992 # DEPENDENCYPART_SIBL
(12,21),(12,25),-0.0645122 # DEPENDENCYPART_SIBL
(12,21),(12,26),-0.0120131 # DEPENDENCYPART_SIBL
(12,21),(12,28),-0.105629 # DEPENDENCYPART_SIBL
(12,21),(12,29),-0.00353512 # DEPENDENCYPART_SIBL
(12,21),(12,31),-0.102424 # DEPENDENCYPART_SIBL
(12,21),(12,32),0.00650283 # DEPENDENCYPART_SIBL
(12,22),(12,23),0.0530492 # DEPENDENCYPART_SIBL
(12,22),(12,24),0.0519679 # DEPENDENCYPART_SIBL
(12,22),(12,25),-0.0249467 # DEPENDENCYPART_SIBL
(12,22),(12,26),-0.0402491 # DEPENDENCYPART_SIBL
(12,22),(12,28),-0.173048 # DEPENDENCYPART_SIBL
(12,22),(12,29),-0.0112721 # DEPENDENCYPART_SIBL
(12,22),(12,31),-0.165304 # DEPENDENCYPART_SIBL
(12,22),(12,32),-0.00893304 # DEPENDENCYPART_SIBL
(12,23),(12,24),0.539413 # DEPENDENCYPART_SIBL
(12,23),(12,25),0.320105 # DEPENDENCYPART_SIBL
(12,23),(12,26),-0.0127976 # DEPENDENCYPART_SIBL
(12,23),(12,28),0.0647731 # DEPENDENCYPART_SIBL
(12,23),(12,29),-0.0874325 # DEPENDENCYPART_SIBL
(12,23),(12,31),0.0931211 # DEPENDENCYPART_SIBL
(12,23),(12,32),-0.0380735 # DEPENDENCYPART_SIBL
(12,24),(12,25),-0.0936197 # DEPENDENCYPART_SIBL
(12,24),(12,26),-0.0974109 # DEPENDENCYPART_SIBL
(12,24),(12,28),-0.0986399 # DEPENDENCYPART_SIBL
(12,24),(12,29),-0.105009 # DEPENDENCYPART_SIBL
(12,24),(12,31),-0.0954339 # DEPENDENCYPART_SIBL
(12,24),(12,32),-3.22117e-05 # DEPENDENCYPART_SIBL
(12,25),(12,26),-0.175425 # DEPENDENCYPART_SIBL
(12,25),(12,28),-0.233154 # DEPENDENCYPART_SIBL
(12,25),(12,29),-0.109658 # DEPENDENCYPART_SIBL
(12,25),(12,31),-0.22995 # DEPENDENCYPART_SIBL
(12,25),(12,32),-0.0159993 # DEPENDENCYPART_SIBL
(12,26),(12,28),-0.0619758 # DEPENDENCYPART_SIBL
(12,26),(12,29),-0.00359162 # DEPENDENCYPART_SIBL
(12,26),(12,31),-0.045535 # DEPENDENCYPART_SIBL
(12,26),(12,32),-0.00651435 # DEPENDENCYPART_SIBL
(12,28),(12,29),-0.011773 # DEPENDENCYPART_SIBL
(12,28),(12,31),-0.161642 # DEPENDENCYPART_SIBL
(12,28),(12,32),-0.0180611 # DEPENDENCYPART_SIBL
(12,29),(12,31),-0.283904 # DEPENDENCYPART_SIBL
(12,29),(12,32),-0.116725 # DEPENDENCYPART_SIBL
(12,31),(12,32),-0.0064498 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.0168946 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.0474793 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.357023 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.0879895 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.0627161 # DEPENDENCYPART_SIBL
(14,9),(14,18),0.0982815 # DEPENDENCYPART_SIBL
(14,9),(14,19),0.103568 # DEPENDENCYPART_SIBL
(14,9),(14,20),0.0591539 # DEPENDENCYPART_SIBL
(14,9),(14,22),-0.0043545 # DEPENDENCYPART_SIBL
(14,9),(14,23),0.0637789 # DEPENDENCYPART_SIBL
(14,9),(14,24),-0.0112018 # DEPENDENCYPART_SIBL
(14,9),(14,25),0.0277224 # DEPENDENCYPART_SIBL
(14,9),(14,26),0.111087 # DEPENDENCYPART_SIBL
(14,9),(14,32),0.102816 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.146289 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.146237 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.00223275 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.021301 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.0306942 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.00500569 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.057905 # DEPENDENCYPART_SIBL
(14,10),(14,22),-0.0577375 # DEPENDENCYPART_SIBL
(14,10),(14,23),-0.0435517 # DEPENDENCYPART_SIBL
(14,10),(14,24),-0.0753043 # DEPENDENCYPART_SIBL
(14,10),(14,25),-0.0351668 # DEPENDENCYPART_SIBL
(14,10),(14,26),-0.00491518 # DEPENDENCYPART_SIBL
(14,10),(14,32),0.0137458 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0181566 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0204177 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.00767781 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0762675 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.118842 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.0210842 # DEPENDENCYPART_SIBL
(14,11),(14,22),-0.0241197 # DEPENDENCYPART_SIBL
(14,11),(14,23),-0.0141581 # DEPENDENCYPART_SIBL
(14,11),(14,24),-0.0684701 # DEPENDENCYPART_SIBL
(14,11),(14,25),0.00867389 # DEPENDENCYPART_SIBL
(14,11),(14,26),-0.0538812 # DEPENDENCYPART_SIBL
(14,11),(14,32),0.0626703 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0985451 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.138125 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.00564934 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.0572387 # DEPENDENCYPART_SIBL
(14,13),(14,20),0.146819 # DEPENDENCYPART_SIBL
(14,13),(14,22),-5.17039e-05 # DEPENDENCYPART_SIBL
(14,13),(14,23),-0.0203636 # DEPENDENCYPART_SIBL
(14,13),(14,24),-0.0803021 # DEPENDENCYPART_SIBL
(14,13),(14,25),0.255351 # DEPENDENCYPART_SIBL
(14,13),(14,26),0.122044 # DEPENDENCYPART_SIBL
(14,13),(14,32),0.0113074 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0901356 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.0548949 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.00809164 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.0237259 # DEPENDENCYPART_SIBL
(14,15),(14,22),0.0187254 # DEPENDENCYPART_SIBL
(14,15),(14,23),0.0657838 # DEPENDENCYPART_SIBL
(14,15),(14,24),0.106722 # DEPENDENCYPART_SIBL
(14,15),(14,25),-0.0460815 # DEPENDENCYPART_SIBL
(14,15),(14,26),-0.00888575 # DEPENDENCYPART_SIBL
(14,15),(14,32),0.0657677 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.140844 # DEPENDENCYPART_SIBL
(14,16),(14,19),0.0776441 # DEPENDENCYPART_SIBL
(14,16),(14,20),0.0326614 # DEPENDENCYPART_SIBL
(14,16),(14,22),0.140135 # DEPENDENCYPART_SIBL
(14,16),(14,23),0.0810265 # DEPENDENCYPART_SIBL
(14,16),(14,24),0.263705 # DEPENDENCYPART_SIBL
(14,16),(14,25),0.00712819 # DEPENDENCYPART_SIBL
(14,16),(14,26),0.0696452 # DEPENDENCYPART_SIBL
(14,16),(14,32),0.0218828 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.181069 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.0478295 # DEPENDENCYPART_SIBL
(14,18),(14,22),-0.0716632 # DEPENDENCYPART_SIBL
(14,18),(14,23),0.0193161 # DEPENDENCYPART_SIBL
(14,18),(14,24),0.0386394 # DEPENDENCYPART_SIBL
(14,18),(14,25),-0.0362453 # DEPENDENCYPART_SIBL
(14,18),(14,26),-0.154029 # DEPENDENCYPART_SIBL
(14,18),(14,32),-0.0816843 # DEPENDENCYPART_SIBL
(14,19),(14,20),0.0257324 # DEPENDENCYPART_SIBL
(14,19),(14,22),-0.133964 # DEPENDENCYPART_SIBL
(14,19),(14,23),-0.054118 # DEPENDENCYPART_SIBL
(14,19),(14,24),0.111223 # DEPENDENCYPART_SIBL
(14,19),(14,25),-0.0664599 # DEPENDENCYPART_SIBL
(14,19),(14,26),-0.0435628 # DEPENDENCYPART_SIBL
(14,19),(14,32),-0.0306024 # DEPENDENCYPART_SIBL
(14,20),(14,22),-0.0343759 # DEPENDENCYPART_SIBL
(14,20),(14,23),0.0374472 # DEPENDENCYPART_SIBL
(14,20),(14,24),-0.0142772 # DEPENDENCYPART_SIBL
(14,20),(14,25),-0.0577021 # DEPENDENCYPART_SIBL
(14,20),(14,26),-0.0422719 # DEPENDENCYPART_SIBL
(14,20),(14,32),-0.0403061 # DEPENDENCYPART_SIBL
(14,22),(14,23),-0.00761922 # DEPENDENCYPART_SIBL
(14,22),(14,24),-0.0265268 # DEPENDENCYPART_SIBL
(14,22),(14,25),-0.0506324 # DEPENDENCYPART_SIBL
(14,22),(14,26),-0.0651186 # DEPENDENCYPART_SIBL
(14,22),(14,32),-0.00420552 # DEPENDENCYPART_SIBL
(14,23),(14,24),0.536637 # DEPENDENCYPART_SIBL
(14,23),(14,25),0.500545 # DEPENDENCYPART_SIBL
(14,23),(14,26),0.201376 # DEPENDENCYPART_SIBL
(14,23),(14,32),-0.00473053 # DEPENDENCYPART_SIBL
(14,24),(14,25),-0.0354659 # DEPENDENCYPART_SIBL
(14,24),(14,26),-0.0530553 # DEPENDENCYPART_SIBL
(14,24),(14,32),-0.0447892 # DEPENDENCYPART_SIBL
(14,25),(14,26),-0.0564699 # DEPENDENCYPART_SIBL
(14,25),(14,32),0.0460379 # DEPENDENCYPART_SIBL
(14,26),(14,32),0.128215 # DEPENDENCYPART_SIBL
(15,2),(15,5),0.0310864 # DEPENDENCYPART_SIBL
(15,2),(15,13),0.0957477 # DEPENDENCYPART_SIBL
(15,2),(15,14),0.0427852 # DEPENDENCYPART_SIBL
(15,2),(15,16),-0.0337508 # DEPENDENCYPART_SIBL
(15,2),(15,17),-0.027878 # DEPENDENCYPART_SIBL
(15,2),(15,18),0.0327172 # DEPENDENCYPART_SIBL
(15,2),(15,19),0.0431008 # DEPENDENCYPART_SIBL
(15,2),(15,20),-0.00521646 # DEPENDENCYPART_SIBL
(15,2),(15,22),0.0502779 # DEPENDENCYPART_SIBL
(15,2),(15,23),-0.0279554 # DEPENDENCYPART_SIBL
(15,2),(15,24),-0.0805875 # DEPENDENCYPART_SIBL
(15,2),(15,25),-0.00686605 # DEPENDENCYPART_SIBL
(15,2),(15,26),0.0218141 # DEPENDENCYPART_SIBL
(15,2),(15,31),0.0503055 # DEPENDENCYPART_SIBL
(15,2),(15,32),0.0978387 # DEPENDENCYPART_SIBL
(15,5),(15,13),0.114199 # DEPENDENCYPART_SIBL
(15,5),(15,14),0.121273 # DEPENDENCYPART_SIBL
(15,5),(15,16),0.0338539 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.00882195 # DEPENDENCYPART_SIBL
(15,5),(15,18),0.00720978 # DEPENDENCYPART_SIBL
(15,5),(15,19),-0.00775571 # DEPENDENCYPART_SIBL
(15,5),(15,20),-0.0354446 # DEPENDENCYPART_SIBL
(15,5),(15,22),0.0569065 # DEPENDENCYPART_SIBL
(15,5),(15,23),-0.0314319 # DEPENDENCYPART_SIBL
(15,5),(15,24),-0.0896192 # DEPENDENCYPART_SIBL
(15,5),(15,25),0.0836691 # DEPENDENCYPART_SIBL
(15,5),(15,26),0.107489 # DEPENDENCYPART_SIBL
(15,5),(15,31),0.0569279 # DEPENDENCYPART_SIBL
(15,5),(15,32),0.153644 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0141099 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0214456 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.116071 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.123575 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.091979 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.063321 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.0891293 # DEPENDENCYPART_SIBL
(15,13),(15,23),-0.12352 # DEPENDENCYPART_SIBL
(15,13),(15,24),-0.0994217 # DEPENDENCYPART_SIBL
(15,13),(15,25),0.0743958 # DEPENDENCYPART_SIBL
(15,13),(15,26),0.00313367 # DEPENDENCYPART_SIBL
(15,13),(15,31),-0.0882627 # DEPENDENCYPART_SIBL
(15,13),(15,32),-0.0140262 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0781165 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0942443 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0515438 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0147786 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.0206808 # DEPENDENCYPART_SIBL
(15,14),(15,22),-0.0084707 # DEPENDENCYPART_SIBL
(15,14),(15,23),-0.0708478 # DEPENDENCYPART_SIBL
(15,14),(15,24),-0.0029467 # DEPENDENCYPART_SIBL
(15,14),(15,25),0.0048045 # DEPENDENCYPART_SIBL
(15,14),(15,26),-0.0296736 # DEPENDENCYPART_SIBL
(15,14),(15,31),-0.00784898 # DEPENDENCYPART_SIBL
(15,14),(15,32),0.0240244 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.131077 # DEPENDENCYPART_SIBL
