# _root_ Gitano , which makes budget-priced apparel sold mainly through mass merchandisers like K mart and Wal-Mart , said the Regatta acquisition will enhance its strategy to expand into department stores .
#goldHeads=18,1,4,1,6,4,6,7,7,11,9,11,14,12,14,15,1,0,21,21,22,18,22,25,23,25,26,27,30,28,18,
#predictedHeads=18,1,4,1,6,4,6,9,7,11,9,11,14,12,14,15,1,0,21,21,22,18,22,25,23,25,26,27,30,28,18,
(14,17),(14,25),0.643341 # DEPENDENCYPART_SIBL
(14,17),(14,30),0.431382 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.092607 # DEPENDENCYPART_SIBL
(14,18),(14,22),-0.18369 # DEPENDENCYPART_SIBL
(14,18),(14,25),-0.0910253 # DEPENDENCYPART_SIBL
(14,18),(14,30),0.00914806 # DEPENDENCYPART_SIBL
(14,21),(14,22),-0.205796 # DEPENDENCYPART_SIBL
(14,21),(14,25),-0.306438 # DEPENDENCYPART_SIBL
(14,21),(14,30),-0.097481 # DEPENDENCYPART_SIBL
(14,22),(14,25),-0.0706978 # DEPENDENCYPART_SIBL
(14,22),(14,30),-0.0180066 # DEPENDENCYPART_SIBL
(14,25),(14,30),-0.0949989 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.715048 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.525887 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.460567 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.659704 # DEPENDENCYPART_SIBL
(15,16),(15,23),-0.341794 # DEPENDENCYPART_SIBL
(15,16),(15,25),-0.455159 # DEPENDENCYPART_SIBL
(15,16),(15,30),-0.515238 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.442169 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.559798 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.837382 # DEPENDENCYPART_SIBL
(15,18),(15,23),-0.482499 # DEPENDENCYPART_SIBL
(15,18),(15,25),-0.557827 # DEPENDENCYPART_SIBL
(15,18),(15,30),-0.566993 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.460567 # DEPENDENCYPART_SIBL
(15,20),(15,22),-0.659704 # DEPENDENCYPART_SIBL
(15,20),(15,23),-0.341794 # DEPENDENCYPART_SIBL
(15,20),(15,25),-0.455159 # DEPENDENCYPART_SIBL
(15,20),(15,30),-0.515238 # DEPENDENCYPART_SIBL
(15,21),(15,22),-0.722336 # DEPENDENCYPART_SIBL
(15,21),(15,23),-0.348849 # DEPENDENCYPART_SIBL
(15,21),(15,25),-0.576772 # DEPENDENCYPART_SIBL
(15,21),(15,30),-0.596738 # DEPENDENCYPART_SIBL
(15,22),(15,23),-0.31302 # DEPENDENCYPART_SIBL
(15,22),(15,25),-0.327691 # DEPENDENCYPART_SIBL
(15,22),(15,30),-0.353532 # DEPENDENCYPART_SIBL
(15,23),(15,25),-0.513354 # DEPENDENCYPART_SIBL
(15,23),(15,30),-0.452676 # DEPENDENCYPART_SIBL
(15,25),(15,30),-0.598047 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.11395 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.0611692 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.0111054 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.0456587 # DEPENDENCYPART_SIBL
(16,13),(16,21),0.0357345 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0590173 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0118544 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.0343368 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.0361487 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.289374 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.70283 # DEPENDENCYPART_SIBL
(16,17),(16,21),0.662294 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.0397674 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.0923511 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.0686469 # DEPENDENCYPART_SIBL
(18,1),(18,2),-0.105823 # DEPENDENCYPART_SIBL
(18,1),(18,3),-0.389539 # DEPENDENCYPART_SIBL
(18,1),(18,4),-0.410419 # DEPENDENCYPART_SIBL
(18,1),(18,5),-0.253506 # DEPENDENCYPART_SIBL
(18,1),(18,6),-0.304248 # DEPENDENCYPART_SIBL
(18,1),(18,7),-0.0876258 # DEPENDENCYPART_SIBL
(18,1),(18,8),-0.0208393 # DEPENDENCYPART_SIBL
(18,1),(18,9),-0.00706626 # DEPENDENCYPART_SIBL
(18,1),(18,10),-0.316387 # DEPENDENCYPART_SIBL
(18,1),(18,11),-0.426064 # DEPENDENCYPART_SIBL
(18,1),(18,12),-0.0013087 # DEPENDENCYPART_SIBL
(18,1),(18,13),-0.567137 # DEPENDENCYPART_SIBL
(18,1),(18,14),-0.564395 # DEPENDENCYPART_SIBL
(18,1),(18,15),-0.361387 # DEPENDENCYPART_SIBL
(18,1),(18,16),-0.56201 # DEPENDENCYPART_SIBL
(18,1),(18,17),-0.105823 # DEPENDENCYPART_SIBL
(18,1),(18,19),-0.16438 # DEPENDENCYPART_SIBL
(18,1),(18,20),-0.178792 # DEPENDENCYPART_SIBL
(18,1),(18,21),-0.0748185 # DEPENDENCYPART_SIBL
(18,1),(18,22),0.0143466 # DEPENDENCYPART_SIBL
(18,1),(18,23),-0.029266 # DEPENDENCYPART_SIBL
(18,1),(18,25),-0.0485281 # DEPENDENCYPART_SIBL
(18,1),(18,26),-0.246012 # DEPENDENCYPART_SIBL
(18,1),(18,27),-0.0318841 # DEPENDENCYPART_SIBL
(18,1),(18,28),-0.110432 # DEPENDENCYPART_SIBL
(18,1),(18,31),0.030135 # DEPENDENCYPART_SIBL
(18,2),(18,3),-0.133319 # DEPENDENCYPART_SIBL
(18,2),(18,4),-0.293225 # DEPENDENCYPART_SIBL
(18,2),(18,5),0.11377 # DEPENDENCYPART_SIBL
(18,2),(18,6),0.0508265 # DEPENDENCYPART_SIBL
(18,2),(18,7),0.208175 # DEPENDENCYPART_SIBL
(18,2),(18,8),0.101229 # DEPENDENCYPART_SIBL
(18,2),(18,9),0.304649 # DEPENDENCYPART_SIBL
(18,2),(18,10),0.0532422 # DEPENDENCYPART_SIBL
(18,2),(18,11),0.131695 # DEPENDENCYPART_SIBL
(18,2),(18,12),0.37292 # DEPENDENCYPART_SIBL
(18,2),(18,13),0.0935772 # DEPENDENCYPART_SIBL
(18,2),(18,14),0.125334 # DEPENDENCYPART_SIBL
(18,2),(18,15),-0.023138 # DEPENDENCYPART_SIBL
(18,2),(18,16),0.110483 # DEPENDENCYPART_SIBL
(18,2),(18,17),-0.324472 # DEPENDENCYPART_SIBL
(18,2),(18,19),-0.094654 # DEPENDENCYPART_SIBL
(18,2),(18,20),0.0079332 # DEPENDENCYPART_SIBL
(18,2),(18,21),0.0467152 # DEPENDENCYPART_SIBL
(18,2),(18,22),0.0447224 # DEPENDENCYPART_SIBL
(18,2),(18,23),-0.11684 # DEPENDENCYPART_SIBL
(18,2),(18,25),0.0975126 # DEPENDENCYPART_SIBL
(18,2),(18,26),-0.248478 # DEPENDENCYPART_SIBL
(18,2),(18,27),-0.131773 # DEPENDENCYPART_SIBL
(18,2),(18,28),-0.0837438 # DEPENDENCYPART_SIBL
(18,2),(18,31),0.01006 # DEPENDENCYPART_SIBL
(18,3),(18,4),-0.290729 # DEPENDENCYPART_SIBL
(18,3),(18,5),-0.121786 # DEPENDENCYPART_SIBL
(18,3),(18,6),-0.172331 # DEPENDENCYPART_SIBL
(18,3),(18,7),-0.0625202 # DEPENDENCYPART_SIBL
(18,3),(18,8),0.058692 # DEPENDENCYPART_SIBL
(18,3),(18,9),0.234488 # DEPENDENCYPART_SIBL
(18,3),(18,10),-0.17309 # DEPENDENCYPART_SIBL
(18,3),(18,11),-0.315423 # DEPENDENCYPART_SIBL
(18,3),(18,12),0.246622 # DEPENDENCYPART_SIBL
(18,3),(18,13),-0.231144 # DEPENDENCYPART_SIBL
(18,3),(18,14),-0.225339 # DEPENDENCYPART_SIBL
(18,3),(18,15),-0.173041 # DEPENDENCYPART_SIBL
(18,3),(18,16),-0.225339 # DEPENDENCYPART_SIBL
(18,3),(18,17),-0.040894 # DEPENDENCYPART_SIBL
(18,3),(18,19),-0.0330503 # DEPENDENCYPART_SIBL
(18,3),(18,20),0.045318 # DEPENDENCYPART_SIBL
(18,3),(18,21),0.0667284 # DEPENDENCYPART_SIBL
(18,3),(18,22),-0.165096 # DEPENDENCYPART_SIBL
(18,3),(18,23),0.0169069 # DEPENDENCYPART_SIBL
(18,3),(18,25),0.100272 # DEPENDENCYPART_SIBL
(18,3),(18,26),-0.17744 # DEPENDENCYPART_SIBL
(18,3),(18,27),0.0175887 # DEPENDENCYPART_SIBL
(18,3),(18,28),0.0223139 # DEPENDENCYPART_SIBL
(18,3),(18,31),-0.537912 # DEPENDENCYPART_SIBL
(18,4),(18,5),-0.105675 # DEPENDENCYPART_SIBL
(18,4),(18,6),-0.0545424 # DEPENDENCYPART_SIBL
(18,4),(18,7),-0.075944 # DEPENDENCYPART_SIBL
(18,4),(18,8),-0.0953679 # DEPENDENCYPART_SIBL
(18,4),(18,9),-0.142509 # DEPENDENCYPART_SIBL
(18,4),(18,10),-0.0558097 # DEPENDENCYPART_SIBL
(18,4),(18,11),-0.0861259 # DEPENDENCYPART_SIBL
(18,4),(18,12),-0.145731 # DEPENDENCYPART_SIBL
(18,4),(18,13),-0.0741525 # DEPENDENCYPART_SIBL
(18,4),(18,14),-0.068562 # DEPENDENCYPART_SIBL
(18,4),(18,15),-0.194958 # DEPENDENCYPART_SIBL
(18,4),(18,16),-0.068552 # DEPENDENCYPART_SIBL
(18,4),(18,17),0.201351 # DEPENDENCYPART_SIBL
(18,4),(18,19),-0.117108 # DEPENDENCYPART_SIBL
(18,4),(18,20),0.0586764 # DEPENDENCYPART_SIBL
(18,4),(18,21),0.0249607 # DEPENDENCYPART_SIBL
(18,4),(18,22),-0.175425 # DEPENDENCYPART_SIBL
(18,4),(18,23),-0.0395794 # DEPENDENCYPART_SIBL
(18,4),(18,25),0.0597329 # DEPENDENCYPART_SIBL
(18,4),(18,26),-0.243047 # DEPENDENCYPART_SIBL
(18,4),(18,27),-0.039605 # DEPENDENCYPART_SIBL
(18,4),(18,28),-0.0691767 # DEPENDENCYPART_SIBL
(18,4),(18,31),0.0504836 # DEPENDENCYPART_SIBL
(18,5),(18,6),-0.0939865 # DEPENDENCYPART_SIBL
(18,5),(18,7),-0.0752821 # DEPENDENCYPART_SIBL
(18,5),(18,8),-0.0936195 # DEPENDENCYPART_SIBL
(18,5),(18,9),-0.0488405 # DEPENDENCYPART_SIBL
(18,5),(18,10),-0.0947134 # DEPENDENCYPART_SIBL
(18,5),(18,11),-0.191291 # DEPENDENCYPART_SIBL
(18,5),(18,12),-0.0583658 # DEPENDENCYPART_SIBL
(18,5),(18,13),-0.0910926 # DEPENDENCYPART_SIBL
(18,5),(18,14),-0.0857226 # DEPENDENCYPART_SIBL
(18,5),(18,15),-0.247916 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.0856984 # DEPENDENCYPART_SIBL
(18,5),(18,17),-0.00890261 # DEPENDENCYPART_SIBL
(18,5),(18,19),-0.0504908 # DEPENDENCYPART_SIBL
(18,5),(18,20),-0.104845 # DEPENDENCYPART_SIBL
(18,5),(18,21),0.0165113 # DEPENDENCYPART_SIBL
(18,5),(18,22),-0.0527499 # DEPENDENCYPART_SIBL
(18,5),(18,23),-0.0669483 # DEPENDENCYPART_SIBL
(18,5),(18,25),0.0508356 # DEPENDENCYPART_SIBL
(18,5),(18,26),-0.180581 # DEPENDENCYPART_SIBL
(18,5),(18,27),-0.0669941 # DEPENDENCYPART_SIBL
(18,5),(18,28),-0.0921228 # DEPENDENCYPART_SIBL
(18,5),(18,31),-0.0203267 # DEPENDENCYPART_SIBL
(18,6),(18,7),-0.220059 # DEPENDENCYPART_SIBL
(18,6),(18,8),-0.0884851 # DEPENDENCYPART_SIBL
(18,6),(18,9),-0.05335 # DEPENDENCYPART_SIBL
(18,6),(18,10),-0.581374 # DEPENDENCYPART_SIBL
(18,6),(18,11),-0.605179 # DEPENDENCYPART_SIBL
(18,6),(18,12),-0.0398957 # DEPENDENCYPART_SIBL
(18,6),(18,13),-0.506183 # DEPENDENCYPART_SIBL
(18,6),(18,14),-0.500955 # DEPENDENCYPART_SIBL
(18,6),(18,15),-0.391169 # DEPENDENCYPART_SIBL
(18,6),(18,16),-0.500857 # DEPENDENCYPART_SIBL
(18,6),(18,17),-0.208956 # DEPENDENCYPART_SIBL
(18,6),(18,19),-0.177737 # DEPENDENCYPART_SIBL
(18,6),(18,20),-0.159772 # DEPENDENCYPART_SIBL
(18,6),(18,21),-0.090154 # DEPENDENCYPART_SIBL
(18,6),(18,22),0.0867682 # DEPENDENCYPART_SIBL
(18,6),(18,23),-0.0418422 # DEPENDENCYPART_SIBL
(18,6),(18,25),-0.0290328 # DEPENDENCYPART_SIBL
(18,6),(18,26),-0.22605 # DEPENDENCYPART_SIBL
(18,6),(18,27),-0.0370188 # DEPENDENCYPART_SIBL
(18,6),(18,28),-0.069249 # DEPENDENCYPART_SIBL
(18,6),(18,31),0.0384403 # DEPENDENCYPART_SIBL
(18,7),(18,8),-0.0688417 # DEPENDENCYPART_SIBL
(18,7),(18,9),-0.10467 # DEPENDENCYPART_SIBL
(18,7),(18,10),-0.0850907 # DEPENDENCYPART_SIBL
(18,7),(18,11),-0.117569 # DEPENDENCYPART_SIBL
(18,7),(18,12),-0.106562 # DEPENDENCYPART_SIBL
(18,7),(18,13),-0.0855394 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.0804073 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.168226 # DEPENDENCYPART_SIBL
(18,7),(18,16),-0.0804072 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.180408 # DEPENDENCYPART_SIBL
(18,7),(18,19),-0.0824181 # DEPENDENCYPART_SIBL
(18,7),(18,20),-0.0271747 # DEPENDENCYPART_SIBL
(18,7),(18,21),-0.0399663 # DEPENDENCYPART_SIBL
(18,7),(18,22),0.00310211 # DEPENDENCYPART_SIBL
(18,7),(18,23),-0.0480658 # DEPENDENCYPART_SIBL
(18,7),(18,25),-0.00471306 # DEPENDENCYPART_SIBL
(18,7),(18,26),-0.21336 # DEPENDENCYPART_SIBL
(18,7),(18,27),-0.0480909 # DEPENDENCYPART_SIBL
(18,7),(18,28),-0.0325328 # DEPENDENCYPART_SIBL
(18,7),(18,31),0.0626981 # DEPENDENCYPART_SIBL
(18,8),(18,9),0.0470003 # DEPENDENCYPART_SIBL
(18,8),(18,10),0.018455 # DEPENDENCYPART_SIBL
(18,8),(18,11),-0.0058861 # DEPENDENCYPART_SIBL
(18,8),(18,12),0.059635 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.0128068 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.00435765 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.0886639 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.00435765 # DEPENDENCYPART_SIBL
(18,8),(18,17),0.130265 # DEPENDENCYPART_SIBL
(18,8),(18,19),-0.118197 # DEPENDENCYPART_SIBL
(18,8),(18,20),-0.172469 # DEPENDENCYPART_SIBL
(18,8),(18,21),-0.0112937 # DEPENDENCYPART_SIBL
(18,8),(18,22),0.0196534 # DEPENDENCYPART_SIBL
(18,8),(18,23),-0.106409 # DEPENDENCYPART_SIBL
(18,8),(18,25),-8.30826e-05 # DEPENDENCYPART_SIBL
(18,8),(18,26),-0.201337 # DEPENDENCYPART_SIBL
(18,8),(18,27),-0.108088 # DEPENDENCYPART_SIBL
(18,8),(18,28),0.0658962 # DEPENDENCYPART_SIBL
(18,8),(18,31),-0.0217606 # DEPENDENCYPART_SIBL
(18,9),(18,10),-0.0304086 # DEPENDENCYPART_SIBL
(18,9),(18,11),-0.0251506 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.131786 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.0197395 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.00161894 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.204767 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.00965698 # DEPENDENCYPART_SIBL
(18,9),(18,17),0.248619 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.109788 # DEPENDENCYPART_SIBL
(18,9),(18,20),-0.132307 # DEPENDENCYPART_SIBL
(18,9),(18,21),-0.0434339 # DEPENDENCYPART_SIBL
(18,9),(18,22),0.0924165 # DEPENDENCYPART_SIBL
(18,9),(18,23),-0.0186477 # DEPENDENCYPART_SIBL
(18,9),(18,25),0.0206513 # DEPENDENCYPART_SIBL
(18,9),(18,26),-0.20628 # DEPENDENCYPART_SIBL
(18,9),(18,27),-0.025911 # DEPENDENCYPART_SIBL
(18,9),(18,28),-0.00250873 # DEPENDENCYPART_SIBL
(18,9),(18,31),0.0481836 # DEPENDENCYPART_SIBL
(18,10),(18,11),-0.61956 # DEPENDENCYPART_SIBL
(18,10),(18,12),-0.0403271 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.506309 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.501082 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.391452 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.500983 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.238155 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.176756 # DEPENDENCYPART_SIBL
(18,10),(18,20),-0.161207 # DEPENDENCYPART_SIBL
(18,10),(18,21),-0.0877328 # DEPENDENCYPART_SIBL
(18,10),(18,22),0.0846917 # DEPENDENCYPART_SIBL
(18,10),(18,23),-0.0375735 # DEPENDENCYPART_SIBL
(18,10),(18,25),-0.0266116 # DEPENDENCYPART_SIBL
(18,10),(18,26),-0.227225 # DEPENDENCYPART_SIBL
(18,10),(18,27),-0.0327501 # DEPENDENCYPART_SIBL
(18,10),(18,28),-0.0586134 # DEPENDENCYPART_SIBL
(18,10),(18,31),0.0383142 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.0944042 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.620028 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.614791 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.389635 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.614791 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.214029 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.104197 # DEPENDENCYPART_SIBL
(18,11),(18,20),-0.173987 # DEPENDENCYPART_SIBL
(18,11),(18,21),-0.0411056 # DEPENDENCYPART_SIBL
(18,11),(18,22),-0.0221617 # DEPENDENCYPART_SIBL
(18,11),(18,23),-0.0373199 # DEPENDENCYPART_SIBL
(18,11),(18,25),-0.00317267 # DEPENDENCYPART_SIBL
(18,11),(18,26),-0.301241 # DEPENDENCYPART_SIBL
(18,11),(18,27),-0.0380325 # DEPENDENCYPART_SIBL
(18,11),(18,28),-0.0422709 # DEPENDENCYPART_SIBL
(18,11),(18,31),-0.00203914 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.0484599 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.0303394 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.230231 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.0383775 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.179686 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.133211 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.170918 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.0732986 # DEPENDENCYPART_SIBL
(18,12),(18,22),0.0844336 # DEPENDENCYPART_SIBL
(18,12),(18,23),-0.0375126 # DEPENDENCYPART_SIBL
(18,12),(18,25),-0.00921341 # DEPENDENCYPART_SIBL
(18,12),(18,26),-0.135987 # DEPENDENCYPART_SIBL
(18,12),(18,27),-0.0447759 # DEPENDENCYPART_SIBL
(18,12),(18,28),-0.00291548 # DEPENDENCYPART_SIBL
(18,12),(18,31),-0.00359686 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.571697 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.369106 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.566965 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.126012 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.184379 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.190602 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.0968313 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.00932168 # DEPENDENCYPART_SIBL
(18,13),(18,23),-0.0499903 # DEPENDENCYPART_SIBL
(18,13),(18,25),-0.070541 # DEPENDENCYPART_SIBL
(18,13),(18,26),-0.290651 # DEPENDENCYPART_SIBL
(18,13),(18,27),-0.0526085 # DEPENDENCYPART_SIBL
(18,13),(18,28),-0.133455 # DEPENDENCYPART_SIBL
(18,13),(18,31),-0.0268571 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.35496 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.550524 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.106478 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.14976 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.164212 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0617222 # DEPENDENCYPART_SIBL
(18,14),(18,22),0.0326645 # DEPENDENCYPART_SIBL
(18,14),(18,23),-0.0114409 # DEPENDENCYPART_SIBL
(18,14),(18,25),-0.0354305 # DEPENDENCYPART_SIBL
(18,14),(18,26),-0.210546 # DEPENDENCYPART_SIBL
(18,14),(18,27),-0.014059 # DEPENDENCYPART_SIBL
(18,14),(18,28),-0.0818298 # DEPENDENCYPART_SIBL
(18,14),(18,31),0.0706631 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.032801 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0395403 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.222998 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.150936 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.0640107 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.00226681 # DEPENDENCYPART_SIBL
(18,15),(18,23),-0.0283324 # DEPENDENCYPART_SIBL
(18,15),(18,25),-0.0294088 # DEPENDENCYPART_SIBL
(18,15),(18,26),-0.26859 # DEPENDENCYPART_SIBL
(18,15),(18,27),-0.0283635 # DEPENDENCYPART_SIBL
(18,15),(18,28),-0.0173528 # DEPENDENCYPART_SIBL
(18,15),(18,31),0.116008 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.105823 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.16438 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.177565 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0748185 # DEPENDENCYPART_SIBL
(18,16),(18,22),0.0143466 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.029266 # DEPENDENCYPART_SIBL
(18,16),(18,25),-0.0485281 # DEPENDENCYPART_SIBL
(18,16),(18,26),-0.246012 # DEPENDENCYPART_SIBL
(18,16),(18,27),-0.0318841 # DEPENDENCYPART_SIBL
(18,16),(18,28),-0.110432 # DEPENDENCYPART_SIBL
(18,16),(18,31),0.030135 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.094654 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.0079332 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.0467152 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.0447224 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.11684 # DEPENDENCYPART_SIBL
(18,17),(18,25),0.0975126 # DEPENDENCYPART_SIBL
(18,17),(18,26),-0.248478 # DEPENDENCYPART_SIBL
(18,17),(18,27),-0.131773 # DEPENDENCYPART_SIBL
(18,17),(18,28),-0.0837438 # DEPENDENCYPART_SIBL
(18,17),(18,31),0.01006 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.232771 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.246481 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.420685 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.131875 # DEPENDENCYPART_SIBL
(18,19),(18,25),-0.202639 # DEPENDENCYPART_SIBL
(18,19),(18,26),-0.233003 # DEPENDENCYPART_SIBL
(18,19),(18,27),-0.13188 # DEPENDENCYPART_SIBL
(18,19),(18,28),-0.119145 # DEPENDENCYPART_SIBL
(18,19),(18,31),-0.323275 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.16945 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.504902 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.0402261 # DEPENDENCYPART_SIBL
(18,20),(18,25),-0.120269 # DEPENDENCYPART_SIBL
(18,20),(18,26),-0.141193 # DEPENDENCYPART_SIBL
(18,20),(18,27),-0.0390923 # DEPENDENCYPART_SIBL
(18,20),(18,28),0.0444085 # DEPENDENCYPART_SIBL
(18,20),(18,31),-0.0680305 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.496903 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.0792757 # DEPENDENCYPART_SIBL
(18,21),(18,25),-0.14669 # DEPENDENCYPART_SIBL
(18,21),(18,26),-0.0922608 # DEPENDENCYPART_SIBL
(18,21),(18,27),-0.0792296 # DEPENDENCYPART_SIBL
(18,21),(18,28),0.0453778 # DEPENDENCYPART_SIBL
(18,21),(18,31),-0.0572598 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.194307 # DEPENDENCYPART_SIBL
(18,22),(18,25),-0.180846 # DEPENDENCYPART_SIBL
(18,22),(18,26),-0.297004 # DEPENDENCYPART_SIBL
(18,22),(18,27),-0.194309 # DEPENDENCYPART_SIBL
(18,22),(18,28),-0.146254 # DEPENDENCYPART_SIBL
(18,22),(18,31),0.0148548 # DEPENDENCYPART_SIBL
(18,23),(18,25),-0.260224 # DEPENDENCYPART_SIBL
(18,23),(18,26),-0.229377 # DEPENDENCYPART_SIBL
(18,23),(18,27),-0.466804 # DEPENDENCYPART_SIBL
(18,23),(18,28),-0.134487 # DEPENDENCYPART_SIBL
(18,23),(18,31),0.00628428 # DEPENDENCYPART_SIBL
(18,25),(18,26),-0.154085 # DEPENDENCYPART_SIBL
(18,25),(18,27),-0.111065 # DEPENDENCYPART_SIBL
(18,25),(18,28),-0.0425931 # DEPENDENCYPART_SIBL
(18,25),(18,31),-0.0829691 # DEPENDENCYPART_SIBL
(18,26),(18,27),-0.326801 # DEPENDENCYPART_SIBL
(18,26),(18,28),-0.27636 # DEPENDENCYPART_SIBL
(18,26),(18,31),-0.237974 # DEPENDENCYPART_SIBL
(18,27),(18,28),-0.134743 # DEPENDENCYPART_SIBL
(18,27),(18,31),-0.00835469 # DEPENDENCYPART_SIBL
(18,28),(18,31),-0.0758254 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.0670726 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.493905 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.00192908 # DEPENDENCYPART_SIBL
(21,16),(21,25),-0.0423552 # DEPENDENCYPART_SIBL
(21,16),(21,26),-0.119531 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.143697 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.0840039 # DEPENDENCYPART_SIBL
(21,18),(21,25),-0.00956921 # DEPENDENCYPART_SIBL
