# _root_ But then it shot upward 7 1\/2 as Goldman , Sachs & Co. stepped in and bought , traders said .
#goldHeads=4,4,4,20,4,7,5,4,14,9,9,11,12,8,14,14,16,20,20,0,20,
#predictedHeads=4,4,4,20,4,7,5,4,8,9,9,11,12,20,14,14,16,20,20,0,20,
(5,4),(5,10),0.115242 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.0290963 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.0360059 # DEPENDENCYPART_SIBL
(5,4),(5,14),-0.0249496 # DEPENDENCYPART_SIBL
(5,4),(5,15),-0.0313557 # DEPENDENCYPART_SIBL
(5,4),(5,16),-0.0487168 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0132121 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0492699 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0850541 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.0465315 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.084577 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.0206635 # DEPENDENCYPART_SIBL
(5,6),(5,14),-0.0679501 # DEPENDENCYPART_SIBL
(5,6),(5,15),0.0298334 # DEPENDENCYPART_SIBL
(5,6),(5,16),0.021123 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.071832 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.08145 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.0324292 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.0809729 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.0463758 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.0605861 # DEPENDENCYPART_SIBL
(5,7),(5,15),4.46632e-05 # DEPENDENCYPART_SIBL
(5,7),(5,16),-0.031829 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.0874114 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.0306885 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.0878434 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.0979368 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.0391806 # DEPENDENCYPART_SIBL
(5,8),(5,15),0.141993 # DEPENDENCYPART_SIBL
(5,8),(5,16),0.167821 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0351761 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.17891 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.0711617 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.0927936 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.047448 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.0120588 # DEPENDENCYPART_SIBL
(5,10),(5,11),0.231896 # DEPENDENCYPART_SIBL
(5,10),(5,12),0.527696 # DEPENDENCYPART_SIBL
(5,10),(5,14),0.399858 # DEPENDENCYPART_SIBL
(5,10),(5,15),0.210985 # DEPENDENCYPART_SIBL
(5,10),(5,16),0.549089 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.0825345 # DEPENDENCYPART_SIBL
(5,11),(5,14),-0.0980347 # DEPENDENCYPART_SIBL
(5,11),(5,15),-0.0423429 # DEPENDENCYPART_SIBL
(5,11),(5,16),-0.0291362 # DEPENDENCYPART_SIBL
(5,12),(5,14),-0.0227464 # DEPENDENCYPART_SIBL
(5,12),(5,15),0.0785765 # DEPENDENCYPART_SIBL
(5,12),(5,16),-0.604521 # DEPENDENCYPART_SIBL
(5,14),(5,15),0.0358037 # DEPENDENCYPART_SIBL
(5,14),(5,16),0.100385 # DEPENDENCYPART_SIBL
(5,15),(5,16),-0.0282368 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.0661171 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0714539 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.0145177 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.0246393 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0617462 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.0570195 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0796482 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.0425073 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.0796488 # DEPENDENCYPART_SIBL
(6,1),(6,12),-0.0197499 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.253598 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0724485 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0217004 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0155285 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.0822003 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.0208096 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.0938858 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.0255835 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.0371433 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.00943708 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.119743 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0409508 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.0290222 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0684474 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0130888 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.068446 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.111668 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0648406 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0376996 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.00371195 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.000849121 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.0162712 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.00100175 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.0495687 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0132791 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.102526 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0276515 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0620941 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0324253 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.0240448 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.099651 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0443253 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.011567 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0438481 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.054039 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.0475649 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.0557464 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.0479968 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.0140729 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0389956 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.125024 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0698877 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.461413 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.521749 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0812605 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.0663474 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0714578 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.0145142 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.0248697 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.00540722 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.0653011 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0815631 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.0438268 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.0815636 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.0180586 # DEPENDENCYPART_SIBL
(7,1),(7,14),-0.0230555 # DEPENDENCYPART_SIBL
(7,1),(7,18),0.0438268 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.250913 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0697636 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0192421 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.127513 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.0892464 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0239477 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.0930754 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0287216 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.037349 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.0228493 # DEPENDENCYPART_SIBL
(7,2),(7,18),0.0930754 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.00943666 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.119969 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0475929 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0361023 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.071533 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0138524 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0715317 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.111826 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0291495 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.0138524 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0646157 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0234151 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0107899 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.00223871 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0155054 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.00208608 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0497289 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0561061 # DEPENDENCYPART_SIBL
(7,4),(7,18),0.0155054 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.136187 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.109572 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0307895 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0612838 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0355634 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0242504 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0126779 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.0612838 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0934223 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0511773 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0592418 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0511094 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0904116 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.0341516 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.0592418 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0448267 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0514144 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0452586 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.0156215 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0493307 # DEPENDENCYPART_SIBL
(7,8),(7,18),0.0514144 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0323464 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.128907 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0694784 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0705162 # DEPENDENCYPART_SIBL
(7,9),(7,18),0.0323464 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.47659 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.541639 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.522987 # DEPENDENCYPART_SIBL
(7,10),(7,18),0.268938 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0808512 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.0757573 # DEPENDENCYPART_SIBL
(7,11),(7,18),0.0383814 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0262472 # DEPENDENCYPART_SIBL
(7,12),(7,18),0.130639 # DEPENDENCYPART_SIBL
(7,14),(7,18),0.204119 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.33841 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.0663065 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0677542 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0152103 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.118183 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0150616 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0611216 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.022931 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.0592225 # DEPENDENCYPART_SIBL
(8,1),(8,17),0.0139799 # DEPENDENCYPART_SIBL
(8,1),(8,20),0.099739 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0642138 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0518995 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0184345 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0412392 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.023059 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.144537 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.00680039 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.119798 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.00508678 # DEPENDENCYPART_SIBL
(8,5),(8,20),0.0319298 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0225606 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0310157 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0627022 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0310971 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0151285 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.00641683 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0241266 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0128195 # DEPENDENCYPART_SIBL
(8,6),(8,20),0.0310277 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0317183 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0720515 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0317997 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0434961 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0106531 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0740914 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.0170558 # DEPENDENCYPART_SIBL
(8,7),(8,20),0.0267902 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.105416 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.646104 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.22886 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.713071 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.108857 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.737993 # DEPENDENCYPART_SIBL
(8,9),(8,20),-0.655346 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0109905 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.334775 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0406029 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.361538 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0856755 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.119277 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.239999 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.718083 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.125696 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.743005 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.660359 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.387997 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.56489 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.401924 # DEPENDENCYPART_SIBL
(8,12),(8,20),-0.350805 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.148896 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.801088 # DEPENDENCYPART_SIBL
(8,14),(8,20),-0.823912 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.352399 # DEPENDENCYPART_SIBL
(8,16),(8,20),-0.309754 # DEPENDENCYPART_SIBL
(8,17),(8,20),-0.832669 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0997467 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0874094 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.134439 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0388841 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0192009 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.046309 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0955676 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0154786 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0256191 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.00300158 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.0160842 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.0388841 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.00307178 # DEPENDENCYPART_SIBL
(9,5),(9,20),0.0443202 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.093405 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0145089 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.00860937 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0198222 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.204803 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0757677 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.043747 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0310606 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.125043 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.0476826 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.00860937 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.018744 # DEPENDENCYPART_SIBL
(9,6),(9,20),0.0764716 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0123746 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0102345 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0150059 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.170881 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0709461 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0324899 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.011585 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.0694895 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.0364255 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.0102345 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.0158453 # DEPENDENCYPART_SIBL
(9,7),(9,20),0.0652135 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.119903 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0980234 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0501058 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0416441 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.030363 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0140887 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.084278 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.028949 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.119903 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.0457619 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.00712342 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.666418 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.487531 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.472517 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.468992 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.258637 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.485929 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.454509 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.0487095 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.417937 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.296206 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.209939 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.191811 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.112823 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0526886 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0655146 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.115062 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.063904 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0305984 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.113086 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.319611 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0496632 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0748963 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.858138 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0455832 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.0177793 # DEPENDENCYPART_SIBL
(9,12),(9,19),0.0824932 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.0462817 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0383576 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0246472 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.156928 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0413078 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0185427 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.00470543 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.0373558 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.00470776 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.101675 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.269804 # DEPENDENCYPART_SIBL
(9,14),(9,18),0.43198 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.00437603 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.34516 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.0339193 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.0134622 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.0429972 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.102091 # DEPENDENCYPART_SIBL
(9,15),(9,20),-0.0318821 # DEPENDENCYPART_SIBL
(9,16),(9,17),0.017167 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.101252 # DEPENDENCYPART_SIBL
(9,16),(9,19),0.165673 # DEPENDENCYPART_SIBL
(9,16),(9,20),0.00505816 # DEPENDENCYPART_SIBL
(9,17),(9,18),0.409973 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.00539921 # DEPENDENCYPART_SIBL
(9,17),(9,20),-0.349078 # DEPENDENCYPART_SIBL
(9,18),(9,19),0.417937 # DEPENDENCYPART_SIBL
(9,18),(9,20),0.296206 # DEPENDENCYPART_SIBL
(9,19),(9,20),-0.0912 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0934054 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0145186 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.12358 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.00280754 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.190197 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0633218 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.0414645 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.0248263 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.112648 # DEPENDENCYPART_SIBL
(11,6),(11,17),0.0454001 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0229146 # DEPENDENCYPART_SIBL
(11,6),(11,19),0.0182359 # DEPENDENCYPART_SIBL
(11,6),(11,20),0.0741891 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0123843 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.123434 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.00720397 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.156276 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0585002 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0302073 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.00535068 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.0570941 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.0341429 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0212895 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.0153372 # DEPENDENCYPART_SIBL
(11,7),(11,20),0.062931 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0579622 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.365735 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.065569 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0554634 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0334725 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.00702746 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0975157 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0320585 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.152287 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.0470969 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.0102329 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.356159 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0445821 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.228402 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0294653 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0758244 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.029564 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0363947 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.000352499 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.00869647 # DEPENDENCYPART_SIBL
(11,9),(11,20),-0.037949 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.367291 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.116922 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0518513 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.000772622 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.234216 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0563719 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.05337 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.105498 # DEPENDENCYPART_SIBL
(11,10),(11,20),0.408231 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.340394 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0687175 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0464367 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.895324 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0646375 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0352477 # DEPENDENCYPART_SIBL
(11,12),(11,19),0.0423358 # DEPENDENCYPART_SIBL
