# _root_ Now in its 13th day , the strike has idled about 55,000 machinists and has started to delay delivery of some jetliners .
#goldHeads=2,9,5,5,2,9,8,9,0,9,13,11,10,9,14,15,16,17,18,19,22,20,9,
#predictedHeads=9,9,5,5,2,9,8,9,0,9,13,11,10,9,14,15,16,17,18,19,22,20,9,
(8,5),(8,14),0.0342709 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0156161 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0508941 # DEPENDENCYPART_SIBL
(8,5),(8,20),-0.0185672 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0489388 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0635324 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0544889 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0942418 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0199725 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.035244 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0635324 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.0195579 # DEPENDENCYPART_SIBL
(8,6),(8,20),0.0498168 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.32599 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0990743 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0708725 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0402384 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0566979 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.32599 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.0561314 # DEPENDENCYPART_SIBL
(8,7),(8,20),0.465768 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0583178 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0138609 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0137842 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.118054 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.142973 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0644867 # DEPENDENCYPART_SIBL
(8,9),(8,20),0.116382 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.147971 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.025416 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.12113 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.0402248 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.225293 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.064457 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0219429 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.0145204 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0249115 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0420376 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.0626903 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0133047 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.111447 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.0690125 # DEPENDENCYPART_SIBL
(8,13),(8,20),-0.067077 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0665257 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.083032 # DEPENDENCYPART_SIBL
(8,14),(8,20),0.156741 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0644867 # DEPENDENCYPART_SIBL
(8,15),(8,20),0.116382 # DEPENDENCYPART_SIBL
(8,16),(8,20),-0.0437816 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.0627205 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.0872696 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0138299 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.0236496 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.279306 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0415316 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0557307 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0364256 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.07717 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0472176 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.00103217 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0584781 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0943146 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0829798 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.220041 # DEPENDENCYPART_SIBL
(9,1),(9,23),0.0443645 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.0144926 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.0942602 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0203559 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.283056 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0439695 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.000111362 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.00885693 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.245305 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0325895 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0828787 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0294477 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.0485451 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.0502746 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.0560734 # DEPENDENCYPART_SIBL
(9,2),(9,23),0.0543631 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.0241696 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0998883 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0471366 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.259712 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0667803 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.114434 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.131588 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.050492 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0137128 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0245653 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0728382 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.171538 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.131873 # DEPENDENCYPART_SIBL
(9,3),(9,23),-0.113263 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.119616 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0902326 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.344104 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0822052 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0422964 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0345866 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0380587 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.000971531 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.020368 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0376223 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0997537 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.0293946 # DEPENDENCYPART_SIBL
(9,4),(9,23),0.0322091 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0680144 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.566202 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.840543 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0369343 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.134906 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0345779 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0172811 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0337124 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0431838 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.120722 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0365316 # DEPENDENCYPART_SIBL
(9,5),(9,23),-0.0125585 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.14854 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0885778 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0515255 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0755293 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0407599 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0610431 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0444073 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0625559 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0599673 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.197299 # DEPENDENCYPART_SIBL
(9,6),(9,23),0.0903759 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.239608 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0824442 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.24161 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.117141 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.145012 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.101343 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0144267 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.151496 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.203727 # DEPENDENCYPART_SIBL
(9,7),(9,23),-0.204456 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.00822345 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.12946 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.016382 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.00263012 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.00513891 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0265577 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0664844 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0129564 # DEPENDENCYPART_SIBL
(9,8),(9,23),0.0235235 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.395526 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.246439 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.540589 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0841837 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0902008 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.65861 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.355996 # DEPENDENCYPART_SIBL
(9,10),(9,23),0.0645972 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0707452 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.33576 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0643791 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0317891 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.0747267 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.151368 # DEPENDENCYPART_SIBL
(9,11),(9,23),-0.244021 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.362206 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0130081 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.00197024 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.115571 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0920969 # DEPENDENCYPART_SIBL
(9,12),(9,23),-0.0268347 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0258551 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.00592251 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0691652 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0105318 # DEPENDENCYPART_SIBL
(9,13),(9,23),-0.00305816 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0660483 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.025478 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.132544 # DEPENDENCYPART_SIBL
(9,14),(9,23),1.40966e-06 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.20258 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.267851 # DEPENDENCYPART_SIBL
(9,15),(9,23),0.0225919 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.400675 # DEPENDENCYPART_SIBL
(9,16),(9,23),0.0620715 # DEPENDENCYPART_SIBL
(9,17),(9,23),-0.039945 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.0168243 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.0381195 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.0358883 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.0192977 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.0349474 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.00314753 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0373576 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.0503073 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.000635254 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.036531 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.0565125 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0687198 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.0184897 # DEPENDENCYPART_SIBL
(10,1),(10,18),-0.110378 # DEPENDENCYPART_SIBL
(10,1),(10,19),-0.0495898 # DEPENDENCYPART_SIBL
(10,1),(10,20),-0.107761 # DEPENDENCYPART_SIBL
(10,1),(10,22),0.000643318 # DEPENDENCYPART_SIBL
(10,1),(10,23),0.114391 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.016079 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.295011 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.040146 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.0146122 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.0734206 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.0413023 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.0102853 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.00933159 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.017586 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.0511696 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.0259563 # DEPENDENCYPART_SIBL
(10,2),(10,17),0.0623849 # DEPENDENCYPART_SIBL
(10,2),(10,18),-0.0207197 # DEPENDENCYPART_SIBL
(10,2),(10,19),0.0497099 # DEPENDENCYPART_SIBL
(10,2),(10,20),-0.0178407 # DEPENDENCYPART_SIBL
(10,2),(10,22),0.00933262 # DEPENDENCYPART_SIBL
(10,2),(10,23),0.0721171 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.108394 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.211074 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.123861 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.057898 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0726518 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0287803 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0382654 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.0888782 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0420734 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0290332 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.0377774 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.0528988 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.0147258 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.101016 # DEPENDENCYPART_SIBL
(10,5),(10,22),0.0386201 # DEPENDENCYPART_SIBL
(10,5),(10,23),0.156466 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0190396 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.110898 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0323768 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.00159906 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0517295 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0248037 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0649867 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0404818 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0288238 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.00583543 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.0562726 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.0173669 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.0717598 # DEPENDENCYPART_SIBL
(10,6),(10,22),0.0248349 # DEPENDENCYPART_SIBL
(10,6),(10,23),0.137091 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0767286 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0117116 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0841066 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0628025 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0294863 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.139473 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.141227 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.0561051 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.132292 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.0650968 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.0186144 # DEPENDENCYPART_SIBL
(10,7),(10,20),0.270993 # DEPENDENCYPART_SIBL
(10,7),(10,22),-0.0326811 # DEPENDENCYPART_SIBL
(10,7),(10,23),-0.0480861 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0596733 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0763539 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0241491 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0454257 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0621478 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0392087 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.00702138 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.0445318 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.0468524 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.00697901 # DEPENDENCYPART_SIBL
(10,8),(10,20),-0.0711554 # DEPENDENCYPART_SIBL
(10,8),(10,22),0.0457804 # DEPENDENCYPART_SIBL
(10,8),(10,23),0.16606 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0793567 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0635488 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0363605 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0387385 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0806599 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.00281085 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.148294 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.0743838 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.0426076 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.0878394 # DEPENDENCYPART_SIBL
(10,9),(10,22),-0.0363512 # DEPENDENCYPART_SIBL
(10,9),(10,23),0.0844316 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0321201 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.212392 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0170583 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0937987 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0362465 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.00612614 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.0045099 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.219011 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.220246 # DEPENDENCYPART_SIBL
(10,11),(10,22),-0.212267 # DEPENDENCYPART_SIBL
(10,11),(10,23),-0.119862 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.237396 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.00353221 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0671727 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0638039 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.0692543 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.0251769 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.129702 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.0587863 # DEPENDENCYPART_SIBL
(10,12),(10,22),-0.237396 # DEPENDENCYPART_SIBL
(10,12),(10,23),-0.0187518 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0429012 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0754694 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.0112094 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.135192 # DEPENDENCYPART_SIBL
(10,13),(10,18),0.0923217 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.119248 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.0213092 # DEPENDENCYPART_SIBL
(10,13),(10,22),-0.291628 # DEPENDENCYPART_SIBL
(10,13),(10,23),0.112153 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0852835 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.00946753 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0331596 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.106292 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.0849003 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.0159403 # DEPENDENCYPART_SIBL
(10,14),(10,22),-0.0058769 # DEPENDENCYPART_SIBL
(10,14),(10,23),0.023058 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.131758 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.12726 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.0877208 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.174404 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.10904 # DEPENDENCYPART_SIBL
(10,15),(10,22),-0.199181 # DEPENDENCYPART_SIBL
(10,15),(10,23),0.082349 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.179857 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.125543 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.315791 # DEPENDENCYPART_SIBL
(10,16),(10,20),-0.194146 # DEPENDENCYPART_SIBL
(10,16),(10,22),-0.26385 # DEPENDENCYPART_SIBL
(10,16),(10,23),0.103423 # DEPENDENCYPART_SIBL
(10,17),(10,18),-0.103575 # DEPENDENCYPART_SIBL
(10,17),(10,19),-0.10283 # DEPENDENCYPART_SIBL
(10,17),(10,20),-0.172047 # DEPENDENCYPART_SIBL
(10,17),(10,22),-0.172391 # DEPENDENCYPART_SIBL
(10,17),(10,23),0.0398804 # DEPENDENCYPART_SIBL
(10,18),(10,19),-0.230377 # DEPENDENCYPART_SIBL
(10,18),(10,20),-0.112036 # DEPENDENCYPART_SIBL
(10,18),(10,22),-0.185301 # DEPENDENCYPART_SIBL
(10,18),(10,23),-0.00350972 # DEPENDENCYPART_SIBL
(10,19),(10,20),-0.0807098 # DEPENDENCYPART_SIBL
(10,19),(10,22),-0.298446 # DEPENDENCYPART_SIBL
(10,19),(10,23),0.0378374 # DEPENDENCYPART_SIBL
(10,20),(10,22),-0.189167 # DEPENDENCYPART_SIBL
(10,20),(10,23),-0.153691 # DEPENDENCYPART_SIBL
(10,22),(10,23),0.112326 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.0386354 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.0667824 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.00980678 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.052876 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.084065 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.0350919 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.00318949 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.0121763 # DEPENDENCYPART_SIBL
(11,2),(11,19),0.0143223 # DEPENDENCYPART_SIBL
(11,2),(11,20),-0.0505232 # DEPENDENCYPART_SIBL
(11,2),(11,23),-0.00298406 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.013338 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0178349 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0364478 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.00849657 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.00165936 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.0162661 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0609773 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.0294917 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.0498296 # DEPENDENCYPART_SIBL
(11,8),(11,23),-0.0204777 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.108794 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0348069 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.000810874 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0714336 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0706516 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0817214 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.00080477 # DEPENDENCYPART_SIBL
(11,10),(11,20),0.0328154 # DEPENDENCYPART_SIBL
(11,10),(11,23),0.11339 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.139151 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0742828 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0448318 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0112247 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.167344 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0175028 # DEPENDENCYPART_SIBL
(11,12),(11,20),0.153453 # DEPENDENCYPART_SIBL
(11,12),(11,23),-0.00428161 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0189395 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.06986 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0321112 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.216524 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.126886 # DEPENDENCYPART_SIBL
(11,13),(11,20),0.00531123 # DEPENDENCYPART_SIBL
(11,13),(11,23),-0.00590306 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.00713891 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.129334 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.0325446 # DEPENDENCYPART_SIBL
(11,14),(11,19),0.0194164 # DEPENDENCYPART_SIBL
(11,14),(11,20),0.152301 # DEPENDENCYPART_SIBL
(11,14),(11,23),-0.0222067 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.00417812 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.130869 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.00130805 # DEPENDENCYPART_SIBL
(11,15),(11,20),0.1538 # DEPENDENCYPART_SIBL
(11,15),(11,23),0.264769 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.0657547 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.151799 # DEPENDENCYPART_SIBL
(11,16),(11,20),0.0623312 # DEPENDENCYPART_SIBL
