# _root_ `` Markets in this region are n't so geared to leveraged buy-outs , and their economies generally are in good shape , but there 's no doubt that Asia is still following America 's lead . ''
#goldHeads=6,6,2,5,3,0,6,9,6,9,12,10,6,6,16,18,18,14,18,21,19,18,18,25,23,27,25,27,30,28,30,30,35,33,32,6,6,
#predictedHeads=6,6,2,5,3,0,6,9,6,9,12,10,6,6,16,18,18,14,18,21,19,18,18,25,23,27,25,27,30,28,30,30,35,33,32,6,6,
(14,20),(14,21),-0.595307 # DEPENDENCYPART_SIBL
(14,20),(14,23),-0.302348 # DEPENDENCYPART_SIBL
(14,20),(14,24),-0.269189 # DEPENDENCYPART_SIBL
(14,20),(14,25),-0.656646 # DEPENDENCYPART_SIBL
(14,20),(14,30),-0.820508 # DEPENDENCYPART_SIBL
(14,21),(14,23),-0.294735 # DEPENDENCYPART_SIBL
(14,21),(14,24),-0.243256 # DEPENDENCYPART_SIBL
(14,21),(14,25),-0.622963 # DEPENDENCYPART_SIBL
(14,21),(14,30),-0.768314 # DEPENDENCYPART_SIBL
(14,23),(14,24),-0.012551 # DEPENDENCYPART_SIBL
(14,23),(14,25),-0.28591 # DEPENDENCYPART_SIBL
(14,23),(14,30),-0.4473 # DEPENDENCYPART_SIBL
(14,24),(14,25),-0.395306 # DEPENDENCYPART_SIBL
(14,24),(14,30),-0.550572 # DEPENDENCYPART_SIBL
(14,25),(14,30),-1.05813 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.077875 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.128006 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.0444674 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.000496533 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.0154357 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.0548911 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.00824944 # DEPENDENCYPART_SIBL
(16,11),(16,22),-0.0100521 # DEPENDENCYPART_SIBL
(16,11),(16,23),0.00755195 # DEPENDENCYPART_SIBL
(16,11),(16,25),-0.100438 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.0732228 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0255969 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0444421 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.02557 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.0409938 # DEPENDENCYPART_SIBL
(16,12),(16,21),0.000678723 # DEPENDENCYPART_SIBL
(16,12),(16,22),-0.00662658 # DEPENDENCYPART_SIBL
(16,12),(16,23),0.0052991 # DEPENDENCYPART_SIBL
(16,12),(16,25),-0.0763429 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0529531 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.175761 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0260789 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.185639 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0169477 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.000633229 # DEPENDENCYPART_SIBL
(16,15),(16,23),-0.142949 # DEPENDENCYPART_SIBL
(16,15),(16,25),-0.121489 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0771592 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0415468 # DEPENDENCYPART_SIBL
(16,17),(16,20),7.29899e-05 # DEPENDENCYPART_SIBL
(16,17),(16,21),0.108951 # DEPENDENCYPART_SIBL
(16,17),(16,22),0.0017679 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.0493463 # DEPENDENCYPART_SIBL
(16,17),(16,25),-0.0556632 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.064879 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.105381 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.0363272 # DEPENDENCYPART_SIBL
(16,18),(16,22),0.192017 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.105565 # DEPENDENCYPART_SIBL
(16,18),(16,25),-0.282818 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.0224631 # DEPENDENCYPART_SIBL
(16,19),(16,21),0.0754924 # DEPENDENCYPART_SIBL
(16,19),(16,22),0.0425996 # DEPENDENCYPART_SIBL
(16,19),(16,23),0.125958 # DEPENDENCYPART_SIBL
(16,19),(16,25),-0.015264 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.0275821 # DEPENDENCYPART_SIBL
(16,20),(16,22),0.139375 # DEPENDENCYPART_SIBL
(16,20),(16,23),-0.000721231 # DEPENDENCYPART_SIBL
(16,20),(16,25),-0.0546281 # DEPENDENCYPART_SIBL
(16,21),(16,22),0.007701 # DEPENDENCYPART_SIBL
(16,21),(16,23),-0.0518735 # DEPENDENCYPART_SIBL
(16,21),(16,25),-0.10602 # DEPENDENCYPART_SIBL
(16,22),(16,23),0.66731 # DEPENDENCYPART_SIBL
(16,22),(16,25),0.21524 # DEPENDENCYPART_SIBL
(16,23),(16,25),-0.0586359 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0940656 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.058639 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0286491 # DEPENDENCYPART_SIBL
(18,1),(18,2),0.0203229 # DEPENDENCYPART_SIBL
(18,1),(18,3),-0.0652986 # DEPENDENCYPART_SIBL
(18,1),(18,4),0.00178147 # DEPENDENCYPART_SIBL
(18,1),(18,5),-0.0189708 # DEPENDENCYPART_SIBL
(18,1),(18,6),0.188841 # DEPENDENCYPART_SIBL
(18,1),(18,7),-0.0281506 # DEPENDENCYPART_SIBL
(18,1),(18,8),0.0407547 # DEPENDENCYPART_SIBL
(18,1),(18,9),-0.0129748 # DEPENDENCYPART_SIBL
(18,1),(18,10),-0.0682375 # DEPENDENCYPART_SIBL
(18,1),(18,11),-0.0106508 # DEPENDENCYPART_SIBL
(18,1),(18,12),0.00462439 # DEPENDENCYPART_SIBL
(18,1),(18,13),0.111235 # DEPENDENCYPART_SIBL
(18,1),(18,14),-0.116121 # DEPENDENCYPART_SIBL
(18,1),(18,15),-0.048735 # DEPENDENCYPART_SIBL
(18,1),(18,16),-0.014156 # DEPENDENCYPART_SIBL
(18,1),(18,17),-0.00417014 # DEPENDENCYPART_SIBL
(18,1),(18,19),0.0365308 # DEPENDENCYPART_SIBL
(18,1),(18,20),-0.0469044 # DEPENDENCYPART_SIBL
(18,1),(18,21),-0.0262032 # DEPENDENCYPART_SIBL
(18,1),(18,22),0.0434978 # DEPENDENCYPART_SIBL
(18,1),(18,23),0.194902 # DEPENDENCYPART_SIBL
(18,1),(18,24),-0.124476 # DEPENDENCYPART_SIBL
(18,1),(18,25),0.00456003 # DEPENDENCYPART_SIBL
(18,1),(18,27),-0.0370385 # DEPENDENCYPART_SIBL
(18,1),(18,29),0.0429599 # DEPENDENCYPART_SIBL
(18,1),(18,30),-0.136946 # DEPENDENCYPART_SIBL
(18,1),(18,31),0.0793078 # DEPENDENCYPART_SIBL
(18,1),(18,32),0.0234649 # DEPENDENCYPART_SIBL
(18,1),(18,35),-0.0263313 # DEPENDENCYPART_SIBL
(18,1),(18,36),0.195673 # DEPENDENCYPART_SIBL
(18,1),(18,37),0.467485 # DEPENDENCYPART_SIBL
(18,2),(18,3),-0.0492087 # DEPENDENCYPART_SIBL
(18,2),(18,4),-0.315289 # DEPENDENCYPART_SIBL
(18,2),(18,5),-0.416138 # DEPENDENCYPART_SIBL
(18,2),(18,6),-0.119187 # DEPENDENCYPART_SIBL
(18,2),(18,7),-0.110585 # DEPENDENCYPART_SIBL
(18,2),(18,8),-0.0613118 # DEPENDENCYPART_SIBL
(18,2),(18,9),-0.179128 # DEPENDENCYPART_SIBL
(18,2),(18,10),-0.293906 # DEPENDENCYPART_SIBL
(18,2),(18,11),-0.180349 # DEPENDENCYPART_SIBL
(18,2),(18,12),-1.08789 # DEPENDENCYPART_SIBL
(18,2),(18,13),-0.0153026 # DEPENDENCYPART_SIBL
(18,2),(18,14),-0.382005 # DEPENDENCYPART_SIBL
(18,2),(18,15),-0.297937 # DEPENDENCYPART_SIBL
(18,2),(18,16),-1.1051 # DEPENDENCYPART_SIBL
(18,2),(18,17),-0.0647003 # DEPENDENCYPART_SIBL
(18,2),(18,19),0.0264583 # DEPENDENCYPART_SIBL
(18,2),(18,20),0.0726659 # DEPENDENCYPART_SIBL
(18,2),(18,21),0.0200278 # DEPENDENCYPART_SIBL
(18,2),(18,22),0.0533006 # DEPENDENCYPART_SIBL
(18,2),(18,23),0.0258876 # DEPENDENCYPART_SIBL
(18,2),(18,24),-0.0320971 # DEPENDENCYPART_SIBL
(18,2),(18,25),0.0024458 # DEPENDENCYPART_SIBL
(18,2),(18,27),0.00951394 # DEPENDENCYPART_SIBL
(18,2),(18,29),-0.0150406 # DEPENDENCYPART_SIBL
(18,2),(18,30),-0.0331426 # DEPENDENCYPART_SIBL
(18,2),(18,31),0.0811944 # DEPENDENCYPART_SIBL
(18,2),(18,32),0.0425352 # DEPENDENCYPART_SIBL
(18,2),(18,35),0.0251104 # DEPENDENCYPART_SIBL
(18,2),(18,36),0.0499151 # DEPENDENCYPART_SIBL
(18,2),(18,37),0.0385785 # DEPENDENCYPART_SIBL
(18,3),(18,4),0.0492111 # DEPENDENCYPART_SIBL
(18,3),(18,5),-0.0179885 # DEPENDENCYPART_SIBL
(18,3),(18,6),0.0359593 # DEPENDENCYPART_SIBL
(18,3),(18,7),-0.055069 # DEPENDENCYPART_SIBL
(18,3),(18,8),-0.0382656 # DEPENDENCYPART_SIBL
(18,3),(18,9),-0.0410099 # DEPENDENCYPART_SIBL
(18,3),(18,10),-0.0211154 # DEPENDENCYPART_SIBL
(18,3),(18,11),-0.0415236 # DEPENDENCYPART_SIBL
(18,3),(18,12),0.0127689 # DEPENDENCYPART_SIBL
(18,3),(18,13),0.249165 # DEPENDENCYPART_SIBL
(18,3),(18,14),-0.200828 # DEPENDENCYPART_SIBL
(18,3),(18,15),0.00933255 # DEPENDENCYPART_SIBL
(18,3),(18,16),-0.000758481 # DEPENDENCYPART_SIBL
(18,3),(18,17),-0.00212294 # DEPENDENCYPART_SIBL
(18,3),(18,19),-0.0801609 # DEPENDENCYPART_SIBL
(18,3),(18,20),0.0285705 # DEPENDENCYPART_SIBL
(18,3),(18,21),-0.00365266 # DEPENDENCYPART_SIBL
(18,3),(18,22),-0.0523448 # DEPENDENCYPART_SIBL
(18,3),(18,23),-0.0519631 # DEPENDENCYPART_SIBL
(18,3),(18,24),-0.0314692 # DEPENDENCYPART_SIBL
(18,3),(18,25),-0.00178887 # DEPENDENCYPART_SIBL
(18,3),(18,27),-0.0207279 # DEPENDENCYPART_SIBL
(18,3),(18,29),-0.00297079 # DEPENDENCYPART_SIBL
(18,3),(18,30),-0.0413862 # DEPENDENCYPART_SIBL
(18,3),(18,31),0.109123 # DEPENDENCYPART_SIBL
(18,3),(18,32),0.0515862 # DEPENDENCYPART_SIBL
(18,3),(18,35),-0.0363978 # DEPENDENCYPART_SIBL
(18,3),(18,36),0.0338628 # DEPENDENCYPART_SIBL
(18,3),(18,37),0.00671717 # DEPENDENCYPART_SIBL
(18,4),(18,5),-0.361806 # DEPENDENCYPART_SIBL
(18,4),(18,6),-0.149563 # DEPENDENCYPART_SIBL
(18,4),(18,7),-0.258114 # DEPENDENCYPART_SIBL
(18,4),(18,8),-0.252618 # DEPENDENCYPART_SIBL
(18,4),(18,9),-0.0343764 # DEPENDENCYPART_SIBL
(18,4),(18,10),-0.386297 # DEPENDENCYPART_SIBL
(18,4),(18,11),-0.0560144 # DEPENDENCYPART_SIBL
(18,4),(18,12),-0.408457 # DEPENDENCYPART_SIBL
(18,4),(18,13),-0.161387 # DEPENDENCYPART_SIBL
(18,4),(18,14),-0.399438 # DEPENDENCYPART_SIBL
(18,4),(18,15),-0.318789 # DEPENDENCYPART_SIBL
(18,4),(18,16),-0.423531 # DEPENDENCYPART_SIBL
(18,4),(18,17),-0.245651 # DEPENDENCYPART_SIBL
(18,4),(18,19),-0.143167 # DEPENDENCYPART_SIBL
(18,4),(18,20),-0.111691 # DEPENDENCYPART_SIBL
(18,4),(18,21),-0.0781019 # DEPENDENCYPART_SIBL
(18,4),(18,22),-0.0760325 # DEPENDENCYPART_SIBL
(18,4),(18,23),-0.141905 # DEPENDENCYPART_SIBL
(18,4),(18,24),-0.124953 # DEPENDENCYPART_SIBL
(18,4),(18,25),-0.0295858 # DEPENDENCYPART_SIBL
(18,4),(18,27),-0.103436 # DEPENDENCYPART_SIBL
(18,4),(18,29),-0.181551 # DEPENDENCYPART_SIBL
(18,4),(18,30),-0.175099 # DEPENDENCYPART_SIBL
(18,4),(18,31),-0.0785445 # DEPENDENCYPART_SIBL
(18,4),(18,32),-0.1358 # DEPENDENCYPART_SIBL
(18,4),(18,35),-0.0904548 # DEPENDENCYPART_SIBL
(18,4),(18,36),-0.100633 # DEPENDENCYPART_SIBL
(18,4),(18,37),-0.0200578 # DEPENDENCYPART_SIBL
(18,5),(18,6),-0.121792 # DEPENDENCYPART_SIBL
(18,5),(18,7),-0.106613 # DEPENDENCYPART_SIBL
(18,5),(18,8),-0.100191 # DEPENDENCYPART_SIBL
(18,5),(18,9),-0.167899 # DEPENDENCYPART_SIBL
(18,5),(18,10),-0.225858 # DEPENDENCYPART_SIBL
(18,5),(18,11),-0.159774 # DEPENDENCYPART_SIBL
(18,5),(18,12),-0.614717 # DEPENDENCYPART_SIBL
(18,5),(18,13),-0.0536026 # DEPENDENCYPART_SIBL
(18,5),(18,14),-0.303652 # DEPENDENCYPART_SIBL
(18,5),(18,15),-0.209563 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.633406 # DEPENDENCYPART_SIBL
(18,5),(18,17),-0.079538 # DEPENDENCYPART_SIBL
(18,5),(18,19),-0.021606 # DEPENDENCYPART_SIBL
(18,5),(18,20),-0.0307354 # DEPENDENCYPART_SIBL
(18,5),(18,21),-0.0221823 # DEPENDENCYPART_SIBL
(18,5),(18,22),-0.00597212 # DEPENDENCYPART_SIBL
(18,5),(18,23),0.00610967 # DEPENDENCYPART_SIBL
(18,5),(18,24),-0.0100582 # DEPENDENCYPART_SIBL
(18,5),(18,25),-0.0299892 # DEPENDENCYPART_SIBL
(18,5),(18,27),-0.0253374 # DEPENDENCYPART_SIBL
(18,5),(18,29),-0.0319999 # DEPENDENCYPART_SIBL
(18,5),(18,30),-0.0829639 # DEPENDENCYPART_SIBL
(18,5),(18,31),0.0554213 # DEPENDENCYPART_SIBL
(18,5),(18,32),0.0421994 # DEPENDENCYPART_SIBL
(18,5),(18,35),-0.0312135 # DEPENDENCYPART_SIBL
(18,5),(18,36),-0.019999 # DEPENDENCYPART_SIBL
(18,5),(18,37),-0.0103719 # DEPENDENCYPART_SIBL
(18,6),(18,7),-0.0374705 # DEPENDENCYPART_SIBL
(18,6),(18,8),-0.0692151 # DEPENDENCYPART_SIBL
(18,6),(18,9),-0.0503617 # DEPENDENCYPART_SIBL
(18,6),(18,10),-0.107578 # DEPENDENCYPART_SIBL
(18,6),(18,11),-0.0508451 # DEPENDENCYPART_SIBL
(18,6),(18,12),-0.106298 # DEPENDENCYPART_SIBL
(18,6),(18,13),0.134879 # DEPENDENCYPART_SIBL
(18,6),(18,14),-0.15105 # DEPENDENCYPART_SIBL
(18,6),(18,15),-0.0705462 # DEPENDENCYPART_SIBL
(18,6),(18,16),-0.121369 # DEPENDENCYPART_SIBL
(18,6),(18,17),-0.064013 # DEPENDENCYPART_SIBL
(18,6),(18,19),-0.055308 # DEPENDENCYPART_SIBL
(18,6),(18,20),-0.00877981 # DEPENDENCYPART_SIBL
(18,6),(18,21),-0.0121306 # DEPENDENCYPART_SIBL
(18,6),(18,22),-0.030857 # DEPENDENCYPART_SIBL
(18,6),(18,23),-0.0264192 # DEPENDENCYPART_SIBL
(18,6),(18,24),-0.0290839 # DEPENDENCYPART_SIBL
(18,6),(18,25),-0.0573847 # DEPENDENCYPART_SIBL
(18,6),(18,27),-0.029142 # DEPENDENCYPART_SIBL
(18,6),(18,29),0.019353 # DEPENDENCYPART_SIBL
(18,6),(18,30),-0.1268 # DEPENDENCYPART_SIBL
(18,6),(18,31),0.0832684 # DEPENDENCYPART_SIBL
(18,6),(18,32),0.0155167 # DEPENDENCYPART_SIBL
(18,6),(18,35),-0.0218459 # DEPENDENCYPART_SIBL
(18,6),(18,36),0.048151 # DEPENDENCYPART_SIBL
(18,6),(18,37),-0.0282403 # DEPENDENCYPART_SIBL
(18,7),(18,8),-0.119877 # DEPENDENCYPART_SIBL
(18,7),(18,9),-0.0569141 # DEPENDENCYPART_SIBL
(18,7),(18,10),0.0191217 # DEPENDENCYPART_SIBL
(18,7),(18,11),-0.0571741 # DEPENDENCYPART_SIBL
(18,7),(18,12),0.00321371 # DEPENDENCYPART_SIBL
(18,7),(18,13),0.141497 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.12127 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.00301367 # DEPENDENCYPART_SIBL
(18,7),(18,16),-0.00834259 # DEPENDENCYPART_SIBL
(18,7),(18,17),-0.103699 # DEPENDENCYPART_SIBL
(18,7),(18,19),-0.0871618 # DEPENDENCYPART_SIBL
(18,7),(18,20),0.0149098 # DEPENDENCYPART_SIBL
(18,7),(18,21),-0.109483 # DEPENDENCYPART_SIBL
(18,7),(18,22),-0.106838 # DEPENDENCYPART_SIBL
(18,7),(18,23),-0.0264794 # DEPENDENCYPART_SIBL
(18,7),(18,24),-0.0802122 # DEPENDENCYPART_SIBL
(18,7),(18,25),-0.0839574 # DEPENDENCYPART_SIBL
(18,7),(18,27),-0.131405 # DEPENDENCYPART_SIBL
(18,7),(18,29),-0.0661439 # DEPENDENCYPART_SIBL
(18,7),(18,30),-0.105365 # DEPENDENCYPART_SIBL
(18,7),(18,31),-0.00895014 # DEPENDENCYPART_SIBL
(18,7),(18,32),-0.0324863 # DEPENDENCYPART_SIBL
(18,7),(18,35),-0.1201 # DEPENDENCYPART_SIBL
(18,7),(18,36),-0.0386817 # DEPENDENCYPART_SIBL
(18,7),(18,37),-0.0607316 # DEPENDENCYPART_SIBL
(18,8),(18,9),-0.0223608 # DEPENDENCYPART_SIBL
(18,8),(18,10),0.0442916 # DEPENDENCYPART_SIBL
(18,8),(18,11),-0.0226207 # DEPENDENCYPART_SIBL
(18,8),(18,12),0.0298673 # DEPENDENCYPART_SIBL
(18,8),(18,13),0.141708 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.0960388 # DEPENDENCYPART_SIBL
(18,8),(18,15),0.0226929 # DEPENDENCYPART_SIBL
(18,8),(18,16),0.018311 # DEPENDENCYPART_SIBL
(18,8),(18,17),-0.122763 # DEPENDENCYPART_SIBL
(18,8),(18,19),0.0932474 # DEPENDENCYPART_SIBL
(18,8),(18,20),0.0558866 # DEPENDENCYPART_SIBL
(18,8),(18,21),0.00752005 # DEPENDENCYPART_SIBL
(18,8),(18,22),0.0387789 # DEPENDENCYPART_SIBL
(18,8),(18,23),0.0835574 # DEPENDENCYPART_SIBL
(18,8),(18,24),-0.0164477 # DEPENDENCYPART_SIBL
(18,8),(18,25),0.0123829 # DEPENDENCYPART_SIBL
(18,8),(18,27),-0.0170335 # DEPENDENCYPART_SIBL
(18,8),(18,29),-0.0143383 # DEPENDENCYPART_SIBL
(18,8),(18,30),-0.0004186 # DEPENDENCYPART_SIBL
(18,8),(18,31),0.0839169 # DEPENDENCYPART_SIBL
(18,8),(18,32),0.0208832 # DEPENDENCYPART_SIBL
(18,8),(18,35),-0.00310798 # DEPENDENCYPART_SIBL
(18,8),(18,36),0.16509 # DEPENDENCYPART_SIBL
(18,8),(18,37),-0.00444081 # DEPENDENCYPART_SIBL
(18,9),(18,10),-0.0780144 # DEPENDENCYPART_SIBL
(18,9),(18,11),-0.00526676 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.0870476 # DEPENDENCYPART_SIBL
(18,9),(18,13),0.341498 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.108587 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.0549231 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.102208 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.0432525 # DEPENDENCYPART_SIBL
(18,9),(18,19),0.0113223 # DEPENDENCYPART_SIBL
(18,9),(18,20),-0.0105002 # DEPENDENCYPART_SIBL
(18,9),(18,21),-0.0487314 # DEPENDENCYPART_SIBL
(18,9),(18,22),-0.0800465 # DEPENDENCYPART_SIBL
(18,9),(18,23),-0.0143845 # DEPENDENCYPART_SIBL
(18,9),(18,24),-0.0422855 # DEPENDENCYPART_SIBL
(18,9),(18,25),-0.0239643 # DEPENDENCYPART_SIBL
(18,9),(18,27),-0.0642629 # DEPENDENCYPART_SIBL
(18,9),(18,29),0.00411363 # DEPENDENCYPART_SIBL
(18,9),(18,30),-0.0796081 # DEPENDENCYPART_SIBL
(18,9),(18,31),0.0260842 # DEPENDENCYPART_SIBL
(18,9),(18,32),0.00769277 # DEPENDENCYPART_SIBL
(18,9),(18,35),-0.0563613 # DEPENDENCYPART_SIBL
(18,9),(18,36),0.0370423 # DEPENDENCYPART_SIBL
(18,9),(18,37),-0.0244265 # DEPENDENCYPART_SIBL
(18,10),(18,11),0.0142685 # DEPENDENCYPART_SIBL
(18,10),(18,12),-0.0833814 # DEPENDENCYPART_SIBL
(18,10),(18,13),0.228663 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.0368469 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.0172244 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.0984524 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.022535 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.0942642 # DEPENDENCYPART_SIBL
(18,10),(18,20),-0.0352263 # DEPENDENCYPART_SIBL
(18,10),(18,21),-0.050992 # DEPENDENCYPART_SIBL
(18,10),(18,22),-0.195833 # DEPENDENCYPART_SIBL
(18,10),(18,23),-0.0690955 # DEPENDENCYPART_SIBL
(18,10),(18,24),-0.0726123 # DEPENDENCYPART_SIBL
(18,10),(18,25),-0.0548433 # DEPENDENCYPART_SIBL
(18,10),(18,27),-0.0668791 # DEPENDENCYPART_SIBL
(18,10),(18,29),-0.0796019 # DEPENDENCYPART_SIBL
(18,10),(18,30),-0.104933 # DEPENDENCYPART_SIBL
(18,10),(18,31),0.000478631 # DEPENDENCYPART_SIBL
(18,10),(18,32),-0.00333572 # DEPENDENCYPART_SIBL
(18,10),(18,35),-0.0616285 # DEPENDENCYPART_SIBL
(18,10),(18,36),0.0205985 # DEPENDENCYPART_SIBL
(18,10),(18,37),-0.0732986 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.0924468 # DEPENDENCYPART_SIBL
(18,11),(18,13),0.338241 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.109109 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.0554448 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.107595 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.0437742 # DEPENDENCYPART_SIBL
(18,11),(18,19),0.0176366 # DEPENDENCYPART_SIBL
(18,11),(18,20),-0.0123927 # DEPENDENCYPART_SIBL
(18,11),(18,21),-0.0390887 # DEPENDENCYPART_SIBL
(18,11),(18,22),-0.0689837 # DEPENDENCYPART_SIBL
(18,11),(18,23),-0.0174934 # DEPENDENCYPART_SIBL
(18,11),(18,24),-0.043205 # DEPENDENCYPART_SIBL
(18,11),(18,25),-0.0284014 # DEPENDENCYPART_SIBL
(18,11),(18,27),-0.0546203 # DEPENDENCYPART_SIBL
(18,11),(18,29),0.00646479 # DEPENDENCYPART_SIBL
(18,11),(18,30),-0.0840778 # DEPENDENCYPART_SIBL
(18,11),(18,31),0.0222952 # DEPENDENCYPART_SIBL
(18,11),(18,32),0.00652883 # DEPENDENCYPART_SIBL
(18,11),(18,35),-0.0467187 # DEPENDENCYPART_SIBL
(18,11),(18,36),0.034385 # DEPENDENCYPART_SIBL
(18,11),(18,37),-0.0365553 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.0240394 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.38065 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.2966 # DEPENDENCYPART_SIBL
(18,12),(18,16),-1.10366 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.07549 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.00219789 # DEPENDENCYPART_SIBL
(18,12),(18,20),0.0534858 # DEPENDENCYPART_SIBL
(18,12),(18,21),0.00604764 # DEPENDENCYPART_SIBL
(18,12),(18,22),-0.0171436 # DEPENDENCYPART_SIBL
(18,12),(18,23),-0.00451947 # DEPENDENCYPART_SIBL
(18,12),(18,24),-0.0494178 # DEPENDENCYPART_SIBL
(18,12),(18,25),0.00201058 # DEPENDENCYPART_SIBL
(18,12),(18,27),-0.0044662 # DEPENDENCYPART_SIBL
(18,12),(18,29),-0.0247156 # DEPENDENCYPART_SIBL
(18,12),(18,30),-0.0244521 # DEPENDENCYPART_SIBL
(18,12),(18,31),0.100556 # DEPENDENCYPART_SIBL
(18,12),(18,32),0.0148786 # DEPENDENCYPART_SIBL
(18,12),(18,35),0.0108808 # DEPENDENCYPART_SIBL
(18,12),(18,36),-0.00507207 # DEPENDENCYPART_SIBL
(18,12),(18,37),0.0135113 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.0331081 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.0200122 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.00504016 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.0340042 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.0188303 # DEPENDENCYPART_SIBL
(18,13),(18,20),0.0757714 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.00933308 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.0504552 # DEPENDENCYPART_SIBL
(18,13),(18,23),-0.202626 # DEPENDENCYPART_SIBL
(18,13),(18,24),-0.0789982 # DEPENDENCYPART_SIBL
(18,13),(18,25),-0.0427064 # DEPENDENCYPART_SIBL
(18,13),(18,27),-0.0387299 # DEPENDENCYPART_SIBL
(18,13),(18,29),-0.0403911 # DEPENDENCYPART_SIBL
(18,13),(18,30),0.008372 # DEPENDENCYPART_SIBL
(18,13),(18,31),0.0917949 # DEPENDENCYPART_SIBL
(18,13),(18,32),0.0381321 # DEPENDENCYPART_SIBL
(18,13),(18,35),-0.0747406 # DEPENDENCYPART_SIBL
(18,13),(18,36),0.0905751 # DEPENDENCYPART_SIBL
(18,13),(18,37),0.00687546 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.00442519 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.0123371 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.0434257 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.00715415 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.0691605 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.100487 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.0644855 # DEPENDENCYPART_SIBL
(18,14),(18,23),-0.118191 # DEPENDENCYPART_SIBL
(18,14),(18,24),-0.0238385 # DEPENDENCYPART_SIBL
(18,14),(18,25),-0.0236242 # DEPENDENCYPART_SIBL
(18,14),(18,27),-0.112691 # DEPENDENCYPART_SIBL
(18,14),(18,29),-0.0258761 # DEPENDENCYPART_SIBL
(18,14),(18,30),-0.047124 # DEPENDENCYPART_SIBL
(18,14),(18,31),0.0286704 # DEPENDENCYPART_SIBL
