# _root_ At Jefferies & Co. , J. Francis Palamara did n't reach the office until 5:30 a.m. , but then he had been up most of the night at home .
#goldHeads=9,1,2,3,9,8,8,9,0,9,9,13,11,11,16,14,9,9,18,21,19,21,22,22,24,27,25,22,28,9,
#predictedHeads=9,1,2,3,9,8,8,9,0,9,9,13,11,11,16,14,9,9,21,21,18,21,22,22,24,27,25,27,28,9,
(11,12),(11,28),-0.0658737 # DEPENDENCYPART_SIBL
(11,12),(11,30),-0.187685 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.154222 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0890384 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.285657 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0445929 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.0443064 # DEPENDENCYPART_SIBL
(11,13),(11,19),0.0222586 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.105564 # DEPENDENCYPART_SIBL
(11,13),(11,21),-0.156198 # DEPENDENCYPART_SIBL
(11,13),(11,22),-0.0274575 # DEPENDENCYPART_SIBL
(11,13),(11,23),0.0831358 # DEPENDENCYPART_SIBL
(11,13),(11,24),-0.0879357 # DEPENDENCYPART_SIBL
(11,13),(11,25),-0.0199337 # DEPENDENCYPART_SIBL
(11,13),(11,27),-0.272797 # DEPENDENCYPART_SIBL
(11,13),(11,28),0.180522 # DEPENDENCYPART_SIBL
(11,13),(11,30),-0.0995249 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.052732 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.215224 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.101417 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.0134822 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0367927 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.201781 # DEPENDENCYPART_SIBL
(11,14),(11,21),-0.174356 # DEPENDENCYPART_SIBL
(11,14),(11,22),-0.0874378 # DEPENDENCYPART_SIBL
(11,14),(11,23),0.0279109 # DEPENDENCYPART_SIBL
(11,14),(11,24),-0.139514 # DEPENDENCYPART_SIBL
(11,14),(11,25),-0.358229 # DEPENDENCYPART_SIBL
(11,14),(11,27),-0.125629 # DEPENDENCYPART_SIBL
(11,14),(11,28),-0.137422 # DEPENDENCYPART_SIBL
(11,14),(11,30),-0.035345 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.220423 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0298384 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0687814 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0214087 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.0945501 # DEPENDENCYPART_SIBL
(11,15),(11,21),-0.161582 # DEPENDENCYPART_SIBL
(11,15),(11,22),-0.115606 # DEPENDENCYPART_SIBL
(11,15),(11,23),0.0685462 # DEPENDENCYPART_SIBL
(11,15),(11,24),-0.0873408 # DEPENDENCYPART_SIBL
(11,15),(11,25),-0.0736825 # DEPENDENCYPART_SIBL
(11,15),(11,27),-0.197809 # DEPENDENCYPART_SIBL
(11,15),(11,28),-0.0543552 # DEPENDENCYPART_SIBL
(11,15),(11,30),-0.0941433 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0477931 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.0312967 # DEPENDENCYPART_SIBL
(11,16),(11,19),0.010179 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.126864 # DEPENDENCYPART_SIBL
(11,16),(11,21),-0.184609 # DEPENDENCYPART_SIBL
(11,16),(11,22),-0.0456542 # DEPENDENCYPART_SIBL
(11,16),(11,23),0.071088 # DEPENDENCYPART_SIBL
(11,16),(11,24),-0.109236 # DEPENDENCYPART_SIBL
(11,16),(11,25),-0.0569598 # DEPENDENCYPART_SIBL
(11,16),(11,27),-0.269899 # DEPENDENCYPART_SIBL
(11,16),(11,28),0.132448 # DEPENDENCYPART_SIBL
(11,16),(11,30),-0.110719 # DEPENDENCYPART_SIBL
(11,17),(11,18),0.722923 # DEPENDENCYPART_SIBL
(11,17),(11,19),0.468574 # DEPENDENCYPART_SIBL
(11,17),(11,20),0.00621657 # DEPENDENCYPART_SIBL
(11,17),(11,21),0.214351 # DEPENDENCYPART_SIBL
(11,17),(11,22),0.327761 # DEPENDENCYPART_SIBL
(11,17),(11,23),0.693998 # DEPENDENCYPART_SIBL
(11,17),(11,24),0.0520621 # DEPENDENCYPART_SIBL
(11,17),(11,25),0.350052 # DEPENDENCYPART_SIBL
(11,17),(11,27),0.20815 # DEPENDENCYPART_SIBL
(11,17),(11,28),0.239259 # DEPENDENCYPART_SIBL
(11,17),(11,30),-0.0283055 # DEPENDENCYPART_SIBL
(11,18),(11,19),0.0583896 # DEPENDENCYPART_SIBL
(11,18),(11,20),0.0835341 # DEPENDENCYPART_SIBL
(11,18),(11,21),-0.112042 # DEPENDENCYPART_SIBL
(11,18),(11,22),-0.0195096 # DEPENDENCYPART_SIBL
(11,18),(11,23),0.0274453 # DEPENDENCYPART_SIBL
(11,18),(11,24),-0.068971 # DEPENDENCYPART_SIBL
(11,18),(11,25),-0.0595454 # DEPENDENCYPART_SIBL
(11,18),(11,27),-0.0906679 # DEPENDENCYPART_SIBL
(11,18),(11,28),-0.0803229 # DEPENDENCYPART_SIBL
(11,18),(11,30),0.19263 # DEPENDENCYPART_SIBL
(11,19),(11,20),-0.135714 # DEPENDENCYPART_SIBL
(11,19),(11,21),-0.11027 # DEPENDENCYPART_SIBL
(11,19),(11,22),0.0840652 # DEPENDENCYPART_SIBL
(11,19),(11,23),-0.017264 # DEPENDENCYPART_SIBL
(11,19),(11,24),-0.0871962 # DEPENDENCYPART_SIBL
(11,19),(11,25),-0.0987359 # DEPENDENCYPART_SIBL
(11,19),(11,27),-0.137625 # DEPENDENCYPART_SIBL
(11,19),(11,28),0.0137154 # DEPENDENCYPART_SIBL
(11,19),(11,30),0.00604197 # DEPENDENCYPART_SIBL
(11,20),(11,21),-0.0945309 # DEPENDENCYPART_SIBL
(11,20),(11,22),-0.0183569 # DEPENDENCYPART_SIBL
(11,20),(11,23),0.121485 # DEPENDENCYPART_SIBL
(11,20),(11,24),-0.0409303 # DEPENDENCYPART_SIBL
(11,20),(11,25),-0.0142729 # DEPENDENCYPART_SIBL
(11,20),(11,27),-0.124093 # DEPENDENCYPART_SIBL
(11,20),(11,28),0.0327472 # DEPENDENCYPART_SIBL
(11,20),(11,30),-0.0856411 # DEPENDENCYPART_SIBL
(11,21),(11,22),-0.128936 # DEPENDENCYPART_SIBL
(11,21),(11,23),0.0134004 # DEPENDENCYPART_SIBL
(11,21),(11,24),-0.0940704 # DEPENDENCYPART_SIBL
(11,21),(11,25),-0.0906808 # DEPENDENCYPART_SIBL
(11,21),(11,27),-0.200921 # DEPENDENCYPART_SIBL
(11,21),(11,28),0.00162467 # DEPENDENCYPART_SIBL
(11,21),(11,30),0.0755562 # DEPENDENCYPART_SIBL
(11,22),(11,23),-0.211142 # DEPENDENCYPART_SIBL
(11,22),(11,24),-0.192981 # DEPENDENCYPART_SIBL
(11,22),(11,25),-0.276546 # DEPENDENCYPART_SIBL
(11,22),(11,27),-0.419616 # DEPENDENCYPART_SIBL
(11,22),(11,28),-0.145457 # DEPENDENCYPART_SIBL
(11,22),(11,30),0.0781382 # DEPENDENCYPART_SIBL
(11,23),(11,24),-0.112974 # DEPENDENCYPART_SIBL
(11,23),(11,25),-0.0831845 # DEPENDENCYPART_SIBL
(11,23),(11,27),-0.153552 # DEPENDENCYPART_SIBL
(11,23),(11,28),0.0969903 # DEPENDENCYPART_SIBL
(11,23),(11,30),-0.111195 # DEPENDENCYPART_SIBL
(11,24),(11,25),-0.0320867 # DEPENDENCYPART_SIBL
(11,24),(11,27),-0.0537144 # DEPENDENCYPART_SIBL
(11,24),(11,28),0.0795577 # DEPENDENCYPART_SIBL
(11,24),(11,30),-0.0328132 # DEPENDENCYPART_SIBL
(11,25),(11,27),-0.114605 # DEPENDENCYPART_SIBL
(11,25),(11,28),-0.181924 # DEPENDENCYPART_SIBL
(11,25),(11,30),-0.210167 # DEPENDENCYPART_SIBL
(11,27),(11,28),0.17067 # DEPENDENCYPART_SIBL
(11,27),(11,30),-0.0717329 # DEPENDENCYPART_SIBL
(11,28),(11,30),-0.037273 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.102298 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.1236 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.175278 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0706304 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0959012 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0240172 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.111336 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.0531265 # DEPENDENCYPART_SIBL
(13,10),(13,21),-0.117598 # DEPENDENCYPART_SIBL
(13,10),(13,22),0.0796522 # DEPENDENCYPART_SIBL
(13,10),(13,25),-0.1245 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.235576 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0710724 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0636316 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0650082 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0258331 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0704779 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.0152349 # DEPENDENCYPART_SIBL
(13,11),(13,21),-0.0181882 # DEPENDENCYPART_SIBL
(13,11),(13,22),0.0201293 # DEPENDENCYPART_SIBL
(13,11),(13,25),-0.0301652 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.101558 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0359708 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0977069 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.220498 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.135319 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.144325 # DEPENDENCYPART_SIBL
(13,12),(13,21),0.458246 # DEPENDENCYPART_SIBL
(13,12),(13,22),0.203952 # DEPENDENCYPART_SIBL
(13,12),(13,25),0.519167 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.104531 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.0224048 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.117696 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.0560025 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.0571709 # DEPENDENCYPART_SIBL
(13,14),(13,21),-0.0273483 # DEPENDENCYPART_SIBL
(13,14),(13,22),0.0500063 # DEPENDENCYPART_SIBL
(13,14),(13,25),-0.0424484 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0051951 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.0273108 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.104492 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.0393621 # DEPENDENCYPART_SIBL
(13,15),(13,21),-0.0496742 # DEPENDENCYPART_SIBL
(13,15),(13,22),-0.0409597 # DEPENDENCYPART_SIBL
(13,15),(13,25),0.0313516 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.00225113 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0695524 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.0650955 # DEPENDENCYPART_SIBL
(13,16),(13,21),-0.0454262 # DEPENDENCYPART_SIBL
(13,16),(13,22),-0.034069 # DEPENDENCYPART_SIBL
(13,16),(13,25),0.0653375 # DEPENDENCYPART_SIBL
(13,17),(13,18),0.647203 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.336826 # DEPENDENCYPART_SIBL
(13,17),(13,21),0.417429 # DEPENDENCYPART_SIBL
(13,17),(13,22),0.547067 # DEPENDENCYPART_SIBL
(13,17),(13,25),0.309515 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.0335434 # DEPENDENCYPART_SIBL
(13,18),(13,21),-0.0461785 # DEPENDENCYPART_SIBL
(13,18),(13,22),0.0023948 # DEPENDENCYPART_SIBL
(13,18),(13,25),0.0317021 # DEPENDENCYPART_SIBL
(13,19),(13,21),0.00749438 # DEPENDENCYPART_SIBL
(13,19),(13,22),0.108503 # DEPENDENCYPART_SIBL
(13,19),(13,25),0.0581782 # DEPENDENCYPART_SIBL
(13,21),(13,22),-0.0487934 # DEPENDENCYPART_SIBL
(13,21),(13,25),0.017186 # DEPENDENCYPART_SIBL
(13,22),(13,25),-0.0859019 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.019195 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.000130831 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0707848 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.0129704 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.131677 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0386856 # DEPENDENCYPART_SIBL
(14,10),(14,21),-0.108198 # DEPENDENCYPART_SIBL
(14,10),(14,22),0.0490542 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0841532 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0201001 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.00603658 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0906056 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0680128 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.0487288 # DEPENDENCYPART_SIBL
(14,13),(14,22),0.0202376 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.557229 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0487432 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.0597351 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.154873 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.524364 # DEPENDENCYPART_SIBL
(14,15),(14,22),-0.307509 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0766888 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.0458379 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.162555 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.656191 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.353949 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.895884 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.434843 # DEPENDENCYPART_SIBL
(14,17),(14,21),0.0663602 # DEPENDENCYPART_SIBL
(14,17),(14,22),0.189283 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.0286924 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.319474 # DEPENDENCYPART_SIBL
(14,18),(14,22),-0.0737697 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.384993 # DEPENDENCYPART_SIBL
(14,19),(14,22),-0.0684789 # DEPENDENCYPART_SIBL
(14,21),(14,22),-0.181747 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.179877 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0372803 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0557252 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0239175 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.0336095 # DEPENDENCYPART_SIBL
(15,13),(15,21),0.00377056 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0127912 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0701063 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.00568212 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.000538627 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.0354065 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.0648304 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.0264919 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.0751521 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.0381339 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.766516 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.581639 # DEPENDENCYPART_SIBL
(15,17),(15,21),0.474506 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.0786167 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.00534775 # DEPENDENCYPART_SIBL
(15,19),(15,21),0.0176386 # DEPENDENCYPART_SIBL
(16,1),(16,7),-0.0638676 # DEPENDENCYPART_SIBL
(16,1),(16,10),-0.0949705 # DEPENDENCYPART_SIBL
(16,1),(16,12),-0.126289 # DEPENDENCYPART_SIBL
(16,1),(16,13),-0.0142334 # DEPENDENCYPART_SIBL
(16,1),(16,14),-0.161704 # DEPENDENCYPART_SIBL
(16,1),(16,15),0.0103777 # DEPENDENCYPART_SIBL
(16,1),(16,17),-0.0656448 # DEPENDENCYPART_SIBL
(16,1),(16,18),-0.0294771 # DEPENDENCYPART_SIBL
(16,1),(16,19),-0.0344952 # DEPENDENCYPART_SIBL
(16,1),(16,20),-0.0859771 # DEPENDENCYPART_SIBL
(16,1),(16,21),-0.026172 # DEPENDENCYPART_SIBL
(16,1),(16,22),-0.0140817 # DEPENDENCYPART_SIBL
(16,1),(16,23),-0.0311924 # DEPENDENCYPART_SIBL
(16,1),(16,24),-0.0669288 # DEPENDENCYPART_SIBL
(16,1),(16,25),0.0987665 # DEPENDENCYPART_SIBL
(16,1),(16,27),0.0560622 # DEPENDENCYPART_SIBL
(16,7),(16,10),0.0202986 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.489836 # DEPENDENCYPART_SIBL
(16,7),(16,13),0.154938 # DEPENDENCYPART_SIBL
(16,7),(16,14),0.0374265 # DEPENDENCYPART_SIBL
(16,7),(16,15),0.033917 # DEPENDENCYPART_SIBL
(16,7),(16,17),0.0115051 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.0285598 # DEPENDENCYPART_SIBL
(16,7),(16,19),0.0202112 # DEPENDENCYPART_SIBL
(16,7),(16,20),-0.0698409 # DEPENDENCYPART_SIBL
(16,7),(16,21),-0.00555453 # DEPENDENCYPART_SIBL
(16,7),(16,22),-0.000777912 # DEPENDENCYPART_SIBL
(16,7),(16,23),-0.0164072 # DEPENDENCYPART_SIBL
(16,7),(16,24),-0.11599 # DEPENDENCYPART_SIBL
(16,7),(16,25),-0.106879 # DEPENDENCYPART_SIBL
(16,7),(16,27),0.0411044 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.118516 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.0383776 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.0622861 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.0128144 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.065676 # DEPENDENCYPART_SIBL
(16,10),(16,18),0.123084 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.0623181 # DEPENDENCYPART_SIBL
(16,10),(16,20),-0.105669 # DEPENDENCYPART_SIBL
(16,10),(16,21),-0.160401 # DEPENDENCYPART_SIBL
(16,10),(16,22),0.0468375 # DEPENDENCYPART_SIBL
(16,10),(16,23),-0.120179 # DEPENDENCYPART_SIBL
(16,10),(16,24),-0.106839 # DEPENDENCYPART_SIBL
(16,10),(16,25),-0.136041 # DEPENDENCYPART_SIBL
(16,10),(16,27),-0.0453601 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.273655 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.0417134 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.208273 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.0371703 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.223818 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.00943819 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.0381398 # DEPENDENCYPART_SIBL
(16,12),(16,21),0.268237 # DEPENDENCYPART_SIBL
(16,12),(16,22),0.0672426 # DEPENDENCYPART_SIBL
(16,12),(16,23),-0.0953171 # DEPENDENCYPART_SIBL
(16,12),(16,24),-0.196396 # DEPENDENCYPART_SIBL
(16,12),(16,25),0.361631 # DEPENDENCYPART_SIBL
(16,12),(16,27),0.0795767 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0411518 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0471544 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.0736067 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.0429214 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0392866 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.0613335 # DEPENDENCYPART_SIBL
(16,13),(16,21),0.0495435 # DEPENDENCYPART_SIBL
(16,13),(16,22),0.106099 # DEPENDENCYPART_SIBL
(16,13),(16,23),0.0483141 # DEPENDENCYPART_SIBL
(16,13),(16,24),-0.0515222 # DEPENDENCYPART_SIBL
(16,13),(16,25),-0.0323743 # DEPENDENCYPART_SIBL
(16,13),(16,27),0.0400396 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0538088 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0724692 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.00608905 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.0356186 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.0664247 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.0461359 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.0623331 # DEPENDENCYPART_SIBL
(16,14),(16,23),-0.0301189 # DEPENDENCYPART_SIBL
(16,14),(16,24),-0.0555374 # DEPENDENCYPART_SIBL
(16,14),(16,25),0.105085 # DEPENDENCYPART_SIBL
(16,14),(16,27),0.00606692 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0104987 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.00770731 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0364258 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0232173 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0301316 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.0250791 # DEPENDENCYPART_SIBL
(16,15),(16,23),0.00670032 # DEPENDENCYPART_SIBL
(16,15),(16,24),-0.0606682 # DEPENDENCYPART_SIBL
(16,15),(16,25),0.0368898 # DEPENDENCYPART_SIBL
(16,15),(16,27),0.00722978 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.678447 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.339998 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.161724 # DEPENDENCYPART_SIBL
(16,17),(16,21),0.412478 # DEPENDENCYPART_SIBL
(16,17),(16,22),0.550422 # DEPENDENCYPART_SIBL
(16,17),(16,23),0.45204 # DEPENDENCYPART_SIBL
(16,17),(16,24),0.136925 # DEPENDENCYPART_SIBL
(16,17),(16,25),0.29055 # DEPENDENCYPART_SIBL
(16,17),(16,27),0.698351 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0512038 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.0421686 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.0751823 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.00853729 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.11477 # DEPENDENCYPART_SIBL
(16,18),(16,24),-0.107946 # DEPENDENCYPART_SIBL
(16,18),(16,25),0.00862982 # DEPENDENCYPART_SIBL
(16,18),(16,27),-0.109845 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.0420317 # DEPENDENCYPART_SIBL
(16,19),(16,21),0.0031592 # DEPENDENCYPART_SIBL
(16,19),(16,22),0.116033 # DEPENDENCYPART_SIBL
(16,19),(16,23),-0.0568422 # DEPENDENCYPART_SIBL
(16,19),(16,24),-0.038419 # DEPENDENCYPART_SIBL
(16,19),(16,25),0.0531188 # DEPENDENCYPART_SIBL
(16,19),(16,27),0.12059 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.0652584 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.00976724 # DEPENDENCYPART_SIBL
(16,20),(16,23),-0.0293916 # DEPENDENCYPART_SIBL
(16,20),(16,24),-0.0499038 # DEPENDENCYPART_SIBL
(16,20),(16,25),0.0151977 # DEPENDENCYPART_SIBL
(16,20),(16,27),0.03816 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.0462179 # DEPENDENCYPART_SIBL
(16,21),(16,23),-0.0476004 # DEPENDENCYPART_SIBL
(16,21),(16,24),-0.0187033 # DEPENDENCYPART_SIBL
(16,21),(16,25),0.00708778 # DEPENDENCYPART_SIBL
(16,21),(16,27),0.00213644 # DEPENDENCYPART_SIBL
(16,22),(16,23),-0.187629 # DEPENDENCYPART_SIBL
(16,22),(16,24),-0.0520262 # DEPENDENCYPART_SIBL
(16,22),(16,25),-0.0920527 # DEPENDENCYPART_SIBL
(16,22),(16,27),-0.096356 # DEPENDENCYPART_SIBL
(16,23),(16,24),-0.0239575 # DEPENDENCYPART_SIBL
(16,23),(16,25),0.0661506 # DEPENDENCYPART_SIBL
(16,23),(16,27),0.164949 # DEPENDENCYPART_SIBL
(16,24),(16,25),-0.0538035 # DEPENDENCYPART_SIBL
(16,24),(16,27),0.0105198 # DEPENDENCYPART_SIBL
(16,25),(16,27),0.114258 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.101454 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.296459 # DEPENDENCYPART_SIBL
(18,19),(18,22),0.0542018 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.0629103 # DEPENDENCYPART_SIBL
(18,19),(18,24),-0.0699899 # DEPENDENCYPART_SIBL
(18,19),(18,25),-0.0136161 # DEPENDENCYPART_SIBL
(18,19),(18,28),0.109732 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.345942 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.0776379 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.0249726 # DEPENDENCYPART_SIBL
(18,20),(18,24),-0.0730666 # DEPENDENCYPART_SIBL
(18,20),(18,25),-0.0236544 # DEPENDENCYPART_SIBL
(18,20),(18,28),0.00586863 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.293148 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.209902 # DEPENDENCYPART_SIBL
(18,21),(18,24),-0.231529 # DEPENDENCYPART_SIBL
(18,21),(18,25),-0.211253 # DEPENDENCYPART_SIBL
(18,21),(18,28),-0.132077 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.248799 # DEPENDENCYPART_SIBL
(18,22),(18,24),-0.143271 # DEPENDENCYPART_SIBL
(18,22),(18,25),-0.191082 # DEPENDENCYPART_SIBL
(18,22),(18,28),-0.0884354 # DEPENDENCYPART_SIBL
(18,23),(18,24),-0.0435117 # DEPENDENCYPART_SIBL
(18,23),(18,25),0.0262729 # DEPENDENCYPART_SIBL
(18,23),(18,28),0.201911 # DEPENDENCYPART_SIBL
(18,24),(18,25),-0.0255442 # DEPENDENCYPART_SIBL
(18,24),(18,28),0.0690553 # DEPENDENCYPART_SIBL
(18,25),(18,28),0.0479707 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.00969208 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.0124458 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.0431422 # DEPENDENCYPART_SIBL
(19,18),(19,23),0.0451936 # DEPENDENCYPART_SIBL
(19,18),(19,24),-0.0197948 # DEPENDENCYPART_SIBL
(19,18),(19,25),-0.0600785 # DEPENDENCYPART_SIBL
