# _root_ New management at Kentucky Fried Chicken , a unit of PepsiCo Inc. , has fought back with new medium and large chicken sandwiches for the lunch crowd .
#goldHeads=2,14,2,6,6,3,6,9,6,9,10,11,6,0,14,15,15,23,23,19,20,23,17,23,27,27,24,14,
#predictedHeads=2,14,2,6,6,3,6,9,6,9,10,11,6,0,14,15,15,19,17,19,23,23,20,15,27,27,24,14,
(14,3),(14,28),0.0613824 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.389882 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.390438 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.0129057 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.38189 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.0860033 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.391442 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.449262 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.0129057 # DEPENDENCYPART_SIBL
(14,4),(14,15),0.0434353 # DEPENDENCYPART_SIBL
(14,4),(14,16),0.0413842 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.043759 # DEPENDENCYPART_SIBL
(14,4),(14,18),-0.0928308 # DEPENDENCYPART_SIBL
(14,4),(14,19),-0.00820702 # DEPENDENCYPART_SIBL
(14,4),(14,20),-0.00340287 # DEPENDENCYPART_SIBL
(14,4),(14,23),-0.0152388 # DEPENDENCYPART_SIBL
(14,4),(14,24),-0.113632 # DEPENDENCYPART_SIBL
(14,4),(14,28),0.0300277 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.393434 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.0301307 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.377382 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.0860049 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.393978 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.451797 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.0301307 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.0449778 # DEPENDENCYPART_SIBL
(14,5),(14,16),0.0413596 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.0438081 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.0947538 # DEPENDENCYPART_SIBL
(14,5),(14,19),-0.00898897 # DEPENDENCYPART_SIBL
(14,5),(14,20),-0.000602259 # DEPENDENCYPART_SIBL
(14,5),(14,23),-0.0152634 # DEPENDENCYPART_SIBL
(14,5),(14,24),-0.113683 # DEPENDENCYPART_SIBL
(14,5),(14,28),0.0292958 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.0129192 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.377387 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.0860047 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.392945 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.450764 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.0129192 # DEPENDENCYPART_SIBL
(14,6),(14,15),0.0435342 # DEPENDENCYPART_SIBL
(14,6),(14,16),0.0413854 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.0437191 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.0947176 # DEPENDENCYPART_SIBL
(14,6),(14,19),-0.00839779 # DEPENDENCYPART_SIBL
(14,6),(14,20),-0.00199882 # DEPENDENCYPART_SIBL
(14,6),(14,23),-0.0152376 # DEPENDENCYPART_SIBL
(14,6),(14,24),-0.113626 # DEPENDENCYPART_SIBL
(14,6),(14,28),0.0258262 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.000163932 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.0422718 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.00205251 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.0801113 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.0177746 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.0256979 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.0602947 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0930709 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.134112 # DEPENDENCYPART_SIBL
(14,7),(14,19),-0.0143566 # DEPENDENCYPART_SIBL
(14,7),(14,20),-0.0444073 # DEPENDENCYPART_SIBL
(14,7),(14,23),-0.0610131 # DEPENDENCYPART_SIBL
(14,7),(14,24),-0.0711451 # DEPENDENCYPART_SIBL
(14,7),(14,28),0.0903759 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.0580497 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.618729 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.644211 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.0601587 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.0604781 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.0621476 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.00194587 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.112663 # DEPENDENCYPART_SIBL
(14,9),(14,19),0.0377411 # DEPENDENCYPART_SIBL
(14,9),(14,20),0.0552574 # DEPENDENCYPART_SIBL
(14,9),(14,23),0.0317402 # DEPENDENCYPART_SIBL
(14,9),(14,24),-0.0221966 # DEPENDENCYPART_SIBL
(14,9),(14,28),0.00144307 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.0382228 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0834142 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.152762 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.00372074 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.209969 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.115755 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.169574 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0865245 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.0645843 # DEPENDENCYPART_SIBL
(14,10),(14,23),-0.076127 # DEPENDENCYPART_SIBL
(14,10),(14,24),-0.161486 # DEPENDENCYPART_SIBL
(14,10),(14,28),-0.0103958 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.454398 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.00725874 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0435351 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.041386 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0413119 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0947168 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.00820879 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.000853827 # DEPENDENCYPART_SIBL
(14,11),(14,23),-0.0152552 # DEPENDENCYPART_SIBL
(14,11),(14,24),-0.111219 # DEPENDENCYPART_SIBL
(14,11),(14,28),0.0342887 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.100956 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.144571 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0949585 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.205923 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.228861 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.167567 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.164359 # DEPENDENCYPART_SIBL
(14,12),(14,23),-0.151843 # DEPENDENCYPART_SIBL
(14,12),(14,24),-0.273535 # DEPENDENCYPART_SIBL
(14,12),(14,28),-0.345076 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0256979 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0602947 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0930709 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.134112 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0143566 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.0444073 # DEPENDENCYPART_SIBL
(14,13),(14,23),-0.0610131 # DEPENDENCYPART_SIBL
(14,13),(14,24),-0.0711451 # DEPENDENCYPART_SIBL
(14,13),(14,28),0.0903759 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.46056 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.389586 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.413865 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.604495 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.0746026 # DEPENDENCYPART_SIBL
(14,15),(14,23),-0.54949 # DEPENDENCYPART_SIBL
(14,15),(14,24),-0.313293 # DEPENDENCYPART_SIBL
(14,15),(14,28),0.0445575 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0896071 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0152978 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0769731 # DEPENDENCYPART_SIBL
(14,16),(14,20),0.148348 # DEPENDENCYPART_SIBL
(14,16),(14,23),-0.0323588 # DEPENDENCYPART_SIBL
(14,16),(14,24),0.0575695 # DEPENDENCYPART_SIBL
(14,16),(14,28),-0.0507371 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.207543 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.170109 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.0851731 # DEPENDENCYPART_SIBL
(14,17),(14,23),-0.295257 # DEPENDENCYPART_SIBL
(14,17),(14,24),-0.113542 # DEPENDENCYPART_SIBL
(14,17),(14,28),0.00759416 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.362127 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.0471736 # DEPENDENCYPART_SIBL
(14,18),(14,23),-0.340402 # DEPENDENCYPART_SIBL
(14,18),(14,24),-0.103614 # DEPENDENCYPART_SIBL
(14,18),(14,28),-0.116982 # DEPENDENCYPART_SIBL
(14,19),(14,20),0.0346009 # DEPENDENCYPART_SIBL
(14,19),(14,23),-0.359869 # DEPENDENCYPART_SIBL
(14,19),(14,24),0.0332747 # DEPENDENCYPART_SIBL
(14,19),(14,28),-0.0517823 # DEPENDENCYPART_SIBL
(14,20),(14,23),-0.0727202 # DEPENDENCYPART_SIBL
(14,20),(14,24),-0.063131 # DEPENDENCYPART_SIBL
(14,20),(14,28),1.40966e-06 # DEPENDENCYPART_SIBL
(14,23),(14,24),0.0351712 # DEPENDENCYPART_SIBL
(14,23),(14,28),-0.00654327 # DEPENDENCYPART_SIBL
(14,24),(14,28),-0.0245197 # DEPENDENCYPART_SIBL
(15,2),(15,3),0.00142949 # DEPENDENCYPART_SIBL
(15,2),(15,5),-0.061892 # DEPENDENCYPART_SIBL
(15,2),(15,6),-0.0614412 # DEPENDENCYPART_SIBL
(15,2),(15,7),0.0784205 # DEPENDENCYPART_SIBL
(15,2),(15,9),-0.107289 # DEPENDENCYPART_SIBL
(15,2),(15,10),0.0242445 # DEPENDENCYPART_SIBL
(15,2),(15,11),-0.0614541 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.065683 # DEPENDENCYPART_SIBL
(15,2),(15,13),0.0784205 # DEPENDENCYPART_SIBL
(15,2),(15,14),0.0655064 # DEPENDENCYPART_SIBL
(15,2),(15,16),-0.0274758 # DEPENDENCYPART_SIBL
(15,2),(15,17),-0.044487 # DEPENDENCYPART_SIBL
(15,2),(15,18),-0.0374517 # DEPENDENCYPART_SIBL
(15,2),(15,19),0.0077851 # DEPENDENCYPART_SIBL
(15,2),(15,20),0.118203 # DEPENDENCYPART_SIBL
(15,2),(15,21),-0.0221487 # DEPENDENCYPART_SIBL
(15,2),(15,22),0.00778533 # DEPENDENCYPART_SIBL
(15,2),(15,23),0.0549909 # DEPENDENCYPART_SIBL
(15,2),(15,24),-0.0141652 # DEPENDENCYPART_SIBL
(15,2),(15,27),0.00533542 # DEPENDENCYPART_SIBL
(15,2),(15,28),0.180353 # DEPENDENCYPART_SIBL
(15,3),(15,5),0.0342894 # DEPENDENCYPART_SIBL
(15,3),(15,6),0.0342836 # DEPENDENCYPART_SIBL
(15,3),(15,7),0.307169 # DEPENDENCYPART_SIBL
(15,3),(15,9),0.0519441 # DEPENDENCYPART_SIBL
(15,3),(15,10),-0.178613 # DEPENDENCYPART_SIBL
(15,3),(15,11),0.0342932 # DEPENDENCYPART_SIBL
(15,3),(15,12),0.0173217 # DEPENDENCYPART_SIBL
(15,3),(15,13),0.307169 # DEPENDENCYPART_SIBL
(15,3),(15,14),0.0660629 # DEPENDENCYPART_SIBL
(15,3),(15,16),0.0363553 # DEPENDENCYPART_SIBL
(15,3),(15,17),-0.00895235 # DEPENDENCYPART_SIBL
(15,3),(15,18),-0.0359103 # DEPENDENCYPART_SIBL
(15,3),(15,19),0.0289642 # DEPENDENCYPART_SIBL
(15,3),(15,20),0.010941 # DEPENDENCYPART_SIBL
(15,3),(15,21),-0.0250556 # DEPENDENCYPART_SIBL
(15,3),(15,22),0.0289643 # DEPENDENCYPART_SIBL
(15,3),(15,23),0.00138165 # DEPENDENCYPART_SIBL
(15,3),(15,24),-0.0106129 # DEPENDENCYPART_SIBL
(15,3),(15,27),0.028918 # DEPENDENCYPART_SIBL
(15,3),(15,28),0.0722281 # DEPENDENCYPART_SIBL
(15,5),(15,6),-0.0994788 # DEPENDENCYPART_SIBL
(15,5),(15,7),0.0446513 # DEPENDENCYPART_SIBL
(15,5),(15,9),-0.0288044 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.0721654 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.100023 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.132948 # DEPENDENCYPART_SIBL
(15,5),(15,13),0.0446513 # DEPENDENCYPART_SIBL
(15,5),(15,14),0.0302803 # DEPENDENCYPART_SIBL
(15,5),(15,16),0.0276148 # DEPENDENCYPART_SIBL
(15,5),(15,17),0.027311 # DEPENDENCYPART_SIBL
(15,5),(15,18),-0.0375924 # DEPENDENCYPART_SIBL
(15,5),(15,19),0.0490995 # DEPENDENCYPART_SIBL
(15,5),(15,20),0.106893 # DEPENDENCYPART_SIBL
(15,5),(15,21),-0.0248644 # DEPENDENCYPART_SIBL
(15,5),(15,22),0.0490958 # DEPENDENCYPART_SIBL
(15,5),(15,23),0.0740716 # DEPENDENCYPART_SIBL
(15,5),(15,24),0.0321724 # DEPENDENCYPART_SIBL
(15,5),(15,27),0.0489875 # DEPENDENCYPART_SIBL
(15,5),(15,28),0.237979 # DEPENDENCYPART_SIBL
(15,6),(15,7),0.0618623 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.0288098 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.0721655 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.0989902 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.131915 # DEPENDENCYPART_SIBL
(15,6),(15,13),0.0618623 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.0302793 # DEPENDENCYPART_SIBL
(15,6),(15,16),0.0276136 # DEPENDENCYPART_SIBL
(15,6),(15,17),0.0273729 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.0375831 # DEPENDENCYPART_SIBL
(15,6),(15,19),0.0496582 # DEPENDENCYPART_SIBL
(15,6),(15,20),0.105459 # DEPENDENCYPART_SIBL
(15,6),(15,21),-0.0248551 # DEPENDENCYPART_SIBL
(15,6),(15,22),0.0496545 # DEPENDENCYPART_SIBL
(15,6),(15,23),0.0740705 # DEPENDENCYPART_SIBL
(15,6),(15,24),0.0322026 # DEPENDENCYPART_SIBL
(15,6),(15,27),0.0495462 # DEPENDENCYPART_SIBL
(15,6),(15,28),0.234472 # DEPENDENCYPART_SIBL
(15,7),(15,9),0.0813537 # DEPENDENCYPART_SIBL
(15,7),(15,10),-0.0244563 # DEPENDENCYPART_SIBL
(15,7),(15,11),0.137009 # DEPENDENCYPART_SIBL
(15,7),(15,12),0.0903519 # DEPENDENCYPART_SIBL
(15,7),(15,13),0.155144 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.0587539 # DEPENDENCYPART_SIBL
(15,7),(15,16),0.0597652 # DEPENDENCYPART_SIBL
(15,7),(15,17),0.0766093 # DEPENDENCYPART_SIBL
(15,7),(15,18),-0.00591388 # DEPENDENCYPART_SIBL
(15,7),(15,19),0.064329 # DEPENDENCYPART_SIBL
(15,7),(15,20),-0.00190405 # DEPENDENCYPART_SIBL
(15,7),(15,21),0.00639074 # DEPENDENCYPART_SIBL
(15,7),(15,22),0.0643277 # DEPENDENCYPART_SIBL
(15,7),(15,23),0.0945054 # DEPENDENCYPART_SIBL
(15,7),(15,24),0.0893006 # DEPENDENCYPART_SIBL
(15,7),(15,27),0.0618532 # DEPENDENCYPART_SIBL
(15,7),(15,28),0.24879 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.0277711 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.0784122 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.0819275 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.0778183 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.067942 # DEPENDENCYPART_SIBL
(15,9),(15,16),0.026103 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.0303931 # DEPENDENCYPART_SIBL
(15,9),(15,18),-0.034726 # DEPENDENCYPART_SIBL
(15,9),(15,19),0.0508378 # DEPENDENCYPART_SIBL
(15,9),(15,20),0.0831584 # DEPENDENCYPART_SIBL
(15,9),(15,21),-0.0194229 # DEPENDENCYPART_SIBL
(15,9),(15,22),0.0508381 # DEPENDENCYPART_SIBL
(15,9),(15,23),0.0772764 # DEPENDENCYPART_SIBL
(15,9),(15,24),0.0162541 # DEPENDENCYPART_SIBL
(15,9),(15,27),0.0483881 # DEPENDENCYPART_SIBL
(15,9),(15,28),0.195998 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.0652419 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.0485301 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.213592 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.0823977 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0545079 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.113973 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.120938 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.0668449 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.0972511 # DEPENDENCYPART_SIBL
(15,10),(15,21),-0.108879 # DEPENDENCYPART_SIBL
(15,10),(15,22),-0.0668448 # DEPENDENCYPART_SIBL
(15,10),(15,23),-0.0636877 # DEPENDENCYPART_SIBL
(15,10),(15,24),-0.128634 # DEPENDENCYPART_SIBL
(15,10),(15,27),-0.0668911 # DEPENDENCYPART_SIBL
(15,10),(15,28),0.0259971 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.135548 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0820407 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.0302803 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.0276146 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.0297801 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0375819 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.0498479 # DEPENDENCYPART_SIBL
(15,11),(15,20),0.106605 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.024854 # DEPENDENCYPART_SIBL
(15,11),(15,22),0.0498442 # DEPENDENCYPART_SIBL
(15,11),(15,23),0.0740532 # DEPENDENCYPART_SIBL
(15,11),(15,24),0.0346091 # DEPENDENCYPART_SIBL
(15,11),(15,27),0.0497359 # DEPENDENCYPART_SIBL
(15,11),(15,28),0.242935 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.024767 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0300139 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0202307 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.00120416 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.0437316 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0230524 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.0726672 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.0310025 # DEPENDENCYPART_SIBL
(15,12),(15,22),0.0230488 # DEPENDENCYPART_SIBL
(15,12),(15,23),0.0645184 # DEPENDENCYPART_SIBL
(15,12),(15,24),0.00405853 # DEPENDENCYPART_SIBL
(15,12),(15,27),0.0229404 # DEPENDENCYPART_SIBL
(15,12),(15,28),0.054976 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0587539 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0597652 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0766093 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.00591388 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.064329 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.00190405 # DEPENDENCYPART_SIBL
(15,13),(15,21),0.00639074 # DEPENDENCYPART_SIBL
(15,13),(15,22),0.0643277 # DEPENDENCYPART_SIBL
(15,13),(15,23),0.0945054 # DEPENDENCYPART_SIBL
(15,13),(15,24),0.0893006 # DEPENDENCYPART_SIBL
(15,13),(15,27),0.0618532 # DEPENDENCYPART_SIBL
(15,13),(15,28),0.24879 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0629357 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0786388 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0705845 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0389917 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.0411259 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.0693331 # DEPENDENCYPART_SIBL
(15,14),(15,22),-0.0389919 # DEPENDENCYPART_SIBL
(15,14),(15,23),-0.0343456 # DEPENDENCYPART_SIBL
(15,14),(15,24),-0.0385434 # DEPENDENCYPART_SIBL
(15,14),(15,27),-0.0389917 # DEPENDENCYPART_SIBL
(15,14),(15,28),0.10535 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.102699 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.020639 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.0307539 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.140283 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.00500323 # DEPENDENCYPART_SIBL
(15,16),(15,22),0.0307539 # DEPENDENCYPART_SIBL
(15,16),(15,23),0.00722339 # DEPENDENCYPART_SIBL
(15,16),(15,24),0.088597 # DEPENDENCYPART_SIBL
(15,16),(15,27),0.0307455 # DEPENDENCYPART_SIBL
(15,16),(15,28),-0.0253292 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.177157 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.141631 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.00661286 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.173483 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.141621 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.282764 # DEPENDENCYPART_SIBL
(15,17),(15,24),-0.209353 # DEPENDENCYPART_SIBL
(15,17),(15,27),-0.141637 # DEPENDENCYPART_SIBL
(15,17),(15,28),-0.00456399 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.175721 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.0238232 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.152083 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.175721 # DEPENDENCYPART_SIBL
(15,18),(15,23),-0.189652 # DEPENDENCYPART_SIBL
(15,18),(15,24),-0.0946989 # DEPENDENCYPART_SIBL
(15,18),(15,27),-0.175729 # DEPENDENCYPART_SIBL
(15,18),(15,28),-0.0230016 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.0529998 # DEPENDENCYPART_SIBL
(15,19),(15,21),0.00549737 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.201988 # DEPENDENCYPART_SIBL
(15,19),(15,23),-0.292778 # DEPENDENCYPART_SIBL
(15,19),(15,24),-0.0311353 # DEPENDENCYPART_SIBL
(15,19),(15,27),-0.201996 # DEPENDENCYPART_SIBL
(15,19),(15,28),0.0697037 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.00664366 # DEPENDENCYPART_SIBL
(15,20),(15,22),-0.059821 # DEPENDENCYPART_SIBL
(15,20),(15,23),0.00260618 # DEPENDENCYPART_SIBL
(15,20),(15,24),0.0221032 # DEPENDENCYPART_SIBL
(15,20),(15,27),-0.0598294 # DEPENDENCYPART_SIBL
(15,20),(15,28),0.0688793 # DEPENDENCYPART_SIBL
(15,21),(15,22),-0.155913 # DEPENDENCYPART_SIBL
(15,21),(15,23),-0.176298 # DEPENDENCYPART_SIBL
(15,21),(15,24),-0.04819 # DEPENDENCYPART_SIBL
(15,21),(15,27),-0.155921 # DEPENDENCYPART_SIBL
(15,21),(15,28),0.0171867 # DEPENDENCYPART_SIBL
(15,22),(15,23),-0.292778 # DEPENDENCYPART_SIBL
(15,22),(15,24),-0.0311365 # DEPENDENCYPART_SIBL
(15,22),(15,27),-0.201996 # DEPENDENCYPART_SIBL
(15,22),(15,28),0.069699 # DEPENDENCYPART_SIBL
(15,23),(15,24),0.0889423 # DEPENDENCYPART_SIBL
(15,23),(15,27),-0.104983 # DEPENDENCYPART_SIBL
(15,23),(15,28),0.13814 # DEPENDENCYPART_SIBL
(15,24),(15,27),-0.0323339 # DEPENDENCYPART_SIBL
(15,24),(15,28),0.0291271 # DEPENDENCYPART_SIBL
(15,27),(15,28),0.0685817 # DEPENDENCYPART_SIBL
(16,2),(16,3),0.151149 # DEPENDENCYPART_SIBL
(16,2),(16,15),0.013581 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.0283073 # DEPENDENCYPART_SIBL
(16,2),(16,18),0.0163464 # DEPENDENCYPART_SIBL
(16,2),(16,19),0.00983012 # DEPENDENCYPART_SIBL
(16,2),(16,20),0.0915552 # DEPENDENCYPART_SIBL
(16,2),(16,21),0.0308959 # DEPENDENCYPART_SIBL
(16,2),(16,23),-0.0242344 # DEPENDENCYPART_SIBL
(16,2),(16,24),0.00487893 # DEPENDENCYPART_SIBL
(16,2),(16,28),-0.0412313 # DEPENDENCYPART_SIBL
(16,3),(16,15),-0.0395381 # DEPENDENCYPART_SIBL
(16,3),(16,17),0.0315407 # DEPENDENCYPART_SIBL
(16,3),(16,18),0.0892657 # DEPENDENCYPART_SIBL
(16,3),(16,19),0.121209 # DEPENDENCYPART_SIBL
(16,3),(16,20),0.0348088 # DEPENDENCYPART_SIBL
(16,3),(16,21),0.0995877 # DEPENDENCYPART_SIBL
(16,3),(16,23),0.0224642 # DEPENDENCYPART_SIBL
(16,3),(16,24),-0.00131978 # DEPENDENCYPART_SIBL
(16,3),(16,28),0.0268587 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.00665996 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.046397 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0252029 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.00783674 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.0464276 # DEPENDENCYPART_SIBL
(16,15),(16,23),0.0294828 # DEPENDENCYPART_SIBL
(16,15),(16,24),0.083042 # DEPENDENCYPART_SIBL
(16,15),(16,28),0.092497 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.0578792 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.0739194 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.0785675 # DEPENDENCYPART_SIBL
