# _root_ Purchase of the 76-story structure is subject to execution of a definitive agreement , approval by the boards of Seafirst and its parent company BankAmerica Corp. , and approval by regulators .
#goldHeads=6,1,5,5,2,0,6,7,8,9,13,13,10,9,9,15,18,16,18,19,20,25,25,25,21,25,15,15,28,29,30,6,
#predictedHeads=6,1,5,5,2,0,6,7,8,9,13,13,10,9,9,15,18,16,18,19,20,25,25,25,21,25,25,25,28,29,30,6,
(13,11),(13,22),0.0289427 # DEPENDENCYPART_SIBL
(13,11),(13,23),-0.0369955 # DEPENDENCYPART_SIBL
(13,11),(13,24),-0.058446 # DEPENDENCYPART_SIBL
(13,11),(13,25),-0.0235724 # DEPENDENCYPART_SIBL
(13,11),(13,26),-0.0609382 # DEPENDENCYPART_SIBL
(13,11),(13,27),-0.0753657 # DEPENDENCYPART_SIBL
(13,11),(13,28),-0.147902 # DEPENDENCYPART_SIBL
(13,11),(13,29),-0.0804132 # DEPENDENCYPART_SIBL
(13,11),(13,30),0.0548204 # DEPENDENCYPART_SIBL
(13,11),(13,32),-0.0208105 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0912714 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0960084 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.107277 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0293456 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.0340377 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.0334959 # DEPENDENCYPART_SIBL
(13,12),(13,21),-0.0943326 # DEPENDENCYPART_SIBL
(13,12),(13,22),-0.0459629 # DEPENDENCYPART_SIBL
(13,12),(13,23),-0.0457101 # DEPENDENCYPART_SIBL
(13,12),(13,24),-0.0748665 # DEPENDENCYPART_SIBL
(13,12),(13,25),-0.0334959 # DEPENDENCYPART_SIBL
(13,12),(13,26),-0.0570618 # DEPENDENCYPART_SIBL
(13,12),(13,27),-0.0912714 # DEPENDENCYPART_SIBL
(13,12),(13,28),-0.0943326 # DEPENDENCYPART_SIBL
(13,12),(13,29),-0.0960084 # DEPENDENCYPART_SIBL
(13,12),(13,30),-0.107277 # DEPENDENCYPART_SIBL
(13,12),(13,32),-0.0382589 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.60984 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.0621976 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.556145 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.204351 # DEPENDENCYPART_SIBL
(13,14),(13,20),0.565631 # DEPENDENCYPART_SIBL
(13,14),(13,21),0.506497 # DEPENDENCYPART_SIBL
(13,14),(13,22),0.145441 # DEPENDENCYPART_SIBL
(13,14),(13,23),0.649539 # DEPENDENCYPART_SIBL
(13,14),(13,24),0.595918 # DEPENDENCYPART_SIBL
(13,14),(13,25),0.565605 # DEPENDENCYPART_SIBL
(13,14),(13,26),0.323374 # DEPENDENCYPART_SIBL
(13,14),(13,27),0.118734 # DEPENDENCYPART_SIBL
(13,14),(13,28),0.506497 # DEPENDENCYPART_SIBL
(13,14),(13,29),0.60984 # DEPENDENCYPART_SIBL
(13,14),(13,30),0.0621976 # DEPENDENCYPART_SIBL
(13,14),(13,32),-0.0644571 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0138932 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.129774 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.00749261 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.045116 # DEPENDENCYPART_SIBL
(13,15),(13,21),-0.00191505 # DEPENDENCYPART_SIBL
(13,15),(13,22),-0.0368522 # DEPENDENCYPART_SIBL
(13,15),(13,23),-0.0974581 # DEPENDENCYPART_SIBL
(13,15),(13,24),-0.119466 # DEPENDENCYPART_SIBL
(13,15),(13,25),-0.0451166 # DEPENDENCYPART_SIBL
(13,15),(13,26),-0.0780957 # DEPENDENCYPART_SIBL
(13,15),(13,27),0.0452395 # DEPENDENCYPART_SIBL
(13,15),(13,28),-0.00191505 # DEPENDENCYPART_SIBL
(13,15),(13,29),-0.087537 # DEPENDENCYPART_SIBL
(13,15),(13,30),-0.0138932 # DEPENDENCYPART_SIBL
(13,15),(13,32),0.0410933 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.0450969 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.216414 # DEPENDENCYPART_SIBL
(13,16),(13,20),0.0774681 # DEPENDENCYPART_SIBL
(13,16),(13,21),0.288336 # DEPENDENCYPART_SIBL
(13,16),(13,22),0.0420749 # DEPENDENCYPART_SIBL
(13,16),(13,23),0.14512 # DEPENDENCYPART_SIBL
(13,16),(13,24),0.154749 # DEPENDENCYPART_SIBL
(13,16),(13,25),0.0774676 # DEPENDENCYPART_SIBL
(13,16),(13,26),0.034787 # DEPENDENCYPART_SIBL
(13,16),(13,27),0.149393 # DEPENDENCYPART_SIBL
(13,16),(13,28),0.288336 # DEPENDENCYPART_SIBL
(13,16),(13,29),0.172029 # DEPENDENCYPART_SIBL
(13,16),(13,30),0.108999 # DEPENDENCYPART_SIBL
(13,16),(13,32),0.11019 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.0617152 # DEPENDENCYPART_SIBL
(13,18),(13,20),-0.079955 # DEPENDENCYPART_SIBL
(13,18),(13,21),-0.0127792 # DEPENDENCYPART_SIBL
(13,18),(13,22),-0.0654789 # DEPENDENCYPART_SIBL
(13,18),(13,23),-0.102337 # DEPENDENCYPART_SIBL
(13,18),(13,24),-0.098658 # DEPENDENCYPART_SIBL
(13,18),(13,25),-0.0799555 # DEPENDENCYPART_SIBL
(13,18),(13,26),-0.108006 # DEPENDENCYPART_SIBL
(13,18),(13,27),-0.00672502 # DEPENDENCYPART_SIBL
(13,18),(13,28),-0.0127792 # DEPENDENCYPART_SIBL
(13,18),(13,29),-0.103832 # DEPENDENCYPART_SIBL
(13,18),(13,30),-0.00168705 # DEPENDENCYPART_SIBL
(13,18),(13,32),-0.028149 # DEPENDENCYPART_SIBL
(13,19),(13,20),0.0868461 # DEPENDENCYPART_SIBL
(13,19),(13,21),0.140639 # DEPENDENCYPART_SIBL
(13,19),(13,22),-0.0323985 # DEPENDENCYPART_SIBL
(13,19),(13,23),0.0752921 # DEPENDENCYPART_SIBL
(13,19),(13,24),0.108596 # DEPENDENCYPART_SIBL
(13,19),(13,25),0.0868456 # DEPENDENCYPART_SIBL
(13,19),(13,26),0.0337766 # DEPENDENCYPART_SIBL
(13,19),(13,27),0.0841603 # DEPENDENCYPART_SIBL
(13,19),(13,28),0.140639 # DEPENDENCYPART_SIBL
(13,19),(13,29),0.112772 # DEPENDENCYPART_SIBL
(13,19),(13,30),0.106146 # DEPENDENCYPART_SIBL
(13,19),(13,32),-0.0111253 # DEPENDENCYPART_SIBL
(13,20),(13,21),0.0470546 # DEPENDENCYPART_SIBL
(13,20),(13,22),-0.0585239 # DEPENDENCYPART_SIBL
(13,20),(13,23),-0.0991248 # DEPENDENCYPART_SIBL
(13,20),(13,24),-0.0837782 # DEPENDENCYPART_SIBL
(13,20),(13,25),-0.141751 # DEPENDENCYPART_SIBL
(13,20),(13,26),-0.210012 # DEPENDENCYPART_SIBL
(13,20),(13,27),0.0750372 # DEPENDENCYPART_SIBL
(13,20),(13,28),0.0470546 # DEPENDENCYPART_SIBL
(13,20),(13,29),-0.0928633 # DEPENDENCYPART_SIBL
(13,20),(13,30),-0.0534548 # DEPENDENCYPART_SIBL
(13,20),(13,32),-0.0486909 # DEPENDENCYPART_SIBL
(13,21),(13,22),-0.101679 # DEPENDENCYPART_SIBL
(13,21),(13,23),-0.09703 # DEPENDENCYPART_SIBL
(13,21),(13,24),-0.0740192 # DEPENDENCYPART_SIBL
(13,21),(13,25),0.00567886 # DEPENDENCYPART_SIBL
(13,21),(13,26),-0.0291168 # DEPENDENCYPART_SIBL
(13,21),(13,27),-0.00987168 # DEPENDENCYPART_SIBL
(13,21),(13,28),-1.01382 # DEPENDENCYPART_SIBL
(13,21),(13,29),-0.0872024 # DEPENDENCYPART_SIBL
(13,21),(13,30),-0.0535776 # DEPENDENCYPART_SIBL
(13,21),(13,32),-0.0716262 # DEPENDENCYPART_SIBL
(13,22),(13,23),0.00671891 # DEPENDENCYPART_SIBL
(13,22),(13,24),0.0128849 # DEPENDENCYPART_SIBL
(13,22),(13,25),-0.010355 # DEPENDENCYPART_SIBL
(13,22),(13,26),-0.0380769 # DEPENDENCYPART_SIBL
(13,22),(13,27),0.00525927 # DEPENDENCYPART_SIBL
(13,22),(13,28),-0.0316683 # DEPENDENCYPART_SIBL
(13,22),(13,29),0.0154198 # DEPENDENCYPART_SIBL
(13,22),(13,30),-0.105289 # DEPENDENCYPART_SIBL
(13,22),(13,32),-0.135862 # DEPENDENCYPART_SIBL
(13,23),(13,24),-0.123037 # DEPENDENCYPART_SIBL
(13,23),(13,25),-0.0502372 # DEPENDENCYPART_SIBL
(13,23),(13,26),-0.083417 # DEPENDENCYPART_SIBL
(13,23),(13,27),0.0751786 # DEPENDENCYPART_SIBL
(13,23),(13,28),-0.00699312 # DEPENDENCYPART_SIBL
(13,23),(13,29),-0.0910822 # DEPENDENCYPART_SIBL
(13,23),(13,30),0.0320926 # DEPENDENCYPART_SIBL
(13,23),(13,32),0.0178114 # DEPENDENCYPART_SIBL
(13,24),(13,25),-0.0599569 # DEPENDENCYPART_SIBL
(13,24),(13,26),-0.0935967 # DEPENDENCYPART_SIBL
(13,24),(13,27),0.0272724 # DEPENDENCYPART_SIBL
(13,24),(13,28),0.00833876 # DEPENDENCYPART_SIBL
(13,24),(13,29),-0.071847 # DEPENDENCYPART_SIBL
(13,24),(13,30),0.0210773 # DEPENDENCYPART_SIBL
(13,24),(13,32),-0.0113206 # DEPENDENCYPART_SIBL
(13,25),(13,26),-0.210012 # DEPENDENCYPART_SIBL
(13,25),(13,27),0.074738 # DEPENDENCYPART_SIBL
(13,25),(13,28),0.0470543 # DEPENDENCYPART_SIBL
(13,25),(13,29),-0.0928637 # DEPENDENCYPART_SIBL
(13,25),(13,30),-0.0534553 # DEPENDENCYPART_SIBL
(13,25),(13,32),-0.0486913 # DEPENDENCYPART_SIBL
(13,26),(13,27),-0.0132437 # DEPENDENCYPART_SIBL
(13,26),(13,28),0.0790266 # DEPENDENCYPART_SIBL
(13,26),(13,29),-0.104494 # DEPENDENCYPART_SIBL
(13,26),(13,30),-0.11554 # DEPENDENCYPART_SIBL
(13,26),(13,32),-0.0261947 # DEPENDENCYPART_SIBL
(13,27),(13,28),0.506497 # DEPENDENCYPART_SIBL
(13,27),(13,29),0.60984 # DEPENDENCYPART_SIBL
(13,27),(13,30),0.0621976 # DEPENDENCYPART_SIBL
(13,27),(13,32),-0.0644571 # DEPENDENCYPART_SIBL
(13,28),(13,29),-0.0872024 # DEPENDENCYPART_SIBL
(13,28),(13,30),-0.0535776 # DEPENDENCYPART_SIBL
(13,28),(13,32),-0.0716262 # DEPENDENCYPART_SIBL
(13,29),(13,30),-0.0138932 # DEPENDENCYPART_SIBL
(13,29),(13,32),0.0410933 # DEPENDENCYPART_SIBL
(13,30),(13,32),0.11019 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.0611348 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.180891 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.345313 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.10652 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.00757417 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.118154 # DEPENDENCYPART_SIBL
(15,11),(15,20),0.00420572 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.12385 # DEPENDENCYPART_SIBL
(15,11),(15,24),-0.0600548 # DEPENDENCYPART_SIBL
(15,11),(15,25),0.00420572 # DEPENDENCYPART_SIBL
(15,11),(15,27),-0.0897957 # DEPENDENCYPART_SIBL
(15,11),(15,28),-0.12385 # DEPENDENCYPART_SIBL
(15,11),(15,30),0.10652 # DEPENDENCYPART_SIBL
(15,11),(15,32),-0.0152376 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0794724 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.248129 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0997092 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.0282605 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.0602841 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.0181154 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.0944937 # DEPENDENCYPART_SIBL
(15,12),(15,24),-0.0808611 # DEPENDENCYPART_SIBL
(15,12),(15,25),-0.0181154 # DEPENDENCYPART_SIBL
(15,12),(15,27),-0.107742 # DEPENDENCYPART_SIBL
(15,12),(15,28),-0.0944937 # DEPENDENCYPART_SIBL
(15,12),(15,30),-0.0997092 # DEPENDENCYPART_SIBL
(15,12),(15,32),-0.0398098 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.101718 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0641821 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0139941 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.0309164 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.0465801 # DEPENDENCYPART_SIBL
(15,13),(15,21),0.00926227 # DEPENDENCYPART_SIBL
(15,13),(15,24),-0.0474482 # DEPENDENCYPART_SIBL
(15,13),(15,25),0.0465801 # DEPENDENCYPART_SIBL
(15,13),(15,27),-0.0447993 # DEPENDENCYPART_SIBL
(15,13),(15,28),0.00926227 # DEPENDENCYPART_SIBL
(15,13),(15,30),-0.0641821 # DEPENDENCYPART_SIBL
(15,13),(15,32),-0.0109825 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0701976 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0525362 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.032046 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.0519562 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.089088 # DEPENDENCYPART_SIBL
(15,14),(15,24),-0.0801082 # DEPENDENCYPART_SIBL
(15,14),(15,25),-0.0519562 # DEPENDENCYPART_SIBL
(15,14),(15,27),-0.0539713 # DEPENDENCYPART_SIBL
(15,14),(15,28),-0.089088 # DEPENDENCYPART_SIBL
(15,14),(15,30),-0.0701976 # DEPENDENCYPART_SIBL
(15,14),(15,32),0.058703 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.0190933 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.202099 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.0535955 # DEPENDENCYPART_SIBL
(15,16),(15,21),0.239931 # DEPENDENCYPART_SIBL
(15,16),(15,24),0.114827 # DEPENDENCYPART_SIBL
(15,16),(15,25),0.053595 # DEPENDENCYPART_SIBL
(15,16),(15,27),0.0864941 # DEPENDENCYPART_SIBL
(15,16),(15,28),0.239931 # DEPENDENCYPART_SIBL
(15,16),(15,30),0.120108 # DEPENDENCYPART_SIBL
(15,16),(15,32),0.0779507 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0410397 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.0727042 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.0314058 # DEPENDENCYPART_SIBL
(15,18),(15,24),-0.099013 # DEPENDENCYPART_SIBL
(15,18),(15,25),-0.0727047 # DEPENDENCYPART_SIBL
(15,18),(15,27),-0.0409288 # DEPENDENCYPART_SIBL
(15,18),(15,28),-0.0314058 # DEPENDENCYPART_SIBL
(15,18),(15,30),0.0319606 # DEPENDENCYPART_SIBL
(15,18),(15,32),-0.0276329 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.0355946 # DEPENDENCYPART_SIBL
(15,19),(15,21),0.0600482 # DEPENDENCYPART_SIBL
(15,19),(15,24),0.0405548 # DEPENDENCYPART_SIBL
(15,19),(15,25),0.0355941 # DEPENDENCYPART_SIBL
(15,19),(15,27),-0.00016634 # DEPENDENCYPART_SIBL
(15,19),(15,28),0.0600482 # DEPENDENCYPART_SIBL
(15,19),(15,30),0.0782231 # DEPENDENCYPART_SIBL
(15,19),(15,32),-0.0723933 # DEPENDENCYPART_SIBL
(15,20),(15,21),0.0349458 # DEPENDENCYPART_SIBL
(15,20),(15,24),-0.0772128 # DEPENDENCYPART_SIBL
(15,20),(15,25),-0.128083 # DEPENDENCYPART_SIBL
(15,20),(15,27),0.0575455 # DEPENDENCYPART_SIBL
(15,20),(15,28),0.0349458 # DEPENDENCYPART_SIBL
(15,20),(15,30),-0.0132099 # DEPENDENCYPART_SIBL
(15,20),(15,32),-0.041686 # DEPENDENCYPART_SIBL
(15,21),(15,24),-0.0516317 # DEPENDENCYPART_SIBL
(15,21),(15,25),0.0356868 # DEPENDENCYPART_SIBL
(15,21),(15,27),-0.0153057 # DEPENDENCYPART_SIBL
(15,21),(15,28),-1.0097 # DEPENDENCYPART_SIBL
(15,21),(15,30),0.0128919 # DEPENDENCYPART_SIBL
(15,21),(15,32),-0.0482951 # DEPENDENCYPART_SIBL
(15,24),(15,25),-0.0736358 # DEPENDENCYPART_SIBL
(15,24),(15,27),-0.0422453 # DEPENDENCYPART_SIBL
(15,24),(15,28),-0.0311997 # DEPENDENCYPART_SIBL
(15,24),(15,30),0.035253 # DEPENDENCYPART_SIBL
(15,24),(15,32),-0.0315845 # DEPENDENCYPART_SIBL
(15,25),(15,27),0.0572463 # DEPENDENCYPART_SIBL
(15,25),(15,28),0.0349454 # DEPENDENCYPART_SIBL
(15,25),(15,30),-0.0132104 # DEPENDENCYPART_SIBL
(15,25),(15,32),-0.0416864 # DEPENDENCYPART_SIBL
(15,27),(15,28),0.497333 # DEPENDENCYPART_SIBL
(15,27),(15,30),0.185726 # DEPENDENCYPART_SIBL
(15,27),(15,32),-0.0202922 # DEPENDENCYPART_SIBL
(15,28),(15,30),0.0128919 # DEPENDENCYPART_SIBL
(15,28),(15,32),-0.0482951 # DEPENDENCYPART_SIBL
(15,30),(15,32),0.0779507 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0588487 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0726418 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.00205457 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.00629446 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.0179831 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.161059 # DEPENDENCYPART_SIBL
(16,14),(16,23),0.0509744 # DEPENDENCYPART_SIBL
(16,14),(16,24),0.0453931 # DEPENDENCYPART_SIBL
(16,14),(16,26),-0.0152701 # DEPENDENCYPART_SIBL
(16,14),(16,30),-0.0327447 # DEPENDENCYPART_SIBL
(16,14),(16,32),0.0709878 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.104294 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0844012 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0944906 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0488439 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.015021 # DEPENDENCYPART_SIBL
(16,15),(16,23),-0.0333619 # DEPENDENCYPART_SIBL
(16,15),(16,24),-0.0407642 # DEPENDENCYPART_SIBL
(16,15),(16,26),-0.0588316 # DEPENDENCYPART_SIBL
(16,15),(16,30),-0.108201 # DEPENDENCYPART_SIBL
(16,15),(16,32),-0.00597155 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.362751 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0762377 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.397447 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.113322 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.519106 # DEPENDENCYPART_SIBL
(16,17),(16,24),-0.522436 # DEPENDENCYPART_SIBL
(16,17),(16,26),-0.40206 # DEPENDENCYPART_SIBL
(16,17),(16,30),0.162098 # DEPENDENCYPART_SIBL
(16,17),(16,32),-0.20909 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.00176661 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.487776 # DEPENDENCYPART_SIBL
(16,18),(16,21),0.00447281 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.696891 # DEPENDENCYPART_SIBL
(16,18),(16,24),-0.703239 # DEPENDENCYPART_SIBL
(16,18),(16,26),-0.492552 # DEPENDENCYPART_SIBL
(16,18),(16,30),0.367885 # DEPENDENCYPART_SIBL
(16,18),(16,32),-0.0814471 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.0923039 # DEPENDENCYPART_SIBL
(16,19),(16,21),0.0675229 # DEPENDENCYPART_SIBL
(16,19),(16,23),0.138066 # DEPENDENCYPART_SIBL
(16,19),(16,24),0.155176 # DEPENDENCYPART_SIBL
(16,19),(16,26),-0.115686 # DEPENDENCYPART_SIBL
(16,19),(16,30),0.156922 # DEPENDENCYPART_SIBL
(16,19),(16,32),-0.0236873 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.0439186 # DEPENDENCYPART_SIBL
(16,20),(16,23),-0.770137 # DEPENDENCYPART_SIBL
(16,20),(16,24),-0.765165 # DEPENDENCYPART_SIBL
(16,20),(16,26),-0.759615 # DEPENDENCYPART_SIBL
(16,20),(16,30),0.116976 # DEPENDENCYPART_SIBL
(16,20),(16,32),-0.170413 # DEPENDENCYPART_SIBL
(16,21),(16,23),0.0257078 # DEPENDENCYPART_SIBL
(16,21),(16,24),0.0488551 # DEPENDENCYPART_SIBL
(16,21),(16,26),0.0980242 # DEPENDENCYPART_SIBL
(16,21),(16,30),0.958369 # DEPENDENCYPART_SIBL
(16,21),(16,32),0.0471804 # DEPENDENCYPART_SIBL
(16,23),(16,24),-0.944514 # DEPENDENCYPART_SIBL
(16,23),(16,26),-0.619311 # DEPENDENCYPART_SIBL
(16,23),(16,30),0.161072 # DEPENDENCYPART_SIBL
(16,23),(16,32),-0.140437 # DEPENDENCYPART_SIBL
(16,24),(16,26),-0.672846 # DEPENDENCYPART_SIBL
(16,24),(16,30),0.108403 # DEPENDENCYPART_SIBL
(16,24),(16,32),-0.208604 # DEPENDENCYPART_SIBL
(16,26),(16,30),0.0764727 # DEPENDENCYPART_SIBL
(16,26),(16,32),-0.128518 # DEPENDENCYPART_SIBL
(16,30),(16,32),-0.0751266 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.0661373 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.484028 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.145825 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.00158965 # DEPENDENCYPART_SIBL
(18,15),(18,21),-6.16018e-06 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.0518147 # DEPENDENCYPART_SIBL
(18,15),(18,23),-0.00345639 # DEPENDENCYPART_SIBL
(18,15),(18,24),-0.0210654 # DEPENDENCYPART_SIBL
(18,15),(18,25),-0.00158965 # DEPENDENCYPART_SIBL
(18,15),(18,26),0.0404191 # DEPENDENCYPART_SIBL
(18,15),(18,27),0.00947327 # DEPENDENCYPART_SIBL
(18,15),(18,28),-6.16018e-06 # DEPENDENCYPART_SIBL
(18,15),(18,29),0.0106317 # DEPENDENCYPART_SIBL
(18,15),(18,30),-0.166659 # DEPENDENCYPART_SIBL
(18,15),(18,32),0.0198369 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.148879 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0273334 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0218063 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.121417 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.0414602 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.0210099 # DEPENDENCYPART_SIBL
(18,16),(18,24),-0.0517426 # DEPENDENCYPART_SIBL
(18,16),(18,25),-0.0218063 # DEPENDENCYPART_SIBL
(18,16),(18,26),0.0137364 # DEPENDENCYPART_SIBL
(18,16),(18,27),-0.0992051 # DEPENDENCYPART_SIBL
(18,16),(18,28),-0.121417 # DEPENDENCYPART_SIBL
(18,16),(18,29),-0.0243129 # DEPENDENCYPART_SIBL
(18,16),(18,30),-0.169609 # DEPENDENCYPART_SIBL
(18,16),(18,32),0.0793002 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.431828 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.00760887 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0582904 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.00993064 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.0358002 # DEPENDENCYPART_SIBL
(18,17),(18,24),-0.0679789 # DEPENDENCYPART_SIBL
(18,17),(18,25),-0.00760887 # DEPENDENCYPART_SIBL
(18,17),(18,26),0.0796273 # DEPENDENCYPART_SIBL
(18,17),(18,27),-0.0106621 # DEPENDENCYPART_SIBL
(18,17),(18,28),-0.0582904 # DEPENDENCYPART_SIBL
(18,17),(18,29),-0.0407201 # DEPENDENCYPART_SIBL
(18,17),(18,30),-0.114246 # DEPENDENCYPART_SIBL
(18,17),(18,32),-0.0962679 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.012018 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.0185192 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.091248 # DEPENDENCYPART_SIBL
(18,19),(18,23),0.0318259 # DEPENDENCYPART_SIBL
(18,19),(18,24),0.040504 # DEPENDENCYPART_SIBL
(18,19),(18,25),0.0120179 # DEPENDENCYPART_SIBL
(18,19),(18,26),0.00603484 # DEPENDENCYPART_SIBL
(18,19),(18,27),-0.0392479 # DEPENDENCYPART_SIBL
(18,19),(18,28),0.0185192 # DEPENDENCYPART_SIBL
(18,19),(18,29),0.0435513 # DEPENDENCYPART_SIBL
(18,19),(18,30),0.0112392 # DEPENDENCYPART_SIBL
(18,19),(18,32),-0.0281294 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0178496 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.0385793 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.0418107 # DEPENDENCYPART_SIBL
(18,20),(18,24),-0.0406712 # DEPENDENCYPART_SIBL
(18,20),(18,25),-0.090124 # DEPENDENCYPART_SIBL
(18,20),(18,26),-0.115613 # DEPENDENCYPART_SIBL
(18,20),(18,27),0.0129339 # DEPENDENCYPART_SIBL
(18,20),(18,28),-0.0178496 # DEPENDENCYPART_SIBL
(18,20),(18,29),-0.0444228 # DEPENDENCYPART_SIBL
(18,20),(18,30),0.0224471 # DEPENDENCYPART_SIBL
(18,20),(18,32),0.0434682 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.081906 # DEPENDENCYPART_SIBL
(18,21),(18,23),0.000243422 # DEPENDENCYPART_SIBL
(18,21),(18,24),0.00684843 # DEPENDENCYPART_SIBL
(18,21),(18,25),0.0393623 # DEPENDENCYPART_SIBL
(18,21),(18,26),0.0464787 # DEPENDENCYPART_SIBL
(18,21),(18,27),-0.0743047 # DEPENDENCYPART_SIBL
(18,21),(18,28),-1.02397 # DEPENDENCYPART_SIBL
(18,21),(18,29),0.00273878 # DEPENDENCYPART_SIBL
(18,21),(18,30),0.00423196 # DEPENDENCYPART_SIBL
(18,21),(18,32),-0.0405529 # DEPENDENCYPART_SIBL
(18,22),(18,23),0.0200077 # DEPENDENCYPART_SIBL
(18,22),(18,24),0.0100001 # DEPENDENCYPART_SIBL
(18,22),(18,25),0.00109313 # DEPENDENCYPART_SIBL
(18,22),(18,26),0.0147593 # DEPENDENCYPART_SIBL
(18,22),(18,27),-0.0606887 # DEPENDENCYPART_SIBL
