# _root_ In composite trading on the New York Stock Exchange , the company closed at $ 25.25 a share , down 25 cents .
#goldHeads=13,3,1,3,9,9,9,9,4,13,12,13,0,13,14,15,18,15,13,13,22,20,13,
#predictedHeads=13,3,1,3,9,9,9,9,4,13,12,13,0,13,14,15,18,15,13,13,22,20,13,
(9,6),(9,15),0.0131737 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0708704 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.0620585 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.00484269 # DEPENDENCYPART_SIBL
(9,6),(9,22),-0.0409837 # DEPENDENCYPART_SIBL
(9,6),(9,23),-0.0546955 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.221839 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.106091 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.102243 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.00794916 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0661563 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0474707 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0231138 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0254374 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.106091 # DEPENDENCYPART_SIBL
(9,7),(9,20),0.00270626 # DEPENDENCYPART_SIBL
(9,7),(9,22),-0.0618378 # DEPENDENCYPART_SIBL
(9,7),(9,23),-0.0741125 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.069837 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.122129 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0336125 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.106771 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0830364 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0271963 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.068465 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.069837 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.0534685 # DEPENDENCYPART_SIBL
(9,8),(9,22),-0.0813739 # DEPENDENCYPART_SIBL
(9,8),(9,23),-0.0456427 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0172093 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.646137 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.438115 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.120801 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0977472 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.458835 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.0110622 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.555848 # DEPENDENCYPART_SIBL
(9,10),(9,22),0.328336 # DEPENDENCYPART_SIBL
(9,10),(9,23),-0.0412316 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.016769 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.00104995 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0159373 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.00757802 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0567165 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0205133 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.00202949 # DEPENDENCYPART_SIBL
(9,11),(9,22),0.0569908 # DEPENDENCYPART_SIBL
(9,11),(9,23),-0.0553844 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0368718 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0711414 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0999323 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.24076 # DEPENDENCYPART_SIBL
(9,12),(9,19),0.24947 # DEPENDENCYPART_SIBL
(9,12),(9,20),0.0924564 # DEPENDENCYPART_SIBL
(9,12),(9,22),-0.0421039 # DEPENDENCYPART_SIBL
(9,12),(9,23),0.0816045 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.00740928 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.0170883 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.104619 # DEPENDENCYPART_SIBL
(9,13),(9,19),0.420854 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.0289646 # DEPENDENCYPART_SIBL
(9,13),(9,22),-0.0423161 # DEPENDENCYPART_SIBL
(9,13),(9,23),0.0169849 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0220137 # DEPENDENCYPART_SIBL
(9,14),(9,18),0.028756 # DEPENDENCYPART_SIBL
(9,14),(9,19),0.106374 # DEPENDENCYPART_SIBL
(9,14),(9,20),0.140621 # DEPENDENCYPART_SIBL
(9,14),(9,22),-0.0707536 # DEPENDENCYPART_SIBL
(9,14),(9,23),-0.0274832 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.0217125 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.0294942 # DEPENDENCYPART_SIBL
(9,15),(9,20),0.127875 # DEPENDENCYPART_SIBL
(9,15),(9,22),-0.149097 # DEPENDENCYPART_SIBL
(9,15),(9,23),0.19166 # DEPENDENCYPART_SIBL
(9,18),(9,19),0.339995 # DEPENDENCYPART_SIBL
(9,18),(9,20),0.109089 # DEPENDENCYPART_SIBL
(9,18),(9,22),-0.0586439 # DEPENDENCYPART_SIBL
(9,18),(9,23),0.10269 # DEPENDENCYPART_SIBL
(9,19),(9,20),0.555848 # DEPENDENCYPART_SIBL
(9,19),(9,22),0.328336 # DEPENDENCYPART_SIBL
(9,19),(9,23),-0.0412316 # DEPENDENCYPART_SIBL
(9,20),(9,22),0.10083 # DEPENDENCYPART_SIBL
(9,20),(9,23),0.0388284 # DEPENDENCYPART_SIBL
(9,22),(9,23),0.0733694 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.337924 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.180757 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.167493 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.146245 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.104855 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.214617 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.337924 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.124922 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.0868955 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.0249684 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.0558999 # DEPENDENCYPART_SIBL
(12,4),(12,20),-0.0904764 # DEPENDENCYPART_SIBL
(12,4),(12,22),-0.00298927 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.163274 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.111326 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.213388 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.18505 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.19352 # DEPENDENCYPART_SIBL
(12,5),(12,11),-1.03423 # DEPENDENCYPART_SIBL
(12,5),(12,13),0.0602476 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.296621 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.182728 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.0166055 # DEPENDENCYPART_SIBL
(12,5),(12,20),-0.117657 # DEPENDENCYPART_SIBL
(12,5),(12,22),-0.0610126 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.138543 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.126064 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.178284 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.297319 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.636626 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.127841 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.026619 # DEPENDENCYPART_SIBL
(12,6),(12,15),0.126989 # DEPENDENCYPART_SIBL
(12,6),(12,18),0.0423739 # DEPENDENCYPART_SIBL
(12,6),(12,20),0.10052 # DEPENDENCYPART_SIBL
(12,6),(12,22),0.0765722 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.0683841 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.12998 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.11134 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.654893 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0161206 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.165526 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0501686 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.0565359 # DEPENDENCYPART_SIBL
(12,7),(12,20),-0.0146689 # DEPENDENCYPART_SIBL
(12,7),(12,22),-0.0653675 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.0515114 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0998016 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.673734 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.121301 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.205924 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0612541 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.0723635 # DEPENDENCYPART_SIBL
(12,8),(12,20),-0.0760567 # DEPENDENCYPART_SIBL
(12,8),(12,22),-0.0949678 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0889172 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.671943 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0866399 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.196617 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0967241 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.108374 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.0486344 # DEPENDENCYPART_SIBL
(12,9),(12,22),-0.0939023 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.247316 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0608734 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0337426 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.0310938 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.00893349 # DEPENDENCYPART_SIBL
(12,10),(12,20),0.0189319 # DEPENDENCYPART_SIBL
(12,10),(12,22),0.00167225 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0602476 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.296621 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.182728 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.0166055 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.117657 # DEPENDENCYPART_SIBL
(12,11),(12,22),-0.0610126 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.0536646 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.0234549 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.0175909 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.0205993 # DEPENDENCYPART_SIBL
(12,13),(12,22),0.00243874 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0569449 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0103077 # DEPENDENCYPART_SIBL
(12,14),(12,20),0.130079 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.0248358 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.240864 # DEPENDENCYPART_SIBL
(12,15),(12,20),0.185241 # DEPENDENCYPART_SIBL
(12,15),(12,22),-0.0513112 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.0401642 # DEPENDENCYPART_SIBL
(12,18),(12,22),-0.158629 # DEPENDENCYPART_SIBL
(12,20),(12,22),0.111582 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.0220247 # DEPENDENCYPART_SIBL
(13,1),(13,4),0.00903234 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.0169787 # DEPENDENCYPART_SIBL
(13,1),(13,6),0.111408 # DEPENDENCYPART_SIBL
(13,1),(13,7),0.0431933 # DEPENDENCYPART_SIBL
(13,1),(13,8),0.0825347 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.0522555 # DEPENDENCYPART_SIBL
(13,1),(13,10),0.375907 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.0169787 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.0268979 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.0242992 # DEPENDENCYPART_SIBL
(13,1),(13,15),0.00541544 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.0317249 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.0362947 # DEPENDENCYPART_SIBL
(13,1),(13,19),0.0759307 # DEPENDENCYPART_SIBL
(13,1),(13,20),0.0555073 # DEPENDENCYPART_SIBL
(13,1),(13,22),-0.0184533 # DEPENDENCYPART_SIBL
(13,1),(13,23),0.101324 # DEPENDENCYPART_SIBL
(13,3),(13,4),0.0408946 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.437953 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.425075 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.442164 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.441046 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.452763 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.124102 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.437953 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.61691 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.0389923 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.0578284 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.0960707 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.190265 # DEPENDENCYPART_SIBL
(13,3),(13,19),-0.0244888 # DEPENDENCYPART_SIBL
(13,3),(13,20),-0.00598793 # DEPENDENCYPART_SIBL
(13,3),(13,22),-0.0842741 # DEPENDENCYPART_SIBL
(13,3),(13,23),-0.074976 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.0250032 # DEPENDENCYPART_SIBL
(13,4),(13,6),0.0262618 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.0213485 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.00236127 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.0230132 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.364027 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.0250032 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.0357431 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.0854813 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.0118098 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.0393983 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.0836586 # DEPENDENCYPART_SIBL
(13,4),(13,19),0.0139394 # DEPENDENCYPART_SIBL
(13,4),(13,20),-0.115535 # DEPENDENCYPART_SIBL
(13,4),(13,22),-0.00742711 # DEPENDENCYPART_SIBL
(13,4),(13,23),0.0901123 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.165732 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.244129 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.20101 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.268721 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.10359 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.583181 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.239955 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.132237 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.240564 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.202757 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.195143 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.147128 # DEPENDENCYPART_SIBL
(13,5),(13,20),-0.0864198 # DEPENDENCYPART_SIBL
(13,5),(13,22),-0.143576 # DEPENDENCYPART_SIBL
(13,5),(13,23),-0.196966 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.33511 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.388994 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.389885 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.0970011 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.336951 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.267342 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.0415274 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.01451 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.0036291 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.117423 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.0187521 # DEPENDENCYPART_SIBL
(13,6),(13,20),0.0487204 # DEPENDENCYPART_SIBL
(13,6),(13,22),-0.0686079 # DEPENDENCYPART_SIBL
(13,6),(13,23),-0.00955733 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.424208 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.416316 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.00632648 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.33697 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.265034 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0248056 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0671012 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.0414178 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.113601 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.0536627 # DEPENDENCYPART_SIBL
(13,7),(13,20),0.0480577 # DEPENDENCYPART_SIBL
(13,7),(13,22),-0.108549 # DEPENDENCYPART_SIBL
(13,7),(13,23),-0.0865179 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.489326 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.025032 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.349962 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.278457 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.145076 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.106768 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.099454 # DEPENDENCYPART_SIBL
(13,8),(13,18),0.00491341 # DEPENDENCYPART_SIBL
(13,8),(13,19),0.157254 # DEPENDENCYPART_SIBL
(13,8),(13,20),0.146573 # DEPENDENCYPART_SIBL
(13,8),(13,22),0.0274468 # DEPENDENCYPART_SIBL
(13,8),(13,23),0.150175 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.0156031 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.336788 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.268425 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0230414 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0484366 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0178132 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.11062 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.0884817 # DEPENDENCYPART_SIBL
(13,9),(13,20),0.058153 # DEPENDENCYPART_SIBL
(13,9),(13,22),-0.0681808 # DEPENDENCYPART_SIBL
(13,9),(13,23),-0.0208017 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.079497 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.00775694 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0604445 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0817719 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0895235 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.136539 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.0108456 # DEPENDENCYPART_SIBL
(13,10),(13,20),0.00785575 # DEPENDENCYPART_SIBL
(13,10),(13,22),-0.0640063 # DEPENDENCYPART_SIBL
(13,10),(13,23),0.0837676 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.239955 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.132237 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.240564 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.202757 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.195143 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.147128 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.0864198 # DEPENDENCYPART_SIBL
(13,11),(13,22),-0.143576 # DEPENDENCYPART_SIBL
(13,11),(13,23),-0.196966 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0554176 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0121408 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0736821 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.134265 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.077357 # DEPENDENCYPART_SIBL
(13,12),(13,20),0.0381914 # DEPENDENCYPART_SIBL
(13,12),(13,22),-0.0285759 # DEPENDENCYPART_SIBL
(13,12),(13,23),0.00323829 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0283646 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.0418532 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.115907 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.390494 # DEPENDENCYPART_SIBL
(13,14),(13,20),0.569133 # DEPENDENCYPART_SIBL
(13,14),(13,22),-0.0786193 # DEPENDENCYPART_SIBL
(13,14),(13,23),0.175216 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0445208 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.218081 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.0192902 # DEPENDENCYPART_SIBL
(13,15),(13,20),0.286241 # DEPENDENCYPART_SIBL
(13,15),(13,22),-0.434975 # DEPENDENCYPART_SIBL
(13,15),(13,23),-0.0563556 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.209543 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.0508932 # DEPENDENCYPART_SIBL
(13,16),(13,20),0.0238353 # DEPENDENCYPART_SIBL
(13,16),(13,22),-0.385804 # DEPENDENCYPART_SIBL
(13,16),(13,23),-0.104546 # DEPENDENCYPART_SIBL
(13,18),(13,19),0.00469226 # DEPENDENCYPART_SIBL
(13,18),(13,20),0.152087 # DEPENDENCYPART_SIBL
(13,18),(13,22),-0.470779 # DEPENDENCYPART_SIBL
(13,18),(13,23),-0.0832267 # DEPENDENCYPART_SIBL
(13,19),(13,20),0.755486 # DEPENDENCYPART_SIBL
(13,19),(13,22),0.0159277 # DEPENDENCYPART_SIBL
(13,19),(13,23),0.0916117 # DEPENDENCYPART_SIBL
(13,20),(13,22),-0.163092 # DEPENDENCYPART_SIBL
(13,20),(13,23),0.0579073 # DEPENDENCYPART_SIBL
(13,22),(13,23),-0.102101 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.118362 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.128319 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.101387 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.0230808 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.078579 # DEPENDENCYPART_SIBL
(14,12),(14,22),-0.107822 # DEPENDENCYPART_SIBL
(14,12),(14,23),-0.00564197 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.21472 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.51344 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.0568013 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.0825389 # DEPENDENCYPART_SIBL
(14,15),(14,22),-0.810604 # DEPENDENCYPART_SIBL
(14,15),(14,23),-0.1085 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.568998 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.147403 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.213734 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.741848 # DEPENDENCYPART_SIBL
(14,16),(14,23),-0.210023 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.10158 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.0841316 # DEPENDENCYPART_SIBL
(14,18),(14,22),-0.904992 # DEPENDENCYPART_SIBL
(14,18),(14,23),-0.110279 # DEPENDENCYPART_SIBL
(14,19),(14,20),0.597063 # DEPENDENCYPART_SIBL
(14,19),(14,22),-0.103762 # DEPENDENCYPART_SIBL
(14,19),(14,23),0.0214683 # DEPENDENCYPART_SIBL
(14,20),(14,22),-0.366554 # DEPENDENCYPART_SIBL
(14,20),(14,23),-0.0584378 # DEPENDENCYPART_SIBL
(14,22),(14,23),-0.0948518 # DEPENDENCYPART_SIBL
(15,1),(15,4),-0.0745394 # DEPENDENCYPART_SIBL
(15,1),(15,12),0.0374744 # DEPENDENCYPART_SIBL
(15,1),(15,14),-0.108538 # DEPENDENCYPART_SIBL
(15,1),(15,16),-0.0496323 # DEPENDENCYPART_SIBL
(15,1),(15,17),-0.103077 # DEPENDENCYPART_SIBL
(15,1),(15,18),0.0218879 # DEPENDENCYPART_SIBL
(15,1),(15,19),-0.0874136 # DEPENDENCYPART_SIBL
(15,1),(15,20),-0.0680349 # DEPENDENCYPART_SIBL
(15,1),(15,21),-0.0475702 # DEPENDENCYPART_SIBL
(15,1),(15,22),-0.118157 # DEPENDENCYPART_SIBL
(15,1),(15,23),-0.136787 # DEPENDENCYPART_SIBL
(15,4),(15,12),0.0568945 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.136597 # DEPENDENCYPART_SIBL
(15,4),(15,16),-0.0153499 # DEPENDENCYPART_SIBL
(15,4),(15,17),-0.0883864 # DEPENDENCYPART_SIBL
(15,4),(15,18),0.00931494 # DEPENDENCYPART_SIBL
(15,4),(15,19),-0.101359 # DEPENDENCYPART_SIBL
(15,4),(15,20),-0.0919599 # DEPENDENCYPART_SIBL
(15,4),(15,21),-0.0132433 # DEPENDENCYPART_SIBL
(15,4),(15,22),-0.0633959 # DEPENDENCYPART_SIBL
(15,4),(15,23),-0.113947 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.186101 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0188818 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0570229 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.0415966 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.103817 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.00549015 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.0343927 # DEPENDENCYPART_SIBL
(15,12),(15,22),-0.00924678 # DEPENDENCYPART_SIBL
(15,12),(15,23),-0.0662985 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.000751548 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0821422 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0807542 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0146074 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.0253119 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.000165849 # DEPENDENCYPART_SIBL
(15,14),(15,22),-0.0520648 # DEPENDENCYPART_SIBL
(15,14),(15,23),-0.0902978 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0529884 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.101198 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0191561 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.0291865 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.0218282 # DEPENDENCYPART_SIBL
