# _root_ West German Economics Minister Helmut Haussmann said , `` In my view , the stock market will stabilize relatively quickly .
#goldHeads=6,6,6,6,6,7,0,7,7,17,12,10,17,16,16,17,7,17,18,19,7,
#predictedHeads=2,6,6,6,6,7,0,7,7,17,12,10,17,16,16,17,7,17,18,19,7,
(7,3),(7,17),0.0141295 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.0295678 # DEPENDENCYPART_SIBL
(7,3),(7,19),-0.0805396 # DEPENDENCYPART_SIBL
(7,3),(7,20),-0.0616957 # DEPENDENCYPART_SIBL
(7,3),(7,21),0.0296983 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.555597 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.542843 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.000943372 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0272524 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0572371 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0831411 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.000943372 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.124759 # DEPENDENCYPART_SIBL
(7,4),(7,17),0.0245937 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.0205631 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.06369 # DEPENDENCYPART_SIBL
(7,4),(7,20),-0.0448461 # DEPENDENCYPART_SIBL
(7,4),(7,21),0.082621 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.54964 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0073612 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.00631413 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0925091 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0941729 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0073612 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.135791 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.00518405 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.0385132 # DEPENDENCYPART_SIBL
(7,5),(7,19),-0.0848679 # DEPENDENCYPART_SIBL
(7,5),(7,20),-0.066024 # DEPENDENCYPART_SIBL
(7,5),(7,21),0.00253232 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0074105 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0210715 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0701632 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0794155 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.0074105 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.121034 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.0183587 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.0237554 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.0701105 # DEPENDENCYPART_SIBL
(7,6),(7,20),-0.0512666 # DEPENDENCYPART_SIBL
(7,6),(7,21),0.0507063 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.318791 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0619268 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.0811449 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.169719 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.0941621 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.0691288 # DEPENDENCYPART_SIBL
(7,8),(7,18),0.131173 # DEPENDENCYPART_SIBL
(7,8),(7,19),0.169631 # DEPENDENCYPART_SIBL
(7,8),(7,20),0.164539 # DEPENDENCYPART_SIBL
(7,8),(7,21),-0.220475 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.039463 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.097879 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.108822 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.122365 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.00181316 # DEPENDENCYPART_SIBL
(7,9),(7,18),0.0852004 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.0288208 # DEPENDENCYPART_SIBL
(7,9),(7,20),-0.0288778 # DEPENDENCYPART_SIBL
(7,9),(7,21),-0.0043514 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.148135 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.208895 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.158702 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.33912 # DEPENDENCYPART_SIBL
(7,10),(7,18),0.0808352 # DEPENDENCYPART_SIBL
(7,10),(7,19),0.159808 # DEPENDENCYPART_SIBL
(7,10),(7,20),0.17696 # DEPENDENCYPART_SIBL
(7,10),(7,21),0.00363171 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.0546411 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.244756 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.531587 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.114485 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.0247512 # DEPENDENCYPART_SIBL
(7,12),(7,20),-0.0164252 # DEPENDENCYPART_SIBL
(7,12),(7,21),-0.121911 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.0941621 # DEPENDENCYPART_SIBL
(7,13),(7,17),0.0691288 # DEPENDENCYPART_SIBL
(7,13),(7,18),0.131173 # DEPENDENCYPART_SIBL
(7,13),(7,19),0.169631 # DEPENDENCYPART_SIBL
(7,13),(7,20),0.164539 # DEPENDENCYPART_SIBL
(7,13),(7,21),-0.220475 # DEPENDENCYPART_SIBL
(7,16),(7,17),-0.505409 # DEPENDENCYPART_SIBL
(7,16),(7,18),-0.0768908 # DEPENDENCYPART_SIBL
(7,16),(7,19),-0.00142273 # DEPENDENCYPART_SIBL
(7,16),(7,20),0.00690329 # DEPENDENCYPART_SIBL
(7,16),(7,21),-0.0995171 # DEPENDENCYPART_SIBL
(7,17),(7,18),-0.194307 # DEPENDENCYPART_SIBL
(7,17),(7,19),-0.103158 # DEPENDENCYPART_SIBL
(7,17),(7,20),-0.103334 # DEPENDENCYPART_SIBL
(7,17),(7,21),0.0148548 # DEPENDENCYPART_SIBL
(7,18),(7,19),-0.122964 # DEPENDENCYPART_SIBL
(7,18),(7,20),-0.118044 # DEPENDENCYPART_SIBL
(7,18),(7,21),0.00715876 # DEPENDENCYPART_SIBL
(7,19),(7,20),-0.0358105 # DEPENDENCYPART_SIBL
(7,19),(7,21),-0.0833379 # DEPENDENCYPART_SIBL
(7,20),(7,21),-0.0566858 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0118143 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0633587 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0237899 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0815217 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.042928 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.00988199 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.00661915 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0675028 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0676036 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0618271 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.0403253 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0577735 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.000853058 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0357906 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.0685468 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.0175245 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.0729738 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.0664214 # DEPENDENCYPART_SIBL
(10,6),(10,21),0.0144571 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.174093 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0772437 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.00459796 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.144998 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0927311 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.121322 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.0944451 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0173507 # DEPENDENCYPART_SIBL
(10,7),(10,18),0.0130283 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.0289982 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.029054 # DEPENDENCYPART_SIBL
(10,7),(10,21),0.0596972 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.14351 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.00532189 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.133929 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.84431 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0681321 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.00244087 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0612645 # DEPENDENCYPART_SIBL
(10,8),(10,18),0.0717556 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.0438772 # DEPENDENCYPART_SIBL
(10,8),(10,20),-0.0495651 # DEPENDENCYPART_SIBL
(10,8),(10,21),0.0148219 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0694437 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.110783 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0395143 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.104183 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0945663 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.102204 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.019026 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.0752861 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.0746945 # DEPENDENCYPART_SIBL
(10,9),(10,21),0.0320614 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.467585 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.00448427 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.480128 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.473312 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.237508 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.163286 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.0111418 # DEPENDENCYPART_SIBL
(10,11),(10,20),0.00376658 # DEPENDENCYPART_SIBL
(10,11),(10,21),0.0949664 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.259135 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.98435 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.995856 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.536055 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.339704 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.0238731 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.0226495 # DEPENDENCYPART_SIBL
(10,12),(10,21),0.140297 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0218128 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0580512 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.339536 # DEPENDENCYPART_SIBL
(10,13),(10,18),0.153284 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.502619 # DEPENDENCYPART_SIBL
(10,13),(10,20),0.49056 # DEPENDENCYPART_SIBL
(10,13),(10,21),0.395117 # DEPENDENCYPART_SIBL
(10,15),(10,16),-1.07004 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.611028 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.420019 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.0653371 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.0641136 # DEPENDENCYPART_SIBL
(10,15),(10,21),0.0571209 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.60159 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.397188 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.0983834 # DEPENDENCYPART_SIBL
(10,16),(10,20),-0.0971599 # DEPENDENCYPART_SIBL
(10,16),(10,21),0.0659072 # DEPENDENCYPART_SIBL
(10,17),(10,18),-0.177853 # DEPENDENCYPART_SIBL
(10,17),(10,19),0.0439121 # DEPENDENCYPART_SIBL
(10,17),(10,20),0.0365369 # DEPENDENCYPART_SIBL
(10,17),(10,21),0.396647 # DEPENDENCYPART_SIBL
(10,18),(10,19),-0.00877246 # DEPENDENCYPART_SIBL
(10,18),(10,20),-0.0110519 # DEPENDENCYPART_SIBL
(10,18),(10,21),0.178865 # DEPENDENCYPART_SIBL
(10,19),(10,20),-0.0914302 # DEPENDENCYPART_SIBL
(10,19),(10,21),0.0333347 # DEPENDENCYPART_SIBL
(10,20),(10,21),0.0320773 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.362089 # DEPENDENCYPART_SIBL
(12,1),(12,3),0.0674472 # DEPENDENCYPART_SIBL
(12,1),(12,6),0.0640982 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.0253716 # DEPENDENCYPART_SIBL
(12,1),(12,8),0.311233 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.153581 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.306523 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.125943 # DEPENDENCYPART_SIBL
(12,1),(12,15),-0.0486781 # DEPENDENCYPART_SIBL
(12,1),(12,16),0.0159146 # DEPENDENCYPART_SIBL
(12,1),(12,17),-0.0501303 # DEPENDENCYPART_SIBL
(12,1),(12,19),-0.0606766 # DEPENDENCYPART_SIBL
(12,1),(12,20),-0.0700981 # DEPENDENCYPART_SIBL
(12,1),(12,21),-0.0356467 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.0941299 # DEPENDENCYPART_SIBL
(12,2),(12,6),0.0907809 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.00659187 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.325199 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.185558 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.274763 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.110235 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.062275 # DEPENDENCYPART_SIBL
(12,2),(12,16),0.0023177 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.0712189 # DEPENDENCYPART_SIBL
(12,2),(12,19),-0.0820579 # DEPENDENCYPART_SIBL
(12,2),(12,20),-0.0914794 # DEPENDENCYPART_SIBL
(12,2),(12,21),-0.0499889 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.00468859 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.0705394 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.149406 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.199778 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.220766 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.0862948 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.045245 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.0211919 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.0514258 # DEPENDENCYPART_SIBL
(12,3),(12,19),-0.0499691 # DEPENDENCYPART_SIBL
(12,3),(12,20),-0.0504036 # DEPENDENCYPART_SIBL
(12,3),(12,21),-0.026452 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.0711304 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.152805 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.200424 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.220175 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.0711957 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.0405971 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.016544 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.048505 # DEPENDENCYPART_SIBL
(12,6),(12,19),-0.0416806 # DEPENDENCYPART_SIBL
(12,6),(12,20),-0.042115 # DEPENDENCYPART_SIBL
(12,6),(12,21),-0.0165814 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.347145 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.0995433 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.139161 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0957904 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0225754 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.0116717 # DEPENDENCYPART_SIBL
(12,7),(12,17),0.00365624 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.0459629 # DEPENDENCYPART_SIBL
(12,7),(12,20),-0.0527112 # DEPENDENCYPART_SIBL
(12,7),(12,21),0.0595217 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.169138 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0479532 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0823995 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.00455349 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0174655 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.000916357 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.0265541 # DEPENDENCYPART_SIBL
(12,8),(12,20),-0.0389346 # DEPENDENCYPART_SIBL
(12,8),(12,21),0.0734533 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.00683729 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0747792 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0108594 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.039718 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.025092 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.0899943 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.0960954 # DEPENDENCYPART_SIBL
(12,9),(12,21),0.147737 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.098134 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0345322 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.00705131 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.114 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.0253413 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.0177947 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.0412624 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.684053 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.664289 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.361195 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.289473 # DEPENDENCYPART_SIBL
(12,13),(12,20),0.289825 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.0101279 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0937015 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.177337 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.0128765 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.00428049 # DEPENDENCYPART_SIBL
(12,15),(12,21),0.0169396 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.184514 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.0401988 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.0316028 # DEPENDENCYPART_SIBL
(12,16),(12,21),0.0112141 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.0433774 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.0433803 # DEPENDENCYPART_SIBL
(12,17),(12,21),0.0849671 # DEPENDENCYPART_SIBL
(12,19),(12,20),-0.034313 # DEPENDENCYPART_SIBL
(12,19),(12,21),-0.0130565 # DEPENDENCYPART_SIBL
(12,20),(12,21),-0.0137596 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.41161 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.0410363 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.0255622 # DEPENDENCYPART_SIBL
(15,11),(15,20),0.0180157 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.113888 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0255563 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.0284598 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0493738 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.0407778 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.0509598 # DEPENDENCYPART_SIBL
(16,1),(16,2),-0.437881 # DEPENDENCYPART_SIBL
(16,1),(16,7),-0.0804328 # DEPENDENCYPART_SIBL
(16,1),(16,9),0.0402411 # DEPENDENCYPART_SIBL
(16,1),(16,10),-0.108165 # DEPENDENCYPART_SIBL
(16,1),(16,11),-0.361533 # DEPENDENCYPART_SIBL
(16,1),(16,12),0.05763 # DEPENDENCYPART_SIBL
(16,1),(16,13),0.12229 # DEPENDENCYPART_SIBL
(16,1),(16,14),-0.814525 # DEPENDENCYPART_SIBL
(16,1),(16,15),0.0853594 # DEPENDENCYPART_SIBL
(16,1),(16,17),-0.0335692 # DEPENDENCYPART_SIBL
(16,1),(16,19),-0.047973 # DEPENDENCYPART_SIBL
(16,1),(16,20),-0.0573945 # DEPENDENCYPART_SIBL
(16,2),(16,7),-0.039772 # DEPENDENCYPART_SIBL
(16,2),(16,9),0.0809151 # DEPENDENCYPART_SIBL
(16,2),(16,10),-0.0676566 # DEPENDENCYPART_SIBL
(16,2),(16,11),-0.321076 # DEPENDENCYPART_SIBL
(16,2),(16,12),0.121051 # DEPENDENCYPART_SIBL
(16,2),(16,13),0.144954 # DEPENDENCYPART_SIBL
(16,2),(16,14),-0.773413 # DEPENDENCYPART_SIBL
(16,2),(16,15),0.14878 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.0546581 # DEPENDENCYPART_SIBL
(16,2),(16,19),-0.0693547 # DEPENDENCYPART_SIBL
(16,2),(16,20),-0.0787761 # DEPENDENCYPART_SIBL
(16,7),(16,9),0.0462764 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.0858025 # DEPENDENCYPART_SIBL
(16,7),(16,11),-0.139038 # DEPENDENCYPART_SIBL
(16,7),(16,12),0.0648782 # DEPENDENCYPART_SIBL
(16,7),(16,13),0.255079 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.259017 # DEPENDENCYPART_SIBL
(16,7),(16,15),0.0641854 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.0162124 # DEPENDENCYPART_SIBL
(16,7),(16,19),-0.0579473 # DEPENDENCYPART_SIBL
(16,7),(16,20),-0.0646956 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.086161 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.0543054 # DEPENDENCYPART_SIBL
(16,9),(16,12),0.0642693 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.0350507 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.239848 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.0470013 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.032594 # DEPENDENCYPART_SIBL
(16,9),(16,19),-0.0896134 # DEPENDENCYPART_SIBL
(16,9),(16,20),-0.0957145 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.187119 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.0910435 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.173767 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.257014 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.116966 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.0147728 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.0820672 # DEPENDENCYPART_SIBL
(16,10),(16,20),-0.0881459 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.0756099 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.158096 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.509505 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.085574 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.103241 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.0438077 # DEPENDENCYPART_SIBL
(16,11),(16,20),0.0362612 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.0867078 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.614389 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.0345415 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.0170942 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.0228146 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.0504875 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.266524 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.00443978 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0551117 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.0716757 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.0840562 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.51365 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0531787 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.209086 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.211989 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0728128 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.142525 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.170198 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0450708 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0450736 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.0304938 # DEPENDENCYPART_SIBL
(17,1),(17,2),-0.375803 # DEPENDENCYPART_SIBL
(17,1),(17,3),-0.102937 # DEPENDENCYPART_SIBL
(17,1),(17,4),-0.0967861 # DEPENDENCYPART_SIBL
(17,1),(17,5),-0.11501 # DEPENDENCYPART_SIBL
(17,1),(17,6),-0.105291 # DEPENDENCYPART_SIBL
(17,1),(17,7),-0.0860271 # DEPENDENCYPART_SIBL
(17,1),(17,8),0.056605 # DEPENDENCYPART_SIBL
(17,1),(17,9),0.123213 # DEPENDENCYPART_SIBL
(17,1),(17,10),0.00183808 # DEPENDENCYPART_SIBL
(17,1),(17,11),-0.174077 # DEPENDENCYPART_SIBL
(17,1),(17,12),-0.160364 # DEPENDENCYPART_SIBL
(17,1),(17,13),0.056605 # DEPENDENCYPART_SIBL
(17,1),(17,14),-0.402162 # DEPENDENCYPART_SIBL
(17,1),(17,15),-0.143907 # DEPENDENCYPART_SIBL
(17,1),(17,16),-0.153273 # DEPENDENCYPART_SIBL
(17,1),(17,18),-0.0477714 # DEPENDENCYPART_SIBL
(17,1),(17,19),-0.0600954 # DEPENDENCYPART_SIBL
(17,1),(17,20),-0.0812743 # DEPENDENCYPART_SIBL
(17,1),(17,21),-0.0227696 # DEPENDENCYPART_SIBL
(17,2),(17,3),-0.103046 # DEPENDENCYPART_SIBL
(17,2),(17,4),-0.0968937 # DEPENDENCYPART_SIBL
(17,2),(17,5),-0.106978 # DEPENDENCYPART_SIBL
(17,2),(17,6),-0.1054 # DEPENDENCYPART_SIBL
(17,2),(17,7),-0.0856277 # DEPENDENCYPART_SIBL
(17,2),(17,8),0.0388662 # DEPENDENCYPART_SIBL
(17,2),(17,9),0.123626 # DEPENDENCYPART_SIBL
(17,2),(17,10),0.00210676 # DEPENDENCYPART_SIBL
(17,2),(17,11),-0.173881 # DEPENDENCYPART_SIBL
(17,2),(17,12),-0.132052 # DEPENDENCYPART_SIBL
(17,2),(17,13),0.0388662 # DEPENDENCYPART_SIBL
(17,2),(17,14),-0.40153 # DEPENDENCYPART_SIBL
