# _root_ At Shearson Lehman , executives created potential new commercials Friday night and throughout the weekend , then had to regroup yesterday afternoon .
#goldHeads=6,3,1,6,6,0,9,9,6,11,6,11,12,15,13,6,18,6,18,19,22,20,6,
#predictedHeads=6,3,1,6,6,0,9,9,6,11,6,6,12,15,13,18,18,12,18,19,22,20,6,
(5,8),(5,13),0.0518536 # DEPENDENCYPART_SIBL
(5,8),(5,16),0.0343584 # DEPENDENCYPART_SIBL
(5,8),(5,18),-0.0548315 # DEPENDENCYPART_SIBL
(5,8),(5,23),-0.0274805 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.01889 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0754207 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.0854066 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.0703837 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.0161931 # DEPENDENCYPART_SIBL
(5,9),(5,18),-0.0700134 # DEPENDENCYPART_SIBL
(5,9),(5,23),-0.00844937 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.0474492 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.0391946 # DEPENDENCYPART_SIBL
(5,10),(5,13),0.11377 # DEPENDENCYPART_SIBL
(5,10),(5,16),0.0718508 # DEPENDENCYPART_SIBL
(5,10),(5,18),0.0164822 # DEPENDENCYPART_SIBL
(5,10),(5,23),0.0589205 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.0957205 # DEPENDENCYPART_SIBL
(5,11),(5,13),0.0368522 # DEPENDENCYPART_SIBL
(5,11),(5,16),-0.0330518 # DEPENDENCYPART_SIBL
(5,11),(5,18),-0.0719319 # DEPENDENCYPART_SIBL
(5,11),(5,23),0.0381116 # DEPENDENCYPART_SIBL
(5,12),(5,13),-0.0670924 # DEPENDENCYPART_SIBL
(5,12),(5,16),-0.0600002 # DEPENDENCYPART_SIBL
(5,12),(5,18),-0.0253336 # DEPENDENCYPART_SIBL
(5,12),(5,23),-0.0736736 # DEPENDENCYPART_SIBL
(5,13),(5,16),0.0520186 # DEPENDENCYPART_SIBL
(5,13),(5,18),-0.00616619 # DEPENDENCYPART_SIBL
(5,13),(5,23),0.0693968 # DEPENDENCYPART_SIBL
(5,16),(5,18),0.436336 # DEPENDENCYPART_SIBL
(5,16),(5,23),-0.0213663 # DEPENDENCYPART_SIBL
(5,18),(5,23),0.107419 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.0204171 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0323021 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.271119 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.0103651 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0158941 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0372517 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.0718208 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.0072173 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.0646877 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.0274071 # DEPENDENCYPART_SIBL
(6,1),(6,13),0.0223507 # DEPENDENCYPART_SIBL
(6,1),(6,15),0.00667746 # DEPENDENCYPART_SIBL
(6,1),(6,16),0.039449 # DEPENDENCYPART_SIBL
(6,1),(6,17),0.0360147 # DEPENDENCYPART_SIBL
(6,1),(6,18),0.118572 # DEPENDENCYPART_SIBL
(6,1),(6,19),-0.0799826 # DEPENDENCYPART_SIBL
(6,1),(6,21),-0.0757529 # DEPENDENCYPART_SIBL
(6,1),(6,22),-0.0122645 # DEPENDENCYPART_SIBL
(6,1),(6,23),0.0198558 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.386472 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.0607276 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.324206 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0324048 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0676145 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.0112652 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.0246833 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.076043 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.0172336 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.00128662 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.0162903 # DEPENDENCYPART_SIBL
(6,2),(6,16),0.00563996 # DEPENDENCYPART_SIBL
(6,2),(6,17),0.0951598 # DEPENDENCYPART_SIBL
(6,2),(6,18),-0.0207997 # DEPENDENCYPART_SIBL
(6,2),(6,19),-0.0413996 # DEPENDENCYPART_SIBL
(6,2),(6,21),0.0180169 # DEPENDENCYPART_SIBL
(6,2),(6,22),-0.00901539 # DEPENDENCYPART_SIBL
(6,2),(6,23),-0.00921015 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.0634545 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.32766 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0677906 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.103 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0322755 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.013272 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.0606482 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.0306274 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0107825 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.0316851 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.0440776 # DEPENDENCYPART_SIBL
(6,3),(6,17),0.0504256 # DEPENDENCYPART_SIBL
(6,3),(6,18),-0.0454516 # DEPENDENCYPART_SIBL
(6,3),(6,19),-0.0623725 # DEPENDENCYPART_SIBL
(6,3),(6,21),0.00262208 # DEPENDENCYPART_SIBL
(6,3),(6,22),-0.0244102 # DEPENDENCYPART_SIBL
(6,3),(6,23),-0.0673697 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.110937 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0779582 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.11473 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0104709 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0882567 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.065864 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.0877183 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.0317357 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.0168159 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.0270372 # DEPENDENCYPART_SIBL
(6,4),(6,17),0.000740535 # DEPENDENCYPART_SIBL
(6,4),(6,18),-0.0292167 # DEPENDENCYPART_SIBL
(6,4),(6,19),-0.0822469 # DEPENDENCYPART_SIBL
(6,4),(6,21),-0.113612 # DEPENDENCYPART_SIBL
(6,4),(6,22),-0.0493869 # DEPENDENCYPART_SIBL
(6,4),(6,23),-0.0147587 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0400198 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0664506 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.012683 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0195865 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0344653 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.00545606 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0525545 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.00057464 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.0575842 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.0238138 # DEPENDENCYPART_SIBL
(6,5),(6,18),0.0267875 # DEPENDENCYPART_SIBL
(6,5),(6,19),-0.10339 # DEPENDENCYPART_SIBL
(6,5),(6,21),-0.0475908 # DEPENDENCYPART_SIBL
(6,5),(6,22),-0.00995905 # DEPENDENCYPART_SIBL
(6,5),(6,23),0.0117576 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.213503 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.229659 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0332214 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0702925 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.0338001 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0212928 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.137609 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.101252 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.038539 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.0748538 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.0642851 # DEPENDENCYPART_SIBL
(6,7),(6,21),0.0407179 # DEPENDENCYPART_SIBL
(6,7),(6,22),-0.115376 # DEPENDENCYPART_SIBL
(6,7),(6,23),0.0193538 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.226653 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.039652 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0739956 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.00623856 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0537268 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.141312 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.100431 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.0345552 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.0713045 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.00296501 # DEPENDENCYPART_SIBL
(6,8),(6,21),0.0370147 # DEPENDENCYPART_SIBL
(6,8),(6,22),-0.119079 # DEPENDENCYPART_SIBL
(6,8),(6,23),-0.0146152 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0556538 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0964846 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.0891544 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.0931082 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.13027 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.065274 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.130094 # DEPENDENCYPART_SIBL
(6,9),(6,18),0.01472 # DEPENDENCYPART_SIBL
(6,9),(6,19),0.060206 # DEPENDENCYPART_SIBL
(6,9),(6,21),0.0584587 # DEPENDENCYPART_SIBL
(6,9),(6,22),-0.105643 # DEPENDENCYPART_SIBL
(6,9),(6,23),0.0408736 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.111654 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0453462 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.0579531 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.118023 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.00690967 # DEPENDENCYPART_SIBL
(6,10),(6,17),0.0256697 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.0235852 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.00989707 # DEPENDENCYPART_SIBL
(6,10),(6,21),0.00905836 # DEPENDENCYPART_SIBL
(6,10),(6,22),-0.101153 # DEPENDENCYPART_SIBL
(6,10),(6,23),0.0231413 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.0189484 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.100083 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.152239 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.0140752 # DEPENDENCYPART_SIBL
(6,11),(6,17),0.0152665 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.00284245 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.00922623 # DEPENDENCYPART_SIBL
(6,11),(6,21),0.0324913 # DEPENDENCYPART_SIBL
(6,11),(6,22),-0.0994959 # DEPENDENCYPART_SIBL
(6,11),(6,23),0.0963578 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.142915 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.145117 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.107979 # DEPENDENCYPART_SIBL
(6,12),(6,17),0.0329358 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.0930957 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.192377 # DEPENDENCYPART_SIBL
(6,12),(6,21),-0.0806695 # DEPENDENCYPART_SIBL
(6,12),(6,22),-0.120316 # DEPENDENCYPART_SIBL
(6,12),(6,23),0.010901 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.158404 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.0201105 # DEPENDENCYPART_SIBL
(6,13),(6,17),0.0184035 # DEPENDENCYPART_SIBL
(6,13),(6,18),-0.0615182 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.106667 # DEPENDENCYPART_SIBL
(6,13),(6,21),0.162959 # DEPENDENCYPART_SIBL
(6,13),(6,22),-0.0934557 # DEPENDENCYPART_SIBL
(6,13),(6,23),0.0301035 # DEPENDENCYPART_SIBL
(6,15),(6,16),0.005796 # DEPENDENCYPART_SIBL
(6,15),(6,17),-0.00039059 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.0171552 # DEPENDENCYPART_SIBL
(6,15),(6,19),0.0221983 # DEPENDENCYPART_SIBL
(6,15),(6,21),0.00304935 # DEPENDENCYPART_SIBL
(6,15),(6,22),-0.133062 # DEPENDENCYPART_SIBL
(6,15),(6,23),0.0365848 # DEPENDENCYPART_SIBL
(6,16),(6,17),0.261127 # DEPENDENCYPART_SIBL
(6,16),(6,18),0.243907 # DEPENDENCYPART_SIBL
(6,16),(6,19),0.017638 # DEPENDENCYPART_SIBL
(6,16),(6,21),0.0502181 # DEPENDENCYPART_SIBL
(6,16),(6,22),0.0594583 # DEPENDENCYPART_SIBL
(6,16),(6,23),-0.0263628 # DEPENDENCYPART_SIBL
(6,17),(6,18),0.01755 # DEPENDENCYPART_SIBL
(6,17),(6,19),0.0151098 # DEPENDENCYPART_SIBL
(6,17),(6,21),0.0567583 # DEPENDENCYPART_SIBL
(6,17),(6,22),-0.0654705 # DEPENDENCYPART_SIBL
(6,17),(6,23),0.0657566 # DEPENDENCYPART_SIBL
(6,18),(6,19),-0.233214 # DEPENDENCYPART_SIBL
(6,18),(6,21),-0.164424 # DEPENDENCYPART_SIBL
(6,18),(6,22),-0.261462 # DEPENDENCYPART_SIBL
(6,18),(6,23),-0.00174849 # DEPENDENCYPART_SIBL
(6,19),(6,21),0.123291 # DEPENDENCYPART_SIBL
(6,19),(6,22),-0.118962 # DEPENDENCYPART_SIBL
(6,19),(6,23),-0.00846213 # DEPENDENCYPART_SIBL
(6,21),(6,22),-0.132893 # DEPENDENCYPART_SIBL
(6,21),(6,23),0.0876761 # DEPENDENCYPART_SIBL
(6,22),(6,23),-0.011268 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0127747 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.10182 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0970781 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0302298 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0509831 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.044641 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.0272799 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.069583 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0399904 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0350835 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0427458 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.00779527 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0353967 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0924909 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.0214134 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0266819 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0173472 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.00646505 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0368158 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.105758 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0192933 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0820472 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0237377 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0488597 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0428406 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.0357653 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0495478 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0532008 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0365716 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.12416 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0397057 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0314664 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.0878721 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0310005 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.0729054 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0234389 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.102789 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.413432 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.0384649 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.0287101 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0730425 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.044155 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0704003 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.0212443 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0679693 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.609343 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.00692414 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0997078 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0451592 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0449057 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0979348 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.047014 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.0505136 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.118636 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0574964 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.161569 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0289186 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.13418 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0726685 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.333905 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0380239 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0846387 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0415971 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0113181 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0465841 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.1293 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0125819 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0177596 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0248414 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0249138 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0657356 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0164563 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0822583 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0117287 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.150426 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0464679 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0557028 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0375127 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0552605 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0168481 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0302512 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0109271 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.000825377 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.299854 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0278248 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0175298 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0198322 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0601542 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0458411 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.0428927 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.101999 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0238414 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.0262626 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.018111 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0197597 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0154999 # DEPENDENCYPART_SIBL
(9,1),(9,19),-0.0549837 # DEPENDENCYPART_SIBL
(9,1),(9,23),0.0426149 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.10883 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0602367 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.000167549 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.0859816 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.00186743 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.075441 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.00761443 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.0375373 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.00795037 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.057818 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.00703431 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.0428406 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.0776044 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.0466908 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.15102 # DEPENDENCYPART_SIBL
(9,2),(9,23),0.022575 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0614668 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.00231045 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0887513 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.00226852 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0713051 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.00807419 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.0435092 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0287993 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0463211 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.0130063 # DEPENDENCYPART_SIBL
(9,3),(9,16),0.0293992 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0868644 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.0455004 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.144912 # DEPENDENCYPART_SIBL
(9,3),(9,23),0.00125623 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.14085 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0841957 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.102467 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0273335 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0709279 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0138865 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.076176 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0427228 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.00252564 # DEPENDENCYPART_SIBL
(9,4),(9,16),0.0108682 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0516027 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.00631464 # DEPENDENCYPART_SIBL
(9,4),(9,19),0.0156304 # DEPENDENCYPART_SIBL
(9,4),(9,23),0.144522 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0899539 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.066589 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0935569 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.036471 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0115519 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0304346 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0963901 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0113428 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0334678 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0694383 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.00702111 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.0732107 # DEPENDENCYPART_SIBL
(9,5),(9,23),0.0242976 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0402901 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.00773578 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0140903 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.00955501 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.10586 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.035132 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.00899107 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.013826 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0533512 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0815067 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.0957603 # DEPENDENCYPART_SIBL
(9,6),(9,23),0.0202657 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0730302 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0407624 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0763287 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0214364 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0317757 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0601428 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.109073 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0455854 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.0651551 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.0906946 # DEPENDENCYPART_SIBL
(9,7),(9,23),-0.0955701 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.055538 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0245597 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0440633 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0122668 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.00837406 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.056989 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.117378 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.0789782 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.108379 # DEPENDENCYPART_SIBL
(9,8),(9,23),-0.126216 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0427109 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0141705 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.103962 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0218513 # DEPENDENCYPART_SIBL
