# _root_ The average discount rate on new three-month Treasury bills was 7.37 % , the lowest since the average of 7.36 % at the auction on Oct. 17 , 1988 .
#goldHeads=4,4,4,10,4,9,9,9,5,0,12,10,12,15,12,15,18,16,18,21,19,18,24,22,24,25,26,26,26,10,
#predictedHeads=4,4,4,10,4,9,9,9,5,0,12,10,12,15,12,15,18,16,18,21,19,18,24,22,24,25,26,26,26,10,
(12,6),(12,21),-0.17306 # DEPENDENCYPART_SIBL
(12,6),(12,22),0.0202509 # DEPENDENCYPART_SIBL
(12,6),(12,24),-0.0570152 # DEPENDENCYPART_SIBL
(12,6),(12,28),0.143011 # DEPENDENCYPART_SIBL
(12,6),(12,30),0.00376217 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.0025545 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.0275901 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.00232546 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.134818 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0124121 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0646159 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.00739646 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.0275086 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.0744813 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.0294162 # DEPENDENCYPART_SIBL
(12,7),(12,21),-0.182181 # DEPENDENCYPART_SIBL
(12,7),(12,22),-0.0490397 # DEPENDENCYPART_SIBL
(12,7),(12,24),-0.0669428 # DEPENDENCYPART_SIBL
(12,7),(12,28),-0.0124121 # DEPENDENCYPART_SIBL
(12,7),(12,30),-0.0412814 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.0778352 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0394506 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.257263 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.0524476 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.100975 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0476778 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.125964 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.0851593 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.188461 # DEPENDENCYPART_SIBL
(12,8),(12,21),-0.16126 # DEPENDENCYPART_SIBL
(12,8),(12,22),-0.231436 # DEPENDENCYPART_SIBL
(12,8),(12,24),-0.0802222 # DEPENDENCYPART_SIBL
(12,8),(12,28),0.0524476 # DEPENDENCYPART_SIBL
(12,8),(12,30),-0.083272 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0164691 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.215902 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.00981303 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0918363 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0209235 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.066321 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.075282 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.0471754 # DEPENDENCYPART_SIBL
(12,9),(12,21),-0.118259 # DEPENDENCYPART_SIBL
(12,9),(12,22),-0.0984922 # DEPENDENCYPART_SIBL
(12,9),(12,24),-0.0846463 # DEPENDENCYPART_SIBL
(12,9),(12,28),-0.00981303 # DEPENDENCYPART_SIBL
(12,9),(12,30),0.0216402 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0638904 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0322297 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0354393 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.0282859 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0574224 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.0128282 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.143718 # DEPENDENCYPART_SIBL
(12,10),(12,21),-0.0556533 # DEPENDENCYPART_SIBL
(12,10),(12,22),0.0372227 # DEPENDENCYPART_SIBL
(12,10),(12,24),-0.00820151 # DEPENDENCYPART_SIBL
(12,10),(12,28),0.0322297 # DEPENDENCYPART_SIBL
(12,10),(12,30),0.0522732 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0114628 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0156308 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0439386 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0610225 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.0622556 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.0497656 # DEPENDENCYPART_SIBL
(12,11),(12,21),0.0349699 # DEPENDENCYPART_SIBL
(12,11),(12,22),0.0181982 # DEPENDENCYPART_SIBL
(12,11),(12,24),-0.0539122 # DEPENDENCYPART_SIBL
(12,11),(12,28),0.0114628 # DEPENDENCYPART_SIBL
(12,11),(12,30),0.0156767 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.207079 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.538448 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.430548 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.77308 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.426652 # DEPENDENCYPART_SIBL
(12,13),(12,21),0.735937 # DEPENDENCYPART_SIBL
(12,13),(12,22),0.260687 # DEPENDENCYPART_SIBL
(12,13),(12,24),0.771662 # DEPENDENCYPART_SIBL
(12,13),(12,28),0.153717 # DEPENDENCYPART_SIBL
(12,13),(12,30),0.124336 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0377466 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.145705 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0931692 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0313121 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.0379256 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.10385 # DEPENDENCYPART_SIBL
(12,14),(12,24),-0.0753556 # DEPENDENCYPART_SIBL
(12,14),(12,28),-0.0483254 # DEPENDENCYPART_SIBL
(12,14),(12,30),-0.18377 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.00704486 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.00582097 # DEPENDENCYPART_SIBL
(12,15),(12,19),0.111108 # DEPENDENCYPART_SIBL
(12,15),(12,21),0.0632258 # DEPENDENCYPART_SIBL
(12,15),(12,22),0.0618168 # DEPENDENCYPART_SIBL
(12,15),(12,24),0.0118558 # DEPENDENCYPART_SIBL
(12,15),(12,28),0.212133 # DEPENDENCYPART_SIBL
(12,15),(12,30),0.00135089 # DEPENDENCYPART_SIBL
(12,16),(12,18),0.0482443 # DEPENDENCYPART_SIBL
(12,16),(12,19),0.0122754 # DEPENDENCYPART_SIBL
(12,16),(12,21),0.0809223 # DEPENDENCYPART_SIBL
(12,16),(12,22),0.195811 # DEPENDENCYPART_SIBL
(12,16),(12,24),0.0901343 # DEPENDENCYPART_SIBL
(12,16),(12,28),0.256502 # DEPENDENCYPART_SIBL
(12,16),(12,30),0.117667 # DEPENDENCYPART_SIBL
(12,18),(12,19),0.126946 # DEPENDENCYPART_SIBL
(12,18),(12,21),-0.0132336 # DEPENDENCYPART_SIBL
(12,18),(12,22),0.0827691 # DEPENDENCYPART_SIBL
(12,18),(12,24),-0.0901322 # DEPENDENCYPART_SIBL
(12,18),(12,28),0.0213764 # DEPENDENCYPART_SIBL
(12,18),(12,30),0.00508526 # DEPENDENCYPART_SIBL
(12,19),(12,21),0.189749 # DEPENDENCYPART_SIBL
(12,19),(12,22),0.290421 # DEPENDENCYPART_SIBL
(12,19),(12,24),0.218463 # DEPENDENCYPART_SIBL
(12,19),(12,28),0.310191 # DEPENDENCYPART_SIBL
(12,19),(12,30),0.0388245 # DEPENDENCYPART_SIBL
(12,21),(12,22),-0.000138969 # DEPENDENCYPART_SIBL
(12,21),(12,24),-0.0637126 # DEPENDENCYPART_SIBL
(12,21),(12,28),-0.0572685 # DEPENDENCYPART_SIBL
(12,21),(12,30),0.0220501 # DEPENDENCYPART_SIBL
(12,22),(12,24),0.12243 # DEPENDENCYPART_SIBL
(12,22),(12,28),0.242132 # DEPENDENCYPART_SIBL
(12,22),(12,30),0.107216 # DEPENDENCYPART_SIBL
(12,24),(12,28),-0.0162251 # DEPENDENCYPART_SIBL
(12,24),(12,30),-0.00842809 # DEPENDENCYPART_SIBL
(12,28),(12,30),0.124336 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.00768536 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0317278 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.0279957 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0732213 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.030526 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.0450891 # DEPENDENCYPART_SIBL
(15,4),(15,5),0.0864829 # DEPENDENCYPART_SIBL
(15,4),(15,9),-0.135117 # DEPENDENCYPART_SIBL
(15,4),(15,12),-0.175738 # DEPENDENCYPART_SIBL
(15,4),(15,13),0.0348205 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.164439 # DEPENDENCYPART_SIBL
(15,4),(15,16),0.0796604 # DEPENDENCYPART_SIBL
(15,4),(15,18),0.0519739 # DEPENDENCYPART_SIBL
(15,4),(15,19),-0.0144239 # DEPENDENCYPART_SIBL
(15,4),(15,20),-0.0353791 # DEPENDENCYPART_SIBL
(15,4),(15,21),0.0703725 # DEPENDENCYPART_SIBL
(15,4),(15,22),0.0758527 # DEPENDENCYPART_SIBL
(15,4),(15,24),0.0311887 # DEPENDENCYPART_SIBL
(15,4),(15,25),0.028514 # DEPENDENCYPART_SIBL
(15,5),(15,9),0.0351802 # DEPENDENCYPART_SIBL
(15,5),(15,12),0.0550714 # DEPENDENCYPART_SIBL
(15,5),(15,13),0.205014 # DEPENDENCYPART_SIBL
(15,5),(15,14),0.0616001 # DEPENDENCYPART_SIBL
(15,5),(15,16),0.0760763 # DEPENDENCYPART_SIBL
(15,5),(15,18),0.0139791 # DEPENDENCYPART_SIBL
(15,5),(15,19),-0.0172137 # DEPENDENCYPART_SIBL
(15,5),(15,20),-0.000233451 # DEPENDENCYPART_SIBL
(15,5),(15,21),0.00254693 # DEPENDENCYPART_SIBL
(15,5),(15,22),-0.00996732 # DEPENDENCYPART_SIBL
(15,5),(15,24),-0.00337542 # DEPENDENCYPART_SIBL
(15,5),(15,25),-0.0499915 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.116612 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.00978477 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.0190216 # DEPENDENCYPART_SIBL
(15,9),(15,16),0.0525053 # DEPENDENCYPART_SIBL
(15,9),(15,18),0.0202972 # DEPENDENCYPART_SIBL
(15,9),(15,19),-0.00281663 # DEPENDENCYPART_SIBL
(15,9),(15,20),-0.0382925 # DEPENDENCYPART_SIBL
(15,9),(15,21),0.0378723 # DEPENDENCYPART_SIBL
(15,9),(15,22),-0.00613743 # DEPENDENCYPART_SIBL
(15,9),(15,24),0.00893561 # DEPENDENCYPART_SIBL
(15,9),(15,25),-0.000551419 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.00857021 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.163683 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0921454 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.0612058 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.000804651 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.0586743 # DEPENDENCYPART_SIBL
(15,12),(15,21),0.00844009 # DEPENDENCYPART_SIBL
(15,12),(15,22),0.0423847 # DEPENDENCYPART_SIBL
(15,12),(15,24),0.0294387 # DEPENDENCYPART_SIBL
(15,12),(15,25),0.0646579 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0180569 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0459949 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.00203139 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0555803 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.0524612 # DEPENDENCYPART_SIBL
(15,13),(15,21),0.00842419 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.000654651 # DEPENDENCYPART_SIBL
(15,13),(15,24),-0.0346635 # DEPENDENCYPART_SIBL
(15,13),(15,25),-0.0107497 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.453247 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.130997 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.465848 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0513046 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.135757 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.188665 # DEPENDENCYPART_SIBL
(15,14),(15,24),0.148039 # DEPENDENCYPART_SIBL
(15,14),(15,25),0.253463 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0203217 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.179345 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.0120134 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.0734316 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.0281324 # DEPENDENCYPART_SIBL
(15,16),(15,24),-0.000141145 # DEPENDENCYPART_SIBL
(15,16),(15,25),-0.0495413 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.0107711 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.0762064 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.102646 # DEPENDENCYPART_SIBL
(15,18),(15,22),0.0957721 # DEPENDENCYPART_SIBL
(15,18),(15,24),-0.131223 # DEPENDENCYPART_SIBL
(15,18),(15,25),0.0606142 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.0303776 # DEPENDENCYPART_SIBL
(15,19),(15,21),0.0671018 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.0625147 # DEPENDENCYPART_SIBL
(15,19),(15,24),0.146252 # DEPENDENCYPART_SIBL
(15,19),(15,25),-0.0673381 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.0242945 # DEPENDENCYPART_SIBL
(15,20),(15,22),-0.0971051 # DEPENDENCYPART_SIBL
(15,20),(15,24),-0.0470133 # DEPENDENCYPART_SIBL
(15,20),(15,25),-0.0199255 # DEPENDENCYPART_SIBL
(15,21),(15,22),0.0386518 # DEPENDENCYPART_SIBL
(15,21),(15,24),-0.0452938 # DEPENDENCYPART_SIBL
(15,21),(15,25),0.0709442 # DEPENDENCYPART_SIBL
(15,22),(15,24),0.0676581 # DEPENDENCYPART_SIBL
(15,22),(15,25),-0.00420678 # DEPENDENCYPART_SIBL
(15,24),(15,25),0.0353919 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.241931 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.0294685 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0866704 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.0612888 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.0287548 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.0907971 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.0863472 # DEPENDENCYPART_SIBL
(16,12),(16,22),0.031981 # DEPENDENCYPART_SIBL
(16,12),(16,25),0.0136342 # DEPENDENCYPART_SIBL
(16,12),(16,29),-0.0990061 # DEPENDENCYPART_SIBL
(16,12),(16,30),0.0115797 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.00665013 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.115197 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0682207 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.222503 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.122161 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.152634 # DEPENDENCYPART_SIBL
(16,14),(16,22),-0.0360935 # DEPENDENCYPART_SIBL
(16,14),(16,25),-0.0358414 # DEPENDENCYPART_SIBL
(16,14),(16,29),-0.122972 # DEPENDENCYPART_SIBL
(16,14),(16,30),-0.0679154 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0781472 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0583875 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.00188514 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.00574803 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0969327 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.000711861 # DEPENDENCYPART_SIBL
(16,15),(16,25),-0.0118138 # DEPENDENCYPART_SIBL
(16,15),(16,29),-0.0123858 # DEPENDENCYPART_SIBL
(16,15),(16,30),0.0247414 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.49111 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.12891 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.269082 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.511978 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.110711 # DEPENDENCYPART_SIBL
(16,17),(16,25),-0.0918633 # DEPENDENCYPART_SIBL
(16,17),(16,29),-0.27678 # DEPENDENCYPART_SIBL
(16,17),(16,30),-0.188454 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0459936 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.45447 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.830632 # DEPENDENCYPART_SIBL
(16,18),(16,22),0.0297685 # DEPENDENCYPART_SIBL
(16,18),(16,25),-0.0315746 # DEPENDENCYPART_SIBL
(16,18),(16,29),-0.462176 # DEPENDENCYPART_SIBL
(16,18),(16,30),-0.07459 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.0812895 # DEPENDENCYPART_SIBL
(16,19),(16,21),0.0898602 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.0344095 # DEPENDENCYPART_SIBL
(16,19),(16,25),-0.0233966 # DEPENDENCYPART_SIBL
(16,19),(16,29),-0.110008 # DEPENDENCYPART_SIBL
(16,19),(16,30),0.024185 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.559583 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.144817 # DEPENDENCYPART_SIBL
(16,20),(16,25),-0.0368848 # DEPENDENCYPART_SIBL
(16,20),(16,29),-0.367423 # DEPENDENCYPART_SIBL
(16,20),(16,30),-0.14561 # DEPENDENCYPART_SIBL
(16,21),(16,22),0.136806 # DEPENDENCYPART_SIBL
(16,21),(16,25),0.130188 # DEPENDENCYPART_SIBL
(16,21),(16,29),-0.336122 # DEPENDENCYPART_SIBL
(16,21),(16,30),0.0753131 # DEPENDENCYPART_SIBL
(16,22),(16,25),0.00601293 # DEPENDENCYPART_SIBL
(16,22),(16,29),-0.175547 # DEPENDENCYPART_SIBL
(16,22),(16,30),-0.0144074 # DEPENDENCYPART_SIBL
(16,25),(16,29),-0.146306 # DEPENDENCYPART_SIBL
(16,25),(16,30),0.0567468 # DEPENDENCYPART_SIBL
(16,29),(16,30),-0.180693 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.16683 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.00284272 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.846836 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.387717 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.11718 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0495047 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.0273322 # DEPENDENCYPART_SIBL
(18,14),(18,24),0.0416871 # DEPENDENCYPART_SIBL
(18,14),(18,25),-0.0730822 # DEPENDENCYPART_SIBL
(18,14),(18,26),0.091336 # DEPENDENCYPART_SIBL
(18,14),(18,28),0.0103198 # DEPENDENCYPART_SIBL
(18,14),(18,30),-0.120649 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.0138707 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.230344 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.231049 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.131033 # DEPENDENCYPART_SIBL
(18,15),(18,21),0.0561526 # DEPENDENCYPART_SIBL
(18,15),(18,22),0.155643 # DEPENDENCYPART_SIBL
(18,15),(18,24),0.0736578 # DEPENDENCYPART_SIBL
(18,15),(18,25),0.174739 # DEPENDENCYPART_SIBL
(18,15),(18,26),0.0996707 # DEPENDENCYPART_SIBL
(18,15),(18,28),0.0237809 # DEPENDENCYPART_SIBL
(18,15),(18,30),0.072023 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.171157 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0567372 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.0186766 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0873769 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.0747431 # DEPENDENCYPART_SIBL
(18,16),(18,24),-0.0390035 # DEPENDENCYPART_SIBL
(18,16),(18,25),-0.114304 # DEPENDENCYPART_SIBL
(18,16),(18,26),-0.0652179 # DEPENDENCYPART_SIBL
(18,16),(18,28),-0.150888 # DEPENDENCYPART_SIBL
(18,16),(18,30),0.023827 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.387717 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.11718 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0495047 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.0273322 # DEPENDENCYPART_SIBL
(18,17),(18,24),0.0416871 # DEPENDENCYPART_SIBL
(18,17),(18,25),-0.0730822 # DEPENDENCYPART_SIBL
(18,17),(18,26),0.091336 # DEPENDENCYPART_SIBL
(18,17),(18,28),0.0103198 # DEPENDENCYPART_SIBL
(18,17),(18,30),-0.120649 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.0962814 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.0281642 # DEPENDENCYPART_SIBL
(18,19),(18,22),0.194877 # DEPENDENCYPART_SIBL
(18,19),(18,24),0.151623 # DEPENDENCYPART_SIBL
(18,19),(18,25),0.129684 # DEPENDENCYPART_SIBL
(18,19),(18,26),0.185482 # DEPENDENCYPART_SIBL
(18,19),(18,28),0.0815088 # DEPENDENCYPART_SIBL
(18,19),(18,30),0.120656 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.0324342 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.118065 # DEPENDENCYPART_SIBL
(18,20),(18,24),0.0523808 # DEPENDENCYPART_SIBL
(18,20),(18,25),-0.0309727 # DEPENDENCYPART_SIBL
(18,20),(18,26),0.0092196 # DEPENDENCYPART_SIBL
(18,20),(18,28),0.0818125 # DEPENDENCYPART_SIBL
(18,20),(18,30),-0.00179873 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.0237063 # DEPENDENCYPART_SIBL
(18,21),(18,24),0.0162151 # DEPENDENCYPART_SIBL
(18,21),(18,25),0.0549294 # DEPENDENCYPART_SIBL
(18,21),(18,26),-0.0220642 # DEPENDENCYPART_SIBL
(18,21),(18,28),-0.00318969 # DEPENDENCYPART_SIBL
(18,21),(18,30),0.0602429 # DEPENDENCYPART_SIBL
(18,22),(18,24),0.0724156 # DEPENDENCYPART_SIBL
(18,22),(18,25),0.0252739 # DEPENDENCYPART_SIBL
(18,22),(18,26),0.0736645 # DEPENDENCYPART_SIBL
(18,22),(18,28),0.0628682 # DEPENDENCYPART_SIBL
(18,22),(18,30),0.16944 # DEPENDENCYPART_SIBL
(18,24),(18,25),0.0313889 # DEPENDENCYPART_SIBL
(18,24),(18,26),-0.0170899 # DEPENDENCYPART_SIBL
(18,24),(18,28),-0.0106834 # DEPENDENCYPART_SIBL
(18,24),(18,30),-0.000118257 # DEPENDENCYPART_SIBL
(18,25),(18,26),0.175825 # DEPENDENCYPART_SIBL
(18,25),(18,28),0.0509055 # DEPENDENCYPART_SIBL
(18,25),(18,30),0.24951 # DEPENDENCYPART_SIBL
(18,26),(18,28),0.0229139 # DEPENDENCYPART_SIBL
(18,26),(18,30),0.00885913 # DEPENDENCYPART_SIBL
(18,28),(18,30),0.00876308 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.120422 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.253252 # DEPENDENCYPART_SIBL
(19,14),(19,22),-0.0688724 # DEPENDENCYPART_SIBL
(19,14),(19,24),-0.166903 # DEPENDENCYPART_SIBL
(19,14),(19,25),-0.066108 # DEPENDENCYPART_SIBL
(19,14),(19,26),-0.114678 # DEPENDENCYPART_SIBL
(19,14),(19,29),-0.122032 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.784853 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.154656 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.792218 # DEPENDENCYPART_SIBL
(19,20),(19,25),-0.054914 # DEPENDENCYPART_SIBL
(19,20),(19,26),-0.536332 # DEPENDENCYPART_SIBL
(19,20),(19,29),-0.438778 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.107738 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.861975 # DEPENDENCYPART_SIBL
(19,21),(19,25),0.0846115 # DEPENDENCYPART_SIBL
(19,21),(19,26),-0.567313 # DEPENDENCYPART_SIBL
(19,21),(19,29),-0.460415 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.320185 # DEPENDENCYPART_SIBL
(19,22),(19,25),0.032931 # DEPENDENCYPART_SIBL
(19,22),(19,26),-0.266038 # DEPENDENCYPART_SIBL
(19,22),(19,29),-0.213332 # DEPENDENCYPART_SIBL
(19,24),(19,25),-0.0987219 # DEPENDENCYPART_SIBL
(19,24),(19,26),-0.726515 # DEPENDENCYPART_SIBL
(19,24),(19,29),-0.589121 # DEPENDENCYPART_SIBL
(19,25),(19,26),-0.225427 # DEPENDENCYPART_SIBL
(19,25),(19,29),-0.183686 # DEPENDENCYPART_SIBL
(19,26),(19,29),-0.516262 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.0180406 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.0513289 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.0154692 # DEPENDENCYPART_SIBL
(20,19),(20,26),-0.0836596 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.0703674 # DEPENDENCYPART_SIBL
(20,21),(20,24),0.0164218 # DEPENDENCYPART_SIBL
(20,21),(20,26),0.00301662 # DEPENDENCYPART_SIBL
(20,22),(20,24),0.141473 # DEPENDENCYPART_SIBL
(20,22),(20,26),0.0943973 # DEPENDENCYPART_SIBL
(20,24),(20,26),0.00163421 # DEPENDENCYPART_SIBL
(21,11),(21,14),-0.293748 # DEPENDENCYPART_SIBL
(21,11),(21,15),0.191234 # DEPENDENCYPART_SIBL
(21,11),(21,17),-0.293748 # DEPENDENCYPART_SIBL
(21,11),(21,18),0.397591 # DEPENDENCYPART_SIBL
(21,11),(21,19),0.146427 # DEPENDENCYPART_SIBL
(21,11),(21,20),-0.0209781 # DEPENDENCYPART_SIBL
(21,11),(21,22),0.0181982 # DEPENDENCYPART_SIBL
(21,11),(21,24),-0.0539122 # DEPENDENCYPART_SIBL
(21,11),(21,25),-0.0267872 # DEPENDENCYPART_SIBL
(21,11),(21,26),-0.0271865 # DEPENDENCYPART_SIBL
(21,11),(21,28),0.0114628 # DEPENDENCYPART_SIBL
(21,11),(21,29),-0.0324173 # DEPENDENCYPART_SIBL
