# _root_ Even food products and automobiles , which have long depended on color , are making the switch .
#goldHeads=3,3,14,3,4,3,8,3,10,8,10,11,3,0,14,17,15,14,
#predictedHeads=3,3,14,3,4,3,8,3,8,8,10,11,3,0,14,17,15,14,
(5,15),(5,18),0.0469742 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0167259 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0400605 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0170193 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0333651 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0541431 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0335579 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.0934629 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.137388 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0780462 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.131199 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.182954 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.148001 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0183821 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0529086 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.081011 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.111801 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.0151646 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.0881739 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.0822827 # DEPENDENCYPART_SIBL
(8,1),(8,18),0.00877477 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.378257 # DEPENDENCYPART_SIBL
(8,3),(8,5),-1.06881 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.163421 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.5215 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0752588 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0125428 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.00739022 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.017515 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.021877 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0426746 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.00501746 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.0145745 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.0182729 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0430041 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.00571847 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.194444 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0456556 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0560375 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.17473 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.111748 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.127752 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.0206875 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0398355 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.111877 # DEPENDENCYPART_SIBL
(8,4),(8,18),0.0544071 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.122522 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.514808 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0649199 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.00310873 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0254933 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.02108 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0178547 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0387316 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.00126318 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0181396 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.00045262 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.26576 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.161566 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0144602 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0412836 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0961382 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0144428 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0395976 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0436314 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0961906 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.0788231 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.022899 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0954987 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.201062 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.106067 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.135453 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.106466 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0816594 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.106697 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.461244 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.127306 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0662234 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.146066 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0196145 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.154208 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0898659 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.14607 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.0711717 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.293338 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.461846 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0323393 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.141115 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.279786 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.461855 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.105361 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.117327 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.0688727 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0281248 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0389424 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.116818 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.0630704 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.0174984 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.012413 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.0619422 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.219643 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0255035 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.300633 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.642502 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.0843051 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.0182149 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0833488 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.189197 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.0224453 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.333754 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.0130099 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.0278174 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0113324 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0133933 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.085387 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0565658 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.481357 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0834808 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0181183 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.102193 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.030707 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0154362 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0266359 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.134844 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0585975 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.125543 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.142555 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.159672 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0210729 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0635636 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.070335 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.00951826 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0691217 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.109898 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0192653 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.138588 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0589615 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.419899 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.505064 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0544354 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.0137874 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.00898657 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.011043 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.0872359 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.0361535 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0102471 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0547447 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0437734 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.0764409 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.00953707 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.0332994 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.0669262 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.079809 # DEPENDENCYPART_SIBL
(10,1),(10,18),0.00614363 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.0377322 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.366588 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.0280914 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.12012 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.0579194 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.0262848 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0379762 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0080871 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.00695387 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.00051652 # DEPENDENCYPART_SIBL
(10,3),(10,15),0.0707172 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.00606619 # DEPENDENCYPART_SIBL
(10,3),(10,18),0.139435 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.00915041 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.0364092 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0764553 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.0337386 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.0767848 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.0257514 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.104794 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.106875 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0400839 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.0488851 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.105911 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.00335246 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0066629 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.119772 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0581395 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0320052 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.02166 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.00628072 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0181202 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.00330522 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.0706581 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.00425981 # DEPENDENCYPART_SIBL
(10,5),(10,18),0.132369 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0756146 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.00739855 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0136979 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.039408 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0223821 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.00855159 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.00888329 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.0713821 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.0234237 # DEPENDENCYPART_SIBL
(10,6),(10,18),0.124628 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.00294418 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.00925972 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0305041 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.00220105 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.14766 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.094559 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0579868 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.00184285 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.383201 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.00780216 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0455331 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0110557 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.057191 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0763418 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0304161 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0121658 # DEPENDENCYPART_SIBL
(10,8),(10,18),0.0437564 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0671077 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0382495 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0729631 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.00554241 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0561664 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.0348814 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.056146 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0960562 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0618836 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.091644 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.00257192 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0955373 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.0364717 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.000781084 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.10124 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.0383593 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.212681 # DEPENDENCYPART_SIBL
(10,12),(10,18),0.0350302 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.250268 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.861072 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.179551 # DEPENDENCYPART_SIBL
(10,13),(10,18),0.0158063 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0326716 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.163309 # DEPENDENCYPART_SIBL
(10,14),(10,18),0.0357338 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.257008 # DEPENDENCYPART_SIBL
(10,15),(10,18),0.00442072 # DEPENDENCYPART_SIBL
(10,17),(10,18),0.0270049 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.0307501 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.0275675 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.214104 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.232929 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.372108 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.113255 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.212994 # DEPENDENCYPART_SIBL
(11,1),(11,18),0.236137 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0482055 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.036195 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.206508 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.194292 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.152165 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0354147 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.467402 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.143301 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0673972 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0504259 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.08097 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.14219 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.0757066 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0691446 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.5885 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.578519 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.911642 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.00832798 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.133886 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.242496 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.025978 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.152733 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.363387 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.472014 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.318038 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.630639 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.0576017 # DEPENDENCYPART_SIBL
(11,17),(11,18),0.00620988 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.0998741 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.0780915 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.103497 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.15324 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.138168 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0999459 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0410516 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.419685 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0766807 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0399533 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0932859 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0951452 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.155728 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0428916 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.00897197 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.115668 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0139154 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.0109125 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0119265 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.0115462 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.0641994 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0919112 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0910042 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0787138 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0636791 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.0242659 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.416204 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.582276 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.727412 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.00165755 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.00359353 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.0423613 # DEPENDENCYPART_SIBL
(12,14),(12,18),0.105817 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0411989 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.0270034 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.010671 # DEPENDENCYPART_SIBL
(14,1),(14,2),-0.0520436 # DEPENDENCYPART_SIBL
(14,1),(14,3),-0.00540769 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.103408 # DEPENDENCYPART_SIBL
(14,1),(14,5),-0.0269708 # DEPENDENCYPART_SIBL
(14,1),(14,6),0.232891 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.106675 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.00733007 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.103668 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.0213654 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.00494178 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.0504784 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.232891 # DEPENDENCYPART_SIBL
(14,1),(14,15),0.00778174 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.153361 # DEPENDENCYPART_SIBL
(14,1),(14,17),-0.0958037 # DEPENDENCYPART_SIBL
(14,1),(14,18),-0.013999 # DEPENDENCYPART_SIBL
(14,2),(14,3),-0.564612 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.303653 # DEPENDENCYPART_SIBL
(14,2),(14,5),-0.613071 # DEPENDENCYPART_SIBL
(14,2),(14,6),-0.0641343 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.371612 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.186513 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.112327 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.168729 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.113226 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.402344 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.0641343 # DEPENDENCYPART_SIBL
(14,2),(14,15),0.0754233 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.0985107 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.00934749 # DEPENDENCYPART_SIBL
(14,2),(14,18),0.00356282 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.380692 # DEPENDENCYPART_SIBL
(14,3),(14,5),-1.0894 # DEPENDENCYPART_SIBL
(14,3),(14,6),-0.0190802 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.477019 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.197348 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.134556 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.176465 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.0470053 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.416805 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.0190802 # DEPENDENCYPART_SIBL
(14,3),(14,15),0.116845 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.0810202 # DEPENDENCYPART_SIBL
(14,3),(14,17),0.0482016 # DEPENDENCYPART_SIBL
(14,3),(14,18),0.0424105 # DEPENDENCYPART_SIBL
(14,4),(14,5),0.00601523 # DEPENDENCYPART_SIBL
(14,4),(14,6),0.172739 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.0938133 # DEPENDENCYPART_SIBL
(14,4),(14,8),0.018219 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.0493589 # DEPENDENCYPART_SIBL
(14,4),(14,10),0.0143095 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.0738372 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.0135461 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.172739 # DEPENDENCYPART_SIBL
(14,4),(14,15),0.0775149 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.135719 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.109997 # DEPENDENCYPART_SIBL
(14,4),(14,18),0.0336273 # DEPENDENCYPART_SIBL
(14,5),(14,6),0.0156595 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.476505 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.197242 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.124862 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.176433 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.0475885 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.412013 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.0156595 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.0797447 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.108121 # DEPENDENCYPART_SIBL
(14,5),(14,17),0.00164041 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.00157677 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.217421 # DEPENDENCYPART_SIBL
(14,6),(14,8),0.0231 # DEPENDENCYPART_SIBL
(14,6),(14,9),0.0630734 # DEPENDENCYPART_SIBL
(14,6),(14,10),0.114653 # DEPENDENCYPART_SIBL
(14,6),(14,11),0.0972882 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.0236025 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.00749562 # DEPENDENCYPART_SIBL
(14,6),(14,15),0.157966 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.148842 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.0319433 # DEPENDENCYPART_SIBL
(14,6),(14,18),0.0905751 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.00812344 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.0839736 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.00986061 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.368024 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.116729 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.279325 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.0431579 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.0524131 # DEPENDENCYPART_SIBL
(14,7),(14,17),0.165064 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.350047 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.125093 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0676074 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.123552 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.0925474 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.0618482 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.00581235 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.0965446 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.0317975 # DEPENDENCYPART_SIBL
(14,8),(14,18),0.0056636 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.0451543 # DEPENDENCYPART_SIBL
