# _root_ Thomas G. Dahlen , Big Bear 's executive vice president , said the chain is still reviewing its product list to avoid such problems .
#goldHeads=3,3,12,3,6,10,6,10,10,3,3,0,14,15,12,15,15,20,20,17,17,21,24,22,12,
#predictedHeads=3,3,12,3,6,10,6,10,10,3,3,0,14,15,12,15,15,20,20,17,17,21,24,22,12,
(6,2),(6,14),0.0645677 # DEPENDENCYPART_SIBL
(6,2),(6,15),0.0398764 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.469596 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.11317 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.0461171 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.00175137 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.00509596 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.251966 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.0815644 # DEPENDENCYPART_SIBL
(6,3),(6,14),0.0315153 # DEPENDENCYPART_SIBL
(6,3),(6,15),0.0149564 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0487405 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.564907 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0593118 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.143239 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.180138 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.00949163 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.132732 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.00454209 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.000372421 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0219449 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.022354 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.224224 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.00850176 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.00406539 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0178292 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.131806 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.247989 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.261154 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0921457 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.259966 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.126071 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.114957 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0952927 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.0416132 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0979712 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0506044 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.40198 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.138166 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.341013 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0695321 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.168395 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.406512 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.0918234 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.631812 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.494647 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.0535937 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0372408 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.619854 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.108941 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0631773 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0638041 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0262793 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.152709 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.100953 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.129429 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0540136 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0631759 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0651665 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0239706 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0397976 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0153503 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.00195042 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.00323186 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.0027391 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0272436 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0350239 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0151532 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.0687854 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.0336702 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.00661669 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.023366 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0391356 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0043433 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.0356235 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.0308048 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0101519 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.090973 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.00365392 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0118089 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0350953 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0368228 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.00762309 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0250194 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0333979 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0486871 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0680991 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.00809819 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0421701 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0586839 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.541255 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.0655275 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.0737322 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.0798921 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.0595504 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.0895357 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.0301049 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.0905258 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.169612 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.0192094 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.128346 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0405707 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.0264367 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.100116 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.129429 # DEPENDENCYPART_SIBL
(10,1),(10,20),-0.0558593 # DEPENDENCYPART_SIBL
(10,1),(10,21),-0.17314 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.067897 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.0947564 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.0537152 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.0837005 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.025441 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.0965971 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.17439 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.0139524 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.127816 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.0447454 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.0293021 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.0991255 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.129288 # DEPENDENCYPART_SIBL
(10,2),(10,20),-0.060034 # DEPENDENCYPART_SIBL
(10,2),(10,21),-0.173027 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.096426 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.0533326 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.0833179 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.025047 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.0970013 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.174841 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0278268 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.12782 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.0468573 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0278659 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.0985265 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.128694 # DEPENDENCYPART_SIBL
(10,3),(10,20),-0.0621459 # DEPENDENCYPART_SIBL
(10,3),(10,21),-0.172436 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.0308207 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.0422951 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.170999 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.175387 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.071947 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.0753346 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.14985 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0317901 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.0224232 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0529249 # DEPENDENCYPART_SIBL
(10,4),(10,17),0.00513829 # DEPENDENCYPART_SIBL
(10,4),(10,20),-0.0530078 # DEPENDENCYPART_SIBL
(10,4),(10,21),-0.0870651 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.0481961 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.00318731 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.149427 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.219016 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0379084 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.134485 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0461044 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0250829 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.129763 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.151271 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.061393 # DEPENDENCYPART_SIBL
(10,5),(10,21),-0.167504 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.027758 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0942896 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.171492 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0245733 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.12539 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0426541 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0267242 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.09362 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.123134 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.0579427 # DEPENDENCYPART_SIBL
(10,6),(10,21),-0.166869 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.219317 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.128473 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.00378893 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0735674 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0114937 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0206797 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0254819 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0258162 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.0285503 # DEPENDENCYPART_SIBL
(10,7),(10,21),0.0170733 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.347773 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0193714 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.00114039 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.140769 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0629787 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0489503 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.0355999 # DEPENDENCYPART_SIBL
(10,8),(10,20),0.105057 # DEPENDENCYPART_SIBL
(10,8),(10,21),0.0123743 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.231561 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.00877913 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.184757 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.101715 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0828505 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.0107287 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.151715 # DEPENDENCYPART_SIBL
(10,9),(10,21),-0.0941599 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.254632 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.719267 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.545209 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.290255 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.478945 # DEPENDENCYPART_SIBL
(10,11),(10,20),0.693023 # DEPENDENCYPART_SIBL
(10,11),(10,21),0.153361 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0659252 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.218674 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0847159 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0445923 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.0682709 # DEPENDENCYPART_SIBL
(10,12),(10,21),-0.0158384 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0223074 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0360492 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0244449 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.09153 # DEPENDENCYPART_SIBL
(10,14),(10,21),0.0506351 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0185238 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.0440086 # DEPENDENCYPART_SIBL
(10,15),(10,20),0.00947063 # DEPENDENCYPART_SIBL
(10,15),(10,21),-0.0186774 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.0511573 # DEPENDENCYPART_SIBL
(10,16),(10,20),0.0486951 # DEPENDENCYPART_SIBL
(10,16),(10,21),0.0878297 # DEPENDENCYPART_SIBL
(10,17),(10,20),-0.073942 # DEPENDENCYPART_SIBL
(10,17),(10,21),-0.0120173 # DEPENDENCYPART_SIBL
(10,20),(10,21),0.0503396 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.559496 # DEPENDENCYPART_SIBL
(12,1),(12,3),-0.567721 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.130148 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.562121 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.577229 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.259316 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.311148 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.294659 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.130148 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.175226 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.0983735 # DEPENDENCYPART_SIBL
(12,1),(12,15),0.0346369 # DEPENDENCYPART_SIBL
(12,1),(12,16),-0.0131199 # DEPENDENCYPART_SIBL
(12,1),(12,17),-0.0377427 # DEPENDENCYPART_SIBL
(12,1),(12,20),-0.0929142 # DEPENDENCYPART_SIBL
(12,1),(12,21),-0.256856 # DEPENDENCYPART_SIBL
(12,1),(12,22),-0.0414201 # DEPENDENCYPART_SIBL
(12,1),(12,25),0.0104207 # DEPENDENCYPART_SIBL
(12,2),(12,3),-0.562065 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.107443 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.556465 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.571573 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.252994 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.306656 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.290398 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.107443 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.170684 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.0979283 # DEPENDENCYPART_SIBL
(12,2),(12,15),0.0368453 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.00713685 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.0326463 # DEPENDENCYPART_SIBL
(12,2),(12,20),-0.092469 # DEPENDENCYPART_SIBL
(12,2),(12,21),-0.251788 # DEPENDENCYPART_SIBL
(12,2),(12,22),-0.0355026 # DEPENDENCYPART_SIBL
(12,2),(12,25),0.0311431 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.105823 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.55641 # DEPENDENCYPART_SIBL
(12,3),(12,6),-0.571518 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.252753 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.30639 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.290136 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.105823 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.16438 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0943037 # DEPENDENCYPART_SIBL
(12,3),(12,15),0.0434672 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.00135166 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.0268668 # DEPENDENCYPART_SIBL
(12,3),(12,20),-0.0888444 # DEPENDENCYPART_SIBL
(12,3),(12,21),-0.246012 # DEPENDENCYPART_SIBL
(12,3),(12,22),-0.0297261 # DEPENDENCYPART_SIBL
(12,3),(12,25),0.030135 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.106602 # DEPENDENCYPART_SIBL
(12,4),(12,6),0.103375 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.105731 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.0318925 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.0939516 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.324472 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.094654 # DEPENDENCYPART_SIBL
(12,4),(12,14),0.0188448 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.0542452 # DEPENDENCYPART_SIBL
(12,4),(12,16),0.00970292 # DEPENDENCYPART_SIBL
(12,4),(12,17),0.0251992 # DEPENDENCYPART_SIBL
(12,4),(12,20),0.0149347 # DEPENDENCYPART_SIBL
(12,4),(12,21),-0.248478 # DEPENDENCYPART_SIBL
(12,4),(12,22),-0.0987124 # DEPENDENCYPART_SIBL
(12,4),(12,25),0.01006 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.554325 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.221556 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.278598 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.262343 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.0355963 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.166565 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0875159 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.0405572 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.0197573 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.0505302 # DEPENDENCYPART_SIBL
(12,5),(12,20),-0.0820566 # DEPENDENCYPART_SIBL
(12,5),(12,21),-0.237463 # DEPENDENCYPART_SIBL
(12,5),(12,22),-0.0318829 # DEPENDENCYPART_SIBL
(12,5),(12,25),0.0486592 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.263219 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.318125 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.301871 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.0717427 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.18056 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.112558 # DEPENDENCYPART_SIBL
(12,6),(12,15),0.0228618 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.0181927 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.0430544 # DEPENDENCYPART_SIBL
(12,6),(12,20),-0.107099 # DEPENDENCYPART_SIBL
(12,6),(12,21),-0.262193 # DEPENDENCYPART_SIBL
(12,6),(12,22),-0.0460663 # DEPENDENCYPART_SIBL
(12,6),(12,25),0.00197688 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.0608416 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.032951 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.012272 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.00590544 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.123928 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.0291277 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0429684 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.0449387 # DEPENDENCYPART_SIBL
(12,8),(12,20),0.114282 # DEPENDENCYPART_SIBL
(12,8),(12,21),-0.127788 # DEPENDENCYPART_SIBL
(12,8),(12,22),-0.0169901 # DEPENDENCYPART_SIBL
(12,8),(12,25),0.0836171 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.483049 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.203442 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.177336 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0745479 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.0039094 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0275498 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.047317 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.0811384 # DEPENDENCYPART_SIBL
(12,9),(12,21),-0.241353 # DEPENDENCYPART_SIBL
(12,9),(12,22),-0.0384065 # DEPENDENCYPART_SIBL
(12,9),(12,25),0.0379415 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.161964 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.174969 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0895456 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.0458817 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.035719 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0457084 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.0961328 # DEPENDENCYPART_SIBL
(12,10),(12,21),-0.269471 # DEPENDENCYPART_SIBL
(12,10),(12,22),-0.04649 # DEPENDENCYPART_SIBL
(12,10),(12,25),0.0657478 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.094654 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0188448 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0542452 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.00970292 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0251992 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.0149347 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.248478 # DEPENDENCYPART_SIBL
(12,11),(12,22),-0.0987124 # DEPENDENCYPART_SIBL
(12,11),(12,25),0.01006 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.244512 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.303935 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.112652 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0581129 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.256191 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.233003 # DEPENDENCYPART_SIBL
(12,13),(12,22),-0.132187 # DEPENDENCYPART_SIBL
(12,13),(12,25),-0.323275 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.173494 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0468502 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.00868823 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.227173 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.112452 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.11024 # DEPENDENCYPART_SIBL
(12,14),(12,25),-0.118558 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.213761 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.222793 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.238781 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.415057 # DEPENDENCYPART_SIBL
(12,15),(12,22),-0.271885 # DEPENDENCYPART_SIBL
(12,15),(12,25),0.0225236 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.067398 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.0323464 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.0582805 # DEPENDENCYPART_SIBL
(12,16),(12,22),0.0495172 # DEPENDENCYPART_SIBL
(12,16),(12,25),-0.0311359 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.295516 # DEPENDENCYPART_SIBL
(12,17),(12,21),-0.260704 # DEPENDENCYPART_SIBL
(12,17),(12,22),-0.137251 # DEPENDENCYPART_SIBL
(12,17),(12,25),0.131748 # DEPENDENCYPART_SIBL
(12,20),(12,21),-0.10542 # DEPENDENCYPART_SIBL
(12,20),(12,22),-0.106583 # DEPENDENCYPART_SIBL
(12,20),(12,25),-0.0991444 # DEPENDENCYPART_SIBL
(12,21),(12,22),-0.327471 # DEPENDENCYPART_SIBL
(12,21),(12,25),-0.237974 # DEPENDENCYPART_SIBL
(12,22),(12,25),0.00561258 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0437463 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.464141 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0198214 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0789746 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0756447 # DEPENDENCYPART_SIBL
(14,10),(14,21),-0.211673 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.110982 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0313043 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0723726 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0182239 # DEPENDENCYPART_SIBL
(14,12),(14,21),-0.0687238 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0695486 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.108957 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0140093 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.1331 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0180452 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0259159 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.0405265 # DEPENDENCYPART_SIBL
