# _root_ Copper inventories in New York 's Commodity Exchange warehouses rose yesterday by 516 tons , to 10,004 tons .
#goldHeads=2,10,2,5,9,5,9,9,3,0,10,10,14,12,10,10,18,16,10,
#predictedHeads=2,10,2,5,9,5,9,9,3,0,10,10,14,12,10,10,18,16,10,
(9,3),(9,5),-0.00245057 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.03685 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.016231 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0285645 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0905845 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0580618 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.110087 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0569556 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0646204 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.000118022 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.0569556 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.272668 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0129965 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.130107 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.152095 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.00885358 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0275322 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.102818 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0262952 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0623634 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.00821418 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.0262952 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.00785318 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0758155 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0961224 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0609127 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0383774 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.210212 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0396509 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0184446 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.190679 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.0396509 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.123754 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.12225 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0515725 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0113888 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.044672 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0124557 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0111795 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.00247089 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.0124557 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0537276 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0489057 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0146315 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.162434 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0149758 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.00364897 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.144056 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0149758 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0591933 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0642768 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.212049 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.036184 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.102907 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.21667 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.036184 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0192887 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0270323 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.00156298 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.123067 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0365478 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.00156298 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.126587 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.130478 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0468078 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0702613 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.130478 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0411239 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0828069 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.378728 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.0411239 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.00967585 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.0540671 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.222792 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.139163 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.684304 # DEPENDENCYPART_SIBL
(9,16),(9,18),0.135015 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.591325 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.0229297 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.368417 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.385511 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.201584 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.365107 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.394636 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.595718 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0132308 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0454268 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.027382 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.0828996 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.0922015 # DEPENDENCYPART_SIBL
(10,1),(10,16),0.132338 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.027382 # DEPENDENCYPART_SIBL
(10,1),(10,18),0.0828996 # DEPENDENCYPART_SIBL
(10,1),(10,19),0.0156604 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.0646164 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.468077 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.511643 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.209444 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.490951 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.519362 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.859227 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.0555574 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.00222288 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.0205283 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.00250186 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.040933 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.00377913 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.0205283 # DEPENDENCYPART_SIBL
(10,2),(10,18),0.00250186 # DEPENDENCYPART_SIBL
(10,2),(10,19),-0.0248143 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.235238 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.167015 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.0805298 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.220634 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.177985 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.0183874 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0213338 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.045307 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.00383328 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.0845111 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0134781 # DEPENDENCYPART_SIBL
(10,3),(10,16),0.187882 # DEPENDENCYPART_SIBL
(10,3),(10,17),0.00383328 # DEPENDENCYPART_SIBL
(10,3),(10,18),0.0845111 # DEPENDENCYPART_SIBL
(10,3),(10,19),0.107177 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.327162 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.176205 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.368721 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.380835 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.416948 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.0621024 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.119267 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.0106032 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.00754635 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.0623225 # DEPENDENCYPART_SIBL
(10,4),(10,16),0.126939 # DEPENDENCYPART_SIBL
(10,4),(10,17),0.0106032 # DEPENDENCYPART_SIBL
(10,4),(10,18),0.00754635 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.0519275 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.174178 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.392764 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.407265 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.392353 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0628288 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.170926 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0310937 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0363024 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.102542 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0346548 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.0310937 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.0363024 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.133084 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0552065 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0795304 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.156353 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0385563 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0104145 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0841614 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.00726169 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0968487 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.0240196 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.0841614 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.00726169 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.00413389 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.445664 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.365869 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.00912528 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0929583 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0115035 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.0135285 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0466136 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.0535732 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.0115035 # DEPENDENCYPART_SIBL
(10,7),(10,18),0.0135285 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.0289959 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.396011 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0449282 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0985798 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0032146 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0148175 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.123945 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.00398518 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.0032146 # DEPENDENCYPART_SIBL
(10,8),(10,18),0.0148175 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.0555785 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0696855 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.024141 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0328628 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0102367 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0336043 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0318103 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0328628 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.0102367 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.0322897 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.211958 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0862833 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.304442 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.264176 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.0113113 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0862833 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.304442 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.0868695 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.109029 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.209089 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0104808 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.0421506 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.109029 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.209089 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.0506969 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.296706 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.041515 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.0549902 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.133917 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.296706 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.0320144 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.0390903 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.0382862 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.115028 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.376394 # DEPENDENCYPART_SIBL
(10,14),(10,19),0.0201388 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0398867 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.041677 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.0352392 # DEPENDENCYPART_SIBL
(10,15),(10,19),0.0568317 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.0152853 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.190199 # DEPENDENCYPART_SIBL
(10,16),(10,19),0.182944 # DEPENDENCYPART_SIBL
(10,17),(10,18),-0.296706 # DEPENDENCYPART_SIBL
(10,17),(10,19),-0.0320144 # DEPENDENCYPART_SIBL
(10,18),(10,19),0.0201388 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0511969 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.311986 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.00573291 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0447164 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0545944 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.111916 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.0447164 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.00728111 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.110753 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0483433 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0489911 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0415152 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.063665 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.0489911 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.152812 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.135465 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0614528 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.158911 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.404412 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.0614528 # DEPENDENCYPART_SIBL
(11,12),(11,19),0.116144 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0936728 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.0646882 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.00992186 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0936728 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0446011 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.027632 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.0742592 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.233539 # DEPENDENCYPART_SIBL
(11,14),(11,19),0.0218333 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.14931 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.653045 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.00471711 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.106925 # DEPENDENCYPART_SIBL
(11,16),(11,19),0.141327 # DEPENDENCYPART_SIBL
(11,18),(11,19),0.0218333 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.093454 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0697611 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0663764 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0637565 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.093454 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.0697611 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.685282 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0850937 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.409685 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.375237 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.685282 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0179934 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.354868 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.372881 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.853654 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0220709 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0228416 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.079526 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0149178 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.360732 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.685282 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0189189 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0828388 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.00842347 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0189189 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0550392 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.0437706 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.219168 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.205489 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.487177 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.0839775 # DEPENDENCYPART_SIBL
(14,2),(14,3),0.176069 # DEPENDENCYPART_SIBL
(14,2),(14,5),-0.00344842 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.0342877 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.211898 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.00208063 # DEPENDENCYPART_SIBL
(14,2),(14,12),0.21017 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.0953699 # DEPENDENCYPART_SIBL
(14,2),(14,15),0.0110534 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.0660998 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.0305392 # DEPENDENCYPART_SIBL
(14,2),(14,18),-0.0400402 # DEPENDENCYPART_SIBL
(14,2),(14,19),0.00384207 # DEPENDENCYPART_SIBL
(14,3),(14,5),-0.00534025 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.0191207 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.00224434 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.0550104 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.0941819 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.0485737 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.0510918 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.0194633 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.0128865 # DEPENDENCYPART_SIBL
(14,3),(14,18),-0.0602142 # DEPENDENCYPART_SIBL
(14,3),(14,19),0.0240528 # DEPENDENCYPART_SIBL
(14,5),(14,7),0.0739798 # DEPENDENCYPART_SIBL
(14,5),(14,9),0.0437371 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.07138 # DEPENDENCYPART_SIBL
(14,5),(14,12),0.0894874 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.0352093 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.00197664 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.207877 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.0293704 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.0407683 # DEPENDENCYPART_SIBL
(14,5),(14,19),-0.04479 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.0628413 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.0683459 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.0856139 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.0303682 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.0201169 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.161255 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.00996211 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.0160933 # DEPENDENCYPART_SIBL
(14,7),(14,19),0.00489897 # DEPENDENCYPART_SIBL
(14,9),(14,11),-7.09198e-05 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.210786 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.0953683 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.0102245 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.073047 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.0305143 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.0400631 # DEPENDENCYPART_SIBL
(14,9),(14,19),0.00416597 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.036357 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.127012 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0360103 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.119748 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.00524084 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.0250354 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.0518304 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0346871 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0834094 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0349624 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.00742226 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0727501 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.0770621 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0405175 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0707465 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0381204 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0182201 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.00930377 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.110779 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.30522 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.667614 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.000964425 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.281277 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.130143 # DEPENDENCYPART_SIBL
(14,16),(14,19),0.171318 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0752018 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.0381191 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.041053 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.00316488 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.543781 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.0579853 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0326935 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.0751877 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.257587 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0174214 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0690689 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0299961 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.00991615 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.114208 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0798127 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.589952 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.202261 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0771731 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.0726865 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.0232923 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.508642 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.0189189 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.128703 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.875905 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.0369819 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.287584 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.027012 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.129927 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.0346871 # DEPENDENCYPART_SIBL
(18,12),(18,14),0.0271479 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.288367 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.143954 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.0346871 # DEPENDENCYPART_SIBL
(18,12),(18,19),0.0770621 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.113388 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.105137 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.453629 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.0744798 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.00930377 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.195222 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.137357 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.0955601 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.00141305 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.0902008 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.0226003 # DEPENDENCYPART_SIBL
