# _root_ She pointed out that even after Monday 's 10 % decline , the Straits Times index is up 24 % this year , so investors who bailed out generally did so profitably .
#goldHeads=2,0,2,2,6,17,11,7,10,11,6,17,16,16,16,17,4,17,20,18,22,17,2,2,30,27,25,27,30,24,30,30,2,
#predictedHeads=2,0,2,2,6,17,11,7,10,11,6,17,16,16,16,17,4,17,20,18,22,17,17,17,30,27,25,27,30,24,30,31,2,
(11,25),(11,27),-0.103818 # DEPENDENCYPART_SIBL
(11,25),(11,33),-0.0591163 # DEPENDENCYPART_SIBL
(11,27),(11,33),0.0216227 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0319521 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.090627 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.220965 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.0373357 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.0632447 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.198117 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.107126 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.0558144 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.119097 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.106596 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.157046 # DEPENDENCYPART_SIBL
(16,7),(16,9),0.0823743 # DEPENDENCYPART_SIBL
(16,7),(16,10),0.191253 # DEPENDENCYPART_SIBL
(16,7),(16,11),0.157718 # DEPENDENCYPART_SIBL
(16,7),(16,12),0.231632 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.485015 # DEPENDENCYPART_SIBL
(16,7),(16,14),0.0920893 # DEPENDENCYPART_SIBL
(16,7),(16,15),0.174722 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.00990324 # DEPENDENCYPART_SIBL
(16,7),(16,18),0.00149918 # DEPENDENCYPART_SIBL
(16,7),(16,20),-0.139237 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.190722 # DEPENDENCYPART_SIBL
(16,9),(16,11),0.0530619 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.0107284 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.498977 # DEPENDENCYPART_SIBL
(16,9),(16,14),0.141776 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.125018 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.00946174 # DEPENDENCYPART_SIBL
(16,9),(16,18),0.0277901 # DEPENDENCYPART_SIBL
(16,9),(16,20),0.162902 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.0491498 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.130916 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.489259 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.00339441 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.0313276 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.104802 # DEPENDENCYPART_SIBL
(16,10),(16,18),0.177003 # DEPENDENCYPART_SIBL
(16,10),(16,20),-0.0216542 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.107016 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.563213 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.0272234 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.00749874 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.0258934 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.113305 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.0164754 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.162401 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.0567392 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0797952 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.00593782 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.000659177 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.0715691 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.386449 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.418716 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.0798689 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.027312 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.0967061 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.215603 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0287164 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0408349 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.0985628 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.1129 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0908881 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.025658 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.0299355 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.0730207 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.0482017 # DEPENDENCYPART_SIBL
(17,1),(17,2),-0.151745 # DEPENDENCYPART_SIBL
(17,1),(17,3),-0.128796 # DEPENDENCYPART_SIBL
(17,1),(17,4),-0.117812 # DEPENDENCYPART_SIBL
(17,1),(17,5),0.0251657 # DEPENDENCYPART_SIBL
(17,1),(17,6),-0.0333389 # DEPENDENCYPART_SIBL
(17,1),(17,7),-0.229911 # DEPENDENCYPART_SIBL
(17,1),(17,8),-0.015095 # DEPENDENCYPART_SIBL
(17,1),(17,9),-0.124639 # DEPENDENCYPART_SIBL
(17,1),(17,10),-0.277696 # DEPENDENCYPART_SIBL
(17,1),(17,11),-0.25756 # DEPENDENCYPART_SIBL
(17,1),(17,12),-0.0890451 # DEPENDENCYPART_SIBL
(17,1),(17,13),-0.253072 # DEPENDENCYPART_SIBL
(17,1),(17,14),-0.227988 # DEPENDENCYPART_SIBL
(17,1),(17,15),-0.225443 # DEPENDENCYPART_SIBL
(17,1),(17,16),-0.229893 # DEPENDENCYPART_SIBL
(17,1),(17,18),-0.0870686 # DEPENDENCYPART_SIBL
(17,1),(17,19),-0.0225033 # DEPENDENCYPART_SIBL
(17,1),(17,20),-0.195442 # DEPENDENCYPART_SIBL
(17,1),(17,21),0.0222955 # DEPENDENCYPART_SIBL
(17,1),(17,22),-0.18312 # DEPENDENCYPART_SIBL
(17,1),(17,23),0.103865 # DEPENDENCYPART_SIBL
(17,1),(17,24),0.0424207 # DEPENDENCYPART_SIBL
(17,1),(17,25),-0.163009 # DEPENDENCYPART_SIBL
(17,1),(17,26),-0.11059 # DEPENDENCYPART_SIBL
(17,1),(17,27),0.00213473 # DEPENDENCYPART_SIBL
(17,1),(17,28),-0.00543938 # DEPENDENCYPART_SIBL
(17,1),(17,29),0.0423711 # DEPENDENCYPART_SIBL
(17,1),(17,30),-0.0172309 # DEPENDENCYPART_SIBL
(17,1),(17,31),-0.0866787 # DEPENDENCYPART_SIBL
(17,1),(17,32),-0.080298 # DEPENDENCYPART_SIBL
(17,1),(17,33),-0.0503003 # DEPENDENCYPART_SIBL
(17,2),(17,3),-0.105554 # DEPENDENCYPART_SIBL
(17,2),(17,4),-0.149248 # DEPENDENCYPART_SIBL
(17,2),(17,5),-0.12628 # DEPENDENCYPART_SIBL
(17,2),(17,6),-0.0933674 # DEPENDENCYPART_SIBL
(17,2),(17,7),-0.124571 # DEPENDENCYPART_SIBL
(17,2),(17,8),-0.131364 # DEPENDENCYPART_SIBL
(17,2),(17,9),-0.129261 # DEPENDENCYPART_SIBL
(17,2),(17,10),-0.162726 # DEPENDENCYPART_SIBL
(17,2),(17,11),-0.135313 # DEPENDENCYPART_SIBL
(17,2),(17,12),0.0632988 # DEPENDENCYPART_SIBL
(17,2),(17,13),-0.163673 # DEPENDENCYPART_SIBL
(17,2),(17,14),-0.118532 # DEPENDENCYPART_SIBL
(17,2),(17,15),-0.119086 # DEPENDENCYPART_SIBL
(17,2),(17,16),-0.114349 # DEPENDENCYPART_SIBL
(17,2),(17,18),-0.0952435 # DEPENDENCYPART_SIBL
(17,2),(17,19),-0.102908 # DEPENDENCYPART_SIBL
(17,2),(17,20),-0.0497199 # DEPENDENCYPART_SIBL
(17,2),(17,21),-0.0407842 # DEPENDENCYPART_SIBL
(17,2),(17,22),-0.0392355 # DEPENDENCYPART_SIBL
(17,2),(17,23),-0.0122891 # DEPENDENCYPART_SIBL
(17,2),(17,24),-0.0415358 # DEPENDENCYPART_SIBL
(17,2),(17,25),-0.14475 # DEPENDENCYPART_SIBL
(17,2),(17,26),-0.117842 # DEPENDENCYPART_SIBL
(17,2),(17,27),-0.114314 # DEPENDENCYPART_SIBL
(17,2),(17,28),-0.0804677 # DEPENDENCYPART_SIBL
(17,2),(17,29),-0.0412345 # DEPENDENCYPART_SIBL
(17,2),(17,30),-0.121252 # DEPENDENCYPART_SIBL
(17,2),(17,31),-0.0889588 # DEPENDENCYPART_SIBL
(17,2),(17,32),-0.0793395 # DEPENDENCYPART_SIBL
(17,2),(17,33),-0.00953931 # DEPENDENCYPART_SIBL
(17,3),(17,4),0.0286469 # DEPENDENCYPART_SIBL
(17,3),(17,5),0.0235993 # DEPENDENCYPART_SIBL
(17,3),(17,6),0.0982113 # DEPENDENCYPART_SIBL
(17,3),(17,7),-0.0876359 # DEPENDENCYPART_SIBL
(17,3),(17,8),-0.0230798 # DEPENDENCYPART_SIBL
(17,3),(17,9),0.00111645 # DEPENDENCYPART_SIBL
(17,3),(17,10),-0.1157 # DEPENDENCYPART_SIBL
(17,3),(17,11),-0.0956271 # DEPENDENCYPART_SIBL
(17,3),(17,12),0.0430817 # DEPENDENCYPART_SIBL
(17,3),(17,13),-0.120636 # DEPENDENCYPART_SIBL
(17,3),(17,14),-0.085713 # DEPENDENCYPART_SIBL
(17,3),(17,15),-0.0831688 # DEPENDENCYPART_SIBL
(17,3),(17,16),-0.0680448 # DEPENDENCYPART_SIBL
(17,3),(17,18),-0.0623659 # DEPENDENCYPART_SIBL
(17,3),(17,19),-0.0794456 # DEPENDENCYPART_SIBL
(17,3),(17,20),-0.0271112 # DEPENDENCYPART_SIBL
(17,3),(17,21),-0.00252439 # DEPENDENCYPART_SIBL
(17,3),(17,22),-0.0183923 # DEPENDENCYPART_SIBL
(17,3),(17,23),-0.0620997 # DEPENDENCYPART_SIBL
(17,3),(17,24),-0.0868003 # DEPENDENCYPART_SIBL
(17,3),(17,25),-0.0974953 # DEPENDENCYPART_SIBL
(17,3),(17,26),-0.0895294 # DEPENDENCYPART_SIBL
(17,3),(17,27),-0.0675514 # DEPENDENCYPART_SIBL
(17,3),(17,28),-0.0504297 # DEPENDENCYPART_SIBL
(17,3),(17,29),-0.00638199 # DEPENDENCYPART_SIBL
(17,3),(17,30),-0.0715957 # DEPENDENCYPART_SIBL
(17,3),(17,31),-0.0576807 # DEPENDENCYPART_SIBL
(17,3),(17,32),-0.0509094 # DEPENDENCYPART_SIBL
(17,3),(17,33),-0.0955855 # DEPENDENCYPART_SIBL
(17,4),(17,5),-0.040783 # DEPENDENCYPART_SIBL
(17,4),(17,6),0.0491513 # DEPENDENCYPART_SIBL
(17,4),(17,7),0.0466622 # DEPENDENCYPART_SIBL
(17,4),(17,8),0.0661748 # DEPENDENCYPART_SIBL
(17,4),(17,9),-0.048565 # DEPENDENCYPART_SIBL
(17,4),(17,10),-0.0522923 # DEPENDENCYPART_SIBL
(17,4),(17,11),-0.065517 # DEPENDENCYPART_SIBL
(17,4),(17,12),0.30601 # DEPENDENCYPART_SIBL
(17,4),(17,13),-0.188706 # DEPENDENCYPART_SIBL
(17,4),(17,14),0.00173857 # DEPENDENCYPART_SIBL
(17,4),(17,15),0.0204133 # DEPENDENCYPART_SIBL
(17,4),(17,16),-0.0368847 # DEPENDENCYPART_SIBL
(17,4),(17,18),0.0522445 # DEPENDENCYPART_SIBL
(17,4),(17,19),-0.0197656 # DEPENDENCYPART_SIBL
(17,4),(17,20),-0.0719941 # DEPENDENCYPART_SIBL
(17,4),(17,21),-0.00168206 # DEPENDENCYPART_SIBL
(17,4),(17,22),-0.00024993 # DEPENDENCYPART_SIBL
(17,4),(17,23),-0.17924 # DEPENDENCYPART_SIBL
(17,4),(17,24),-0.12287 # DEPENDENCYPART_SIBL
(17,4),(17,25),-0.0217628 # DEPENDENCYPART_SIBL
(17,4),(17,26),-0.106052 # DEPENDENCYPART_SIBL
(17,4),(17,27),-0.0484132 # DEPENDENCYPART_SIBL
(17,4),(17,28),-0.087544 # DEPENDENCYPART_SIBL
(17,4),(17,29),0.0669175 # DEPENDENCYPART_SIBL
(17,4),(17,30),-0.0354413 # DEPENDENCYPART_SIBL
(17,4),(17,31),0.00812706 # DEPENDENCYPART_SIBL
(17,4),(17,32),0.00649761 # DEPENDENCYPART_SIBL
(17,4),(17,33),-0.0541849 # DEPENDENCYPART_SIBL
(17,5),(17,6),0.0402081 # DEPENDENCYPART_SIBL
(17,5),(17,7),-0.084483 # DEPENDENCYPART_SIBL
(17,5),(17,8),-0.0286729 # DEPENDENCYPART_SIBL
(17,5),(17,9),-0.0584195 # DEPENDENCYPART_SIBL
(17,5),(17,10),-0.0918184 # DEPENDENCYPART_SIBL
(17,5),(17,11),-0.0876877 # DEPENDENCYPART_SIBL
(17,5),(17,12),0.189546 # DEPENDENCYPART_SIBL
(17,5),(17,13),0.0529696 # DEPENDENCYPART_SIBL
(17,5),(17,14),-0.0755823 # DEPENDENCYPART_SIBL
(17,5),(17,15),-0.0882613 # DEPENDENCYPART_SIBL
(17,5),(17,16),-0.0475797 # DEPENDENCYPART_SIBL
(17,5),(17,18),-0.0933177 # DEPENDENCYPART_SIBL
(17,5),(17,19),-0.105994 # DEPENDENCYPART_SIBL
(17,5),(17,20),0.0811616 # DEPENDENCYPART_SIBL
(17,5),(17,21),0.058388 # DEPENDENCYPART_SIBL
(17,5),(17,22),-0.0476708 # DEPENDENCYPART_SIBL
(17,5),(17,23),-0.0356039 # DEPENDENCYPART_SIBL
(17,5),(17,24),-0.106993 # DEPENDENCYPART_SIBL
(17,5),(17,25),-0.118153 # DEPENDENCYPART_SIBL
(17,5),(17,26),-0.0824366 # DEPENDENCYPART_SIBL
(17,5),(17,27),-0.00534398 # DEPENDENCYPART_SIBL
(17,5),(17,28),-0.0857467 # DEPENDENCYPART_SIBL
(17,5),(17,29),-0.0300671 # DEPENDENCYPART_SIBL
(17,5),(17,30),-0.00506772 # DEPENDENCYPART_SIBL
(17,5),(17,31),-0.0647963 # DEPENDENCYPART_SIBL
(17,5),(17,32),-0.0726665 # DEPENDENCYPART_SIBL
(17,5),(17,33),0.0185086 # DEPENDENCYPART_SIBL
(17,6),(17,7),0.0674826 # DEPENDENCYPART_SIBL
(17,6),(17,8),-0.0180529 # DEPENDENCYPART_SIBL
(17,6),(17,9),-0.00769399 # DEPENDENCYPART_SIBL
(17,6),(17,10),-8.77399e-05 # DEPENDENCYPART_SIBL
(17,6),(17,11),-0.000461647 # DEPENDENCYPART_SIBL
(17,6),(17,12),0.59817 # DEPENDENCYPART_SIBL
(17,6),(17,13),-0.104833 # DEPENDENCYPART_SIBL
(17,6),(17,14),0.0167294 # DEPENDENCYPART_SIBL
(17,6),(17,15),0.0352908 # DEPENDENCYPART_SIBL
(17,6),(17,16),0.0343953 # DEPENDENCYPART_SIBL
(17,6),(17,18),0.00649936 # DEPENDENCYPART_SIBL
(17,6),(17,19),-0.00159727 # DEPENDENCYPART_SIBL
(17,6),(17,20),-0.0323305 # DEPENDENCYPART_SIBL
(17,6),(17,21),-0.00922533 # DEPENDENCYPART_SIBL
(17,6),(17,22),-0.00672515 # DEPENDENCYPART_SIBL
(17,6),(17,23),-0.0449372 # DEPENDENCYPART_SIBL
(17,6),(17,24),0.00354271 # DEPENDENCYPART_SIBL
(17,6),(17,25),0.00525755 # DEPENDENCYPART_SIBL
(17,6),(17,26),-0.0481922 # DEPENDENCYPART_SIBL
(17,6),(17,27),6.05088e-05 # DEPENDENCYPART_SIBL
(17,6),(17,28),-0.0350774 # DEPENDENCYPART_SIBL
(17,6),(17,29),0.0302285 # DEPENDENCYPART_SIBL
(17,6),(17,30),0.0133524 # DEPENDENCYPART_SIBL
(17,6),(17,31),0.0105284 # DEPENDENCYPART_SIBL
(17,6),(17,32),-0.0210549 # DEPENDENCYPART_SIBL
(17,6),(17,33),0.0953338 # DEPENDENCYPART_SIBL
(17,7),(17,8),-0.232343 # DEPENDENCYPART_SIBL
(17,7),(17,9),-0.220371 # DEPENDENCYPART_SIBL
(17,7),(17,10),-0.283545 # DEPENDENCYPART_SIBL
(17,7),(17,11),-0.315168 # DEPENDENCYPART_SIBL
(17,7),(17,12),0.0843465 # DEPENDENCYPART_SIBL
(17,7),(17,13),-0.435672 # DEPENDENCYPART_SIBL
(17,7),(17,14),-0.468911 # DEPENDENCYPART_SIBL
(17,7),(17,15),-0.443356 # DEPENDENCYPART_SIBL
(17,7),(17,16),-0.258403 # DEPENDENCYPART_SIBL
(17,7),(17,18),0.0379314 # DEPENDENCYPART_SIBL
(17,7),(17,19),-0.0751011 # DEPENDENCYPART_SIBL
(17,7),(17,20),-0.0786796 # DEPENDENCYPART_SIBL
(17,7),(17,21),-0.0259071 # DEPENDENCYPART_SIBL
(17,7),(17,22),0.0105039 # DEPENDENCYPART_SIBL
(17,7),(17,23),-0.0453161 # DEPENDENCYPART_SIBL
(17,7),(17,24),-0.115947 # DEPENDENCYPART_SIBL
(17,7),(17,25),-0.12659 # DEPENDENCYPART_SIBL
(17,7),(17,26),-0.131182 # DEPENDENCYPART_SIBL
(17,7),(17,27),-0.0401282 # DEPENDENCYPART_SIBL
(17,7),(17,28),-0.0610355 # DEPENDENCYPART_SIBL
(17,7),(17,29),0.0194957 # DEPENDENCYPART_SIBL
(17,7),(17,30),-0.0581492 # DEPENDENCYPART_SIBL
(17,7),(17,31),-0.0446313 # DEPENDENCYPART_SIBL
(17,7),(17,32),-0.00980424 # DEPENDENCYPART_SIBL
(17,7),(17,33),-0.0137172 # DEPENDENCYPART_SIBL
(17,8),(17,9),-0.0666619 # DEPENDENCYPART_SIBL
(17,8),(17,10),-0.168413 # DEPENDENCYPART_SIBL
(17,8),(17,11),-0.142491 # DEPENDENCYPART_SIBL
(17,8),(17,12),0.0677809 # DEPENDENCYPART_SIBL
(17,8),(17,13),-0.1379 # DEPENDENCYPART_SIBL
(17,8),(17,14),-0.132765 # DEPENDENCYPART_SIBL
(17,8),(17,15),-0.130221 # DEPENDENCYPART_SIBL
(17,8),(17,16),-0.121114 # DEPENDENCYPART_SIBL
(17,8),(17,18),-0.0258431 # DEPENDENCYPART_SIBL
(17,8),(17,19),-0.101323 # DEPENDENCYPART_SIBL
(17,8),(17,20),-0.0639462 # DEPENDENCYPART_SIBL
(17,8),(17,21),-0.00671615 # DEPENDENCYPART_SIBL
(17,8),(17,22),-0.0497749 # DEPENDENCYPART_SIBL
(17,8),(17,23),-0.0511196 # DEPENDENCYPART_SIBL
(17,8),(17,24),-0.0253343 # DEPENDENCYPART_SIBL
(17,8),(17,25),-0.0993584 # DEPENDENCYPART_SIBL
(17,8),(17,26),-0.0885348 # DEPENDENCYPART_SIBL
(17,8),(17,27),-0.0764374 # DEPENDENCYPART_SIBL
(17,8),(17,28),-0.0333219 # DEPENDENCYPART_SIBL
(17,8),(17,29),0.0331017 # DEPENDENCYPART_SIBL
(17,8),(17,30),-0.0777393 # DEPENDENCYPART_SIBL
(17,8),(17,31),-0.0192186 # DEPENDENCYPART_SIBL
(17,8),(17,32),-0.0114256 # DEPENDENCYPART_SIBL
(17,8),(17,33),-0.0209247 # DEPENDENCYPART_SIBL
(17,9),(17,10),-0.418121 # DEPENDENCYPART_SIBL
(17,9),(17,11),-0.210354 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.119847 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.354876 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.13784 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.178425 # DEPENDENCYPART_SIBL
(17,9),(17,16),-0.184147 # DEPENDENCYPART_SIBL
(17,9),(17,18),-0.0309318 # DEPENDENCYPART_SIBL
(17,9),(17,19),-0.0299012 # DEPENDENCYPART_SIBL
(17,9),(17,20),0.133434 # DEPENDENCYPART_SIBL
(17,9),(17,21),0.0496665 # DEPENDENCYPART_SIBL
(17,9),(17,22),0.00787788 # DEPENDENCYPART_SIBL
(17,9),(17,23),0.0168261 # DEPENDENCYPART_SIBL
(17,9),(17,24),-0.0502001 # DEPENDENCYPART_SIBL
(17,9),(17,25),-0.0791298 # DEPENDENCYPART_SIBL
(17,9),(17,26),-0.0986194 # DEPENDENCYPART_SIBL
(17,9),(17,27),-0.0496851 # DEPENDENCYPART_SIBL
(17,9),(17,28),-0.0752749 # DEPENDENCYPART_SIBL
(17,9),(17,29),-0.0331467 # DEPENDENCYPART_SIBL
(17,9),(17,30),-0.0454869 # DEPENDENCYPART_SIBL
(17,9),(17,31),-0.0462154 # DEPENDENCYPART_SIBL
(17,9),(17,32),-0.0751099 # DEPENDENCYPART_SIBL
(17,9),(17,33),-0.0856422 # DEPENDENCYPART_SIBL
(17,10),(17,11),-1.03565 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.120319 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.681329 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.760358 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.759316 # DEPENDENCYPART_SIBL
(17,10),(17,16),-1.00813 # DEPENDENCYPART_SIBL
(17,10),(17,18),0.0334779 # DEPENDENCYPART_SIBL
(17,10),(17,19),-0.0906073 # DEPENDENCYPART_SIBL
(17,10),(17,20),-0.0927722 # DEPENDENCYPART_SIBL
(17,10),(17,21),0.00718613 # DEPENDENCYPART_SIBL
(17,10),(17,22),-0.056556 # DEPENDENCYPART_SIBL
(17,10),(17,23),0.0168301 # DEPENDENCYPART_SIBL
(17,10),(17,24),-0.0145779 # DEPENDENCYPART_SIBL
(17,10),(17,25),-0.0810583 # DEPENDENCYPART_SIBL
(17,10),(17,26),-0.115242 # DEPENDENCYPART_SIBL
(17,10),(17,27),-0.0457317 # DEPENDENCYPART_SIBL
(17,10),(17,28),-0.105674 # DEPENDENCYPART_SIBL
(17,10),(17,29),-0.0231903 # DEPENDENCYPART_SIBL
(17,10),(17,30),-0.0431336 # DEPENDENCYPART_SIBL
(17,10),(17,31),-0.00574967 # DEPENDENCYPART_SIBL
(17,10),(17,32),-0.0111501 # DEPENDENCYPART_SIBL
(17,10),(17,33),-0.0629257 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.0708752 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.675925 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.718278 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.717236 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.986398 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.0145561 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.0779197 # DEPENDENCYPART_SIBL
(17,11),(17,20),-0.0451695 # DEPENDENCYPART_SIBL
(17,11),(17,21),0.00427857 # DEPENDENCYPART_SIBL
(17,11),(17,22),-0.0662975 # DEPENDENCYPART_SIBL
(17,11),(17,23),-0.0344623 # DEPENDENCYPART_SIBL
(17,11),(17,24),-0.025965 # DEPENDENCYPART_SIBL
(17,11),(17,25),-0.0767339 # DEPENDENCYPART_SIBL
(17,11),(17,26),-0.11988 # DEPENDENCYPART_SIBL
(17,11),(17,27),-0.0728328 # DEPENDENCYPART_SIBL
(17,11),(17,28),-0.10299 # DEPENDENCYPART_SIBL
(17,11),(17,29),-0.0738428 # DEPENDENCYPART_SIBL
(17,11),(17,30),-0.0732527 # DEPENDENCYPART_SIBL
(17,11),(17,31),-0.0548069 # DEPENDENCYPART_SIBL
(17,11),(17,32),-0.0618026 # DEPENDENCYPART_SIBL
(17,11),(17,33),-0.0237925 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.0821079 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.0397416 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.0253807 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.124023 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.0323979 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.11016 # DEPENDENCYPART_SIBL
(17,12),(17,20),0.0196191 # DEPENDENCYPART_SIBL
(17,12),(17,21),-0.0164338 # DEPENDENCYPART_SIBL
(17,12),(17,22),-0.0147496 # DEPENDENCYPART_SIBL
(17,12),(17,23),-0.00896419 # DEPENDENCYPART_SIBL
(17,12),(17,24),-0.0784865 # DEPENDENCYPART_SIBL
(17,12),(17,25),-0.101095 # DEPENDENCYPART_SIBL
(17,12),(17,26),-0.104608 # DEPENDENCYPART_SIBL
(17,12),(17,27),-0.0533676 # DEPENDENCYPART_SIBL
(17,12),(17,28),0.103635 # DEPENDENCYPART_SIBL
(17,12),(17,29),0.0350436 # DEPENDENCYPART_SIBL
(17,12),(17,30),-0.0327879 # DEPENDENCYPART_SIBL
(17,12),(17,31),-0.0140359 # DEPENDENCYPART_SIBL
(17,12),(17,32),-0.0171293 # DEPENDENCYPART_SIBL
(17,12),(17,33),0.0582691 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.286941 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.295231 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.202024 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.216294 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.233176 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.198102 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.130909 # DEPENDENCYPART_SIBL
(17,13),(17,22),-0.202763 # DEPENDENCYPART_SIBL
(17,13),(17,23),-0.105403 # DEPENDENCYPART_SIBL
(17,13),(17,24),-0.196636 # DEPENDENCYPART_SIBL
(17,13),(17,25),-0.266085 # DEPENDENCYPART_SIBL
(17,13),(17,26),-0.278628 # DEPENDENCYPART_SIBL
(17,13),(17,27),0.00692342 # DEPENDENCYPART_SIBL
(17,13),(17,28),-0.408352 # DEPENDENCYPART_SIBL
(17,13),(17,29),-0.143291 # DEPENDENCYPART_SIBL
(17,13),(17,30),-0.0515512 # DEPENDENCYPART_SIBL
(17,13),(17,31),-0.10033 # DEPENDENCYPART_SIBL
(17,13),(17,32),-0.165661 # DEPENDENCYPART_SIBL
(17,13),(17,33),-0.318463 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.416764 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.293363 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.0637554 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0956264 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.0476404 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.0123591 # DEPENDENCYPART_SIBL
(17,14),(17,22),0.041519 # DEPENDENCYPART_SIBL
(17,14),(17,23),-0.025581 # DEPENDENCYPART_SIBL
(17,14),(17,24),-0.0846315 # DEPENDENCYPART_SIBL
(17,14),(17,25),-0.125661 # DEPENDENCYPART_SIBL
(17,14),(17,26),-0.118353 # DEPENDENCYPART_SIBL
(17,14),(17,27),-0.02121 # DEPENDENCYPART_SIBL
(17,14),(17,28),-0.0481564 # DEPENDENCYPART_SIBL
(17,14),(17,29),0.0445524 # DEPENDENCYPART_SIBL
(17,14),(17,30),-0.03532 # DEPENDENCYPART_SIBL
(17,14),(17,31),-0.0195746 # DEPENDENCYPART_SIBL
(17,14),(17,32),0.0152525 # DEPENDENCYPART_SIBL
(17,14),(17,33),-0.00237452 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.269598 # DEPENDENCYPART_SIBL
