# _root_ By 10:25 , the Dow had turned up for the day , prompting cheers on trading desks and exchange floors .
#goldHeads=6,1,6,5,6,0,6,7,7,11,9,7,7,13,13,17,15,17,20,18,6,
#predictedHeads=6,1,6,5,6,0,6,7,7,11,9,7,7,13,13,17,15,17,20,18,6,
(7,1),(7,16),-0.0573272 # DEPENDENCYPART_SIBL
(7,1),(7,17),-0.0968525 # DEPENDENCYPART_SIBL
(7,1),(7,18),-0.0521655 # DEPENDENCYPART_SIBL
(7,1),(7,20),-0.0968455 # DEPENDENCYPART_SIBL
(7,1),(7,21),0.0293687 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.0290178 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.171165 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.063814 # DEPENDENCYPART_SIBL
(7,2),(7,6),-8.62839e-05 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.0263829 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0694279 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0142815 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.0224129 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.0444195 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.0159212 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.0424997 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.0294796 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.0159214 # DEPENDENCYPART_SIBL
(7,2),(7,18),0.0150839 # DEPENDENCYPART_SIBL
(7,2),(7,20),-0.0159212 # DEPENDENCYPART_SIBL
(7,2),(7,21),0.0304448 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.00496599 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0959471 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.00153481 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.154461 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0655082 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0511102 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.0444485 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.0683285 # DEPENDENCYPART_SIBL
(7,3),(7,14),0.133009 # DEPENDENCYPART_SIBL
(7,3),(7,15),0.0940995 # DEPENDENCYPART_SIBL
(7,3),(7,16),0.0765941 # DEPENDENCYPART_SIBL
(7,3),(7,17),0.100121 # DEPENDENCYPART_SIBL
(7,3),(7,18),0.0338562 # DEPENDENCYPART_SIBL
(7,3),(7,20),0.100229 # DEPENDENCYPART_SIBL
(7,3),(7,21),0.220485 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0213559 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.000536206 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0240936 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0698171 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0449663 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.0503483 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0189741 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0194527 # DEPENDENCYPART_SIBL
(7,4),(7,15),0.074695 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.0259918 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.0194463 # DEPENDENCYPART_SIBL
(7,4),(7,18),0.161774 # DEPENDENCYPART_SIBL
(7,4),(7,20),-0.0126783 # DEPENDENCYPART_SIBL
(7,4),(7,21),-0.0210812 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0220212 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0719607 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.00759425 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0318559 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.107317 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0365188 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.0589487 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.0392285 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.00973892 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.0494902 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.0894182 # DEPENDENCYPART_SIBL
(7,5),(7,20),0.0438901 # DEPENDENCYPART_SIBL
(7,5),(7,21),0.181864 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0525586 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0145796 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.00807621 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0312155 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.0270556 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.0156769 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.0352014 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.0392293 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.0156767 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.0366484 # DEPENDENCYPART_SIBL
(7,6),(7,20),0.0156769 # DEPENDENCYPART_SIBL
(7,6),(7,21),0.126903 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0662805 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0327874 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0982635 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0260878 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.179112 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.104553 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0746541 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.181644 # DEPENDENCYPART_SIBL
(7,8),(7,18),0.0634594 # DEPENDENCYPART_SIBL
(7,8),(7,20),-0.182565 # DEPENDENCYPART_SIBL
(7,8),(7,21),0.0545313 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0219581 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0362268 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0835477 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.226762 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.173149 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.132994 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.229455 # DEPENDENCYPART_SIBL
(7,9),(7,18),0.0300248 # DEPENDENCYPART_SIBL
(7,9),(7,20),-0.230375 # DEPENDENCYPART_SIBL
(7,9),(7,21),0.0522898 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.0397904 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.00975507 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.31747 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.00983268 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0534199 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.31747 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.00733727 # DEPENDENCYPART_SIBL
(7,11),(7,20),-0.31747 # DEPENDENCYPART_SIBL
(7,11),(7,21),0.0199272 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.716347 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.0652203 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.149631 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.589412 # DEPENDENCYPART_SIBL
(7,12),(7,17),0.0471885 # DEPENDENCYPART_SIBL
(7,12),(7,18),0.298178 # DEPENDENCYPART_SIBL
(7,12),(7,20),0.032868 # DEPENDENCYPART_SIBL
(7,12),(7,21),-0.0355052 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.270401 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.156742 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.204339 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.270401 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.0609716 # DEPENDENCYPART_SIBL
(7,13),(7,20),-0.270401 # DEPENDENCYPART_SIBL
(7,13),(7,21),0.0373612 # DEPENDENCYPART_SIBL
(7,14),(7,15),0.0647893 # DEPENDENCYPART_SIBL
(7,14),(7,16),0.0386786 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.312571 # DEPENDENCYPART_SIBL
(7,14),(7,18),0.0232002 # DEPENDENCYPART_SIBL
(7,14),(7,20),-0.312571 # DEPENDENCYPART_SIBL
(7,14),(7,21),0.103218 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.0459401 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.199398 # DEPENDENCYPART_SIBL
(7,15),(7,18),0.0305762 # DEPENDENCYPART_SIBL
(7,15),(7,20),-0.200317 # DEPENDENCYPART_SIBL
(7,15),(7,21),0.10844 # DEPENDENCYPART_SIBL
(7,16),(7,17),-0.269424 # DEPENDENCYPART_SIBL
(7,16),(7,18),-0.0786499 # DEPENDENCYPART_SIBL
(7,16),(7,20),-0.269424 # DEPENDENCYPART_SIBL
(7,16),(7,21),0.0326475 # DEPENDENCYPART_SIBL
(7,17),(7,18),0.0142024 # DEPENDENCYPART_SIBL
(7,17),(7,20),-0.312836 # DEPENDENCYPART_SIBL
(7,17),(7,21),0.102392 # DEPENDENCYPART_SIBL
(7,18),(7,20),-0.0471088 # DEPENDENCYPART_SIBL
(7,18),(7,21),-0.00671165 # DEPENDENCYPART_SIBL
(7,20),(7,21),0.102519 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.0337008 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.135958 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.0272531 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0260874 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0554047 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.00249919 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.13704 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.0518409 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.158257 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.124909 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.0601581 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.158268 # DEPENDENCYPART_SIBL
(8,1),(8,18),-0.104613 # DEPENDENCYPART_SIBL
(8,1),(8,21),0.113314 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.0311121 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.136218 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0743385 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.00541502 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.0358103 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0153199 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.030322 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0646753 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.0112079 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.0351608 # DEPENDENCYPART_SIBL
(8,2),(8,17),-0.0646753 # DEPENDENCYPART_SIBL
(8,2),(8,18),-0.0503737 # DEPENDENCYPART_SIBL
(8,2),(8,21),0.051995 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0179878 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0600206 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.050826 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0348004 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.52099 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0943538 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0606235 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.0959703 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.10789 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.0935111 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.247508 # DEPENDENCYPART_SIBL
(8,3),(8,21),0.0276041 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0524073 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.01497 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0606086 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0807379 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0923558 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.152635 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0344734 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.114719 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.152629 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.11895 # DEPENDENCYPART_SIBL
(8,4),(8,21),-0.0696285 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.00690636 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0468474 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0914543 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.066471 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0737317 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.010336 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0419799 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0831901 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.0334862 # DEPENDENCYPART_SIBL
(8,5),(8,21),0.0687328 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0982852 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0364925 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.291008 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.201693 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0339284 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.326938 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.20426 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.034719 # DEPENDENCYPART_SIBL
(8,9),(8,21),0.043766 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.242658 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.465131 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.759318 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.15086 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.507824 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.759192 # DEPENDENCYPART_SIBL
(8,11),(8,18),0.0479353 # DEPENDENCYPART_SIBL
(8,11),(8,21),0.0347281 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.191016 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0364146 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.455375 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.0868328 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0541915 # DEPENDENCYPART_SIBL
(8,12),(8,18),0.48598 # DEPENDENCYPART_SIBL
(8,12),(8,21),0.0808802 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.555133 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0330293 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.530379 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.555006 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.00889546 # DEPENDENCYPART_SIBL
(8,13),(8,21),-0.00963437 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.0467098 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.529911 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.843843 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.0431203 # DEPENDENCYPART_SIBL
(8,14),(8,21),-0.0484833 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.325379 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.2461 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.0764734 # DEPENDENCYPART_SIBL
(8,15),(8,21),0.0106682 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.573798 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.0275861 # DEPENDENCYPART_SIBL
(8,16),(8,21),-0.0447393 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.0518513 # DEPENDENCYPART_SIBL
(8,17),(8,21),-0.0491726 # DEPENDENCYPART_SIBL
(8,18),(8,21),-0.0311836 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0456631 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0232273 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0205389 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.023861 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0643837 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.00537443 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0403837 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0643952 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0751532 # DEPENDENCYPART_SIBL
(9,8),(9,21),0.171695 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.609876 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0465436 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.440485 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.399193 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0995777 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.453618 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.399067 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.102652 # DEPENDENCYPART_SIBL
(9,10),(9,21),-0.153767 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.101112 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.614337 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.952152 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0429788 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.656336 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.952025 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0269977 # DEPENDENCYPART_SIBL
(9,11),(9,21),-0.0302948 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.220079 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0401822 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.431469 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.116857 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0579592 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.66383 # DEPENDENCYPART_SIBL
(9,12),(9,21),0.199741 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.577776 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0525019 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.519469 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.577649 # DEPENDENCYPART_SIBL
(9,13),(9,18),0.111132 # DEPENDENCYPART_SIBL
(9,13),(9,21),0.093889 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0560735 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.600409 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.947475 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.0738724 # DEPENDENCYPART_SIBL
(9,14),(9,21),-0.0218106 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.287361 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.232927 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.000469498 # DEPENDENCYPART_SIBL
(9,15),(9,21),0.0955746 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.602642 # DEPENDENCYPART_SIBL
(9,16),(9,18),0.0660921 # DEPENDENCYPART_SIBL
(9,16),(9,21),0.0525835 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.0826034 # DEPENDENCYPART_SIBL
(9,17),(9,21),-0.0224998 # DEPENDENCYPART_SIBL
(9,18),(9,21),0.00139664 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.189776 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.151949 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.16365 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0879984 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.0130358 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0287508 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.158839 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.0131634 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.0287624 # DEPENDENCYPART_SIBL
(11,1),(11,18),0.0955672 # DEPENDENCYPART_SIBL
(11,1),(11,20),-0.0287969 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.161283 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.184943 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.11556 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0252879 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.022203 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.115032 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0285 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0222145 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.0938211 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.022249 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.211023 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.120062 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0462615 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0364605 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.14991 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0464276 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.036472 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.0145746 # DEPENDENCYPART_SIBL
(11,9),(11,20),-0.0365065 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0541766 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0562498 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0242152 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.106915 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0240256 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0242087 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.111293 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.0174827 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.539026 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.626374 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.255386 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.432189 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.608339 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.517505 # DEPENDENCYPART_SIBL
(11,12),(11,20),0.593887 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.053145 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.033044 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.129105 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0531461 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.0469247 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.0532257 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0448649 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0337224 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.247143 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0239436 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.247223 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.0131024 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.0655937 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.130412 # DEPENDENCYPART_SIBL
(11,15),(11,20),0.0645508 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0395742 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.0418982 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.0396538 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.0326752 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.247223 # DEPENDENCYPART_SIBL
(11,18),(11,20),0.0300513 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.0678037 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.1308 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.0469817 # DEPENDENCYPART_SIBL
(13,1),(13,12),0.212355 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.112209 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.195832 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.0694637 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.112221 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.0668948 # DEPENDENCYPART_SIBL
(13,1),(13,19),-0.0366546 # DEPENDENCYPART_SIBL
(13,1),(13,20),-0.112214 # DEPENDENCYPART_SIBL
(13,1),(13,21),0.0272017 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.0522388 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.0249094 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.14921 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.0318208 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.0197423 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.0196692 # DEPENDENCYPART_SIBL
(13,5),(13,17),0.0223624 # DEPENDENCYPART_SIBL
(13,5),(13,18),0.0988123 # DEPENDENCYPART_SIBL
(13,5),(13,19),0.0597685 # DEPENDENCYPART_SIBL
(13,5),(13,20),0.0167622 # DEPENDENCYPART_SIBL
(13,5),(13,21),0.0895425 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.0504481 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.377115 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0818858 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.113977 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0742542 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.0818973 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.109987 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.0267622 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.0818905 # DEPENDENCYPART_SIBL
(13,9),(13,21),0.00574833 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.175249 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0134902 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0291791 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0218232 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.0134882 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.169065 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.0177437 # DEPENDENCYPART_SIBL
(13,11),(13,20),0.0130424 # DEPENDENCYPART_SIBL
(13,11),(13,21),-0.00324691 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0254231 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0249417 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0217891 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.00746457 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0935188 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.0205648 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.00735658 # DEPENDENCYPART_SIBL
