# _root_ It also recommends better retirement and day-care benefits , and basing pay on education , experience and nurses ' demanding work schedules .
#goldHeads=3,3,0,5,3,5,8,6,8,8,10,11,11,13,14,14,16,22,18,22,22,17,3,
#predictedHeads=3,3,0,5,3,5,8,6,3,3,10,11,11,13,14,14,16,22,18,22,22,17,3,
(5,2),(5,8),-0.00888931 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.0395215 # DEPENDENCYPART_SIBL
(5,2),(5,10),-0.0181587 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.073265 # DEPENDENCYPART_SIBL
(5,2),(5,12),-0.0498216 # DEPENDENCYPART_SIBL
(5,2),(5,13),-0.0777714 # DEPENDENCYPART_SIBL
(5,2),(5,14),-0.0600639 # DEPENDENCYPART_SIBL
(5,2),(5,15),-0.0395215 # DEPENDENCYPART_SIBL
(5,2),(5,16),-0.0544354 # DEPENDENCYPART_SIBL
(5,2),(5,17),-0.0181587 # DEPENDENCYPART_SIBL
(5,2),(5,19),-0.235642 # DEPENDENCYPART_SIBL
(5,2),(5,23),0.27644 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.00342087 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0243789 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0400853 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.0394119 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0283119 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.0243789 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.0274993 # DEPENDENCYPART_SIBL
(5,3),(5,12),-0.0198463 # DEPENDENCYPART_SIBL
(5,3),(5,13),-0.0655226 # DEPENDENCYPART_SIBL
(5,3),(5,14),-0.0406349 # DEPENDENCYPART_SIBL
(5,3),(5,15),-0.0283119 # DEPENDENCYPART_SIBL
(5,3),(5,16),-0.0409943 # DEPENDENCYPART_SIBL
(5,3),(5,17),-0.0243789 # DEPENDENCYPART_SIBL
(5,3),(5,19),-0.0928383 # DEPENDENCYPART_SIBL
(5,3),(5,23),0.0289053 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0846467 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0421733 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.0247803 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.0047385 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.0846467 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.035588 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.0246081 # DEPENDENCYPART_SIBL
(5,4),(5,13),-0.00944155 # DEPENDENCYPART_SIBL
(5,4),(5,14),-0.0427229 # DEPENDENCYPART_SIBL
(5,4),(5,15),-0.0047385 # DEPENDENCYPART_SIBL
(5,4),(5,16),-0.0439079 # DEPENDENCYPART_SIBL
(5,4),(5,17),0.0846467 # DEPENDENCYPART_SIBL
(5,4),(5,19),-0.0649613 # DEPENDENCYPART_SIBL
(5,4),(5,23),0.0157521 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0611262 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.0106835 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0195244 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.979079 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.023465 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.0660614 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.0289303 # DEPENDENCYPART_SIBL
(5,6),(5,14),-0.062513 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.0195244 # DEPENDENCYPART_SIBL
(5,6),(5,16),-0.0567553 # DEPENDENCYPART_SIBL
(5,6),(5,17),-0.979079 # DEPENDENCYPART_SIBL
(5,6),(5,19),-0.116384 # DEPENDENCYPART_SIBL
(5,6),(5,23),-0.0448159 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.135071 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.013305 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.00406822 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.0346738 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.112699 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.0841003 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.106643 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.013305 # DEPENDENCYPART_SIBL
(5,7),(5,16),-0.106092 # DEPENDENCYPART_SIBL
(5,7),(5,17),-0.00406822 # DEPENDENCYPART_SIBL
(5,7),(5,19),-0.0794371 # DEPENDENCYPART_SIBL
(5,7),(5,23),-0.00410773 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0644035 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.00197421 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.00855844 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.109845 # DEPENDENCYPART_SIBL
(5,8),(5,13),0.0414003 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.0981173 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.0644035 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.097697 # DEPENDENCYPART_SIBL
(5,8),(5,17),0.00197421 # DEPENDENCYPART_SIBL
(5,8),(5,19),-0.0913159 # DEPENDENCYPART_SIBL
(5,8),(5,23),-0.01452 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.5448 # DEPENDENCYPART_SIBL
(5,9),(5,11),0.529117 # DEPENDENCYPART_SIBL
(5,9),(5,12),0.697246 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.245993 # DEPENDENCYPART_SIBL
(5,9),(5,14),0.689294 # DEPENDENCYPART_SIBL
(5,9),(5,15),0.0850771 # DEPENDENCYPART_SIBL
(5,9),(5,16),0.680189 # DEPENDENCYPART_SIBL
(5,9),(5,17),0.5448 # DEPENDENCYPART_SIBL
(5,9),(5,19),0.135743 # DEPENDENCYPART_SIBL
(5,9),(5,23),-0.0169977 # DEPENDENCYPART_SIBL
(5,10),(5,11),0.023465 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.0660614 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.0289303 # DEPENDENCYPART_SIBL
(5,10),(5,14),-0.062513 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.0195244 # DEPENDENCYPART_SIBL
(5,10),(5,16),-0.0567553 # DEPENDENCYPART_SIBL
(5,10),(5,17),-0.979079 # DEPENDENCYPART_SIBL
(5,10),(5,19),-0.116384 # DEPENDENCYPART_SIBL
(5,10),(5,23),-0.0448159 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.0472191 # DEPENDENCYPART_SIBL
(5,11),(5,13),0.021094 # DEPENDENCYPART_SIBL
(5,11),(5,14),-0.043272 # DEPENDENCYPART_SIBL
(5,11),(5,15),0.13049 # DEPENDENCYPART_SIBL
(5,11),(5,16),-0.0428612 # DEPENDENCYPART_SIBL
(5,11),(5,17),0.0726672 # DEPENDENCYPART_SIBL
(5,11),(5,19),-0.0499531 # DEPENDENCYPART_SIBL
(5,11),(5,23),0.0480281 # DEPENDENCYPART_SIBL
(5,12),(5,13),0.0717642 # DEPENDENCYPART_SIBL
(5,12),(5,14),-0.117057 # DEPENDENCYPART_SIBL
(5,12),(5,15),-0.0234392 # DEPENDENCYPART_SIBL
(5,12),(5,16),-0.116506 # DEPENDENCYPART_SIBL
(5,12),(5,17),0.0486741 # DEPENDENCYPART_SIBL
(5,12),(5,19),-0.0780198 # DEPENDENCYPART_SIBL
(5,12),(5,23),-0.0227436 # DEPENDENCYPART_SIBL
(5,13),(5,14),0.0953462 # DEPENDENCYPART_SIBL
(5,13),(5,15),0.0487699 # DEPENDENCYPART_SIBL
(5,13),(5,16),0.10211 # DEPENDENCYPART_SIBL
(5,13),(5,17),0.208435 # DEPENDENCYPART_SIBL
(5,13),(5,19),-0.0199962 # DEPENDENCYPART_SIBL
(5,13),(5,23),0.17691 # DEPENDENCYPART_SIBL
(5,14),(5,15),-0.032388 # DEPENDENCYPART_SIBL
(5,14),(5,16),-0.112666 # DEPENDENCYPART_SIBL
(5,14),(5,17),-0.0057219 # DEPENDENCYPART_SIBL
(5,14),(5,19),-0.0802943 # DEPENDENCYPART_SIBL
(5,14),(5,23),-0.014445 # DEPENDENCYPART_SIBL
(5,15),(5,16),0.680189 # DEPENDENCYPART_SIBL
(5,15),(5,17),0.5448 # DEPENDENCYPART_SIBL
(5,15),(5,19),0.135743 # DEPENDENCYPART_SIBL
(5,15),(5,23),-0.0169977 # DEPENDENCYPART_SIBL
(5,16),(5,17),0.0164133 # DEPENDENCYPART_SIBL
(5,16),(5,19),-0.0796668 # DEPENDENCYPART_SIBL
(5,16),(5,23),-0.00469972 # DEPENDENCYPART_SIBL
(5,17),(5,19),-0.116384 # DEPENDENCYPART_SIBL
(5,17),(5,23),-0.0448159 # DEPENDENCYPART_SIBL
(5,19),(5,23),-0.195255 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0448087 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.095409 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0769943 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.0452743 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.000945199 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.0485269 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.108799 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0448087 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.0456562 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.597927 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.284094 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.334522 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.356198 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.570467 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0132279 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.568682 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.568549 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.348667 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.299274 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.298972 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.499918 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.0156186 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.492125 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.492122 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.647258 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.244632 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.176204 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.0730775 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.164819 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.155385 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.119681 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.161009 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.032537 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.161417 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.156076 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.435663 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.088021 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.435651 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.435657 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0237044 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.57787 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.577736 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.226507 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.220334 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.574264 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0248314 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.00445408 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0620133 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.035588 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0523774 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0179811 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0078585 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.536623 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.541373 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0234916 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.123112 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.103316 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.054503 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.00635934 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.0563262 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0729634 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.158713 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.161178 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.00100038 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.210854 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.0116701 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.0729634 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.00797327 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.158713 # DEPENDENCYPART_SIBL
(8,1),(8,19),-0.0742105 # DEPENDENCYPART_SIBL
(8,1),(8,23),0.0158052 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0825707 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0132065 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.00718696 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0113869 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0139362 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0199798 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.101941 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0157899 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0794743 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.000761821 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.0139362 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.00533493 # DEPENDENCYPART_SIBL
(8,2),(8,17),-0.0199798 # DEPENDENCYPART_SIBL
(8,2),(8,19),-0.121253 # DEPENDENCYPART_SIBL
(8,2),(8,23),0.305616 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.134592 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.00633569 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.132769 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0506437 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.189702 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0746503 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0144994 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0513107 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0178466 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0506437 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.01857 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.189702 # DEPENDENCYPART_SIBL
(8,4),(8,19),0.0139671 # DEPENDENCYPART_SIBL
(8,4),(8,23),0.00324202 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0721401 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0947006 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.00830761 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.01399 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0578592 # DEPENDENCYPART_SIBL
(8,5),(8,12),4.68118e-06 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.103907 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.022353 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.00830761 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0369553 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.01399 # DEPENDENCYPART_SIBL
(8,5),(8,19),0.0654263 # DEPENDENCYPART_SIBL
(8,5),(8,23),-0.0223696 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.00846799 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.00796115 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0330197 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.037776 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.00151914 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0437956 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.00807002 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.00796115 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.00839805 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0330197 # DEPENDENCYPART_SIBL
(8,6),(8,19),0.00541241 # DEPENDENCYPART_SIBL
(8,6),(8,23),0.0976703 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0298669 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0182181 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0567782 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.00815027 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.108718 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0142074 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0298669 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0288097 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0182181 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.0663671 # DEPENDENCYPART_SIBL
(8,7),(8,23),-0.0178135 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.48962 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.482948 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.57715 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.176017 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.563906 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0804648 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.554615 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.48962 # DEPENDENCYPART_SIBL
(8,9),(8,19),0.0916934 # DEPENDENCYPART_SIBL
(8,9),(8,23),0.0232008 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.00977719 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.00943146 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0820372 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.00881032 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0494177 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.0142785 # DEPENDENCYPART_SIBL
(8,10),(8,17),-1.00315 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.179346 # DEPENDENCYPART_SIBL
(8,10),(8,23),-0.027758 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0683015 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0841467 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0685375 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.135028 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0684161 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.0875529 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.105919 # DEPENDENCYPART_SIBL
(8,11),(8,23),0.0632882 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0707024 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.125511 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0204039 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.125249 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.029088 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.143746 # DEPENDENCYPART_SIBL
(8,12),(8,23),0.0233081 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.0296283 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.0771712 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.0360096 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.0680871 # DEPENDENCYPART_SIBL
(8,13),(8,19),-0.145366 # DEPENDENCYPART_SIBL
(8,13),(8,23),0.109837 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0308888 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.122526 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.0263284 # DEPENDENCYPART_SIBL
(8,14),(8,19),-0.147077 # DEPENDENCYPART_SIBL
(8,14),(8,23),0.0309988 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.554615 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.48962 # DEPENDENCYPART_SIBL
(8,15),(8,19),0.0916934 # DEPENDENCYPART_SIBL
(8,15),(8,23),0.0232008 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.00474257 # DEPENDENCYPART_SIBL
(8,16),(8,19),-0.146985 # DEPENDENCYPART_SIBL
(8,16),(8,23),0.0397664 # DEPENDENCYPART_SIBL
(8,17),(8,19),-0.179346 # DEPENDENCYPART_SIBL
(8,17),(8,23),-0.027758 # DEPENDENCYPART_SIBL
(8,19),(8,23),-0.254053 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.038314 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.00175566 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0542048 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0192214 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0600929 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0195967 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0104845 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0183927 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.0478304 # DEPENDENCYPART_SIBL
(10,8),(10,22),0.180841 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0283089 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0740833 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.10563 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0672304 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0243455 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0665051 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.176961 # DEPENDENCYPART_SIBL
(10,9),(10,22),0.0570304 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.435663 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.088021 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.435651 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.121427 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.435657 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.132639 # DEPENDENCYPART_SIBL
(10,11),(10,22),-0.424074 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0237044 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.57787 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.291735 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.577736 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.281743 # DEPENDENCYPART_SIBL
(10,12),(10,22),-0.606763 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.226507 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0405484 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.220334 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.102897 # DEPENDENCYPART_SIBL
(10,13),(10,22),-0.304683 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.301672 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.574264 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.33525 # DEPENDENCYPART_SIBL
(10,14),(10,22),-0.599336 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.155385 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.647258 # DEPENDENCYPART_SIBL
(10,15),(10,22),0.087114 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.31381 # DEPENDENCYPART_SIBL
(10,16),(10,22),-0.599918 # DEPENDENCYPART_SIBL
(10,17),(10,22),-0.138453 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.181045 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0178037 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0151182 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.00805772 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.00719372 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.00671432 # DEPENDENCYPART_SIBL
(11,5),(11,17),0.143171 # DEPENDENCYPART_SIBL
(11,5),(11,18),0.0241442 # DEPENDENCYPART_SIBL
(11,5),(11,22),0.0209071 # DEPENDENCYPART_SIBL
(11,5),(11,23),-0.00086678 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.00850872 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0311385 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.00931984 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0292312 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.010458 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.112118 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.00263217 # DEPENDENCYPART_SIBL
(11,8),(11,22),-0.00263289 # DEPENDENCYPART_SIBL
(11,8),(11,23),0.0307213 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0680692 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.215317 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0240578 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.215189 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.0893561 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.331719 # DEPENDENCYPART_SIBL
(11,12),(11,22),-0.331719 # DEPENDENCYPART_SIBL
(11,12),(11,23),-0.0444652 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.105884 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.00860212 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0997156 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0450234 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.203837 # DEPENDENCYPART_SIBL
(11,13),(11,22),-0.197271 # DEPENDENCYPART_SIBL
(11,13),(11,23),-0.0093317 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0340379 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.212059 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.0348633 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.324329 # DEPENDENCYPART_SIBL
(11,14),(11,22),-0.324329 # DEPENDENCYPART_SIBL
(11,14),(11,23),-0.0360439 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.179655 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.366282 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.0879646 # DEPENDENCYPART_SIBL
(11,15),(11,22),0.0818615 # DEPENDENCYPART_SIBL
(11,15),(11,23),0.0466611 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.0566827 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.324544 # DEPENDENCYPART_SIBL
