# _root_ `` We went down 3\/4 point in 10 minutes right before lunch , then after lunch we went up 3\/4 point in 12 minutes , '' he said .
#goldHeads=3,3,28,3,6,4,3,9,7,11,3,11,3,18,18,15,18,3,18,21,19,18,24,22,3,3,28,0,28,
#predictedHeads=28,3,28,3,6,4,3,9,7,11,3,11,3,15,3,15,18,15,18,21,19,18,24,22,28,28,28,0,28,
(15,12),(15,16),-0.0285982 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.101088 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.149033 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0196187 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.060855 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.0511962 # DEPENDENCYPART_SIBL
(15,12),(15,25),-0.0144852 # DEPENDENCYPART_SIBL
(15,12),(15,28),0.172638 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.165062 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0731842 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0954956 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0262047 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.055026 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.0987481 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.0943225 # DEPENDENCYPART_SIBL
(15,13),(15,25),0.605858 # DEPENDENCYPART_SIBL
(15,13),(15,28),0.246841 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0294662 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0962821 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.157597 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.0156418 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0537652 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.0490935 # DEPENDENCYPART_SIBL
(15,14),(15,25),0.103522 # DEPENDENCYPART_SIBL
(15,14),(15,28),0.153548 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.361902 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.75675 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.161787 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.462833 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.831818 # DEPENDENCYPART_SIBL
(15,16),(15,25),0.0322747 # DEPENDENCYPART_SIBL
(15,16),(15,28),-0.757679 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.556189 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.155 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.327769 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.496659 # DEPENDENCYPART_SIBL
(15,17),(15,25),-0.183894 # DEPENDENCYPART_SIBL
(15,17),(15,28),-0.529518 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0396736 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.228175 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.409819 # DEPENDENCYPART_SIBL
(15,18),(15,25),0.103469 # DEPENDENCYPART_SIBL
(15,18),(15,28),-0.809655 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.239736 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.328663 # DEPENDENCYPART_SIBL
(15,19),(15,25),0.0197402 # DEPENDENCYPART_SIBL
(15,19),(15,28),-0.390206 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.541963 # DEPENDENCYPART_SIBL
(15,20),(15,25),-0.097089 # DEPENDENCYPART_SIBL
(15,20),(15,28),-0.517992 # DEPENDENCYPART_SIBL
(15,21),(15,25),-0.0319405 # DEPENDENCYPART_SIBL
(15,21),(15,28),-0.768067 # DEPENDENCYPART_SIBL
(15,25),(15,28),-0.0469813 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.122127 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.122552 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.066651 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.104912 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.0788616 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.0335541 # DEPENDENCYPART_SIBL
(16,14),(16,22),-0.0874096 # DEPENDENCYPART_SIBL
(16,14),(16,24),-0.0398097 # DEPENDENCYPART_SIBL
(16,14),(16,25),-0.000479962 # DEPENDENCYPART_SIBL
(16,14),(16,26),0.0241434 # DEPENDENCYPART_SIBL
(16,14),(16,28),-0.0910321 # DEPENDENCYPART_SIBL
(16,14),(16,29),0.0902282 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.053335 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0541533 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0665841 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.00216886 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0770067 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.0983886 # DEPENDENCYPART_SIBL
(16,15),(16,24),-0.0144729 # DEPENDENCYPART_SIBL
(16,15),(16,25),-0.000416391 # DEPENDENCYPART_SIBL
(16,15),(16,26),0.0201137 # DEPENDENCYPART_SIBL
(16,15),(16,28),-0.0741611 # DEPENDENCYPART_SIBL
(16,15),(16,29),0.0750474 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0475321 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0283523 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.00941506 # DEPENDENCYPART_SIBL
(16,17),(16,21),0.0226009 # DEPENDENCYPART_SIBL
(16,17),(16,22),0.000462506 # DEPENDENCYPART_SIBL
(16,17),(16,24),-0.0217351 # DEPENDENCYPART_SIBL
(16,17),(16,25),0.0271115 # DEPENDENCYPART_SIBL
(16,17),(16,26),-0.0868679 # DEPENDENCYPART_SIBL
(16,17),(16,28),-0.0482336 # DEPENDENCYPART_SIBL
(16,17),(16,29),-0.0957497 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0607304 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.0107917 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.028228 # DEPENDENCYPART_SIBL
(16,18),(16,22),0.0289345 # DEPENDENCYPART_SIBL
(16,18),(16,24),-0.0197183 # DEPENDENCYPART_SIBL
(16,18),(16,25),0.268863 # DEPENDENCYPART_SIBL
(16,18),(16,26),0.0522898 # DEPENDENCYPART_SIBL
(16,18),(16,28),-0.328465 # DEPENDENCYPART_SIBL
(16,18),(16,29),0.0289022 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.00590344 # DEPENDENCYPART_SIBL
(16,19),(16,21),0.0653011 # DEPENDENCYPART_SIBL
(16,19),(16,22),0.0840413 # DEPENDENCYPART_SIBL
(16,19),(16,24),0.166196 # DEPENDENCYPART_SIBL
(16,19),(16,25),0.0184119 # DEPENDENCYPART_SIBL
(16,19),(16,26),-0.0788273 # DEPENDENCYPART_SIBL
(16,19),(16,28),-0.0241676 # DEPENDENCYPART_SIBL
(16,19),(16,29),-0.0599801 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.00793725 # DEPENDENCYPART_SIBL
(16,20),(16,22),0.0297526 # DEPENDENCYPART_SIBL
(16,20),(16,24),-0.111852 # DEPENDENCYPART_SIBL
(16,20),(16,25),0.0206041 # DEPENDENCYPART_SIBL
(16,20),(16,26),0.00588149 # DEPENDENCYPART_SIBL
(16,20),(16,28),-0.0417819 # DEPENDENCYPART_SIBL
(16,20),(16,29),-0.0529156 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.000321354 # DEPENDENCYPART_SIBL
(16,21),(16,24),-0.139914 # DEPENDENCYPART_SIBL
(16,21),(16,25),-0.00936152 # DEPENDENCYPART_SIBL
(16,21),(16,26),-0.02156 # DEPENDENCYPART_SIBL
(16,21),(16,28),-0.073773 # DEPENDENCYPART_SIBL
(16,21),(16,29),0.0295346 # DEPENDENCYPART_SIBL
(16,22),(16,24),0.136298 # DEPENDENCYPART_SIBL
(16,22),(16,25),0.134163 # DEPENDENCYPART_SIBL
(16,22),(16,26),0.0772839 # DEPENDENCYPART_SIBL
(16,22),(16,28),0.0283688 # DEPENDENCYPART_SIBL
(16,22),(16,29),0.0431008 # DEPENDENCYPART_SIBL
(16,24),(16,25),0.00631243 # DEPENDENCYPART_SIBL
(16,24),(16,26),-0.0095709 # DEPENDENCYPART_SIBL
(16,24),(16,28),-0.116557 # DEPENDENCYPART_SIBL
(16,24),(16,29),0.000464813 # DEPENDENCYPART_SIBL
(16,25),(16,26),0.39632 # DEPENDENCYPART_SIBL
(16,25),(16,28),0.347642 # DEPENDENCYPART_SIBL
(16,25),(16,29),0.0260323 # DEPENDENCYPART_SIBL
(16,26),(16,28),0.0346244 # DEPENDENCYPART_SIBL
(16,26),(16,29),-0.0535985 # DEPENDENCYPART_SIBL
(16,28),(16,29),0.0813474 # DEPENDENCYPART_SIBL
(18,1),(18,2),-0.0622082 # DEPENDENCYPART_SIBL
(18,1),(18,3),0.05816 # DEPENDENCYPART_SIBL
(18,1),(18,4),-0.0789564 # DEPENDENCYPART_SIBL
(18,1),(18,5),-0.0570842 # DEPENDENCYPART_SIBL
(18,1),(18,6),-0.0269118 # DEPENDENCYPART_SIBL
(18,1),(18,7),-0.0414914 # DEPENDENCYPART_SIBL
(18,1),(18,8),-0.0675704 # DEPENDENCYPART_SIBL
(18,1),(18,9),-0.0641165 # DEPENDENCYPART_SIBL
(18,1),(18,10),0.0171619 # DEPENDENCYPART_SIBL
(18,1),(18,11),-0.00483237 # DEPENDENCYPART_SIBL
(18,1),(18,12),-0.00880653 # DEPENDENCYPART_SIBL
(18,1),(18,13),-0.00976913 # DEPENDENCYPART_SIBL
(18,1),(18,14),0.0943381 # DEPENDENCYPART_SIBL
(18,1),(18,15),-0.0172137 # DEPENDENCYPART_SIBL
(18,1),(18,16),-0.00880653 # DEPENDENCYPART_SIBL
(18,1),(18,17),-0.0622082 # DEPENDENCYPART_SIBL
(18,1),(18,19),-0.059261 # DEPENDENCYPART_SIBL
(18,1),(18,20),-0.0482826 # DEPENDENCYPART_SIBL
(18,1),(18,21),-0.0625615 # DEPENDENCYPART_SIBL
(18,1),(18,22),0.019526 # DEPENDENCYPART_SIBL
(18,1),(18,23),-0.0613266 # DEPENDENCYPART_SIBL
(18,1),(18,24),-0.0699938 # DEPENDENCYPART_SIBL
(18,1),(18,25),0.00376851 # DEPENDENCYPART_SIBL
(18,1),(18,26),0.150334 # DEPENDENCYPART_SIBL
(18,1),(18,27),-0.139857 # DEPENDENCYPART_SIBL
(18,1),(18,28),-0.159941 # DEPENDENCYPART_SIBL
(18,1),(18,29),0.0851353 # DEPENDENCYPART_SIBL
(18,2),(18,3),0.0129921 # DEPENDENCYPART_SIBL
(18,2),(18,4),0.203172 # DEPENDENCYPART_SIBL
(18,2),(18,5),-0.0521456 # DEPENDENCYPART_SIBL
(18,2),(18,6),-0.125512 # DEPENDENCYPART_SIBL
(18,2),(18,7),0.0152625 # DEPENDENCYPART_SIBL
(18,2),(18,8),-0.0517336 # DEPENDENCYPART_SIBL
(18,2),(18,9),-0.246076 # DEPENDENCYPART_SIBL
(18,2),(18,10),0.223726 # DEPENDENCYPART_SIBL
(18,2),(18,11),0.0350029 # DEPENDENCYPART_SIBL
(18,2),(18,12),-0.121149 # DEPENDENCYPART_SIBL
(18,2),(18,13),0.0837186 # DEPENDENCYPART_SIBL
(18,2),(18,14),0.223543 # DEPENDENCYPART_SIBL
(18,2),(18,15),0.0540352 # DEPENDENCYPART_SIBL
(18,2),(18,16),-0.121149 # DEPENDENCYPART_SIBL
(18,2),(18,17),-0.503274 # DEPENDENCYPART_SIBL
(18,2),(18,19),0.0364001 # DEPENDENCYPART_SIBL
(18,2),(18,20),0.00975067 # DEPENDENCYPART_SIBL
(18,2),(18,21),-0.111747 # DEPENDENCYPART_SIBL
(18,2),(18,22),-0.153341 # DEPENDENCYPART_SIBL
(18,2),(18,23),-0.00410181 # DEPENDENCYPART_SIBL
(18,2),(18,24),-0.0240363 # DEPENDENCYPART_SIBL
(18,2),(18,25),0.0371523 # DEPENDENCYPART_SIBL
(18,2),(18,26),-0.0287443 # DEPENDENCYPART_SIBL
(18,2),(18,27),-0.0822433 # DEPENDENCYPART_SIBL
(18,2),(18,28),0.0585108 # DEPENDENCYPART_SIBL
(18,2),(18,29),0.0771495 # DEPENDENCYPART_SIBL
(18,3),(18,4),-0.0414717 # DEPENDENCYPART_SIBL
(18,3),(18,5),-0.0802364 # DEPENDENCYPART_SIBL
(18,3),(18,6),-0.0313495 # DEPENDENCYPART_SIBL
(18,3),(18,7),-0.151156 # DEPENDENCYPART_SIBL
(18,3),(18,8),-0.079888 # DEPENDENCYPART_SIBL
(18,3),(18,9),-0.0288738 # DEPENDENCYPART_SIBL
(18,3),(18,10),-0.036207 # DEPENDENCYPART_SIBL
(18,3),(18,11),-0.126352 # DEPENDENCYPART_SIBL
(18,3),(18,12),-0.0270138 # DEPENDENCYPART_SIBL
(18,3),(18,13),0.197994 # DEPENDENCYPART_SIBL
(18,3),(18,14),-0.0512002 # DEPENDENCYPART_SIBL
(18,3),(18,15),-0.112676 # DEPENDENCYPART_SIBL
(18,3),(18,16),-0.0270138 # DEPENDENCYPART_SIBL
(18,3),(18,17),0.00622054 # DEPENDENCYPART_SIBL
(18,3),(18,19),-0.0221992 # DEPENDENCYPART_SIBL
(18,3),(18,20),-0.0597648 # DEPENDENCYPART_SIBL
(18,3),(18,21),-0.0573031 # DEPENDENCYPART_SIBL
(18,3),(18,22),-0.0608622 # DEPENDENCYPART_SIBL
(18,3),(18,23),-0.0697136 # DEPENDENCYPART_SIBL
(18,3),(18,24),-0.0437323 # DEPENDENCYPART_SIBL
(18,3),(18,25),0.0354823 # DEPENDENCYPART_SIBL
(18,3),(18,26),0.0313956 # DEPENDENCYPART_SIBL
(18,3),(18,27),-0.0486559 # DEPENDENCYPART_SIBL
(18,3),(18,28),-0.061122 # DEPENDENCYPART_SIBL
(18,3),(18,29),0.059354 # DEPENDENCYPART_SIBL
(18,4),(18,5),-0.0935473 # DEPENDENCYPART_SIBL
(18,4),(18,6),-0.0363512 # DEPENDENCYPART_SIBL
(18,4),(18,7),-0.0431975 # DEPENDENCYPART_SIBL
(18,4),(18,8),-0.053984 # DEPENDENCYPART_SIBL
(18,4),(18,9),-0.0677775 # DEPENDENCYPART_SIBL
(18,4),(18,10),-0.0366467 # DEPENDENCYPART_SIBL
(18,4),(18,11),-0.0543928 # DEPENDENCYPART_SIBL
(18,4),(18,12),-0.0219214 # DEPENDENCYPART_SIBL
(18,4),(18,13),0.0450026 # DEPENDENCYPART_SIBL
(18,4),(18,14),-0.0455518 # DEPENDENCYPART_SIBL
(18,4),(18,15),-0.0223931 # DEPENDENCYPART_SIBL
(18,4),(18,16),-0.0219214 # DEPENDENCYPART_SIBL
(18,4),(18,17),-0.101534 # DEPENDENCYPART_SIBL
(18,4),(18,19),-0.0664644 # DEPENDENCYPART_SIBL
(18,4),(18,20),-0.133855 # DEPENDENCYPART_SIBL
(18,4),(18,21),-0.0578952 # DEPENDENCYPART_SIBL
(18,4),(18,22),-0.0329243 # DEPENDENCYPART_SIBL
(18,4),(18,23),-0.150735 # DEPENDENCYPART_SIBL
(18,4),(18,24),-0.0751878 # DEPENDENCYPART_SIBL
(18,4),(18,25),-0.0170035 # DEPENDENCYPART_SIBL
(18,4),(18,26),-0.0431027 # DEPENDENCYPART_SIBL
(18,4),(18,27),-0.0763872 # DEPENDENCYPART_SIBL
(18,4),(18,28),-0.015661 # DEPENDENCYPART_SIBL
(18,4),(18,29),-0.0148383 # DEPENDENCYPART_SIBL
(18,5),(18,6),-0.180248 # DEPENDENCYPART_SIBL
(18,5),(18,7),-0.0466399 # DEPENDENCYPART_SIBL
(18,5),(18,8),-0.177457 # DEPENDENCYPART_SIBL
(18,5),(18,9),-0.21881 # DEPENDENCYPART_SIBL
(18,5),(18,10),0.0178447 # DEPENDENCYPART_SIBL
(18,5),(18,11),-0.0707245 # DEPENDENCYPART_SIBL
(18,5),(18,12),-0.149131 # DEPENDENCYPART_SIBL
(18,5),(18,13),-0.138521 # DEPENDENCYPART_SIBL
(18,5),(18,14),0.0271037 # DEPENDENCYPART_SIBL
(18,5),(18,15),-0.0506914 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.149131 # DEPENDENCYPART_SIBL
(18,5),(18,17),-0.226153 # DEPENDENCYPART_SIBL
(18,5),(18,19),-0.0890086 # DEPENDENCYPART_SIBL
(18,5),(18,20),-0.0947368 # DEPENDENCYPART_SIBL
(18,5),(18,21),-0.062409 # DEPENDENCYPART_SIBL
(18,5),(18,22),-0.0860995 # DEPENDENCYPART_SIBL
(18,5),(18,23),-0.0984154 # DEPENDENCYPART_SIBL
(18,5),(18,24),-0.0333036 # DEPENDENCYPART_SIBL
(18,5),(18,25),-0.00511386 # DEPENDENCYPART_SIBL
(18,5),(18,26),-0.0570338 # DEPENDENCYPART_SIBL
(18,5),(18,27),-0.10176 # DEPENDENCYPART_SIBL
(18,5),(18,28),-0.0793282 # DEPENDENCYPART_SIBL
(18,5),(18,29),-0.0530873 # DEPENDENCYPART_SIBL
(18,6),(18,7),-0.022628 # DEPENDENCYPART_SIBL
(18,6),(18,8),-0.275241 # DEPENDENCYPART_SIBL
(18,6),(18,9),-0.523306 # DEPENDENCYPART_SIBL
(18,6),(18,10),-0.00853654 # DEPENDENCYPART_SIBL
(18,6),(18,11),-0.044588 # DEPENDENCYPART_SIBL
(18,6),(18,12),-0.510173 # DEPENDENCYPART_SIBL
(18,6),(18,13),-0.0685764 # DEPENDENCYPART_SIBL
(18,6),(18,14),-0.0155865 # DEPENDENCYPART_SIBL
(18,6),(18,15),-0.00238275 # DEPENDENCYPART_SIBL
(18,6),(18,16),-0.510173 # DEPENDENCYPART_SIBL
(18,6),(18,17),-0.39996 # DEPENDENCYPART_SIBL
(18,6),(18,19),0.0557436 # DEPENDENCYPART_SIBL
(18,6),(18,20),-0.0673957 # DEPENDENCYPART_SIBL
(18,6),(18,21),-0.115831 # DEPENDENCYPART_SIBL
(18,6),(18,22),-0.0195173 # DEPENDENCYPART_SIBL
(18,6),(18,23),-0.0801526 # DEPENDENCYPART_SIBL
(18,6),(18,24),-0.0307659 # DEPENDENCYPART_SIBL
(18,6),(18,25),-0.0170499 # DEPENDENCYPART_SIBL
(18,6),(18,26),-0.0130781 # DEPENDENCYPART_SIBL
(18,6),(18,27),-0.113082 # DEPENDENCYPART_SIBL
(18,6),(18,28),-0.0390786 # DEPENDENCYPART_SIBL
(18,6),(18,29),0.0143422 # DEPENDENCYPART_SIBL
(18,7),(18,8),-0.0900424 # DEPENDENCYPART_SIBL
(18,7),(18,9),-0.00347146 # DEPENDENCYPART_SIBL
(18,7),(18,10),-0.068691 # DEPENDENCYPART_SIBL
(18,7),(18,11),-0.0757277 # DEPENDENCYPART_SIBL
(18,7),(18,12),0.000161165 # DEPENDENCYPART_SIBL
(18,7),(18,13),0.259861 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.0451394 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.0104982 # DEPENDENCYPART_SIBL
(18,7),(18,16),0.000161165 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.0637353 # DEPENDENCYPART_SIBL
(18,7),(18,19),0.142634 # DEPENDENCYPART_SIBL
(18,7),(18,20),-0.0783286 # DEPENDENCYPART_SIBL
(18,7),(18,21),-0.129467 # DEPENDENCYPART_SIBL
(18,7),(18,22),-0.1095 # DEPENDENCYPART_SIBL
(18,7),(18,23),-0.110302 # DEPENDENCYPART_SIBL
(18,7),(18,24),-0.0235686 # DEPENDENCYPART_SIBL
(18,7),(18,25),-0.0269001 # DEPENDENCYPART_SIBL
(18,7),(18,26),-0.023682 # DEPENDENCYPART_SIBL
(18,7),(18,27),-0.131003 # DEPENDENCYPART_SIBL
(18,7),(18,28),-0.0982035 # DEPENDENCYPART_SIBL
(18,7),(18,29),0.00379513 # DEPENDENCYPART_SIBL
(18,8),(18,9),-0.212515 # DEPENDENCYPART_SIBL
(18,8),(18,10),0.0291687 # DEPENDENCYPART_SIBL
(18,8),(18,11),-0.0738161 # DEPENDENCYPART_SIBL
(18,8),(18,12),-0.131995 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.137478 # DEPENDENCYPART_SIBL
(18,8),(18,14),0.0384277 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.0537861 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.131995 # DEPENDENCYPART_SIBL
(18,8),(18,17),-0.225995 # DEPENDENCYPART_SIBL
(18,8),(18,19),-0.0919663 # DEPENDENCYPART_SIBL
(18,8),(18,20),-0.0806088 # DEPENDENCYPART_SIBL
(18,8),(18,21),-0.0301544 # DEPENDENCYPART_SIBL
(18,8),(18,22),-0.127568 # DEPENDENCYPART_SIBL
(18,8),(18,23),-0.0845362 # DEPENDENCYPART_SIBL
(18,8),(18,24),-0.0288803 # DEPENDENCYPART_SIBL
(18,8),(18,25),-0.0269276 # DEPENDENCYPART_SIBL
(18,8),(18,26),-0.0666287 # DEPENDENCYPART_SIBL
(18,8),(18,27),-0.10488 # DEPENDENCYPART_SIBL
(18,8),(18,28),-0.0770924 # DEPENDENCYPART_SIBL
(18,8),(18,29),-0.0615699 # DEPENDENCYPART_SIBL
(18,9),(18,10),0.0070107 # DEPENDENCYPART_SIBL
(18,9),(18,11),-0.0531597 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.485546 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.0879625 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.00544736 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.0237908 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.485546 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.599953 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.0114345 # DEPENDENCYPART_SIBL
(18,9),(18,20),-0.0657016 # DEPENDENCYPART_SIBL
(18,9),(18,21),-0.0509671 # DEPENDENCYPART_SIBL
(18,9),(18,22),-0.0103582 # DEPENDENCYPART_SIBL
(18,9),(18,23),-0.079447 # DEPENDENCYPART_SIBL
(18,9),(18,24),-0.0375614 # DEPENDENCYPART_SIBL
(18,9),(18,25),0.0029614 # DEPENDENCYPART_SIBL
(18,9),(18,26),-0.040836 # DEPENDENCYPART_SIBL
(18,9),(18,27),-0.082328 # DEPENDENCYPART_SIBL
(18,9),(18,28),-0.0767199 # DEPENDENCYPART_SIBL
(18,9),(18,29),-0.0354048 # DEPENDENCYPART_SIBL
(18,10),(18,11),-0.0611366 # DEPENDENCYPART_SIBL
(18,10),(18,12),-0.0557157 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.0298603 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.0642523 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.0291473 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.0557157 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.0849755 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.043214 # DEPENDENCYPART_SIBL
(18,10),(18,20),-0.0602781 # DEPENDENCYPART_SIBL
(18,10),(18,21),0.022708 # DEPENDENCYPART_SIBL
(18,10),(18,22),-0.0416492 # DEPENDENCYPART_SIBL
(18,10),(18,23),-0.077158 # DEPENDENCYPART_SIBL
(18,10),(18,24),-0.00476757 # DEPENDENCYPART_SIBL
(18,10),(18,25),-0.00312255 # DEPENDENCYPART_SIBL
(18,10),(18,26),0.0213161 # DEPENDENCYPART_SIBL
(18,10),(18,27),-0.0366219 # DEPENDENCYPART_SIBL
(18,10),(18,28),0.01227 # DEPENDENCYPART_SIBL
(18,10),(18,29),0.0392715 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.0117473 # DEPENDENCYPART_SIBL
(18,11),(18,13),0.433199 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.0293548 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.0422318 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.0117473 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.0970439 # DEPENDENCYPART_SIBL
(18,11),(18,19),0.0621407 # DEPENDENCYPART_SIBL
(18,11),(18,20),-0.0336589 # DEPENDENCYPART_SIBL
(18,11),(18,21),-0.0924962 # DEPENDENCYPART_SIBL
(18,11),(18,22),-0.07523 # DEPENDENCYPART_SIBL
(18,11),(18,23),-0.0553024 # DEPENDENCYPART_SIBL
(18,11),(18,24),-0.0528305 # DEPENDENCYPART_SIBL
(18,11),(18,25),-0.102291 # DEPENDENCYPART_SIBL
(18,11),(18,26),-0.0357106 # DEPENDENCYPART_SIBL
(18,11),(18,27),-0.121865 # DEPENDENCYPART_SIBL
(18,11),(18,28),-0.0925613 # DEPENDENCYPART_SIBL
(18,11),(18,29),-0.0260441 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.0724907 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.00953968 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.00419908 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.503186 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.388466 # DEPENDENCYPART_SIBL
(18,12),(18,19),0.0744189 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.0482301 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.0732417 # DEPENDENCYPART_SIBL
(18,12),(18,22),-0.00114057 # DEPENDENCYPART_SIBL
(18,12),(18,23),-0.060987 # DEPENDENCYPART_SIBL
(18,12),(18,24),-0.0107607 # DEPENDENCYPART_SIBL
(18,12),(18,25),0.0286297 # DEPENDENCYPART_SIBL
(18,12),(18,26),0.0147437 # DEPENDENCYPART_SIBL
(18,12),(18,27),-0.0953707 # DEPENDENCYPART_SIBL
(18,12),(18,28),-0.0174753 # DEPENDENCYPART_SIBL
(18,12),(18,29),0.0472294 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.151956 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.24749 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.045365 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.034211 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.063019 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.19901 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.176898 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.078664 # DEPENDENCYPART_SIBL
(18,13),(18,23),-0.187675 # DEPENDENCYPART_SIBL
(18,13),(18,24),-0.0760306 # DEPENDENCYPART_SIBL
(18,13),(18,25),-0.0186173 # DEPENDENCYPART_SIBL
(18,13),(18,26),-0.0912774 # DEPENDENCYPART_SIBL
(18,13),(18,27),-0.182597 # DEPENDENCYPART_SIBL
(18,13),(18,28),0.0401159 # DEPENDENCYPART_SIBL
(18,13),(18,29),0.0134224 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.131769 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.103678 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.124774 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.00580559 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.00392177 # DEPENDENCYPART_SIBL
(18,14),(18,21),0.0333365 # DEPENDENCYPART_SIBL
(18,14),(18,22),0.0160063 # DEPENDENCYPART_SIBL
(18,14),(18,23),-0.0208017 # DEPENDENCYPART_SIBL
(18,14),(18,24),0.0102827 # DEPENDENCYPART_SIBL
