# _root_ The stock market has lost some precursory power , analysts at the Columbia center claim , because of the growing impact of international developments .
#goldHeads=3,3,4,15,4,8,8,5,5,15,10,14,14,11,0,5,5,17,21,21,17,21,24,22,4,
#predictedHeads=3,3,4,0,4,8,8,5,5,5,5,15,15,15,11,5,5,17,21,21,17,21,24,22,4,
(5,13),(5,18),0.0121641 # DEPENDENCYPART_SIBL
(5,13),(5,20),0.0160278 # DEPENDENCYPART_SIBL
(5,13),(5,21),-0.128894 # DEPENDENCYPART_SIBL
(5,13),(5,25),0.0225882 # DEPENDENCYPART_SIBL
(5,14),(5,15),-0.175043 # DEPENDENCYPART_SIBL
(5,14),(5,16),0.0950813 # DEPENDENCYPART_SIBL
(5,14),(5,17),0.280523 # DEPENDENCYPART_SIBL
(5,14),(5,18),-0.00925509 # DEPENDENCYPART_SIBL
(5,14),(5,20),0.112388 # DEPENDENCYPART_SIBL
(5,14),(5,21),-0.170758 # DEPENDENCYPART_SIBL
(5,14),(5,25),0.0825237 # DEPENDENCYPART_SIBL
(5,15),(5,16),0.118782 # DEPENDENCYPART_SIBL
(5,15),(5,17),0.291454 # DEPENDENCYPART_SIBL
(5,15),(5,18),0.00361773 # DEPENDENCYPART_SIBL
(5,15),(5,20),0.112321 # DEPENDENCYPART_SIBL
(5,15),(5,21),-0.157757 # DEPENDENCYPART_SIBL
(5,15),(5,25),0.108127 # DEPENDENCYPART_SIBL
(5,16),(5,17),0.42467 # DEPENDENCYPART_SIBL
(5,16),(5,18),0.122238 # DEPENDENCYPART_SIBL
(5,16),(5,20),0.761183 # DEPENDENCYPART_SIBL
(5,16),(5,21),0.111423 # DEPENDENCYPART_SIBL
(5,16),(5,25),-0.0111265 # DEPENDENCYPART_SIBL
(5,17),(5,18),-0.485729 # DEPENDENCYPART_SIBL
(5,17),(5,20),-0.0210431 # DEPENDENCYPART_SIBL
(5,17),(5,21),-0.144191 # DEPENDENCYPART_SIBL
(5,17),(5,25),0.11542 # DEPENDENCYPART_SIBL
(5,18),(5,20),-0.118382 # DEPENDENCYPART_SIBL
(5,18),(5,21),-0.111857 # DEPENDENCYPART_SIBL
(5,18),(5,25),-0.143339 # DEPENDENCYPART_SIBL
(5,20),(5,21),-0.294792 # DEPENDENCYPART_SIBL
(5,20),(5,25),-0.0362378 # DEPENDENCYPART_SIBL
(5,21),(5,25),0.0851521 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0130402 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0266308 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0404285 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0245169 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0529988 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.0404285 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.083583 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0240569 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0353562 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.00248979 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.0240569 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.0181196 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.157565 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.0569601 # DEPENDENCYPART_SIBL
(6,8),(6,16),0.0181196 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.471743 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.234302 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.320006 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.0295398 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.00680804 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.141104 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0123789 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0188846 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0368124 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.0782719 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0161947 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0154332 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0106229 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0184284 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0296278 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0105376 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.226587 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.141977 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.234953 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.10408 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.173 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.190482 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.14044 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.33046 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.720103 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0579651 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.151107 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.0137784 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.0358189 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.140875 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.140165 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.147771 # DEPENDENCYPART_SIBL
(8,1),(8,16),0.151107 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.187649 # DEPENDENCYPART_SIBL
(8,1),(8,18),0.47711 # DEPENDENCYPART_SIBL
(8,1),(8,20),0.0710223 # DEPENDENCYPART_SIBL
(8,1),(8,21),0.178125 # DEPENDENCYPART_SIBL
(8,1),(8,25),-0.00536066 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.0685409 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0656342 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.340939 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0437029 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0662899 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0543191 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0692982 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0201355 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0242606 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.00291834 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.0662899 # DEPENDENCYPART_SIBL
(8,2),(8,17),-0.209278 # DEPENDENCYPART_SIBL
(8,2),(8,18),-0.0693629 # DEPENDENCYPART_SIBL
(8,2),(8,20),-0.0810309 # DEPENDENCYPART_SIBL
(8,2),(8,21),-0.0119225 # DEPENDENCYPART_SIBL
(8,2),(8,25),-0.0593193 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0105179 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.419529 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.072914 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0177027 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.00143402 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0286816 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0643151 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.0280561 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.055235 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0177027 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.127161 # DEPENDENCYPART_SIBL
(8,3),(8,18),0.0720723 # DEPENDENCYPART_SIBL
(8,3),(8,20),0.0439955 # DEPENDENCYPART_SIBL
(8,3),(8,21),0.0403942 # DEPENDENCYPART_SIBL
(8,3),(8,25),-0.00640199 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.268097 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0137951 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.10268 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0171961 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.125512 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.0281368 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.00696976 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.00306357 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.10268 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.144565 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.0562884 # DEPENDENCYPART_SIBL
(8,5),(8,20),-0.0449897 # DEPENDENCYPART_SIBL
(8,5),(8,21),0.00184687 # DEPENDENCYPART_SIBL
(8,5),(8,25),0.0338056 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.106906 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0551195 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0767667 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0106604 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0433058 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.043316 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0499182 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.0551195 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.133903 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.212562 # DEPENDENCYPART_SIBL
(8,6),(8,20),0.118229 # DEPENDENCYPART_SIBL
(8,6),(8,21),0.07299 # DEPENDENCYPART_SIBL
(8,6),(8,25),0.171147 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0309921 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0111578 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0243471 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0117721 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0203817 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0418246 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0309921 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.17377 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.0432485 # DEPENDENCYPART_SIBL
(8,7),(8,20),0.0145245 # DEPENDENCYPART_SIBL
(8,7),(8,21),0.0414796 # DEPENDENCYPART_SIBL
(8,7),(8,25),-0.00845916 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.539991 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.120517 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.594651 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.694766 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.668509 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.0482251 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.23618 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.236149 # DEPENDENCYPART_SIBL
(8,9),(8,20),0.49699 # DEPENDENCYPART_SIBL
(8,9),(8,21),0.68601 # DEPENDENCYPART_SIBL
(8,9),(8,25),-0.0439348 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.00302145 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0830719 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0788626 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0845365 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0416455 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0679706 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0430467 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.0241353 # DEPENDENCYPART_SIBL
(8,10),(8,21),-0.076443 # DEPENDENCYPART_SIBL
(8,10),(8,25),-0.0298931 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.0094934 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.0596016 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.0595689 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.112385 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.0564319 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.0236162 # DEPENDENCYPART_SIBL
(8,11),(8,20),0.0737211 # DEPENDENCYPART_SIBL
(8,11),(8,21),0.0900958 # DEPENDENCYPART_SIBL
(8,11),(8,25),0.0956704 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0747538 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0776453 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.011811 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.133999 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.0527726 # DEPENDENCYPART_SIBL
(8,13),(8,20),-0.0758807 # DEPENDENCYPART_SIBL
(8,13),(8,21),-0.0665614 # DEPENDENCYPART_SIBL
(8,13),(8,25),-0.0593298 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.10143 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.0334927 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.0185744 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.0216151 # DEPENDENCYPART_SIBL
(8,14),(8,20),-0.0351466 # DEPENDENCYPART_SIBL
(8,14),(8,21),-0.0870661 # DEPENDENCYPART_SIBL
(8,14),(8,25),-0.0245942 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.00309332 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.0412426 # DEPENDENCYPART_SIBL
(8,15),(8,18),0.0461428 # DEPENDENCYPART_SIBL
(8,15),(8,20),-0.0251986 # DEPENDENCYPART_SIBL
(8,15),(8,21),-0.0640513 # DEPENDENCYPART_SIBL
(8,15),(8,25),0.0109956 # DEPENDENCYPART_SIBL
(8,16),(8,17),0.23618 # DEPENDENCYPART_SIBL
(8,16),(8,18),0.236149 # DEPENDENCYPART_SIBL
(8,16),(8,20),0.49699 # DEPENDENCYPART_SIBL
(8,16),(8,21),0.68601 # DEPENDENCYPART_SIBL
(8,16),(8,25),-0.0439348 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.211901 # DEPENDENCYPART_SIBL
(8,17),(8,20),0.0359322 # DEPENDENCYPART_SIBL
(8,17),(8,21),0.0653397 # DEPENDENCYPART_SIBL
(8,17),(8,25),0.213204 # DEPENDENCYPART_SIBL
(8,18),(8,20),-0.00202172 # DEPENDENCYPART_SIBL
(8,18),(8,21),0.136538 # DEPENDENCYPART_SIBL
(8,18),(8,25),-0.0141014 # DEPENDENCYPART_SIBL
(8,20),(8,21),-0.0284208 # DEPENDENCYPART_SIBL
(8,20),(8,25),0.0257807 # DEPENDENCYPART_SIBL
(8,21),(8,25),-0.0156605 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.101316 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.131881 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.290342 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0629389 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0737547 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0187581 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0305624 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0132389 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.0921392 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.100798 # DEPENDENCYPART_SIBL
(10,6),(10,18),0.166829 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.00929102 # DEPENDENCYPART_SIBL
(10,6),(10,21),-0.0203596 # DEPENDENCYPART_SIBL
(10,6),(10,22),0.166829 # DEPENDENCYPART_SIBL
(10,6),(10,25),-0.0130357 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0356978 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.281584 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0200469 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0290314 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.041184 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0230722 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.000551801 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0580687 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.174598 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.0219541 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.0430613 # DEPENDENCYPART_SIBL
(10,7),(10,21),-0.0136511 # DEPENDENCYPART_SIBL
(10,7),(10,22),-0.0219541 # DEPENDENCYPART_SIBL
(10,7),(10,25),-0.145366 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0533412 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0122111 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.153329 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0260627 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0410779 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0129899 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0835768 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.169581 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.116923 # DEPENDENCYPART_SIBL
(10,8),(10,20),-0.0537112 # DEPENDENCYPART_SIBL
(10,8),(10,21),-0.0359791 # DEPENDENCYPART_SIBL
(10,8),(10,22),-0.116923 # DEPENDENCYPART_SIBL
(10,8),(10,25),-0.0376145 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.00192222 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0949739 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0298356 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0260697 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0171034 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0517623 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0389826 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.0691716 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.0802953 # DEPENDENCYPART_SIBL
(10,9),(10,21),-0.0518498 # DEPENDENCYPART_SIBL
(10,9),(10,22),-0.0691716 # DEPENDENCYPART_SIBL
(10,9),(10,25),0.129259 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0673723 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0412327 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.00434585 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0185268 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.130266 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.0824775 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.0856237 # DEPENDENCYPART_SIBL
(10,11),(10,20),0.00467917 # DEPENDENCYPART_SIBL
(10,11),(10,21),0.0121978 # DEPENDENCYPART_SIBL
(10,11),(10,22),-0.0856237 # DEPENDENCYPART_SIBL
(10,11),(10,25),-0.0411251 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0903875 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.082735 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0702945 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0115841 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.127506 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.135494 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.143363 # DEPENDENCYPART_SIBL
(10,12),(10,21),-0.0830684 # DEPENDENCYPART_SIBL
(10,12),(10,22),-0.135494 # DEPENDENCYPART_SIBL
(10,12),(10,25),-0.16052 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0494472 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0331934 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.0744761 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.045375 # DEPENDENCYPART_SIBL
(10,13),(10,18),0.0320545 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.0891295 # DEPENDENCYPART_SIBL
(10,13),(10,21),-0.0447629 # DEPENDENCYPART_SIBL
(10,13),(10,22),0.0320545 # DEPENDENCYPART_SIBL
(10,13),(10,25),0.0357681 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.109511 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.0149301 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.0590496 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.0389313 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.0925976 # DEPENDENCYPART_SIBL
(10,14),(10,21),-0.117932 # DEPENDENCYPART_SIBL
(10,14),(10,22),-0.0389313 # DEPENDENCYPART_SIBL
(10,14),(10,25),0.0217859 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.034551 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.0670903 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.0296427 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.0964189 # DEPENDENCYPART_SIBL
(10,15),(10,21),-0.108694 # DEPENDENCYPART_SIBL
(10,15),(10,22),-0.0296427 # DEPENDENCYPART_SIBL
(10,15),(10,25),0.0436413 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.374866 # DEPENDENCYPART_SIBL
(10,16),(10,18),0.130765 # DEPENDENCYPART_SIBL
(10,16),(10,20),0.500185 # DEPENDENCYPART_SIBL
(10,16),(10,21),0.576447 # DEPENDENCYPART_SIBL
(10,16),(10,22),0.130765 # DEPENDENCYPART_SIBL
(10,16),(10,25),0.0308575 # DEPENDENCYPART_SIBL
(10,17),(10,18),-0.25624 # DEPENDENCYPART_SIBL
(10,17),(10,20),-0.0107391 # DEPENDENCYPART_SIBL
(10,17),(10,21),-0.00183204 # DEPENDENCYPART_SIBL
(10,17),(10,22),-0.25624 # DEPENDENCYPART_SIBL
(10,17),(10,25),0.162224 # DEPENDENCYPART_SIBL
(10,18),(10,20),-0.0796247 # DEPENDENCYPART_SIBL
(10,18),(10,21),0.0452555 # DEPENDENCYPART_SIBL
(10,18),(10,22),-0.413035 # DEPENDENCYPART_SIBL
(10,18),(10,25),-0.0380266 # DEPENDENCYPART_SIBL
(10,20),(10,21),-0.0683915 # DEPENDENCYPART_SIBL
(10,20),(10,22),-0.0338862 # DEPENDENCYPART_SIBL
(10,20),(10,25),0.045878 # DEPENDENCYPART_SIBL
(10,21),(10,22),-0.0268453 # DEPENDENCYPART_SIBL
(10,21),(10,25),0.0270927 # DEPENDENCYPART_SIBL
(10,22),(10,25),-0.0380266 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.00211955 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.198665 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.119595 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0394028 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0184021 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0343186 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.103189 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0363378 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0602497 # DEPENDENCYPART_SIBL
(11,8),(11,21),-0.0498666 # DEPENDENCYPART_SIBL
(11,8),(11,25),-0.024083 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.167213 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0281652 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0607162 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0708594 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.00281785 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.627415 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.0818178 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.0274718 # DEPENDENCYPART_SIBL
(11,9),(11,21),-0.0299603 # DEPENDENCYPART_SIBL
(11,9),(11,25),0.0699155 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.121845 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.059386 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0856987 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.109872 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0673002 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.047887 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0637156 # DEPENDENCYPART_SIBL
(11,10),(11,21),-0.123966 # DEPENDENCYPART_SIBL
(11,10),(11,25),0.0143268 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.377056 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.485659 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.48449 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0357319 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0677097 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0443137 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.482079 # DEPENDENCYPART_SIBL
(11,12),(11,25),-0.192732 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.764221 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.759167 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.098427 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.173785 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0437137 # DEPENDENCYPART_SIBL
(11,13),(11,21),-0.755623 # DEPENDENCYPART_SIBL
(11,13),(11,25),-0.172159 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.866107 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0060222 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.0190576 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0343542 # DEPENDENCYPART_SIBL
(11,14),(11,21),-0.858202 # DEPENDENCYPART_SIBL
(11,14),(11,25),-0.134425 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.0415308 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.042206 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0099269 # DEPENDENCYPART_SIBL
(11,15),(11,21),-0.833866 # DEPENDENCYPART_SIBL
(11,15),(11,25),-0.093421 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.466143 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.398455 # DEPENDENCYPART_SIBL
(11,16),(11,21),-0.0277917 # DEPENDENCYPART_SIBL
(11,16),(11,25),0.0214683 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.251889 # DEPENDENCYPART_SIBL
(11,17),(11,21),-0.163408 # DEPENDENCYPART_SIBL
(11,17),(11,25),0.116692 # DEPENDENCYPART_SIBL
(11,18),(11,21),0.211939 # DEPENDENCYPART_SIBL
(11,18),(11,25),-0.0133641 # DEPENDENCYPART_SIBL
(11,21),(11,25),-0.1147 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0284562 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0137237 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0669643 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.151272 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.0689393 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.41049 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.229973 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.078857 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0419286 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0821021 # DEPENDENCYPART_SIBL
