# _root_ At its low , shortly before Wall Street opened , it was off more than 130 points .
#goldHeads=12,3,1,12,6,12,8,9,6,12,12,0,12,16,16,17,13,12,
#predictedHeads=12,3,1,12,6,12,8,9,6,12,12,0,12,16,16,17,13,12,
(5,14),(5,17),0.0584498 # DEPENDENCYPART_SIBL
(5,14),(5,18),0.134619 # DEPENDENCYPART_SIBL
(5,15),(5,16),0.329991 # DEPENDENCYPART_SIBL
(5,15),(5,17),0.122126 # DEPENDENCYPART_SIBL
(5,15),(5,18),-0.027626 # DEPENDENCYPART_SIBL
(5,16),(5,17),-0.174102 # DEPENDENCYPART_SIBL
(5,16),(5,18),-0.0379717 # DEPENDENCYPART_SIBL
(5,17),(5,18),-0.019231 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.0156436 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.00230361 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.145566 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.012218 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0484136 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0435878 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.113939 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.0586238 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.0846085 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.0932293 # DEPENDENCYPART_SIBL
(6,1),(6,13),0.01969 # DEPENDENCYPART_SIBL
(6,1),(6,14),0.000246307 # DEPENDENCYPART_SIBL
(6,1),(6,15),0.033027 # DEPENDENCYPART_SIBL
(6,1),(6,17),-0.105771 # DEPENDENCYPART_SIBL
(6,1),(6,18),0.110923 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0598733 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0123653 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0112601 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.025927 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.0306035 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.113724 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0155394 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.0828026 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.117415 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.0446162 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.0664168 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.0407193 # DEPENDENCYPART_SIBL
(6,2),(6,17),-0.0387593 # DEPENDENCYPART_SIBL
(6,2),(6,18),0.0327277 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.177964 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0201472 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0147011 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.00775802 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.0364691 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.126541 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.111013 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.0487503 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0602392 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.0685085 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.0514328 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.0752908 # DEPENDENCYPART_SIBL
(6,3),(6,18),0.0994436 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.102149 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0476333 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0495648 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0608124 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.543961 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.108234 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.018109 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.0280639 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0713064 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.0163313 # DEPENDENCYPART_SIBL
(6,4),(6,17),-0.0932381 # DEPENDENCYPART_SIBL
(6,4),(6,18),0.0556879 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0247796 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0365309 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.210736 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.080996 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.00290274 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.313372 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.0506568 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.149683 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.164965 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.0490229 # DEPENDENCYPART_SIBL
(6,5),(6,18),0.207525 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.635833 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.631482 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.108537 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.336912 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.676395 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.316242 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.238626 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.144427 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.651952 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.159968 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.584145 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0354009 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.281737 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.629058 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.260912 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.180769 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0372224 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.600033 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.109127 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.119905 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.105458 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.76646 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.14861 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0463575 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.0867521 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.341435 # DEPENDENCYPART_SIBL
(6,9),(6,18),0.229325 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0747553 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.151283 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.185293 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.0644888 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.412315 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.070703 # DEPENDENCYPART_SIBL
(6,10),(6,18),0.021954 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.606208 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.220657 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.201647 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.192576 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.565086 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.261795 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.141534 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0333932 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.111105 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.3269 # DEPENDENCYPART_SIBL
(6,12),(6,18),0.296055 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.158941 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.0157582 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.414422 # DEPENDENCYPART_SIBL
(6,13),(6,18),-0.0508054 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.0324867 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.415997 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.0618428 # DEPENDENCYPART_SIBL
(6,15),(6,17),-0.183403 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.0644032 # DEPENDENCYPART_SIBL
(6,17),(6,18),-0.0925279 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.255019 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0650788 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.036892 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0796088 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0441484 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.182924 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.0562404 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.00362514 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0434442 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0944776 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0121189 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.055681 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0832127 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.0881159 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.0265161 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0563162 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0162428 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.012584 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.121291 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0678075 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.0212942 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.09269 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0220355 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.142331 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0300578 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.0761975 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0920561 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.00890832 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.10009 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.058771 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.44353 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.317424 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.0333569 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.460643 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.333793 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.0285086 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.252126 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.069717 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0629152 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.0364702 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.110745 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0746644 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0982144 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.088804 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.213557 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0189973 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0717728 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0641856 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0477955 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0613509 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.082228 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0365206 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0221521 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.048372 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.105319 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0297304 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.0631097 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0495925 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.011572 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.012462 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.082797 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.069733 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.110824 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0162915 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.103655 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0222663 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0567261 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.115835 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.00651172 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.456661 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.302952 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.479725 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.0319422 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.0298215 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.358461 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.023266 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.113226 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0894068 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0788586 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0101574 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0414522 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.00644942 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.0226077 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0682133 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0632322 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0051227 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.088883 # DEPENDENCYPART_SIBL
(9,1),(9,18),0.0231439 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.010512 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0741911 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0153184 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.0768684 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.00531644 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0108058 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0449563 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0603416 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0649837 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0586866 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.157871 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.182496 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.0559284 # DEPENDENCYPART_SIBL
(9,2),(9,17),0.0544662 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.0970765 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.121109 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.080933 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0892318 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0337755 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0404845 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0447854 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.061637 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0440043 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.000476321 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.103843 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.108555 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0728501 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.0390239 # DEPENDENCYPART_SIBL
(9,3),(9,18),-2.63023e-05 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0577928 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0463355 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0529397 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0331006 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.000771861 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0260388 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0176727 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.037968 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0898042 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0335457 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0503072 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.0635635 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.0894719 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0707035 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0512695 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0467066 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0284737 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.00641909 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0456703 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0235221 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0185265 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0567319 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0347768 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.0304138 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.0289012 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0819102 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0717277 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.127527 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0489074 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0901042 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.00763951 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.135451 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0832863 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.00333596 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.0184593 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.00656 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.335399 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.019539 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0672218 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0304737 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.00982471 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.119244 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0157419 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.0321485 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.120609 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.039763 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0197024 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0673985 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0223823 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.000264567 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.11824 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.000802276 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0359228 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.12564 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.0451496 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.129019 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.227363 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.211331 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.029095 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.13088 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.00824655 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.03365 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.0302488 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0945175 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.0939911 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0250154 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.14217 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0351317 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.192891 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0400306 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.222254 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.150817 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.243439 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.219296 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.297615 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0162623 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0568459 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0778814 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.123333 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.19105 # DEPENDENCYPART_SIBL
(9,13),(9,18),0.163517 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.13241 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0591474 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.259591 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.0688321 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0794783 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.277067 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.135473 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.310194 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.047458 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.034465 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.101566 # DEPENDENCYPART_SIBL
(12,1),(12,2),0.0336001 # DEPENDENCYPART_SIBL
(12,1),(12,3),0.0291296 # DEPENDENCYPART_SIBL
(12,1),(12,4),0.404663 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.0507097 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.0902452 # DEPENDENCYPART_SIBL
(12,1),(12,7),0.0264304 # DEPENDENCYPART_SIBL
(12,1),(12,8),0.0175622 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.0231256 # DEPENDENCYPART_SIBL
(12,1),(12,10),0.404663 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.0960785 # DEPENDENCYPART_SIBL
(12,1),(12,13),0.129051 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.155601 # DEPENDENCYPART_SIBL
(12,1),(12,15),-0.203077 # DEPENDENCYPART_SIBL
(12,1),(12,16),0.0105971 # DEPENDENCYPART_SIBL
(12,1),(12,17),-0.0450057 # DEPENDENCYPART_SIBL
(12,1),(12,18),0.0369691 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.00366678 # DEPENDENCYPART_SIBL
(12,2),(12,4),0.0613328 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.0585413 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.0626039 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.0536434 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.0583461 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.0205709 # DEPENDENCYPART_SIBL
(12,2),(12,10),0.0613328 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.104434 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.035826 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.232834 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.298703 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.0369793 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.0456863 # DEPENDENCYPART_SIBL
(12,2),(12,18),-0.102594 # DEPENDENCYPART_SIBL
(12,3),(12,4),0.149119 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.106897 # DEPENDENCYPART_SIBL
(12,3),(12,6),-0.0724225 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.0594182 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.0653407 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.0425449 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.149119 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.151641 # DEPENDENCYPART_SIBL
(12,3),(12,13),0.0939836 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.193157 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.224873 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.0704766 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.0836968 # DEPENDENCYPART_SIBL
(12,3),(12,18),-0.0285667 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.0190161 # DEPENDENCYPART_SIBL
(12,4),(12,6),0.0603489 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.0089009 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.0101521 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.0939221 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.000959273 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.0482008 # DEPENDENCYPART_SIBL
(12,4),(12,13),0.0646744 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.209535 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.190289 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.0137121 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.0983099 # DEPENDENCYPART_SIBL
(12,4),(12,18),0.0636823 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.0148858 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.0530301 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.0476806 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.0324799 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.242692 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.167604 # DEPENDENCYPART_SIBL
(12,5),(12,13),0.0562093 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.092174 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.217901 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.0241 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.0676156 # DEPENDENCYPART_SIBL
(12,5),(12,18),0.00583292 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.0316036 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.0231011 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.000520535 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.591275 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.173209 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.0987993 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.213349 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.199956 # DEPENDENCYPART_SIBL
(12,6),(12,16),0.0296227 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.102053 # DEPENDENCYPART_SIBL
(12,6),(12,18),0.041586 # DEPENDENCYPART_SIBL
