# _root_ I si a això hi sumem l' esgotament a què està arribant CiU , al costat dels conflictes interns que viu la formació , jo crec que de tot això n' ha de treure un benefici electoral ERC .
#goldHeads=26,6,6,3,6,26,8,6,12,9,12,8,12,15,6,15,16,17,18,21,18,23,21,6,26,0,34,34,30,28,34,34,34,26,36,34,36,34,26,
#predictedHeads=6,6,6,3,6,26,8,6,12,9,12,8,12,15,12,15,16,17,18,21,16,23,21,34,26,0,34,34,30,28,34,34,34,26,36,34,36,36,26,
(12,11),(12,13),0.0588054 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.00831865 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.018954 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0509855 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0773598 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.05163 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.0103027 # DEPENDENCYPART_SIBL
(12,11),(12,21),0.0058946 # DEPENDENCYPART_SIBL
(12,11),(12,23),0.0560643 # DEPENDENCYPART_SIBL
(12,11),(12,24),0.00831865 # DEPENDENCYPART_SIBL
(12,11),(12,26),0.0448929 # DEPENDENCYPART_SIBL
(12,11),(12,30),0.0208777 # DEPENDENCYPART_SIBL
(12,11),(12,39),0.113739 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0283635 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.116863 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.258193 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0953603 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.25622 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.0339959 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.0241413 # DEPENDENCYPART_SIBL
(12,13),(12,23),-0.254316 # DEPENDENCYPART_SIBL
(12,13),(12,24),-0.0283635 # DEPENDENCYPART_SIBL
(12,13),(12,26),-0.00477114 # DEPENDENCYPART_SIBL
(12,13),(12,30),-0.136397 # DEPENDENCYPART_SIBL
(12,13),(12,39),-0.0242846 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.157368 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0453566 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.167788 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0377416 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0108594 # DEPENDENCYPART_SIBL
(12,14),(12,21),0.0306902 # DEPENDENCYPART_SIBL
(12,14),(12,23),-0.0348741 # DEPENDENCYPART_SIBL
(12,14),(12,24),-0.0859421 # DEPENDENCYPART_SIBL
(12,14),(12,26),0.0379174 # DEPENDENCYPART_SIBL
(12,14),(12,30),-0.0316812 # DEPENDENCYPART_SIBL
(12,14),(12,39),-0.0610415 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0645642 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.157489 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0422479 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.0425627 # DEPENDENCYPART_SIBL
(12,15),(12,21),0.000545248 # DEPENDENCYPART_SIBL
(12,15),(12,23),-0.062505 # DEPENDENCYPART_SIBL
(12,15),(12,24),-0.0105347 # DEPENDENCYPART_SIBL
(12,15),(12,26),0.0191938 # DEPENDENCYPART_SIBL
(12,15),(12,30),-0.0449717 # DEPENDENCYPART_SIBL
(12,15),(12,39),-0.00150056 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.139084 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.277717 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.051769 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.0539 # DEPENDENCYPART_SIBL
(12,16),(12,23),-0.275813 # DEPENDENCYPART_SIBL
(12,16),(12,24),0.0130619 # DEPENDENCYPART_SIBL
(12,16),(12,26),-0.0345298 # DEPENDENCYPART_SIBL
(12,16),(12,30),-0.16078 # DEPENDENCYPART_SIBL
(12,16),(12,39),-0.00773329 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.0608094 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.0996436 # DEPENDENCYPART_SIBL
(12,17),(12,21),-0.0443059 # DEPENDENCYPART_SIBL
(12,17),(12,23),-0.0783062 # DEPENDENCYPART_SIBL
(12,17),(12,24),-0.0916058 # DEPENDENCYPART_SIBL
(12,17),(12,26),-0.0271902 # DEPENDENCYPART_SIBL
(12,17),(12,30),-0.0896186 # DEPENDENCYPART_SIBL
(12,17),(12,39),-0.0789829 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.0376761 # DEPENDENCYPART_SIBL
(12,18),(12,21),-0.0333034 # DEPENDENCYPART_SIBL
(12,18),(12,23),-0.250129 # DEPENDENCYPART_SIBL
(12,18),(12,24),-0.0112357 # DEPENDENCYPART_SIBL
(12,18),(12,26),-0.0139332 # DEPENDENCYPART_SIBL
(12,18),(12,30),-0.145948 # DEPENDENCYPART_SIBL
(12,18),(12,39),-0.0171581 # DEPENDENCYPART_SIBL
(12,19),(12,21),-0.00214882 # DEPENDENCYPART_SIBL
(12,19),(12,23),-0.0566406 # DEPENDENCYPART_SIBL
(12,19),(12,24),-0.00620823 # DEPENDENCYPART_SIBL
(12,19),(12,26),0.00988489 # DEPENDENCYPART_SIBL
(12,19),(12,30),-0.0664862 # DEPENDENCYPART_SIBL
(12,19),(12,39),0.0101236 # DEPENDENCYPART_SIBL
(12,21),(12,23),0.0329016 # DEPENDENCYPART_SIBL
(12,21),(12,24),-0.0114248 # DEPENDENCYPART_SIBL
(12,21),(12,26),-0.0226967 # DEPENDENCYPART_SIBL
(12,21),(12,30),-0.0105678 # DEPENDENCYPART_SIBL
(12,21),(12,39),-0.0186457 # DEPENDENCYPART_SIBL
(12,23),(12,24),-0.0362962 # DEPENDENCYPART_SIBL
(12,23),(12,26),-0.0199577 # DEPENDENCYPART_SIBL
(12,23),(12,30),-0.147639 # DEPENDENCYPART_SIBL
(12,23),(12,39),-0.0370189 # DEPENDENCYPART_SIBL
(12,24),(12,26),0.0379174 # DEPENDENCYPART_SIBL
(12,24),(12,30),-0.0316812 # DEPENDENCYPART_SIBL
(12,24),(12,39),-0.0610415 # DEPENDENCYPART_SIBL
(12,26),(12,30),0.00662569 # DEPENDENCYPART_SIBL
(12,26),(12,39),0.0419293 # DEPENDENCYPART_SIBL
(12,30),(12,39),0.0107773 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0305327 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.123443 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.00637847 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.105588 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.000839421 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.126684 # DEPENDENCYPART_SIBL
(13,11),(13,21),-0.114622 # DEPENDENCYPART_SIBL
(13,11),(13,23),-0.0234182 # DEPENDENCYPART_SIBL
(13,11),(13,26),-0.10616 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.056196 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.494268 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.104687 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.518808 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.060554 # DEPENDENCYPART_SIBL
(13,14),(13,21),0.0104447 # DEPENDENCYPART_SIBL
(13,14),(13,23),0.461122 # DEPENDENCYPART_SIBL
(13,14),(13,26),0.00350845 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.046863 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.0588807 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.087509 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.025513 # DEPENDENCYPART_SIBL
(13,15),(13,21),0.00736163 # DEPENDENCYPART_SIBL
(13,15),(13,23),0.00293153 # DEPENDENCYPART_SIBL
(13,15),(13,26),0.00512705 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.0335123 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.0673933 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.0434085 # DEPENDENCYPART_SIBL
(13,16),(13,21),0.0176115 # DEPENDENCYPART_SIBL
(13,16),(13,23),0.022043 # DEPENDENCYPART_SIBL
(13,16),(13,26),0.0163167 # DEPENDENCYPART_SIBL
(13,17),(13,18),0.069614 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.0246084 # DEPENDENCYPART_SIBL
(13,17),(13,21),-0.089022 # DEPENDENCYPART_SIBL
(13,17),(13,23),-0.00950616 # DEPENDENCYPART_SIBL
(13,17),(13,26),-0.0919555 # DEPENDENCYPART_SIBL
(13,18),(13,19),0.0385652 # DEPENDENCYPART_SIBL
(13,18),(13,21),0.0166744 # DEPENDENCYPART_SIBL
(13,18),(13,23),0.0281342 # DEPENDENCYPART_SIBL
(13,18),(13,26),0.0153795 # DEPENDENCYPART_SIBL
(13,19),(13,21),0.0231496 # DEPENDENCYPART_SIBL
(13,19),(13,23),-0.000989873 # DEPENDENCYPART_SIBL
(13,19),(13,26),0.0151774 # DEPENDENCYPART_SIBL
(13,21),(13,23),0.0384357 # DEPENDENCYPART_SIBL
(13,21),(13,26),-0.0641298 # DEPENDENCYPART_SIBL
(13,23),(13,26),0.00463971 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0222141 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0967032 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0107432 # DEPENDENCYPART_SIBL
(15,14),(15,24),0.545915 # DEPENDENCYPART_SIBL
(15,14),(15,27),-0.0950606 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.110026 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.829302 # DEPENDENCYPART_SIBL
(15,16),(15,24),0.200278 # DEPENDENCYPART_SIBL
(15,16),(15,27),-0.175021 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.115739 # DEPENDENCYPART_SIBL
(15,17),(15,24),0.0211538 # DEPENDENCYPART_SIBL
(15,17),(15,27),-0.0662373 # DEPENDENCYPART_SIBL
(15,18),(15,24),0.0707013 # DEPENDENCYPART_SIBL
(15,18),(15,27),-0.222873 # DEPENDENCYPART_SIBL
(15,24),(15,27),-0.0833454 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0201061 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.053432 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0126503 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.130455 # DEPENDENCYPART_SIBL
(16,14),(16,23),-0.0727179 # DEPENDENCYPART_SIBL
(16,14),(16,26),0.120319 # DEPENDENCYPART_SIBL
(16,14),(16,32),0.0777006 # DEPENDENCYPART_SIBL
(16,14),(16,34),0.140492 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0251147 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0560409 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.116351 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.104235 # DEPENDENCYPART_SIBL
(16,17),(16,26),-0.119285 # DEPENDENCYPART_SIBL
(16,17),(16,32),-0.118273 # DEPENDENCYPART_SIBL
(16,17),(16,34),-0.113416 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0117654 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.00431287 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.0651253 # DEPENDENCYPART_SIBL
(16,18),(16,26),-0.00560771 # DEPENDENCYPART_SIBL
(16,18),(16,32),0.0159171 # DEPENDENCYPART_SIBL
(16,18),(16,34),-0.000480308 # DEPENDENCYPART_SIBL
(16,19),(16,21),0.0279406 # DEPENDENCYPART_SIBL
(16,19),(16,23),-0.0516209 # DEPENDENCYPART_SIBL
(16,19),(16,26),0.0199683 # DEPENDENCYPART_SIBL
(16,19),(16,32),0.0511443 # DEPENDENCYPART_SIBL
(16,19),(16,34),0.0250432 # DEPENDENCYPART_SIBL
(16,21),(16,23),-0.011705 # DEPENDENCYPART_SIBL
(16,21),(16,26),-0.0589627 # DEPENDENCYPART_SIBL
(16,21),(16,32),-0.0312879 # DEPENDENCYPART_SIBL
(16,21),(16,34),-0.0651059 # DEPENDENCYPART_SIBL
(16,23),(16,26),-0.0163475 # DEPENDENCYPART_SIBL
(16,23),(16,32),0.00480143 # DEPENDENCYPART_SIBL
(16,23),(16,34),-0.0112201 # DEPENDENCYPART_SIBL
(16,26),(16,32),-0.0298715 # DEPENDENCYPART_SIBL
(16,26),(16,34),-0.0636895 # DEPENDENCYPART_SIBL
(16,32),(16,34),-0.0855821 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.36058 # DEPENDENCYPART_SIBL
(17,18),(17,27),-0.324898 # DEPENDENCYPART_SIBL
(17,18),(17,28),0.0723823 # DEPENDENCYPART_SIBL
(17,18),(17,33),0.0723823 # DEPENDENCYPART_SIBL
(17,19),(17,27),-0.23891 # DEPENDENCYPART_SIBL
(17,19),(17,28),-0.0328025 # DEPENDENCYPART_SIBL
(17,19),(17,33),-0.0328025 # DEPENDENCYPART_SIBL
(17,27),(17,28),0.394663 # DEPENDENCYPART_SIBL
(17,27),(17,33),0.394663 # DEPENDENCYPART_SIBL
(17,28),(17,33),-0.0378537 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.0248691 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.0182891 # DEPENDENCYPART_SIBL
(18,19),(18,25),0.082126 # DEPENDENCYPART_SIBL
(18,19),(18,26),0.0168969 # DEPENDENCYPART_SIBL
(18,19),(18,30),0.0252317 # DEPENDENCYPART_SIBL
(18,19),(18,32),0.0480733 # DEPENDENCYPART_SIBL
(18,19),(18,34),0.0219717 # DEPENDENCYPART_SIBL
(18,19),(18,38),-0.00633204 # DEPENDENCYPART_SIBL
(18,21),(18,23),0.0112725 # DEPENDENCYPART_SIBL
(18,21),(18,25),0.0805062 # DEPENDENCYPART_SIBL
(18,21),(18,26),-0.0661357 # DEPENDENCYPART_SIBL
(18,21),(18,30),0.0442 # DEPENDENCYPART_SIBL
(18,21),(18,32),-0.0384605 # DEPENDENCYPART_SIBL
(18,21),(18,34),-0.0722789 # DEPENDENCYPART_SIBL
(18,21),(18,38),0.0090375 # DEPENDENCYPART_SIBL
(18,23),(18,25),-0.00141389 # DEPENDENCYPART_SIBL
(18,23),(18,26),-0.0233509 # DEPENDENCYPART_SIBL
(18,23),(18,30),-0.0409274 # DEPENDENCYPART_SIBL
(18,23),(18,32),-0.00220148 # DEPENDENCYPART_SIBL
(18,23),(18,34),-0.0182235 # DEPENDENCYPART_SIBL
(18,23),(18,38),-0.0510029 # DEPENDENCYPART_SIBL
(18,25),(18,26),-0.0226718 # DEPENDENCYPART_SIBL
(18,25),(18,30),0.00533886 # DEPENDENCYPART_SIBL
(18,25),(18,32),-0.00805989 # DEPENDENCYPART_SIBL
(18,25),(18,34),-0.0272793 # DEPENDENCYPART_SIBL
(18,25),(18,38),-0.0254848 # DEPENDENCYPART_SIBL
(18,26),(18,30),0.0484646 # DEPENDENCYPART_SIBL
(18,26),(18,32),-0.0370441 # DEPENDENCYPART_SIBL
(18,26),(18,34),-0.0708625 # DEPENDENCYPART_SIBL
(18,26),(18,38),0.0131921 # DEPENDENCYPART_SIBL
(18,30),(18,32),-0.0121569 # DEPENDENCYPART_SIBL
(18,30),(18,34),-0.0313668 # DEPENDENCYPART_SIBL
(18,30),(18,38),-0.0368517 # DEPENDENCYPART_SIBL
(18,32),(18,34),-0.0927551 # DEPENDENCYPART_SIBL
(18,32),(18,38),-0.0276405 # DEPENDENCYPART_SIBL
(18,34),(18,38),0.00322187 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.0233215 # DEPENDENCYPART_SIBL
(19,21),(19,25),-0.0292425 # DEPENDENCYPART_SIBL
(19,23),(19,25),-0.121638 # DEPENDENCYPART_SIBL
(21,1),(21,2),-0.19144 # DEPENDENCYPART_SIBL
(21,1),(21,3),0.0698764 # DEPENDENCYPART_SIBL
(21,1),(21,6),-0.0374423 # DEPENDENCYPART_SIBL
(21,1),(21,8),-0.00539392 # DEPENDENCYPART_SIBL
(21,1),(21,9),0.0698764 # DEPENDENCYPART_SIBL
(21,1),(21,10),0.00767245 # DEPENDENCYPART_SIBL
(21,1),(21,11),-0.0193097 # DEPENDENCYPART_SIBL
(21,1),(21,13),0.0170111 # DEPENDENCYPART_SIBL
(21,1),(21,14),-0.336963 # DEPENDENCYPART_SIBL
(21,1),(21,15),0.0232104 # DEPENDENCYPART_SIBL
(21,1),(21,16),-0.00642495 # DEPENDENCYPART_SIBL
(21,1),(21,17),0.00469183 # DEPENDENCYPART_SIBL
(21,1),(21,18),-0.00883261 # DEPENDENCYPART_SIBL
(21,1),(21,19),0.0193731 # DEPENDENCYPART_SIBL
(21,1),(21,20),-0.126588 # DEPENDENCYPART_SIBL
(21,1),(21,23),-0.197712 # DEPENDENCYPART_SIBL
(21,1),(21,24),-0.00869874 # DEPENDENCYPART_SIBL
(21,1),(21,25),-0.109623 # DEPENDENCYPART_SIBL
(21,1),(21,26),-0.0775655 # DEPENDENCYPART_SIBL
(21,1),(21,27),-0.167657 # DEPENDENCYPART_SIBL
(21,1),(21,30),-0.131975 # DEPENDENCYPART_SIBL
(21,1),(21,32),-0.0898952 # DEPENDENCYPART_SIBL
(21,1),(21,33),-0.0649254 # DEPENDENCYPART_SIBL
(21,1),(21,34),-0.0893774 # DEPENDENCYPART_SIBL
(21,1),(21,36),-0.182693 # DEPENDENCYPART_SIBL
(21,1),(21,38),-0.194836 # DEPENDENCYPART_SIBL
(21,1),(21,39),-0.026624 # DEPENDENCYPART_SIBL
(21,2),(21,3),0.0247028 # DEPENDENCYPART_SIBL
(21,2),(21,6),-0.0123305 # DEPENDENCYPART_SIBL
(21,2),(21,8),0.215418 # DEPENDENCYPART_SIBL
(21,2),(21,9),0.0247028 # DEPENDENCYPART_SIBL
(21,2),(21,10),0.0996961 # DEPENDENCYPART_SIBL
(21,2),(21,11),0.0177235 # DEPENDENCYPART_SIBL
(21,2),(21,13),0.235375 # DEPENDENCYPART_SIBL
(21,2),(21,14),-0.376033 # DEPENDENCYPART_SIBL
(21,2),(21,15),-0.00524602 # DEPENDENCYPART_SIBL
(21,2),(21,16),0.214387 # DEPENDENCYPART_SIBL
(21,2),(21,17),-0.0228822 # DEPENDENCYPART_SIBL
(21,2),(21,18),0.211979 # DEPENDENCYPART_SIBL
(21,2),(21,19),0.0217738 # DEPENDENCYPART_SIBL
(21,2),(21,20),-0.253588 # DEPENDENCYPART_SIBL
(21,2),(21,23),0.0238726 # DEPENDENCYPART_SIBL
(21,2),(21,24),0.51865 # DEPENDENCYPART_SIBL
(21,2),(21,25),-0.0346307 # DEPENDENCYPART_SIBL
(21,2),(21,26),-0.050153 # DEPENDENCYPART_SIBL
(21,2),(21,27),-0.0435792 # DEPENDENCYPART_SIBL
(21,2),(21,30),-0.0617505 # DEPENDENCYPART_SIBL
(21,2),(21,32),-0.060588 # DEPENDENCYPART_SIBL
(21,2),(21,33),-0.0618425 # DEPENDENCYPART_SIBL
(21,2),(21,34),-0.0603178 # DEPENDENCYPART_SIBL
(21,2),(21,36),0.0388091 # DEPENDENCYPART_SIBL
(21,2),(21,38),0.0268311 # DEPENDENCYPART_SIBL
(21,2),(21,39),-0.234844 # DEPENDENCYPART_SIBL
(21,3),(21,6),0.0108811 # DEPENDENCYPART_SIBL
(21,3),(21,8),0.023569 # DEPENDENCYPART_SIBL
(21,3),(21,9),-0.00655131 # DEPENDENCYPART_SIBL
(21,3),(21,10),-0.0736956 # DEPENDENCYPART_SIBL
(21,3),(21,11),0.0438874 # DEPENDENCYPART_SIBL
(21,3),(21,13),0.0720787 # DEPENDENCYPART_SIBL
(21,3),(21,14),-0.279553 # DEPENDENCYPART_SIBL
(21,3),(21,15),-0.0446448 # DEPENDENCYPART_SIBL
(21,3),(21,16),0.0187711 # DEPENDENCYPART_SIBL
(21,3),(21,17),-0.0606015 # DEPENDENCYPART_SIBL
(21,3),(21,18),0.0224072 # DEPENDENCYPART_SIBL
(21,3),(21,19),-0.00877227 # DEPENDENCYPART_SIBL
(21,3),(21,20),-0.41204 # DEPENDENCYPART_SIBL
(21,3),(21,23),-0.0518825 # DEPENDENCYPART_SIBL
(21,3),(21,24),-0.00634652 # DEPENDENCYPART_SIBL
(21,3),(21,25),-0.0200651 # DEPENDENCYPART_SIBL
(21,3),(21,26),2.36734e-05 # DEPENDENCYPART_SIBL
(21,3),(21,27),-0.113339 # DEPENDENCYPART_SIBL
(21,3),(21,30),-0.0354598 # DEPENDENCYPART_SIBL
(21,3),(21,32),-0.0155509 # DEPENDENCYPART_SIBL
(21,3),(21,33),-0.0251275 # DEPENDENCYPART_SIBL
(21,3),(21,34),-0.0217244 # DEPENDENCYPART_SIBL
(21,3),(21,36),-0.0339991 # DEPENDENCYPART_SIBL
(21,3),(21,38),-0.0493969 # DEPENDENCYPART_SIBL
(21,3),(21,39),-0.0143136 # DEPENDENCYPART_SIBL
(21,6),(21,8),-0.0163456 # DEPENDENCYPART_SIBL
(21,6),(21,9),0.104233 # DEPENDENCYPART_SIBL
(21,6),(21,10),-0.0674196 # DEPENDENCYPART_SIBL
(21,6),(21,11),-0.035264 # DEPENDENCYPART_SIBL
(21,6),(21,13),0.00918645 # DEPENDENCYPART_SIBL
(21,6),(21,14),-0.14643 # DEPENDENCYPART_SIBL
(21,6),(21,15),-0.139814 # DEPENDENCYPART_SIBL
(21,6),(21,16),-0.0174147 # DEPENDENCYPART_SIBL
(21,6),(21,17),-0.118986 # DEPENDENCYPART_SIBL
(21,6),(21,18),-0.0174967 # DEPENDENCYPART_SIBL
(21,6),(21,19),-0.0439696 # DEPENDENCYPART_SIBL
(21,6),(21,20),-0.250381 # DEPENDENCYPART_SIBL
(21,6),(21,23),-0.0345818 # DEPENDENCYPART_SIBL
(21,6),(21,24),-0.00918042 # DEPENDENCYPART_SIBL
(21,6),(21,25),-0.0221998 # DEPENDENCYPART_SIBL
(21,6),(21,26),0.00886198 # DEPENDENCYPART_SIBL
(21,6),(21,27),-0.165837 # DEPENDENCYPART_SIBL
(21,6),(21,30),-0.00560262 # DEPENDENCYPART_SIBL
(21,6),(21,32),-0.0492011 # DEPENDENCYPART_SIBL
(21,6),(21,33),-0.0541189 # DEPENDENCYPART_SIBL
(21,6),(21,34),-0.0310664 # DEPENDENCYPART_SIBL
(21,6),(21,36),-0.0206588 # DEPENDENCYPART_SIBL
(21,6),(21,38),-0.0266943 # DEPENDENCYPART_SIBL
(21,6),(21,39),0.0348489 # DEPENDENCYPART_SIBL
(21,8),(21,9),-0.0113449 # DEPENDENCYPART_SIBL
(21,8),(21,10),-0.177359 # DEPENDENCYPART_SIBL
(21,8),(21,11),0.0949085 # DEPENDENCYPART_SIBL
(21,8),(21,13),-0.711104 # DEPENDENCYPART_SIBL
(21,8),(21,14),-0.493152 # DEPENDENCYPART_SIBL
(21,8),(21,15),-0.113632 # DEPENDENCYPART_SIBL
(21,8),(21,16),-0.736329 # DEPENDENCYPART_SIBL
(21,8),(21,17),-0.11378 # DEPENDENCYPART_SIBL
(21,8),(21,18),-0.734577 # DEPENDENCYPART_SIBL
(21,8),(21,19),-0.173693 # DEPENDENCYPART_SIBL
(21,8),(21,20),-0.69959 # DEPENDENCYPART_SIBL
(21,8),(21,23),-0.0308073 # DEPENDENCYPART_SIBL
(21,8),(21,24),0.0277293 # DEPENDENCYPART_SIBL
(21,8),(21,25),-0.0389326 # DEPENDENCYPART_SIBL
(21,8),(21,26),0.0218872 # DEPENDENCYPART_SIBL
(21,8),(21,27),-0.106691 # DEPENDENCYPART_SIBL
(21,8),(21,30),-0.0432522 # DEPENDENCYPART_SIBL
(21,8),(21,32),-0.0241039 # DEPENDENCYPART_SIBL
(21,8),(21,33),-0.0127611 # DEPENDENCYPART_SIBL
(21,8),(21,34),-0.0157343 # DEPENDENCYPART_SIBL
(21,8),(21,36),-0.0206931 # DEPENDENCYPART_SIBL
(21,8),(21,38),-0.0255774 # DEPENDENCYPART_SIBL
(21,8),(21,39),0.0194263 # DEPENDENCYPART_SIBL
(21,9),(21,10),-0.0736956 # DEPENDENCYPART_SIBL
(21,9),(21,11),0.0438874 # DEPENDENCYPART_SIBL
(21,9),(21,13),0.0720787 # DEPENDENCYPART_SIBL
(21,9),(21,14),-0.279553 # DEPENDENCYPART_SIBL
(21,9),(21,15),-0.0446448 # DEPENDENCYPART_SIBL
(21,9),(21,16),0.0187711 # DEPENDENCYPART_SIBL
(21,9),(21,17),-0.0606015 # DEPENDENCYPART_SIBL
(21,9),(21,18),0.0224072 # DEPENDENCYPART_SIBL
(21,9),(21,19),-0.00877227 # DEPENDENCYPART_SIBL
(21,9),(21,20),-0.41204 # DEPENDENCYPART_SIBL
(21,9),(21,23),-0.0518825 # DEPENDENCYPART_SIBL
(21,9),(21,24),-0.00634652 # DEPENDENCYPART_SIBL
(21,9),(21,25),-0.0200651 # DEPENDENCYPART_SIBL
(21,9),(21,26),2.36734e-05 # DEPENDENCYPART_SIBL
(21,9),(21,27),-0.113339 # DEPENDENCYPART_SIBL
(21,9),(21,30),-0.0354598 # DEPENDENCYPART_SIBL
(21,9),(21,32),-0.0155509 # DEPENDENCYPART_SIBL
(21,9),(21,33),-0.0251275 # DEPENDENCYPART_SIBL
(21,9),(21,34),-0.0217244 # DEPENDENCYPART_SIBL
(21,9),(21,36),-0.0339991 # DEPENDENCYPART_SIBL
(21,9),(21,38),-0.0493969 # DEPENDENCYPART_SIBL
(21,9),(21,39),-0.0143136 # DEPENDENCYPART_SIBL
(21,10),(21,11),0.110065 # DEPENDENCYPART_SIBL
(21,10),(21,13),-0.0469031 # DEPENDENCYPART_SIBL
(21,10),(21,14),-0.34075 # DEPENDENCYPART_SIBL
(21,10),(21,15),0.0837237 # DEPENDENCYPART_SIBL
(21,10),(21,16),-0.0734716 # DEPENDENCYPART_SIBL
(21,10),(21,17),0.0605872 # DEPENDENCYPART_SIBL
(21,10),(21,18),-0.0735896 # DEPENDENCYPART_SIBL
(21,10),(21,19),0.000644804 # DEPENDENCYPART_SIBL
(21,10),(21,20),-0.484191 # DEPENDENCYPART_SIBL
(21,10),(21,23),-0.11119 # DEPENDENCYPART_SIBL
(21,10),(21,24),0.120351 # DEPENDENCYPART_SIBL
(21,10),(21,25),-0.00760486 # DEPENDENCYPART_SIBL
(21,10),(21,26),0.0529749 # DEPENDENCYPART_SIBL
(21,10),(21,27),-0.0377567 # DEPENDENCYPART_SIBL
(21,10),(21,30),0.0144328 # DEPENDENCYPART_SIBL
(21,10),(21,32),-0.00898355 # DEPENDENCYPART_SIBL
(21,10),(21,33),-0.067372 # DEPENDENCYPART_SIBL
(21,10),(21,34),0.00743076 # DEPENDENCYPART_SIBL
(21,10),(21,36),-0.132693 # DEPENDENCYPART_SIBL
(21,10),(21,38),-0.152727 # DEPENDENCYPART_SIBL
(21,10),(21,39),-0.0541699 # DEPENDENCYPART_SIBL
(21,11),(21,13),0.0361033 # DEPENDENCYPART_SIBL
(21,11),(21,14),-0.137101 # DEPENDENCYPART_SIBL
(21,11),(21,15),-0.0772922 # DEPENDENCYPART_SIBL
(21,11),(21,16),0.00946619 # DEPENDENCYPART_SIBL
(21,11),(21,17),-0.0547525 # DEPENDENCYPART_SIBL
(21,11),(21,18),0.00938423 # DEPENDENCYPART_SIBL
(21,11),(21,19),-0.0385608 # DEPENDENCYPART_SIBL
(21,11),(21,20),-0.264942 # DEPENDENCYPART_SIBL
