# _root_ El conseller , contràriament , va defensar que l' ànim del govern català sempre ha estat " el d' ajudar el Barça " .
#goldHeads=2,7,4,7,4,7,0,16,10,16,10,11,12,16,16,7,19,19,16,19,22,20,19,7,
#predictedHeads=2,7,4,7,4,7,0,16,10,16,10,11,12,16,16,7,19,19,16,19,22,20,19,7,
(7,4),(7,13),0.0170305 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0134322 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.038408 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.0388539 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.0010393 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.0346918 # DEPENDENCYPART_SIBL
(7,4),(7,20),-0.00749205 # DEPENDENCYPART_SIBL
(7,4),(7,22),-0.0426278 # DEPENDENCYPART_SIBL
(7,4),(7,23),-0.0010393 # DEPENDENCYPART_SIBL
(7,4),(7,24),0.00413941 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.128347 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.107417 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0334654 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0307263 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0204999 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0562237 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.0291778 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.00618698 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.00223324 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.178712 # DEPENDENCYPART_SIBL
(7,5),(7,19),-0.0779749 # DEPENDENCYPART_SIBL
(7,5),(7,20),-0.0252424 # DEPENDENCYPART_SIBL
(7,5),(7,22),-0.0383061 # DEPENDENCYPART_SIBL
(7,5),(7,23),-0.178712 # DEPENDENCYPART_SIBL
(7,5),(7,24),-0.508667 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0950026 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.02759 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0975052 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.00479838 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.0123889 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.0343541 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.000385167 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.0579503 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.0785908 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.0420695 # DEPENDENCYPART_SIBL
(7,6),(7,20),0.0263474 # DEPENDENCYPART_SIBL
(7,6),(7,22),-0.0351625 # DEPENDENCYPART_SIBL
(7,6),(7,23),-0.0785908 # DEPENDENCYPART_SIBL
(7,6),(7,24),0.279739 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.113288 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.177802 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.1254 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0630354 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.119847 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.147702 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0297173 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.112794 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.147952 # DEPENDENCYPART_SIBL
(7,8),(7,20),0.0193905 # DEPENDENCYPART_SIBL
(7,8),(7,22),-0.105085 # DEPENDENCYPART_SIBL
(7,8),(7,23),-0.112794 # DEPENDENCYPART_SIBL
(7,8),(7,24),-0.147264 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0987789 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.268986 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0458813 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.00286846 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.0100537 # DEPENDENCYPART_SIBL
(7,10),(7,16),9.9428e-05 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.00166031 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.0748929 # DEPENDENCYPART_SIBL
(7,10),(7,20),0.0369813 # DEPENDENCYPART_SIBL
(7,10),(7,22),-0.243459 # DEPENDENCYPART_SIBL
(7,10),(7,23),-0.00166031 # DEPENDENCYPART_SIBL
(7,10),(7,24),-0.0169894 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.113632 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0689179 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.0447749 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.0416589 # DEPENDENCYPART_SIBL
(7,11),(7,16),0.0154852 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.0323135 # DEPENDENCYPART_SIBL
(7,11),(7,19),-0.221414 # DEPENDENCYPART_SIBL
(7,11),(7,20),0.0146633 # DEPENDENCYPART_SIBL
(7,11),(7,22),-0.0829364 # DEPENDENCYPART_SIBL
(7,11),(7,23),-0.0323135 # DEPENDENCYPART_SIBL
(7,11),(7,24),-0.0658274 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0572271 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0039719 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.00697059 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.00515954 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.0376385 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.0910114 # DEPENDENCYPART_SIBL
(7,12),(7,20),0.0420415 # DEPENDENCYPART_SIBL
(7,12),(7,22),-0.254286 # DEPENDENCYPART_SIBL
(7,12),(7,23),-0.0376385 # DEPENDENCYPART_SIBL
(7,12),(7,24),-0.0584756 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.0694304 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.0203303 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.00676746 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.0397582 # DEPENDENCYPART_SIBL
(7,13),(7,19),-0.194842 # DEPENDENCYPART_SIBL
(7,13),(7,20),0.0160224 # DEPENDENCYPART_SIBL
(7,13),(7,22),-0.0537525 # DEPENDENCYPART_SIBL
(7,13),(7,23),-0.0397582 # DEPENDENCYPART_SIBL
(7,13),(7,24),-0.0705292 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.0373582 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.0245353 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.052713 # DEPENDENCYPART_SIBL
(7,14),(7,19),0.0204892 # DEPENDENCYPART_SIBL
(7,14),(7,20),0.0188318 # DEPENDENCYPART_SIBL
(7,14),(7,22),0.04124 # DEPENDENCYPART_SIBL
(7,14),(7,23),-0.052713 # DEPENDENCYPART_SIBL
(7,14),(7,24),-0.0139321 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.0645135 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.00324357 # DEPENDENCYPART_SIBL
(7,15),(7,19),-0.0544724 # DEPENDENCYPART_SIBL
(7,15),(7,20),-0.0101824 # DEPENDENCYPART_SIBL
(7,15),(7,22),0.00438651 # DEPENDENCYPART_SIBL
(7,15),(7,23),-0.00324357 # DEPENDENCYPART_SIBL
(7,15),(7,24),-0.0169891 # DEPENDENCYPART_SIBL
(7,16),(7,17),-0.0250716 # DEPENDENCYPART_SIBL
(7,16),(7,19),-0.0515508 # DEPENDENCYPART_SIBL
(7,16),(7,20),0.0145866 # DEPENDENCYPART_SIBL
(7,16),(7,22),0.0402754 # DEPENDENCYPART_SIBL
(7,16),(7,23),-0.0250716 # DEPENDENCYPART_SIBL
(7,16),(7,24),-0.0177443 # DEPENDENCYPART_SIBL
(7,17),(7,19),0.0222722 # DEPENDENCYPART_SIBL
(7,17),(7,20),-0.0022956 # DEPENDENCYPART_SIBL
(7,17),(7,22),0.0396955 # DEPENDENCYPART_SIBL
(7,17),(7,23),-0.0880316 # DEPENDENCYPART_SIBL
(7,17),(7,24),-0.0620808 # DEPENDENCYPART_SIBL
(7,19),(7,20),-0.0160274 # DEPENDENCYPART_SIBL
(7,19),(7,22),-0.03344 # DEPENDENCYPART_SIBL
(7,19),(7,23),-0.0523101 # DEPENDENCYPART_SIBL
(7,19),(7,24),-0.0405442 # DEPENDENCYPART_SIBL
(7,20),(7,22),0.0426645 # DEPENDENCYPART_SIBL
(7,20),(7,23),0.00273992 # DEPENDENCYPART_SIBL
(7,20),(7,24),0.00838834 # DEPENDENCYPART_SIBL
(7,22),(7,23),-0.00128214 # DEPENDENCYPART_SIBL
(7,22),(7,24),-0.016771 # DEPENDENCYPART_SIBL
(7,23),(7,24),-0.0620808 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0885482 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.00792697 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.00543188 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.300221 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.0595676 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.146527 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.0595676 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.180656 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.00585597 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.0724582 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.0075033 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.00390085 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.0476936 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.005445 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.0634156 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.0380675 # DEPENDENCYPART_SIBL
(10,2),(10,17),0.0157346 # DEPENDENCYPART_SIBL
(10,2),(10,19),-0.0140048 # DEPENDENCYPART_SIBL
(10,2),(10,20),-0.01269 # DEPENDENCYPART_SIBL
(10,2),(10,22),0.00236633 # DEPENDENCYPART_SIBL
(10,2),(10,23),0.0157346 # DEPENDENCYPART_SIBL
(10,2),(10,24),-0.0288247 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.320999 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.0036643 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.364624 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.491972 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.019171 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.130874 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0336482 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0103804 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.0575938 # DEPENDENCYPART_SIBL
(10,3),(10,15),0.061976 # DEPENDENCYPART_SIBL
(10,3),(10,16),0.117439 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.0277168 # DEPENDENCYPART_SIBL
(10,3),(10,19),0.0271661 # DEPENDENCYPART_SIBL
(10,3),(10,20),0.116118 # DEPENDENCYPART_SIBL
(10,3),(10,22),-0.0514314 # DEPENDENCYPART_SIBL
(10,3),(10,23),-0.0277168 # DEPENDENCYPART_SIBL
(10,3),(10,24),-0.316267 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.0403499 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.162667 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.00905145 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.0692901 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.0626014 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.0293542 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.0307119 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0185576 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.0935139 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0718839 # DEPENDENCYPART_SIBL
(10,4),(10,17),0.024031 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.0183326 # DEPENDENCYPART_SIBL
(10,4),(10,20),-0.0381518 # DEPENDENCYPART_SIBL
(10,4),(10,22),0.0269016 # DEPENDENCYPART_SIBL
(10,4),(10,23),0.024031 # DEPENDENCYPART_SIBL
(10,4),(10,24),0.0502699 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.364624 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.491972 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.019171 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.130874 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0336482 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0103804 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.0575938 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.061976 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.117439 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.0277168 # DEPENDENCYPART_SIBL
(10,5),(10,19),0.0271661 # DEPENDENCYPART_SIBL
(10,5),(10,20),0.116118 # DEPENDENCYPART_SIBL
(10,5),(10,22),-0.0514314 # DEPENDENCYPART_SIBL
(10,5),(10,23),-0.0277168 # DEPENDENCYPART_SIBL
(10,5),(10,24),-0.316267 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.286531 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.122554 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0562167 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0346889 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.114729 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0492248 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.162091 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.123379 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0107421 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.0786449 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.117363 # DEPENDENCYPART_SIBL
(10,7),(10,22),-0.0360646 # DEPENDENCYPART_SIBL
(10,7),(10,23),-0.0107421 # DEPENDENCYPART_SIBL
(10,7),(10,24),0.0177005 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.220382 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0555341 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.00679986 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.000448858 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0163306 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.084481 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0351156 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0298332 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.0268422 # DEPENDENCYPART_SIBL
(10,8),(10,20),-0.0246855 # DEPENDENCYPART_SIBL
(10,8),(10,22),-0.00898597 # DEPENDENCYPART_SIBL
(10,8),(10,23),-0.0298332 # DEPENDENCYPART_SIBL
(10,8),(10,24),-0.259054 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.289045 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.1756 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0403131 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.00959393 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.111994 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.011569 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.185197 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.231924 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.0257122 # DEPENDENCYPART_SIBL
(10,9),(10,22),0.177089 # DEPENDENCYPART_SIBL
(10,9),(10,23),0.185197 # DEPENDENCYPART_SIBL
(10,9),(10,24),0.0530193 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.00714298 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0360629 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0516718 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0496 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0656487 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.0284818 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0334934 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.0564839 # DEPENDENCYPART_SIBL
(10,11),(10,22),0.0178125 # DEPENDENCYPART_SIBL
(10,11),(10,23),0.0284818 # DEPENDENCYPART_SIBL
(10,11),(10,24),0.0196149 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.00404854 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.00976892 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.0168452 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0151023 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.0144863 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.00230122 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.00460354 # DEPENDENCYPART_SIBL
(10,12),(10,22),-0.00918047 # DEPENDENCYPART_SIBL
(10,12),(10,23),0.0144863 # DEPENDENCYPART_SIBL
(10,12),(10,24),-0.033395 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.00449799 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.043076 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.00792604 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0300184 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.0753551 # DEPENDENCYPART_SIBL
(10,13),(10,20),0.00623989 # DEPENDENCYPART_SIBL
(10,13),(10,22),0.0355108 # DEPENDENCYPART_SIBL
(10,13),(10,23),-0.0300184 # DEPENDENCYPART_SIBL
(10,13),(10,24),-0.0572053 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0277321 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0651483 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0414789 # DEPENDENCYPART_SIBL
(10,14),(10,19),0.0576518 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.0456899 # DEPENDENCYPART_SIBL
(10,14),(10,22),0.0258915 # DEPENDENCYPART_SIBL
(10,14),(10,23),-0.0414789 # DEPENDENCYPART_SIBL
(10,14),(10,24),0.0688566 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.116514 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.054985 # DEPENDENCYPART_SIBL
(10,15),(10,19),0.00526919 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.0889018 # DEPENDENCYPART_SIBL
(10,15),(10,22),0.00559785 # DEPENDENCYPART_SIBL
(10,15),(10,23),0.054985 # DEPENDENCYPART_SIBL
(10,15),(10,24),0.0146875 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.0626942 # DEPENDENCYPART_SIBL
(10,16),(10,19),0.0209992 # DEPENDENCYPART_SIBL
(10,16),(10,20),-0.0590858 # DEPENDENCYPART_SIBL
(10,16),(10,22),0.0489761 # DEPENDENCYPART_SIBL
(10,16),(10,23),0.0626942 # DEPENDENCYPART_SIBL
(10,16),(10,24),0.0268423 # DEPENDENCYPART_SIBL
(10,17),(10,19),0.185948 # DEPENDENCYPART_SIBL
(10,17),(10,20),0.0139513 # DEPENDENCYPART_SIBL
(10,17),(10,22),0.0583546 # DEPENDENCYPART_SIBL
(10,17),(10,23),-0.149561 # DEPENDENCYPART_SIBL
(10,17),(10,24),-0.0313149 # DEPENDENCYPART_SIBL
(10,19),(10,20),-0.0140334 # DEPENDENCYPART_SIBL
(10,19),(10,22),0.00971443 # DEPENDENCYPART_SIBL
(10,19),(10,23),0.0161176 # DEPENDENCYPART_SIBL
(10,19),(10,24),0.0271316 # DEPENDENCYPART_SIBL
(10,20),(10,22),0.04049 # DEPENDENCYPART_SIBL
(10,20),(10,23),0.060611 # DEPENDENCYPART_SIBL
(10,20),(10,24),0.0360047 # DEPENDENCYPART_SIBL
(10,22),(10,23),0.034159 # DEPENDENCYPART_SIBL
(10,22),(10,24),-0.011515 # DEPENDENCYPART_SIBL
(10,23),(10,24),-0.0313149 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.352891 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.280502 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.340055 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.0816589 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0349766 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.00949939 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.00264924 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.0286869 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.0464475 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.250924 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.325521 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0990643 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.051675 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.029593 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.00324193 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.0405318 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.0777671 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.236903 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0588193 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.00750211 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0407084 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0291616 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.0389008 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.164021 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0086258 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0333178 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.00481719 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0179734 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0361218 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.0859559 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.442877 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.332261 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.502362 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.506398 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0705206 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.108308 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.184663 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.187325 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.111314 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.204571 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.214614 # DEPENDENCYPART_SIBL
(11,14),(11,19),0.0828281 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.331341 # DEPENDENCYPART_SIBL
(11,15),(11,19),0.0371094 # DEPENDENCYPART_SIBL
(11,16),(11,19),0.0774442 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.166088 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.0123702 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.0552261 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.0188659 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.013529 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.0841092 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.0618422 # DEPENDENCYPART_SIBL
(12,4),(12,17),0.0764057 # DEPENDENCYPART_SIBL
(12,4),(12,19),-0.00536 # DEPENDENCYPART_SIBL
(12,4),(12,20),-0.0281181 # DEPENDENCYPART_SIBL
(12,4),(12,22),0.058361 # DEPENDENCYPART_SIBL
(12,4),(12,23),0.0764057 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.284517 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.126142 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.109822 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0515578 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.159301 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.119952 # DEPENDENCYPART_SIBL
(12,7),(12,17),0.0354459 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.0760677 # DEPENDENCYPART_SIBL
(12,7),(12,20),-0.113944 # DEPENDENCYPART_SIBL
(12,7),(12,22),-0.0162159 # DEPENDENCYPART_SIBL
(12,7),(12,23),0.0354459 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.209238 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.00408924 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.00732714 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0885976 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0385953 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.00830527 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.0313295 # DEPENDENCYPART_SIBL
(12,8),(12,20),-0.0281743 # DEPENDENCYPART_SIBL
(12,8),(12,22),0.00300317 # DEPENDENCYPART_SIBL
(12,8),(12,23),0.00830527 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0948591 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0485812 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0691688 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.0556642 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.295492 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.271631 # DEPENDENCYPART_SIBL
(12,9),(12,20),0.0697956 # DEPENDENCYPART_SIBL
(12,9),(12,22),0.252348 # DEPENDENCYPART_SIBL
(12,9),(12,23),0.295492 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.016141 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.0821758 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.0476186 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0243334 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.117282 # DEPENDENCYPART_SIBL
(12,13),(12,20),0.0458948 # DEPENDENCYPART_SIBL
(12,13),(12,22),0.080587 # DEPENDENCYPART_SIBL
(12,13),(12,23),-0.0243334 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.011348 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0484661 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0442095 # DEPENDENCYPART_SIBL
(12,14),(12,19),0.0241277 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.0290365 # DEPENDENCYPART_SIBL
(12,14),(12,22),0.0448896 # DEPENDENCYPART_SIBL
(12,14),(12,23),-0.0442095 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.10551 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.0440939 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.0345381 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.0779264 # DEPENDENCYPART_SIBL
(12,15),(12,22),0.0174217 # DEPENDENCYPART_SIBL
(12,15),(12,23),0.0440939 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.0517937 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.0188164 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.0481208 # DEPENDENCYPART_SIBL
