# _root_ Mentrestant , a l' interior del que ha de ser el pou d' extracció més modern amb què compta Iberpotash , tot està a punt per a rebre la maquinària de tecnologia alemanya .
#goldHeads=23,3,23,5,3,5,10,10,10,6,12,10,12,13,16,12,19,17,12,19,3,23,0,23,24,23,26,27,30,28,30,31,32,23,
#predictedHeads=23,1,23,5,3,5,10,10,10,6,12,10,12,13,16,12,19,17,0,19,23,23,0,23,24,23,26,27,30,28,30,31,32,23,
(19,2),(19,7),0.214745 # DEPENDENCYPART_SIBL
(19,2),(19,8),0.271901 # DEPENDENCYPART_SIBL
(19,2),(19,9),0.0222101 # DEPENDENCYPART_SIBL
(19,2),(19,10),0.163795 # DEPENDENCYPART_SIBL
(19,2),(19,11),-0.066333 # DEPENDENCYPART_SIBL
(19,2),(19,12),0.0426254 # DEPENDENCYPART_SIBL
(19,2),(19,13),0.0405934 # DEPENDENCYPART_SIBL
(19,2),(19,14),0.0427209 # DEPENDENCYPART_SIBL
(19,2),(19,15),-0.0929916 # DEPENDENCYPART_SIBL
(19,2),(19,16),0.033196 # DEPENDENCYPART_SIBL
(19,2),(19,17),0.0889306 # DEPENDENCYPART_SIBL
(19,2),(19,18),-0.0475842 # DEPENDENCYPART_SIBL
(19,2),(19,20),-0.0187846 # DEPENDENCYPART_SIBL
(19,2),(19,21),0.197632 # DEPENDENCYPART_SIBL
(19,2),(19,22),-0.0232525 # DEPENDENCYPART_SIBL
(19,2),(19,23),-0.0378594 # DEPENDENCYPART_SIBL
(19,2),(19,24),0.0306237 # DEPENDENCYPART_SIBL
(19,2),(19,26),0.00565342 # DEPENDENCYPART_SIBL
(19,2),(19,27),0.0306237 # DEPENDENCYPART_SIBL
(19,2),(19,28),0.0130996 # DEPENDENCYPART_SIBL
(19,2),(19,30),-0.0323616 # DEPENDENCYPART_SIBL
(19,2),(19,33),-0.00542445 # DEPENDENCYPART_SIBL
(19,2),(19,34),-0.493256 # DEPENDENCYPART_SIBL
(19,3),(19,5),0.0288945 # DEPENDENCYPART_SIBL
(19,3),(19,6),-0.0693807 # DEPENDENCYPART_SIBL
(19,3),(19,7),-0.396292 # DEPENDENCYPART_SIBL
(19,3),(19,8),0.143126 # DEPENDENCYPART_SIBL
(19,3),(19,9),-0.0333107 # DEPENDENCYPART_SIBL
(19,3),(19,10),0.0551774 # DEPENDENCYPART_SIBL
(19,3),(19,11),-0.143409 # DEPENDENCYPART_SIBL
(19,3),(19,12),0.0305416 # DEPENDENCYPART_SIBL
(19,3),(19,13),0.0559715 # DEPENDENCYPART_SIBL
(19,3),(19,14),0.0306357 # DEPENDENCYPART_SIBL
(19,3),(19,15),-0.0867109 # DEPENDENCYPART_SIBL
(19,3),(19,16),-0.00691997 # DEPENDENCYPART_SIBL
(19,3),(19,17),-0.0493986 # DEPENDENCYPART_SIBL
(19,3),(19,18),-0.0648367 # DEPENDENCYPART_SIBL
(19,3),(19,20),-0.0317497 # DEPENDENCYPART_SIBL
(19,3),(19,21),-0.0341345 # DEPENDENCYPART_SIBL
(19,3),(19,22),-0.0170746 # DEPENDENCYPART_SIBL
(19,3),(19,23),-0.0251114 # DEPENDENCYPART_SIBL
(19,3),(19,24),-0.02283 # DEPENDENCYPART_SIBL
(19,3),(19,26),-0.028069 # DEPENDENCYPART_SIBL
(19,3),(19,27),-0.02283 # DEPENDENCYPART_SIBL
(19,3),(19,28),0.0310604 # DEPENDENCYPART_SIBL
(19,3),(19,30),-0.0586444 # DEPENDENCYPART_SIBL
(19,3),(19,33),-0.0290192 # DEPENDENCYPART_SIBL
(19,3),(19,34),-0.00819973 # DEPENDENCYPART_SIBL
(19,5),(19,6),-0.161222 # DEPENDENCYPART_SIBL
(19,5),(19,7),-0.702525 # DEPENDENCYPART_SIBL
(19,5),(19,8),0.118948 # DEPENDENCYPART_SIBL
(19,5),(19,9),-0.0201327 # DEPENDENCYPART_SIBL
(19,5),(19,10),-0.00459511 # DEPENDENCYPART_SIBL
(19,5),(19,11),-0.185602 # DEPENDENCYPART_SIBL
(19,5),(19,12),-0.751767 # DEPENDENCYPART_SIBL
(19,5),(19,13),-0.0125756 # DEPENDENCYPART_SIBL
(19,5),(19,14),-0.751671 # DEPENDENCYPART_SIBL
(19,5),(19,15),-0.0556417 # DEPENDENCYPART_SIBL
(19,5),(19,16),-0.18876 # DEPENDENCYPART_SIBL
(19,5),(19,17),-0.137884 # DEPENDENCYPART_SIBL
(19,5),(19,18),-0.185142 # DEPENDENCYPART_SIBL
(19,5),(19,20),-0.0562657 # DEPENDENCYPART_SIBL
(19,5),(19,21),-0.0614944 # DEPENDENCYPART_SIBL
(19,5),(19,22),-0.0416271 # DEPENDENCYPART_SIBL
(19,5),(19,23),-0.000725126 # DEPENDENCYPART_SIBL
(19,5),(19,24),0.00468365 # DEPENDENCYPART_SIBL
(19,5),(19,26),0.0147986 # DEPENDENCYPART_SIBL
(19,5),(19,27),0.00468365 # DEPENDENCYPART_SIBL
(19,5),(19,28),0.0124136 # DEPENDENCYPART_SIBL
(19,5),(19,30),-0.0772748 # DEPENDENCYPART_SIBL
(19,5),(19,33),-0.00486013 # DEPENDENCYPART_SIBL
(19,5),(19,34),-0.0136197 # DEPENDENCYPART_SIBL
(19,6),(19,7),-0.475931 # DEPENDENCYPART_SIBL
(19,6),(19,8),-0.0137576 # DEPENDENCYPART_SIBL
(19,6),(19,9),-0.0976173 # DEPENDENCYPART_SIBL
(19,6),(19,10),-0.0844349 # DEPENDENCYPART_SIBL
(19,6),(19,11),-0.166949 # DEPENDENCYPART_SIBL
(19,6),(19,12),-0.0625488 # DEPENDENCYPART_SIBL
(19,6),(19,13),-0.0973318 # DEPENDENCYPART_SIBL
(19,6),(19,14),-0.0624547 # DEPENDENCYPART_SIBL
(19,6),(19,15),-0.161326 # DEPENDENCYPART_SIBL
(19,6),(19,16),-0.100203 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.157345 # DEPENDENCYPART_SIBL
(19,6),(19,18),-0.16078 # DEPENDENCYPART_SIBL
(19,6),(19,20),-0.14991 # DEPENDENCYPART_SIBL
(19,6),(19,21),-0.0938978 # DEPENDENCYPART_SIBL
(19,6),(19,22),-0.0658686 # DEPENDENCYPART_SIBL
(19,6),(19,23),-0.0671486 # DEPENDENCYPART_SIBL
(19,6),(19,24),0.0117754 # DEPENDENCYPART_SIBL
(19,6),(19,26),-0.05043 # DEPENDENCYPART_SIBL
(19,6),(19,27),0.0117754 # DEPENDENCYPART_SIBL
(19,6),(19,28),-0.0150049 # DEPENDENCYPART_SIBL
(19,6),(19,30),-0.176798 # DEPENDENCYPART_SIBL
(19,6),(19,33),-0.0375075 # DEPENDENCYPART_SIBL
(19,6),(19,34),-0.0634817 # DEPENDENCYPART_SIBL
(19,7),(19,8),0.380446 # DEPENDENCYPART_SIBL
(19,7),(19,9),0.489149 # DEPENDENCYPART_SIBL
(19,7),(19,10),0.341982 # DEPENDENCYPART_SIBL
(19,7),(19,11),-0.00955098 # DEPENDENCYPART_SIBL
(19,7),(19,12),0.0370641 # DEPENDENCYPART_SIBL
(19,7),(19,13),0.481932 # DEPENDENCYPART_SIBL
(19,7),(19,14),0.0371894 # DEPENDENCYPART_SIBL
(19,7),(19,15),0.153505 # DEPENDENCYPART_SIBL
(19,7),(19,16),0.0964072 # DEPENDENCYPART_SIBL
(19,7),(19,17),0.28681 # DEPENDENCYPART_SIBL
(19,7),(19,18),-0.075601 # DEPENDENCYPART_SIBL
(19,7),(19,20),-0.0253623 # DEPENDENCYPART_SIBL
(19,7),(19,21),-0.0497634 # DEPENDENCYPART_SIBL
(19,7),(19,22),0.0117909 # DEPENDENCYPART_SIBL
(19,7),(19,23),0.0659548 # DEPENDENCYPART_SIBL
(19,7),(19,24),0.133419 # DEPENDENCYPART_SIBL
(19,7),(19,26),0.124175 # DEPENDENCYPART_SIBL
(19,7),(19,27),0.133419 # DEPENDENCYPART_SIBL
(19,7),(19,28),0.0997364 # DEPENDENCYPART_SIBL
(19,7),(19,30),-0.0545056 # DEPENDENCYPART_SIBL
(19,7),(19,33),0.00960727 # DEPENDENCYPART_SIBL
(19,7),(19,34),-0.485609 # DEPENDENCYPART_SIBL
(19,8),(19,9),0.455284 # DEPENDENCYPART_SIBL
(19,8),(19,10),0.0643966 # DEPENDENCYPART_SIBL
(19,8),(19,11),-0.0800263 # DEPENDENCYPART_SIBL
(19,8),(19,12),-0.0381154 # DEPENDENCYPART_SIBL
(19,8),(19,13),0.370442 # DEPENDENCYPART_SIBL
(19,8),(19,14),-0.0379302 # DEPENDENCYPART_SIBL
(19,8),(19,15),-0.0537596 # DEPENDENCYPART_SIBL
(19,8),(19,16),-0.0446812 # DEPENDENCYPART_SIBL
(19,8),(19,17),-0.0186208 # DEPENDENCYPART_SIBL
(19,8),(19,18),-0.136195 # DEPENDENCYPART_SIBL
(19,8),(19,20),0.0461207 # DEPENDENCYPART_SIBL
(19,8),(19,21),0.0453029 # DEPENDENCYPART_SIBL
(19,8),(19,22),7.81968e-05 # DEPENDENCYPART_SIBL
(19,8),(19,23),0.0621719 # DEPENDENCYPART_SIBL
(19,8),(19,24),0.0405079 # DEPENDENCYPART_SIBL
(19,8),(19,26),0.0124497 # DEPENDENCYPART_SIBL
(19,8),(19,27),0.0405079 # DEPENDENCYPART_SIBL
(19,8),(19,28),0.0734795 # DEPENDENCYPART_SIBL
(19,8),(19,30),0.027296 # DEPENDENCYPART_SIBL
(19,8),(19,33),-0.0272784 # DEPENDENCYPART_SIBL
(19,8),(19,34),0.249301 # DEPENDENCYPART_SIBL
(19,9),(19,10),0.0716435 # DEPENDENCYPART_SIBL
(19,9),(19,11),-0.154215 # DEPENDENCYPART_SIBL
(19,9),(19,12),-0.0167345 # DEPENDENCYPART_SIBL
(19,9),(19,13),-0.0585414 # DEPENDENCYPART_SIBL
(19,9),(19,14),-0.0166404 # DEPENDENCYPART_SIBL
(19,9),(19,15),-0.197723 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.0677131 # DEPENDENCYPART_SIBL
(19,9),(19,17),-0.124487 # DEPENDENCYPART_SIBL
(19,9),(19,18),-0.179361 # DEPENDENCYPART_SIBL
(19,9),(19,20),-0.0895525 # DEPENDENCYPART_SIBL
(19,9),(19,21),-0.0254321 # DEPENDENCYPART_SIBL
(19,9),(19,22),0.0268116 # DEPENDENCYPART_SIBL
(19,9),(19,23),-0.0388388 # DEPENDENCYPART_SIBL
(19,9),(19,24),0.0273679 # DEPENDENCYPART_SIBL
(19,9),(19,26),0.00947421 # DEPENDENCYPART_SIBL
(19,9),(19,27),0.0273679 # DEPENDENCYPART_SIBL
(19,9),(19,28),0.0203927 # DEPENDENCYPART_SIBL
(19,9),(19,30),-0.116458 # DEPENDENCYPART_SIBL
(19,9),(19,33),-0.0607031 # DEPENDENCYPART_SIBL
(19,9),(19,34),-0.00455551 # DEPENDENCYPART_SIBL
(19,10),(19,11),-0.105113 # DEPENDENCYPART_SIBL
(19,10),(19,12),-0.0425734 # DEPENDENCYPART_SIBL
(19,10),(19,13),0.0702668 # DEPENDENCYPART_SIBL
(19,10),(19,14),-0.0423882 # DEPENDENCYPART_SIBL
(19,10),(19,15),-0.0276743 # DEPENDENCYPART_SIBL
(19,10),(19,16),-0.078003 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.207929 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.110074 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.0626515 # DEPENDENCYPART_SIBL
(19,10),(19,21),-0.0508958 # DEPENDENCYPART_SIBL
(19,10),(19,22),-0.0126556 # DEPENDENCYPART_SIBL
(19,10),(19,23),0.0407788 # DEPENDENCYPART_SIBL
(19,10),(19,24),0.168959 # DEPENDENCYPART_SIBL
(19,10),(19,26),0.211573 # DEPENDENCYPART_SIBL
(19,10),(19,27),0.168959 # DEPENDENCYPART_SIBL
(19,10),(19,28),0.0494307 # DEPENDENCYPART_SIBL
(19,10),(19,30),-0.0803584 # DEPENDENCYPART_SIBL
(19,10),(19,33),0.0217075 # DEPENDENCYPART_SIBL
(19,10),(19,34),-0.0197444 # DEPENDENCYPART_SIBL
(19,11),(19,12),-0.0148845 # DEPENDENCYPART_SIBL
(19,11),(19,13),0.0732891 # DEPENDENCYPART_SIBL
(19,11),(19,14),-0.0147827 # DEPENDENCYPART_SIBL
(19,11),(19,15),0.0983381 # DEPENDENCYPART_SIBL
(19,11),(19,16),0.021759 # DEPENDENCYPART_SIBL
(19,11),(19,17),0.0110425 # DEPENDENCYPART_SIBL
(19,11),(19,18),0.276391 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.012624 # DEPENDENCYPART_SIBL
(19,11),(19,21),-0.0295066 # DEPENDENCYPART_SIBL
(19,11),(19,22),0.0155651 # DEPENDENCYPART_SIBL
(19,11),(19,23),-0.0468904 # DEPENDENCYPART_SIBL
(19,11),(19,24),0.0755478 # DEPENDENCYPART_SIBL
(19,11),(19,26),0.0417921 # DEPENDENCYPART_SIBL
(19,11),(19,27),0.0755478 # DEPENDENCYPART_SIBL
(19,11),(19,28),-0.0174411 # DEPENDENCYPART_SIBL
(19,11),(19,30),-0.0197078 # DEPENDENCYPART_SIBL
(19,11),(19,33),0.0569939 # DEPENDENCYPART_SIBL
(19,11),(19,34),-0.100228 # DEPENDENCYPART_SIBL
(19,12),(19,13),-0.0116162 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.75071 # DEPENDENCYPART_SIBL
(19,12),(19,15),-0.0540125 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.187798 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.136928 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.182831 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.0574736 # DEPENDENCYPART_SIBL
(19,12),(19,21),-0.0594971 # DEPENDENCYPART_SIBL
(19,12),(19,22),-0.0428352 # DEPENDENCYPART_SIBL
(19,12),(19,23),-0.00387231 # DEPENDENCYPART_SIBL
(19,12),(19,24),0.00157951 # DEPENDENCYPART_SIBL
(19,12),(19,26),0.0117443 # DEPENDENCYPART_SIBL
(19,12),(19,27),0.00157951 # DEPENDENCYPART_SIBL
(19,12),(19,28),0.00926987 # DEPENDENCYPART_SIBL
(19,12),(19,30),-0.0784827 # DEPENDENCYPART_SIBL
(19,12),(19,33),-0.00732273 # DEPENDENCYPART_SIBL
(19,12),(19,34),-0.00937846 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.0100737 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.196551 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.0743891 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.0934743 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.171594 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.0107355 # DEPENDENCYPART_SIBL
(19,13),(19,21),-0.0166703 # DEPENDENCYPART_SIBL
(19,13),(19,22),0.0344785 # DEPENDENCYPART_SIBL
(19,13),(19,23),-0.010825 # DEPENDENCYPART_SIBL
(19,13),(19,24),-0.0469526 # DEPENDENCYPART_SIBL
(19,13),(19,26),-0.0558604 # DEPENDENCYPART_SIBL
(19,13),(19,27),-0.0469526 # DEPENDENCYPART_SIBL
(19,13),(19,28),0.0412246 # DEPENDENCYPART_SIBL
(19,13),(19,30),-0.0383855 # DEPENDENCYPART_SIBL
(19,13),(19,33),-0.0174628 # DEPENDENCYPART_SIBL
(19,13),(19,34),0.00127993 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.0539924 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.187845 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.136515 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.1838 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.0531175 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.0558173 # DEPENDENCYPART_SIBL
(19,14),(19,22),-0.0382682 # DEPENDENCYPART_SIBL
(19,14),(19,23),0.00480259 # DEPENDENCYPART_SIBL
(19,14),(19,24),0.0089337 # DEPENDENCYPART_SIBL
(19,14),(19,26),0.0190606 # DEPENDENCYPART_SIBL
(19,14),(19,27),0.0089337 # DEPENDENCYPART_SIBL
(19,14),(19,28),0.0179428 # DEPENDENCYPART_SIBL
(19,14),(19,30),-0.0741266 # DEPENDENCYPART_SIBL
(19,14),(19,33),-0.00151667 # DEPENDENCYPART_SIBL
(19,14),(19,34),-0.00658743 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.0845476 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.022784 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.133142 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.241367 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.167361 # DEPENDENCYPART_SIBL
(19,15),(19,22),-0.0833336 # DEPENDENCYPART_SIBL
(19,15),(19,23),-0.078755 # DEPENDENCYPART_SIBL
(19,15),(19,24),-0.0747703 # DEPENDENCYPART_SIBL
(19,15),(19,26),-0.0225057 # DEPENDENCYPART_SIBL
(19,15),(19,27),-0.0747703 # DEPENDENCYPART_SIBL
(19,15),(19,28),-0.0741008 # DEPENDENCYPART_SIBL
(19,15),(19,30),-0.262577 # DEPENDENCYPART_SIBL
(19,15),(19,33),-0.015532 # DEPENDENCYPART_SIBL
(19,15),(19,34),-0.127307 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0783891 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.0323675 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0626636 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.0420172 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.0602448 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.00680122 # DEPENDENCYPART_SIBL
(19,16),(19,24),-0.0328981 # DEPENDENCYPART_SIBL
(19,16),(19,26),-0.0308307 # DEPENDENCYPART_SIBL
(19,16),(19,27),-0.0328981 # DEPENDENCYPART_SIBL
(19,16),(19,28),0.018373 # DEPENDENCYPART_SIBL
(19,16),(19,30),-0.0793579 # DEPENDENCYPART_SIBL
(19,16),(19,33),-0.0434702 # DEPENDENCYPART_SIBL
(19,16),(19,34),-0.0349344 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.0692948 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.0292342 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0759668 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.00299053 # DEPENDENCYPART_SIBL
(19,17),(19,23),0.00187088 # DEPENDENCYPART_SIBL
(19,17),(19,24),0.036405 # DEPENDENCYPART_SIBL
(19,17),(19,26),-0.0267959 # DEPENDENCYPART_SIBL
(19,17),(19,27),0.036405 # DEPENDENCYPART_SIBL
(19,17),(19,28),0.0547232 # DEPENDENCYPART_SIBL
(19,17),(19,30),-0.00720916 # DEPENDENCYPART_SIBL
(19,17),(19,33),-0.0138119 # DEPENDENCYPART_SIBL
(19,17),(19,34),-0.00784425 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.169023 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.066881 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.0102763 # DEPENDENCYPART_SIBL
(19,18),(19,23),0.02342 # DEPENDENCYPART_SIBL
(19,18),(19,24),0.027287 # DEPENDENCYPART_SIBL
(19,18),(19,26),-0.0369525 # DEPENDENCYPART_SIBL
(19,18),(19,27),0.027287 # DEPENDENCYPART_SIBL
(19,18),(19,28),0.0829763 # DEPENDENCYPART_SIBL
(19,18),(19,30),-0.188615 # DEPENDENCYPART_SIBL
(19,18),(19,33),-0.0719839 # DEPENDENCYPART_SIBL
(19,18),(19,34),-0.0783329 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0433612 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.140227 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.00335671 # DEPENDENCYPART_SIBL
(19,20),(19,24),0.0106961 # DEPENDENCYPART_SIBL
(19,20),(19,26),-0.00962248 # DEPENDENCYPART_SIBL
(19,20),(19,27),0.0106961 # DEPENDENCYPART_SIBL
(19,20),(19,28),-0.00982908 # DEPENDENCYPART_SIBL
(19,20),(19,30),-0.248928 # DEPENDENCYPART_SIBL
(19,20),(19,33),-0.029427 # DEPENDENCYPART_SIBL
(19,20),(19,34),-0.0391611 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.017655 # DEPENDENCYPART_SIBL
(19,21),(19,23),0.0835952 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.224509 # DEPENDENCYPART_SIBL
(19,21),(19,26),-0.257158 # DEPENDENCYPART_SIBL
(19,21),(19,27),-0.224509 # DEPENDENCYPART_SIBL
(19,21),(19,28),0.0411829 # DEPENDENCYPART_SIBL
(19,21),(19,30),-0.0310399 # DEPENDENCYPART_SIBL
(19,21),(19,33),0.0310531 # DEPENDENCYPART_SIBL
(19,21),(19,34),-0.0785488 # DEPENDENCYPART_SIBL
(19,22),(19,23),0.0328262 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.00471682 # DEPENDENCYPART_SIBL
(19,22),(19,26),0.0263288 # DEPENDENCYPART_SIBL
(19,22),(19,27),-0.00471682 # DEPENDENCYPART_SIBL
(19,22),(19,28),0.00125376 # DEPENDENCYPART_SIBL
(19,22),(19,30),-0.0167345 # DEPENDENCYPART_SIBL
(19,22),(19,33),0.0613439 # DEPENDENCYPART_SIBL
(19,22),(19,34),-0.0433018 # DEPENDENCYPART_SIBL
(19,23),(19,24),-0.0672675 # DEPENDENCYPART_SIBL
(19,23),(19,26),-0.0367673 # DEPENDENCYPART_SIBL
(19,23),(19,27),-0.0672675 # DEPENDENCYPART_SIBL
(19,23),(19,28),-0.0416773 # DEPENDENCYPART_SIBL
(19,23),(19,30),-0.00635868 # DEPENDENCYPART_SIBL
(19,23),(19,33),-0.02854 # DEPENDENCYPART_SIBL
(19,23),(19,34),-0.0366904 # DEPENDENCYPART_SIBL
(19,24),(19,26),-0.0213877 # DEPENDENCYPART_SIBL
(19,24),(19,27),-0.0767929 # DEPENDENCYPART_SIBL
(19,24),(19,28),0.0320094 # DEPENDENCYPART_SIBL
(19,24),(19,30),0.00311272 # DEPENDENCYPART_SIBL
(19,24),(19,33),0.0849526 # DEPENDENCYPART_SIBL
(19,24),(19,34),0.0240762 # DEPENDENCYPART_SIBL
(19,26),(19,27),-0.235441 # DEPENDENCYPART_SIBL
(19,26),(19,28),0.030882 # DEPENDENCYPART_SIBL
(19,26),(19,30),-0.0171312 # DEPENDENCYPART_SIBL
(19,26),(19,33),-0.019558 # DEPENDENCYPART_SIBL
(19,26),(19,34),0.00779196 # DEPENDENCYPART_SIBL
(19,27),(19,28),0.0320094 # DEPENDENCYPART_SIBL
(19,27),(19,30),0.00311272 # DEPENDENCYPART_SIBL
(19,27),(19,33),0.0849526 # DEPENDENCYPART_SIBL
(19,27),(19,34),0.0240762 # DEPENDENCYPART_SIBL
(19,28),(19,30),0.000447899 # DEPENDENCYPART_SIBL
(19,28),(19,33),-0.023393 # DEPENDENCYPART_SIBL
(19,28),(19,34),-0.0331869 # DEPENDENCYPART_SIBL
(19,30),(19,33),-0.027721 # DEPENDENCYPART_SIBL
(19,30),(19,34),-0.0429472 # DEPENDENCYPART_SIBL
(19,33),(19,34),0.0226635 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0245509 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.00247596 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.0468451 # DEPENDENCYPART_SIBL
(20,18),(20,24),-0.0752442 # DEPENDENCYPART_SIBL
(20,18),(20,26),-0.10578 # DEPENDENCYPART_SIBL
(20,18),(20,28),-0.00229798 # DEPENDENCYPART_SIBL
(20,18),(20,30),-0.0975031 # DEPENDENCYPART_SIBL
(20,18),(20,33),-0.0987184 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.103229 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.0732533 # DEPENDENCYPART_SIBL
(20,21),(20,24),0.0337851 # DEPENDENCYPART_SIBL
(20,21),(20,26),-0.0244308 # DEPENDENCYPART_SIBL
(20,21),(20,28),-0.0539227 # DEPENDENCYPART_SIBL
(20,21),(20,30),0.384684 # DEPENDENCYPART_SIBL
(20,21),(20,33),0.0929661 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.0152405 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.016543 # DEPENDENCYPART_SIBL
(20,22),(20,26),0.0121244 # DEPENDENCYPART_SIBL
(20,22),(20,28),-0.00718758 # DEPENDENCYPART_SIBL
(20,22),(20,30),-0.0163171 # DEPENDENCYPART_SIBL
(20,22),(20,33),0.0418308 # DEPENDENCYPART_SIBL
(20,23),(20,24),0.0379381 # DEPENDENCYPART_SIBL
(20,23),(20,26),0.103376 # DEPENDENCYPART_SIBL
(20,23),(20,28),-0.0576556 # DEPENDENCYPART_SIBL
(20,23),(20,30),0.0182202 # DEPENDENCYPART_SIBL
(20,23),(20,33),0.0267552 # DEPENDENCYPART_SIBL
(20,24),(20,26),0.153724 # DEPENDENCYPART_SIBL
(20,24),(20,28),0.029397 # DEPENDENCYPART_SIBL
(20,24),(20,30),0.0700663 # DEPENDENCYPART_SIBL
(20,24),(20,33),0.0793988 # DEPENDENCYPART_SIBL
(20,26),(20,28),0.0558355 # DEPENDENCYPART_SIBL
(20,26),(20,30),0.0388746 # DEPENDENCYPART_SIBL
(20,26),(20,33),0.119966 # DEPENDENCYPART_SIBL
(20,28),(20,30),0.0528103 # DEPENDENCYPART_SIBL
(20,28),(20,33),0.047193 # DEPENDENCYPART_SIBL
(20,30),(20,33),0.0831473 # DEPENDENCYPART_SIBL
(22,17),(22,20),0.092457 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.035679 # DEPENDENCYPART_SIBL
(22,17),(22,23),-0.0332261 # DEPENDENCYPART_SIBL
(22,17),(22,24),0.0256086 # DEPENDENCYPART_SIBL
(22,17),(22,26),-0.048241 # DEPENDENCYPART_SIBL
(22,17),(22,27),0.0256086 # DEPENDENCYPART_SIBL
(22,17),(22,30),-0.00891036 # DEPENDENCYPART_SIBL
(22,17),(22,31),-0.0338855 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.00354446 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.0124365 # DEPENDENCYPART_SIBL
(22,20),(22,24),-0.0675435 # DEPENDENCYPART_SIBL
(22,20),(22,26),-0.0551423 # DEPENDENCYPART_SIBL
(22,20),(22,27),-0.0675435 # DEPENDENCYPART_SIBL
(22,20),(22,30),-0.0221556 # DEPENDENCYPART_SIBL
(22,20),(22,31),-0.0629875 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.1035 # DEPENDENCYPART_SIBL
(22,21),(22,24),0.00504396 # DEPENDENCYPART_SIBL
(22,21),(22,26),0.0358444 # DEPENDENCYPART_SIBL
(22,21),(22,27),0.00504396 # DEPENDENCYPART_SIBL
(22,21),(22,30),0.0818661 # DEPENDENCYPART_SIBL
(22,21),(22,31),0.0509573 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.0370843 # DEPENDENCYPART_SIBL
(22,23),(22,26),-0.0367878 # DEPENDENCYPART_SIBL
(22,23),(22,27),-0.0370843 # DEPENDENCYPART_SIBL
(22,23),(22,30),0.00151922 # DEPENDENCYPART_SIBL
(22,23),(22,31),-0.0196402 # DEPENDENCYPART_SIBL
(22,24),(22,26),-0.0110492 # DEPENDENCYPART_SIBL
(22,24),(22,27),-0.0264969 # DEPENDENCYPART_SIBL
(22,24),(22,30),0.0729114 # DEPENDENCYPART_SIBL
