# _root_ Tot_i_que ahir hi va haver una reunió de darrera hora , no es va aconseguir acostar posicions , de_manera_que els treballadors han decidit anar a la vaga .
#goldHeads=5,5,5,5,15,7,5,7,10,8,5,15,15,15,0,15,16,23,23,21,23,23,15,23,24,27,25,15,
#predictedHeads=5,5,5,5,0,7,5,7,10,8,5,15,15,15,5,15,16,23,23,21,23,23,16,23,24,27,25,5,
(15,12),(15,16),0.137171 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.0086149 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.0891954 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.11685 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.0131303 # DEPENDENCYPART_SIBL
(15,12),(15,22),0.0883591 # DEPENDENCYPART_SIBL
(15,12),(15,23),0.183203 # DEPENDENCYPART_SIBL
(15,12),(15,24),0.154531 # DEPENDENCYPART_SIBL
(15,12),(15,25),-0.0770447 # DEPENDENCYPART_SIBL
(15,12),(15,28),0.0186989 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.544438 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0566601 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.273515 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0814296 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.0156042 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.300516 # DEPENDENCYPART_SIBL
(15,13),(15,22),0.0113331 # DEPENDENCYPART_SIBL
(15,13),(15,23),0.0733667 # DEPENDENCYPART_SIBL
(15,13),(15,24),0.131072 # DEPENDENCYPART_SIBL
(15,13),(15,25),0.0454332 # DEPENDENCYPART_SIBL
(15,13),(15,28),0.131457 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.134596 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0638394 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.09016 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.0350232 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.0732556 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.0771189 # DEPENDENCYPART_SIBL
(15,14),(15,23),0.169447 # DEPENDENCYPART_SIBL
(15,14),(15,24),0.162459 # DEPENDENCYPART_SIBL
(15,14),(15,25),-0.0331981 # DEPENDENCYPART_SIBL
(15,14),(15,28),0.321996 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.0297753 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.0452634 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0406227 # DEPENDENCYPART_SIBL
(15,16),(15,21),0.0240487 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.0430899 # DEPENDENCYPART_SIBL
(15,16),(15,23),0.00393525 # DEPENDENCYPART_SIBL
(15,16),(15,24),-0.00501945 # DEPENDENCYPART_SIBL
(15,16),(15,25),-0.0240751 # DEPENDENCYPART_SIBL
(15,16),(15,28),0.0452097 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0427433 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.122459 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.297478 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.0983063 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.0333514 # DEPENDENCYPART_SIBL
(15,17),(15,24),-0.0135963 # DEPENDENCYPART_SIBL
(15,17),(15,25),-0.0377352 # DEPENDENCYPART_SIBL
(15,17),(15,28),-0.0667025 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.059644 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.0348049 # DEPENDENCYPART_SIBL
(15,18),(15,22),0.0266752 # DEPENDENCYPART_SIBL
(15,18),(15,23),0.0971656 # DEPENDENCYPART_SIBL
(15,18),(15,24),0.121253 # DEPENDENCYPART_SIBL
(15,18),(15,25),-0.205305 # DEPENDENCYPART_SIBL
(15,18),(15,28),-0.00418546 # DEPENDENCYPART_SIBL
(15,19),(15,21),0.0252655 # DEPENDENCYPART_SIBL
(15,19),(15,22),0.0834931 # DEPENDENCYPART_SIBL
(15,19),(15,23),0.154482 # DEPENDENCYPART_SIBL
(15,19),(15,24),0.215112 # DEPENDENCYPART_SIBL
(15,19),(15,25),-0.0661035 # DEPENDENCYPART_SIBL
(15,19),(15,28),-0.0410271 # DEPENDENCYPART_SIBL
(15,21),(15,22),-0.128526 # DEPENDENCYPART_SIBL
(15,21),(15,23),-0.0635707 # DEPENDENCYPART_SIBL
(15,21),(15,24),-0.0432039 # DEPENDENCYPART_SIBL
(15,21),(15,25),-0.0567364 # DEPENDENCYPART_SIBL
(15,21),(15,28),-0.113082 # DEPENDENCYPART_SIBL
(15,22),(15,23),-0.0269522 # DEPENDENCYPART_SIBL
(15,22),(15,24),-0.0359067 # DEPENDENCYPART_SIBL
(15,22),(15,25),-0.0576727 # DEPENDENCYPART_SIBL
(15,22),(15,28),-0.0339888 # DEPENDENCYPART_SIBL
(15,23),(15,24),0.00699888 # DEPENDENCYPART_SIBL
(15,23),(15,25),-0.0197383 # DEPENDENCYPART_SIBL
(15,23),(15,28),0.0657363 # DEPENDENCYPART_SIBL
(15,24),(15,25),-0.0507075 # DEPENDENCYPART_SIBL
(15,24),(15,28),0.0767782 # DEPENDENCYPART_SIBL
(15,25),(15,28),0.0180463 # DEPENDENCYPART_SIBL
(16,1),(16,2),0.188021 # DEPENDENCYPART_SIBL
(16,1),(16,3),0.289096 # DEPENDENCYPART_SIBL
(16,1),(16,4),0.0910447 # DEPENDENCYPART_SIBL
(16,1),(16,5),0.0470036 # DEPENDENCYPART_SIBL
(16,1),(16,7),0.202871 # DEPENDENCYPART_SIBL
(16,1),(16,8),-0.0116963 # DEPENDENCYPART_SIBL
(16,1),(16,9),0.0461811 # DEPENDENCYPART_SIBL
(16,1),(16,10),0.206616 # DEPENDENCYPART_SIBL
(16,1),(16,11),-0.320889 # DEPENDENCYPART_SIBL
(16,1),(16,12),0.268229 # DEPENDENCYPART_SIBL
(16,1),(16,13),0.373634 # DEPENDENCYPART_SIBL
(16,1),(16,14),0.0910447 # DEPENDENCYPART_SIBL
(16,1),(16,15),0.0492623 # DEPENDENCYPART_SIBL
(16,1),(16,17),-0.0118809 # DEPENDENCYPART_SIBL
(16,1),(16,18),0.226699 # DEPENDENCYPART_SIBL
(16,1),(16,19),0.00996646 # DEPENDENCYPART_SIBL
(16,1),(16,21),-0.0128671 # DEPENDENCYPART_SIBL
(16,1),(16,22),-0.0124292 # DEPENDENCYPART_SIBL
(16,1),(16,23),0.0509873 # DEPENDENCYPART_SIBL
(16,1),(16,24),0.0491508 # DEPENDENCYPART_SIBL
(16,1),(16,25),0.0225758 # DEPENDENCYPART_SIBL
(16,1),(16,28),-0.150527 # DEPENDENCYPART_SIBL
(16,2),(16,3),0.358976 # DEPENDENCYPART_SIBL
(16,2),(16,4),0.12772 # DEPENDENCYPART_SIBL
(16,2),(16,5),0.112809 # DEPENDENCYPART_SIBL
(16,2),(16,7),0.0666563 # DEPENDENCYPART_SIBL
(16,2),(16,8),0.14339 # DEPENDENCYPART_SIBL
(16,2),(16,9),0.00869712 # DEPENDENCYPART_SIBL
(16,2),(16,10),0.0637961 # DEPENDENCYPART_SIBL
(16,2),(16,11),-0.257754 # DEPENDENCYPART_SIBL
(16,2),(16,12),0.112596 # DEPENDENCYPART_SIBL
(16,2),(16,13),0.242314 # DEPENDENCYPART_SIBL
(16,2),(16,14),0.12772 # DEPENDENCYPART_SIBL
(16,2),(16,15),0.0760029 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.127477 # DEPENDENCYPART_SIBL
(16,2),(16,18),-0.0911789 # DEPENDENCYPART_SIBL
(16,2),(16,19),0.00091689 # DEPENDENCYPART_SIBL
(16,2),(16,21),-0.145296 # DEPENDENCYPART_SIBL
(16,2),(16,22),-0.0243718 # DEPENDENCYPART_SIBL
(16,2),(16,23),0.05909 # DEPENDENCYPART_SIBL
(16,2),(16,24),0.0341298 # DEPENDENCYPART_SIBL
(16,2),(16,25),-0.00713004 # DEPENDENCYPART_SIBL
(16,2),(16,28),-0.0401279 # DEPENDENCYPART_SIBL
(16,3),(16,4),0.311382 # DEPENDENCYPART_SIBL
(16,3),(16,5),0.129946 # DEPENDENCYPART_SIBL
(16,3),(16,7),-0.0562391 # DEPENDENCYPART_SIBL
(16,3),(16,8),0.309724 # DEPENDENCYPART_SIBL
(16,3),(16,9),0.0125094 # DEPENDENCYPART_SIBL
(16,3),(16,10),-0.0574743 # DEPENDENCYPART_SIBL
(16,3),(16,11),-0.341766 # DEPENDENCYPART_SIBL
(16,3),(16,12),0.142094 # DEPENDENCYPART_SIBL
(16,3),(16,13),0.0438825 # DEPENDENCYPART_SIBL
(16,3),(16,14),0.311382 # DEPENDENCYPART_SIBL
(16,3),(16,15),0.0238332 # DEPENDENCYPART_SIBL
(16,3),(16,17),0.0432956 # DEPENDENCYPART_SIBL
(16,3),(16,18),0.0861328 # DEPENDENCYPART_SIBL
(16,3),(16,19),0.00471428 # DEPENDENCYPART_SIBL
(16,3),(16,21),0.0172652 # DEPENDENCYPART_SIBL
(16,3),(16,22),-0.00711227 # DEPENDENCYPART_SIBL
(16,3),(16,23),0.0548483 # DEPENDENCYPART_SIBL
(16,3),(16,24),0.116863 # DEPENDENCYPART_SIBL
(16,3),(16,25),0.0818156 # DEPENDENCYPART_SIBL
(16,3),(16,28),0.132865 # DEPENDENCYPART_SIBL
(16,4),(16,5),0.111438 # DEPENDENCYPART_SIBL
(16,4),(16,7),-1.91371e-05 # DEPENDENCYPART_SIBL
(16,4),(16,8),0.321642 # DEPENDENCYPART_SIBL
(16,4),(16,9),-0.0227532 # DEPENDENCYPART_SIBL
(16,4),(16,10),-0.00120051 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.125189 # DEPENDENCYPART_SIBL
(16,4),(16,12),0.0384417 # DEPENDENCYPART_SIBL
(16,4),(16,13),0.156831 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.0513224 # DEPENDENCYPART_SIBL
(16,4),(16,15),-0.0619116 # DEPENDENCYPART_SIBL
(16,4),(16,17),-0.0366389 # DEPENDENCYPART_SIBL
(16,4),(16,18),0.00879786 # DEPENDENCYPART_SIBL
(16,4),(16,19),0.013313 # DEPENDENCYPART_SIBL
(16,4),(16,21),-0.0460551 # DEPENDENCYPART_SIBL
(16,4),(16,22),-0.000657382 # DEPENDENCYPART_SIBL
(16,4),(16,23),0.0916709 # DEPENDENCYPART_SIBL
(16,4),(16,24),0.0846824 # DEPENDENCYPART_SIBL
(16,4),(16,25),0.0110807 # DEPENDENCYPART_SIBL
(16,4),(16,28),0.269726 # DEPENDENCYPART_SIBL
(16,5),(16,7),0.00454374 # DEPENDENCYPART_SIBL
(16,5),(16,8),0.359982 # DEPENDENCYPART_SIBL
(16,5),(16,9),-0.0295887 # DEPENDENCYPART_SIBL
(16,5),(16,10),0.00336496 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.123337 # DEPENDENCYPART_SIBL
(16,5),(16,12),0.0190223 # DEPENDENCYPART_SIBL
(16,5),(16,13),0.148508 # DEPENDENCYPART_SIBL
(16,5),(16,14),-0.0471532 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.135613 # DEPENDENCYPART_SIBL
(16,5),(16,17),0.184033 # DEPENDENCYPART_SIBL
(16,5),(16,18),-0.0706201 # DEPENDENCYPART_SIBL
(16,5),(16,19),-0.0249965 # DEPENDENCYPART_SIBL
(16,5),(16,21),0.172551 # DEPENDENCYPART_SIBL
(16,5),(16,22),0.0335307 # DEPENDENCYPART_SIBL
(16,5),(16,23),0.12493 # DEPENDENCYPART_SIBL
(16,5),(16,24),0.114834 # DEPENDENCYPART_SIBL
(16,5),(16,25),0.272429 # DEPENDENCYPART_SIBL
(16,5),(16,28),0.0288207 # DEPENDENCYPART_SIBL
(16,7),(16,8),-0.00161644 # DEPENDENCYPART_SIBL
(16,7),(16,9),-0.164399 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.712766 # DEPENDENCYPART_SIBL
(16,7),(16,11),-0.480944 # DEPENDENCYPART_SIBL
(16,7),(16,12),0.115714 # DEPENDENCYPART_SIBL
(16,7),(16,13),0.215522 # DEPENDENCYPART_SIBL
(16,7),(16,14),0.148077 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.0182314 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.0302388 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.0540761 # DEPENDENCYPART_SIBL
(16,7),(16,19),-0.0223237 # DEPENDENCYPART_SIBL
(16,7),(16,21),-0.0349296 # DEPENDENCYPART_SIBL
(16,7),(16,22),-0.0322505 # DEPENDENCYPART_SIBL
(16,7),(16,23),0.0431554 # DEPENDENCYPART_SIBL
(16,7),(16,24),0.042918 # DEPENDENCYPART_SIBL
(16,7),(16,25),0.0507787 # DEPENDENCYPART_SIBL
(16,7),(16,28),0.00564615 # DEPENDENCYPART_SIBL
(16,8),(16,9),-0.0776857 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.0194763 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.349276 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.110716 # DEPENDENCYPART_SIBL
(16,8),(16,13),0.0945022 # DEPENDENCYPART_SIBL
(16,8),(16,14),-0.107495 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.0838865 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.104444 # DEPENDENCYPART_SIBL
(16,8),(16,18),-0.0748354 # DEPENDENCYPART_SIBL
(16,8),(16,19),-0.0711101 # DEPENDENCYPART_SIBL
(16,8),(16,21),-0.115237 # DEPENDENCYPART_SIBL
(16,8),(16,22),-0.0589258 # DEPENDENCYPART_SIBL
(16,8),(16,23),0.00678485 # DEPENDENCYPART_SIBL
(16,8),(16,24),0.0263276 # DEPENDENCYPART_SIBL
(16,8),(16,25),0.010675 # DEPENDENCYPART_SIBL
(16,8),(16,28),-0.0333077 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.0196624 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.191809 # DEPENDENCYPART_SIBL
(16,9),(16,12),0.117285 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.0957822 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.0221335 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.0444748 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.0387893 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0613988 # DEPENDENCYPART_SIBL
(16,9),(16,19),-0.0432865 # DEPENDENCYPART_SIBL
(16,9),(16,21),-0.0499627 # DEPENDENCYPART_SIBL
(16,9),(16,22),-0.031947 # DEPENDENCYPART_SIBL
(16,9),(16,23),0.0274507 # DEPENDENCYPART_SIBL
(16,9),(16,24),0.0245392 # DEPENDENCYPART_SIBL
(16,9),(16,25),-0.0166124 # DEPENDENCYPART_SIBL
(16,9),(16,28),-0.0282839 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.478544 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.105745 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.201805 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.146436 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.01311 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.0281075 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.0815208 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.0191941 # DEPENDENCYPART_SIBL
(16,10),(16,21),-0.0327983 # DEPENDENCYPART_SIBL
(16,10),(16,22),-0.00921332 # DEPENDENCYPART_SIBL
(16,10),(16,23),0.0661923 # DEPENDENCYPART_SIBL
(16,10),(16,24),0.0659549 # DEPENDENCYPART_SIBL
(16,10),(16,25),0.0788404 # DEPENDENCYPART_SIBL
(16,10),(16,28),-0.00822123 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.0386811 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.0690729 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.159285 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0949566 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.00738988 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.17014 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.0603634 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.0173269 # DEPENDENCYPART_SIBL
(16,11),(16,22),-0.040788 # DEPENDENCYPART_SIBL
(16,11),(16,23),0.022878 # DEPENDENCYPART_SIBL
(16,11),(16,24),0.0416972 # DEPENDENCYPART_SIBL
(16,11),(16,25),0.0224384 # DEPENDENCYPART_SIBL
(16,11),(16,28),-0.491934 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.364869 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.090871 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0813149 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.0547604 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.023538 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.123483 # DEPENDENCYPART_SIBL
(16,12),(16,21),0.0330152 # DEPENDENCYPART_SIBL
(16,12),(16,22),0.0482364 # DEPENDENCYPART_SIBL
(16,12),(16,23),0.143081 # DEPENDENCYPART_SIBL
(16,12),(16,24),0.114408 # DEPENDENCYPART_SIBL
(16,12),(16,25),-0.0361384 # DEPENDENCYPART_SIBL
(16,12),(16,28),-0.0351777 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.430007 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.12946 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.20179 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.0603127 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0542059 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.22879 # DEPENDENCYPART_SIBL
(16,13),(16,22),0.0212955 # DEPENDENCYPART_SIBL
(16,13),(16,23),0.0833291 # DEPENDENCYPART_SIBL
(16,13),(16,24),0.141034 # DEPENDENCYPART_SIBL
(16,13),(16,25),0.138197 # DEPENDENCYPART_SIBL
(16,13),(16,28),0.119719 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.0619116 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0366389 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.00879786 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.013313 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.0460551 # DEPENDENCYPART_SIBL
(16,14),(16,22),-0.000657382 # DEPENDENCYPART_SIBL
(16,14),(16,23),0.0916709 # DEPENDENCYPART_SIBL
(16,14),(16,24),0.0846824 # DEPENDENCYPART_SIBL
(16,14),(16,25),0.0110807 # DEPENDENCYPART_SIBL
(16,14),(16,28),0.269726 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0910614 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.118527 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.124293 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.102543 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.0958911 # DEPENDENCYPART_SIBL
(16,15),(16,23),-0.00452348 # DEPENDENCYPART_SIBL
(16,15),(16,24),-0.0145925 # DEPENDENCYPART_SIBL
(16,15),(16,25),-0.055787 # DEPENDENCYPART_SIBL
(16,15),(16,28),-0.0359496 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.00982058 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0909049 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.251042 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.064663 # DEPENDENCYPART_SIBL
(16,17),(16,23),0.000291473 # DEPENDENCYPART_SIBL
(16,17),(16,24),0.0200466 # DEPENDENCYPART_SIBL
(16,17),(16,25),0.0257935 # DEPENDENCYPART_SIBL
(16,17),(16,28),-0.00738269 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0188693 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.0630589 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.00629237 # DEPENDENCYPART_SIBL
(16,18),(16,23),0.0641975 # DEPENDENCYPART_SIBL
(16,18),(16,24),0.0882847 # DEPENDENCYPART_SIBL
(16,18),(16,25),-0.224506 # DEPENDENCYPART_SIBL
(16,18),(16,28),-0.0824854 # DEPENDENCYPART_SIBL
(16,19),(16,21),0.0386647 # DEPENDENCYPART_SIBL
(16,19),(16,22),0.0800726 # DEPENDENCYPART_SIBL
(16,19),(16,23),0.151061 # DEPENDENCYPART_SIBL
(16,19),(16,24),0.211691 # DEPENDENCYPART_SIBL
(16,19),(16,25),-0.0387978 # DEPENDENCYPART_SIBL
(16,19),(16,28),-0.0494501 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.0948823 # DEPENDENCYPART_SIBL
(16,21),(16,23),-0.0299278 # DEPENDENCYPART_SIBL
(16,21),(16,24),-0.00956096 # DEPENDENCYPART_SIBL
(16,21),(16,25),0.0067923 # DEPENDENCYPART_SIBL
(16,21),(16,28),-0.0537622 # DEPENDENCYPART_SIBL
(16,22),(16,23),-0.0310944 # DEPENDENCYPART_SIBL
(16,22),(16,24),-0.0400489 # DEPENDENCYPART_SIBL
(16,22),(16,25),-0.0307288 # DEPENDENCYPART_SIBL
(16,22),(16,28),-0.049294 # DEPENDENCYPART_SIBL
(16,23),(16,24),0.00285648 # DEPENDENCYPART_SIBL
(16,23),(16,25),0.00720527 # DEPENDENCYPART_SIBL
(16,23),(16,28),0.0504308 # DEPENDENCYPART_SIBL
(16,24),(16,25),-0.0237639 # DEPENDENCYPART_SIBL
(16,24),(16,28),0.0614727 # DEPENDENCYPART_SIBL
(16,25),(16,28),0.0201044 # DEPENDENCYPART_SIBL
(17,3),(17,14),0.182102 # DEPENDENCYPART_SIBL
(17,3),(17,15),0.0613018 # DEPENDENCYPART_SIBL
(17,3),(17,16),0.0718592 # DEPENDENCYPART_SIBL
(17,3),(17,18),-0.0600093 # DEPENDENCYPART_SIBL
(17,3),(17,19),-0.0701565 # DEPENDENCYPART_SIBL
(17,3),(17,21),-0.0607934 # DEPENDENCYPART_SIBL
(17,3),(17,22),-0.10349 # DEPENDENCYPART_SIBL
(17,3),(17,23),-0.0685416 # DEPENDENCYPART_SIBL
(17,3),(17,24),-0.0350331 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.154131 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.185684 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0168467 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0504511 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.0609888 # DEPENDENCYPART_SIBL
(17,14),(17,22),-0.14275 # DEPENDENCYPART_SIBL
(17,14),(17,23),-0.0926105 # DEPENDENCYPART_SIBL
(17,14),(17,24),-0.0935099 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.155821 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0400428 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0775602 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.0486978 # DEPENDENCYPART_SIBL
(17,15),(17,22),-0.148083 # DEPENDENCYPART_SIBL
(17,15),(17,23),-0.0984242 # DEPENDENCYPART_SIBL
(17,15),(17,24),-0.100864 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0427412 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0752925 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.037669 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.145017 # DEPENDENCYPART_SIBL
(17,16),(17,23),-0.0953581 # DEPENDENCYPART_SIBL
(17,16),(17,24),-0.0977978 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.112663 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.365094 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.0604818 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.0371804 # DEPENDENCYPART_SIBL
(17,18),(17,24),-0.0314566 # DEPENDENCYPART_SIBL
(17,19),(17,21),0.233971 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.0616376 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.0368034 # DEPENDENCYPART_SIBL
(17,19),(17,24),-0.0127404 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.00584568 # DEPENDENCYPART_SIBL
(17,21),(17,23),0.016629 # DEPENDENCYPART_SIBL
(17,21),(17,24),0.0178429 # DEPENDENCYPART_SIBL
(17,22),(17,23),-0.0746058 # DEPENDENCYPART_SIBL
(17,22),(17,24),-0.0847931 # DEPENDENCYPART_SIBL
(17,23),(17,24),-0.0617513 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.526562 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.225213 # DEPENDENCYPART_SIBL
(19,18),(19,23),0.234296 # DEPENDENCYPART_SIBL
(19,18),(19,24),0.253233 # DEPENDENCYPART_SIBL
(19,18),(19,25),0.200254 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.0397262 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.0293313 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.030944 # DEPENDENCYPART_SIBL
(19,21),(19,25),0.112721 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.081592 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.0958143 # DEPENDENCYPART_SIBL
(19,22),(19,25),0.109568 # DEPENDENCYPART_SIBL
(19,23),(19,24),-0.0879411 # DEPENDENCYPART_SIBL
(19,23),(19,25),0.117038 # DEPENDENCYPART_SIBL
(19,24),(19,25),0.104782 # DEPENDENCYPART_SIBL
(21,3),(21,16),0.071814 # DEPENDENCYPART_SIBL
(21,3),(21,17),0.00876557 # DEPENDENCYPART_SIBL
(21,3),(21,19),0.0638329 # DEPENDENCYPART_SIBL
(21,3),(21,20),-0.209069 # DEPENDENCYPART_SIBL
(21,3),(21,22),-0.0835452 # DEPENDENCYPART_SIBL
(21,3),(21,23),-0.0485927 # DEPENDENCYPART_SIBL
(21,16),(21,17),0.169339 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.370316 # DEPENDENCYPART_SIBL
(21,16),(21,20),0.0442381 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.125267 # DEPENDENCYPART_SIBL
(21,16),(21,23),-0.0756043 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.236055 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.0928951 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.0316057 # DEPENDENCYPART_SIBL
(21,17),(21,23),0.010086 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0246862 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0352225 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.000400072 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0588719 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.0293827 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.0648935 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.491025 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.00599889 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.137748 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.737699 # DEPENDENCYPART_SIBL
(22,17),(22,23),0.0239857 # DEPENDENCYPART_SIBL
(22,17),(22,24),0.0236142 # DEPENDENCYPART_SIBL
