# _root_ Per intentar el rècord , l' embarcació catalana participarà en el rànquing ' World_Sailing_Record ' , l' entitat que estableix la legalitat de les marques .
#goldHeads=9,1,4,2,1,7,9,7,0,9,12,10,14,12,14,18,18,12,20,18,22,20,22,25,23,9,
#predictedHeads=9,1,4,2,1,7,9,7,0,9,12,10,14,12,14,18,18,12,20,18,22,20,22,25,23,9,
(4,8),(4,25),-0.00602766 # DEPENDENCYPART_SIBL
(4,8),(4,26),-0.0299129 # DEPENDENCYPART_SIBL
(4,9),(4,10),0.0504584 # DEPENDENCYPART_SIBL
(4,9),(4,12),0.032313 # DEPENDENCYPART_SIBL
(4,9),(4,13),0.0484422 # DEPENDENCYPART_SIBL
(4,9),(4,14),0.0323694 # DEPENDENCYPART_SIBL
(4,9),(4,15),0.0484422 # DEPENDENCYPART_SIBL
(4,9),(4,16),0.0701875 # DEPENDENCYPART_SIBL
(4,9),(4,18),0.0134013 # DEPENDENCYPART_SIBL
(4,9),(4,20),-0.0654905 # DEPENDENCYPART_SIBL
(4,9),(4,22),0.0354097 # DEPENDENCYPART_SIBL
(4,9),(4,25),0.0321303 # DEPENDENCYPART_SIBL
(4,9),(4,26),0.0403262 # DEPENDENCYPART_SIBL
(4,10),(4,12),0.0988799 # DEPENDENCYPART_SIBL
(4,10),(4,13),0.0916298 # DEPENDENCYPART_SIBL
(4,10),(4,14),0.0990428 # DEPENDENCYPART_SIBL
(4,10),(4,15),0.0916298 # DEPENDENCYPART_SIBL
(4,10),(4,16),0.100081 # DEPENDENCYPART_SIBL
(4,10),(4,18),0.06014 # DEPENDENCYPART_SIBL
(4,10),(4,20),0.00532515 # DEPENDENCYPART_SIBL
(4,10),(4,22),0.100334 # DEPENDENCYPART_SIBL
(4,10),(4,25),0.0986996 # DEPENDENCYPART_SIBL
(4,10),(4,26),0.199418 # DEPENDENCYPART_SIBL
(4,12),(4,13),0.0113659 # DEPENDENCYPART_SIBL
(4,12),(4,14),0.0156193 # DEPENDENCYPART_SIBL
(4,12),(4,15),0.0113659 # DEPENDENCYPART_SIBL
(4,12),(4,16),0.0372788 # DEPENDENCYPART_SIBL
(4,12),(4,18),-0.00781002 # DEPENDENCYPART_SIBL
(4,12),(4,20),0.000307692 # DEPENDENCYPART_SIBL
(4,12),(4,22),0.0185719 # DEPENDENCYPART_SIBL
(4,12),(4,25),0.0152569 # DEPENDENCYPART_SIBL
(4,12),(4,26),-0.00467176 # DEPENDENCYPART_SIBL
(4,13),(4,14),0.0696744 # DEPENDENCYPART_SIBL
(4,13),(4,15),-0.158762 # DEPENDENCYPART_SIBL
(4,13),(4,16),-0.01947 # DEPENDENCYPART_SIBL
(4,13),(4,18),0.0398143 # DEPENDENCYPART_SIBL
(4,13),(4,20),0.0208124 # DEPENDENCYPART_SIBL
(4,13),(4,22),0.0761151 # DEPENDENCYPART_SIBL
(4,13),(4,25),0.069427 # DEPENDENCYPART_SIBL
(4,13),(4,26),-0.0325716 # DEPENDENCYPART_SIBL
(4,14),(4,15),0.0122562 # DEPENDENCYPART_SIBL
(4,14),(4,16),0.0382113 # DEPENDENCYPART_SIBL
(4,14),(4,18),-0.0076363 # DEPENDENCYPART_SIBL
(4,14),(4,20),0.000532602 # DEPENDENCYPART_SIBL
(4,14),(4,22),0.0187456 # DEPENDENCYPART_SIBL
(4,14),(4,25),0.0154306 # DEPENDENCYPART_SIBL
(4,14),(4,26),-0.00306481 # DEPENDENCYPART_SIBL
(4,15),(4,16),-0.01947 # DEPENDENCYPART_SIBL
(4,15),(4,18),0.0398143 # DEPENDENCYPART_SIBL
(4,15),(4,20),0.0208124 # DEPENDENCYPART_SIBL
(4,15),(4,22),0.0761151 # DEPENDENCYPART_SIBL
(4,15),(4,25),0.069427 # DEPENDENCYPART_SIBL
(4,15),(4,26),-0.0325716 # DEPENDENCYPART_SIBL
(4,16),(4,18),0.330457 # DEPENDENCYPART_SIBL
(4,16),(4,20),-0.0566916 # DEPENDENCYPART_SIBL
(4,16),(4,22),0.38223 # DEPENDENCYPART_SIBL
(4,16),(4,25),0.372277 # DEPENDENCYPART_SIBL
(4,16),(4,26),0.000936662 # DEPENDENCYPART_SIBL
(4,18),(4,20),0.00133049 # DEPENDENCYPART_SIBL
(4,18),(4,22),0.00223532 # DEPENDENCYPART_SIBL
(4,18),(4,25),-0.00107965 # DEPENDENCYPART_SIBL
(4,18),(4,26),-0.0317043 # DEPENDENCYPART_SIBL
(4,20),(4,22),0.0333329 # DEPENDENCYPART_SIBL
(4,20),(4,25),0.0300536 # DEPENDENCYPART_SIBL
(4,20),(4,26),0.0439797 # DEPENDENCYPART_SIBL
(4,22),(4,25),0.0229926 # DEPENDENCYPART_SIBL
(4,22),(4,26),-9.05767e-05 # DEPENDENCYPART_SIBL
(4,25),(4,26),-0.00350246 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0536371 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.00296744 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.0954764 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.0256717 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.0525979 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.0624398 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.0077395 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.0174857 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.0153654 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.048395 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.0168613 # DEPENDENCYPART_SIBL
(7,1),(7,14),0.0484294 # DEPENDENCYPART_SIBL
(7,1),(7,15),0.0168613 # DEPENDENCYPART_SIBL
(7,1),(7,16),-0.00309438 # DEPENDENCYPART_SIBL
(7,1),(7,18),0.0372829 # DEPENDENCYPART_SIBL
(7,1),(7,20),0.0154009 # DEPENDENCYPART_SIBL
(7,1),(7,22),0.0495231 # DEPENDENCYPART_SIBL
(7,1),(7,26),0.0498747 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.0903969 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.169246 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.28773 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.124493 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.128054 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.110722 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0959644 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.0646295 # DEPENDENCYPART_SIBL
(7,2),(7,13),0.0071765 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.0645951 # DEPENDENCYPART_SIBL
(7,2),(7,15),0.0071765 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.0521738 # DEPENDENCYPART_SIBL
(7,2),(7,18),-0.0719429 # DEPENDENCYPART_SIBL
(7,2),(7,20),-0.106939 # DEPENDENCYPART_SIBL
(7,2),(7,22),-0.0636385 # DEPENDENCYPART_SIBL
(7,2),(7,26),0.0133324 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0413707 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.024565 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.872162 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0521492 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.00952519 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.0138501 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.263558 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.0353148 # DEPENDENCYPART_SIBL
(7,3),(7,14),0.263831 # DEPENDENCYPART_SIBL
(7,3),(7,15),0.0353148 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.0490405 # DEPENDENCYPART_SIBL
(7,3),(7,18),0.234347 # DEPENDENCYPART_SIBL
(7,3),(7,20),0.0184471 # DEPENDENCYPART_SIBL
(7,3),(7,22),0.268151 # DEPENDENCYPART_SIBL
(7,3),(7,26),-0.037128 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0622895 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0719677 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0374061 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.00172146 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0574919 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0215605 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.0327998 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0208202 # DEPENDENCYPART_SIBL
(7,4),(7,15),0.0327998 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.00897611 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.0288744 # DEPENDENCYPART_SIBL
(7,4),(7,20),0.000747631 # DEPENDENCYPART_SIBL
(7,4),(7,22),-0.0198925 # DEPENDENCYPART_SIBL
(7,4),(7,26),-0.0556481 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0191592 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.00245956 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.113149 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.00596074 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0673352 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.159838 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0673033 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.159838 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.326182 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.0713909 # DEPENDENCYPART_SIBL
(7,5),(7,20),0.124823 # DEPENDENCYPART_SIBL
(7,5),(7,22),-0.0660061 # DEPENDENCYPART_SIBL
(7,5),(7,26),-0.320538 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0106926 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0179733 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0014771 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0751869 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.0476066 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.0754602 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.0476066 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0693742 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.0785526 # DEPENDENCYPART_SIBL
(7,6),(7,20),0.0166877 # DEPENDENCYPART_SIBL
(7,6),(7,22),0.0797882 # DEPENDENCYPART_SIBL
(7,6),(7,26),-0.00785282 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.016245 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.00445923 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0250524 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0190668 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0249567 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0190668 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0281597 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.044719 # DEPENDENCYPART_SIBL
(7,8),(7,20),-0.0314204 # DEPENDENCYPART_SIBL
(7,8),(7,22),-0.0191027 # DEPENDENCYPART_SIBL
(7,8),(7,26),-0.0215044 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0416773 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.00724181 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.0466293 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.0072982 # DEPENDENCYPART_SIBL
(7,9),(7,15),0.0466293 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.0630146 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.0116699 # DEPENDENCYPART_SIBL
(7,9),(7,20),-0.0590093 # DEPENDENCYPART_SIBL
(7,9),(7,22),0.0103384 # DEPENDENCYPART_SIBL
(7,9),(7,26),0.0385503 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0523862 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.0639549 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.052549 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.0639549 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.058869 # DEPENDENCYPART_SIBL
(7,10),(7,18),0.0136462 # DEPENDENCYPART_SIBL
(7,10),(7,20),-0.000497655 # DEPENDENCYPART_SIBL
(7,10),(7,22),0.05384 # DEPENDENCYPART_SIBL
(7,10),(7,26),0.171791 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.00366034 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0289777 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.00366034 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.0167402 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.052407 # DEPENDENCYPART_SIBL
(7,12),(7,20),-0.00632277 # DEPENDENCYPART_SIBL
(7,12),(7,22),-0.0260251 # DEPENDENCYPART_SIBL
(7,12),(7,26),-0.0196525 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.0225679 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.171994 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.0381329 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.00729218 # DEPENDENCYPART_SIBL
(7,13),(7,20),0.0147712 # DEPENDENCYPART_SIBL
(7,13),(7,22),0.0290086 # DEPENDENCYPART_SIBL
(7,13),(7,26),-0.0457554 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.00277009 # DEPENDENCYPART_SIBL
(7,14),(7,16),0.0176727 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.0522333 # DEPENDENCYPART_SIBL
(7,14),(7,20),-0.00609786 # DEPENDENCYPART_SIBL
(7,14),(7,22),-0.0258514 # DEPENDENCYPART_SIBL
(7,14),(7,26),-0.0180456 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.0381329 # DEPENDENCYPART_SIBL
(7,15),(7,18),-0.00729218 # DEPENDENCYPART_SIBL
(7,15),(7,20),0.0147712 # DEPENDENCYPART_SIBL
(7,15),(7,22),0.0290086 # DEPENDENCYPART_SIBL
(7,15),(7,26),-0.0457554 # DEPENDENCYPART_SIBL
(7,16),(7,18),0.261219 # DEPENDENCYPART_SIBL
(7,16),(7,20),-0.0753311 # DEPENDENCYPART_SIBL
(7,16),(7,22),0.312992 # DEPENDENCYPART_SIBL
(7,16),(7,26),-0.0237495 # DEPENDENCYPART_SIBL
(7,18),(7,20),-0.00529997 # DEPENDENCYPART_SIBL
(7,18),(7,22),-0.0423617 # DEPENDENCYPART_SIBL
(7,18),(7,26),-0.046685 # DEPENDENCYPART_SIBL
(7,20),(7,22),0.00826172 # DEPENDENCYPART_SIBL
(7,20),(7,26),0.0422038 # DEPENDENCYPART_SIBL
(7,22),(7,26),-0.0150713 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0338428 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.0402626 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0677462 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0155753 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0573923 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.0459301 # DEPENDENCYPART_SIBL
(8,1),(8,18),0.0405993 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.16147 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.256077 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0567528 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.105151 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.128612 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.130519 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0593148 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.136677 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.109042 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.122167 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.126521 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0232008 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0302782 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0204417 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.0181339 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0664481 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0190795 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.0198725 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0223296 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.0112593 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.134784 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0122615 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.101335 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.0092468 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.26595 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0519269 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0100691 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0203394 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.113239 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.00216958 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0823308 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.00158182 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0823308 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.051043 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0233914 # DEPENDENCYPART_SIBL
(9,1),(9,20),-0.0200321 # DEPENDENCYPART_SIBL
(9,1),(9,22),-0.00415961 # DEPENDENCYPART_SIBL
(9,1),(9,26),-0.0210338 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.0693063 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.0122182 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.139691 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.042299 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0114433 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0467549 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0857888 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.113959 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0654554 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.113368 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.0654554 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.102163 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.127753 # DEPENDENCYPART_SIBL
(9,2),(9,20),-0.0935224 # DEPENDENCYPART_SIBL
(9,2),(9,22),-0.116251 # DEPENDENCYPART_SIBL
(9,2),(9,26),-0.0303722 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.00927583 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0834273 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.364002 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.00877967 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0136588 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0503942 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0121898 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0958932 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0113914 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0958932 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0356167 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.0347166 # DEPENDENCYPART_SIBL
(9,3),(9,20),-0.0457885 # DEPENDENCYPART_SIBL
(9,3),(9,22),-0.0119007 # DEPENDENCYPART_SIBL
(9,3),(9,26),-0.10783 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.481701 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.133716 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.72522 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.172664 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.00573902 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0446285 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0156235 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0426256 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0156235 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0306858 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.0584229 # DEPENDENCYPART_SIBL
(9,4),(9,20),0.0110817 # DEPENDENCYPART_SIBL
(9,4),(9,22),-0.0455674 # DEPENDENCYPART_SIBL
(9,4),(9,26),0.0192209 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0669352 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0226809 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.00411864 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0522501 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0252781 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0721621 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.024692 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0721621 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.192157 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.0328184 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.0231746 # DEPENDENCYPART_SIBL
(9,5),(9,22),-0.0268948 # DEPENDENCYPART_SIBL
(9,5),(9,26),-0.486133 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0676404 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.00637501 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0445929 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0850015 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0787714 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0842031 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0787714 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0735707 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0912358 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.0913071 # DEPENDENCYPART_SIBL
(9,6),(9,22),-0.0846961 # DEPENDENCYPART_SIBL
(9,6),(9,26),-0.0794973 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.17305 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0121618 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0389815 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0193271 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0369785 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0193271 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0344871 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0527759 # DEPENDENCYPART_SIBL
(9,7),(9,20),0.00153485 # DEPENDENCYPART_SIBL
(9,7),(9,22),-0.0399204 # DEPENDENCYPART_SIBL
(9,7),(9,26),0.0142473 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0414638 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0491159 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.00695083 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0485251 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.00695083 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0203283 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0637358 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.0110319 # DEPENDENCYPART_SIBL
(9,8),(9,22),-0.0507196 # DEPENDENCYPART_SIBL
(9,8),(9,26),-0.00926276 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0108902 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0320467 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0109589 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0320467 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.00541715 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.00747464 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.0285391 # DEPENDENCYPART_SIBL
(9,10),(9,22),0.00518035 # DEPENDENCYPART_SIBL
(9,10),(9,26),-0.0378604 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0284953 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.255019 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0284953 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0211344 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.270873 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.0308405 # DEPENDENCYPART_SIBL
(9,12),(9,22),-0.257475 # DEPENDENCYPART_SIBL
(9,12),(9,26),-0.0366619 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0113168 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0781308 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.00639026 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.00499173 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.00390019 # DEPENDENCYPART_SIBL
(9,13),(9,22),0.00959651 # DEPENDENCYPART_SIBL
(9,13),(9,26),-0.0450171 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0238144 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0164244 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.267644 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.0274402 # DEPENDENCYPART_SIBL
(9,14),(9,22),-0.254247 # DEPENDENCYPART_SIBL
(9,14),(9,26),-0.0305475 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.00639026 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.00499173 # DEPENDENCYPART_SIBL
(9,15),(9,20),-0.00390019 # DEPENDENCYPART_SIBL
(9,15),(9,22),0.00959651 # DEPENDENCYPART_SIBL
(9,15),(9,26),-0.0450171 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.0624437 # DEPENDENCYPART_SIBL
(9,16),(9,20),0.0485966 # DEPENDENCYPART_SIBL
(9,16),(9,22),-0.0376671 # DEPENDENCYPART_SIBL
(9,16),(9,26),-0.0744985 # DEPENDENCYPART_SIBL
(9,18),(9,20),-0.0634976 # DEPENDENCYPART_SIBL
(9,18),(9,22),-0.300503 # DEPENDENCYPART_SIBL
(9,18),(9,26),-0.103577 # DEPENDENCYPART_SIBL
(9,20),(9,22),0.021439 # DEPENDENCYPART_SIBL
(9,20),(9,26),0.00320888 # DEPENDENCYPART_SIBL
(9,22),(9,26),-0.0324843 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.13405 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0216869 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.00664185 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0218748 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.00664185 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0287473 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.019659 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.00827849 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.220671 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0781921 # DEPENDENCYPART_SIBL
