# _root_ Escolti , jo no vull anar a rentar -me les mans , vull anar a orinar .
#goldHeads=0,5,5,5,1,5,6,7,8,11,8,5,5,13,14,15,1,
#predictedHeads=5,1,5,5,0,5,6,7,8,11,8,5,5,13,14,15,5,
(6,3),(6,5),0.0616022 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.159005 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.102002 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.0136929 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0402599 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.208925 # DEPENDENCYPART_SIBL
(6,3),(6,13),0.111054 # DEPENDENCYPART_SIBL
(6,3),(6,14),0.175899 # DEPENDENCYPART_SIBL
(6,3),(6,15),0.159005 # DEPENDENCYPART_SIBL
(6,3),(6,16),0.102002 # DEPENDENCYPART_SIBL
(6,3),(6,17),0.126254 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.170571 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0241078 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0893408 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0185164 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.115063 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.153911 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.104339 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.10702 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.0241078 # DEPENDENCYPART_SIBL
(6,4),(6,16),0.0893408 # DEPENDENCYPART_SIBL
(6,4),(6,17),0.0643706 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0989148 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0453067 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0383543 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0611464 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0104757 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.00701548 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0164108 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.0989148 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.0453067 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.104879 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.110527 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0536687 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.031449 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.0163773 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.127879 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.168263 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.00694671 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.110527 # DEPENDENCYPART_SIBL
(6,7),(6,17),0.0304258 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.00188892 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.0123429 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.00807711 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.0415734 # DEPENDENCYPART_SIBL
(6,8),(6,14),0.0133588 # DEPENDENCYPART_SIBL
(6,8),(6,15),0.0203044 # DEPENDENCYPART_SIBL
(6,8),(6,16),0.0118159 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.0131211 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.00156636 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0466002 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.0266341 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.0207728 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.031026 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.00870473 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.0332246 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0271596 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.0306413 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.0412484 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.0348734 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.00655405 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.0166642 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.17903 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.200496 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.160642 # DEPENDENCYPART_SIBL
(6,12),(6,16),0.156336 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.0291436 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.032381 # DEPENDENCYPART_SIBL
(6,13),(6,15),0.0355248 # DEPENDENCYPART_SIBL
(6,13),(6,16),0.0308381 # DEPENDENCYPART_SIBL
(6,13),(6,17),0.044075 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.00577691 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.00774038 # DEPENDENCYPART_SIBL
(6,14),(6,17),0.0199958 # DEPENDENCYPART_SIBL
(6,15),(6,16),0.110527 # DEPENDENCYPART_SIBL
(6,15),(6,17),0.0304258 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.0131211 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.215273 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.232407 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.00109687 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0508267 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.060218 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.0415148 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.0123953 # DEPENDENCYPART_SIBL
(7,1),(7,14),0.017685 # DEPENDENCYPART_SIBL
(7,1),(7,15),0.0327266 # DEPENDENCYPART_SIBL
(7,1),(7,16),0.00109687 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.237624 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0088323 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.050884 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0571833 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0487425 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.00246612 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.00775582 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.039965 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0088323 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.00148981 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.052902 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0693956 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0436716 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.0127882 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.0180779 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.0425217 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.00148981 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.230588 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.29961 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.0844496 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.30591 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.32776 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.261407 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.311824 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.585168 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.14712 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.37543 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.385586 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0287907 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.37543 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.0475539 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.545711 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.551392 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.00218768 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.54879 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.045593 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0436138 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.565091 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.0479756 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.325936 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.261325 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.310001 # DEPENDENCYPART_SIBL
(7,14),(7,15),0.258103 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.302225 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.0766044 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.143898 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.00613316 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.00578752 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0842491 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.0134133 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.107122 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0330734 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0496329 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0453387 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.0202301 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.0108348 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.0030479 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.0180611 # DEPENDENCYPART_SIBL
(8,1),(8,17),0.029887 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.0236216 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.0137417 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.113147 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.106279 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0673494 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.00814969 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0153734 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.2075 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.00586128 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.0195253 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.000803057 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.013729 # DEPENDENCYPART_SIBL
(8,2),(8,17),-0.472047 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.189894 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0323255 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0849451 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0235587 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0305007 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.100595 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.161424 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.107375 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.17222 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.106988 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.0983235 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.0840129 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0722989 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.152211 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.140789 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0454612 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0530662 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.0952397 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.112342 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.115024 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0365743 # DEPENDENCYPART_SIBL
(8,4),(8,16),0.0973441 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.0119856 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0007327 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.110318 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0423048 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0648168 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0689123 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.00874644 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0181417 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.00231145 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0470376 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.0243357 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.045794 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.00436244 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.00244013 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0166548 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0538846 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.0444893 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0506365 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.0155934 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.0629244 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0200241 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0404145 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0290562 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0198351 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.048689 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.035794 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.00522193 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.00202139 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.00218516 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0363304 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.016172 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0220333 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0225348 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0341014 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0262046 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0275166 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.00845214 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.00215493 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.0145144 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0325394 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0358878 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.0743006 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.0957666 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.204941 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.0516061 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0606677 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.00271838 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.0171983 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.00426135 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.0757728 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0241035 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.027359 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.0516936 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.0110574 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.0200235 # DEPENDENCYPART_SIBL
(8,16),(8,17),0.0185767 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0569644 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0393933 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0410336 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0110058 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.0618452 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0576389 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0525744 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0915206 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.0050756 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.130116 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0117314 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.0820719 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0250549 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.0855553 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.10829 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.287736 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.151473 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.169445 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.186576 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.116134 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.169445 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.156957 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.12644 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0234098 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.0919169 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0997401 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.0912578 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.107578 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.0346607 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.0969286 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.379095 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.357382 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.317161 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.371685 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.10309 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.0445081 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.368267 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.125748 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.13984 # DEPENDENCYPART_SIBL
(11,2),(11,15),0.0280052 # DEPENDENCYPART_SIBL
(11,2),(11,16),0.119453 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.287917 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.0748755 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.0829068 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.0146459 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.0821735 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.0178104 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.143965 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.00687185 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0183798 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.0108235 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.0662826 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0194207 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.0155863 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.191796 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.115879 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.174665 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.156935 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.12644 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0306348 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.101843 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.109667 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0840164 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.117504 # DEPENDENCYPART_SIBL
(11,5),(11,17),0.0364469 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0918376 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.166219 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.160472 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.126106 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0248416 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.090842 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0986652 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0803226 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.106503 # DEPENDENCYPART_SIBL
(11,6),(11,17),0.0354106 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.00360761 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0770991 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.110531 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0142377 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0165843 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.00528943 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.00959936 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.020406 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.0688202 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.156957 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.12644 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0234098 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0919169 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0997401 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0912578 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.107578 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.0346607 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.137466 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.012755 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0416147 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0124115 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0686361 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0426557 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0440994 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0938949 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0528172 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.063784 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0219705 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0400475 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0489242 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0121088 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0174323 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.129067 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.00538417 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.0745117 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0660015 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.0865588 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0571478 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.0701139 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0709046 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.062191 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.0750279 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0137648 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.207982 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.0492171 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.144667 # DEPENDENCYPART_SIBL
(13,1),(13,3),0.00434137 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.0851488 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.014313 # DEPENDENCYPART_SIBL
(13,1),(13,7),0.11207 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.0737799 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.0448578 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.044474 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.0152801 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.144667 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.0319736 # DEPENDENCYPART_SIBL
(13,1),(13,15),0.00867517 # DEPENDENCYPART_SIBL
(13,1),(13,16),0.00307775 # DEPENDENCYPART_SIBL
(13,1),(13,17),0.0307296 # DEPENDENCYPART_SIBL
(13,2),(13,3),0.0555987 # DEPENDENCYPART_SIBL
(13,2),(13,5),0.128135 # DEPENDENCYPART_SIBL
(13,2),(13,6),0.121267 # DEPENDENCYPART_SIBL
(13,2),(13,7),0.0939074 # DEPENDENCYPART_SIBL
(13,2),(13,8),0.124683 # DEPENDENCYPART_SIBL
(13,2),(13,9),0.0968796 # DEPENDENCYPART_SIBL
(13,2),(13,10),0.00229599 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.0533994 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.345905 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.0342639 # DEPENDENCYPART_SIBL
(13,2),(13,15),0.00483422 # DEPENDENCYPART_SIBL
(13,2),(13,16),0.00100967 # DEPENDENCYPART_SIBL
(13,2),(13,17),-0.497519 # DEPENDENCYPART_SIBL
(13,3),(13,5),0.0354471 # DEPENDENCYPART_SIBL
(13,3),(13,6),0.0880668 # DEPENDENCYPART_SIBL
(13,3),(13,7),0.032527 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.0614119 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.0328651 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.0774827 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.0383862 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.315413 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.231455 # DEPENDENCYPART_SIBL
(13,3),(13,15),0.153115 # DEPENDENCYPART_SIBL
(13,3),(13,16),0.157559 # DEPENDENCYPART_SIBL
(13,3),(13,17),0.128487 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.000166973 # DEPENDENCYPART_SIBL
(13,5),(13,7),0.115266 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.0596339 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.0485197 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.0407697 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.0116317 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.140963 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.00299711 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.0140345 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.0258988 # DEPENDENCYPART_SIBL
(13,5),(13,17),0.0251782 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.0507421 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.092945 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.0391336 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.057688 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.0296072 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.158792 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.0656281 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.0623596 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.0367322 # DEPENDENCYPART_SIBL
(13,6),(13,17),0.0637669 # DEPENDENCYPART_SIBL
(13,7),(13,8),0.0173189 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.0850153 # DEPENDENCYPART_SIBL
