# _root_ Aquesta primera edició de la Fira tindrà com_a escenari el municipi de l' Estany , però com en el cas de la Festa serà itinerant pels 10 municipis del Moianès , i se celebrarà sempre el primer cap de setmana de juny .
#goldHeads=3,3,7,3,6,4,0,7,8,11,7,11,14,12,11,7,24,17,20,18,20,23,21,7,24,24,28,26,28,29,26,24,34,24,34,38,38,34,38,39,38,41,7,
#predictedHeads=3,3,7,3,6,4,0,7,8,11,7,11,14,12,7,7,24,24,20,18,20,23,21,7,24,25,28,26,28,29,24,24,34,24,34,38,38,34,38,39,38,41,7,
(20,7),(20,19),0.0957676 # DEPENDENCYPART_SIBL
(20,7),(20,21),-0.0421525 # DEPENDENCYPART_SIBL
(20,7),(20,23),-0.0688495 # DEPENDENCYPART_SIBL
(20,7),(20,24),-0.0978627 # DEPENDENCYPART_SIBL
(20,7),(20,25),-0.136472 # DEPENDENCYPART_SIBL
(20,7),(20,26),-0.103052 # DEPENDENCYPART_SIBL
(20,7),(20,27),-0.0303179 # DEPENDENCYPART_SIBL
(20,7),(20,28),-0.0620754 # DEPENDENCYPART_SIBL
(20,7),(20,29),-0.0790963 # DEPENDENCYPART_SIBL
(20,7),(20,34),-0.0892958 # DEPENDENCYPART_SIBL
(20,7),(20,35),-0.0495971 # DEPENDENCYPART_SIBL
(20,7),(20,38),-0.0499237 # DEPENDENCYPART_SIBL
(20,12),(20,17),0.389682 # DEPENDENCYPART_SIBL
(20,12),(20,19),-0.0652969 # DEPENDENCYPART_SIBL
(20,12),(20,21),-0.0112627 # DEPENDENCYPART_SIBL
(20,12),(20,23),-0.0129949 # DEPENDENCYPART_SIBL
(20,12),(20,24),0.0200182 # DEPENDENCYPART_SIBL
(20,12),(20,25),-0.0718785 # DEPENDENCYPART_SIBL
(20,12),(20,26),-0.0011351 # DEPENDENCYPART_SIBL
(20,12),(20,27),-8.83234e-05 # DEPENDENCYPART_SIBL
(20,12),(20,28),-0.0229113 # DEPENDENCYPART_SIBL
(20,12),(20,29),0.027728 # DEPENDENCYPART_SIBL
(20,12),(20,34),0.0380277 # DEPENDENCYPART_SIBL
(20,12),(20,35),0.0497662 # DEPENDENCYPART_SIBL
(20,12),(20,38),0.00439994 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.0862736 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.0205449 # DEPENDENCYPART_SIBL
(20,17),(20,23),-0.0348219 # DEPENDENCYPART_SIBL
(20,17),(20,24),-0.0140199 # DEPENDENCYPART_SIBL
(20,17),(20,25),-0.0439447 # DEPENDENCYPART_SIBL
(20,17),(20,26),-0.109579 # DEPENDENCYPART_SIBL
(20,17),(20,27),-0.0284284 # DEPENDENCYPART_SIBL
(20,17),(20,28),-0.0266509 # DEPENDENCYPART_SIBL
(20,17),(20,29),-0.0815263 # DEPENDENCYPART_SIBL
(20,17),(20,34),-0.00949054 # DEPENDENCYPART_SIBL
(20,17),(20,35),0.0218876 # DEPENDENCYPART_SIBL
(20,17),(20,38),0.00207397 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.374618 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.167834 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.0324327 # DEPENDENCYPART_SIBL
(20,19),(20,25),-0.000165354 # DEPENDENCYPART_SIBL
(20,19),(20,26),-0.0101074 # DEPENDENCYPART_SIBL
(20,19),(20,27),-0.00187804 # DEPENDENCYPART_SIBL
(20,19),(20,28),0.164768 # DEPENDENCYPART_SIBL
(20,19),(20,29),0.279836 # DEPENDENCYPART_SIBL
(20,19),(20,34),-0.00488602 # DEPENDENCYPART_SIBL
(20,19),(20,35),-0.136345 # DEPENDENCYPART_SIBL
(20,19),(20,38),0.216901 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.145215 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.169289 # DEPENDENCYPART_SIBL
(20,21),(20,25),0.00481184 # DEPENDENCYPART_SIBL
(20,21),(20,26),-0.0606485 # DEPENDENCYPART_SIBL
(20,21),(20,27),-0.0568926 # DEPENDENCYPART_SIBL
(20,21),(20,28),-0.136226 # DEPENDENCYPART_SIBL
(20,21),(20,29),-0.0471403 # DEPENDENCYPART_SIBL
(20,21),(20,34),-0.0931985 # DEPENDENCYPART_SIBL
(20,21),(20,35),-0.103609 # DEPENDENCYPART_SIBL
(20,21),(20,38),-0.165705 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.0354439 # DEPENDENCYPART_SIBL
(20,23),(20,25),0.0257165 # DEPENDENCYPART_SIBL
(20,23),(20,26),0.0301777 # DEPENDENCYPART_SIBL
(20,23),(20,27),0.0270711 # DEPENDENCYPART_SIBL
(20,23),(20,28),0.00227063 # DEPENDENCYPART_SIBL
(20,23),(20,29),0.00357667 # DEPENDENCYPART_SIBL
(20,23),(20,34),-0.00368956 # DEPENDENCYPART_SIBL
(20,23),(20,35),0.0196601 # DEPENDENCYPART_SIBL
(20,23),(20,38),0.0147808 # DEPENDENCYPART_SIBL
(20,24),(20,25),0.00672905 # DEPENDENCYPART_SIBL
(20,24),(20,26),0.0832492 # DEPENDENCYPART_SIBL
(20,24),(20,27),0.0028115 # DEPENDENCYPART_SIBL
(20,24),(20,28),-0.0079896 # DEPENDENCYPART_SIBL
(20,24),(20,29),-0.000463605 # DEPENDENCYPART_SIBL
(20,24),(20,34),-0.0711625 # DEPENDENCYPART_SIBL
(20,24),(20,35),0.0395651 # DEPENDENCYPART_SIBL
(20,24),(20,38),-0.0270986 # DEPENDENCYPART_SIBL
(20,25),(20,26),0.0107355 # DEPENDENCYPART_SIBL
(20,25),(20,27),0.0156544 # DEPENDENCYPART_SIBL
(20,25),(20,28),0.00387298 # DEPENDENCYPART_SIBL
(20,25),(20,29),0.0634955 # DEPENDENCYPART_SIBL
(20,25),(20,34),0.0153595 # DEPENDENCYPART_SIBL
(20,25),(20,35),0.0238363 # DEPENDENCYPART_SIBL
(20,25),(20,38),-0.0183302 # DEPENDENCYPART_SIBL
(20,26),(20,27),-0.0220019 # DEPENDENCYPART_SIBL
(20,26),(20,28),-0.0731758 # DEPENDENCYPART_SIBL
(20,26),(20,29),-0.0456268 # DEPENDENCYPART_SIBL
(20,26),(20,34),-0.0705439 # DEPENDENCYPART_SIBL
(20,26),(20,35),-0.0245235 # DEPENDENCYPART_SIBL
(20,26),(20,38),-0.103287 # DEPENDENCYPART_SIBL
(20,27),(20,28),-0.0182675 # DEPENDENCYPART_SIBL
(20,27),(20,29),-0.0507744 # DEPENDENCYPART_SIBL
(20,27),(20,34),-0.0145075 # DEPENDENCYPART_SIBL
(20,27),(20,35),-0.00715844 # DEPENDENCYPART_SIBL
(20,27),(20,38),-0.0325024 # DEPENDENCYPART_SIBL
(20,28),(20,29),-0.0103837 # DEPENDENCYPART_SIBL
(20,28),(20,34),-0.0109422 # DEPENDENCYPART_SIBL
(20,28),(20,35),0.0116171 # DEPENDENCYPART_SIBL
(20,28),(20,38),0.000337282 # DEPENDENCYPART_SIBL
(20,29),(20,34),-0.106915 # DEPENDENCYPART_SIBL
(20,29),(20,35),0.00519813 # DEPENDENCYPART_SIBL
(20,29),(20,38),-0.117243 # DEPENDENCYPART_SIBL
(20,34),(20,35),0.0480798 # DEPENDENCYPART_SIBL
(20,34),(20,38),-0.0117583 # DEPENDENCYPART_SIBL
(20,35),(20,38),-0.0318162 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.0564722 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.170478 # DEPENDENCYPART_SIBL
(21,19),(21,24),0.0448153 # DEPENDENCYPART_SIBL
(21,19),(21,25),0.0212376 # DEPENDENCYPART_SIBL
(21,19),(21,27),0.195847 # DEPENDENCYPART_SIBL
(21,19),(21,28),0.169257 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.104628 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.0896778 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.0883787 # DEPENDENCYPART_SIBL
(21,22),(21,27),-0.12675 # DEPENDENCYPART_SIBL
(21,22),(21,28),-0.107915 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.470249 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.446464 # DEPENDENCYPART_SIBL
(21,23),(21,27),-0.470977 # DEPENDENCYPART_SIBL
(21,23),(21,28),-0.942527 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.114615 # DEPENDENCYPART_SIBL
(21,24),(21,27),-0.198696 # DEPENDENCYPART_SIBL
(21,24),(21,28),-0.295975 # DEPENDENCYPART_SIBL
(21,25),(21,27),-0.239536 # DEPENDENCYPART_SIBL
(21,25),(21,28),-0.432092 # DEPENDENCYPART_SIBL
(21,27),(21,28),-0.429069 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.247758 # DEPENDENCYPART_SIBL
(23,19),(23,22),-0.855592 # DEPENDENCYPART_SIBL
(23,19),(23,24),0.01804 # DEPENDENCYPART_SIBL
(23,19),(23,25),0.0900067 # DEPENDENCYPART_SIBL
(23,19),(23,29),0.323497 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.0967677 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.0314817 # DEPENDENCYPART_SIBL
(23,22),(23,29),0.195272 # DEPENDENCYPART_SIBL
(23,24),(23,25),0.0132169 # DEPENDENCYPART_SIBL
(23,24),(23,29),-0.0203051 # DEPENDENCYPART_SIBL
(23,25),(23,29),0.0824673 # DEPENDENCYPART_SIBL
(24,3),(24,6),-0.783948 # DEPENDENCYPART_SIBL
(24,3),(24,7),-0.0362183 # DEPENDENCYPART_SIBL
(24,3),(24,8),-0.0993667 # DEPENDENCYPART_SIBL
(24,3),(24,11),-0.776222 # DEPENDENCYPART_SIBL
(24,3),(24,14),-0.775456 # DEPENDENCYPART_SIBL
(24,3),(24,15),-0.526085 # DEPENDENCYPART_SIBL
(24,3),(24,16),-0.0990918 # DEPENDENCYPART_SIBL
(24,3),(24,17),-0.110126 # DEPENDENCYPART_SIBL
(24,3),(24,18),-0.136414 # DEPENDENCYPART_SIBL
(24,3),(24,19),-0.199417 # DEPENDENCYPART_SIBL
(24,3),(24,20),-0.782701 # DEPENDENCYPART_SIBL
(24,3),(24,21),-0.0493839 # DEPENDENCYPART_SIBL
(24,3),(24,22),-0.186978 # DEPENDENCYPART_SIBL
(24,3),(24,23),-0.770164 # DEPENDENCYPART_SIBL
(24,3),(24,25),0.0231781 # DEPENDENCYPART_SIBL
(24,3),(24,26),0.0349992 # DEPENDENCYPART_SIBL
(24,3),(24,27),-0.0100655 # DEPENDENCYPART_SIBL
(24,3),(24,28),0.0076824 # DEPENDENCYPART_SIBL
(24,3),(24,29),-0.0194455 # DEPENDENCYPART_SIBL
(24,3),(24,30),-0.00210379 # DEPENDENCYPART_SIBL
(24,3),(24,31),0.0102063 # DEPENDENCYPART_SIBL
(24,3),(24,32),0.0930201 # DEPENDENCYPART_SIBL
(24,3),(24,34),0.0292865 # DEPENDENCYPART_SIBL
(24,3),(24,35),0.05216 # DEPENDENCYPART_SIBL
(24,3),(24,38),0.0112869 # DEPENDENCYPART_SIBL
(24,3),(24,42),0.00667244 # DEPENDENCYPART_SIBL
(24,3),(24,43),0.0142262 # DEPENDENCYPART_SIBL
(24,6),(24,7),-0.026779 # DEPENDENCYPART_SIBL
(24,6),(24,8),-0.0913944 # DEPENDENCYPART_SIBL
(24,6),(24,11),-0.774002 # DEPENDENCYPART_SIBL
(24,6),(24,14),-0.773236 # DEPENDENCYPART_SIBL
(24,6),(24,15),-0.5192 # DEPENDENCYPART_SIBL
(24,6),(24,16),-0.0914197 # DEPENDENCYPART_SIBL
(24,6),(24,17),-0.102454 # DEPENDENCYPART_SIBL
(24,6),(24,18),-0.124246 # DEPENDENCYPART_SIBL
(24,6),(24,19),-0.192067 # DEPENDENCYPART_SIBL
(24,6),(24,20),-0.780481 # DEPENDENCYPART_SIBL
(24,6),(24,21),-0.0456136 # DEPENDENCYPART_SIBL
(24,6),(24,22),-0.179573 # DEPENDENCYPART_SIBL
(24,6),(24,23),-0.767944 # DEPENDENCYPART_SIBL
(24,6),(24,25),-0.0230266 # DEPENDENCYPART_SIBL
(24,6),(24,26),0.0134588 # DEPENDENCYPART_SIBL
(24,6),(24,27),-0.0430369 # DEPENDENCYPART_SIBL
(24,6),(24,28),-0.0296482 # DEPENDENCYPART_SIBL
(24,6),(24,29),-0.0404828 # DEPENDENCYPART_SIBL
(24,6),(24,30),-0.0394344 # DEPENDENCYPART_SIBL
(24,6),(24,31),-0.0327953 # DEPENDENCYPART_SIBL
(24,6),(24,32),-0.0057116 # DEPENDENCYPART_SIBL
(24,6),(24,34),-0.0045357 # DEPENDENCYPART_SIBL
(24,6),(24,35),0.018844 # DEPENDENCYPART_SIBL
(24,6),(24,38),-0.0260437 # DEPENDENCYPART_SIBL
(24,6),(24,42),-0.0351962 # DEPENDENCYPART_SIBL
(24,6),(24,43),-0.0341745 # DEPENDENCYPART_SIBL
(24,7),(24,8),-0.0713365 # DEPENDENCYPART_SIBL
(24,7),(24,11),-0.0210083 # DEPENDENCYPART_SIBL
(24,7),(24,14),-0.0246762 # DEPENDENCYPART_SIBL
(24,7),(24,15),-0.149397 # DEPENDENCYPART_SIBL
(24,7),(24,16),-0.0556613 # DEPENDENCYPART_SIBL
(24,7),(24,17),-0.0835617 # DEPENDENCYPART_SIBL
(24,7),(24,18),-0.213568 # DEPENDENCYPART_SIBL
(24,7),(24,19),-0.0727651 # DEPENDENCYPART_SIBL
(24,7),(24,20),-0.0321778 # DEPENDENCYPART_SIBL
(24,7),(24,21),0.168036 # DEPENDENCYPART_SIBL
(24,7),(24,22),-0.0275912 # DEPENDENCYPART_SIBL
(24,7),(24,23),-0.0196785 # DEPENDENCYPART_SIBL
(24,7),(24,25),-0.00208539 # DEPENDENCYPART_SIBL
(24,7),(24,26),0.0804841 # DEPENDENCYPART_SIBL
(24,7),(24,27),0.023065 # DEPENDENCYPART_SIBL
(24,7),(24,28),0.0107264 # DEPENDENCYPART_SIBL
(24,7),(24,29),-0.126037 # DEPENDENCYPART_SIBL
(24,7),(24,30),-0.011125 # DEPENDENCYPART_SIBL
(24,7),(24,31),0.00527161 # DEPENDENCYPART_SIBL
(24,7),(24,32),-0.0189893 # DEPENDENCYPART_SIBL
(24,7),(24,34),-0.027538 # DEPENDENCYPART_SIBL
(24,7),(24,35),0.0169742 # DEPENDENCYPART_SIBL
(24,7),(24,38),0.0421359 # DEPENDENCYPART_SIBL
(24,7),(24,42),0.0183331 # DEPENDENCYPART_SIBL
(24,7),(24,43),0.0405991 # DEPENDENCYPART_SIBL
(24,8),(24,11),-0.0476204 # DEPENDENCYPART_SIBL
(24,8),(24,14),-0.0465551 # DEPENDENCYPART_SIBL
(24,8),(24,15),-0.329034 # DEPENDENCYPART_SIBL
(24,8),(24,16),-0.0449461 # DEPENDENCYPART_SIBL
(24,8),(24,17),-0.0448588 # DEPENDENCYPART_SIBL
(24,8),(24,18),-0.150839 # DEPENDENCYPART_SIBL
(24,8),(24,19),-0.14229 # DEPENDENCYPART_SIBL
(24,8),(24,20),-0.0546528 # DEPENDENCYPART_SIBL
(24,8),(24,21),-0.0849973 # DEPENDENCYPART_SIBL
(24,8),(24,22),-0.118988 # DEPENDENCYPART_SIBL
(24,8),(24,23),-0.0400464 # DEPENDENCYPART_SIBL
(24,8),(24,25),0.0425273 # DEPENDENCYPART_SIBL
(24,8),(24,26),0.0386422 # DEPENDENCYPART_SIBL
(24,8),(24,27),0.0526956 # DEPENDENCYPART_SIBL
(24,8),(24,28),0.0168509 # DEPENDENCYPART_SIBL
(24,8),(24,29),-0.067057 # DEPENDENCYPART_SIBL
(24,8),(24,30),0.012789 # DEPENDENCYPART_SIBL
(24,8),(24,31),0.0715018 # DEPENDENCYPART_SIBL
(24,8),(24,32),0.0677915 # DEPENDENCYPART_SIBL
(24,8),(24,34),0.057936 # DEPENDENCYPART_SIBL
(24,8),(24,35),0.0862944 # DEPENDENCYPART_SIBL
(24,8),(24,38),0.0704916 # DEPENDENCYPART_SIBL
(24,8),(24,42),0.0226374 # DEPENDENCYPART_SIBL
(24,8),(24,43),0.0738476 # DEPENDENCYPART_SIBL
(24,11),(24,14),-0.767826 # DEPENDENCYPART_SIBL
(24,11),(24,15),-0.517432 # DEPENDENCYPART_SIBL
(24,11),(24,16),-0.091376 # DEPENDENCYPART_SIBL
(24,11),(24,17),-0.10241 # DEPENDENCYPART_SIBL
(24,11),(24,18),-0.124357 # DEPENDENCYPART_SIBL
(24,11),(24,19),-0.191823 # DEPENDENCYPART_SIBL
(24,11),(24,20),-0.775071 # DEPENDENCYPART_SIBL
(24,11),(24,21),-0.0458877 # DEPENDENCYPART_SIBL
(24,11),(24,22),-0.179659 # DEPENDENCYPART_SIBL
(24,11),(24,23),-0.762535 # DEPENDENCYPART_SIBL
(24,11),(24,25),-0.0112716 # DEPENDENCYPART_SIBL
(24,11),(24,26),-0.00326881 # DEPENDENCYPART_SIBL
(24,11),(24,27),-0.0329046 # DEPENDENCYPART_SIBL
(24,11),(24,28),-0.00487597 # DEPENDENCYPART_SIBL
(24,11),(24,29),-0.0572103 # DEPENDENCYPART_SIBL
(24,11),(24,30),-0.0146622 # DEPENDENCYPART_SIBL
(24,11),(24,31),-0.029877 # DEPENDENCYPART_SIBL
(24,11),(24,32),0.0217981 # DEPENDENCYPART_SIBL
(24,11),(24,34),0.0147718 # DEPENDENCYPART_SIBL
(24,11),(24,35),0.0240531 # DEPENDENCYPART_SIBL
(24,11),(24,38),-0.00127148 # DEPENDENCYPART_SIBL
(24,11),(24,42),-0.00709839 # DEPENDENCYPART_SIBL
(24,11),(24,43),-0.0239733 # DEPENDENCYPART_SIBL
(24,14),(24,15),-0.5196 # DEPENDENCYPART_SIBL
(24,14),(24,16),-0.0935298 # DEPENDENCYPART_SIBL
(24,14),(24,17),-0.104564 # DEPENDENCYPART_SIBL
(24,14),(24,18),-0.126355 # DEPENDENCYPART_SIBL
(24,14),(24,19),-0.193988 # DEPENDENCYPART_SIBL
(24,14),(24,20),-0.777237 # DEPENDENCYPART_SIBL
(24,14),(24,21),-0.0477205 # DEPENDENCYPART_SIBL
(24,14),(24,22),-0.18155 # DEPENDENCYPART_SIBL
(24,14),(24,23),-0.7647 # DEPENDENCYPART_SIBL
(24,14),(24,25),-0.00734134 # DEPENDENCYPART_SIBL
(24,14),(24,26),0.0318804 # DEPENDENCYPART_SIBL
(24,14),(24,27),-0.0287559 # DEPENDENCYPART_SIBL
(24,14),(24,28),-0.00821834 # DEPENDENCYPART_SIBL
(24,14),(24,29),-0.0220618 # DEPENDENCYPART_SIBL
(24,14),(24,30),-0.0180045 # DEPENDENCYPART_SIBL
(24,14),(24,31),-0.00971403 # DEPENDENCYPART_SIBL
(24,14),(24,32),0.0300656 # DEPENDENCYPART_SIBL
(24,14),(24,34),0.0096568 # DEPENDENCYPART_SIBL
(24,14),(24,35),0.0333503 # DEPENDENCYPART_SIBL
(24,14),(24,38),-0.00461385 # DEPENDENCYPART_SIBL
(24,14),(24,42),-0.0215624 # DEPENDENCYPART_SIBL
(24,14),(24,43),-0.0163174 # DEPENDENCYPART_SIBL
(24,15),(24,16),0.182106 # DEPENDENCYPART_SIBL
(24,15),(24,17),0.680359 # DEPENDENCYPART_SIBL
(24,15),(24,18),0.15869 # DEPENDENCYPART_SIBL
(24,15),(24,19),-0.0140595 # DEPENDENCYPART_SIBL
(24,15),(24,20),0.0703744 # DEPENDENCYPART_SIBL
(24,15),(24,21),0.0506553 # DEPENDENCYPART_SIBL
(24,15),(24,22),-0.041196 # DEPENDENCYPART_SIBL
(24,15),(24,23),0.10405 # DEPENDENCYPART_SIBL
(24,15),(24,25),-0.0638905 # DEPENDENCYPART_SIBL
(24,15),(24,26),0.0584026 # DEPENDENCYPART_SIBL
(24,15),(24,27),-0.0168708 # DEPENDENCYPART_SIBL
(24,15),(24,28),0.00602868 # DEPENDENCYPART_SIBL
(24,15),(24,29),-0.0305958 # DEPENDENCYPART_SIBL
(24,15),(24,30),-0.0275751 # DEPENDENCYPART_SIBL
(24,15),(24,31),0.189194 # DEPENDENCYPART_SIBL
(24,15),(24,32),-0.0453394 # DEPENDENCYPART_SIBL
(24,15),(24,34),-0.0462253 # DEPENDENCYPART_SIBL
(24,15),(24,35),0.0327196 # DEPENDENCYPART_SIBL
(24,15),(24,38),-0.00667907 # DEPENDENCYPART_SIBL
(24,15),(24,42),-0.0174969 # DEPENDENCYPART_SIBL
(24,15),(24,43),-0.530335 # DEPENDENCYPART_SIBL
(24,16),(24,17),-0.370535 # DEPENDENCYPART_SIBL
(24,16),(24,18),-0.0665605 # DEPENDENCYPART_SIBL
(24,16),(24,19),-0.311412 # DEPENDENCYPART_SIBL
(24,16),(24,20),-0.0559418 # DEPENDENCYPART_SIBL
(24,16),(24,21),-0.0343475 # DEPENDENCYPART_SIBL
(24,16),(24,22),-0.219267 # DEPENDENCYPART_SIBL
(24,16),(24,23),-0.0387313 # DEPENDENCYPART_SIBL
(24,16),(24,25),-0.115239 # DEPENDENCYPART_SIBL
(24,16),(24,26),-0.0859874 # DEPENDENCYPART_SIBL
(24,16),(24,27),-0.0424371 # DEPENDENCYPART_SIBL
(24,16),(24,28),-0.0987049 # DEPENDENCYPART_SIBL
(24,16),(24,29),-0.208166 # DEPENDENCYPART_SIBL
(24,16),(24,30),-0.117649 # DEPENDENCYPART_SIBL
(24,16),(24,31),-0.0152107 # DEPENDENCYPART_SIBL
(24,16),(24,32),-0.0592916 # DEPENDENCYPART_SIBL
(24,16),(24,34),-0.0458237 # DEPENDENCYPART_SIBL
(24,16),(24,35),-0.0573013 # DEPENDENCYPART_SIBL
(24,16),(24,38),-0.0496338 # DEPENDENCYPART_SIBL
(24,16),(24,42),-0.128961 # DEPENDENCYPART_SIBL
(24,16),(24,43),-0.0320046 # DEPENDENCYPART_SIBL
(24,17),(24,18),-0.138239 # DEPENDENCYPART_SIBL
(24,17),(24,19),-0.263416 # DEPENDENCYPART_SIBL
(24,17),(24,20),-0.0253777 # DEPENDENCYPART_SIBL
(24,17),(24,21),-0.104355 # DEPENDENCYPART_SIBL
(24,17),(24,22),-0.167021 # DEPENDENCYPART_SIBL
(24,17),(24,23),-0.00794186 # DEPENDENCYPART_SIBL
(24,17),(24,25),-0.0418642 # DEPENDENCYPART_SIBL
(24,17),(24,26),-0.0274429 # DEPENDENCYPART_SIBL
(24,17),(24,27),-0.0237746 # DEPENDENCYPART_SIBL
(24,17),(24,28),0.0656024 # DEPENDENCYPART_SIBL
(24,17),(24,29),-0.143557 # DEPENDENCYPART_SIBL
(24,17),(24,30),0.0466586 # DEPENDENCYPART_SIBL
(24,17),(24,31),0.0499016 # DEPENDENCYPART_SIBL
(24,17),(24,32),-0.099113 # DEPENDENCYPART_SIBL
(24,17),(24,34),-0.0432241 # DEPENDENCYPART_SIBL
(24,17),(24,35),0.0470717 # DEPENDENCYPART_SIBL
(24,17),(24,38),0.121157 # DEPENDENCYPART_SIBL
(24,17),(24,42),-0.0907244 # DEPENDENCYPART_SIBL
(24,17),(24,43),-0.226451 # DEPENDENCYPART_SIBL
(24,18),(24,19),-0.163562 # DEPENDENCYPART_SIBL
(24,18),(24,20),-0.0429215 # DEPENDENCYPART_SIBL
(24,18),(24,21),-0.0794755 # DEPENDENCYPART_SIBL
(24,18),(24,22),-0.104612 # DEPENDENCYPART_SIBL
(24,18),(24,23),-0.0265063 # DEPENDENCYPART_SIBL
(24,18),(24,25),0.00052571 # DEPENDENCYPART_SIBL
(24,18),(24,26),0.0197335 # DEPENDENCYPART_SIBL
(24,18),(24,27),0.0561298 # DEPENDENCYPART_SIBL
(24,18),(24,28),0.0122246 # DEPENDENCYPART_SIBL
(24,18),(24,29),-0.0951106 # DEPENDENCYPART_SIBL
(24,18),(24,30),0.00763781 # DEPENDENCYPART_SIBL
(24,18),(24,31),0.0135458 # DEPENDENCYPART_SIBL
(24,18),(24,32),0.0503488 # DEPENDENCYPART_SIBL
(24,18),(24,34),0.00789725 # DEPENDENCYPART_SIBL
(24,18),(24,35),0.0357449 # DEPENDENCYPART_SIBL
(24,18),(24,38),0.0707967 # DEPENDENCYPART_SIBL
(24,18),(24,42),-0.0603874 # DEPENDENCYPART_SIBL
(24,18),(24,43),-0.00673785 # DEPENDENCYPART_SIBL
(24,19),(24,20),-0.0381292 # DEPENDENCYPART_SIBL
(24,19),(24,21),0.0438175 # DEPENDENCYPART_SIBL
(24,19),(24,22),-0.401541 # DEPENDENCYPART_SIBL
(24,19),(24,23),-0.0255863 # DEPENDENCYPART_SIBL
(24,19),(24,25),0.0295649 # DEPENDENCYPART_SIBL
(24,19),(24,26),0.0216264 # DEPENDENCYPART_SIBL
(24,19),(24,27),-0.0080496 # DEPENDENCYPART_SIBL
(24,19),(24,28),-0.00196515 # DEPENDENCYPART_SIBL
(24,19),(24,29),0.0622591 # DEPENDENCYPART_SIBL
(24,19),(24,30),-0.00933951 # DEPENDENCYPART_SIBL
(24,19),(24,31),-0.0226337 # DEPENDENCYPART_SIBL
(24,19),(24,32),-0.0159874 # DEPENDENCYPART_SIBL
(24,19),(24,34),-0.0590906 # DEPENDENCYPART_SIBL
(24,19),(24,35),-0.0830256 # DEPENDENCYPART_SIBL
(24,19),(24,38),0.0434155 # DEPENDENCYPART_SIBL
(24,19),(24,42),0.000225914 # DEPENDENCYPART_SIBL
(24,19),(24,43),-0.138339 # DEPENDENCYPART_SIBL
(24,20),(24,21),-0.0527018 # DEPENDENCYPART_SIBL
(24,20),(24,22),-0.184052 # DEPENDENCYPART_SIBL
(24,20),(24,23),-0.767344 # DEPENDENCYPART_SIBL
(24,20),(24,25),-0.0026321 # DEPENDENCYPART_SIBL
(24,20),(24,26),0.0252483 # DEPENDENCYPART_SIBL
(24,20),(24,27),-0.022154 # DEPENDENCYPART_SIBL
(24,20),(24,28),0.016608 # DEPENDENCYPART_SIBL
(24,20),(24,29),-0.0286952 # DEPENDENCYPART_SIBL
(24,20),(24,30),0.00682185 # DEPENDENCYPART_SIBL
(24,20),(24,31),0.0209825 # DEPENDENCYPART_SIBL
(24,20),(24,32),0.0377161 # DEPENDENCYPART_SIBL
(24,20),(24,34),0.0201922 # DEPENDENCYPART_SIBL
(24,20),(24,35),0.0394624 # DEPENDENCYPART_SIBL
(24,20),(24,38),0.0202125 # DEPENDENCYPART_SIBL
(24,20),(24,42),-0.0102054 # DEPENDENCYPART_SIBL
(24,20),(24,43),0.0336815 # DEPENDENCYPART_SIBL
(24,21),(24,22),-0.147308 # DEPENDENCYPART_SIBL
(24,21),(24,23),-0.0468357 # DEPENDENCYPART_SIBL
(24,21),(24,25),-0.0408866 # DEPENDENCYPART_SIBL
(24,21),(24,26),0.0850332 # DEPENDENCYPART_SIBL
(24,21),(24,27),0.0309282 # DEPENDENCYPART_SIBL
(24,21),(24,28),-0.0514934 # DEPENDENCYPART_SIBL
(24,21),(24,29),-0.0522685 # DEPENDENCYPART_SIBL
(24,21),(24,30),-0.0555506 # DEPENDENCYPART_SIBL
(24,21),(24,31),0.0444547 # DEPENDENCYPART_SIBL
(24,21),(24,32),0.0382686 # DEPENDENCYPART_SIBL
(24,21),(24,34),0.00378807 # DEPENDENCYPART_SIBL
(24,21),(24,35),0.0614319 # DEPENDENCYPART_SIBL
(24,21),(24,38),0.00565063 # DEPENDENCYPART_SIBL
(24,21),(24,42),-0.0393138 # DEPENDENCYPART_SIBL
(24,21),(24,43),0.0180298 # DEPENDENCYPART_SIBL
(24,22),(24,23),-0.0485958 # DEPENDENCYPART_SIBL
(24,22),(24,25),-0.0145746 # DEPENDENCYPART_SIBL
(24,22),(24,26),0.0366649 # DEPENDENCYPART_SIBL
