# _root_ Més de 200 grups de cristians de base promouen la celebració d' un sínode alternatiu , l' Assemblea_del_Poble_de_Déu , que se celebrarà del 4 al 7_d'_octubre a la Universitat_Protestant_de_Teologia_de_Roma .
#goldHeads=2,4,2,9,4,5,4,7,0,11,9,11,14,12,14,18,18,14,18,22,22,11,24,22,24,24,22,29,27,9,
#predictedHeads=2,4,2,9,4,5,4,7,0,11,9,11,14,12,14,18,18,14,22,22,22,18,24,22,24,24,22,29,27,9,
(6,1),(6,2),0.126156 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.048172 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.00418026 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.126156 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.13333 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.0301585 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.00993105 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.0333398 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.111795 # DEPENDENCYPART_SIBL
(6,1),(6,15),0.0813578 # DEPENDENCYPART_SIBL
(6,1),(6,18),0.027959 # DEPENDENCYPART_SIBL
(6,1),(6,22),-0.0109473 # DEPENDENCYPART_SIBL
(6,1),(6,30),0.0738768 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.0481568 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0173834 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.121567 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0356958 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.000273313 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.0114557 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.00529096 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.0668443 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.0858419 # DEPENDENCYPART_SIBL
(6,2),(6,18),-0.003033 # DEPENDENCYPART_SIBL
(6,2),(6,22),-0.0126917 # DEPENDENCYPART_SIBL
(6,2),(6,30),-0.0147751 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.00818691 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0369663 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0365129 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.00962127 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.00574666 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0113261 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.0164811 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.0305316 # DEPENDENCYPART_SIBL
(6,3),(6,18),-0.010463 # DEPENDENCYPART_SIBL
(6,3),(6,22),-0.00660669 # DEPENDENCYPART_SIBL
(6,3),(6,30),0.0148599 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0252439 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0366879 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.00652313 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0101757 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.00448196 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.00707272 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.0328256 # DEPENDENCYPART_SIBL
(6,4),(6,18),0.00404841 # DEPENDENCYPART_SIBL
(6,4),(6,22),0.00732196 # DEPENDENCYPART_SIBL
(6,4),(6,30),-0.0381077 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0356958 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.000273313 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0114557 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.00529096 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0668443 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0858419 # DEPENDENCYPART_SIBL
(6,5),(6,18),-0.003033 # DEPENDENCYPART_SIBL
(6,5),(6,22),-0.0126917 # DEPENDENCYPART_SIBL
(6,5),(6,30),-0.0147751 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0122087 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0120879 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.000556541 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0817083 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.0664014 # DEPENDENCYPART_SIBL
(6,7),(6,18),0.0140278 # DEPENDENCYPART_SIBL
(6,7),(6,22),0.0302765 # DEPENDENCYPART_SIBL
(6,7),(6,30),0.0066884 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.0501389 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.0122902 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.0434213 # DEPENDENCYPART_SIBL
(6,8),(6,15),0.0319621 # DEPENDENCYPART_SIBL
(6,8),(6,18),0.0212524 # DEPENDENCYPART_SIBL
(6,8),(6,22),0.0538773 # DEPENDENCYPART_SIBL
(6,8),(6,30),-0.012386 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.0245768 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.0285982 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.00850861 # DEPENDENCYPART_SIBL
(6,9),(6,18),0.0320115 # DEPENDENCYPART_SIBL
(6,9),(6,22),-0.0360124 # DEPENDENCYPART_SIBL
(6,9),(6,30),0.0428892 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.0585965 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.0416784 # DEPENDENCYPART_SIBL
(6,11),(6,18),0.0395821 # DEPENDENCYPART_SIBL
(6,11),(6,22),0.0567152 # DEPENDENCYPART_SIBL
(6,11),(6,30),0.0252145 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.0392325 # DEPENDENCYPART_SIBL
(6,12),(6,18),0.0118253 # DEPENDENCYPART_SIBL
(6,12),(6,22),0.0203198 # DEPENDENCYPART_SIBL
(6,12),(6,30),0.0271687 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.00658558 # DEPENDENCYPART_SIBL
(6,15),(6,22),0.0247784 # DEPENDENCYPART_SIBL
(6,15),(6,30),-0.0300685 # DEPENDENCYPART_SIBL
(6,18),(6,22),0.0458506 # DEPENDENCYPART_SIBL
(6,18),(6,30),0.00245724 # DEPENDENCYPART_SIBL
(6,22),(6,30),0.0295282 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0597429 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0572412 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.450314 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.0481033 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.121573 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.121573 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0105837 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.0686019 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.0176565 # DEPENDENCYPART_SIBL
(8,2),(8,22),-0.0118196 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0370259 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0370259 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.00463525 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0144708 # DEPENDENCYPART_SIBL
(8,3),(8,18),0.0106166 # DEPENDENCYPART_SIBL
(8,3),(8,22),-0.00549527 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.121573 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0105837 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0686019 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.0176565 # DEPENDENCYPART_SIBL
(8,5),(8,22),-0.0118196 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0105837 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0686019 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.0176565 # DEPENDENCYPART_SIBL
(8,7),(8,22),-0.0118196 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0176953 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.0450361 # DEPENDENCYPART_SIBL
(8,9),(8,22),-0.024142 # DEPENDENCYPART_SIBL
(8,12),(8,18),0.0328353 # DEPENDENCYPART_SIBL
(8,12),(8,22),0.0413399 # DEPENDENCYPART_SIBL
(8,18),(8,22),0.0799311 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.209407 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.0548885 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0358472 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.209407 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0654485 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.209407 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0785953 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.215479 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0275876 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.219873 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0286205 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.138299 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.219873 # DEPENDENCYPART_SIBL
(9,1),(9,19),-0.138299 # DEPENDENCYPART_SIBL
(9,1),(9,22),-0.0941989 # DEPENDENCYPART_SIBL
(9,1),(9,24),-0.219801 # DEPENDENCYPART_SIBL
(9,1),(9,25),-0.092316 # DEPENDENCYPART_SIBL
(9,1),(9,26),-0.168779 # DEPENDENCYPART_SIBL
(9,1),(9,27),-0.076073 # DEPENDENCYPART_SIBL
(9,1),(9,29),-0.219873 # DEPENDENCYPART_SIBL
(9,1),(9,30),-0.0892742 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.0682678 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.00307526 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0709485 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.0140331 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0709485 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0221993 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.091999 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.0111521 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0867725 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.0823891 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.0203844 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.0867725 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.0203844 # DEPENDENCYPART_SIBL
(9,2),(9,22),-0.00845986 # DEPENDENCYPART_SIBL
(9,2),(9,24),-0.105905 # DEPENDENCYPART_SIBL
(9,2),(9,25),-0.0284918 # DEPENDENCYPART_SIBL
(9,2),(9,26),-0.0503217 # DEPENDENCYPART_SIBL
(9,2),(9,27),0.0143811 # DEPENDENCYPART_SIBL
(9,2),(9,29),-0.0867725 # DEPENDENCYPART_SIBL
(9,2),(9,30),0.00563433 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.0992866 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.00688803 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.113873 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.00688803 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.12192 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0541017 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0136046 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0509128 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.0155176 # DEPENDENCYPART_SIBL
(9,3),(9,16),0.0239526 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.0509128 # DEPENDENCYPART_SIBL
(9,3),(9,19),0.0239526 # DEPENDENCYPART_SIBL
(9,3),(9,22),0.0163708 # DEPENDENCYPART_SIBL
(9,3),(9,24),-0.0233027 # DEPENDENCYPART_SIBL
(9,3),(9,25),-0.0378803 # DEPENDENCYPART_SIBL
(9,3),(9,26),0.0145059 # DEPENDENCYPART_SIBL
(9,3),(9,27),-0.0270782 # DEPENDENCYPART_SIBL
(9,3),(9,29),-0.0509128 # DEPENDENCYPART_SIBL
(9,3),(9,30),-0.0249322 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0168212 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.702272 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0168212 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.71032 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0364164 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.040872 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0369854 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.0586402 # DEPENDENCYPART_SIBL
(9,4),(9,16),0.0230564 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.0369854 # DEPENDENCYPART_SIBL
(9,4),(9,19),0.0230564 # DEPENDENCYPART_SIBL
(9,4),(9,22),0.104804 # DEPENDENCYPART_SIBL
(9,4),(9,24),0.0286755 # DEPENDENCYPART_SIBL
(9,4),(9,25),0.0372602 # DEPENDENCYPART_SIBL
(9,4),(9,26),0.0605896 # DEPENDENCYPART_SIBL
(9,4),(9,27),0.0796609 # DEPENDENCYPART_SIBL
(9,4),(9,29),0.0369854 # DEPENDENCYPART_SIBL
(9,4),(9,30),0.107004 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0140331 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0709485 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0221993 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.091999 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0111521 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0867725 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0823891 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0203844 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.0867725 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.0203844 # DEPENDENCYPART_SIBL
(9,5),(9,22),-0.00845986 # DEPENDENCYPART_SIBL
(9,5),(9,24),-0.105905 # DEPENDENCYPART_SIBL
(9,5),(9,25),-0.0284918 # DEPENDENCYPART_SIBL
(9,5),(9,26),-0.0503217 # DEPENDENCYPART_SIBL
(9,5),(9,27),0.0143811 # DEPENDENCYPART_SIBL
(9,5),(9,29),-0.0867725 # DEPENDENCYPART_SIBL
(9,5),(9,30),0.00563433 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.00700357 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.733451 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0214605 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.00976784 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0208914 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0060435 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.013114 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0208914 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.013114 # DEPENDENCYPART_SIBL
(9,6),(9,22),0.016007 # DEPENDENCYPART_SIBL
(9,6),(9,24),-0.0274489 # DEPENDENCYPART_SIBL
(9,6),(9,25),-0.00849268 # DEPENDENCYPART_SIBL
(9,6),(9,26),0.00443506 # DEPENDENCYPART_SIBL
(9,6),(9,27),0.0201636 # DEPENDENCYPART_SIBL
(9,6),(9,29),-0.0208914 # DEPENDENCYPART_SIBL
(9,6),(9,30),0.0356148 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0221993 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.091999 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0111521 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0867725 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0823891 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0203844 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0867725 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.0203844 # DEPENDENCYPART_SIBL
(9,7),(9,22),-0.00845986 # DEPENDENCYPART_SIBL
(9,7),(9,24),-0.105905 # DEPENDENCYPART_SIBL
(9,7),(9,25),-0.0284918 # DEPENDENCYPART_SIBL
(9,7),(9,26),-0.0503217 # DEPENDENCYPART_SIBL
(9,7),(9,27),0.0143811 # DEPENDENCYPART_SIBL
(9,7),(9,29),-0.0867725 # DEPENDENCYPART_SIBL
(9,7),(9,30),0.00563433 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0345315 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0260915 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0339624 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0172333 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0339051 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0339624 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.0339051 # DEPENDENCYPART_SIBL
(9,8),(9,22),-0.00519801 # DEPENDENCYPART_SIBL
(9,8),(9,24),-0.0359383 # DEPENDENCYPART_SIBL
(9,8),(9,25),-0.0248164 # DEPENDENCYPART_SIBL
(9,8),(9,26),-0.00405438 # DEPENDENCYPART_SIBL
(9,8),(9,27),-0.00355659 # DEPENDENCYPART_SIBL
(9,8),(9,29),-0.0339624 # DEPENDENCYPART_SIBL
(9,8),(9,30),0.0104301 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0382326 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.232188 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0343725 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.00450065 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.232188 # DEPENDENCYPART_SIBL
(9,11),(9,19),0.00450065 # DEPENDENCYPART_SIBL
(9,11),(9,22),-0.0147621 # DEPENDENCYPART_SIBL
(9,11),(9,24),-0.0238309 # DEPENDENCYPART_SIBL
(9,11),(9,25),0.101156 # DEPENDENCYPART_SIBL
(9,11),(9,26),-0.0191041 # DEPENDENCYPART_SIBL
(9,11),(9,27),0.0630595 # DEPENDENCYPART_SIBL
(9,11),(9,29),-0.232188 # DEPENDENCYPART_SIBL
(9,11),(9,30),0.00525083 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0341621 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0878746 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0688682 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0341621 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0688682 # DEPENDENCYPART_SIBL
(9,12),(9,22),-0.041946 # DEPENDENCYPART_SIBL
(9,12),(9,24),-0.06855 # DEPENDENCYPART_SIBL
(9,12),(9,25),-0.11579 # DEPENDENCYPART_SIBL
(9,12),(9,26),-0.0824919 # DEPENDENCYPART_SIBL
(9,12),(9,27),-0.152686 # DEPENDENCYPART_SIBL
(9,12),(9,29),-0.0341621 # DEPENDENCYPART_SIBL
(9,12),(9,30),-0.0131775 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0407684 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.00487425 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.246539 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.00487425 # DEPENDENCYPART_SIBL
(9,14),(9,22),-0.0208477 # DEPENDENCYPART_SIBL
(9,14),(9,24),-0.0300117 # DEPENDENCYPART_SIBL
(9,14),(9,25),0.0809392 # DEPENDENCYPART_SIBL
(9,14),(9,26),-0.0252849 # DEPENDENCYPART_SIBL
(9,14),(9,27),0.0300764 # DEPENDENCYPART_SIBL
(9,14),(9,29),-0.246539 # DEPENDENCYPART_SIBL
(9,14),(9,30),-0.0114907 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0167128 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.0493873 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.0167128 # DEPENDENCYPART_SIBL
(9,15),(9,22),0.00736922 # DEPENDENCYPART_SIBL
(9,15),(9,24),-0.0427414 # DEPENDENCYPART_SIBL
(9,15),(9,25),-0.0644333 # DEPENDENCYPART_SIBL
(9,15),(9,26),-0.0508589 # DEPENDENCYPART_SIBL
(9,15),(9,27),-0.144258 # DEPENDENCYPART_SIBL
(9,15),(9,29),-0.0493873 # DEPENDENCYPART_SIBL
(9,15),(9,30),0.00587368 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.0328751 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.085609 # DEPENDENCYPART_SIBL
(9,16),(9,22),0.0508773 # DEPENDENCYPART_SIBL
(9,16),(9,24),-0.048381 # DEPENDENCYPART_SIBL
(9,16),(9,25),-0.157187 # DEPENDENCYPART_SIBL
(9,16),(9,26),-0.0536671 # DEPENDENCYPART_SIBL
(9,16),(9,27),-0.204941 # DEPENDENCYPART_SIBL
(9,16),(9,29),-0.0328751 # DEPENDENCYPART_SIBL
(9,16),(9,30),-0.0606677 # DEPENDENCYPART_SIBL
(9,18),(9,19),-0.00487425 # DEPENDENCYPART_SIBL
(9,18),(9,22),-0.0208477 # DEPENDENCYPART_SIBL
(9,18),(9,24),-0.0300117 # DEPENDENCYPART_SIBL
(9,18),(9,25),0.0809392 # DEPENDENCYPART_SIBL
(9,18),(9,26),-0.0252849 # DEPENDENCYPART_SIBL
(9,18),(9,27),0.0300764 # DEPENDENCYPART_SIBL
(9,18),(9,29),-0.246539 # DEPENDENCYPART_SIBL
(9,18),(9,30),-0.0114907 # DEPENDENCYPART_SIBL
(9,19),(9,22),0.0508773 # DEPENDENCYPART_SIBL
(9,19),(9,24),-0.048381 # DEPENDENCYPART_SIBL
(9,19),(9,25),-0.157187 # DEPENDENCYPART_SIBL
(9,19),(9,26),-0.0536671 # DEPENDENCYPART_SIBL
(9,19),(9,27),-0.204941 # DEPENDENCYPART_SIBL
(9,19),(9,29),-0.0328751 # DEPENDENCYPART_SIBL
(9,19),(9,30),-0.0606677 # DEPENDENCYPART_SIBL
(9,22),(9,24),0.0134427 # DEPENDENCYPART_SIBL
(9,22),(9,25),-0.00832497 # DEPENDENCYPART_SIBL
(9,22),(9,26),0.0107557 # DEPENDENCYPART_SIBL
(9,22),(9,27),-0.00304162 # DEPENDENCYPART_SIBL
(9,22),(9,29),0.0264743 # DEPENDENCYPART_SIBL
(9,22),(9,30),0.00619823 # DEPENDENCYPART_SIBL
(9,24),(9,25),-0.0169115 # DEPENDENCYPART_SIBL
(9,24),(9,26),-0.0575975 # DEPENDENCYPART_SIBL
(9,24),(9,27),-0.0105037 # DEPENDENCYPART_SIBL
(9,24),(9,29),-0.0258972 # DEPENDENCYPART_SIBL
(9,24),(9,30),0.00359787 # DEPENDENCYPART_SIBL
(9,25),(9,26),0.032604 # DEPENDENCYPART_SIBL
(9,25),(9,27),-0.0666819 # DEPENDENCYPART_SIBL
(9,25),(9,29),-0.0365621 # DEPENDENCYPART_SIBL
(9,25),(9,30),0.0027115 # DEPENDENCYPART_SIBL
(9,26),(9,27),0.0267075 # DEPENDENCYPART_SIBL
(9,26),(9,29),-0.0157653 # DEPENDENCYPART_SIBL
(9,26),(9,30),0.0117078 # DEPENDENCYPART_SIBL
(9,27),(9,29),0.0078375 # DEPENDENCYPART_SIBL
(9,27),(9,30),0.0200235 # DEPENDENCYPART_SIBL
(9,29),(9,30),-0.0114907 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.240553 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.377437 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0601734 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.59131 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.532761 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.376915 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.125503 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.00483588 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.125503 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.125503 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.0913245 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.217494 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.144436 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.0751887 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.0257513 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.083955 # DEPENDENCYPART_SIBL
(11,1),(11,16),0.000345546 # DEPENDENCYPART_SIBL
(11,1),(11,18),0.0257513 # DEPENDENCYPART_SIBL
(11,1),(11,19),0.000345546 # DEPENDENCYPART_SIBL
(11,1),(11,22),0.000266951 # DEPENDENCYPART_SIBL
(11,1),(11,23),0.246572 # DEPENDENCYPART_SIBL
(11,1),(11,24),0.00487228 # DEPENDENCYPART_SIBL
(11,1),(11,26),0.00154813 # DEPENDENCYPART_SIBL
(11,1),(11,27),0.0416112 # DEPENDENCYPART_SIBL
(11,1),(11,30),0.0727468 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.0170773 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.12187 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.12187 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.000319099 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.000469085 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.0965034 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.102082 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0078064 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.0852227 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.0498942 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.0078064 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.0498942 # DEPENDENCYPART_SIBL
(11,2),(11,22),-0.00357596 # DEPENDENCYPART_SIBL
(11,2),(11,23),0.0439047 # DEPENDENCYPART_SIBL
(11,2),(11,24),0.0179613 # DEPENDENCYPART_SIBL
(11,2),(11,26),0.0244295 # DEPENDENCYPART_SIBL
(11,2),(11,27),0.131069 # DEPENDENCYPART_SIBL
(11,2),(11,30),-0.0182257 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.0252464 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.0252464 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.202284 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.00900792 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.0397199 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.0578741 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.00184401 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.0302251 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.00658719 # DEPENDENCYPART_SIBL
(11,4),(11,18),0.00184401 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.00658719 # DEPENDENCYPART_SIBL
(11,4),(11,22),0.0185398 # DEPENDENCYPART_SIBL
(11,4),(11,23),0.0325226 # DEPENDENCYPART_SIBL
(11,4),(11,24),0.0153873 # DEPENDENCYPART_SIBL
(11,4),(11,26),0.00232752 # DEPENDENCYPART_SIBL
(11,4),(11,27),-0.0177895 # DEPENDENCYPART_SIBL
